"","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"2012-06-06",526.6,537,523,533.44,352200,533.44
"2012-06-07",539.5,542.76,528.79,529.51,278400,529.51
"2012-06-08",525.54,538.29,525.13,536.7,197900,536.7
"2012-06-11",540.54,543.6,519.06,520.89,310200,520.89
"2012-06-12",526.54,532.43,519.21,530.89,223800,530.89
"2012-06-13",526.72,536.75,525,525.97,143900,525.97
"2012-06-14",525.51,536.7,525.51,527.98,214600,527.98
"2012-06-15",528.25,534.6,524.57,531.66,474000,531.66
"2012-06-18",530.91,547.38,527.91,545.24,285700,545.24
"2012-06-19",549.08,553.69,544.63,548.58,225200,548.58
"2012-06-20",550.26,552.05,543.04,548.22,173700,548.22
"2012-06-21",550.31,556.77,536.83,537.03,269500,537.03
"2012-06-22",539.56,550.86,539.56,550.12,705800,550.12
"2012-06-25",543.68,546.9,537.27,539.81,254700,539.81
"2012-06-26",541.59,545.19,536.07,544.31,176900,544.31
"2012-06-27",547.23,550.63,543.48,544.24,125400,544.24
"2012-06-28",540.69,541.57,531.13,536.29,267900,536.29
"2012-06-29",545,553.96,542.98,553.79,333300,553.79
"2012-07-02",556.47,567.14,555.62,565.97,331900,565.97
"2012-07-03",563.75,569.95,562.4,566.61,124500,566.61
"2012-07-05",565.21,566.99,560.22,563.41,185300,563.41
"2012-07-06",561.25,562.45,550,551.47,289100,551.47
"2012-07-09",552.35,555,547.66,551.39,136600,551.39
"2012-07-10",545.61,547.85,527.44,531.77,643700,531.77
"2012-07-11",532.61,538.45,529.7,535.01,249500,535.01
"2012-07-12",531.24,537.32,521.25,534.59,257600,534.59
"2012-07-13",535,542.46,533.25,540.04,304100,540.04
"2012-07-16",540.55,542.03,534,536.52,163600,536.52
"2012-07-17",542.47,546.92,535.07,544.11,323900,544.11
"2012-07-18",547.55,554.77,544.5,549.36,255900,549.36
"2012-07-19",553,553.58,540.01,544.21,498500,544.21
"2012-07-20",516,518,494.55,498.5,1532000,498.5
"2012-07-23",483,485.64,467.26,477.47,946500,477.47
"2012-07-24",481.35,481.9,470,472.48,481300,472.48
"2012-07-25",478.58,485.95,475.03,483.59,484600,483.59
"2012-07-26",490,493.4,486.16,489.2,463900,489.2
"2012-07-27",493.98,501.69,490.2,498.94,302900,498.94
"2012-07-30",489.83,497.07,484.07,491.61,359800,491.61
"2012-07-31",487.35,491.75,480.5,481.5,355900,481.5
"2012-08-01",485,488.77,476.79,476.79,285500,476.79
"2012-08-02",472.91,478.59,471.04,477.79,357600,477.79
"2012-08-03",485,495.98,482.24,492.85,336100,492.85
"2012-08-06",493.45,496.15,489.77,490.8,185200,490.8
"2012-08-07",491.12,499.76,491.12,496.76,172400,496.76
"2012-08-08",494.1,502.18,494.03,501.22,219600,501.22
"2012-08-09",503.11,503.11,494.43,497.56,228900,497.56
"2012-08-10",496.44,498.98,492.01,498.58,229600,498.58
"2012-08-13",498.16,512.63,498.16,508.31,351900,508.31
"2012-08-14",512.46,512.46,504.23,509.86,219300,509.86
"2012-08-15",507.5,517.5,506.9,517.31,258400,517.31
"2012-08-16",517.89,518.37,512,514.95,194400,514.95
"2012-08-17",516.98,516.98,509.06,511.73,238900,511.73
"2012-08-20",510.18,513.7,507.45,510.32,206700,510.32
"2012-08-21",511,515.98,505.01,507.5,292200,507.5
"2012-08-22",506.42,509.4,503.01,507.76,154400,507.76
"2012-08-23",505.88,507.88,501.12,503.21,154200,503.21
"2012-08-24",503.78,507.92,500,505.52,149200,505.52
"2012-08-27",503.04,506.35,499,500.69,190800,500.69
"2012-08-28",499.51,500.56,496.3,498.01,231800,498.01
"2012-08-29",498,500.14,496.04,496.54,164900,496.54
"2012-08-30",493.31,495.95,486.61,491.66,146500,491.66
"2012-08-31",492.39,497.97,488.48,491.79,204100,491.79
"2012-09-04",490.25,496.18,488.22,491.09,243500,491.09
"2012-09-05",489.96,492.68,486.01,487.7,224100,487.7
"2012-09-06",490.01,496.55,489.16,495.92,322400,495.92
"2012-09-07",497.61,501.84,492.85,500.74,220800,500.74
"2012-09-10",497.38,501.92,494.31,495.19,259200,495.19
"2012-09-11",494.43,494.71,486.52,487.41,303900,487.41
"2012-09-12",489.7,493.05,485.01,486.08,211400,486.08
"2012-09-13",486,493.03,481.26,489.72,344000,489.72
"2012-09-14",490.6,502.42,487.3,501.65,372800,501.65
"2012-09-17",500.57,513.94,499.76,510.31,349400,510.31
"2012-09-18",513.18,517.82,509.55,512.36,298300,512.36
"2012-09-19",512.54,514,507.44,509.39,183800,509.39
"2012-09-20",508.5,508.5,501.32,506.34,328900,506.34
"2012-09-21",508,518.55,508,517.76,697000,517.76
"2012-09-24",515,519.45,510.6,517.5,236100,517.5
"2012-09-25",517.57,521.63,511.12,511.47,255900,511.47
"2012-09-26",510.93,512.75,494.24,495.62,396200,495.62
"2012-09-27",498.41,501,494.01,499.66,308800,499.66
"2012-09-28",498.21,498.51,491.53,495.63,268300,495.63
"2012-10-01",499.03,506.4,496.51,499.8,238000,499.8
"2012-10-02",499,502.15,494.4,500.75,352800,500.75
"2012-10-03",503.14,511.32,500.08,511.03,328900,511.03
"2012-10-04",512.76,520,508.71,516.49,368100,516.49
"2012-10-05",519.7,520,509.48,511.31,309800,511.31
"2012-10-08",508.63,510.79,507.03,509.32,255500,509.32
"2012-10-09",502.78,506,489.04,495.16,624700,495.16
"2012-10-10",496.52,498.48,489.6,494.63,402500,494.63
"2012-10-11",499.46,500.68,492.96,494.64,265300,494.64
"2012-10-12",494.65,500.65,493.24,494.58,335100,494.58
"2012-10-15",507.08,513.4,505,512.53,473000,512.53
"2012-10-16",515.23,534.78,514.98,533.13,1430100,533.13
"2012-10-17",510.05,544.21,510,532.41,1654800,532.41
"2012-10-18",531.64,536.44,526.41,535.82,446900,535.82
"2012-10-19",538.23,546.07,536,538.35,673700,538.35
"2012-10-22",540,551.93,540,551.19,648000,551.19
"2012-10-23",545.2,551.6,539.13,546.61,482500,546.61
"2012-10-24",549.28,549.82,541.56,543.01,278600,543.01
"2012-10-25",545.13,548.27,540.52,545.63,250300,545.63
"2012-10-26",538.7,544.79,535,535.84,365800,535.84
"2012-10-31",536,545.1,532.55,542.22,342800,542.22
"2012-11-01",545,549.49,533.83,540.96,457300,540.96
"2012-11-02",539.01,551.15,537.21,541.47,334600,541.47
"2012-11-05",540.5,543.24,537.38,540.82,288500,540.82
"2012-11-06",542.46,549.98,541.16,543.9,193800,543.9
"2012-11-07",537.06,540.99,531,537.7,346100,537.7
"2012-11-08",536.14,538.24,530.74,531.5,263200,531.5
"2012-11-09",528.87,535.84,526.99,529.6,333600,529.6
"2012-11-12",529.92,537.5,529,533.64,260600,533.64
"2012-11-13",532.6,539.75,530,536.17,235100,536.17
"2012-11-14",536.68,538.96,524.74,526.46,276000,526.46
"2012-11-15",526.5,529,520.3,524.29,275300,524.29
"2012-11-16",523.87,536.78,523.52,533.92,374500,533.92
"2012-11-19",540,549.98,538.16,542.49,278400,542.49
"2012-11-20",541.32,543.99,533.88,536.48,214100,536.48
"2012-11-21",535.71,539.25,532.2,534.46,119500,534.46
"2012-11-23",538.63,538.63,534.75,537.5,44900,537.5
"2012-11-26",535.25,540,531.33,534.25,223100,534.25
"2012-11-27",532.21,534.63,524.47,525,284100,525
"2012-11-28",524,531.29,522,530.49,332600,530.49
"2012-11-29",532.4,539.1,531.23,534.95,170200,534.95
"2012-11-30",533.39,534.09,527,529,217900,529
"2012-12-03",528.75,532.89,524.08,525.41,208300,525.41
"2012-12-04",524.96,528.76,520.59,527.17,234000,527.17
"2012-12-05",527.76,527.76,515.59,516.77,299700,516.77
"2012-12-06",515.25,520.81,510,519.78,246700,519.78
"2012-12-07",520.53,521.34,513.25,518.29,190100,518.29
"2012-12-10",517.15,526.9,517.15,526.85,250000,526.85
"2012-12-11",526.97,540.78,526.57,536.3,427600,536.3
"2012-12-12",537.16,545.13,536.74,539.57,244800,539.57
"2012-12-13",535.75,540,533,537.95,213300,537.95
"2012-12-14",536.29,538.4,531.94,533.11,214600,533.11
"2012-12-17",535.39,552.98,535.09,551,685200,551
"2012-12-18",553,553.96,545,546.52,428600,546.52
"2012-12-19",547.33,547.44,508.08,515.45,2419000,515.45
"2012-12-20",508.82,511.2,487.89,488.31,1703100,488.31
"2012-12-21",481.86,505,476.25,496.79,1337500,496.79
"2012-12-24",495.22,495.86,487.78,489.73,240000,489.73
"2012-12-26",491.74,493.1,479.58,480.14,359500,480.14
"2012-12-27",481,488.66,480.81,487.17,323100,487.17
"2012-12-28",484.71,486.24,479.5,479.5,213000,479.5
"2012-12-31",480.85,490.69,479.6,490.37,292900,490.37
"2013-01-02",506.5,507.89,490.02,497.52,418500,497.52
"2013-01-03",495.88,506.47,495.04,503.67,318800,503.67
"2013-01-04",505.7,505.7,498.81,500.28,235500,500.28
"2013-01-07",498.28,504.4,497.58,502,195600,502
"2013-01-08",500.52,507.02,500.52,504.43,239400,504.43
"2013-01-09",506.64,510.37,504.33,506.73,144300,506.73
"2013-01-10",510.8,510.8,505,508.87,134500,508.87
"2013-01-11",506.74,507.76,502.6,506,295400,506
"2013-01-14",512.4,513,505.28,512.72,308000,512.72
"2013-01-15",504.84,509.56,500,503.59,642200,503.59
"2013-01-16",502,504.06,497.35,498.5,400700,498.5
"2013-01-17",501.6,517.46,485.8,514.2,1537700,514.2
"2013-01-18",511.99,515.77,507.07,508.33,593000,508.33
"2013-01-22",505.15,521.19,505.02,518.49,1001900,518.49
"2013-01-23",565.61,577.27,561,567.06,1756900,567.06
"2013-01-24",568.19,583.45,568.01,581,749200,581
"2013-01-25",576.57,580.8,572.27,577.82,498100,577.82
"2013-01-28",575,580.71,572.57,577.93,332800,577.93
"2013-01-29",577.93,577.93,570.75,574.43,203800,574.43
"2013-01-30",573.11,576.05,570,573,233500,573
"2013-01-31",572.5,575.72,571.31,574.38,259500,574.38
"2013-02-01",577.15,585.67,576,583.67,407200,583.67
"2013-02-04",578.38,580.9,572.12,573.61,308100,573.61
"2013-02-05",575.5,577.83,570.64,573.61,237500,573.61
"2013-02-06",572.2,577.4,568.26,571.88,191400,571.88
"2013-02-07",570.19,574.92,563.44,570.33,181500,570.33
"2013-02-08",572.02,579.65,570.55,578.75,169900,578.75
"2013-02-11",576.36,577.94,568.4,571.52,257000,571.52
"2013-02-12",573.41,573.71,568.53,571.39,141100,571.39
"2013-02-13",570.65,577.25,570.37,573.7,112600,573.7
"2013-02-14",569.22,573.59,567.07,571.26,194200,571.26
"2013-02-15",570.01,571.88,567.93,569.21,244700,569.21
"2013-02-19",567.15,583,566.53,582.27,295600,582.27
"2013-02-20",576.01,577.69,552.5,556.83,733400,556.83
"2013-02-21",551.34,563.69,546.76,561.25,542500,561.25
"2013-02-22",573.9,579.43,570,574.05,294000,574.05
"2013-02-25",576.48,578.96,566.34,566.34,219900,566.34
"2013-02-26",567.21,573.18,563.65,568.76,202100,568.76
"2013-02-27",567.78,578.78,567.78,573.52,168700,573.52
"2013-02-28",573.44,576.86,492.35,509.89,915900,509.89
"2013-03-01",553,558,546.56,553.4,1139000,553.4
"2013-03-04",551.02,552.86,530.25,541.32,630100,541.32
"2013-03-05",533.27,535.51,514,525.72,1083300,525.72
"2013-03-06",526.5,535.41,517.09,519.78,576800,519.78
"2013-03-07",519.82,522.97,505.66,513.18,746300,513.18
"2013-03-08",514.22,518.94,507.36,514.63,367300,514.63
"2013-03-11",511.78,523.75,511.78,516.76,251300,516.76
"2013-03-12",516.31,518.34,507.14,512.92,357600,512.92
"2013-03-13",512.24,514.4,507,509.33,300400,509.33
"2013-03-14",514.23,517.44,483.38,489.89,1568300,489.89
"2013-03-15",485.96,488.77,455.18,459.44,2541500,459.44
"2013-03-18",465.2,486.99,465.2,485.52,1178300,485.52
"2013-03-19",484.97,486.06,471.27,482.68,707500,482.68
"2013-03-20",483.86,496.88,483,495.87,782800,495.87
"2013-03-21",510,512,486.34,486.79,738100,486.79
"2013-03-22",488.59,492.93,482.05,489.39,559600,489.39
"2013-03-25",490.01,493.62,484.11,488.4,403400,488.4
"2013-03-26",487.9,497.58,482.19,497.25,710700,497.25
"2013-03-27",495.29,499.63,489.17,490.53,410600,490.53
"2013-03-28",489.99,494.94,488.34,491.19,296300,491.19
"2013-04-01",492.87,494,483.41,484.58,328100,484.58
"2013-04-02",485.83,495.73,485.83,490.8,362400,490.8
"2013-04-03",494,503.6,490.94,498.49,454400,498.49
"2013-04-04",499,504,490.01,496.64,436800,496.64
"2013-04-05",489.81,492.99,486.04,489.97,274900,489.97
"2013-04-08",492.19,501.6,491.61,494,332400,494
"2013-04-09",496.5,499.28,490.79,496.53,284000,496.53
"2013-04-10",497.03,502.5,494.91,498.83,305800,498.83
"2013-04-11",500,513.91,500,512.57,345800,512.57
"2013-04-12",512.03,514.99,506.12,512.05,373200,512.05
"2013-04-15",511.15,515.73,508,509.99,392600,509.99
"2013-04-16",511.85,515,505.43,510.38,324500,510.38
"2013-04-17",505.64,512.64,501.56,507.64,395500,507.64
"2013-04-18",507,510.32,488.57,493.37,716100,493.37
"2013-04-19",469,485.22,465.72,484.75,1528100,484.75
"2013-04-22",484.52,489.26,470,474.87,655900,474.87
"2013-04-23",474.98,481.99,467.69,471.07,502900,471.07
"2013-04-24",469.25,479.58,469.25,476.88,269400,476.88
"2013-04-25",478.6,488.24,476.23,483.8,315700,483.8
"2013-04-26",482.53,488.24,479.02,486.76,347200,486.76
"2013-04-29",488.2,491.25,480.45,489.16,319500,489.16
"2013-04-30",488.38,493.46,487.6,492.29,210900,492.29
"2013-05-01",491.59,496.88,489.03,490.16,161800,490.16
"2013-05-02",489.86,494.79,489.01,491.86,178100,491.86
"2013-05-03",497.44,504.55,495.35,503.82,319300,503.82
"2013-05-06",503,504.5,501.12,501.58,195700,501.58
"2013-05-07",501.55,502.8,489.43,490.07,281200,490.07
"2013-05-08",489.3,490.77,480.65,489.31,375200,489.31
"2013-05-09",490.22,511.79,490,505.8,395900,505.8
"2013-05-10",493,500.65,488.91,499.57,849300,499.57
"2013-05-13",497.24,500.72,485,485.69,442600,485.69
"2013-05-14",485.8,491.09,485.5,487.73,220500,487.73
"2013-05-15",489.09,489.33,483.6,484.4,172900,484.4
"2013-05-16",482.1,485.23,474.18,476.22,289000,476.22
"2013-05-17",479.58,484.83,479,484,390900,484
"2013-05-20",482.37,487.29,478.4,479.42,201200,479.42
"2013-05-21",478.7,489.25,478.7,485.88,206900,485.88
"2013-05-22",486.14,489.45,468.6,470.3,427600,470.3
"2013-05-23",466.31,481.96,465.11,478.46,493400,478.46
"2013-05-24",492,508,490.71,501.53,915000,501.53
"2013-05-28",505.22,507.99,499.04,501.64,277800,501.64
"2013-05-29",498,502.79,493.57,498.5,171700,498.5
"2013-05-30",499.01,507.39,496.01,504.68,270100,504.68
"2013-05-31",503.15,503.76,497.53,497.53,270500,497.53
"2013-06-03",499.36,500.57,495.01,500.23,224500,500.23
"2013-06-04",499.19,500.9,496.26,498.59,202000,498.59
"2013-06-05",498.54,505.34,497.85,500.54,249600,500.54
"2013-06-06",501.87,507.89,499.36,507.41,205800,507.41
"2013-06-07",508.43,513.49,507.41,513.49,278200,513.49
"2013-06-10",510.84,514.25,509.4,510.21,134200,510.21
"2013-06-11",506.53,507.45,499.14,499.57,173700,499.57
"2013-06-12",501.18,503.53,494.07,495.44,148500,495.44
"2013-06-13",492.7,505.34,491.89,504.5,196400,504.5
"2013-06-14",504.5,505.72,497.97,498.31,210900,498.31
"2013-06-17",503.23,504.94,498.04,499.32,265200,499.32
"2013-06-18",503,510.88,500.43,509.61,541800,509.61
"2013-06-19",510.5,516.07,508.51,510,281000,510
"2013-06-20",506.82,509.18,496.45,497.51,309400,497.51
"2013-06-21",500.25,505.09,498,502.88,325200,502.88
"2013-06-24",498.5,508.65,495.34,504.17,267000,504.17
"2013-06-25",506.83,508.4,498.66,501.7,163200,501.7
"2013-06-26",497.95,510.54,497.5,503.9,241400,503.9
"2013-06-27",506.42,507.61,500.99,502.19,156700,502.19
"2013-06-28",500,508.94,498.65,506.13,288800,506.13
"2013-07-01",509.2,509.2,500.67,501.55,275400,501.55
"2013-07-02",499.79,507.23,499.01,501.19,277100,501.19
"2013-07-03",500.3,503.78,499.31,499.72,116700,499.72
"2013-07-05",504.45,506.62,500.92,504.01,158000,504.01
"2013-07-08",503.9,505.66,498.39,500.08,398900,500.08
"2013-07-09",428,429.88,406.69,419.3,5576300,419.3
"2013-07-10",417.54,428.39,416.99,422.68,1191100,422.68
"2013-07-11",424.25,430.5,422.12,430,600800,430
"2013-07-12",429.62,432.5,423.15,429.04,660500,429.04
"2013-07-15",427.56,428.4,417.8,426.78,899900,426.78
"2013-07-16",426.5,427.81,418.36,422.13,429200,422.13
"2013-07-17",423,425,413.07,415.54,769800,415.54
"2013-07-18",415.58,425.4,415,421.47,766300,421.47
"2013-07-19",366,393.17,357.02,392.67,4673500,392.67
"2013-07-22",393.33,399.87,392.18,395.91,830800,395.91
"2013-07-23",396.21,398.97,391.4,394.62,670400,394.62
"2013-07-24",393.6,395.75,382.12,383.96,703900,383.96
"2013-07-25",380.75,383.95,370.59,375.33,940100,375.33
"2013-07-26",374,383.89,369.31,382.29,495100,382.29
"2013-07-29",397.3,401,386.19,391,1409500,391
"2013-07-30",391.46,393.76,384,385.82,924400,385.82
"2013-07-31",386.83,392.39,384.08,388,866800,388
"2013-08-01",389.09,395.79,388.5,392.46,641900,392.46
"2013-08-02",390.39,394.16,389,393.65,490100,393.65
"2013-08-05",391.81,394,389.19,393.63,252000,393.63
"2013-08-06",393.49,394.76,392.27,392.93,333700,392.93
"2013-08-07",393.41,393.72,386.2,389.94,368600,389.94
"2013-08-08",390.75,394.96,389.55,394.62,249100,394.62
"2013-08-09",394.78,395.73,388,391.87,263300,391.87
"2013-08-12",391.7,393.96,387.77,388.58,240600,388.58
"2013-08-13",389.5,390.5,378.59,385.6,439300,385.6
"2013-08-14",386.41,387.94,383.43,385.94,206600,385.94
"2013-08-15",383.62,385.04,380.93,383.73,253300,383.73
"2013-08-16",383.03,384.38,377.31,378.33,423100,378.33
"2013-08-19",379.33,386.98,375.54,384.95,650600,384.95
"2013-08-20",385.82,391.76,384.48,385.45,324500,385.45
"2013-08-21",385.11,388.7,383.5,386.9,197600,386.9
"2013-08-22",386.49,390.8,384.05,390.14,126400,390.14
"2013-08-23",391.95,391.95,388.09,390.09,205000,390.09
"2013-08-26",391.05,394,389.27,391.69,225800,391.69
"2013-08-27",390.04,390.04,384.71,386.22,310200,386.22
"2013-08-28",387.14,390.68,385.42,387.44,461700,387.44
"2013-08-29",385.62,389.68,383.34,384.6,246600,384.6
"2013-08-30",384.01,390.11,381.93,386.52,285400,386.52
"2013-09-03",388.19,390.49,384.53,385.17,301000,385.17
"2013-09-04",383.34,388.48,383.34,387.32,538200,387.32
"2013-09-05",388.17,388.76,383.72,384.44,275800,384.44
"2013-09-06",384.89,386.6,381,384.69,318300,384.69
"2013-09-09",384.33,387.62,383.81,384.9,395400,384.9
"2013-09-10",385,387.14,376.88,376.97,717600,376.97
"2013-09-11",377.76,378.49,374.34,376.5,562000,376.5
"2013-09-12",375.51,378.67,370.36,372.68,1020400,372.68
"2013-09-13",373.47,376.78,370.68,375,715400,375
"2013-09-16",377.01,379.7,374.73,375.07,253900,375.07
"2013-09-17",374,374.79,373.01,373.96,839400,373.96
"2013-09-18",374.82,375,370.31,372.5,416000,372.5
"2013-09-19",372.63,375.5,369.11,369.98,472100,369.98
"2013-09-20",371.43,375.74,368.46,374.69,1069300,374.69
"2013-09-23",373.31,375.37,370.03,370.83,280100,370.83
"2013-09-24",370.63,370.82,363.45,363.89,475800,363.89
"2013-09-25",378.17,379.99,365.54,367.31,669100,367.31
"2013-09-26",367.67,371.32,365,368.39,408700,368.39
"2013-09-27",366.34,371.4,365.97,367.46,406000,367.46
"2013-09-30",366.35,377.99,364.29,376.27,587100,376.27
"2013-10-01",375.45,377.02,370.57,372.4,425400,372.4
"2013-10-02",371.59,375.45,368.61,369.6,303600,369.6
"2013-10-03",370.32,370.45,358.02,360.94,829100,360.94
"2013-10-04",360.92,365.87,360.28,364.28,368100,364.28
"2013-10-07",362.76,382.31,362.29,380.99,769500,380.99
"2013-10-08",381.29,401.3,380.96,381.23,1284300,381.23
"2013-10-09",383.45,391.63,382.9,389.16,751200,389.16
"2013-10-10",392.38,392.43,384.41,387.21,399000,387.21
"2013-10-11",385.21,392.19,383.77,390.18,192500,390.18
"2013-10-14",388.14,405.45,385.21,401.68,485200,401.68
"2013-10-15",401.16,403.77,389.68,390.21,418700,390.21
"2013-10-16",393.05,403.46,392.86,401.33,420200,401.33
"2013-10-17",401,408.89,395.24,399.13,1032900,399.13
"2013-10-18",370.22,385.5,369.99,376.52,2123400,376.52
"2013-10-21",376.57,376.57,366,372.02,877200,372.02
"2013-10-22",371.41,373.88,367.46,368.3,560700,368.3
"2013-10-23",366.79,376.88,365.57,374.98,495900,374.98
"2013-10-24",377.26,378.77,366,370.29,324800,370.29
"2013-10-25",369.89,371.21,365.08,369.13,389200,369.13
"2013-10-28",370,377.63,367.71,375.6,535300,375.6
"2013-10-29",374.88,381.21,372.61,377.67,664800,377.67
"2013-10-30",379,379,373.6,374.71,350700,374.71
"2013-10-31",375,378.38,370.24,371.5,495300,371.5
"2013-11-01",373.85,374.11,368.75,372.03,432100,372.03
"2013-11-04",372.84,384.68,372.25,382.23,546500,382.23
"2013-11-05",380.42,381.89,374.73,374.88,408000,374.88
"2013-11-06",376.01,378.27,374.14,377.17,194300,377.17
"2013-11-07",379.85,380.16,375.83,379.58,310000,379.58
"2013-11-08",378.64,390.66,377.1,389.83,398400,389.83
"2013-11-11",390.83,398,387.61,395.38,545800,395.38
"2013-11-12",392.07,398.55,391.5,396.04,455500,396.04
"2013-11-13",396,397.73,391.71,396.25,247100,396.25
"2013-11-14",397.03,398,395.14,397.27,141600,397.27
"2013-11-15",393.5,396.81,387.67,394.44,351500,394.44
"2013-11-18",394.49,398.79,389.88,392.97,296000,392.97
"2013-11-19",393.35,398.35,391.25,394.58,142900,394.58
"2013-11-20",395.66,397.97,393.07,394.51,139300,394.51
"2013-11-21",394.27,395.11,388.22,390.52,214000,390.52
"2013-11-22",389.1,391.83,387.02,389.71,141800,389.71
"2013-11-25",388.93,390.34,383.11,384.5,197100,384.5
"2013-11-26",381.54,383.78,373.34,374.51,474400,374.51
"2013-11-27",376.45,378.6,374.1,378.01,217400,378.01
"2013-11-29",378.42,378.99,374.28,376.9,138600,376.9
"2013-12-02",378.22,378.5,374.38,375.48,195300,375.48
"2013-12-03",373.98,375.51,372.12,372.81,273300,372.81
"2013-12-04",367.49,372.48,362.22,370.68,776100,370.68
"2013-12-05",370.88,371.95,365.35,367.84,269800,367.84
"2013-12-06",380.74,381.6,373.69,377.38,511200,377.38
"2013-12-09",376.39,377.59,372.5,376.59,360300,376.59
"2013-12-10",376.59,381.52,375.1,379.52,319400,379.52
"2013-12-11",378.62,378.62,364.72,366.62,567900,366.62
"2013-12-12",365.44,370.86,365.03,368.3,483200,368.3
"2013-12-13",366.77,371.03,362.54,362.94,423600,362.94
"2013-12-16",363.97,369.65,362,362.28,511300,362.28
"2013-12-17",360.86,364,351.14,355.93,750700,355.93
"2013-12-18",356.52,362.81,354.5,361.24,552600,361.24
"2013-12-19",359.41,361.54,355.25,359.1,409900,359.1
"2013-12-20",359.17,364.97,357,364.35,1054700,364.35
"2013-12-23",365.01,373.09,363.62,371.21,478100,371.21
"2013-12-24",371.22,374.5,369.14,370.96,185600,370.96
"2013-12-26",372.35,375.75,370,374.78,397200,374.78
"2013-12-27",374.26,383.54,373.47,379.99,420600,379.99
"2013-12-30",379.94,383.55,377.93,383.07,326500,383.07
"2013-12-31",382.2,384.39,378.09,384.08,353600,384.08
"2014-01-02",383.64,383.64,378.27,380.01,460900,380.01
"2014-01-03",380.35,382.67,372.74,373.46,345000,373.46
"2014-01-06",372.96,377.26,370.03,370.94,394600,370.94
"2014-01-07",371.39,376.89,370.75,373.76,388100,373.76
"2014-01-08",374.41,380.63,374.07,380.46,498400,380.46
"2014-01-09",380.87,389.85,379.71,386.78,558800,386.78
"2014-01-10",386.47,424.58,385.27,420.15,1496200,420.15
"2014-01-13",412.07,414.75,392.02,393.07,1090800,393.07
"2014-01-14",440.53,443.99,415.94,419.88,1979000,419.88
"2014-01-15",420.56,421.08,402.18,412.8,972800,412.8
"2014-01-16",414.48,418.31,408.49,414.39,284000,414.39
"2014-01-17",415.78,431.24,413.99,430.14,937000,430.14
"2014-01-21",444.94,447.5,433,439.38,783400,439.38
"2014-01-22",438.16,439.5,433,439.12,393600,439.12
"2014-01-23",439,443.39,434.55,439,794000,439
"2014-01-24",412.35,426.52,406.25,410.76,1495400,410.76
"2014-01-27",411.2,416.4,408.24,408.63,542200,408.63
"2014-01-28",406.87,414.87,406.43,409.54,404800,409.54
"2014-01-29",405.02,419.56,405.02,415.2,612200,415.2
"2014-01-30",416.49,422.03,415.39,416.35,422600,416.35
"2014-01-31",409.92,413.42,406.04,407.58,548700,407.58
"2014-02-03",405.37,408.99,396.66,401.17,666100,401.17
"2014-02-04",403.31,413.96,402.47,409.1,481200,409.1
"2014-02-05",408.7,417.58,406.74,415.1,399300,415.1
"2014-02-06",413.53,420,413.53,414.79,463000,414.79
"2014-02-07",414,418,408.99,417.68,403300,417.68
"2014-02-10",416.07,432.84,415.07,429.66,443200,429.66
"2014-02-11",424.12,431.47,421.23,426.45,384900,426.45
"2014-02-12",428.73,438.68,427.2,438.37,393800,438.37
"2014-02-13",437.83,442.93,433.49,442.54,445100,442.54
"2014-02-14",432.08,441.96,431.26,438.83,574600,438.83
"2014-02-18",440.31,444.99,434.25,444.09,317100,444.09
"2014-02-19",440.18,447.75,438.85,439.96,246400,439.96
"2014-02-20",440.98,442.03,433.32,438.04,252800,438.04
"2014-02-21",439.15,441.5,434.75,435.19,274900,435.19
"2014-02-24",435.19,441.69,434.18,438.54,363800,438.54
"2014-02-25",437.14,438.99,433,434.87,291900,434.87
"2014-02-26",438.42,442.25,434.77,438.35,274900,438.35
"2014-02-27",438.17,445.71,436,444.15,344400,444.15
"2014-02-28",444.2,454.97,439.81,444.83,615900,444.83
"2014-03-03",442.3,462.47,440.05,453.84,687300,453.84
"2014-03-04",455.9,455.9,443.48,449.51,742500,449.51
"2014-03-05",448.54,452,443.54,446.92,260100,446.92
"2014-03-06",447,449.75,442.12,444.35,259100,444.35
"2014-03-07",446.6,450.47,441.78,443.98,227200,443.98
"2014-03-10",443.07,444.49,436.04,438.59,366300,438.59
"2014-03-11",439.65,442.05,433.91,435.19,278800,435.19
"2014-03-12",432.83,441.91,429.07,433.14,358100,433.14
"2014-03-13",434,438.99,428.57,429.67,265700,429.67
"2014-03-14",426.81,431.74,422.19,423.07,305000,423.07
"2014-03-17",424.02,430.32,423.07,426.61,250200,426.61
