"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2012-04-26",87.24,88.28,87.04,87.55,832200,87.55
"2012-04-27",87.62,87.96,87.36,87.49,709600,87.49
"2012-04-30",87.5,87.93,87.33,87.89,557500,87.89
"2012-05-01",87.62,88.96,87.38,88.6,553200,88.6
"2012-05-02",88.51,89.31,88.34,88.51,647800,88.51
"2012-05-03",88.41,88.54,86.82,87.13,737700,87.13
"2012-05-04",86.96,87.2,86.54,86.71,572400,86.71
"2012-05-07",86.63,87.28,86.51,87.04,621400,87.04
"2012-05-08",86.55,87.18,86,87.09,785100,87.09
"2012-05-09",86.26,86.64,85.5,85.88,842400,85.88
"2012-05-10",86.8,87.36,85.71,85.87,577700,85.87
"2012-05-11",85.82,87.33,85.82,86.72,679800,86.72
"2012-05-14",86.19,86.19,85.01,85.33,672600,85.33
"2012-05-15",85.45,87.02,85.25,86.7,1117100,86.7
"2012-05-16",87.11,87.47,86.31,86.67,939100,86.67
"2012-05-17",86.76,87.33,85.45,85.45,676900,85.45
"2012-05-18",86.17,86.17,83.98,84.22,595400,84.22
"2012-05-21",84.24,85.5,83.26,85.46,376500,85.46
"2012-05-22",85.76,86.13,84.73,85.11,430800,85.11
"2012-05-23",84.72,85.61,83.89,84.6,612000,84.6
"2012-05-24",84.51,85.4,83.99,84.86,541000,84.86
"2012-05-25",84.65,86.14,84.65,85.73,456600,85.73
"2012-05-29",86.2,86.84,85.82,86.3,487600,86.3
"2012-05-30",85.81,86.06,85.17,85.27,756700,85.27
"2012-05-31",84.94,85.12,83.23,83.28,1504000,83.28
"2012-06-01",82.46,82.68,81.56,82.37,1334600,82.37
"2012-06-04",82.88,84.14,82.12,83.84,1314500,83.84
"2012-06-05",83.4,85.04,83.4,84.56,888700,84.56
"2012-06-06",83.96,85.65,82.62,85,1077200,85
"2012-06-07",85.48,85.75,84.9,85.05,616600,85.05
"2012-06-08",84.71,86.21,84.1,85.69,437300,85.69
"2012-06-11",86.16,86.39,85.16,85.23,357700,85.23
"2012-06-12",85.27,85.82,84.34,85.58,486800,85.58
"2012-06-13",85.3,86.56,85.3,85.81,701500,85.81
"2012-06-14",86.29,87.39,85.56,87.09,452400,87.09
"2012-06-15",87.55,87.71,86.92,87.5,528200,87.5
"2012-06-18",87.65,87.93,87.05,87.89,438000,87.89
"2012-06-19",87.67,88.65,87.67,88.38,378600,88.38
"2012-06-20",88.11,89.31,87.95,89.16,781000,89.16
"2012-06-21",89.7,90.27,87.55,87.68,769900,87.68
"2012-06-22",88.14,89.6,88.14,89.19,1271600,89.19
"2012-06-25",89.16,89.16,88.13,88.16,650400,88.16
"2012-06-26",88.44,89.84,88.15,89.12,751500,89.12
"2012-06-27",89.22,90.18,88.86,89.37,838900,89.37
"2012-06-28",89.07,92.5,88.64,92.04,2372500,92.04
"2012-06-29",92.97,94.15,92.21,92.61,1677500,92.61
"2012-07-02",93.6,94.46,91.86,92.23,952900,92.23
"2012-07-03",92.16,93.25,92.16,92.97,298900,92.97
"2012-07-05",92.8,92.99,91.67,91.88,644000,91.88
"2012-07-06",91.23,92.02,91.23,91.97,453600,91.97
"2012-07-09",91.64,92.5,91.55,92.19,610000,92.19
"2012-07-10",92.44,93.39,92.44,92.92,856400,92.92
"2012-07-11",92.82,93.59,92.55,93.14,785800,93.14
"2012-07-12",92.7,94.02,92.28,93.68,993600,93.68
"2012-07-13",93.62,95.3,93.44,95.25,1336700,95.25
"2012-07-16",95.1,95.17,94.46,94.62,646200,94.62
"2012-07-17",93.41,93.66,92.23,92.55,1616000,92.55
"2012-07-18",92.22,93.73,92.13,93.64,1111200,93.64
"2012-07-19",89.36,89.5,87.07,88.12,2569900,88.12
"2012-07-20",86.72,88.05,84.95,85.26,1707700,85.26
"2012-07-23",84.3,84.57,83.77,84.34,1280500,84.34
"2012-07-24",84.35,85.04,83.66,84.39,913500,84.39
"2012-07-25",84.38,84.79,83.5,84.23,1737200,84.23
"2012-07-26",85.1,85.5,84.56,85,890000,85
"2012-07-27",85.19,85.5,84.75,85.21,891900,85.21
"2012-07-30",85.03,85.49,84.58,84.95,732700,84.95
"2012-07-31",84.84,85.35,84.06,84.09,635800,84.09
"2012-08-01",87.26,89.01,86.66,87.9,5376600,87.9
"2012-08-02",86.67,87.45,85.47,86.25,1279700,86.25
"2012-08-03",87.11,87.83,86.7,87.45,729800,87.45
"2012-08-06",87.66,88.07,87.36,87.69,870600,87.69
"2012-08-07",87.9,88.18,87.74,87.91,687200,87.91
"2012-08-08",87.84,89.24,87.84,89,776900,89
"2012-08-09",88.71,89.06,88.18,88.44,901200,88.44
"2012-08-10",88.5,88.8,87.86,88.5,600100,88.5
"2012-08-13",88.5,88.63,88.19,88.47,385100,88.47
"2012-08-14",88.65,88.86,88.42,88.57,344900,88.57
"2012-08-15",88.68,89,88.32,88.5,306100,88.5
"2012-08-16",88.23,89.26,88.16,89.1,439000,89.1
"2012-08-17",89.23,89.4,88.7,89.01,461600,89.01
"2012-08-20",88.55,89.49,88.43,89.05,625800,89.05
"2012-08-21",89.1,89.39,88.47,88.51,475500,88.51
"2012-08-22",88.68,88.97,87.81,88.08,610800,88.08
"2012-08-23",88.17,88.27,87.34,87.51,405400,87.51
"2012-08-24",87.77,89.08,87.6,88.84,778000,88.84
"2012-08-27",88.8,89.03,88.45,88.5,530300,88.5
"2012-08-28",88.45,88.55,87.74,88.3,378400,88.3
"2012-08-29",88.17,88.79,87.91,88.32,452400,88.32
"2012-08-30",87.99,88.12,87.43,87.43,460000,87.43
"2012-08-31",87.63,88.37,87.55,87.95,632200,87.95
"2012-09-04",87.68,88.38,86.88,88.26,650000,88.26
"2012-09-05",88.5,89.26,88.13,88.82,854000,88.82
"2012-09-06",89.01,90.58,89.01,89.5,797200,89.5
"2012-09-07",90.03,90.03,88.74,88.79,583700,88.79
"2012-09-10",88.97,89.53,88.51,88.93,661300,88.93
"2012-09-11",89.08,89.14,88.82,88.99,526400,88.99
"2012-09-12",89,89.53,88.71,88.94,532800,88.94
"2012-09-13",88.87,90.55,88.74,90.46,560600,90.46
"2012-09-14",90.86,91.5,90.48,90.99,722000,90.99
"2012-09-17",90.95,91.46,90.38,91.3,493100,91.3
"2012-09-18",91.32,91.66,91.03,91.26,573700,91.26
"2012-09-19",91.37,91.62,90.7,91.2,462100,91.2
"2012-09-20",90.72,91.19,90.32,90.7,409200,90.7
"2012-09-21",90.82,91.64,90.71,91.58,664700,91.58
"2012-09-24",91.37,91.69,90.9,91.41,414300,91.41
"2012-09-25",91.38,91.84,91.01,91.19,348600,91.19
"2012-09-26",91.19,91.49,90.35,90.38,379700,90.38
"2012-09-27",90.45,91.79,90.4,91.61,471500,91.61
"2012-09-28",90.94,92.61,90.61,92.47,733300,92.47
"2012-10-01",92.76,93.62,91.79,93.05,684400,93.05
"2012-10-02",93.12,93.89,91.96,92.66,529400,92.66
"2012-10-03",92.99,93.33,92.31,92.59,431300,92.59
"2012-10-04",92.64,93.65,91.63,93.64,482600,93.64
"2012-10-05",93.75,94.13,93.17,93.46,365200,93.46
"2012-10-08",93.35,94.3,93.21,94.02,380300,94.02
"2012-10-09",93.7,94.16,92.77,92.89,529900,92.89
"2012-10-10",93.02,93.56,92.36,92.45,458100,92.45
"2012-10-11",92.82,93.81,92.69,93.29,483000,93.29
"2012-10-12",93.63,93.96,92.63,92.73,503000,92.73
"2012-10-15",92.83,93.77,92.65,93.59,657700,93.59
"2012-10-16",93.35,94.1,90.72,92.97,694900,92.97
"2012-10-17",91.12,92.17,89.5,90.21,1760800,90.21
"2012-10-18",89.29,89.9,86.52,88.81,2489300,88.81
"2012-10-19",87.59,88.63,85.84,86.63,1256800,86.63
"2012-10-22",86.22,86.75,85.9,86.51,776900,86.51
"2012-10-23",85.88,85.88,84.83,85.19,835100,85.19
"2012-10-24",85.46,85.75,85.03,85.22,619400,85.22
"2012-10-25",85.81,86,85.02,85.62,526700,85.62
"2012-10-26",85.64,85.84,84.82,84.95,795600,84.95
"2012-10-31",85,85.67,84.36,84.73,874200,84.73
"2012-11-01",85.01,85.63,84.6,85.34,1358300,85.34
"2012-11-02",85.76,86.07,84.41,85.27,590700,85.27
"2012-11-05",85.02,86.73,84.76,86.31,588700,86.31
"2012-11-06",86.75,87.32,85.74,86.52,436200,86.52
"2012-11-07",86.09,86.96,84.8,84.91,1262500,84.91
"2012-11-08",84.81,85.27,84.24,84.26,835100,84.26
"2012-11-09",84.05,84.98,84.05,84.44,644600,84.44
"2012-11-12",84.72,84.95,84.25,84.37,403200,84.37
"2012-11-13",85.19,85.69,83.76,83.87,894500,83.87
"2012-11-14",84.12,84.58,82.31,82.47,599900,82.47
"2012-11-15",82.66,84.29,82.16,83.06,787200,83.06
"2012-11-16",82.9,83.8,82.4,82.4,1860400,82.4
"2012-11-19",82.54,83.65,82.26,83.65,1116900,83.65
"2012-11-20",83.52,83.52,82.17,82.63,605800,82.63
"2012-11-21",82.62,82.94,82.39,82.91,578600,82.91
"2012-11-23",83.05,83.79,83,83.75,258700,83.75
"2012-11-26",83.22,83.86,82.15,82.84,628500,82.84
"2012-11-27",82.81,83.33,82.22,82.89,565900,82.89
"2012-11-28",82.81,83.53,82.66,83.42,384700,83.42
"2012-11-29",83.53,84.68,83.43,84.21,548800,84.21
"2012-11-30",84.31,84.85,83.81,84.59,877900,84.59
"2012-12-03",84.59,85.4,84.26,84.35,534300,84.35
"2012-12-04",83.51,84.71,82.98,84.3,338500,84.3
"2012-12-05",84.35,84.77,83.04,84.42,614500,84.42
"2012-12-06",84.45,84.72,84.36,84.71,442400,84.71
"2012-12-07",84.71,85.12,84.39,85,552900,85
"2012-12-10",85,85.12,84.56,84.73,377400,84.73
"2012-12-11",84.83,85.65,84.7,85.39,694500,85.39
"2012-12-12",85.46,87.99,85.24,87.14,1137000,87.14
"2012-12-13",87.23,87.77,87.01,87.38,806100,87.38
"2012-12-14",87.35,87.68,86.96,87.1,664500,87.1
"2012-12-17",87.19,88.12,86.95,87.17,1209100,87.17
"2012-12-18",87.48,88.94,87.15,88.11,811900,88.11
"2012-12-19",88.07,88.67,87.84,87.87,591800,87.87
"2012-12-20",87.95,88.24,87.19,87.35,779100,87.35
"2012-12-21",86.91,87.31,86.67,86.72,1108400,86.72
"2012-12-24",86.49,86.92,85.92,86.53,163300,86.53
"2012-12-26",86.6,87.1,86.3,86.64,453100,86.64
"2012-12-27",86.54,86.95,86.26,86.72,449700,86.72
"2012-12-28",86.44,86.89,85.85,85.89,348900,85.89
"2012-12-31",85.65,86.62,84.91,86.62,486200,86.62
"2013-01-02",87.44,87.91,86.85,87.58,742000,87.58
"2013-01-03",87.5,87.89,87.37,87.7,556400,87.7
"2013-01-04",87.78,88.33,87.71,87.87,994200,87.87
"2013-01-07",87.43,87.88,87.3,87.67,867400,87.67
"2013-01-08",87.62,87.85,86.24,86.77,1281500,86.77
"2013-01-09",86.51,87.83,86.5,87.13,1404100,87.13
"2013-01-10",87.33,87.92,87.03,87.41,810300,87.41
"2013-01-11",87.43,87.65,85.8,86.41,1286500,86.41
"2013-01-14",86.45,86.96,85.88,86.79,522800,86.79
"2013-01-15",86.57,87.42,86.36,87,1013400,87
"2013-01-16",86.44,87.63,86.33,87.51,897700,87.51
"2013-01-17",87.79,88.45,87.5,88.27,465200,88.27
"2013-01-18",88.3,88.67,88.21,88.53,687000,88.53
"2013-01-22",88.54,90.3,88.42,90.3,1307000,90.3
"2013-01-23",87.97,88.48,86.73,87.38,1953300,87.38
"2013-01-24",87.36,88.26,87.36,88,1213000,88
"2013-01-25",88.13,88.91,87.94,88.66,979900,88.66
"2013-01-28",88.83,90.71,88.81,90.34,2237500,90.34
"2013-01-29",90.03,90.4,88.84,90.16,1833500,90.16
"2013-01-30",89.79,90.31,89.54,89.73,823700,89.73
"2013-01-31",89.62,89.95,89.32,89.5,839600,89.5
"2013-02-01",90.04,90.49,89.46,90.47,717400,90.47
"2013-02-04",90,90.38,89.77,89.84,694700,89.84
"2013-02-05",90.26,90.43,89.25,89.98,686400,89.98
"2013-02-06",89.85,91.04,89.55,91,1059500,91
"2013-02-07",91,91.84,90.89,91.63,1393600,91.63
"2013-02-08",89.83,90.84,88.66,90.24,1696700,90.24
"2013-02-11",90.39,90.96,89.99,90.06,742800,90.06
"2013-02-12",89.82,90.25,89.33,89.41,1079000,89.41
"2013-02-13",89.49,89.97,89.36,89.7,504500,89.7
"2013-02-14",89.64,90.07,89.05,89.19,694400,89.19
"2013-02-15",89.04,89.92,89.04,89.84,763600,89.84
"2013-02-19",90,90.84,89.51,90.28,569900,90.28
"2013-02-20",89.98,90.38,89.54,89.58,480200,89.58
"2013-02-21",89.54,89.72,88.83,89.13,425800,89.13
"2013-02-22",89.33,89.77,88.68,88.98,1095000,88.98
"2013-02-25",89.22,89.76,88.26,88.4,920100,88.4
"2013-02-26",88.69,88.72,87.73,88.49,874900,88.49
"2013-02-27",88.46,89.32,88.29,89,472900,89
"2013-02-28",89,89.03,88.54,88.6,948400,88.6
"2013-03-01",88.33,89.2,87.79,89.05,602600,89.05
"2013-03-04",88.71,89.67,88.5,89.48,498400,89.48
"2013-03-05",89.58,90.89,89.22,90.2,784700,90.2
"2013-03-06",90.51,90.52,89.13,89.24,606000,89.24
"2013-03-07",89.25,90.06,89.22,89.53,588900,89.53
"2013-03-08",89.8,89.8,88.93,89.45,637500,89.45
"2013-03-11",89.3,90.16,89.2,89.96,443200,89.96
"2013-03-12",89.88,89.94,89.56,89.76,404200,89.76
"2013-03-13",89.9,90.09,89.18,89.22,623300,89.22
"2013-03-14",89.13,90.08,89.02,89.75,753200,89.75
"2013-03-15",89.43,89.94,89.07,89.19,802600,89.19
"2013-03-18",88.67,88.91,88.25,88.38,346500,88.38
"2013-03-19",88.58,88.88,87.84,88.3,1002400,88.3
"2013-03-20",88.77,88.77,87.97,88.18,1212400,88.18
"2013-03-21",88.07,88.29,87.65,87.83,777800,87.83
"2013-03-22",88.02,88.45,87.84,88.25,848100,88.25
"2013-03-25",88.5,89.26,88.24,88.68,817900,88.68
"2013-03-26",89,89.16,88.68,89.14,480700,89.14
"2013-03-27",88.94,89.51,88.31,89.16,949800,89.16
"2013-03-28",89.25,90.33,89.12,90.2,1297000,90.2
"2013-04-01",89.79,90.86,89.68,90.63,614700,90.63
"2013-04-02",91.09,93.1,91.01,92.75,1161100,92.75
"2013-04-03",92.81,93.07,92.55,92.81,736900,92.81
"2013-04-04",93.11,93.8,92.75,93.7,750800,93.7
"2013-04-05",92.97,93.15,92.17,93.05,602900,93.05
"2013-04-08",93.09,93.09,92.08,92.88,484500,92.88
"2013-04-09",93.15,93.39,92.57,93.22,478100,93.22
"2013-04-10",93.23,93.55,92.57,93.4,945300,93.4
"2013-04-11",94.45,95.92,94.25,95.07,1755100,95.07
"2013-04-12",94.01,94.65,92.44,94.36,1044400,94.36
"2013-04-15",93.88,94.3,93.48,93.5,935300,93.5
"2013-04-16",93.6,94.5,91.92,94.39,969200,94.39
"2013-04-17",92.49,94.52,92.39,94.01,1438900,94.01
"2013-04-18",94.12,94.22,92.43,93.11,1922800,93.11
"2013-04-19",93.76,95.7,93.59,93.86,1275300,93.86
"2013-04-22",93.84,94.28,93.11,93.76,1272900,93.76
"2013-04-23",93.73,94.63,92.92,93.54,1145600,93.54
"2013-04-24",93.74,93.99,93.33,93.84,747000,93.84
"2013-04-25",94.1,94.24,93.4,93.8,718600,93.8
"2013-04-26",93.71,94.31,93.42,93.67,534200,93.67
"2013-04-29",93.95,94.5,93.5,93.52,452100,93.52
"2013-04-30",93.58,93.65,92.52,93.36,669700,93.36
"2013-05-01",93.18,93.76,92.36,92.52,595700,92.52
"2013-05-02",92.65,93.11,92.49,92.83,721600,92.83
"2013-05-03",93.24,93.33,91.25,92.81,788800,92.81
"2013-05-06",92.83,93.95,92.74,93.55,668600,93.55
"2013-05-07",93.46,93.61,92.89,93.25,636900,93.25
"2013-05-08",92.88,94.44,92.75,94.13,740300,94.13
"2013-05-09",94.34,94.34,93.07,93.37,693200,93.37
"2013-05-10",93.71,94.36,93.38,94.36,901100,94.36
"2013-05-13",94.05,95.45,93.83,95.01,761300,95.01
"2013-05-14",95,95.36,94.72,95.27,813400,95.27
"2013-05-15",95.27,96.66,95.25,96.4,1057400,96.4
"2013-05-16",96.38,97.79,95.95,97.68,1129000,97.68
"2013-05-17",97.87,99.11,97.69,98.97,1668500,98.97
"2013-05-20",98.8,99.72,98.49,99.63,880500,99.63
"2013-05-21",99.6,101.02,99.21,100.63,1256100,100.63
"2013-05-22",100.53,101.69,99.7,99.8,1161400,99.8
"2013-05-23",99.4,101.08,99.09,100.71,753300,100.71
"2013-05-24",99.72,100.61,99.56,100.37,650900,100.37
"2013-05-28",100.48,101.31,100.48,100.96,698900,100.96
"2013-05-29",101.06,101.27,99.76,100.1,496100,100.1
"2013-05-30",100.21,100.7,99.67,100.12,862100,100.12
"2013-05-31",99.9,100.78,99.45,99.49,1015500,99.49
"2013-06-03",99.8,100.03,98.97,99.98,703700,99.98
"2013-06-04",99.8,100.24,99.11,99.81,420100,99.81
"2013-06-05",99.67,99.79,98.29,98.6,441000,98.6
"2013-06-06",98.68,99.04,97.98,98.64,809400,98.64
"2013-06-07",98.96,100.24,98.82,99.87,898200,99.87
"2013-06-10",99.85,100.93,99.72,100.79,463800,100.79
"2013-06-11",99.83,100.96,97.86,100.49,586400,100.49
"2013-06-12",100.89,101.38,99.67,99.85,441800,99.85
"2013-06-13",99.88,100.33,98.79,100.08,888000,100.08
"2013-06-14",99.83,100.98,99.71,100,466500,100
"2013-06-17",100.62,101.49,100.18,100.44,466200,100.44
"2013-06-18",100.48,100.9,100.19,100.78,384100,100.78
"2013-06-19",100.73,101.07,99.69,100.01,443300,100.01
"2013-06-20",99.53,99.99,98.71,98.99,1203200,98.99
"2013-06-21",99.69,100.4,98.96,99.46,709900,99.46
"2013-06-24",98.84,100.3,97.74,99.04,1368400,99.04
"2013-06-25",99.87,100,98.29,99.26,747600,99.26
"2013-06-26",99.74,99.93,99.07,99.45,427100,99.45
"2013-06-27",100.04,101.41,100.04,100.79,485300,100.79
"2013-06-28",100.44,100.78,99.17,100.1,747800,100.1
"2013-07-01",100.33,101.03,99.9,100.26,456100,100.26
"2013-07-02",100.04,100.24,98.9,99.22,577700,99.22
"2013-07-03",98.19,98.86,98.19,98.46,451100,98.46
"2013-07-05",99.07,99.92,98.76,99.9,546600,99.9
"2013-07-08",100.32,100.46,99.45,100.15,568200,100.15
"2013-07-09",98.19,98.19,95.58,95.86,1926900,95.86
"2013-07-10",95.71,97.33,95.71,96.85,861300,96.85
"2013-07-11",97.88,97.9,96.51,96.7,775300,96.7
"2013-07-12",96,96.89,95.36,96.7,867100,96.7
"2013-07-15",97.07,98.28,96.82,97.34,1076900,97.34
"2013-07-16",97.24,97.49,96.7,97.28,1007000,97.28
"2013-07-17",97.57,98.98,97.29,98.53,786800,98.53
"2013-07-18",98.48,98.91,97.05,97.42,1014900,97.42
"2013-07-19",99.96,99.96,96.23,96.88,1276500,96.88
"2013-07-22",96.66,97.55,96.64,97.43,828400,97.43
"2013-07-23",97.5,98.63,97.32,98.21,1246400,98.21
"2013-07-24",98.22,98.23,97.31,97.78,1225900,97.78
"2013-07-25",97.72,98.22,97.26,98.03,453700,98.03
"2013-07-26",97.44,98.36,97.26,98.35,485700,98.35
"2013-07-29",97.92,98.54,97.71,98.03,526100,98.03
"2013-07-30",98.32,98.57,97.36,97.42,725600,97.42
"2013-07-31",97.55,97.75,96.49,96.74,1032500,96.74
"2013-08-01",97.26,97.54,96.4,97.39,624700,97.39
"2013-08-02",97.31,97.63,96.9,97.46,481400,97.46
"2013-08-05",97.29,98.05,97.23,97.98,398900,97.98
"2013-08-06",97.7,97.98,96.96,97.44,462600,97.44
"2013-08-07",97.02,97.3,96.37,96.87,751400,96.87
"2013-08-08",97.01,98.25,96.88,97.82,447900,97.82
"2013-08-09",97.86,98.3,97.66,97.77,554000,97.77
"2013-08-12",97.68,98.2,97.04,97.94,329000,97.94
"2013-08-13",98.16,98.66,97.93,98.2,276600,98.2
"2013-08-14",98.25,99.16,98.01,99.15,874300,99.15
"2013-08-15",98.4,98.68,97.19,97.49,1047800,97.49
"2013-08-16",97.22,97.22,96.49,96.86,767200,96.86
"2013-08-19",96.55,97.57,96.25,97.01,520400,97.01
"2013-08-20",97,97.17,96.4,96.61,525800,96.61
"2013-08-21",96.61,97.32,96.33,96.52,427500,96.52
"2013-08-22",96.81,97.17,96.3,96.39,320700,96.39
"2013-08-23",96.63,96.85,96.16,96.5,253400,96.5
"2013-08-26",96.43,96.97,96.24,96.52,251800,96.52
"2013-08-27",96.07,96.37,95.58,96.01,475900,96.01
"2013-08-28",96.48,96.76,95.84,96.06,295100,96.06
"2013-08-29",95.75,96.56,95.63,95.88,386000,95.88
"2013-08-30",95.86,96.37,95.5,95.72,580800,95.72
"2013-09-03",96.14,97.22,95.63,96.04,512100,96.04
"2013-09-04",95.98,97.21,95.98,97,731500,97
"2013-09-05",97.06,98.2,96.99,97.75,399300,97.75
"2013-09-06",97.75,98.76,97.32,98.17,464200,98.17
"2013-09-09",98.1,98.63,97.59,98.5,377300,98.5
"2013-09-10",99.05,100.21,99.03,100.06,836700,100.06
"2013-09-11",100.07,100.48,99.86,100.15,432200,100.15
"2013-09-12",100.51,100.51,99.84,100.05,627300,100.05
"2013-09-13",100.5,100.97,99.93,100.7,470100,100.7
"2013-09-16",101.92,101.92,100.89,101.09,387100,101.09
"2013-09-17",100.99,101.54,100.66,101.39,294600,101.39
"2013-09-18",101.25,101.33,99.25,100.51,666400,100.51
"2013-09-19",100.42,100.62,99.65,99.76,763900,99.76
"2013-09-20",99.86,100.12,99.16,99.57,1376200,99.57
"2013-09-23",99.2,99.65,98.73,99.44,561700,99.44
"2013-09-24",99.6,99.93,99.02,99.17,473100,99.17
"2013-09-25",99.37,99.53,98.72,98.75,429200,98.75
"2013-09-26",98.95,99.68,98.54,98.87,333200,98.87
"2013-09-27",98.75,98.75,98.13,98.63,488200,98.63
"2013-09-30",98.29,99.19,97.76,99.14,490600,99.14
"2013-10-01",99.23,99.46,98.58,98.95,638000,98.95
"2013-10-02",98.85,99.95,98.59,99.83,643100,99.83
"2013-10-03",99.53,100,98.97,99.8,544500,99.8
"2013-10-04",99.65,100.57,99.62,100.47,559100,100.47
"2013-10-07",99.81,100.26,99.31,100.05,361200,100.05
"2013-10-08",100.04,100.7,99.93,100.07,601100,100.07
"2013-10-09",100.11,100.47,99.13,100.14,592400,100.14
"2013-10-10",98.77,99.63,98.35,99.03,931500,99.03
"2013-10-11",99.04,100.64,98.92,100.48,607800,100.48
"2013-10-14",100.06,101,99.78,100.63,494400,100.63
"2013-10-15",100.29,100.86,99.3,99.46,701300,99.46
"2013-10-16",99.75,101.17,99.6,101.13,631300,101.13
"2013-10-17",100.8,102.65,99.82,102.55,1197700,102.55
"2013-10-18",103.13,104.37,99.27,100.2,1359800,100.2
"2013-10-21",100.29,100.36,98.76,99.32,702700,99.32
"2013-10-22",99.67,101,99.47,100.88,836200,100.88
"2013-10-23",100.66,101.64,100.41,101.44,642800,101.44
"2013-10-24",101.37,101.99,100.23,100.25,498000,100.25
"2013-10-25",100.07,100.66,98.58,100.22,773700,100.22
"2013-10-28",100.19,100.82,99.71,100.25,878000,100.25
"2013-10-29",100.11,101.96,100.1,101.53,732200,101.53
"2013-10-30",102.09,102.09,101.12,101.19,666600,101.19
"2013-10-31",101.34,101.93,100.2,100.9,870300,100.9
"2013-11-01",100.92,101.24,100.15,101.14,611100,101.14
"2013-11-04",101.53,102.79,101.39,102.72,713100,102.72
"2013-11-05",102.64,102.72,101.81,102.41,613900,102.41
"2013-11-06",102.36,103.34,101.96,103.16,422000,103.16
"2013-11-07",103.53,105.17,102.88,104.33,898800,104.33
"2013-11-08",103.98,105.02,103.66,104.97,507800,104.97
"2013-11-11",104.65,106.02,104.65,105.66,733500,105.66
"2013-11-12",105.4,105.73,104.04,105.42,776200,105.42
"2013-11-13",105.37,105.97,104.8,105.43,557300,105.43
"2013-11-14",105.63,107.46,105.15,107.39,816400,107.39
"2013-11-15",107.23,108,106.07,106.33,767700,106.33
"2013-11-18",106.32,106.87,104.18,104.72,801900,104.72
"2013-11-19",104.29,104.79,103.07,103.96,704800,103.96
"2013-11-20",103.87,104.87,103.41,104.15,400900,104.15
"2013-11-21",104.54,104.96,104.15,104.83,470500,104.83
"2013-11-22",104.86,105.18,104.42,105.16,309000,105.16
"2013-11-25",105.62,106.35,105.38,105.84,515300,105.84
"2013-11-26",105.8,105.94,105.02,105.05,745700,105.05
"2013-11-27",104.9,106.17,101.32,102.28,1968000,102.28
"2013-11-29",102.11,103.36,101.28,101.85,388500,101.85
"2013-12-02",101.58,101.61,99.87,100.1,1563700,100.1
"2013-12-03",100.08,100.52,99.52,100,713600,100
"2013-12-04",99.36,99.68,97.87,99.18,891400,99.18
"2013-12-05",99.16,99.79,98.56,99.24,828200,99.24
"2013-12-06",99.98,100.56,99.34,100,850700,100
"2013-12-09",99.96,100.68,99.73,100.3,548700,100.3
"2013-12-10",100.11,100.49,98.39,99.15,1302800,99.15
"2013-12-11",92.58,93.42,87.01,88.25,6139800,88.25
"2013-12-12",88.05,88.94,87.21,87.75,2891500,87.75
"2013-12-13",88.17,89.85,87.92,89.13,1715000,89.13
"2013-12-16",89.54,90.04,89.54,89.84,1647200,89.84
"2013-12-17",89.51,90,88.75,89.55,1463000,89.55
"2013-12-18",89.04,90.54,88.94,90.11,1401500,90.11
"2013-12-19",90,90.01,89.35,89.61,1469200,89.61
"2013-12-20",89.9,90.22,89.7,90,1564800,90
"2013-12-23",90.05,91.37,90.02,90.84,1607600,90.84
"2013-12-24",91.03,91.49,90.35,91.03,656700,91.03
"2013-12-26",91.2,91.25,90.31,90.7,285200,90.7
"2013-12-27",91.37,91.68,90.95,90.97,355000,90.97
"2013-12-30",90.86,91.56,90.38,91.12,491200,91.12
"2013-12-31",91.35,91.99,91.19,91.37,361700,91.37
"2014-01-02",91.37,91.63,90.05,90.23,1060300,90.23
"2014-01-03",90.34,91.85,90.32,90.77,546900,90.77
"2014-01-06",91.15,91.41,89.97,90.35,928500,90.35
"2014-01-07",90.16,92.21,89.71,92.18,1370200,92.18
"2014-01-08",92.29,92.69,90.34,91.71,1744400,91.71
"2014-01-09",91.71,93.49,91.57,92.57,1294800,92.57
"2014-01-10",92.31,92.74,91.62,91.98,1176000,91.98
"2014-01-13",91.73,92,90.56,90.7,1149400,90.7
"2014-01-14",90.92,91.15,89.93,90.97,1568900,90.97
"2014-01-15",91.35,91.57,90.99,91.08,891800,91.08
"2014-01-16",91.08,91.7,91.08,91.5,726800,91.5
"2014-01-17",91.58,92.34,91.33,91.8,935400,91.8
"2014-01-21",91.8,92.06,90.86,91.27,776400,91.27
"2014-01-22",91.69,91.99,91.26,91.86,710700,91.86
"2014-01-23",91.58,91.79,90.49,91.35,599000,91.35
"2014-01-24",91.19,91.35,89.98,90.1,771700,90.1
"2014-01-27",90.13,90.62,89.67,89.9,691600,89.9
"2014-01-28",89.81,91.1,89.54,90.3,861900,90.3
"2014-01-29",89.86,90.56,89.1,89.24,817200,89.24
"2014-01-30",90.01,91.22,88.59,89.06,1136000,89.06
"2014-01-31",90.2,90.2,88.91,89.83,1665400,89.83
"2014-02-03",90,90.29,87.81,87.86,1731000,87.86
"2014-02-04",88.04,89.5,87.25,88.96,1447500,88.96
"2014-02-05",88.26,89.26,87.68,88.73,1097600,88.73
"2014-02-06",88.73,90.48,88.22,90.32,1230200,90.32
"2014-02-07",88,91.39,87.52,89.15,2286800,89.15
"2014-02-10",90.56,91.4,90.08,91.35,1951200,91.35
