"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2007-03-09",112.5,114.72,112,113,7689600,48.95
"2007-03-12",113,113.78,111.51,113.01,4070800,48.96
"2007-03-13",112.45,113.54,109.06,109.34,4934400,47.37
"2007-03-14",109.34,111.18,107.9,110.69,5393800,47.95
"2007-03-15",110.69,111.61,110.04,110.69,4782400,47.95
"2007-03-16",110.71,112.67,109.47,110.04,5537400,47.67
"2007-03-19",110.88,113.76,110.78,112.79,4226400,48.86
"2007-03-20",112.65,113.08,111.7,112.2,3084000,48.61
"2007-03-21",112.4,115.58,111.91,115.42,4273200,50
"2007-03-22",113.39,114.5,111.88,112.9,6182000,48.91
"2007-03-23",113.1,114.37,111.78,112.18,4280800,48.6
