"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2008-10-08",34.86,39.17,34.85,37.99,17281200,33.77
"2008-10-09",39.25,41.32,38.16,39,15497200,34.67
"2008-10-10",37.4,41.25,34.5,38.12,14386200,33.89
"2008-10-13",40.6,42.9,40.15,42.45,8075800,37.74
"2008-10-14",44.69,45.35,40.77,41.99,10685700,37.33
"2008-10-15",40.25,40.78,36.82,37.1,9367400,32.98
"2008-10-16",37.99,39.06,34.75,38.9,8947800,34.58
"2008-10-17",38.2,41.15,37.05,39.42,8787300,35.04
"2008-10-20",39.94,40.64,36.25,38.6,9395400,34.32
"2008-10-21",37.16,39.48,37,37.39,5806600,33.24
"2008-10-22",36.45,36.77,32.25,33.83,8941400,30.07
"2008-10-23",34.38,34.5,30.37,32.38,10301100,28.79
"2008-10-24",28.96,31.61,28.5,30.36,8619100,26.99
"2008-10-27",30,31.93,29.11,29.89,5925200,26.57
"2008-10-28",31.45,33.27,29.1,33.27,7029300,29.58
"2008-10-29",33.52,39.24,33.04,35.74,11665900,31.77
"2008-10-30",37.36,38.84,36.35,38.44,6310300,34.17
"2008-10-31",37.32,39.7,37.04,38.56,4668700,34.28
"2008-11-03",38.5,40.17,38.27,39.03,4142800,34.7
"2008-11-04",40.59,42.8,40.46,42.54,5699000,37.82
"2008-11-05",41.97,42.5,39.44,39.53,5080000,35.14
"2008-11-06",39.03,39.21,35.2,35.81,5882500,31.84
"2008-11-07",36.87,37.86,35.51,37.21,4955900,33.08
"2008-11-10",39,39.44,36.03,36.87,4667800,32.78
"2008-11-11",35.73,35.92,33.55,35.12,5385400,31.22
"2008-11-12",34.37,34.43,32.31,32.73,5575900,29.1
"2008-11-13",33,35.82,30.62,35.78,8756400,31.81
"2008-11-14",34.97,36,33.64,33.79,6042400,30.04
"2008-11-17",32.93,34.17,32.4,32.74,4023800,29.11
"2008-11-18",32.59,34.26,32.5,33.72,5184600,29.98
"2008-11-19",33.16,34,31.02,31.08,4880000,27.63
"2008-11-20",30.82,31.82,28.58,28.77,8376300,25.58
"2008-11-21",29.86,31.3,28.57,30.97,9069400,27.53
"2008-11-24",31.88,34.05,31.2,33.18,6230000,29.5
"2008-11-25",34.45,34.92,31.5,33.1,6478200,29.43
"2008-11-26",30.09,36,28.87,35.76,15955300,31.79
"2008-11-28",35.55,36.62,34.19,34.81,3615000,30.95
"2008-12-01",33.8,33.98,30.14,30.4,7578500,27.03
"2008-12-02",31.59,32.47,30.59,31.84,5574800,28.31
"2008-12-03",30.44,34.28,30.44,33.75,6689500,30
"2008-12-04",33.1,33.56,30.43,30.98,5473400,27.54
"2008-12-05",30.2,32.05,29.1,31.99,6615800,28.44
"2008-12-08",33.48,37.33,33.3,37.01,9653700,32.9
"2008-12-09",36.06,39.63,35.35,37.97,9322300,33.76
"2008-12-10",38.47,39.2,36.5,38.75,6744500,34.45
"2008-12-11",38.39,38.78,35.85,36.15,5014200,32.14
"2008-12-12",35,37.2,34.39,36.86,4600100,32.77
"2008-12-15",37.73,37.8,35.93,36.36,3682300,32.32
"2008-12-16",37.1,38.48,36.15,38.23,5558700,33.99
"2008-12-17",38,41.53,37.8,40.38,6785600,35.9
"2008-12-18",40.73,40.98,38.12,38.67,4221000,34.38
"2008-12-19",39.09,40.01,38.46,39.38,4509400,35.01
"2008-12-22",39.56,39.76,35.8,36.84,4803500,32.75
"2008-12-23",37.35,38.43,37.05,37.28,2924000,33.14
"2008-12-24",37.57,38.14,37.26,38.05,989700,33.83
"2008-12-26",38.13,38.75,37.73,38.47,1347100,34.2
"2008-12-29",38.89,38.89,37.13,37.87,1896100,33.91
"2008-12-30",38.1,38.46,36.82,37.65,4260800,33.72
"2008-12-31",37.69,38.94,37.28,38.32,4512500,34.32
"2009-01-02",38.74,41.98,38.36,41.51,4426800,37.17
"2009-01-05",41.42,44.61,40.99,42.89,6395200,38.41
"2009-01-06",43.94,45,43.12,44.57,5950200,39.91
"2009-01-07",43.95,44,41.89,42.65,5259900,38.19
"2009-01-08",43.4,45.68,43.17,45.18,7460700,40.46
"2009-01-09",45.19,46.76,44.51,45.99,7331900,41.18
"2009-01-12",44.55,45,40.75,41.56,7590300,37.22
"2009-01-13",40.3,41.32,39.57,40.78,7472100,36.52
"2009-01-14",39.74,40.06,37.78,39.5,7273200,35.37
"2009-01-15",39.83,40.21,37.66,39.64,7022000,35.5
"2009-01-16",40.5,40.5,37.85,39.88,4499600,35.71
"2009-01-20",39.42,39.85,36.75,37.29,5357800,33.39
"2009-01-21",38,39.42,37.23,39.29,4529100,35.18
"2009-01-22",37.69,38.54,36.26,37.47,5437900,33.55
"2009-01-23",36.33,38.05,35.54,36.62,6723100,32.79
"2009-01-26",35.24,37.05,34.6,35.32,7766000,31.63
"2009-01-27",35.57,36.5,35.13,35.9,4243200,32.15
"2009-01-28",37.28,38.74,36.8,37.85,4821700,33.9
"2009-01-29",37.64,37.64,35.52,36,4652600,32.24
"2009-01-30",35.6,35.99,33.85,34.74,6322500,31.11
"2009-02-02",33.86,35.43,33,35.1,6260700,31.43
"2009-02-03",35.58,36.26,34.98,36.01,4510700,32.25
"2009-02-04",36.5,38.83,36.4,37.5,5979400,33.58
"2009-02-05",37.11,40.25,36.52,39.64,8269000,35.5
"2009-02-06",40.22,42.36,39.72,41.81,8182500,37.44
"2009-02-09",41.95,42,39.87,40.62,4229200,36.38
"2009-02-10",40.25,41.34,37.8,38.4,5856700,34.39
"2009-02-11",38.83,39.39,37.17,38.28,3881600,34.28
"2009-02-12",37.56,37.56,36,37.3,5562500,33.4
"2009-02-13",37.56,38.15,35.82,36.11,6199700,32.34
"2009-02-17",34.34,34.78,33.03,33.49,9138900,29.99
"2009-02-18",32.54,33.75,31.7,32.23,12788000,28.86
"2009-02-19",32.52,33.12,30.06,30.38,7883800,27.21
"2009-02-20",29.6,30.35,28.34,28.89,9002400,25.87
"2009-02-23",29.85,29.85,26.96,26.99,7546600,24.17
"2009-02-24",27.3,28.72,26.61,28.45,11930800,25.48
"2009-02-25",28.65,28.94,26.4,27.01,8486100,24.19
"2009-02-26",27.65,28.3,27.17,27.18,7568700,24.34
"2009-02-27",26.77,28.47,26.47,27.49,8266000,24.62
"2009-03-02",26.75,26.8,24.59,24.83,9603800,22.24
"2009-03-03",25.41,26.24,24.51,25.29,8215400,22.65
"2009-03-04",26.4,27.8,26.17,26.92,9962400,24.11
"2009-03-05",25.98,26.65,25.01,25.32,6531300,22.67
"2009-03-06",25.99,26.7,24.62,25.51,6635100,22.84
"2009-03-09",25.12,26.56,25.03,25.78,6633800,23.09
"2009-03-10",26.79,27.91,26.41,27.84,10167500,24.93
"2009-03-11",28.02,29.17,27.43,28.68,7885300,25.68
"2009-03-12",28.63,30,27.72,29.9,5796500,26.78
"2009-03-13",30.02,30.5,28.78,29.65,5375400,26.55
"2009-03-16",29.99,31.55,29.71,30.1,5595600,26.96
"2009-03-17",30.2,30.74,29.29,30.74,4135500,27.53
"2009-03-18",30.43,31.61,29.19,31.06,6106600,27.81
"2009-03-19",31.51,32.75,31.51,31.83,6061800,28.5
"2009-03-20",31.89,32.45,30.61,30.72,6682000,27.51
"2009-03-23",31.3,34.4,31.3,34.4,6737800,30.81
"2009-03-24",33.89,35.73,33.28,34.97,8520300,31.32
"2009-03-25",35.29,36.08,33.17,34.67,7760600,31.05
"2009-03-26",35.02,36.16,34.79,35.92,5852800,32.17
"2009-03-27",35.2,36.01,34.81,35.07,4213700,31.65
"2009-03-30",33.99,34.03,31.79,32.4,6988500,29.24
"2009-03-31",33.08,33.5,32.35,32.87,6935500,29.67
"2009-04-01",32.1,34.68,31.88,34.26,9670100,30.92
"2009-04-02",35.06,36.75,34.85,36.07,6862400,32.56
"2009-04-03",35.96,37.52,35.73,37.3,7373800,33.67
"2009-04-06",36.91,37.15,35.8,36.96,4271500,33.36
"2009-04-07",36.28,36.28,34.91,34.98,5468000,31.57
"2009-04-08",35.13,35.85,33.78,34.43,7058500,31.07
"2009-04-09",35.54,37.6,35.5,37.47,5405400,33.82
"2009-04-13",37.13,37.86,36.1,37.47,3826300,33.82
"2009-04-14",37.01,38.39,36.6,37.02,3829200,33.41
"2009-04-15",36.62,39.2,36.56,39.14,5792500,35.33
"2009-04-16",39.01,40.6,38.36,40.21,6691000,36.29
"2009-04-17",39.71,40.36,39.03,39.44,5631400,35.6
"2009-04-20",38.85,38.85,36.59,36.72,5300800,33.14
"2009-04-21",35.91,38.11,35.77,37.9,6207400,34.21
"2009-04-22",37.54,40.49,37.3,39.19,8560900,35.37
"2009-04-23",38.89,40.08,37.58,38.83,6200300,35.05
"2009-04-24",39.01,41.14,38.8,40.52,5563700,36.57
"2009-04-27",40,40.45,38.82,39.31,4667300,35.48
"2009-04-28",38.8,39.35,38.01,38.45,4053500,34.7
"2009-04-29",38.95,40.75,38.7,40.21,4993200,36.29
"2009-04-30",40.86,42.98,40.63,41.26,6132500,37.24
"2009-05-01",41.27,43.24,41.26,42.88,5413200,38.7
"2009-05-04",43.44,45.5,43.39,45.08,5521700,40.69
"2009-05-05",44.81,45.69,44.38,45.4,4207200,40.98
"2009-05-06",46.05,47.49,45.13,47.05,7137700,42.47
"2009-05-07",47.71,47.98,43.27,43.8,7817100,39.53
"2009-05-08",44.12,45.77,44.12,44.91,5944800,40.53
"2009-05-11",44.24,44.58,43.39,43.82,4349900,39.55
"2009-05-12",44.28,44.84,42.58,43.71,5549300,39.45
"2009-05-13",42.83,43.07,40.82,41.06,5712400,37.06
"2009-05-14",41.07,42.17,40.5,41.78,5481400,37.71
"2009-05-15",41.75,43.03,41.45,41.91,4325500,37.83
"2009-05-18",42.52,44.5,42.22,44.47,5450300,40.14
"2009-05-19",44.41,44.75,41.51,43.82,6450700,39.55
"2009-05-20",44.52,47.5,44,44.33,10621300,40.01
"2009-05-21",43.3,43.32,41.2,41.57,9265600,37.52
"2009-05-22",41.77,43.68,41.57,41.9,7203300,37.82
"2009-05-26",41.61,43.33,41.19,42.79,4292400,38.62
"2009-05-27",43.15,44.35,42.68,42.79,4568100,38.62
"2009-05-28",43.04,43.34,41.22,41.85,6312800,37.77
"2009-05-29",42.18,43.47,42.18,43.47,4918600,39.23
"2009-06-01",44.74,47.25,44.56,46.96,8917100,42.38
"2009-06-02",46.89,47.52,45.91,46.39,5924800,41.87
"2009-06-03",46.03,46.16,44.19,44.73,6844900,40.37
"2009-06-04",45.44,46.8,45,46.42,4179200,41.9
"2009-06-05",47.15,47.66,45.75,46.47,5414700,41.94
"2009-06-08",45.71,46.39,44.61,45.8,5156800,41.34
"2009-06-09",46.01,46.9,45.4,45.94,4209600,41.46
"2009-06-10",46.65,46.93,44.5,45.71,4131400,41.26
"2009-06-11",45.87,46,45.02,45.08,5435400,40.69
"2009-06-12",44.68,44.78,43.7,44.77,3587300,40.41
"2009-06-15",44.08,44.24,42.41,43.1,4775000,38.9
"2009-06-16",43.36,44.02,41.28,41.62,5235500,37.56
"2009-06-17",41.41,41.47,39.15,40.95,6333600,36.96
"2009-06-18",41.31,41.34,40,40.48,4214700,36.54
"2009-06-19",41.16,41.16,39.93,40.06,4649600,36.16
"2009-06-22",39.58,39.59,38.54,38.93,6285900,35.14
"2009-06-23",39.14,39.68,38.47,39.25,4428900,35.43
"2009-06-24",39.83,40.89,39.69,39.99,4497200,36.09
"2009-06-25",40.62,42.2,40.2,42.11,5737300,38.01
"2009-06-26",41.74,42.39,41.54,41.78,7405600,37.96
"2009-06-29",41.92,42.84,41.57,42.15,3001800,38.3
"2009-06-30",41.13,41.66,39.43,39.95,7633400,36.3
"2009-07-01",40.31,41.25,40.25,40.37,4189600,36.68
"2009-07-02",39.61,39.76,38.53,38.53,4160800,35.01
"2009-07-06",38.23,38.32,37.12,38.02,4711900,34.54
"2009-07-07",37.9,38.11,35.95,35.98,4534800,32.69
"2009-07-08",36.23,36.29,35.15,35.84,7314900,32.56
"2009-07-09",36.34,36.59,35.55,35.67,5792000,32.41
"2009-07-10",35.31,35.93,34.9,35.31,4776300,32.08
"2009-07-13",35.37,36.62,34.96,36.59,4264800,33.25
"2009-07-14",36.74,36.92,35.78,36.88,3566000,33.51
"2009-07-15",37.49,38.74,37.41,38.67,4597200,35.14
"2009-07-16",38.58,39.17,38.1,39,3868200,35.44
"2009-07-17",38.81,38.97,38.13,38.38,4121600,34.87
"2009-07-20",38.95,39.83,38.5,39.79,4789200,36.15
"2009-07-21",41.65,42.25,40.04,40.54,7082300,36.83
"2009-07-22",39.93,40.9,39.81,40.17,3921000,36.5
"2009-07-23",40.12,42.39,40,42.1,5362300,38.25
"2009-07-24",41.85,42.48,40.9,42.36,4293800,38.49
"2009-07-27",42.36,42.75,41.82,42.72,2597700,38.82
"2009-07-28",42.13,42.37,41.25,42.14,3547000,38.29
"2009-07-29",41.64,41.64,40.73,41.18,3235100,37.42
"2009-07-30",42.08,43.3,41.89,42.87,5202400,38.95
"2009-07-31",42.88,44.27,42.61,43.74,5381700,39.74
"2009-08-03",44.44,45.88,44.4,45.44,5163200,41.29
"2009-08-04",45.19,46.4,44.72,45.64,5424300,41.47
"2009-08-05",45.8,45.87,44.68,45.45,4411500,41.3
"2009-08-06",45.95,46.24,44.88,45.36,3132300,41.21
"2009-08-07",46.03,47,45.4,46.31,3397500,42.08
"2009-08-10",46.16,46.25,45.12,45.52,3445300,41.36
"2009-08-11",45.09,45.24,44.07,44.86,4000100,40.76
"2009-08-12",44.69,46.24,44.38,45.8,4471000,41.61
"2009-08-13",46.14,46.28,45.17,45.63,3548200,41.46
"2009-08-14",45.42,45.75,43.97,44.53,4039200,40.46
"2009-08-17",43.62,43.84,42.19,42.47,4355000,38.59
"2009-08-18",42.67,45.18,42.67,45.09,7344600,40.97
"2009-08-19",43.22,44.36,42.61,43.78,13947500,39.78
"2009-08-20",43.82,44.49,43.72,43.99,5478700,39.97
"2009-08-21",44.39,45.11,44.02,44.8,5245300,40.7
"2009-08-24",45.1,46.21,44.99,45.35,4556400,41.2
"2009-08-25",45.57,46.76,45.29,46.31,5101900,42.08
"2009-08-26",46.04,46.06,44.9,45.13,4694900,41
"2009-08-27",44.9,45.41,44.02,45.07,3463700,40.95
"2009-08-28",45.32,45.77,44.05,44.43,4054100,40.37
"2009-08-31",43.92,44.04,43.08,43.6,3884300,39.61
"2009-09-01",43.37,44.35,42.36,42.49,5073900,38.61
"2009-09-02",42.44,42.61,41.03,41.22,6717400,37.45
"2009-09-03",40.71,41.28,40.36,41.22,6721200,37.45
"2009-09-04",41.2,42.18,40.8,42.18,6684300,38.32
"2009-09-08",42.8,43.05,42.11,42.78,3683200,38.87
"2009-09-09",42.85,43.38,42.31,43.01,4423400,39.08
"2009-09-10",42.7,43.03,41.91,43.03,5644000,39.1
"2009-09-11",43.1,43.77,42.61,43,3821200,39.07
"2009-09-14",42.51,43.31,42.1,43.26,4320300,39.31
"2009-09-15",43.42,45.62,43.15,45.17,8080600,41.04
"2009-09-16",44.71,45.38,44.39,45.2,6699200,41.07
"2009-09-17",44.99,46.2,44.67,45.92,8265600,41.72
"2009-09-18",46.28,46.31,44.88,45.07,6195400,40.95
"2009-09-21",44.41,45.38,44.01,44.88,3753500,40.78
"2009-09-22",45,47.04,44.81,46.18,6290200,41.96
"2009-09-23",46.4,46.51,45.33,45.39,3824700,41.24
"2009-09-24",45.56,45.79,44.02,44.43,4841500,40.37
"2009-09-25",44.23,44.75,43.47,43.94,3946600,39.92
"2009-09-28",44.16,44.39,42.37,42.57,7605000,38.93
"2009-09-29",42.78,43.71,42.59,43.2,5666500,39.5
"2009-09-30",43.65,43.7,42.08,42.92,5135800,39.25
"2009-10-01",42.64,42.85,41.39,41.4,5323300,37.86
"2009-10-02",40.72,41.76,40.28,41.13,6159800,37.61
"2009-10-05",41.45,42.33,41.27,42.12,4009900,38.52
"2009-10-06",42.41,44.07,42.41,43.11,5623200,39.42
"2009-10-07",43.04,43.39,42.15,42.63,4290700,38.98
"2009-10-08",43.2,43.88,42.74,43.12,4761700,39.43
"2009-10-09",42.99,43.2,42.41,42.97,4362800,39.29
"2009-10-12",43.41,43.75,42.19,42.61,4882300,38.96
"2009-10-13",42.52,42.77,42.12,42.65,4501700,39
"2009-10-14",43.17,43.83,42.79,43.75,6190800,40.01
"2009-10-15",43.53,44.22,43.35,44.05,5347700,40.28
"2009-10-16",43.56,44.17,43.03,44.04,4998300,40.27
"2009-10-19",44.16,46.4,44.16,46.04,9232200,42.1
"2009-10-20",47.17,47.19,45.39,46.01,6889000,42.07
"2009-10-21",45.39,49.68,45.39,48.1,15985300,43.98
"2009-10-22",47.63,48.67,47.27,48.38,9052600,44.24
"2009-10-23",48.65,49.45,47.88,48.08,6008100,43.97
"2009-10-26",48.33,49.88,47.89,48.04,7074900,43.93
"2009-10-27",48.32,48.7,46.73,46.92,5001600,42.9
"2009-10-28",46.75,47.11,45.31,45.42,5768700,41.53
"2009-10-29",45.82,47.85,45.7,47.51,5129700,43.44
"2009-10-30",47.4,47.6,45.25,45.55,6210600,41.65
"2009-11-02",45.8,47.05,45.19,46.3,4228800,42.34
"2009-11-03",45.61,47.6,45.47,47.21,4414900,43.17
"2009-11-04",47.75,48,46.53,46.76,5008100,42.76
"2009-11-05",47.06,48.16,47.06,48.11,5110400,43.99
"2009-11-06",47.79,48.59,46.85,47.16,4667900,43.12
"2009-11-09",47.77,48.86,47.77,48.48,4644100,44.33
"2009-11-10",48.29,49.27,48.25,48.35,4317600,44.21
"2009-11-11",49.01,49.04,47.77,48.01,4020600,43.9
"2009-11-12",48.08,48.5,47.32,47.41,3372100,43.35
"2009-11-13",47.55,48.16,47.26,47.58,3121700,43.51
"2009-11-16",47.86,49.97,47.8,48.91,6373700,44.72
"2009-11-17",49.14,49.25,48.18,49.15,4509700,44.94
"2009-11-18",50.52,52.28,50.27,51.46,13402300,47.06
"2009-11-19",51.26,51.83,50.12,50.89,6958600,46.53
"2009-11-20",50.69,51.05,49.78,50.83,5691700,46.48
"2009-11-23",53.11,53.59,51.54,51.85,7330000,47.41
"2009-11-24",51.98,52.58,51.5,52.29,8441400,47.82
"2009-11-25",51.68,54.15,51.27,53.7,14292200,49.1
"2009-11-27",51.86,53.28,51.82,52.36,3340200,47.88
"2009-11-30",53.82,53.82,52.81,53.51,7062700,48.93
"2009-12-01",54.25,55.14,53.51,54.05,6344600,49.42
"2009-12-02",54.09,54.3,53.43,54,4800600,49.38
"2009-12-03",54.48,54.62,54.06,54.4,7813800,49.74
"2009-12-04",55.04,55.4,53.72,54.24,10537200,49.6
"2009-12-07",54.1,54.47,53.34,53.61,4311200,49.02
"2009-12-08",53.16,53.16,52.06,52.27,4555100,47.8
"2009-12-09",52.51,52.89,51.61,52.64,3643800,48.14
"2009-12-10",52.96,53.98,52.23,52.4,3951900,47.92
"2009-12-11",52.53,53.05,52.23,52.44,3112800,47.95
"2009-12-14",52.76,53.36,52.7,53.26,3066400,48.7
"2009-12-15",53.15,53.81,53.1,53.51,3193200,48.93
"2009-12-16",53.74,54.85,53.53,54.53,5043600,49.86
"2009-12-17",54.06,54.87,53.2,54.14,4846700,49.51
"2009-12-18",54.47,55.19,54.31,54.83,7481100,50.14
"2009-12-21",55.11,55.74,54.9,55.58,3714500,50.82
"2009-12-22",55.56,56.69,55.42,56.59,3497500,51.75
"2009-12-23",56.68,56.87,55.76,56.06,2642200,51.26
"2009-12-24",56.21,56.7,56.14,56.33,869300,51.51
"2009-12-28",56.36,56.73,55.67,55.93,1997300,51.14
"2009-12-29",55.77,56.01,54.89,54.93,2702000,50.48
"2009-12-30",54.76,55.09,54.29,54.77,2083600,50.33
"2009-12-31",55.13,55.19,54.01,54.09,1864700,49.71
"2010-01-04",54.74,56.2,54.34,56.06,3974600,51.52
"2010-01-05",56.19,56.56,55.6,55.85,3007400,51.33
"2010-01-06",55.57,56.04,55.22,55.7,2854500,51.19
"2010-01-07",55.38,56.13,55.17,56.1,2694000,51.56
"2010-01-08",55.78,57.75,55.3,57.63,4165500,52.96
"2010-01-11",58.26,60.16,58.16,59.95,8119900,55.1
"2010-01-12",58.89,58.97,56.46,57.39,8129400,52.74
"2010-01-13",57.75,58.54,55.89,58.29,6647000,53.57
"2010-01-14",58.7,58.87,57.78,58.35,4170800,53.62
"2010-01-15",58.36,58.59,55.96,56.33,6654200,51.77
"2010-01-19",56.37,57.69,56.14,57.66,3618800,52.99
"2010-01-20",57.07,57.1,55.61,56.11,3804200,51.57
"2010-01-21",55.93,56.47,54.66,55.45,5413200,50.96
"2010-01-22",55.2,55.2,52.87,53.02,6205900,48.73
"2010-01-25",53.73,58,53.06,53.69,4313400,49.34
"2010-01-26",53.48,54.33,52.78,53.41,3479300,49.08
"2010-01-27",52.53,53.41,50.62,52.39,6772900,48.15
"2010-01-28",52.32,52.52,50.18,51.11,4456300,46.97
"2010-01-29",51.4,52.33,49.69,49.95,5507600,45.91
"2010-02-01",50.37,51.86,50.24,51.35,3836700,47.19
"2010-02-02",51.8,52.86,51.61,52.45,3678000,48.2
"2010-02-03",52.17,53.17,51.75,51.84,2497200,47.64
"2010-02-04",51.35,51.45,49.68,49.87,4636500,45.83
"2010-02-05",49.76,50.17,48.33,49.82,5771500,45.79
"2010-02-08",49.84,50.59,48.84,48.96,3775400,45
"2010-02-09",49.9,51.36,49.73,50.32,5841600,46.25
"2010-02-10",50.44,50.65,49.43,50.05,3155300,46
"2010-02-11",49.91,52.51,49.85,52.32,5045200,48.08
"2010-02-12",51.47,53.16,51.11,53.11,5683500,48.81
"2010-02-16",53.76,54.55,53.54,53.78,6325800,49.42
"2010-02-17",57.69,58.05,56.05,56.48,17375400,51.91
"2010-02-18",56.92,57.52,56.45,57.26,6090000,52.62
"2010-02-19",57.11,57.72,56.6,57.28,4262100,52.64
"2010-02-22",57.6,57.75,56.49,56.7,4127600,52.11
"2010-02-23",56.58,57.44,55.45,56.09,4890200,51.55
"2010-02-24",56.3,56.99,55.74,56.18,3982800,51.63
"2010-02-25",55.27,57.12,54.6,56.96,5749000,52.35
"2010-02-26",57.34,57.49,56.24,57.3,4068600,52.66
"2010-03-01",57.45,58.46,57.45,58.29,3529600,53.57
"2010-03-02",58.58,58.99,57.66,58.21,3547700,53.5
"2010-03-03",58.35,59.7,58.33,58.66,3921600,53.91
"2010-03-04",58.78,59.33,58.07,58.5,3374900,53.76
"2010-03-05",59.29,59.85,59.01,59.54,3086000,54.72
"2010-03-08",59.59,59.78,58.78,59.2,2429700,54.41
"2010-03-09",58.85,59.73,58.76,59.28,3370400,54.48
"2010-03-10",59.28,59.35,58.11,58.49,4794100,53.75
"2010-03-11",58.16,58.29,56.71,57.73,7502500,53.06
"2010-03-12",58.31,58.94,57.96,58.64,4650900,53.89
"2010-03-15",58.43,58.6,57.6,58.13,3531100,53.42
"2010-03-16",58.39,59,57.75,58.92,3566600,54.15
"2010-03-17",59.02,59.96,58.96,59.59,3866700,54.76
"2010-03-18",59.32,59.91,58.96,59.25,3415000,54.45
"2010-03-19",59.62,59.64,58.64,58.99,5243500,54.21
"2010-03-22",58.33,60.04,58.28,60.02,5205800,55.16
"2010-03-23",60.2,62.08,60.1,61.96,8971600,56.94
"2010-03-24",61.64,61.65,60.31,60.49,6149600,55.59
"2010-03-25",61.06,61.83,60.07,60.2,5452100,55.33
"2010-03-26",60.52,61.2,60.11,60.56,4195800,55.66
"2010-03-29",60.83,61.42,60.73,61.35,3364400,56.64
"2010-03-30",61.56,62,60.99,61.11,3932400,56.42
"2010-03-31",60.62,61.14,59.2,59.46,5567300,54.9
"2010-04-01",59.99,60.7,59.1,59.74,5010400,55.16
"2010-04-05",60.38,60.8,60.1,60.64,3515000,55.99
"2010-04-06",60.48,60.85,60.27,60.68,2270100,56.03
"2010-04-07",60.66,60.96,59.94,60.4,3690600,55.77
"2010-04-08",60.22,60.78,59.71,60.62,2714000,55.97
"2010-04-09",60.86,61.68,60.74,61.68,2807200,56.95
"2010-04-12",61.76,62.39,61.58,62.04,3805100,57.28
"2010-04-13",61.73,62.2,61.09,61.54,2381200,56.82
"2010-04-14",61.81,62.03,60.64,61.77,3581700,57.03
"2010-04-15",61.52,62.73,61.26,61.76,2546300,57.02
"2010-04-16",61.51,61.94,59.89,60.51,4345700,55.87
"2010-04-19",60.06,61,59.24,60.47,3536600,55.83
"2010-04-20",60.85,61.5,60.03,60.2,3187300,55.58
"2010-04-21",60.33,61,59.89,60.5,3533600,55.86
"2010-04-22",59.89,61.09,59.09,60.96,2832900,56.28
"2010-04-23",60.99,61.83,60.67,61.79,3838700,57.05
"2010-04-26",62.47,63.68,62.02,62.21,4530700,57.44
"2010-04-27",61.78,62.09,59.01,59.32,4932200,54.77
"2010-04-28",59.96,60.27,59.27,59.58,2948700,55.01
"2010-04-29",60.16,60.8,59.75,60.61,2662500,55.96
"2010-04-30",61.03,61.65,59.77,59.82,3984700,55.23
"2010-05-03",60.41,61.6,59.82,61.32,4745500,56.62
"2010-05-04",60.23,60.61,57.87,58.42,6055300,53.94
"2010-05-05",57.29,58.77,55.82,57.51,6720400,53.1
"2010-05-06",56.97,58.14,52.73,56.39,9057800,52.06
"2010-05-07",56.12,57.38,54.63,56.38,7929700,52.06
"2010-05-10",58.78,59.67,57.32,59.43,4719600,54.87
"2010-05-11",58.72,60.41,58.5,59.46,3394500,54.9
"2010-05-12",59.86,61.31,59.84,61.14,4043000,56.45
"2010-05-13",61.04,61.17,59.8,59.88,3299400,55.29
"2010-05-14",59.12,59.49,57.3,58.36,4523800,53.88
"2010-05-17",58.57,58.87,56.77,57.95,4221700,53.5
"2010-05-18",58.47,59.6,57,57.16,4433600,52.78
"2010-05-19",59.47,59.52,56,58.87,11276800,54.35
"2010-05-20",57.04,58.56,56.35,56.67,8009300,52.32
"2010-05-21",55.52,59.05,55.23,58.73,7004500,54.22
"2010-05-24",58.19,58.87,56.19,56.33,5300400,52.01
"2010-05-25",54.87,55.9,53.2,55.89,8849200,51.6
"2010-05-26",56.7,57.61,55.92,56.14,5225500,51.83
"2010-05-27",57.24,59.49,57.24,59.44,5068200,54.88
"2010-05-28",59.4,59.57,57.03,57.68,5162100,53.26
"2010-06-01",57.22,58.68,56.58,57.13,4939800,52.75
"2010-06-02",58.1,60.1,57,60.07,7109000,55.46
"2010-06-03",60.41,60.86,59.21,59.67,5281500,55.09
"2010-06-04",58.37,59.33,56.5,56.88,5196200,52.52
"2010-06-07",57.14,57.15,54.71,54.78,5371700,50.58
"2010-06-08",55.01,55.72,53.95,55.06,6148700,50.84
"2010-06-09",55.76,57.45,54.94,55.27,4816100,51.03
"2010-06-10",56.84,58,56.55,57.87,4373400,53.43
"2010-06-11",57.23,58.97,56.95,58.86,3544000,54.34
"2010-06-14",59.45,59.69,57.27,57.64,6107200,53.22
"2010-06-15",58.46,59.51,57.4,59.5,6232800,54.94
"2010-06-16",59.01,59.68,58.62,59.34,3372400,54.79
"2010-06-17",59.83,59.96,58.26,59.42,4043800,54.86
"2010-06-18",59.5,59.85,58.75,59.26,5729700,54.71
"2010-06-21",60,61.43,59.85,60.45,5562200,55.81
"2010-06-22",60.38,60.75,58.92,59.1,3965500,54.57
"2010-06-23",59.07,59.85,58.21,59.21,3200700,54.67
"2010-06-24",58.73,59.42,58.06,58.19,3722600,53.73
"2010-06-25",58.73,59.86,58.12,59.74,8440100,55.16
"2010-06-28",59.51,59.51,58.36,58.51,2993200,54.29
"2010-06-29",57.54,57.55,54.9,55.43,5541200,51.44
"2010-06-30",56.12,57.53,55.46,55.68,6621200,51.67
"2010-07-01",55.98,56.18,53.69,55.21,6218200,51.23
"2010-07-02",55.3,55.9,53.92,54.5,3892000,50.57
"2010-07-06",55.71,56.06,54.13,54.63,3787300,50.69
"2010-07-07",54.69,56.6,54.39,56.6,3406900,52.52
