"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"2011-02-08",83.11,83.94,83.1,83.88,2576500,77.71
"2011-02-09",83.72,84,83.22,83.98,3089400,77.8
"2011-02-10",84.37,85.15,84.34,84.75,4426500,78.52
"2011-02-11",84.64,85.46,84.46,85.2,2974500,78.93
"2011-02-14",85.07,85.44,84.9,85.21,2783800,78.94
"2011-02-15",85.11,85.11,84.49,84.93,2818100,78.68
"2011-02-16",84.86,85.13,84.41,85.06,2995800,79.2
"2011-02-17",84.67,85,84.25,84.54,3317700,78.71
"2011-02-18",84.74,85.03,84.58,85.01,3808800,79.15
"2011-02-22",84.54,84.69,83.18,83.56,4174100,77.8
"2011-02-23",83.76,84.25,82.25,82.79,5237100,77.09
"2011-02-24",82.62,83.38,81.81,82.72,3531800,77.02
"2011-02-25",83.33,83.55,82.9,83.37,2607200,77.63
"2011-02-28",83.58,84.2,83.31,83.54,3208300,77.78
"2011-03-01",83.73,84.03,81.92,82.08,4013100,76.42
"2011-03-02",82.28,82.54,81.42,82.05,3866000,76.4
"2011-03-03",82.44,84.25,82.35,83.85,3983700,78.07
"2011-03-04",83.68,83.81,82.2,82.86,3985900,77.15
"2011-03-07",83.03,83.71,81.9,82.28,3852100,76.61
"2011-03-08",82.58,84.05,82.15,83.26,3456600,77.52
"2011-03-09",83.13,83.2,82.03,82.89,3805400,77.18
"2011-03-10",82.17,82.26,80.57,80.92,6601000,75.34
"2011-03-11",80.64,81.62,80.26,81.28,4183800,75.68
"2011-03-14",80.74,81.23,80.31,80.74,3727400,75.18
"2011-03-15",78.48,80.01,77.05,79.51,5728200,74.03
"2011-03-16",79.32,79.6,78.19,78.33,6153700,72.93
"2011-03-17",79.38,79.9,79,79.49,4543600,74.01
"2011-03-18",80.5,80.91,79.82,80.16,6056600,74.64
"2011-03-21",81.3,82.02,80.92,81.46,3260700,75.85
"2011-03-22",81.52,81.53,80.57,80.88,4513700,75.31
"2011-03-23",80.86,82.26,80.81,81.86,3930200,76.22
"2011-03-24",81.99,82.9,81.77,82.76,3257700,77.06
"2011-03-25",83.01,83.59,82.79,83.52,4017500,77.77
"2011-03-28",83.75,84.1,83.35,83.47,3554800,77.72
"2011-03-29",83.57,84.25,83.26,84.12,3435300,78.32
"2011-03-30",84.42,84.57,83.97,84.23,2441500,78.43
"2011-03-31",83.98,85.11,83.96,84.65,3566900,78.82
"2011-04-01",85.09,85.95,84.9,85.32,3300200,79.44
"2011-04-04",85.67,85.71,84.92,85.23,2075900,79.36
"2011-04-05",85,85.6,84.58,85.4,2409800,79.52
"2011-04-06",85.81,85.99,85.19,85.66,2011900,79.76
"2011-04-07",85.45,86,84.66,85.36,2584500,79.48
"2011-04-08",85.63,85.97,84.18,84.81,2584800,78.97
"2011-04-11",85,85.56,84.79,84.98,2418700,79.12
"2011-04-12",84.51,84.77,83.5,83.98,3266300,78.19
"2011-04-13",84.48,84.77,83.35,84.21,3747200,78.41
"2011-04-14",83.73,84.02,82.7,83.98,3046600,78.19
"2011-04-15",84.08,84.2,83.16,83.45,4462500,77.7
"2011-04-18",82.62,82.63,81.19,81.7,5489800,76.07
"2011-04-19",81.72,82.47,81.72,82.36,3409800,76.69
"2011-04-20",84.82,86.85,84,85.9,7949100,79.98
"2011-04-21",86.14,87.27,85.66,87.1,5850300,81.1
"2011-04-25",87,87.09,86.29,86.54,3502800,80.58
"2011-04-26",86.78,88.46,86.63,87.86,6e+06,81.81
"2011-04-27",87.97,88.12,87.34,87.86,3477400,81.81
"2011-04-28",87.91,89.44,87.65,89.01,4132600,82.88
"2011-04-29",89.16,89.8,88.99,89.58,3642600,83.41
"2011-05-02",90.03,90.67,89.49,90,3782000,83.8
"2011-05-03",89.71,90.48,89.48,89.85,3577700,83.66
"2011-05-04",89.95,90.34,88.69,89.38,4469500,83.22
"2011-05-05",89.09,89.54,87.9,88.53,4939200,82.43
"2011-05-06",89.64,90.56,88.95,89.21,5015700,83.06
"2011-05-09",88.88,90.18,88.88,89.52,2584400,83.35
"2011-05-10",89.81,90.12,89.68,89.81,3431300,83.62
"2011-05-11",89.89,90.18,89.31,89.52,4178300,83.35
"2011-05-12",89.14,89.7,88.75,89.57,3800000,83.4
"2011-05-13",89.91,90.02,88.35,88.98,3410200,82.85
"2011-05-16",88.46,89.25,88.09,88.88,3363400,82.76
"2011-05-17",88.61,88.9,87.1,87.82,5112200,81.77
"2011-05-18",87.05,87.47,86.65,87.15,5737000,81.59
"2011-05-19",87.64,88.66,87.56,88.1,3770900,82.48
"2011-05-20",88.1,88.12,87,87.5,3933000,81.92
"2011-05-23",86.41,86.52,85.78,86.09,4119800,80.6
"2011-05-24",86.1,86.31,85.55,85.62,3406100,80.16
"2011-05-25",86.26,86.72,85.21,86.26,4042700,80.76
"2011-05-26",86.06,86.59,85.42,86.39,3523200,80.88
"2011-05-27",86.57,86.75,86.07,86.33,2907400,80.82
"2011-05-31",87,87.79,86.58,87.77,4745400,82.17
"2011-06-01",87.27,87.53,84.25,84.3,6964800,78.92
"2011-06-02",84.32,84.55,83.7,84.29,4391200,78.91
"2011-06-03",83.11,83.62,82.43,83.24,5073600,77.93
"2011-06-06",82.93,84.05,82.76,83.71,5468100,78.37
"2011-06-07",83.95,84.15,83.24,83.25,3334200,77.94
"2011-06-08",83.63,83.63,82.69,83.04,3134500,77.74
"2011-06-09",83.33,84.52,82.97,84.09,3887200,78.73
"2011-06-10",83.61,83.86,82.6,82.7,4282200,77.42
"2011-06-13",82.77,83.23,82.52,82.77,3385500,77.49
"2011-06-14",83.36,84.42,83.34,84.02,4021500,78.66
"2011-06-15",83.2,83.95,82.83,83.27,3542700,77.96
"2011-06-16",83.34,84.64,83.09,84.35,4921900,78.97
"2011-06-17",84.99,85.26,84.49,84.57,6200400,79.18
"2011-06-20",84.36,85.88,84.19,85.54,3581100,80.08
"2011-06-21",85.79,86.1,85.14,85.56,4387500,80.1
"2011-06-22",85.27,86.21,85.17,85.44,3393200,79.99
"2011-06-23",84.32,85.19,83.69,85.12,5001300,79.69
"2011-06-24",85.1,85.27,83.84,84.33,4409500,78.95
"2011-06-27",84.01,85.78,83.74,85.33,3187500,79.89
"2011-06-28",85.87,86.59,85.47,86.55,4324200,81.03
"2011-06-29",87.25,87.25,85.99,86.47,4216700,80.95
"2011-06-30",86.71,89.65,86.63,88.51,4599500,82.86
"2011-07-01",88.72,90.53,88.36,90.13,4483700,84.38
"2011-07-05",89.86,90.57,89.22,89.51,4046900,83.8
"2011-07-06",89.63,90.61,89.35,90.42,4331500,84.65
"2011-07-07",91.01,91.83,90.76,91.39,6313700,85.56
"2011-07-08",90.5,90.97,89.95,90.35,4522000,84.59
"2011-07-11",89.35,89.92,88.82,89.13,4907700,83.44
"2011-07-12",89.44,89.46,88.33,88.46,5023800,82.82
"2011-07-13",88.7,89.34,87.99,88.17,3733500,82.55
"2011-07-14",87.91,89.16,87.61,87.82,3146700,82.22
"2011-07-15",88.12,88.6,87.62,88.32,4151100,82.69
"2011-07-18",88.01,88.13,86.81,87.62,3687700,82.03
"2011-07-19",87.98,89.56,87.94,88.82,5006600,83.15
"2011-07-20",87.65,87.65,85.67,87.22,6249100,81.66
"2011-07-21",88.48,89,87.81,88.21,4948700,82.58
"2011-07-22",88.81,88.91,87.67,87.7,3645200,82.11
"2011-07-25",86.65,87.87,86.3,87.32,3319000,81.75
"2011-07-26",87.03,87.24,85.6,86.18,4617800,80.68
"2011-07-27",85.51,85.6,83.51,83.74,6100200,78.4
"2011-07-28",84.1,84.37,82.82,82.92,4663500,77.63
"2011-07-29",82.19,83.73,81.5,82.84,4868900,77.56
"2011-08-01",83.31,83.82,81.24,82.34,4448700,77.09
"2011-08-02",81.67,82.14,78.93,78.93,6724500,73.9
"2011-08-03",78.94,79.5,77.65,79.31,7421400,74.25
"2011-08-04",78.12,78.43,74.23,74.37,9822100,69.63
"2011-08-05",75.29,76.05,72.66,74.14,10411000,69.41
"2011-08-08",71.93,73.34,69.71,69.74,12141300,65.29
"2011-08-09",67.96,71.67,67.12,71.57,11738600,67
"2011-08-10",69.81,70.22,67.21,67.44,10406500,63.14
"2011-08-11",67.55,70.65,67.21,69.74,8844800,65.29
"2011-08-12",69.89,72.56,69.82,72.45,9452000,67.83
"2011-08-15",73.21,73.7,72.2,73.54,7183200,68.85
"2011-08-16",72.67,73.88,71.99,72.55,6011300,67.92
"2011-08-17",72.75,72.94,71.49,72.05,4725800,67.9
"2011-08-18",69.86,70.02,67.44,68.12,9625500,64.2
"2011-08-19",67.17,69.05,67.16,67.45,8686300,63.57
"2011-08-22",69.02,69.16,67.17,67.68,5951200,63.78
"2011-08-23",68.22,69.93,67.82,69.93,6589000,65.91
"2011-08-24",69.68,71.59,69.5,71.41,5115600,67.3
"2011-08-25",71.54,72.63,70.41,70.75,7483900,66.68
"2011-08-26",70.26,72.04,68.87,71.56,5284700,67.44
"2011-08-29",72.68,74.02,72.64,73.87,4063900,69.62
"2011-08-30",73.79,74.33,73.32,73.76,5516500,69.52
"2011-08-31",74.49,75.37,73.81,74.25,5094000,69.98
"2011-09-01",74.32,75.28,72.97,73.05,5046700,68.85
"2011-09-02",71.64,71.88,70.66,71.04,4838700,66.95
"2011-09-06",68.57,70.66,68.49,70.5,4743300,66.44
"2011-09-07",72.08,72.97,71.48,72.96,4614000,68.76
"2011-09-08",72.43,73.44,72.29,72.63,5346500,68.45
"2011-09-09",71.58,71.93,70.12,70.53,5301200,66.47
"2011-09-12",69.74,71.22,69.24,71.13,5015700,67.04
"2011-09-13",71.59,72.73,70.69,72.45,4234300,68.28
"2011-09-14",72.81,74.75,71.29,73.68,4894800,69.44
"2011-09-15",74.44,75.71,74.31,75.61,5391800,71.26
"2011-09-16",76.14,76.24,74.72,75.5,8953700,71.15
"2011-09-19",74.22,75.88,73.86,75.55,5316200,71.2
"2011-09-20",76.21,76.95,74.96,76.01,5783300,71.64
"2011-09-21",75.95,77.58,74.81,74.87,6967900,70.56
"2011-09-22",70.05,70.49,67.32,68.31,13122600,64.38
"2011-09-23",69,69.74,68.35,68.92,8762300,64.95
"2011-09-26",69.87,71.71,69.13,71.55,7967900,67.43
"2011-09-27",73.49,74.86,72.36,73.15,6842100,68.94
"2011-09-28",73.38,74.27,71.65,71.85,6377400,67.71
"2011-09-29",73.11,73.3,70.92,72.42,4717800,68.25
"2011-09-30",70.71,71.99,70.04,70.36,6898800,66.31
"2011-10-03",69.88,70.92,69.06,69.36,6068800,65.37
"2011-10-04",68.43,69.68,66.87,69.54,8600000,65.54
"2011-10-05",69.55,69.94,68.8,69.61,9774800,65.6
"2011-10-06",69.76,71.03,69.17,70.98,5793700,66.9
"2011-10-07",71.59,72.38,70.89,71.46,5210300,67.35
"2011-10-10",72.7,73.75,72.45,73.75,3411900,69.51
"2011-10-11",73.62,74.01,72.95,73.74,3633600,69.5
