"","DVN.Open","DVN.High","DVN.Low","DVN.Close","DVN.Volume","DVN.Adjusted"
"2010-06-28",63.83,64.19,62.72,62.91,2992800,60.09
"2010-06-29",61.39,61.87,60.55,61.03,5394300,58.29
"2010-06-30",61.11,62.3,60.73,60.92,4178000,58.19
"2010-07-01",60.92,61.36,59.5,60.68,4957200,57.96
"2010-07-02",61.05,61.57,60.28,60.71,4904600,57.99
"2010-07-06",62.21,62.63,60.52,61.13,3839300,58.39
"2010-07-07",61.23,62.49,60.9,62.45,6090500,59.65
"2010-07-08",63.69,63.79,62.06,63.25,3768400,60.41
"2010-07-09",63.29,63.44,62.49,63.35,3030000,60.51
"2010-07-12",62.77,63.93,62.77,63.5,2972700,60.65
"2010-07-13",64.03,64.13,63,63.49,4229800,60.64
"2010-07-14",63.06,64,63,63.68,3836500,60.82
"2010-07-15",63.63,63.63,62.26,63.35,4121700,60.51
"2010-07-16",62.91,62.91,60.88,61.16,4293400,58.42
"2010-07-19",61.6,61.62,60.66,61.11,3575800,58.37
"2010-07-20",60,63.07,60,62.87,3206300,60.05
"2010-07-21",63.73,63.94,62.16,62.67,3733000,59.86
"2010-07-22",63.36,64.17,62.97,63.78,3195700,60.92
"2010-07-23",63.75,64.11,62.93,63.94,2426900,61.07
"2010-07-26",63.93,64.9,63.81,64.33,3534300,61.44
"2010-07-27",64.78,64.98,62.9,63.44,3272600,60.59
"2010-07-28",63.44,63.9,62.55,62.65,2720800,59.84
"2010-07-29",63.13,63.6,62.23,62.5,3469600,59.7
"2010-07-30",61.71,62.77,61.39,62.49,2921400,59.69
"2010-08-02",63.79,64.6,63.69,64.4,3038500,61.51
"2010-08-03",64.27,64.91,63.67,64.34,3423200,61.45
"2010-08-04",65.07,66.21,64.59,65.68,5603600,62.73
"2010-08-05",65.26,65.85,65,65.68,2926200,62.73
"2010-08-06",65.14,65.28,63.73,64.75,3676800,61.84
"2010-08-09",65.2,65.43,64.41,65.23,2506500,62.3
"2010-08-10",64.48,65.78,64.34,65.57,4025900,62.63
"2010-08-11",64.39,64.73,63.88,63.98,4067200,61.11
"2010-08-12",62.79,64.05,62.79,63.52,3682900,60.67
"2010-08-13",63.29,64,62.9,63.7,4034800,60.84
"2010-08-16",63.63,64.17,63.2,63.48,3551000,60.63
"2010-08-17",64.05,64.26,63.23,63.8,3999600,60.94
"2010-08-18",63.74,63.83,62.69,62.92,4216500,60.1
"2010-08-19",63.12,63.5,62.77,63,5619700,60.17
"2010-08-20",62.5,62.77,61.9,62.14,5085300,59.35
"2010-08-23",62.39,62.76,62.25,62.27,2585500,59.48
"2010-08-24",61.16,61.67,60.84,60.96,4966000,58.22
"2010-08-25",60.51,60.61,59.18,60.44,5804600,57.73
"2010-08-26",60.68,60.98,59.59,59.79,2600900,57.11
"2010-08-27",60.06,61.25,59.07,61.18,3312400,58.43
"2010-08-30",60.83,61.56,60.46,60.47,2293600,57.76
"2010-08-31",60.17,61.37,60,60.28,2820300,57.58
"2010-09-01",61.02,62.38,60.83,62.3,3160000,59.5
"2010-09-02",62.6,62.99,61.9,62.94,2405700,60.12
"2010-09-03",63.23,63.95,63.06,63.52,1954700,60.67
"2010-09-07",62.75,63.23,62.41,62.8,2381100,59.98
"2010-09-08",63,63.64,62.86,63.07,2183900,60.24
"2010-09-09",63.74,63.91,62.57,62.86,2286400,60.04
"2010-09-10",63.24,63.24,62.34,62.53,4173200,59.72
"2010-09-13",63,63.08,61.47,61.73,5942900,59.11
"2010-09-14",61.76,62.52,61.42,61.98,3436100,59.35
"2010-09-15",61.63,62.17,61.41,62.12,2847800,59.48
"2010-09-16",61.96,62.49,61.76,62.11,2838200,59.48
"2010-09-17",62.29,62.47,61.4,61.97,5351200,59.34
"2010-09-20",62.27,63.14,61.53,62.93,2606600,60.26
"2010-09-21",62.79,63.23,62.16,62.68,3687200,60.02
"2010-09-22",62.78,63.78,62.36,62.56,2499400,59.91
"2010-09-23",61.78,62.91,61.78,62.24,2033000,59.6
"2010-09-24",63.03,64.36,62.75,64.06,3239900,61.34
"2010-09-27",64.05,64.4,63.81,63.99,2487800,61.28
"2010-09-28",63.86,64.55,63.15,64.35,2793900,61.62
"2010-09-29",63.99,65.25,63.99,64.83,3097100,62.08
"2010-09-30",65.47,65.5,63.87,64.74,3798000,61.99
"2010-10-01",65.32,65.68,64.82,65.25,2405600,62.48
"2010-10-04",65,65.52,63.85,64.35,2568900,61.62
"2010-10-05",65.14,65.55,64.68,65.38,2504200,62.61
"2010-10-06",65.37,66.5,64.99,66.3,3274000,63.49
"2010-10-07",66.67,66.94,65.22,65.83,2218100,63.04
"2010-10-08",65.84,66.98,65.74,66.77,2427700,63.94
"2010-10-11",66.72,67.55,66.62,67.14,2053600,64.29
"2010-10-12",66.62,67.08,65.94,66.84,2141600,64
"2010-10-13",67.29,68.05,66.91,67.6,2741800,64.73
"2010-10-14",67.68,68.08,67.16,67.52,2291700,64.66
"2010-10-15",67.86,68,66.99,67.66,2716400,64.79
"2010-10-18",67.55,69.11,67.39,68.86,3318000,65.94
"2010-10-19",67.79,68.08,66.44,66.88,3145000,64.04
"2010-10-20",66.98,67.85,66.92,67.46,3289200,64.6
"2010-10-21",67.68,67.77,65.57,66.37,4360400,63.55
"2010-10-22",66.61,66.61,64.71,65.23,3601900,62.46
"2010-10-25",65.61,65.9,64.73,65.02,3195500,62.26
"2010-10-26",64.65,65.07,64.3,64.59,3022200,61.85
"2010-10-27",64.05,64.78,63.76,64.69,2809000,61.95
"2010-10-28",65.11,65.18,64.23,64.73,2035900,61.98
"2010-10-29",64.52,65.27,64.37,65.02,2336700,62.26
"2010-11-01",65.7,66.04,65.03,65.34,2802000,62.57
"2010-11-02",65.86,66.1,65.51,65.93,2196600,63.13
"2010-11-03",66.67,69,65.37,68.22,11007600,65.33
"2010-11-04",69.13,69.99,69.1,69.6,8515100,66.65
"2010-11-05",69.68,70.81,69.43,70.78,3740000,67.78
"2010-11-08",70.24,72.35,70.24,71.56,4533500,68.52
"2010-11-09",72.08,72.26,70.56,70.83,5376200,67.83
"2010-11-10",70.66,71.96,70.27,71.9,4733400,68.85
"2010-11-11",71.31,72.84,71.31,72.76,4350400,69.67
"2010-11-12",72.06,73,71.72,72.48,4112500,69.41
"2010-11-15",72.99,73.2,71.43,71.43,5498100,68.4
"2010-11-16",70.74,70.93,69.43,70.44,4014000,67.45
"2010-11-17",70.33,70.85,69.95,70.35,2425300,67.37
"2010-11-18",71.03,72.14,70.85,71.93,3206100,68.88
"2010-11-19",72.38,73.25,71.44,73.2,5635400,70.09
"2010-11-22",72.83,72.96,71.09,72.41,3352000,69.34
"2010-11-23",71.5,71.53,70.67,70.87,2526700,67.86
"2010-11-24",71.06,71.96,70.4,71.72,3164900,68.68
"2010-11-26",71.04,71.53,70.81,70.94,1039100,67.93
"2010-11-29",70.37,70.9,70.1,70.46,3388100,67.47
"2010-11-30",69.78,71.25,69.66,70.57,4973800,67.58
"2010-12-01",71.68,72.37,71.24,72.01,2783100,68.96
"2010-12-02",72.01,73.53,72.01,73.43,4269500,70.31
"2010-12-03",72.93,73.99,72.89,73.91,1873200,70.77
"2010-12-06",73.96,74.9,73.6,73.93,2359100,70.79
"2010-12-07",74.61,74.9,73.67,73.68,2565800,70.55
"2010-12-08",73.6,74.04,72.5,73.18,2463900,70.08
"2010-12-09",73.24,73.51,71.62,72.77,3843600,69.68
"2010-12-10",72.9,73.74,72.56,73.29,2966100,70.18
"2010-12-13",73.22,74.57,73.22,73.88,2708400,70.9
"2010-12-14",73.61,74.3,73.22,73.61,2682600,70.64
"2010-12-15",73.29,73.96,72.81,73.17,3209700,70.22
"2010-12-16",73.42,73.42,72.68,73.35,2349200,70.39
"2010-12-17",73.08,73.43,72.8,73.09,3347500,70.14
"2010-12-20",73.21,74.08,72.85,73.98,1926500,71
"2010-12-21",74.14,74.87,74.04,74.4,2152900,71.4
"2010-12-22",74.84,76.6,74.79,76.02,3160700,72.95
"2010-12-23",76.02,77.73,76,77.38,3113400,74.26
"2010-12-27",77.25,77.3,76.55,77.14,1834200,74.03
"2010-12-28",77.24,77.84,77.24,77.56,1557700,74.43
"2010-12-29",77.61,78.5,77.53,78,1969600,74.85
"2010-12-30",78,78.79,77.9,78.2,2070500,75.05
"2010-12-31",78.15,78.86,78.01,78.51,1692600,75.34
"2011-01-03",79.13,79.34,78.57,78.68,2557400,75.51
"2011-01-04",79.34,79.46,77.13,78.2,2875400,75.05
"2011-01-05",77.74,78.77,76.96,78.7,2885000,75.53
"2011-01-06",78.63,79,77.69,78.23,2462300,75.08
"2011-01-07",78.49,78.86,77.9,78.46,1830900,75.3
"2011-01-10",78.43,78.65,77.64,78.3,1901700,75.14
"2011-01-11",78.5,80.91,78.5,80.86,3711400,77.6
"2011-01-12",81.23,82.02,80.85,81.99,3336400,78.68
"2011-01-13",81.78,82.18,80.85,81.94,3185300,78.64
"2011-01-14",81.38,82.85,81.12,82.79,2344300,79.45
"2011-01-18",82.25,84.11,82.07,84.02,3641900,80.63
"2011-01-19",84.06,84.38,82.31,82.49,4431500,79.16
"2011-01-20",81.36,82.6,80.3,82.33,3960200,79.01
"2011-01-21",82.81,83.54,82.44,83.51,3021800,80.14
"2011-01-24",83.54,85.73,83.08,85.7,4570600,82.24
"2011-01-25",85.09,85.95,83.41,84.53,3857000,81.12
"2011-01-26",84.7,86.37,84.69,85.76,3006300,82.3
"2011-01-27",86.01,86.74,83.47,83.9,3672200,80.52
"2011-01-28",84.02,85.15,83.77,85.13,3744400,81.7
"2011-01-31",85.61,89.38,85.51,88.69,5399600,85.11
"2011-02-01",88.59,89.99,87.82,89.45,4265000,85.84
"2011-02-02",88.45,90.1,88.44,89.49,3394000,85.88
"2011-02-03",89.41,89.73,87.75,88.99,2491200,85.4
"2011-02-04",88.93,89.5,87.52,88.69,1992100,85.11
"2011-02-07",87.51,88.35,86.59,86.98,3793500,83.47
"2011-02-08",86.99,87.25,86.02,86.66,2881500,83.17
"2011-02-09",86.55,86.89,85.3,85.87,2600700,82.41
"2011-02-10",85.77,87.06,85.62,86.88,2271800,83.38
"2011-02-11",86.72,86.96,85.97,86.44,2045300,82.95
"2011-02-14",87.95,89.18,87.3,88.24,3148800,84.68
"2011-02-15",88.12,88.31,87.01,88.1,3138100,84.55
"2011-02-16",88.25,88.34,85.5,86.22,6743400,82.74
"2011-02-17",86.1,87.57,86.1,87.12,2622600,83.61
"2011-02-18",87.35,88.5,87.04,88.2,3145700,84.64
"2011-02-22",88.51,89.7,86.87,87.46,3148600,83.93
"2011-02-23",87.61,90.17,87.61,89.67,4991700,86.05
"2011-02-24",89.32,89.71,87.97,88.35,4250200,84.79
"2011-02-25",88.67,90.47,88.67,90.35,3408100,86.71
"2011-02-28",90.51,91.5,90.04,91.44,2968900,87.75
"2011-03-01",91.82,92.1,88.6,88.76,3900300,85.18
"2011-03-02",88.63,89.79,87.53,89.39,3114000,85.79
"2011-03-03",90,90.26,88.85,90.16,2062500,86.52
"2011-03-04",90.39,91.14,89.74,91.12,3260200,87.45
"2011-03-07",91.35,92,89.66,90.53,2850300,86.88
"2011-03-08",90.69,90.99,88.53,89.96,2338600,86.33
"2011-03-09",89.93,90.67,89.07,89.71,2253900,86.09
"2011-03-10",88.65,88.65,85.67,86.08,3747100,82.61
"2011-03-11",85.63,88.75,84.37,88.05,2373200,84.66
"2011-03-14",87.63,88.87,87.32,88.57,2393700,85.16
"2011-03-15",85.52,88.14,84.62,87.55,2918800,84.18
"2011-03-16",87.2,88.49,84.8,85.65,4562200,82.35
"2011-03-17",86.41,89.51,85.8,89.45,4395700,86
"2011-03-18",90.38,91.78,89.94,90.14,6052100,86.67
"2011-03-21",91.25,93,91.12,92.69,3317400,89.12
"2011-03-22",92.69,93.31,92.25,93.1,3005500,89.51
"2011-03-23",93.09,93.49,92.03,92.96,2314500,89.38
"2011-03-24",93.37,93.56,91.82,92.76,2069400,89.18
"2011-03-25",91.7,93.31,91.58,93.01,3150200,89.43
"2011-03-28",93.02,93.25,91.44,91.5,2689700,87.97
"2011-03-29",91.19,92.11,89.64,91.7,3147500,88.17
"2011-03-30",92.44,92.64,91,91.59,3634900,88.06
"2011-03-31",91.6,92.5,91.33,91.77,3102500,88.23
"2011-04-01",92.29,92.69,91.41,92,2411600,88.45
"2011-04-04",92.38,92.62,91.46,91.98,2439800,88.43
"2011-04-05",91.95,91.96,90.83,91.02,2651700,87.51
"2011-04-06",91.4,92.05,89.84,90.86,2852100,87.36
"2011-04-07",91.09,91.5,90.12,91.31,2141300,87.79
"2011-04-08",92.1,92.25,90.94,91.4,2130000,87.88
"2011-04-11",91.28,91.49,88.9,89.24,2907500,85.8
"2011-04-12",87.92,88.24,85.59,85.98,4435300,82.67
"2011-04-13",87.35,88.2,86.87,87.72,3696300,84.34
"2011-04-14",87.32,88.13,86.76,87.77,3093100,84.39
"2011-04-15",88.15,89.18,87.08,87.82,3129200,84.44
"2011-04-18",86.6,86.64,85.14,86.19,2487500,82.87
"2011-04-19",86.15,87.27,85.84,86.97,2655000,83.62
"2011-04-20",88.47,89.15,88,88.84,2038700,85.42
"2011-04-21",89.19,89.69,88.15,89.11,1724700,85.68
"2011-04-25",88.86,89.16,87.74,88.21,1596400,84.81
"2011-04-26",88.62,89.36,88.25,89.24,1500000,85.8
"2011-04-27",89.56,89.59,86.7,88.18,2409900,84.78
"2011-04-28",88.22,89.18,87.49,88.81,1939000,85.39
"2011-04-29",89.05,91.23,89.04,91,2981000,87.49
"2011-05-02",91.39,91.61,88.65,89.37,2652100,85.93
"2011-05-03",89.26,89.37,86.5,87.32,3345100,83.95
"2011-05-04",85.95,86.38,84.01,84.96,4069100,81.69
"2011-05-05",84.26,84.85,82.52,83.46,4084400,80.24
"2011-05-06",84.03,86.25,82.59,83.62,3380400,80.4
"2011-05-09",84.61,86,84.43,85.55,3350800,82.25
"2011-05-10",85.24,85.7,84.32,85.48,2781300,82.19
"2011-05-11",84.95,84.98,82.65,83.16,3937200,79.95
"2011-05-12",82.82,82.93,81.13,82.15,5636100,78.98
"2011-05-13",82.41,82.81,81,82.02,3145200,78.86
"2011-05-16",81.79,83.56,81.18,81.78,2406000,78.63
"2011-05-17",81.34,82.13,80.5,81.82,3053000,78.67
"2011-05-18",82.02,83.82,81.67,83.01,2716000,79.81
"2011-05-19",83.45,83.5,81.67,82.53,2082800,79.35
"2011-05-20",82.57,83.45,81.29,82.85,3465200,79.66
"2011-05-23",81.29,81.72,80.46,80.64,3782000,77.53
"2011-05-24",81.16,82.65,81.13,81.54,2571100,78.4
"2011-05-25",83.12,83.71,80.93,83.12,3299400,79.92
"2011-05-26",82.72,83.48,81.58,82.74,2950500,79.55
"2011-05-27",83.36,83.97,82.43,83.34,2082300,80.13
"2011-05-31",84.11,84.83,82.81,84.07,3876100,80.83
"2011-06-01",83.82,84.28,82.35,82.77,4241800,79.58
"2011-06-02",83,83.72,82.31,82.75,2124000,79.56
"2011-06-03",81.72,83.07,81.16,82.28,2202900,79.11
"2011-06-06",81.97,82.8,81.36,81.52,2690200,78.38
"2011-06-07",82.16,82.26,80.71,80.73,6294800,77.62
"2011-06-08",80.77,81.83,79.82,79.99,3225000,76.91
"2011-06-09",80.45,82.11,80.24,81.42,2813300,78.28
"2011-06-10",80.84,81.05,79.27,79.53,2724300,76.46
"2011-06-13",77.51,79.67,76.86,77.51,3586000,74.68
"2011-06-14",78.2,79.49,78.13,79.15,2753500,76.26
"2011-06-15",78.21,78.72,76.68,77.09,2867800,74.28
"2011-06-16",77.31,78.04,76.58,77.12,2974500,74.31
"2011-06-17",77.75,77.79,76.28,76.95,3565700,74.14
"2011-06-20",76.34,76.96,75.9,76.73,1859200,73.93
"2011-06-21",77.37,78.64,77.26,78.22,1804900,75.37
"2011-06-22",77.71,79.17,77.64,78.09,1814500,75.24
"2011-06-23",76.63,77.64,75.5,77.49,3681500,74.66
"2011-06-24",77.42,78.02,76.58,76.61,3613700,73.82
"2011-06-27",76.16,76.59,75.57,76.02,2975200,73.25
"2011-06-28",76.7,78.05,76.56,77.98,2639300,75.14
"2011-06-29",77.12,79.34,76.83,77.92,4894000,75.08
"2011-06-30",78.2,79.28,78.11,78.81,2636700,75.93
"2011-07-01",78.86,79.22,77.49,78.76,2929100,75.89
"2011-07-05",78.54,80.43,78.49,79.8,2794600,76.89
"2011-07-06",79.62,80.01,78.7,80.01,2925600,77.09
"2011-07-07",80.91,81.91,80.65,81.55,3175600,78.57
"2011-07-08",81.35,81.35,79.76,80.32,2961200,77.39
"2011-07-11",79.22,79.72,77.94,78.26,2510700,75.4
"2011-07-12",77.82,78.76,77.7,77.77,2317000,74.93
"2011-07-13",78.19,79.4,78.13,78.3,1867100,75.44
"2011-07-14",78.81,79.44,77.71,77.88,2469300,75.04
"2011-07-15",78.99,80.6,78.66,80.46,4199500,77.52
"2011-07-18",80.33,80.62,78.94,79.97,2686600,77.05
"2011-07-19",80.56,82.5,80.51,82.32,2795100,79.32
"2011-07-20",82.52,83.06,81.41,82.02,2668500,79.03
"2011-07-21",82.85,84.41,82.75,83.69,2670200,80.64
"2011-07-22",83.55,84.52,83.08,84.35,1978600,81.27
"2011-07-25",83.28,84.4,83.02,83.76,1714600,80.7
"2011-07-26",83.61,84.06,82.55,82.79,2643400,79.77
"2011-07-27",82.21,82.7,81.37,81.61,1950600,78.63
"2011-07-28",81.46,82.29,79.8,79.97,5124200,77.05
"2011-07-29",79.1,79.48,78.24,78.7,4464700,75.83
"2011-08-01",80.14,80.25,77.54,78.32,2905200,75.46
"2011-08-02",77.64,78.67,75.07,75.35,4270800,72.6
"2011-08-03",76.5,77.17,73.71,75.79,5736700,73.03
"2011-08-04",74.89,74.89,71.57,71.65,5387900,69.04
"2011-08-05",72.52,73.12,68.41,69.9,8730900,67.35
"2011-08-08",67.53,68.38,64.71,65.35,8651000,62.97
"2011-08-09",66.47,68.87,64.6,68.73,7200700,66.22
"2011-08-10",67,68.88,66.03,66.28,5413300,63.86
"2011-08-11",65.96,69.27,65.63,68.38,5980300,65.89
"2011-08-12",69.09,69.41,67.53,68,3610700,65.52
"2011-08-15",68.67,69.94,68.28,69.78,3249000,67.23
"2011-08-16",68.66,69.97,68.1,68.94,4039200,66.42
"2011-08-17",69.42,70.44,68.42,68.68,2791400,66.17
"2011-08-18",66.79,66.88,63.84,64.57,4438100,62.21
"2011-08-19",63.69,65.54,63.42,63.55,3729700,61.23
"2011-08-22",64.92,65.19,62.37,62.97,4000700,60.67
"2011-08-23",63.49,64.78,62.66,64.66,3795400,62.3
"2011-08-24",63.98,64.88,63.76,64.86,3754300,62.49
"2011-08-25",64.74,65.55,63.15,63.41,3111700,61.1
"2011-08-26",63.13,64.5,61.18,64.38,2751000,62.03
"2011-08-29",65.19,66.08,64.59,66.01,3223200,63.6
"2011-08-30",65.53,67.62,65.43,67.17,4468100,64.72
"2011-08-31",67.82,68.34,67.2,67.83,4124700,65.36
"2011-09-01",68.39,68.51,66.5,66.58,2799500,64.15
"2011-09-02",65.21,65.67,64.25,64.61,2491900,62.25
"2011-09-06",62.55,63.95,62.15,63.84,2915500,61.51
"2011-09-07",64.72,66.47,64.52,66.38,3542200,63.96
"2011-09-08",66.49,67.92,65.06,65.62,3480300,63.23
"2011-09-09",64.63,65.07,62.69,63.19,4006400,60.88
"2011-09-12",62.43,63.85,62.04,63.78,4853100,61.45
"2011-09-13",63.65,64.62,63.14,64.13,5269300,61.96
"2011-09-14",64.34,65.5,63.53,64.74,5452000,62.54
"2011-09-15",65.58,66.17,65.05,65.99,4049700,63.75
"2011-09-16",66.25,66.38,64.62,66.11,4485900,63.87
"2011-09-19",64.56,65.07,63.43,64.55,3806000,62.36
"2011-09-20",64.95,66.2,64.43,64.87,4246700,62.67
"2011-09-21",64.47,64.77,61.5,61.61,3481700,59.52
"2011-09-22",59.39,59.58,55.6,56.91,7917500,54.98
"2011-09-23",56.08,57.04,55.14,55.37,5038000,53.49
"2011-09-26",55.77,57.57,55.47,57.43,5516700,55.48
"2011-09-27",59.02,60.14,58.3,58.64,3360700,56.65
"2011-09-28",58.87,59.22,56.37,56.42,4162600,54.51
"2011-09-29",57.45,58.41,56.16,57.67,4818900,55.71
"2011-09-30",56.36,57.05,55.2,55.44,4530600,53.56
"2011-10-03",54.87,54.89,52.97,53.34,4810000,51.53
"2011-10-04",52.24,55.72,50.74,55.55,6800000,53.67
"2011-10-05",55.85,56.49,54.98,56.34,6402300,54.43
"2011-10-06",56.32,57.9,55.78,57.76,5449400,55.8
"2011-10-07",58.12,58.18,56.3,56.48,3718300,54.56
"2011-10-10",57.52,58.77,57.52,58.76,2657300,56.77
"2011-10-11",58.41,59.74,58.17,58.78,3822400,56.79
"2011-10-12",59.41,60.98,59.16,60.22,5613700,58.18
"2011-10-13",59.55,59.6,58.09,59.04,3376500,57.04
"2011-10-14",59.84,60.74,59.34,60.71,4186800,58.65
"2011-10-17",60.56,60.99,59.53,59.68,3713900,57.66
"2011-10-18",59.53,61.87,58.58,61.53,3591100,59.44
"2011-10-19",61.59,63.13,61.28,62.3,3689300,60.19
"2011-10-20",62.05,63.05,61.25,62.79,2766100,60.66
"2011-10-21",63.39,64.47,63.2,64.41,3237200,62.23
"2011-10-24",64.3,64.88,63.39,63.74,3573600,61.58
"2011-10-25",63.81,63.83,61.44,61.6,3642700,59.51
"2011-10-26",62.58,63.04,60.92,62.71,3669300,60.58
"2011-10-27",64.99,66.91,64.59,66.37,3838900,64.12
"2011-10-28",66.47,68.25,65.8,68.15,3459700,65.84
"2011-10-31",66.7,66.95,64.91,64.95,3504700,62.75
"2011-11-01",62.04,63.39,61.16,62.41,4081000,60.29
"2011-11-02",64.31,66.52,63.73,65.46,5244200,63.24
"2011-11-03",66.22,67,64.78,66.06,3970800,63.82
"2011-11-04",65.63,66.15,64.7,65.38,2933400,63.16
"2011-11-07",64.98,66.29,64.5,65.88,2690500,63.65
"2011-11-08",66.79,69.55,66.53,69.37,5588300,67.02
"2011-11-09",66.98,67.62,65.54,65.66,5026400,63.43
"2011-11-10",67.23,67.74,66.11,67.24,4022000,64.96
"2011-11-11",68.14,69,68.14,68.47,2626300,66.15
"2011-11-14",68.37,68.43,66.51,66.88,2512200,64.61
"2011-11-15",66.58,67.44,65.68,66.97,3027500,64.7
"2011-11-16",66.23,68.13,66,66.16,3027300,63.92
"2011-11-17",65.67,66,63.31,63.94,3823200,61.77
"2011-11-18",64.5,64.73,63.1,63.72,3101100,61.56
"2011-11-21",62.67,63.09,61.5,62.71,2575700,60.58
"2011-11-22",62.48,62.61,61.17,61.7,3274500,59.61
"2011-11-23",61,61,59.51,59.52,3481400,57.5
"2011-11-25",59.09,59.76,58.56,58.58,1412400,56.59
"2011-11-28",60.81,61.75,60.25,60.84,2648400,58.78
"2011-11-29",61.56,62.46,60.98,61.91,3448400,59.81
"2011-11-30",64.45,66.24,64.22,65.46,4612200,63.24
"2011-12-01",65.31,66.1,64.6,65.1,2258800,62.89
"2011-12-02",65.91,66.54,65.23,65.39,3417700,63.17
"2011-12-05",66.94,67.89,65.69,66.35,3604200,64.1
"2011-12-06",66.42,67.5,65.91,67.02,3140000,64.75
"2011-12-07",66.6,67.12,65.6,66.5,3417200,64.25
"2011-12-08",65.77,66.34,63.5,63.73,3332900,61.57
"2011-12-09",64.08,66.75,64.03,66.56,3982000,64.3
"2011-12-12",65.36,65.5,63.36,64.23,2901700,62.05
"2011-12-13",64.46,66.21,62.83,63.38,3292400,61.39
"2011-12-14",62.43,62.69,60.57,61.07,3824800,59.16
"2011-12-15",62.31,62.58,60.25,60.35,4243500,58.46
"2011-12-16",61.04,61.46,59.98,60.45,4632400,58.56
"2011-12-19",60.63,60.84,58.85,59.05,3583600,57.2
"2011-12-20",60.3,61.64,60.3,61.21,2982900,59.29
"2011-12-21",61.18,62.62,60.62,62.45,2900000,60.49
"2011-12-22",62.69,63.42,62.46,62.87,3302600,60.9
"2011-12-23",62.98,63.13,61.88,62.51,2024900,60.55
"2011-12-27",62.58,63.24,62.26,62.36,1833100,60.41
"2011-12-28",62.35,62.55,61.08,61.16,2199600,59.24
"2011-12-29",61.37,62.42,61.32,62.29,2165200,60.34
"2011-12-30",62,62.81,61.95,62,1522800,60.06
"2012-01-03",64.86,66.6,64.32,66.11,5474700,64.04
"2012-01-04",66.01,66.2,64.18,65.38,3266600,63.33
"2012-01-05",65.48,65.49,63.82,65.37,3294900,63.32
"2012-01-06",65.44,65.58,64.26,64.75,2869500,62.72
"2012-01-09",65,65.98,64.89,65.84,3088100,63.78
"2012-01-10",66.89,66.91,65.32,65.7,4046100,63.64
"2012-01-11",65.27,65.4,63.35,63.68,4089500,61.68
"2012-01-12",63.77,64.26,63.26,63.38,3187200,61.39
"2012-01-13",62.97,63.22,62.13,63.1,3004500,61.12
"2012-01-17",63.77,64.12,62.93,63.68,3367700,61.68
"2012-01-18",63.35,64.42,63.04,64.4,3265100,62.38
"2012-01-19",64.53,65.2,63.87,64.15,3350500,62.14
"2012-01-20",64,64.14,62.76,63.29,2924900,61.31
"2012-01-23",63.97,65.7,63.97,65.28,3288600,63.23
"2012-01-24",64.73,64.8,64.05,64.17,1941400,62.16
"2012-01-25",63.99,66.29,63.34,66.17,2642400,64.1
"2012-01-26",66.54,66.61,64.54,64.82,3343800,62.79
"2012-01-27",64.49,65.33,64.45,65.01,2092200,62.97
"2012-01-30",64.32,64.89,63.51,64.61,1789500,62.58
"2012-01-31",65.11,65.25,63.68,63.81,3279000,61.81
"2012-02-01",64.44,64.6,63.51,63.75,3099600,61.75
"2012-02-02",63.87,64.43,63.04,63.92,3837300,61.92
"2012-02-03",64.8,64.84,63.35,63.46,4077400,61.47
"2012-02-06",63.16,64.62,62.81,64.46,4679100,62.44
"2012-02-07",64.21,66.26,63.64,66.02,3684500,63.95
"2012-02-08",66.26,66.64,65.27,66.26,3107600,64.18
"2012-02-09",66.3,66.85,65.21,66.23,3224200,64.15
"2012-02-10",64.25,65.26,64.13,64.65,3577400,62.62
"2012-02-13",65.98,66.28,64.77,65.64,3268200,63.58
"2012-02-14",65.79,67.69,65.75,66.9,4516000,64.8
"2012-02-15",68.18,72.21,67.61,71.7,12816700,69.45
"2012-02-16",73.11,75.42,72.89,75.02,10173800,72.67
"2012-02-17",76.15,76.26,74.36,74.95,5838900,72.6
"2012-02-21",75.7,75.75,74.81,75.23,3431200,72.87
"2012-02-22",74.92,75.58,74.35,74.76,2956400,72.42
"2012-02-23",74.79,75.21,73.79,75.09,3670900,72.74
"2012-02-24",75.16,75.85,74.5,75.19,2696900,72.83
"2012-02-27",74.97,76.15,74.62,75.15,3255300,72.79
"2012-02-28",75.41,75.63,73.66,73.98,3949700,71.66
"2012-02-29",74,74.49,73.1,73.31,3849000,71.01
"2012-03-01",73.35,74.38,73.21,74.13,2846500,71.81
"2012-03-02",73.84,74.43,72.85,73,1830000,70.71
"2012-03-05",72.67,72.85,71.96,72.68,2511200,70.4
"2012-03-06",71.52,71.84,70.47,71,3337700,68.77
"2012-03-07",71.88,72.63,71.26,72.18,2299400,69.92
"2012-03-08",72.66,72.89,71.84,72.15,3017000,69.89
"2012-03-09",72.1,72.46,71.63,71.81,3538200,69.56
"2012-03-12",71.72,71.9,70.6,71.11,3039300,68.88
"2012-03-13",71.27,72.14,70.3,72.1,3153200,70.04
"2012-03-14",72.11,72.91,71,71.32,2972600,69.28
"2012-03-15",71.32,73.33,71.13,72.54,5108000,70.46
"2012-03-16",72.58,74,72.58,73.73,4589700,71.62
"2012-03-19",74.6,76.34,74,75.81,5025800,73.64
"2012-03-20",75.03,75.12,73.82,73.9,3729100,71.79
"2012-03-21",74.22,74.34,72.52,72.8,3207400,70.72
"2012-03-22",72.03,72.09,70.49,70.85,3501200,68.82
