"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2007-04-05",72.2,72.9,72.11,72.77,1662300,61.22
"2007-04-09",72.78,73.25,72.26,72.61,1918100,61.08
"2007-04-10",72.62,73.07,72.44,72.88,2798100,61.31
"2007-04-11",72.6,72.6,71.77,72.03,1596700,61.12
"2007-04-12",72,72,70.76,71.1,2142400,60.33
"2007-04-13",70.31,73.15,70.31,72.89,2902500,61.85
"2007-04-16",73.22,74.24,73.19,73.62,2344400,62.47
"2007-04-17",73.79,74.09,73.37,73.87,1828500,62.68
"2007-04-18",74.95,75.86,74.43,75.34,3411900,63.93
"2007-04-19",75.34,76,74.65,75.62,2451000,64.17
"2007-04-20",76.1,76.15,75.2,75.85,2416400,64.36
"2007-04-23",75.85,75.9,74.65,74.78,1672900,63.46
"2007-04-24",75.12,75.15,73.88,74.56,1633300,63.27
"2007-04-25",75.1,75.2,74.62,74.84,1442600,63.51
"2007-04-26",74.98,75.14,74.53,74.76,2070700,63.44
"2007-04-27",74.46,74.83,74.25,74.59,981800,63.3
"2007-04-30",74.61,74.88,74.05,74.1,1662200,62.88
"2007-05-01",74.23,74.75,73.68,74.39,2973200,63.13
"2007-05-02",74.47,74.72,74.24,74.42,1165500,63.15
"2007-05-03",74.59,74.98,74.3,74.98,1402300,63.63
"2007-05-04",75.06,75.24,74.59,74.88,1274300,63.54
"2007-05-07",75.05,75.46,75,75.28,647400,63.88
"2007-05-08",75.2,75.4,74.95,75.24,1636800,63.85
"2007-05-09",75.21,75.49,74.82,75.27,954400,63.87
"2007-05-10",75.14,75.15,74.13,74.15,1150300,62.92
"2007-05-11",74.25,74.85,74.15,74.74,949500,63.42
"2007-05-14",74.74,74.74,73.98,74.1,1143200,62.88
"2007-05-15",74.35,75.22,74.28,74.47,1251500,63.19
"2007-05-16",74.88,75.11,74.24,74.83,1073100,63.5
"2007-05-17",74.8,74.95,74.34,74.65,1014600,63.35
"2007-05-18",75.05,75.12,74.64,74.91,1067900,63.57
"2007-05-21",74.73,74.96,74.3,74.63,1186700,63.33
"2007-05-22",74.7,74.79,73.51,74.16,1969000,62.93
"2007-05-23",74.3,74.48,74,74.06,1558000,62.85
"2007-05-24",74.02,74.35,73.28,73.39,1412100,62.28
"2007-05-25",73.7,73.77,73.19,73.7,812400,62.54
"2007-05-29",73.9,74.3,73.21,73.5,1315100,62.37
"2007-05-30",73.39,74.2,73.2,74.12,1189700,62.9
"2007-05-31",74.23,74.57,73.8,73.8,1459200,62.62
"2007-06-01",74,74.27,73.51,73.77,1303900,62.6
"2007-06-04",73.74,73.95,73.57,73.83,918100,62.65
"2007-06-05",72.95,73.6,72.47,72.55,1921200,61.56
"2007-06-06",72.1,72.3,71.32,71.84,1967500,60.96
"2007-06-07",71.84,71.84,71.16,71.32,2117600,60.52
"2007-06-08",71.33,72.42,71.32,72.42,2303800,61.45
"2007-06-11",72.41,73.19,72.16,72.96,1265400,61.91
"2007-06-12",72.96,73.41,72.49,72.49,2202600,61.51
"2007-06-13",72.72,73.96,72.71,73.96,2350600,62.76
"2007-06-14",73.9,74.17,73.56,73.9,1368800,62.71
"2007-06-15",74.19,74.47,74.1,74.24,2509000,63
"2007-06-18",74.31,74.71,74.12,74.55,1754200,63.26
"2007-06-19",74.54,75.1,74.42,74.71,1978300,63.4
"2007-06-20",74.75,74.87,73.34,73.4,2189300,62.29
"2007-06-21",73.37,73.45,72.75,73.1,1916200,62.03
"2007-06-22",72.98,72.99,71.86,71.97,2687800,61.07
"2007-06-25",72.26,72.79,71.2,71.42,1837600,60.61
"2007-06-26",71.65,72.1,71.27,71.28,1905000,60.49
"2007-06-27",71.03,72.08,70.8,72.01,1844400,61.11
"2007-06-28",71.84,72.64,71.41,72.17,1534900,61.24
"2007-06-29",71.96,72.17,71.17,71.58,2991800,60.74
"2007-07-02",71.98,73.15,71.98,73.15,1780600,62.07
"2007-07-03",73.4,74.23,73.38,73.56,1270500,62.42
"2007-07-05",73.65,73.84,72.92,73,1313800,61.95
"2007-07-06",73.2,73.2,72.72,72.99,1414100,61.94
"2007-07-09",73.23,73.27,72.34,72.41,1538500,61.45
"2007-07-10",72.11,72.19,71.35,71.48,2333200,60.66
"2007-07-11",71,71.34,70.78,71.2,2549200,60.96
"2007-07-12",71.61,73.51,71.2,73.49,2109100,62.92
"2007-07-13",73.31,73.83,73.11,73.43,2290200,62.86
"2007-07-16",73.36,73.94,73.28,73.53,1094900,62.95
"2007-07-17",73.72,74.12,73.42,73.87,1677000,63.24
"2007-07-18",73.62,73.87,72.6,73.21,2310800,62.68
"2007-07-19",73.2,73.2,70.37,71.37,4609000,61.1
"2007-07-20",71.23,71.96,70.81,71.3,3754000,61.04
"2007-07-23",71.55,71.66,70.67,70.86,3974900,60.66
"2007-07-24",70.35,70.47,68.45,68.68,4032400,58.8
"2007-07-25",67.05,69.52,66.2,68.42,4831600,58.58
"2007-07-26",67.84,67.84,65.22,65.96,5115200,56.47
"2007-07-27",66.15,67.63,65.96,66.54,4935600,56.97
"2007-07-30",66.47,68.52,66.42,68.18,4396400,58.37
"2007-07-31",68.7,69.42,66.58,66.65,4373000,57.06
"2007-08-01",66.79,67.56,65.9,67.47,3320300,57.76
"2007-08-02",67.7,68.28,66.95,67.55,1945400,57.83
"2007-08-03",66.64,67.65,64.06,64.09,3863400,54.87
"2007-08-06",64.1,68.39,64,68.3,3984100,58.47
"2007-08-07",67.81,69.3,66.86,68.57,3477500,58.7
"2007-08-08",68.97,72.81,68.84,71.84,4494000,61.5
"2007-08-09",69.49,71.67,69.07,70.86,4971400,60.66
"2007-08-10",69.18,71.66,68.58,70.61,3507300,60.45
"2007-08-13",71.07,71.13,68.64,68.8,2917100,58.9
"2007-08-14",68.74,69.01,67.06,67.57,2055400,57.85
"2007-08-15",67.72,69.55,67.62,67.9,2417000,58.13
"2007-08-16",67.48,71.67,67.09,71.66,5028200,61.35
"2007-08-17",73.5,75.99,71.22,72.53,4930400,62.09
"2007-08-20",72.87,73.09,71.44,72.37,4185900,61.96
"2007-08-21",73.64,73.75,71.89,72.71,2475900,62.25
"2007-08-22",73.48,73.85,71.78,73,1954100,62.5
"2007-08-23",73.16,73.55,71.61,72.29,1873700,61.89
"2007-08-24",72.72,73.11,71.56,72.52,1292200,62.09
"2007-08-27",72.48,72.54,70.92,70.93,1759300,60.72
"2007-08-28",70.46,70.5,68.98,69.01,2207200,59.08
"2007-08-29",68.94,70.8,68.22,70.72,1618800,60.54
"2007-08-30",69.91,70.73,69.4,69.61,1718500,59.59
"2007-08-31",70.42,70.97,69.82,70.37,2134300,60.25
"2007-09-04",70.73,71.02,70,70.39,1552000,60.26
"2007-09-05",69.87,69.99,68.66,68.87,1942700,58.96
"2007-09-06",68.63,69.64,68.14,69.52,1146000,59.52
"2007-09-07",68.2,69.43,68.05,68.35,1769800,58.52
"2007-09-10",68.52,68.78,67.39,68.06,1367500,58.27
"2007-09-11",68.3,69.59,68.22,69.08,1344500,59.14
"2007-09-12",68.9,68.98,68.19,68.44,1363400,58.59
"2007-09-13",69.02,69.2,68.4,68.96,1450400,59.04
"2007-09-14",68.44,69.35,68.15,69.22,1242800,59.26
"2007-09-17",68.89,69.45,68.4,69.15,1291100,59.2
"2007-09-18",69.51,72.12,69.25,72.08,2441700,61.71
"2007-09-19",72.4,72.9,71.66,71.97,1963900,61.61
"2007-09-20",71.87,72.03,70.33,70.58,1852700,60.42
"2007-09-21",71.36,71.37,69.88,70.26,1937300,60.15
"2007-09-24",70.09,70.34,69.33,69.65,1702200,59.63
"2007-09-25",69.23,70,69.07,69.55,1420500,59.54
"2007-09-26",70,70,68.43,68.55,1809100,58.69
"2007-09-27",69.09,69.27,68.09,68.81,1557100,58.91
"2007-09-28",68.54,68.89,67.95,68.1,2052500,58.3
"2007-10-01",68.1,69.2,67.99,69.2,3378500,59.24
"2007-10-02",69.49,70.05,68.93,69.43,2311000,59.44
"2007-10-03",69.25,70.25,69.15,69.89,1374500,59.83
"2007-10-04",70.28,71.5,70.2,70.92,1797600,60.72
"2007-10-05",71.4,72.47,71.18,71.81,1522100,61.48
"2007-10-08",71.85,72.25,71.36,71.62,814200,61.32
"2007-10-09",71.86,71.97,70.68,71.58,1325500,61.28
"2007-10-10",71.01,71.09,70.28,70.46,1881900,60.86
"2007-10-11",70.96,70.99,69.12,69.37,2586900,59.92
"2007-10-12",69.6,70.5,69.48,70.06,2042400,60.51
"2007-10-15",70.12,70.15,68.02,68.46,1567100,59.13
"2007-10-16",68.38,68.51,66.14,66.23,2420100,57.2
"2007-10-17",66.95,67.75,66.1,67.27,3710700,58.1
"2007-10-18",66.89,71.05,66.55,70.01,4526100,60.47
"2007-10-19",69.94,70.99,68.39,68.53,3345400,59.19
"2007-10-22",67.8,69.13,67.31,68.5,2056800,59.16
"2007-10-23",68.74,69.16,68.07,69.05,1298500,59.64
"2007-10-24",68.75,69.69,67.44,69.29,2408600,59.85
"2007-10-25",69.67,70.39,68.59,69.72,2658700,60.22
"2007-10-26",70.29,72.11,69.78,72.11,2679000,62.28
"2007-10-29",72.25,73.11,71.65,71.81,2366000,62.02
"2007-10-30",71.6,72.43,71.3,71.52,1343600,61.77
"2007-10-31",72.06,72.66,70.46,72.16,2237600,62.33
"2007-11-01",71.6,71.6,69.75,69.79,3247400,60.28
"2007-11-02",70.01,70.06,68,69.28,2944900,59.84
"2007-11-05",68.25,69.58,67.35,68.59,2469700,59.24
"2007-11-06",68.4,70.5,68.05,70.41,2457500,60.81
"2007-11-07",69.22,69.43,67.17,67.24,2403600,58.08
"2007-11-08",67.3,67.71,65.06,67.36,4234600,58.18
"2007-11-09",66.34,69.94,66.09,68.76,4393800,59.39
"2007-11-12",68.5,72.42,68.47,70.67,4465900,61.04
"2007-11-13",71.12,73.39,71.05,73.23,3136700,63.25
"2007-11-14",73.53,73.9,71.17,71.51,2965900,61.76
"2007-11-15",71.08,71.1,68.89,69.51,3187300,60.04
"2007-11-16",70,70.34,68.84,69.67,3040100,60.18
"2007-11-19",69.09,69.91,67.74,69,3004300,59.6
"2007-11-20",68.75,70.69,67.34,69.18,4205700,59.75
"2007-11-21",68.4,69.58,67.4,67.85,2530700,58.6
"2007-11-23",68.64,70.35,68.15,69.84,1255300,60.32
"2007-11-26",69.7,69.82,66.75,66.87,2539300,57.76
"2007-11-27",67.35,69.27,67.25,69.21,3918500,59.78
"2007-11-28",69.59,73.75,69.56,73.58,3950700,63.55
"2007-11-29",73.42,73.42,71.3,72.34,2055500,62.48
"2007-11-30",73.35,74.56,72.75,73.21,2653400,63.23
"2007-12-03",73.3,73.64,72,72.86,1517600,62.93
"2007-12-04",72.28,72.92,71.41,71.98,1647400,62.17
"2007-12-05",72.5,73.47,71.87,72.96,1646700,63.02
"2007-12-06",72.93,74.16,72.03,73.89,3140700,63.82
"2007-12-07",73.88,74.05,71.86,72.2,2399200,62.36
"2007-12-10",72.26,74.36,72.26,73.87,2013700,63.8
"2007-12-11",73.84,74.2,70.76,70.76,3441300,61.12
"2007-12-12",69.07,70.65,67.05,68.25,6174800,58.95
"2007-12-13",67.78,68.54,65.91,66.56,5022800,57.49
"2007-12-14",66.46,66.46,64.59,64.81,5385200,55.98
"2007-12-17",64.66,65.28,64,64.68,3262400,55.87
"2007-12-18",64.93,65.24,63.54,64.3,3235700,55.54
"2007-12-19",64.4,65.58,64.06,64.9,2327500,56.06
"2007-12-20",65.5,65.5,63.93,64.51,3038200,55.72
"2007-12-21",65.13,66.02,64.2,65.78,5163300,56.82
"2007-12-24",66.2,67.21,65.69,66.52,1143500,57.45
"2007-12-26",66.1,66.7,65.81,66.64,1181300,57.56
"2007-12-27",66.38,66.38,65.45,65.47,1342100,56.55
"2007-12-28",65.67,66.13,65.16,65.66,2202700,56.71
"2007-12-31",65.45,66.3,64.42,65.65,1943600,56.7
"2008-01-02",65.51,66.18,64.53,64.73,2212600,55.91
"2008-01-03",64.82,65.17,63.65,64,2072900,55.28
"2008-01-04",63.32,63.57,62.45,62.55,3029200,54.03
"2008-01-07",63.05,64.03,61.66,63.47,2774500,54.82
"2008-01-08",63.91,65.01,61.35,61.48,3462100,53.1
"2008-01-09",61.43,62.16,59.52,62.1,3899300,54.19
"2008-01-10",61.75,63.77,60.81,62.54,4686500,54.58
"2008-01-11",62.09,63.66,61.33,62.52,3569900,54.56
"2008-01-14",62.91,63.06,61.36,61.8,2306200,53.93
"2008-01-15",61,61,59.5,59.54,3890400,51.96
"2008-01-16",59.32,61.83,59.23,60.99,4305500,53.22
"2008-01-17",60.6,61.45,56.49,56.63,4668600,49.42
"2008-01-18",56.91,57.85,55.63,57.37,5538800,50.06
"2008-01-22",54.49,58.89,54.49,57.21,8291400,49.93
"2008-01-23",53.1,60.88,53.1,60,8394700,52.36
"2008-01-24",60.35,62.22,60.35,61.98,6825100,54.09
"2008-01-25",62.7,65,60.06,60.66,5526500,52.94
"2008-01-28",60.62,61.91,59.85,61.7,3626100,53.84
"2008-01-29",62.29,64.04,62.05,64.03,4817700,55.88
"2008-01-30",63.76,65.6,62.36,63.19,4087100,55.14
"2008-01-31",61.33,66.24,61.31,65.6,4500800,57.25
"2008-02-01",65.77,67.23,65.01,66.42,3996000,57.96
"2008-02-04",65.56,65.96,63.87,64.37,2713400,56.17
"2008-02-05",63.36,64.44,62.43,63.22,3228100,55.17
"2008-02-06",63.53,64.69,62.47,63.57,4084400,55.48
"2008-02-07",63.31,64.91,62.98,64.48,3716700,56.27
"2008-02-08",64.08,64.37,62.5,63.29,2302700,55.23
"2008-02-11",63.15,63.34,61.79,62.37,2343100,54.43
"2008-02-12",62.99,64.36,62.56,63.73,2983200,55.61
"2008-02-13",64.25,64.58,62.49,63.57,2586300,55.48
"2008-02-14",63.47,64.43,62.2,62.76,2440400,54.77
"2008-02-15",62.7,63.64,61.68,63.56,2667800,55.47
"2008-02-19",64.17,64.83,62.14,62.39,3108300,54.45
"2008-02-20",61.8,63.27,61.16,63.03,3041000,55
"2008-02-21",63.24,63.58,61.66,61.83,1753100,53.96
"2008-02-22",62.03,63.07,60.73,62.97,2568200,54.95
"2008-02-25",62.75,63.42,61.31,63.24,3011700,55.19
"2008-02-26",62.82,63.96,62.53,63.37,1924400,55.3
"2008-02-27",62.62,64.7,62.34,63.6,2354500,55.5
"2008-02-28",62.86,63.29,61.98,62.8,3726700,54.8
"2008-02-29",61.81,62.93,61.05,61.43,4940800,53.61
"2008-03-03",61.25,61.4,59.5,60.07,3034300,52.42
"2008-03-04",59.4,61.08,58.3,60.6,4474100,52.88
"2008-03-05",60.37,61.86,59.41,60.01,3169700,52.37
"2008-03-06",59.6,59.6,58.05,58.15,3031500,50.75
"2008-03-07",57.8,60.22,57.08,59.32,4673600,51.77
"2008-03-10",59.26,60.16,57.95,58.29,2573600,50.87
"2008-03-11",59.72,63.22,59.72,63.04,3620000,55.01
"2008-03-12",62.5,65.13,62.41,62.41,3856700,54.46
"2008-03-13",60.1,62.34,59.34,61.92,4443200,54.04
"2008-03-14",62,63.19,58.72,60.38,6286700,52.69
"2008-03-17",58.8,62.28,57.01,61.6,5462300,53.76
"2008-03-18",62.66,64.45,61.89,64.3,4451900,56.11
"2008-03-19",64.49,65.69,62.88,63.5,5105700,55.41
"2008-03-20",64,67.92,63.75,67.51,5099800,58.91
"2008-03-24",66.75,71.2,66.75,68.81,4905800,60.05
"2008-03-25",68,68.88,67.21,67.83,4043600,59.19
"2008-03-26",67.35,67.79,66.19,66.49,4859500,58.02
"2008-03-27",67,69.8,65.68,67.78,6465000,59.15
"2008-03-28",67.98,68.04,65.57,65.81,3657600,57.43
"2008-03-31",65.66,67.05,65.3,65.57,2800300,57.22
"2008-04-01",66.64,69.61,66.64,69.51,3730600,60.66
"2008-04-02",69.5,70.76,68.83,69.08,2863100,60.28
"2008-04-03",68.41,69.34,67.42,68.5,2465700,59.78
"2008-04-04",68.52,68.62,67.39,67.73,3392900,59.11
"2008-04-07",68.09,69.37,67.81,68.08,1903900,59.41
"2008-04-08",67.73,68.11,66.44,66.88,2068200,58.36
"2008-04-09",66.53,67.96,65.93,66.12,3160100,57.7
"2008-04-10",65.68,65.79,63.97,64.7,3336600,57.03
"2008-04-11",63.94,65.72,63,64.24,3033100,56.63
"2008-04-14",64.09,64.13,61.76,61.82,3515100,54.49
"2008-04-15",62.47,64.03,62.14,62.64,3589100,55.21
"2008-04-16",63.73,65.51,63.5,65.39,2980800,57.64
"2008-04-17",63.6,66.75,63.11,66.15,3070600,58.31
"2008-04-18",67.72,68.84,66.01,66.5,2861800,58.62
"2008-04-21",66.12,66.51,64.82,65.29,1996800,57.55
"2008-04-22",64.97,66.1,64.37,65.73,2374200,57.94
"2008-04-23",65.9,67.25,65.89,66.18,2996100,58.34
"2008-04-24",66.52,68.98,66.32,68.55,2558900,60.42
"2008-04-25",68.75,70.68,68.21,70.57,2155100,62.2
"2008-04-28",70.55,70.55,69.46,69.57,2369400,61.32
"2008-04-29",69.59,70.21,68.56,68.74,1838200,60.59
"2008-04-30",68.75,70.42,68.42,69.35,3297900,61.13
"2008-05-01",69.5,72.17,69.36,71.74,3270700,63.24
"2008-05-02",72.3,73,70.15,70.65,2280400,62.28
"2008-05-05",70.37,70.66,69.45,70.08,1440200,61.77
"2008-05-06",69.26,70.95,68.77,70.63,2315300,62.26
"2008-05-07",70.39,71.1,68.56,68.78,2522100,60.63
"2008-05-08",68.93,69.17,67.39,67.94,1794200,59.89
"2008-05-09",66.18,68.22,65.7,67.01,2058300,59.07
"2008-05-12",67.4,68.06,67.09,68.06,1583300,59.99
"2008-05-13",68.04,68.47,67.33,67.52,1742600,59.52
"2008-05-14",67.7,68.37,67.52,67.97,1430200,59.91
"2008-05-15",67.87,69.39,67.5,69.39,1609300,61.16
"2008-05-16",69.37,69.37,67.3,67.96,2049800,59.9
"2008-05-19",68.14,68.92,67.1,67.24,1761000,59.27
"2008-05-20",66.65,66.93,66.13,66.52,2083400,58.63
"2008-05-21",66.72,67.41,65.57,65.72,2171000,57.93
"2008-05-22",65.71,67.01,65.39,66.69,1827000,58.78
"2008-05-23",66.2,66.32,65.29,65.35,1206000,57.6
"2008-05-27",65.41,66.35,65.15,65.93,1651600,58.11
"2008-05-28",66.06,66.16,63.95,64.98,2043400,57.28
"2008-05-29",64.97,65.94,64.7,65.43,2651100,57.67
"2008-05-30",65.85,65.85,63.93,64.25,2548400,56.63
"2008-06-02",64.15,64.15,62.77,63.38,2130900,55.87
"2008-06-03",63.9,64.44,62.33,63.32,2223100,55.81
"2008-06-04",63.15,64.21,61.53,62.09,2935100,54.73
"2008-06-05",62.2,63.08,61.91,63.03,2432200,55.56
"2008-06-06",62.38,62.38,60.89,60.98,3303000,53.75
"2008-06-09",61.09,61.71,59.22,59.86,3396000,52.76
"2008-06-10",59.47,62,59.2,60.28,3108200,53.13
"2008-06-11",59.98,60.18,58,58.46,3531400,51.53
"2008-06-12",59.02,60.94,58.09,59.73,4261600,52.65
"2008-06-13",60.43,60.52,58.07,59.51,4071700,52.46
"2008-06-16",58.99,61.18,58.23,60.5,3887100,53.33
"2008-06-17",61.12,61.98,58.14,58.14,2972800,51.25
"2008-06-18",57.55,58.1,56.41,57.35,4407700,50.55
"2008-06-19",57.29,58.19,56.36,57.85,6203000,50.99
"2008-06-20",55.54,59.12,55.22,57.86,6183900,51
"2008-06-23",58.05,58.05,56.03,56.55,3184700,49.85
"2008-06-24",57.08,59.33,56.14,58.82,3988200,51.85
"2008-06-25",59,61.06,58.4,58.68,4531200,51.72
"2008-06-26",57.99,59.03,57.15,57.78,4119000,50.93
"2008-06-27",58.05,58.83,57.59,58,3576500,51.12
"2008-06-30",58.21,58.43,56.83,57.1,3737700,50.33
"2008-07-01",56.49,58.37,55.4,57.59,5486200,50.76
"2008-07-02",58.07,59.24,57.02,57.03,4588700,50.27
"2008-07-03",57.4,58.15,55.53,55.69,2183200,49.09
"2008-07-07",56.03,56.48,53.44,54.43,4675200,47.98
"2008-07-08",54.46,58.49,53.77,58.41,4905500,51.49
"2008-07-09",58.29,58.29,55.26,55.35,4685300,49.35
"2008-07-10",55.29,56.89,54.26,55.91,4300000,49.85
"2008-07-11",54.93,58.1,53.69,56.58,5927300,50.44
"2008-07-14",57.4,57.4,52.01,52.05,7848000,46.4
"2008-07-15",51.22,52.99,49.01,49.87,8593200,44.46
"2008-07-16",51.3,58.4,50.13,57.91,9436200,51.63
"2008-07-17",60.75,65.75,60.56,65.75,13444600,58.62
"2008-07-18",65.49,66.03,63.42,64.98,6268300,57.93
"2008-07-21",65.8,65.87,63.16,63.69,4621400,56.78
"2008-07-22",63.36,70.47,62.36,70.18,7977500,62.57
"2008-07-23",70.41,71.71,68,69.66,8433800,62.1
"2008-07-24",69.56,70.39,67.71,67.94,7920300,60.57
"2008-07-25",68.24,70,66.86,67.83,4701300,60.47
"2008-07-28",67.91,69.5,65.9,66.16,5477900,58.98
"2008-07-29",66.37,71.28,66.19,71.28,6439100,63.55
"2008-07-30",71.59,72.95,69.83,71.96,6442600,64.15
"2008-07-31",70.33,72.75,70.33,71.29,4173700,63.56
"2008-08-01",71.34,72.18,69.57,71.81,3326700,64.02
"2008-08-04",71.56,72.44,69.38,71.64,4284700,63.87
"2008-08-05",72.28,73.8,70.74,73.63,5344000,65.64
"2008-08-06",73.22,74.44,72.35,73.28,5950100,65.33
"2008-08-07",72.43,72.98,68.54,69.39,8266200,61.86
"2008-08-08",68.99,72.14,68.99,71.66,4490500,63.89
"2008-08-11",72.52,73.85,71.11,73.11,5123900,65.18
"2008-08-12",72.12,73.51,69.9,70.53,4714400,62.88
"2008-08-13",69.99,71.03,68.91,70.08,5739500,62.48
"2008-08-14",69.5,70.99,69.28,70.48,3446600,62.84
"2008-08-15",70.9,73,70.77,71.75,3504400,63.97
"2008-08-18",71.93,71.93,69.43,69.98,3343600,62.39
"2008-08-19",68.61,69.81,67.82,68.72,3574600,61.27
"2008-08-20",68.92,70.26,67.36,69.78,4196200,62.21
"2008-08-21",68.94,70.79,68.11,70.24,3064600,62.62
"2008-08-22",71.75,72.22,69.9,71.96,3743900,64.15
"2008-08-25",71.26,71.41,69.04,69.05,2916200,61.56
"2008-08-26",69,69.53,67.86,69.41,3198600,61.88
"2008-08-27",69.23,70.95,68.85,70.24,1834300,62.62
"2008-08-28",70.82,72.16,70.13,71.97,2116800,64.16
"2008-08-29",71.32,72.5,71.02,71.95,2345900,64.15
"2008-09-02",72.84,73.96,72.45,73.44,2963700,65.47
"2008-09-03",73.13,74.26,72.29,74.12,3308000,66.08
"2008-09-04",73.89,74.16,72.64,72.75,4540600,64.86
"2008-09-05",72.14,74.56,71.1,74.29,5003100,66.23
"2008-09-08",76.64,77.93,74.21,76.78,8462800,68.45
"2008-09-09",75.83,76.86,72.79,72.85,5910000,64.95
"2008-09-10",71.66,73.21,69.77,70.86,6896900,63.17
"2008-09-11",69.06,73.29,68.66,73.02,6446700,65.1
"2008-09-12",71.75,73.56,71.41,72.97,6183300,65.06
"2008-09-15",70.51,74.49,69.65,70.42,7650100,62.78
"2008-09-16",68.5,76.8,67.75,76.78,9705000,68.45
"2008-09-17",75.1,76.34,70.19,71.96,9199000,64.15
"2008-09-18",73.81,80,66.26,79,13849200,70.43
"2008-09-19",86.01,87.99,78.58,81.21,9236600,72.4
"2008-09-22",81.11,81.11,75.03,75.6,3576000,67.4
"2008-09-23",75,77.71,71.68,71.68,2704000,63.91
"2008-09-24",73.45,75.95,72.54,72.81,3928100,64.91
"2008-09-25",72.51,74.66,71.97,72.3,2792900,64.46
"2008-09-26",71.75,77.44,70.52,75.5,4199800,67.31
"2008-09-29",75,77.99,68,68,5947200,60.62
"2008-09-30",71.41,78,68.03,74.7,4191800,66.6
"2008-10-01",75,79,73.1,77.4,4290600,69
"2008-10-02",78.5,79,76.09,77.68,3643500,69.25
"2008-10-03",78.75,80,74.15,74.15,3847700,66.11
"2008-10-06",73,77.86,71.09,75.4,4826600,67.22
"2008-10-07",76.12,76.19,69.3,69.3,3912900,61.78
"2008-10-08",67.4,72.3,63.53,67.75,4939600,60.98
"2008-10-09",68.01,68.9,59.85,59.85,6746000,53.87
"2008-10-10",57.59,68,56.35,68,8589300,61.21
"2008-10-13",71.02,72.47,64.74,68.35,6261400,61.52
"2008-10-14",69.28,69.31,58.46,63.04,12541800,56.74
"2008-10-15",61.75,64.5,60.01,61.5,6621100,55.36
"2008-10-16",60.37,63.1,57,61.4,7650800,55.27
"2008-10-17",59.76,62.21,57.42,57.94,4132100,52.15
"2008-10-20",57.03,60.05,56.87,59.66,3380200,53.7
"2008-10-21",58.7,60.96,58.64,58.99,2702700,53.1
"2008-10-22",58.13,59.34,54.52,55.62,4487900,50.06
"2008-10-23",55.84,57.06,54.06,56.88,4958000,51.2
"2008-10-24",42.51,61,42.51,58.88,16126800,53
"2008-10-27",58.6,61.84,57.41,58.63,9079700,52.77
"2008-10-28",60.57,65.49,58.27,65.44,7229300,58.9
"2008-10-29",64.61,66.77,61.53,62.82,7172300,56.54
"2008-10-30",65.79,66.18,63.16,64.47,5330100,58.03
"2008-10-31",64.21,66.98,63.15,66.67,5365200,60.01
"2008-11-03",66.8,68.8,65.7,68.37,3565800,61.54
"2008-11-04",69.36,73.15,68.23,72.63,6993500,65.37
"2008-11-05",71.62,74.68,68.05,68.34,7313100,61.51
"2008-11-06",68.03,72.99,66.87,67.74,11240200,60.97
"2008-11-07",68.42,68.42,65.07,67.32,5354500,60.6
"2008-11-10",67.66,68.95,65.96,66.77,3768500,60.1
"2008-11-11",66,67.25,62.87,64.03,5065500,57.63
"2008-11-12",64,64.11,61.14,61.66,5142200,55.5
"2008-11-13",62.39,67.4,59.44,66.12,6938400,59.52
"2008-11-14",64.97,67.39,62.07,62.34,4603000,56.11
"2008-11-17",61.5,63.29,59.01,59.19,5467600,53.28
"2008-11-18",59.08,59.87,54.15,55.45,11185400,49.91
"2008-11-19",55.11,56.47,49.5,49.83,10853400,44.85
"2008-11-20",49.25,50.09,44,44.77,11607800,40.3
"2008-11-21",45.75,47.01,39.09,43.69,12001400,39.33
"2008-11-24",44.78,49.51,43.2,48.55,7628300,43.7
"2008-11-25",50.48,52.49,49.85,52.17,6541100,46.96
"2008-11-26",51.05,52.77,48.67,52.41,4847500,47.17
"2008-11-28",52.33,52.77,50.49,52.77,2096200,47.5
"2008-12-01",50.61,51.31,43.57,44.27,5574500,39.85
"2008-12-02",44.38,45.32,42.04,43.26,8393700,38.94
"2008-12-03",42.16,47.47,41.93,46.98,8375200,42.29
"2008-12-04",45.98,51.05,45.31,47.82,6831400,43.04
"2008-12-05",47.1,52.71,46.68,52.48,6832400,47.24
"2008-12-08",53.96,55.82,52.16,55.75,5922000,50.18
"2008-12-09",54.72,57.5,51.59,52.12,9510700,46.91
"2008-12-10",52.8,54,51.36,52.69,5325500,47.43
"2008-12-11",51.9,53.49,46.33,46.65,7103900,41.99
"2008-12-12",46.43,49.63,45.57,49.16,5285900,44.25
"2008-12-15",49.26,49.91,44.64,46,6386800,41.4
"2008-12-16",47.22,49.29,46.11,49.2,9097900,44.29
"2008-12-17",48.45,49.41,45.71,45.98,7094700,41.39
"2008-12-18",46.52,47.37,43.56,44.46,5409100,40.02
"2008-12-19",44.61,46.12,44.02,44.39,5804300,39.96
"2008-12-22",44.49,45.13,42.33,42.68,3870800,38.42
"2008-12-23",43.08,43.56,42.01,43.01,3398400,38.71
"2008-12-24",43.95,43.95,42.41,43.55,1203300,39.2
"2008-12-26",43.94,44.12,43.19,43.72,1342200,39.35
"2008-12-29",43.87,43.95,42.67,43.69,2366300,39.33
"2008-12-30",43.72,46.48,43.54,46.18,3304400,41.57
"2008-12-31",46.31,49.42,46.11,49,8199700,44.11
