"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2010-09-29",52.13,52.34,51.56,51.8,4432200,47.92
"2010-09-30",52.29,52.76,51.71,51.91,5454000,48.03
"2010-10-01",52.56,53,51.94,52.84,5008800,48.89
"2010-10-04",52.66,53.27,51.84,52.1,3654700,48.2
"2010-10-05",52.51,53.95,52.3,53.48,5938600,49.48
"2010-10-06",53.27,53.97,52.94,53.78,4380400,49.76
"2010-10-07",54.13,54.35,52.69,53.1,3949300,49.13
"2010-10-08",53.19,53.44,52.76,53.08,3511500,49.11
"2010-10-11",53.03,53.31,52.59,52.84,3057100,48.89
"2010-10-12",52.71,53.25,52.1,53.05,5104700,49.08
"2010-10-13",53.37,53.88,52.79,52.92,4751900,49.05
"2010-10-14",52.73,52.73,50.97,51.75,7674500,47.97
"2010-10-15",52.03,52.24,50.69,51.32,7616600,47.57
"2010-10-18",51.08,53.08,51.01,53.01,3886500,49.14
"2010-10-19",52.42,53.82,52.42,53.04,6011700,49.16
"2010-10-20",52.96,53.45,52,52.74,5958000,48.89
"2010-10-21",52.59,54.36,52.4,53.56,7742200,49.65
"2010-10-22",53.79,54.73,53.65,54.72,5072800,50.72
"2010-10-25",55,55,53.85,54,4102200,50.05
"2010-10-26",53.76,54.33,53.6,54,3305900,50.05
"2010-10-27",53.67,54.61,53.46,53.75,4741400,49.82
"2010-10-28",54.08,54.3,53.26,53.64,2417900,49.72
"2010-10-29",53.51,54.18,53.36,53.9,2380300,49.96
"2010-11-01",54.08,54.6,52.52,53.17,3979100,49.29
"2010-11-02",53.47,53.49,52.65,52.9,3271600,49.04
"2010-11-03",52.9,54.08,52.55,54.06,5808300,50.11
"2010-11-04",54.54,56,54.31,55.93,6551600,51.84
"2010-11-05",56.47,59,56.12,58.41,10117500,54.14
"2010-11-08",57.84,58.26,56.73,57.65,4569100,53.44
"2010-11-09",57.91,58.05,56.08,56.25,5330700,52.14
"2010-11-10",56.3,57.35,55.91,57.32,4722000,53.13
"2010-11-11",56.87,58.08,56.76,57.81,5629400,53.59
"2010-11-12",57.33,58.02,56.47,56.64,4113600,52.5
"2010-11-15",56.95,57.33,56.64,56.96,3207800,52.8
"2010-11-16",56.65,56.69,55,55.61,5268600,51.55
"2010-11-17",55.74,56.15,55.27,55.4,3842800,51.35
"2010-11-18",56.18,56.95,55.86,56.23,4984900,52.12
"2010-11-19",56.01,56.38,55.59,56.29,2859600,52.18
"2010-11-22",55.73,56.07,55.21,55.58,2992900,51.52
"2010-11-23",54.71,55.22,54.5,54.65,3790800,50.66
"2010-11-24",55,55.12,54.29,54.66,2928300,50.67
"2010-11-26",54.03,54.94,54.03,54.12,1170200,50.17
"2010-11-29",53.84,54.67,53.66,54.32,3170300,50.35
"2010-11-30",53.85,54.37,53.72,53.85,4796400,49.92
"2010-12-01",54.62,55.23,54.25,55.17,4177400,51.14
"2010-12-02",55.12,56.74,55.04,56.57,6182600,52.44
"2010-12-03",56.29,57.38,55.86,57.26,3655500,53.08
"2010-12-06",56.98,57.48,56.8,57.31,2951800,53.12
"2010-12-07",58.08,58.23,57.55,57.86,6348300,53.63
"2010-12-08",57.92,60.18,57.76,60.18,7516300,55.78
"2010-12-09",60.55,61.79,60.43,61.57,9553600,57.07
"2010-12-10",61.51,61.78,60.32,60.67,7532900,56.24
"2010-12-13",61.24,61.35,59.77,60,7282100,55.62
"2010-12-14",60.02,60.98,60.02,60.41,4573800,56
"2010-12-15",60.41,60.43,58.48,58.56,6991200,54.28
"2010-12-16",58.8,59.39,57.88,58.42,5137000,54.15
"2010-12-17",58.51,58.89,58.31,58.5,3687200,54.23
"2010-12-20",58.73,59.2,58.62,58.63,2758100,54.35
"2010-12-21",58.91,60.23,58.74,60.11,3137400,55.72
"2010-12-22",60.07,61.32,60.07,60.62,3220900,56.19
"2010-12-23",60.44,60.67,59.77,60.11,2369600,55.72
"2010-12-27",59.99,60.42,59.73,60.4,1499700,55.99
"2010-12-28",60.41,60.92,59.9,60.79,2161000,56.35
"2010-12-29",60.88,61.26,60.6,61.19,2691300,56.72
"2010-12-30",60.99,61.1,60.51,60.88,2431700,56.43
"2010-12-31",60.77,61.02,60.59,60.72,1329500,56.28
"2011-01-03",61.29,61.92,61.29,61.46,3871600,56.97
"2011-01-04",61.67,61.89,60.13,60.63,3621000,56.2
"2011-01-05",60.65,61.85,60.48,61.8,5537400,57.28
"2011-01-06",61.71,63.18,61.45,62.28,4905100,57.73
"2011-01-07",62.53,62.7,61.11,61.94,4480500,57.41
"2011-01-10",61.37,62.05,61.16,61.62,2296900,57.12
"2011-01-11",61.89,62.13,61.23,61.72,3343700,57.21
"2011-01-12",62.23,62.82,62.11,62.2,3794700,57.75
"2011-01-13",62.29,62.3,61.04,61.13,3388700,56.76
"2011-01-14",61.13,64.34,61.08,64.22,7076600,59.62
"2011-01-18",63.32,64.07,62.85,63.24,4071700,58.71
"2011-01-19",62.68,63.35,61.48,61.81,5511300,57.39
"2011-01-20",60.71,61.42,59.91,61,6808600,56.64
"2011-01-21",61.99,62.07,60.2,60.83,6557200,56.48
"2011-01-24",60.52,60.98,60.25,60.48,3178100,56.15
"2011-01-25",60.21,60.96,59.84,60.88,4771300,56.52
"2011-01-26",61,61.5,60.43,61.17,3822000,56.79
"2011-01-27",61.24,61.82,60.55,61.67,2519600,57.26
"2011-01-28",61.65,61.99,60.07,60.11,4421600,55.81
"2011-01-31",60.36,60.74,59.76,60,4851700,55.71
"2011-02-01",60.32,62.69,60.13,62.29,5519600,57.83
"2011-02-02",62.05,62.72,61.89,62.33,3447700,57.87
"2011-02-03",62.07,62.75,61.82,62.11,2965800,57.67
"2011-02-04",62.07,62.13,61.51,62,1949100,57.56
"2011-02-07",62.17,63.25,61.92,62.75,2495000,58.26
"2011-02-08",62.86,64.32,62.55,64.31,4236500,59.71
"2011-02-09",63.92,64.67,63.64,64.21,3732300,59.62
"2011-02-10",64.28,64.44,63.42,63.85,2418300,59.28
"2011-02-11",63.72,64.89,63.13,64.49,2586800,59.88
"2011-02-14",64.03,64.96,64.03,64.94,2673600,60.29
"2011-02-15",64.56,65.19,64.44,64.61,3726700,59.99
"2011-02-16",64.73,65.06,64.55,64.89,3278700,60.25
"2011-02-17",64.54,64.74,63.95,64.03,2685900,59.45
"2011-02-18",64.25,64.46,63.92,63.99,2384500,59.41
"2011-02-22",63.05,63.33,61.68,61.86,4900800,57.43
"2011-02-23",61.79,62.03,60.22,61.56,4573300,57.15
"2011-02-24",61.36,61.69,60.59,61.17,3552200,56.79
"2011-02-25",61.63,62.18,61.42,61.88,2511500,57.45
"2011-02-28",62.08,62.13,61.35,61.7,3188600,57.28
"2011-03-01",61.84,61.84,60.34,60.35,3580000,56.03
"2011-03-02",60.11,60.53,59.67,59.99,3748900,55.7
"2011-03-03",60.69,61.26,60.56,60.95,4238000,56.59
"2011-03-04",60.99,61.4,60.22,60.95,3646200,56.59
"2011-03-07",61.43,61.68,60.47,60.7,3941700,56.36
"2011-03-08",61.09,63.56,61.04,63.37,6026300,58.84
"2011-03-09",63,63.33,62.37,63.1,3426800,58.58
"2011-03-10",62.29,62.78,61.68,62.21,4640200,57.76
"2011-03-11",62.07,63.17,61.92,62.91,4218300,58.41
"2011-03-14",62.53,63.04,62.13,62.56,3939700,58.08
"2011-03-15",60.83,62.54,60.7,62.13,4843600,57.68
"2011-03-16",62.04,62.44,60.32,60.76,6000200,56.41
"2011-03-17",61.81,62.16,61.13,62.01,4363600,57.57
"2011-03-18",62.96,63.75,62.6,62.76,6258300,58.27
"2011-03-21",63.56,63.6,62.03,62.3,3262900,57.84
"2011-03-22",62.3,62.44,61.39,61.43,3282800,57.03
"2011-03-23",61.18,61.48,60.36,61.27,2767300,56.89
"2011-03-24",61.52,61.56,60.7,61.41,1932300,57.02
"2011-03-25",61.74,62.25,61.31,61.77,1774300,57.35
"2011-03-28",61.84,62.15,61.4,61.47,1988300,57.07
"2011-03-29",61.43,62.05,61.09,62.03,2345600,57.59
"2011-03-30",62.46,63.18,62.07,62.93,3400000,58.43
"2011-03-31",62.7,63.24,62.2,62.99,3621000,58.48
"2011-04-01",63.69,64.1,63.2,63.72,2618600,59.16
"2011-04-04",63.77,63.99,63.25,63.6,1590200,59.05
"2011-04-05",63.47,63.47,62.98,63.01,3248600,58.5
"2011-04-06",63.22,64,62.78,63.77,4185600,59.21
"2011-04-07",64.36,64.37,63.47,63.49,5686600,58.95
"2011-04-08",63.95,64.1,63,63.23,2863500,58.71
"2011-04-11",63.37,63.9,63.24,63.26,2242600,58.73
"2011-04-12",63,63.62,62.7,63.13,2955000,58.61
"2011-04-13",63.6,63.61,62.39,62.54,3311000,58.06
"2011-04-14",61.82,62.25,61.21,61.87,3336500,57.77
"2011-04-15",61.96,62.55,61.69,61.9,3419300,57.79
"2011-04-18",61.31,61.59,60.75,60.97,3360300,56.93
"2011-04-19",61.14,61.45,60.6,60.97,2932900,56.93
"2011-04-20",61.73,61.73,60.38,60.75,4814500,56.72
"2011-04-21",62.06,62.36,60.4,61.62,6447300,57.53
"2011-04-25",61.59,61.87,60.96,61.18,2817400,57.12
"2011-04-26",61.35,62.1,61.18,62.01,3700000,57.9
"2011-04-27",62.27,62.47,61.92,62.25,2902400,58.12
"2011-04-28",62.13,62.67,61.7,62.51,3309600,58.36
"2011-04-29",62.56,62.56,61.92,62.34,2825200,58.2
"2011-05-02",62.79,63.15,62.59,62.89,3538600,58.72
"2011-05-03",62.94,64.23,62.67,64.13,4157300,59.88
"2011-05-04",64.15,64.25,63.3,63.51,3906800,59.3
"2011-05-05",63.22,63.68,62.3,62.5,4288000,58.35
"2011-05-06",63.44,63.53,62.34,62.52,2253600,58.37
"2011-05-09",62.36,62.54,61.98,62.08,2083100,57.96
"2011-05-10",62.25,63.53,62.19,63.46,2772300,59.25
"2011-05-11",63.26,64.19,62.71,63.44,4971600,59.23
"2011-05-12",63.22,63.38,62.5,63.19,3062400,59
"2011-05-13",63.09,63.19,61.72,61.8,2953700,57.7
"2011-05-16",61.47,62.56,61.47,61.9,2602900,57.79
"2011-05-17",61.56,62.76,61.56,62.76,3418500,58.6
"2011-05-18",62.68,63.04,62.31,63.03,1959300,58.85
"2011-05-19",63.17,63.19,62.44,62.97,3486200,58.79
"2011-05-20",62.63,63.15,61.58,61.67,3038800,57.58
"2011-05-23",61,61.55,60.97,61.09,2820600,57.04
"2011-05-24",61.26,61.48,60.34,60.68,2598300,56.66
"2011-05-25",61.11,61.34,60.41,61.11,2798400,57.06
"2011-05-26",60.92,61.89,60.7,61.74,2666600,57.64
"2011-05-27",62.12,62.7,61.88,62.54,1997300,58.39
"2011-05-31",63,63.22,62.02,62.42,3706800,58.28
"2011-06-01",62.24,62.32,59.85,59.97,5169500,55.99
"2011-06-02",60.08,60.61,59.56,60.19,3149200,56.2
"2011-06-03",59.36,60.25,59.27,59.34,3144600,55.4
"2011-06-06",59.27,59.88,58.23,59.17,4383400,55.25
"2011-06-07",59.5,60.24,59.39,59.59,3551900,55.64
"2011-06-08",59.35,60.17,59.16,59.2,4058100,55.27
"2011-06-09",59.4,59.55,58.79,59.14,3237100,55.22
"2011-06-10",58.79,59.63,58.14,59.07,5017000,55.15
"2011-06-13",59.25,59.5,58.58,59.25,2680000,55.32
"2011-06-14",59.8,60.24,59.54,59.86,3268000,55.89
"2011-06-15",59.35,59.48,58.14,58.5,4107200,54.62
"2011-06-16",58.94,59.96,58.42,59.47,4268000,55.53
"2011-06-17",59.07,59.18,57.56,57.79,10302200,53.96
"2011-06-20",57.2,57.69,56.05,56.66,11845300,52.9
"2011-06-21",56.51,56.95,56.13,56.9,7471900,53.13
"2011-06-22",56.89,57.09,56.45,56.61,5235300,52.85
"2011-06-23",56,57.09,55.56,56.69,7409200,52.93
"2011-06-24",56.8,57.07,56.17,56.61,5016500,52.85
"2011-06-27",56.8,58.04,56.75,57.85,4555600,54.01
"2011-06-28",58.04,58.22,57.36,57.91,2964400,54.07
"2011-06-29",58.3,59.07,57.91,58.94,4678000,55.03
"2011-06-30",58.84,59.65,58.31,59.61,3946100,55.66
"2011-07-01",59.78,61.04,59.6,60.89,3503600,56.85
"2011-07-05",61.21,61.21,59.59,60.27,3088800,56.27
"2011-07-06",60.23,60.29,59.27,59.78,4155600,55.81
"2011-07-07",59.75,60.9,59.64,60.59,4772000,56.57
"2011-07-08",59.79,60.1,59.28,59.83,3733900,55.86
"2011-07-11",58.92,59.46,58.32,58.48,3902100,54.6
"2011-07-12",58.17,59.09,58.01,58.05,3884600,54.2
"2011-07-13",58.47,59.13,57.9,58.01,4279700,54.16
"2011-07-14",58.2,58.31,56.95,57.26,3630600,53.79
"2011-07-15",57.59,57.98,56.53,56.82,5832100,53.37
"2011-07-18",56.43,56.71,55.71,55.93,4208400,52.54
"2011-07-19",56.39,56.39,55.38,55.83,9713900,52.44
"2011-07-20",56,56.6,54.89,55.59,10425700,52.22
"2011-07-21",56.05,56.96,55.85,56.77,9846900,53.33
"2011-07-22",56.81,56.97,56.45,56.59,2966000,53.16
"2011-07-25",56.08,56.61,55.79,56.51,2974500,53.08
"2011-07-26",56.48,56.49,55.71,55.82,4781600,52.43
"2011-07-27",55.55,55.74,54.5,54.5,5413300,51.19
"2011-07-28",54.52,55.32,54.48,54.59,3659700,51.28
"2011-07-29",54.14,54.74,53.76,54.29,3704100,51
"2011-08-01",54.9,55.07,54.01,54.9,5326400,51.57
"2011-08-02",54.31,54.81,53.21,53.22,6919000,49.99
"2011-08-03",53.16,53.86,52.52,53.79,5551600,50.53
"2011-08-04",53.1,53.44,51.25,51.33,6613000,48.22
"2011-08-05",51.99,52.5,49.87,51.18,10545700,48.08
"2011-08-08",49.85,51.96,46.93,46.99,12641000,44.14
"2011-08-09",48.07,49.35,45.81,49.32,12112200,46.33
"2011-08-10",47.74,47.9,44.97,45.28,14049700,42.53
"2011-08-11",45.63,48.32,45.53,47.65,10379500,44.76
"2011-08-12",48.22,48.95,46.52,46.88,5906500,44.04
"2011-08-15",47.51,47.91,47.18,47.78,5062800,44.88
"2011-08-16",47.15,47.33,46.32,47.04,5601500,44.19
"2011-08-17",47.27,48.19,46.78,47.31,5188500,44.44
"2011-08-18",45.81,46.21,44.54,45,10651600,42.27
"2011-08-19",44.32,45.38,43.1,43.12,9081700,40.5
"2011-08-22",44.42,44.42,42.88,42.98,7411900,40.37
"2011-08-23",43.16,45.02,42.7,45,8212900,42.27
"2011-08-24",45,46.87,44.8,46.87,6949000,44.03
"2011-08-25",48.19,48.99,46.01,46.58,8893800,43.75
"2011-08-26",45.79,47.19,45.32,46.84,5974800,44
"2011-08-29",47.61,49.33,47.61,49.31,4278600,46.32
"2011-08-30",48.89,49.69,48.29,49.26,5290900,46.27
"2011-08-31",49.76,50.75,49.5,50.14,5846400,47.1
"2011-09-01",50.05,50.23,48.47,48.54,5170700,45.6
"2011-09-02",47.49,47.64,45.99,46.23,5836300,43.43
"2011-09-06",44.68,46.07,44.2,46,6766500,43.21
"2011-09-07",46.76,49.12,46.45,49.08,6913300,46.1
"2011-09-08",48.35,48.62,47.4,47.8,6747700,44.9
"2011-09-09",47.04,47.72,46.19,46.38,5880600,43.57
"2011-09-12",45.5,48.21,45.5,48.17,8285900,45.25
"2011-09-13",48.47,49.44,48.11,48.64,5297700,45.69
"2011-09-14",49,50.42,48.51,49.76,5507900,46.74
"2011-09-15",50.36,51.33,50.09,51.27,5419500,48.16
"2011-09-16",51.28,52.23,50.57,51.34,6778500,48.23
"2011-09-19",50.13,50.44,49.37,49.94,4019600,46.91
"2011-09-20",50,51.16,49.82,50.19,4357900,47.15
"2011-09-21",50.29,50.63,47.67,47.69,5024300,44.8
"2011-09-22",46.31,47.39,45.95,46.74,7502900,43.9
"2011-09-23",46.41,47.34,46.22,47.29,4045300,44.42
"2011-09-26",47.95,49.57,47.39,49.42,4394700,46.42
"2011-09-27",50.34,50.94,48.81,49.2,5310500,46.22
"2011-09-28",49.44,50.16,47.9,47.9,4653700,44.99
"2011-09-29",49.18,49.8,48.27,49.79,4718100,46.77
"2011-09-30",48.87,49.18,48.19,48.19,5468300,45.27
"2011-10-03",47.78,48.72,46.21,46.24,6096800,43.43
"2011-10-04",45.23,46.69,44.74,46.59,12300000,43.76
"2011-10-05",46.71,47.65,45.85,47.21,7257300,44.35
"2011-10-06",47,49.39,46.33,49.27,13093800,46.28
"2011-10-07",49.72,49.72,47.54,47.75,12992500,44.85
"2011-10-10",48.97,50.3,48.87,50.3,6917900,47.25
"2011-10-11",49.75,50.5,49.12,49.9,10684200,46.87
"2011-10-12",50.24,52.86,50.21,51.97,7338500,48.82
"2011-10-13",51.39,51.77,50.01,51.28,4038100,48.17
"2011-10-14",51.81,52.12,50.46,51.16,4841400,48.06
"2011-10-17",50.43,50.8,48.94,49.01,5267800,46.35
"2011-10-18",49.46,51.9,49.4,51.22,6738800,48.44
"2011-10-19",51.05,53.7,50.9,51.33,7594600,48.55
"2011-10-20",51.79,53.24,51.02,53.1,6796000,50.22
"2011-10-21",53.95,54.46,53.2,54.06,6667200,51.13
"2011-10-24",54.06,55.52,53.96,54.98,4375300,52
"2011-10-25",54,54.35,52.84,53.02,4589900,50.15
"2011-10-26",53.94,54.46,53.06,53.89,5300100,50.97
"2011-10-27",56.61,56.78,54.89,55.97,6164000,52.94
"2011-10-28",55.85,56.08,54.72,55.07,4221100,52.09
"2011-10-31",54.01,55.51,53.67,53.71,4788000,50.8
"2011-11-01",51.33,52.78,50.89,51.38,6150400,48.6
"2011-11-02",52.49,53.19,52,52.6,4057200,49.75
"2011-11-03",53.52,53.73,51.77,53.41,4177500,50.52
"2011-11-04",52.88,52.92,51.5,52.67,3723700,49.82
"2011-11-07",52.66,53.81,52.56,53.76,4286000,50.85
"2011-11-08",54,54.7,53.3,54.56,2994100,51.6
"2011-11-09",53.12,53.51,51.58,51.81,5344600,49
"2011-11-10",52.66,53.12,52.19,52.65,3816600,49.8
"2011-11-11",53.63,54.34,53.55,53.87,2481800,50.95
"2011-11-14",53.32,53.61,52.35,52.81,2866800,49.95
"2011-11-15",52.6,54.01,52.54,53.61,2908000,50.7
"2011-11-16",52.77,54.43,52.69,52.82,4225500,49.96
"2011-11-17",52.7,53.74,51.74,52.02,4704600,49.2
"2011-11-18",52.25,52.96,51.62,52.69,3810500,49.83
"2011-11-21",51.96,51.96,50.83,50.97,5226700,48.21
"2011-11-22",50.82,51.13,50.12,50.21,3861100,47.49
"2011-11-23",49.88,49.88,48.87,48.88,4555800,46.23
"2011-11-25",48.8,50.09,48.8,49.07,1725400,46.41
"2011-11-28",50.66,50.82,49.72,50.25,3010600,47.53
"2011-11-29",50.78,51.56,50.16,50.83,3299000,48.08
"2011-11-30",52.86,54.35,51.93,54.21,5665400,51.27
"2011-12-01",53.92,54,52.62,53.47,2505500,50.57
"2011-12-02",54.14,54.81,53.8,53.97,3284200,51.05
"2011-12-05",54.98,55.65,54.59,55.18,3260900,52.19
"2011-12-06",55.19,55.33,54.44,54.97,2575400,51.99
"2011-12-07",54.74,56.25,54.52,55.96,3565100,52.93
"2011-12-08",55.62,56.01,54.24,54.4,4809500,51.45
"2011-12-09",54.81,56.1,54.6,55.91,3077400,52.88
"2011-12-12",55.18,55.43,54.03,54.62,2868400,51.66
"2011-12-13",54.75,55.34,53.4,53.85,3792800,50.93
"2011-12-14",53.57,54.65,53.4,54.05,4053400,51.12
"2011-12-15",54.65,55.09,53.83,53.9,3175300,50.98
"2011-12-16",54.6,55.53,54.59,55.09,5320900,52.1
"2011-12-19",55.13,55.65,54.07,54.38,4860000,51.43
"2011-12-20",55.5,56.44,55.44,56.15,3957600,53.11
"2011-12-21",56.31,57,55.42,56.88,2674800,53.8
"2011-12-22",56.96,58.3,56.96,58,3647200,54.86
"2011-12-23",58.28,58.7,57.8,58.57,2264800,55.4
"2011-12-27",58.6,58.6,58.11,58.37,1671900,55.21
"2011-12-28",58.28,58.37,57.29,57.48,2543100,54.36
"2011-12-29",57.56,58.36,57.56,58.3,2570400,55.14
"2011-12-30",58.21,58.41,57.45,57.67,1827200,54.54
"2012-01-03",58.93,59.58,58.69,59.03,4762900,55.83
"2012-01-04",58.77,59.56,58.01,59.22,2681800,56.01
"2012-01-05",58.99,60.25,58.56,59.81,4180400,56.57
"2012-01-06",59.59,60.04,58.7,59.91,4741600,56.66
"2012-01-09",60.02,60.52,59.39,60.4,4803200,57.13
"2012-01-10",61.22,61.75,60.72,61.57,5814300,58.23
"2012-01-11",61.27,61.73,60.8,61.65,3438100,58.31
"2012-01-12",61.66,62.13,60.86,62.09,3768400,59.06
"2012-01-13",61.38,61.8,60.2,61.73,4744800,58.72
"2012-01-17",62.17,62.87,60.88,61.24,5805200,58.25
"2012-01-18",59.79,60.17,58.44,59.64,9043600,56.73
"2012-01-19",59.36,59.81,59.16,59.4,5972700,56.5
"2012-01-20",59.35,59.84,58.91,59.63,4820600,56.72
"2012-01-23",59.76,60.78,59.49,59.73,3084000,56.82
"2012-01-24",59.26,59.74,58.95,59.52,3423000,56.62
"2012-01-25",59.14,59.93,59.08,59.62,3324900,56.71
"2012-01-26",60,60.72,58.51,58.9,3932600,56.03
"2012-01-27",58.57,59.38,58.45,59.08,3083900,56.2
"2012-01-30",58.25,59.21,57.79,59.02,2939500,56.14
"2012-01-31",59.47,59.92,58.79,58.92,3648100,56.05
"2012-02-01",59.62,60.52,59.5,59.86,3043500,56.94
"2012-02-02",59.94,60.14,59.7,59.81,2780600,56.89
"2012-02-03",60.5,62.3,60.5,62.2,3913700,59.17
"2012-02-06",61.48,61.95,60.91,61.07,2448300,58.09
"2012-02-07",60.73,61.22,60.34,60.7,3279100,57.74
"2012-02-08",60.67,60.98,60.01,60.43,4411200,57.48
"2012-02-09",60.66,61,59.9,60.39,2785600,57.44
"2012-02-10",59.61,59.76,58.26,59.67,2403400,56.76
"2012-02-13",60.11,60.28,59.49,60.09,1748600,57.16
"2012-02-14",59.94,59.94,58.93,59.56,2967600,56.65
"2012-02-15",59.75,60.18,59.28,59.51,2284800,56.61
"2012-02-16",59.51,60.71,59.09,60.7,2421300,57.74
"2012-02-17",61.18,61.32,60.71,61.14,3186800,58.16
"2012-02-21",61.37,61.85,60.75,61.26,2647500,58.27
"2012-02-22",61.02,61.2,59.61,59.71,2515600,56.8
"2012-02-23",59.69,59.92,59.35,59.68,3134600,56.77
"2012-02-24",59.89,60,59.07,59.38,2504000,56.48
"2012-02-27",59.1,59.68,58.78,59.42,3783100,56.52
"2012-02-28",59.42,59.68,59.06,59.54,3080800,56.63
"2012-02-29",59.54,60.14,59.09,59.52,3849800,56.62
"2012-03-01",59.7,60.69,59.61,60.29,2959700,57.35
"2012-03-02",60.16,60.71,59.47,59.61,2391100,56.7
"2012-03-05",59.42,59.55,58.01,58.76,3249300,55.89
"2012-03-06",57.93,58.12,56.88,57.14,3752900,54.35
"2012-03-07",57.26,58.15,57.06,57.92,2329100,55.09
"2012-03-08",58.15,58.87,57.84,58.73,2651300,55.86
"2012-03-09",58.82,59.69,58.78,59.4,2805700,56.5
"2012-03-12",59.25,59.56,58.68,59.5,2142400,56.6
"2012-03-13",59.99,62,59.76,61.94,5077200,58.92
"2012-03-14",61.9,62.26,60.58,61.35,5665900,58.36
"2012-03-15",61.4,63.22,60.75,63,5861500,59.93
"2012-03-16",63.54,63.67,62.89,63.42,5009600,60.33
"2012-03-19",63.23,64.25,62.82,63.64,2962600,60.53
"2012-03-20",63.39,63.68,62.84,63.49,3136800,60.39
"2012-03-21",63.67,63.8,63.05,63.45,2672300,60.35
"2012-03-22",62.98,63.12,62.2,62.6,3078000,59.55
"2012-03-23",62.46,63.39,62.33,63.36,2826500,60.27
"2012-03-26",63.48,63.99,63.03,63.99,3603300,60.87
"2012-03-27",64,64.16,63.09,63.11,4345200,60.03
"2012-03-28",63.2,64.79,62.85,64.7,5285400,61.54
"2012-03-29",63.42,64.07,63,63.95,4196600,60.83
"2012-03-30",64.37,64.49,63.6,64.49,3385400,61.34
"2012-04-02",64.24,64.85,63.95,64.72,3576700,61.56
"2012-04-03",64.46,64.79,63.94,64.7,3235600,61.54
"2012-04-04",64.19,64.6,63.79,63.87,3979200,60.75
"2012-04-05",63.55,64.24,63.16,63.53,3265100,60.43
"2012-04-09",62.48,63.11,62.36,62.64,3203800,59.58
"2012-04-10",62.69,62.75,61.59,61.75,4150800,58.74
"2012-04-11",62.75,62.82,62.22,62.47,2981700,59.42
"2012-04-12",62.57,63.57,62.32,63.41,3263800,60.32
"2012-04-13",62.84,62.84,61.25,61.28,3869200,58.66
"2012-04-16",61.9,62.55,61.44,62.14,3559500,59.48
"2012-04-17",62.52,63.67,62.5,63.41,3728500,60.7
"2012-04-18",63.52,64.84,63.31,63.78,4313900,61.05
"2012-04-19",63.96,64.84,63.96,64.6,5543600,61.84
"2012-04-20",64.61,65.46,64.49,65.38,6729200,62.58
"2012-04-23",64.56,65.05,64.21,64.98,4297300,62.2
"2012-04-24",65,65.61,64.82,65.57,3335800,62.77
"2012-04-25",65.99,66.27,65.41,66.26,3548000,63.43
"2012-04-26",66,67.26,65.91,67.22,3361700,64.35
"2012-04-27",67.43,67.47,66.53,66.73,3843400,63.88
"2012-04-30",66.69,66.92,65.93,66.32,2484600,63.48
"2012-05-01",66.46,67.89,66.38,67.33,3397500,64.45
"2012-05-02",66.92,66.98,66.1,66.73,2227400,63.88
"2012-05-03",66.79,66.82,66.09,66.27,2336000,63.44
"2012-05-04",65.96,66.12,65.06,65.26,2317600,62.47
"2012-05-07",65.17,66.36,65.08,66.05,2081100,63.23
"2012-05-08",65.8,66.07,65.15,65.89,2629000,63.07
"2012-05-09",65.16,65.27,64.35,64.63,3475900,61.87
"2012-05-10",65.33,66.07,65.22,65.53,2324200,62.73
"2012-05-11",64.99,65.85,64.45,65.48,3196000,62.68
"2012-05-14",64.55,65.09,64.22,64.26,3732500,61.51
"2012-05-15",64.16,64.38,63.21,63.39,3683900,60.68
"2012-05-16",63.41,64.23,62.52,62.52,3639800,59.85
"2012-05-17",62.42,62.76,61.64,61.64,3472900,59
"2012-05-18",61.87,62.19,61.04,61.33,3591900,58.71
"2012-05-21",61.39,62.65,61.08,62.26,3106100,59.6
"2012-05-22",62.43,63.18,61.53,62.02,3299000,59.37
"2012-05-23",61.62,62.05,60.79,61.91,3942200,59.26
"2012-05-24",62.25,62.31,61.26,62.2,2638200,59.54
"2012-05-25",62.02,62.61,61.86,62.09,1829200,59.44
"2012-05-29",62.52,62.87,62.14,62.8,2081300,60.11
"2012-05-30",62.31,62.36,61.04,61.35,2412400,58.73
"2012-05-31",61.44,62.01,60.59,61.42,2990100,58.79
"2012-06-01",60.2,60.34,57.92,58.07,4249900,55.59
"2012-06-04",58.31,58.34,56.5,56.84,4050700,54.41
"2012-06-05",56.61,57.98,56.56,57.23,3130400,54.78
"2012-06-06",57.91,58.7,57.36,58.7,3454300,56.19
"2012-06-07",59.22,59.64,58.54,58.63,4203500,56.12
"2012-06-08",58.27,59.39,57.85,59.35,2823500,56.81
