"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2010-06-25",56.61,57.08,55.5,56.26,33297400,53.36
"2010-06-28",56.05,56.09,55,55.41,6204700,52.56
"2010-06-29",54.83,54.96,53.83,54.12,8307300,51.33
"2010-06-30",53.87,54.49,52.6,52.6,8538100,49.89
"2010-07-01",52.59,52.59,51,52.02,9754700,49.34
"2010-07-02",52.01,52.5,51.41,51.7,5238100,49.04
"2010-07-06",52.04,52.24,50.75,51.3,6093000,48.66
"2010-07-07",51.76,51.9,50.56,51.4,7568900,48.75
"2010-07-08",51.51,52.26,51.02,52.23,6758600,49.54
"2010-07-09",52.35,52.61,51.9,52.56,4810900,49.85
"2010-07-12",52.24,52.56,51.9,52.44,4254900,49.74
"2010-07-13",52.66,53.29,52.54,52.76,3907400,50.04
"2010-07-14",52.3,53,52.28,52.62,4083000,49.91
"2010-07-15",52.54,53.22,52.29,52.92,4685300,50.2
"2010-07-16",52.91,53.13,51.93,52.17,8027500,49.48
"2010-07-19",52.46,53.61,52.31,53.6,7830300,50.84
"2010-07-20",52.96,53.2,52.08,53.2,5630400,50.46
"2010-07-21",53.1,53.31,52.09,52.25,6019900,49.56
"2010-07-22",52.62,53.83,52.62,53.31,5049300,50.57
"2010-07-23",53.02,53.18,51.61,52.75,8760900,50.03
"2010-07-26",52.58,53.89,52.58,53.67,4091300,50.91
"2010-07-27",53.92,55.06,53.78,54.51,7667700,51.7
"2010-07-28",54.6,54.68,52.76,53.76,4945400,50.99
"2010-07-29",54.14,54.4,52.83,53.37,5908400,50.62
"2010-07-30",53.21,55.04,52.43,54.53,7205400,51.72
"2010-08-02",55.25,55.34,54.68,54.87,5526600,52.05
"2010-08-03",54.52,55.28,54.49,54.71,3964700,51.89
"2010-08-04",55.01,55.96,54.68,55.76,4815700,52.89
"2010-08-05",55.38,55.61,55.17,55.32,3067400,52.47
"2010-08-06",54.71,56,54.52,55.94,3474200,53.06
"2010-08-09",55.97,56,55.42,55.66,3318100,52.79
"2010-08-10",55.37,56.13,54.83,55.72,4151200,52.85
"2010-08-11",54.75,54.9,53.5,53.69,5466100,50.93
"2010-08-12",53.63,54.98,53.04,54.75,6232300,51.93
"2010-08-13",54.39,55.36,54.18,55.02,5511900,52.19
"2010-08-16",54.38,54.6,53.57,54.08,5639300,51.3
"2010-08-17",53.89,54.38,53.69,53.96,4999100,51.18
"2010-08-18",53.69,54.3,53.15,54.14,5547500,51.35
"2010-08-19",53.91,53.99,52.29,52.72,4895600,50.01
"2010-08-20",52.55,52.67,52.07,52.34,4386200,49.65
"2010-08-23",52.47,52.97,51.93,51.95,3466100,49.28
"2010-08-24",51.7,51.7,50.91,51.06,5937600,48.43
"2010-08-25",50.88,52.02,50.71,51.84,5125900,49.17
"2010-08-26",51.96,52.07,50.73,50.93,5266500,48.31
"2010-08-27",51,52.41,50.26,52.08,7091200,49.4
"2010-08-30",51.72,52.58,51.63,51.63,4689400,48.97
"2010-08-31",51.39,51.66,50.85,51.04,6636000,48.41
"2010-09-01",51.61,52.75,51.28,52.59,4772000,49.88
"2010-09-02",52.59,52.66,52.18,52.51,3272800,49.81
"2010-09-03",52.57,53.07,52.57,52.91,5355300,50.19
"2010-09-07",52.65,52.87,52.31,52.51,2760100,49.81
"2010-09-08",52.47,53.14,52.26,52.94,4900300,50.21
"2010-09-09",53.33,53.9,53.18,53.79,5580900,51.02
"2010-09-10",53.86,54.62,53.7,54.35,4862800,51.55
"2010-09-13",54.74,54.75,54.1,54.4,6323600,51.6
"2010-09-14",54.2,54.97,54.12,54.52,6371300,51.71
"2010-09-15",54.22,55.41,54.07,55.3,5081600,52.45
"2010-09-16",55.2,55.22,54.77,55.1,4061600,52.26
"2010-09-17",55.19,55.43,55,55.22,6500700,52.38
"2010-09-20",55.19,56.08,54.97,55.94,6304000,53.06
"2010-09-21",55.88,56,55.34,55.75,5147500,52.88
"2010-09-22",55.51,56.84,55.51,56.27,5071000,53.37
"2010-09-23",55.89,56.44,55.66,55.72,4592400,52.85
"2010-09-24",55.78,56.37,55.3,56.32,5286500,53.42
"2010-09-27",55.94,56.43,55.64,55.69,4416800,52.82
"2010-09-28",55.9,56.5,55.18,56,4609400,53.12
"2010-09-29",55.97,55.99,54.07,54.94,8491000,52.11
"2010-09-30",55.02,55.57,54.65,55.11,6269000,52.27
"2010-10-01",55.57,55.73,54.86,55.51,4586600,52.65
"2010-10-04",55.32,55.61,54.68,55.05,4844300,52.22
"2010-10-05",55.24,56.25,55.2,56.12,5601900,53.23
"2010-10-06",55.88,56.11,55.32,55.83,4666300,52.96
"2010-10-07",55.97,56.27,54.16,55.96,5906400,53.08
"2010-10-08",56.1,56.66,55.89,56.39,4481900,53.49
"2010-10-11",56.28,56.35,55.86,56.1,4345600,53.21
"2010-10-12",55.77,56.12,55.48,55.94,6272500,53.06
"2010-10-13",55.89,56.1,55.44,55.49,8059000,52.63
"2010-10-14",55.11,55.5,54.6,54.86,9063400,52.04
"2010-10-15",55.26,56.81,55.02,56.71,11232400,53.79
"2010-10-18",56.37,57.96,56.21,57.96,10188400,54.98
"2010-10-19",57.67,58.74,56.85,57.33,8711800,54.38
"2010-10-20",57.83,58.36,57.17,57.73,6176700,54.76
"2010-10-21",57.81,57.99,56.95,57.62,4702900,54.65
"2010-10-22",57.59,57.79,57.25,57.55,3728000,54.59
"2010-10-25",57.98,58.42,57.72,57.95,5179400,54.97
"2010-10-26",57.11,57.5,56.6,57.26,7050800,54.31
"2010-10-27",56.75,57.18,56.46,57.03,5668700,54.09
"2010-10-28",57.36,57.63,56.91,57.27,4181300,54.32
"2010-10-29",56.95,57.46,56.8,57.19,3384000,54.25
"2010-11-01",57.02,57.95,56.91,57.43,4081600,54.47
"2010-11-02",57.61,57.85,57.21,57.34,4076500,54.39
"2010-11-03",57.26,57.72,57.07,57.3,4425800,54.35
"2010-11-04",56.99,57.4,55.65,56.01,9590100,53.13
"2010-11-05",56.02,56.09,54.88,55.42,6902400,52.57
"2010-11-08",55.13,55.43,54.99,55.29,4527900,52.44
"2010-11-09",55.18,55.44,54.75,54.93,7671600,52.1
"2010-11-10",54.76,54.94,53.97,54.7,6174200,51.88
"2010-11-11",54.28,54.82,54.09,54.62,5385900,51.81
"2010-11-12",54.28,54.7,54.23,54.47,5015300,51.67
"2010-11-15",54.32,54.83,54.23,54.51,3929700,51.7
"2010-11-16",54.08,54.57,53.76,54.03,6811400,51.25
"2010-11-17",53.75,54.06,53.44,53.87,5871700,51.1
"2010-11-18",54,55.43,53.91,55.14,8362700,52.3
"2010-11-19",55.53,55.58,54.72,55,9153900,52.17
"2010-11-22",54.99,55.08,54.06,54.74,5289800,51.92
"2010-11-23",54.28,54.33,53.51,53.6,7065900,50.84
"2010-11-24",53.75,54.25,53.72,53.83,4303700,51.06
"2010-11-26",53.53,53.9,53.37,53.56,1755400,50.8
"2010-11-29",53.08,53.58,52.19,53.32,6368500,50.58
"2010-11-30",52.61,53.03,52.42,52.69,6027300,49.98
"2010-12-01",53.32,53.77,53,53.52,5721000,50.76
"2010-12-02",53.35,53.92,53.19,53.84,3971400,51.07
"2010-12-03",54,54.25,53.46,53.73,7120600,50.96
"2010-12-06",53.4,53.64,53.15,53.4,4075000,50.65
"2010-12-07",53.62,53.72,52.98,53.13,5837200,50.39
"2010-12-08",53.04,53.55,53,53.28,4666400,50.54
"2010-12-09",53.31,53.58,53.1,53.4,4701300,50.65
"2010-12-10",53.32,54,53.29,53.89,6567800,51.12
"2010-12-13",53.94,54.34,53.85,54.11,5523100,51.32
"2010-12-14",56.45,57.22,55.24,56.76,23617700,53.84
"2010-12-15",56.53,56.95,55.35,55.67,14247900,52.8
"2010-12-16",55.7,56.8,55.64,56.63,12950800,53.71
"2010-12-17",57,57.9,56.58,57.42,21618900,54.46
"2010-12-20",57.56,57.98,57.44,57.65,6980600,54.68
"2010-12-21",57.57,57.7,57.17,57.39,5598000,54.44
"2010-12-22",57.2,57.37,56.63,56.95,4411800,54.02
"2010-12-23",56.7,57.07,56.46,56.71,4074800,53.79
"2010-12-27",56.53,56.67,56.01,56.44,2758400,53.53
"2010-12-28",56.38,56.56,55.94,55.96,4025200,53.08
"2010-12-29",56.15,56.37,55.87,55.87,3601700,52.99
"2010-12-30",55.69,56.17,55.46,55.53,3414000,52.67
"2010-12-31",55.47,55.61,54.77,54.9,3997500,52.07
"2011-01-03",55.2,56.28,55.18,55.55,5453300,52.69
"2011-01-04",55.77,57.24,55.69,56.75,8429500,53.83
"2011-01-05",56.46,57.16,56.4,56.73,4552000,53.81
"2011-01-06",56.68,57.18,56.07,56.55,3561400,53.64
"2011-01-07",56.5,57.19,56.46,56.98,4680800,54.05
"2011-01-10",56.47,56.95,56.21,56.44,4758900,53.53
"2011-01-11",56.55,56.88,56.09,56.19,5863900,53.3
"2011-01-12",56.3,56.92,56.05,56.85,4566400,53.92
"2011-01-13",56.72,57,56.23,56.32,4660300,53.42
"2011-01-14",56.05,57.28,56.05,56.5,5893700,53.59
"2011-01-18",56.4,57.34,56.35,57.29,10611900,54.34
"2011-01-19",57.21,57.43,56.6,56.98,5771500,54.05
"2011-01-20",56.78,57.65,56.68,57.31,6313600,54.36
"2011-01-21",57.41,57.41,56.74,56.97,6032900,54.04
"2011-01-24",57.06,57.87,56.81,57.29,5647800,54.34
"2011-01-25",56.91,58.19,56.74,57.16,8944000,54.22
"2011-01-26",57.27,57.47,56.32,56.48,6833600,53.57
"2011-01-27",56.46,56.87,56.06,56.48,4686000,53.57
"2011-01-28",56.61,56.61,55.11,55.29,6928300,52.44
"2011-01-31",55.22,55.46,54.85,55.08,6021300,52.24
"2011-02-01",55.23,55.88,55.11,55.71,5615800,52.84
"2011-02-02",55.14,55.65,54.79,55.63,5353400,52.77
"2011-02-03",55.27,55.64,55,55.45,4227000,52.6
"2011-02-04",55.62,55.62,54.74,55.2,4569900,52.36
"2011-02-07",55.23,55.33,54.76,54.88,3861900,52.05
"2011-02-08",54.76,55.16,54.63,54.94,3399300,52.11
"2011-02-09",54.73,55,54.31,54.43,4502700,51.63
"2011-02-10",54.33,54.8,54,54.27,4522300,51.48
"2011-02-11",54.11,54.11,53.55,53.74,6896900,50.97
"2011-02-14",53.61,54.08,53.34,53.86,5412600,51.09
"2011-02-15",53.63,53.94,53.31,53.84,5143000,51.07
"2011-02-16",53.34,53.43,52.36,52.95,11461500,50.22
"2011-02-17",52.69,53.19,52.37,52.41,8918600,49.71
"2011-02-18",52.26,52.73,52.02,52.24,9877900,49.55
"2011-02-22",51.97,52.54,51.62,51.88,6473900,49.21
"2011-02-23",51.89,52.18,51.07,51.07,8135500,48.44
"2011-02-24",51.07,51.24,50.61,50.95,8606600,48.33
"2011-02-25",51.18,52.37,51.05,52.26,7791100,49.57
"2011-02-28",52.38,52.67,51.31,51.33,8054800,48.69
"2011-03-01",52.17,52.49,51.74,51.91,6668500,49.24
"2011-03-02",51.74,51.91,51.34,51.39,5437400,48.74
"2011-03-03",51.64,52.54,51.46,52.37,6527500,49.67
"2011-03-04",52.11,52.53,51.96,52.32,5795700,49.63
"2011-03-07",52.53,52.57,51.68,51.74,6334200,49.08
"2011-03-08",51.79,52.67,51.4,52.52,4298400,49.82
"2011-03-09",52.75,52.8,52.08,52.48,4049200,49.78
"2011-03-10",51.86,52.21,51.42,51.84,5675400,49.17
"2011-03-11",51.86,53.87,51.78,53.53,11642100,50.77
"2011-03-14",53.18,53.88,53.09,53.52,7015900,50.76
"2011-03-15",52.51,53.39,52.18,53,6001400,50.27
"2011-03-16",52.55,53.55,52.43,52.69,10020100,49.98
"2011-03-17",54,54.7,53.32,53.56,10655000,50.8
"2011-03-18",53.73,53.92,52.75,52.94,12834000,50.21
"2011-03-21",53.75,53.94,53.05,53.09,4286100,50.36
"2011-03-22",53.03,53.28,52.66,52.78,5560800,50.06
"2011-03-23",52.71,52.93,52.23,52.69,4528300,49.98
"2011-03-24",52.89,53.5,52.43,53.27,5093600,50.53
"2011-03-25",53.41,53.79,53,53.15,5589900,50.41
"2011-03-28",53.09,53.23,52.61,52.65,3808800,49.94
"2011-03-29",52.7,53.45,52.66,53.43,3570800,50.68
"2011-03-30",53.66,54.36,53.43,53.9,4562400,51.13
"2011-03-31",53.73,54.05,53.45,53.45,4501100,50.7
"2011-04-01",53.94,53.98,52.76,53.08,7942400,50.35
"2011-04-04",53.31,54.3,53.21,54.03,5510000,51.25
"2011-04-05",53.95,54.37,53.91,54.07,4638500,51.29
"2011-04-06",54.26,54.56,53.99,54.03,4576400,51.25
"2011-04-07",53.9,54.39,53.5,53.97,4408600,51.19
"2011-04-08",53.97,54.32,53.58,53.9,4423100,51.13
"2011-04-11",53.91,54.45,53.48,54.31,6327000,51.51
"2011-04-12",54.05,54.75,54.01,54.62,6678800,51.81
"2011-04-13",54.69,55.3,54.65,54.94,7572900,52.11
"2011-04-14",54.75,55.01,54.28,54.83,7189000,52.01
"2011-04-15",55.03,55.99,54.94,55.51,8002700,52.65
"2011-04-18",54.95,55.56,54.79,55.22,6936300,52.38
"2011-04-19",55.07,55.3,54.65,55.18,5952800,52.34
"2011-04-20",56,56.44,55.62,56.18,7334700,53.29
"2011-04-21",55.26,55.39,53.22,53.69,17489600,50.93
"2011-04-25",53.51,54.76,53.16,54.69,10650800,51.87
"2011-04-26",55.01,56.31,54.98,56.22,12800000,53.33
"2011-04-27",56.3,56.96,56.09,56.82,8362400,53.89
"2011-04-28",56.9,57.29,56.67,57.14,6301100,54.2
"2011-04-29",56.91,57,55.87,56.85,19900000,53.92
"2011-05-02",56.98,57.45,56.67,57.38,8552200,54.43
"2011-05-03",57.12,57.8,57.07,57.5,6500000,54.54
"2011-05-04",57.26,57.9,57.26,57.68,7241600,54.71
"2011-05-05",57.57,57.85,57.28,57.42,7204300,54.46
"2011-05-06",57.8,58.07,57.34,57.63,4535300,54.66
"2011-05-09",57.38,57.94,57.32,57.69,3624900,54.72
"2011-05-10",57.95,58.41,57.61,58.3,4717100,55.3
"2011-05-11",58.5,59.2,58.05,58.86,7200000,55.83
"2011-05-12",58.69,59.75,58.34,59.66,5500000,56.59
"2011-05-13",59.86,61.08,59.75,60.47,9402700,57.36
"2011-05-16",59.98,60.24,59.41,59.86,10068100,56.78
"2011-05-17",59.89,61.18,58.83,60.89,11820900,57.76
"2011-05-18",60.67,61.37,60.46,61.17,5182800,58.02
"2011-05-19",61.44,61.53,60.69,61.04,3362000,57.9
"2011-05-20",60.96,61.23,60.34,60.86,5276700,57.73
"2011-05-23",60.05,60.61,59.9,60.46,4200000,57.35
"2011-05-24",60.53,60.53,59.75,59.92,4162600,56.84
"2011-05-25",59.84,60.02,59.53,59.84,3929100,56.76
"2011-05-26",59.52,59.88,59.19,59.76,3771200,56.68
"2011-05-27",59.47,59.9,59.12,59.35,3657500,56.29
"2011-05-31",59.68,60.74,59.64,60.54,7626000,57.42
"2011-06-01",60.55,60.79,59.66,59.7,4968500,56.63
"2011-06-02",59.57,59.86,59.08,59.25,4053500,56.2
"2011-06-03",58.88,59.11,58.58,58.69,4636200,55.67
"2011-06-06",58.47,59.1,58.32,58.6,4144500,55.58
"2011-06-07",58.7,59.54,58.54,58.83,3828700,55.8
"2011-06-08",58.87,59.11,58.45,58.95,3716000,55.92
"2011-06-09",59,59.61,58.56,58.88,5362300,55.85
"2011-06-10",58.6,58.89,57.97,57.99,4780200,55
"2011-06-13",58.39,58.79,57.87,58.39,5298000,55.38
"2011-06-14",58.64,58.79,58.31,58.53,5146700,55.52
"2011-06-15",58.04,58.68,57.86,57.89,5104300,54.91
"2011-06-16",58.08,58.44,57.74,58.34,5550600,55.34
"2011-06-17",58.82,58.9,57.78,58.01,6610500,55.02
"2011-06-20",57.99,58.68,57.9,58.45,3851100,55.44
"2011-06-21",58.58,58.59,57.88,58.17,4347900,55.18
"2011-06-22",58.04,58.5,57.93,58.15,4015000,55.16
"2011-06-23",57.55,57.99,56.96,57.93,4588000,54.95
"2011-06-24",57.84,57.98,56.73,57.04,11908500,54.1
"2011-06-27",56.82,57.99,56.82,57.88,5289300,54.9
"2011-06-28",57.89,58.87,57.61,58.65,4073200,55.63
"2011-06-29",58.67,58.75,57.68,57.78,7531500,54.81
"2011-06-30",58.1,58.4,57.99,58.35,5069900,55.35
"2011-07-01",58.44,58.44,57.89,58.28,5358000,55.28
"2011-07-05",58.18,58.25,57.68,57.92,4639500,54.94
"2011-07-06",57.99,58.14,57.53,57.7,5102900,54.73
"2011-07-07",58.08,58.3,57.54,57.91,6116000,54.93
"2011-07-08",57.76,58.3,57.36,57.64,4037900,54.67
"2011-07-11",57.21,57.5,56.66,56.9,4186300,53.97
"2011-07-12",57.15,57.29,56.84,56.9,3964400,53.97
"2011-07-13",56.98,57.23,56.35,56.61,4514200,53.7
"2011-07-14",56.56,56.6,55.49,55.68,7201300,52.81
"2011-07-15",55.37,55.42,54.74,55.05,9209200,52.22
"2011-07-18",55.12,55.26,54.31,54.66,6241800,51.85
"2011-07-19",55.01,55.51,54.87,55.27,4977000,52.42
"2011-07-20",55.28,55.42,54.93,54.99,4151300,52.16
"2011-07-21",55.33,55.92,55.02,55.49,5539600,52.63
"2011-07-22",55.35,55.46,55.01,55.22,3098400,52.38
"2011-07-25",55.22,55.36,54.71,54.9,3174100,52.07
"2011-07-26",54.77,55.07,54.42,54.7,4428200,51.88
"2011-07-27",54.5,54.95,53.61,53.8,6502800,51.03
"2011-07-28",53.64,54.65,53.33,53.43,6586100,50.68
"2011-07-29",54.73,55.2,53.05,54.7,10640200,51.88
"2011-08-01",55.02,55.28,53.05,53.77,8875500,51
"2011-08-02",53.39,54.25,53.21,53.31,7526200,50.57
"2011-08-03",53.35,53.43,52.35,53.32,7145700,50.58
"2011-08-04",52.6,53.15,51.54,51.56,9918500,48.91
"2011-08-05",51.82,52.97,51.23,52.12,9914200,49.44
"2011-08-08",51.66,52.44,49.88,49.88,13911500,47.31
"2011-08-09",50.01,50.79,48.5,50.55,16124400,47.95
"2011-08-10",49.58,49.94,48.08,48.27,12558400,45.79
"2011-08-11",48.12,50.1,47.66,49.64,14860500,47.08
"2011-08-12",49.71,50.67,49.55,50,7919700,47.43
"2011-08-15",50.48,51.68,50.18,51.6,7665700,48.94
"2011-08-16",51.25,51.7,50.85,51.27,6630400,48.9
"2011-08-17",51.3,51.8,51.29,51.72,8150100,49.33
"2011-08-18",50.65,51.68,50.63,51.44,10138400,49.06
"2011-08-19",50.79,52.42,50.74,51.98,9437000,49.57
"2011-08-22",52.42,53,52.2,52.31,9289800,49.89
"2011-08-23",52.36,53.62,52.22,53.62,7806600,51.14
"2011-08-24",53.32,54.29,53.16,54.25,5349700,51.74
"2011-08-25",54.44,54.59,52.97,53.46,8776000,50.98
"2011-08-26",53.19,54.31,52.65,54.08,6936600,51.58
"2011-08-29",54.32,55.14,54.04,54.79,4851700,52.25
"2011-08-30",54.74,55.53,54.4,55.24,5380500,52.68
"2011-08-31",55.32,55.61,55.08,55.4,5417000,52.83
"2011-09-01",55.83,55.83,54.89,55.02,5492200,52.47
"2011-09-02",54.42,55.2,54.07,54.1,6219200,51.59
"2011-09-06",52.51,54.64,52.5,54.52,6889500,52
"2011-09-07",54.92,55.48,54.49,55.38,6462500,52.82
"2011-09-08",55.2,55.59,55.04,55.31,4501000,52.75
"2011-09-09",53.39,55.09,53.39,54.04,7617300,51.54
"2011-09-12",53.29,54.16,53.26,54.06,5406700,51.56
"2011-09-13",54.37,55.07,53.98,54.91,4950400,52.37
"2011-09-14",54.93,55.77,54.4,55.26,6070400,52.7
"2011-09-15",55.77,56.46,55.55,56.26,5876100,53.65
"2011-09-16",56.4,56.75,55.59,56.71,7635100,54.08
"2011-09-19",56.12,56.91,55.91,56.53,4541400,53.91
"2011-09-20",56.87,57.84,56.71,57.37,5168900,54.71
"2011-09-21",57.19,57.36,56,56.04,5160000,53.45
"2011-09-22",54.94,55.45,54.28,55.04,8969100,52.49
"2011-09-23",54.61,55.24,53.86,55.1,5431200,52.55
"2011-09-26",55.24,55.5,54.66,55.43,5903800,52.86
"2011-09-27",55.97,56.81,55.63,56.52,5868700,53.9
"2011-09-28",56.83,57.04,55.63,55.67,5663600,53.09
"2011-09-29",56.34,56.77,54.99,55.78,5152700,53.2
"2011-09-30",55.18,56.06,54.93,54.96,6430000,52.42
"2011-10-03",54.66,55.34,53.87,53.9,7462900,51.4
"2011-10-04",53.37,54.47,52.85,54.35,8517100,51.83
"2011-10-05",54.61,56.04,53.95,55.93,7484200,53.34
"2011-10-06",55.92,56.85,55.26,56.83,4828000,54.2
"2011-10-07",56.85,56.85,55.95,56.27,4418200,53.66
"2011-10-10",56.98,57.84,56.83,57.37,3346200,54.71
"2011-10-11",57.27,57.62,56.95,57.09,4641500,54.45
"2011-10-12",57.42,57.47,56.49,56.64,4798100,54.02
"2011-10-13",56.48,57.31,56.4,56.98,5464400,54.34
"2011-10-14",57.36,57.51,56.82,57.49,3268400,54.83
"2011-10-17",57.26,57.57,56.21,56.44,3108200,53.83
"2011-10-18",56.5,57.57,56.03,57.28,6280800,54.63
"2011-10-19",57.4,58,57.14,57.32,4470600,54.67
"2011-10-20",57.49,57.8,56.43,57.27,4086000,54.62
"2011-10-21",57.7,58.63,57.5,58.59,6345100,55.88
"2011-10-24",58.47,59.05,58.25,58.95,4409900,56.22
"2011-10-25",58.46,58.7,56.35,56.47,7676700,53.86
"2011-10-26",56.85,57.21,55.99,56.95,6687800,54.31
"2011-10-27",57.5,58.39,57.33,58.06,5936600,55.37
"2011-10-28",57.75,58.1,56.99,57.24,6023500,54.59
"2011-10-31",56.92,57.56,56.63,57.27,8792500,54.62
"2011-11-01",56.42,56.66,55.37,55.54,7996600,52.97
"2011-11-02",55.57,55.95,54.63,54.8,6826900,52.26
"2011-11-03",54.92,55.8,54.92,55.7,4797000,53.12
"2011-11-04",55.63,55.77,54.8,55.17,3565100,52.62
"2011-11-07",57.85,58.59,57.49,58.43,20318400,55.72
"2011-11-08",58.52,58.61,57.55,58,8870200,55.31
"2011-11-09",57.7,58.19,57.37,57.51,9588100,54.85
"2011-11-10",57.57,58.05,57.34,57.96,7661900,55.28
"2011-11-11",58.25,58.49,57.8,57.86,5420700,55.18
"2011-11-14",57.52,57.8,57.21,57.33,6204900,54.68
"2011-11-15",56.96,57.15,56.56,56.59,8218000,54.23
"2011-11-16",56.03,56.54,55.78,56.01,20135000,53.68
"2011-11-17",55.9,56.56,55.68,55.91,9742700,53.58
"2011-11-18",55.72,56.1,55.49,55.57,5523200,53.26
"2011-11-21",55.3,55.46,54.91,54.97,7973800,52.68
"2011-11-22",54.8,55.71,54.63,55.66,9559000,53.34
"2011-11-23",55.6,55.68,54.92,54.94,6026500,52.65
"2011-11-25",54.59,55.13,54.59,54.65,2816700,52.38
"2011-11-28",55.58,55.97,55.03,55.9,6852600,53.57
"2011-11-29",55.88,56.38,55.46,56.14,8167700,53.8
"2011-11-30",56.5,57.94,56.48,57.91,10993600,55.5
"2011-12-01",57.7,58.06,57.41,58,10555600,55.59
"2011-12-02",58.3,58.42,57.72,58.1,7834400,55.68
"2011-12-05",58.38,58.4,57.21,57.5,12342100,55.11
"2011-12-06",57.68,58.07,57.38,57.89,15750000,55.48
"2011-12-07",57.85,58.52,57.73,58.34,18663500,55.91
"2011-12-08",58.6,59.43,56,58.4,41563500,55.97
"2011-12-09",58.48,58.95,58.18,58.59,7072800,56.15
"2011-12-12",58.3,58.41,57.15,57.16,10176200,54.78
"2011-12-13",57.7,58.38,57.31,57.43,6843600,55.04
"2011-12-14",57.14,58.17,57.14,57.62,6727200,55.22
"2011-12-15",58,59.06,57.81,58.62,8683700,56.18
"2011-12-16",59.75,61,59.65,60.05,21390500,57.55
"2011-12-19",60.32,61.12,59.97,60.17,8013000,57.67
"2011-12-20",60.8,61.24,60.68,61.16,7284900,58.61
"2011-12-21",61,63.27,61,63.14,10636700,60.51
"2011-12-22",62.61,63.6,62.6,63.34,5383300,60.7
"2011-12-23",63.02,63.85,63,63.69,4134500,61.04
"2011-12-27",63.38,64.64,63.37,64.42,4260500,61.74
"2011-12-28",64.19,64.39,63.81,64,3925800,61.34
"2011-12-29",64.21,64.78,63.84,64.74,3525300,62.05
"2011-12-30",64.35,65,64.21,64.21,5112100,61.54
"2012-01-03",64.95,65.19,63.45,64.11,10216800,61.44
"2012-01-04",64.1,64.13,63.4,63.76,7096400,61.11
"2012-01-05",63.82,64.92,63.58,64.41,6261500,61.73
"2012-01-06",64.24,64.87,64,64.76,4587900,62.06
"2012-01-09",64.62,64.64,63.3,64.2,7540500,61.53
"2012-01-10",64.55,65.7,64.21,65.67,6150500,62.94
"2012-01-11",65.26,66.45,65.15,66.4,4960000,63.64
"2012-01-12",66.28,67.78,66.28,67.54,7191000,64.73
"2012-01-13",67.13,67.67,66.77,67.6,5996400,64.79
"2012-01-17",67.9,68.47,67.74,68.07,6924800,65.24
"2012-01-18",67.74,69.39,67.63,69.22,7159000,66.34
"2012-01-19",69.14,69.49,68.7,69.14,5700100,66.26
"2012-01-20",69.1,69.63,68.84,69.57,6839100,66.67
"2012-01-23",68.81,69,67.56,67.78,7258900,64.96
"2012-01-24",67.31,68.59,67.18,68.19,5212600,65.35
"2012-01-25",67.56,69.39,67.45,69.21,6436400,66.33
"2012-01-26",69.19,69.19,67.61,68.08,7036800,65.25
"2012-01-27",67.03,69.18,66.71,68.34,10338100,65.5
"2012-01-30",67.99,68.39,67.23,68.33,6228100,65.49
"2012-01-31",68.43,68.71,67.77,67.93,10033800,65.1
"2012-02-01",68.46,69.95,68.09,69.84,7409700,66.93
"2012-02-02",69.69,70,69.26,69.62,5379600,66.72
"2012-02-03",69.61,69.87,69.01,69.28,6595400,66.4
"2012-02-06",68.65,69.15,67.28,69.12,11863300,66.24
"2012-02-07",68.71,69.24,68.15,69.17,6870500,66.29
"2012-02-08",69.01,69.01,67.7,68.06,10922600,65.23
"2012-02-09",68.01,68.06,66.67,66.84,9139700,64.06
"2012-02-10",66.9,67.37,66.8,67.36,5262500,64.56
"2012-02-13",67.38,68.43,67.36,68.2,4404000,65.71
"2012-02-14",67.84,68.02,67.5,67.84,4272300,65.37
"2012-02-15",67.96,68.12,67.5,67.9,4045900,65.42
"2012-02-16",68.07,69.2,67.98,68.89,5452100,66.38
"2012-02-17",68.64,68.66,67.77,67.78,4968700,65.31
"2012-02-21",67.45,67.78,66.65,66.69,5912900,64.26
"2012-02-22",66.65,67.24,66.35,66.79,4293000,64.35
"2012-02-23",66.79,67.55,66.59,67.34,3881300,64.88
"2012-02-24",67.57,68.12,67.26,67.73,3231100,65.26
"2012-02-27",67.21,67.71,66.73,67.44,3170500,64.98
"2012-02-28",67.05,68.4,67.02,68.15,3839000,65.66
"2012-02-29",68.06,68.58,67.9,68.01,4155300,65.53
"2012-03-01",68.21,68.21,67.4,67.59,4770400,65.12
"2012-03-02",67.69,67.88,67.16,67.73,3079200,65.26
"2012-03-05",67.62,67.7,67.12,67.23,3952100,64.78
"2012-03-06",65.94,67.26,65.8,66.54,6155500,64.11
"2012-03-07",66.68,67.2,66.36,66.95,3281700,64.51
"2012-03-08",67.29,68.17,67.12,67.8,3867900,65.33
"2012-03-09",67.84,68.25,67.54,68.01,3167100,65.53
"2012-03-12",68,68.37,67.81,68.03,3177400,65.55
"2012-03-13",68.45,68.93,68.18,68.91,2794600,66.4
"2012-03-14",68.8,68.88,68.07,68.26,3484200,65.77
"2012-03-15",68.24,68.3,67.78,68.26,3891200,65.77
"2012-03-16",68.09,68.49,67.35,67.38,8288800,64.92
"2012-03-19",67.2,68.3,67,68.05,2938700,65.57
"2012-03-20",67.83,68.56,67.55,67.58,3316400,65.12
