"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2010-07-06",69.96,70.31,69.08,69.82,1271900,66.12
"2010-07-07",69.91,72.15,69.57,72.06,1217600,68.24
"2010-07-08",72.35,73,71.85,72.62,1464800,68.77
"2010-07-09",72.79,72.82,71.86,72.23,896400,68.4
"2010-07-12",72.1,72.65,71.74,72.02,595700,68.2
"2010-07-13",72.61,73.77,72.57,73.22,832900,69.34
"2010-07-14",70.53,71.71,70.5,71.64,1658500,67.84
"2010-07-15",71.73,71.84,70.16,71.07,1300500,67.3
"2010-07-16",70.79,70.99,69.37,69.44,934400,65.76
"2010-07-19",69.64,70.11,69.17,69.81,831900,66.11
"2010-07-20",67.72,69.94,67.58,69.85,1679900,66.15
"2010-07-21",70.43,70.43,69.16,69.56,1910700,65.87
"2010-07-22",67.01,69.65,66.32,66.88,4006200,63.34
"2010-07-23",67.22,70.1,67.08,68.99,1985600,65.33
"2010-07-26",68.82,69.85,68.8,69.68,1294400,65.99
"2010-07-27",70.27,70.27,69.34,69.5,1569400,65.82
"2010-07-28",69.51,69.8,69.24,69.39,1418200,65.71
"2010-07-29",69.85,70.19,67.6,68.59,1630500,64.95
"2010-07-30",68.01,69.3,67.81,69.15,1094800,65.48
"2010-08-02",69.58,71.15,69.15,70.93,1306100,67.17
"2010-08-03",70.72,70.93,70,70.49,823200,66.75
"2010-08-04",70.62,71.03,70.17,70.59,1539000,66.85
"2010-08-05",70.48,70.69,69.79,69.93,975400,66.22
"2010-08-06",69.5,69.69,68.66,69.69,908000,66
"2010-08-09",69.77,70.08,69.63,69.86,956400,66.16
"2010-08-10",69.45,69.85,68.71,69.54,1900100,65.85
"2010-08-11",68.49,69.36,68.27,68.93,1470400,65.28
"2010-08-12",68.21,69.65,67.93,69.4,1371600,65.72
"2010-08-13",69.19,69.61,68.75,69.1,1210900,65.44
"2010-08-16",68.71,68.8,67.89,68.27,1062800,64.65
"2010-08-17",68.92,70.04,68.75,69.68,840400,65.99
"2010-08-18",69.33,70.09,68.93,69.56,614800,66.22
"2010-08-19",69.27,69.5,67.45,67.63,1356100,64.38
"2010-08-20",67.24,68.72,67.24,68.34,986700,65.05
"2010-08-23",68.36,69.16,67.55,67.64,721000,64.39
"2010-08-24",67.03,67.39,66.13,67.15,1346100,63.92
"2010-08-25",66.76,69.6,66.76,69.15,1782900,65.82
"2010-08-26",69.42,70.02,68.86,68.99,1332400,65.67
"2010-08-27",69.43,70.27,68.76,70.24,1022400,66.86
"2010-08-30",70.18,70.7,69.24,69.24,602800,65.91
"2010-08-31",68.95,70.51,68.46,70.38,1596300,67
"2010-09-01",69.99,71.46,69.85,70.88,1575900,67.47
"2010-09-02",71.24,72.7,71.22,72.48,992600,68.99
"2010-09-03",73.04,73.24,72.08,72.32,838200,68.84
"2010-09-07",71.9,72.59,71.49,71.86,648500,68.4
"2010-09-08",72,72.58,71.9,72.31,644600,68.83
"2010-09-09",73.05,73.24,71.89,72.03,556100,68.57
"2010-09-10",72.06,72.69,71.85,72.27,607200,68.79
"2010-09-13",72.81,73.45,72.5,72.94,762100,69.43
"2010-09-14",72.66,72.86,72.07,72.46,911000,68.98
"2010-09-15",71.89,72.43,71.19,72.1,869600,68.63
"2010-09-16",71.74,72.56,71.31,72.41,940700,68.93
"2010-09-17",72.42,72.92,71.64,72.47,1039200,68.99
"2010-09-20",72.71,75.09,72.71,74.71,1243200,71.12
"2010-09-21",74.9,76.06,74.34,75.36,1457000,71.74
"2010-09-22",75.25,76.16,74.98,75.47,1251100,71.84
"2010-09-23",75.14,75.6,74.3,74.43,724800,70.85
"2010-09-24",75.06,75.35,74.51,75.26,926400,71.64
"2010-09-27",75.41,75.91,74.85,75.34,634000,71.72
"2010-09-28",75.59,76.92,74.68,76.59,920700,72.91
"2010-09-29",76.1,76.15,74.88,75.9,776100,72.25
"2010-09-30",75.73,76.16,74.77,75.14,881400,71.53
"2010-10-01",75.12,75.79,73.89,74.04,1605500,70.48
"2010-10-04",74,74.21,73.33,73.71,791800,70.17
"2010-10-05",74.3,75.28,74.01,74.72,893700,71.13
"2010-10-06",74.58,75.18,73.74,74,1036300,70.44
"2010-10-07",74.1,74.22,73.01,73.67,908200,70.13
"2010-10-08",73.76,73.97,73.39,73.48,653200,69.95
"2010-10-11",72.76,72.9,71.12,72.04,1468100,68.58
"2010-10-12",72,73.03,71.55,72.72,907700,69.22
"2010-10-13",72.93,73.48,72.66,73.25,756600,69.73
"2010-10-14",73.14,73.61,72.58,73.11,840300,69.59
"2010-10-15",73.48,73.64,71.88,72,1320600,68.54
"2010-10-18",71.72,72.45,71.31,72.17,725100,68.7
"2010-10-19",71.44,73.87,71.37,72.74,1570000,69.24
"2010-10-20",72.89,73.08,71.95,72.79,738700,69.29
"2010-10-21",73.12,73.51,71.97,72.46,989100,68.98
"2010-10-22",72.64,73.76,72.42,72.98,785900,69.47
"2010-10-25",73.45,74.84,73.45,74.57,1612300,70.98
"2010-10-26",70.7,72,69.56,71.95,4685600,68.49
"2010-10-27",71.33,72.07,70.9,71.96,1461600,68.5
"2010-10-28",72.22,72.45,71.41,71.75,986600,68.3
"2010-10-29",71.45,73.05,71.05,72.97,1222500,69.46
"2010-11-01",73.1,73.42,71.78,72.32,1083600,68.84
"2010-11-02",72.62,73.04,72.29,72.38,760500,68.9
"2010-11-03",72.56,72.72,71.25,72.15,792700,68.68
"2010-11-04",72.69,72.85,71.68,72.84,1201800,69.34
"2010-11-05",72.86,73.83,72.52,73.27,1067800,69.75
"2010-11-08",72.94,73.51,72.87,73.15,592500,69.63
"2010-11-09",73.4,74.14,72.96,73.15,1150000,69.63
"2010-11-10",73.02,73.74,72.66,73.57,741100,70.03
"2010-11-11",73.24,73.94,72.84,73.81,857000,70.26
"2010-11-12",73.41,73.86,72.57,73.06,668000,69.55
"2010-11-15",73.17,74.08,73.06,73.51,713600,69.98
"2010-11-16",73.08,73.67,72.7,73.56,1028500,70.02
"2010-11-17",73.18,73.33,72.42,72.8,757400,69.64
"2010-11-18",73.28,73.62,72.66,72.73,834300,69.57
"2010-11-19",72.71,73.49,72.4,73.38,582800,70.2
"2010-11-22",73.02,74.96,72.83,74.74,939000,71.5
"2010-11-23",74.27,74.65,73.82,74.09,643300,70.87
"2010-11-24",74.55,75.28,74.29,75.1,644600,71.84
"2010-11-26",74.63,75.05,74.5,74.74,180400,71.5
"2010-11-29",74.38,74.45,73.26,74.22,523100,71
"2010-11-30",73.62,74.86,73.38,74.17,642600,70.95
"2010-12-01",74.99,76.14,74.98,75.99,732900,72.69
"2010-12-02",75.73,76.89,75.55,76.21,818800,72.9
"2010-12-03",75.94,77.26,75.81,77.03,779900,73.69
"2010-12-06",76.97,77.12,76.56,76.97,385500,73.63
"2010-12-07",77.54,77.91,76.6,76.75,409200,73.42
"2010-12-08",76.73,77.53,76.56,77.24,692600,73.89
"2010-12-09",77.56,77.71,76.71,77.5,507900,74.14
"2010-12-10",77.22,78.09,77.22,77.76,400100,74.38
"2010-12-13",78.02,78.88,77.76,78.18,935100,74.79
"2010-12-14",78.28,79.5,78.28,79.38,1086200,75.93
"2010-12-15",79.15,82.75,79.02,81,2291300,77.48
"2010-12-16",80.75,82,80.75,81.97,1020900,78.41
"2010-12-17",81.91,82.41,81.72,82.02,901300,78.46
"2010-12-20",81.76,83.08,81.76,82.95,549600,79.35
"2010-12-21",83.03,83.75,82.84,83.29,601300,79.67
"2010-12-22",83.27,84.53,83.27,84.5,804300,80.83
"2010-12-23",84.3,84.99,84,84.11,623900,80.46
"2010-12-27",84.32,84.39,83.92,84.26,260300,80.6
"2010-12-28",84.3,84.53,83.55,83.75,610800,80.11
"2010-12-29",83.92,84.23,83.46,83.87,520100,80.23
"2010-12-30",83.84,84.37,83.62,84.06,335000,80.41
"2010-12-31",83.91,84.24,83.62,83.75,322100,80.11
"2011-01-03",83.9,84.99,83.86,84.75,702200,81.07
"2011-01-04",84.65,84.65,83.06,83.72,1179200,80.09
"2011-01-05",83.52,84.12,82.37,82.6,1501300,79.01
"2011-01-06",82.78,83.33,82.35,82.86,689800,79.26
"2011-01-07",83.27,83.27,81.69,82.67,1220900,79.08
"2011-01-10",83.15,83.48,82.34,82.62,1542100,79.03
"2011-01-11",82.86,83.73,82.72,83.24,1087800,79.63
"2011-01-12",83.62,83.82,82.94,83.13,963600,79.52
"2011-01-13",83.27,83.96,83,83.61,988800,79.98
"2011-01-14",83.44,84.62,83.39,84.28,720100,80.62
"2011-01-18",84.1,84.99,83.99,84.94,715500,81.25
"2011-01-19",85,85,83.08,83.11,855900,79.5
"2011-01-20",82.7,83,81.74,81.89,1209300,78.34
"2011-01-21",82.27,82.86,81.74,82.29,760000,78.72
"2011-01-24",82.31,84.06,82.31,83.3,1895900,79.68
"2011-01-25",82.99,86.15,82.41,86.09,2261900,82.35
"2011-01-26",86,86.05,84.81,84.87,1446200,81.19
"2011-01-27",84.72,86.17,84.55,85.7,819600,81.98
"2011-01-28",85.59,86.77,84.34,84.46,901100,80.79
"2011-01-31",84.61,85.28,84.1,84.73,851000,81.05
"2011-02-01",85.08,85.63,84.25,84.67,1008800,81
"2011-02-02",84.65,85,82.95,83.83,1082100,80.19
"2011-02-03",83.91,84.47,83.25,83.94,571500,80.3
"2011-02-04",84.21,84.56,83.37,84.11,509000,80.46
"2011-02-07",84.13,84.56,83.75,83.97,499200,80.33
"2011-02-08",83.91,84.37,83.81,84.17,647900,80.52
"2011-02-09",84.17,84.61,83.77,84.46,630600,80.79
"2011-02-10",84.04,85.8,83.74,85.34,848500,81.64
"2011-02-11",85.23,86.51,85.08,85.83,690600,82.1
"2011-02-14",85.74,85.75,84.93,85.28,534900,81.58
"2011-02-15",85.15,85.44,84.28,84.55,622900,80.88
"2011-02-16",84.72,85.43,84.26,84.57,571700,80.9
"2011-02-17",84.34,85.27,84.27,85.12,631400,81.43
"2011-02-18",85.3,85.42,84.5,85.03,726900,81.34
"2011-02-22",84.76,85.22,83.76,84.05,946200,80.4
"2011-02-23",83.82,84.26,81.73,82.65,1280200,79.41
"2011-02-24",82.66,82.87,80.35,81.12,1431000,77.94
"2011-02-25",81.24,82.15,81.1,81.7,664600,78.49
"2011-02-28",81.76,82.21,80.42,82.12,1154100,78.9
"2011-03-01",82.35,82.57,80.11,80.44,783300,77.28
"2011-03-02",80.64,81.16,79.25,79.82,1054600,76.69
"2011-03-03",80.12,81.87,80.12,81.75,569600,78.54
"2011-03-04",81.55,82.38,80.14,80.92,1112900,77.75
"2011-03-07",81.26,81.8,79.56,80,681100,76.86
"2011-03-08",80.22,82.35,79.8,81.39,1074600,78.2
"2011-03-09",81.22,82.3,80.56,81.85,700200,78.64
"2011-03-10",80.77,81.94,80.63,81.68,941700,78.48
"2011-03-11",81.31,83.26,81.31,82.76,802400,79.51
"2011-03-14",82.28,83.25,81.09,81.88,871800,78.67
"2011-03-15",80.24,82.48,80.24,82.29,1182000,79.06
"2011-03-16",81.92,82.2,79.74,80.66,1123600,77.5
"2011-03-17",81.76,82.13,80.5,80.75,771700,77.58
"2011-03-18",81.58,81.78,80.85,80.85,843200,77.68
"2011-03-21",81.68,82.88,81.43,82.19,835900,78.97
"2011-03-22",82.08,82.57,81.61,82.49,673900,79.25
"2011-03-23",82.4,83.14,81.67,83,937300,79.74
"2011-03-24",83.17,83.91,82.65,83.7,825300,80.42
"2011-03-25",84,84.69,83.76,83.85,1177600,80.56
"2011-03-28",84,84.3,83.54,83.67,606100,80.39
"2011-03-29",83.66,84.41,83.37,83.87,644300,80.58
"2011-03-30",84.36,84.67,83.73,84.19,1106900,80.89
"2011-03-31",84.09,84.45,83.56,83.99,712500,80.69
"2011-04-01",84.5,86.32,84.35,85.39,1636000,82.04
"2011-04-04",85.38,86.5,85.15,85.54,743800,82.18
"2011-04-05",85.45,85.82,85.06,85.19,601900,81.85
"2011-04-06",85.92,86.05,85.18,85.5,867000,82.15
"2011-04-07",85.5,86.27,85.05,85.3,804500,81.95
"2011-04-08",85.49,85.59,84.59,84.98,661800,81.65
"2011-04-11",85.07,85.58,84.47,84.66,647200,81.34
"2011-04-12",84.11,84.7,83.54,83.88,584500,80.59
"2011-04-13",84.15,84.33,83.3,83.9,548800,80.61
"2011-04-14",83.69,84.72,83.13,84.3,490900,80.99
"2011-04-15",84.45,86.04,84.1,85.7,1337700,82.34
"2011-04-18",84.85,84.96,83.45,84.3,1328900,80.99
"2011-04-19",84.28,85.54,83.99,85.06,1210400,81.72
"2011-04-20",85.6,86.22,85.18,85.8,1348100,82.43
"2011-04-21",84.1,84.25,82.37,83.69,2471400,80.41
"2011-04-25",83.55,83.93,82.59,83.18,1010400,79.92
"2011-04-26",83.69,83.69,82.51,82.66,1001900,79.42
"2011-04-27",82.63,82.71,81.47,82.07,1755900,78.85
"2011-04-28",81.88,82.83,81.45,82.73,1234400,79.48
"2011-04-29",82.79,83.11,81.97,82.29,846000,79.06
"2011-05-02",82.68,83.32,82.52,82.97,823100,79.71
"2011-05-03",82.78,83.25,82.37,83.24,645800,79.97
"2011-05-04",83.49,83.94,82.68,83.33,1384400,80.06
"2011-05-05",82.7,84.22,82.7,83.53,1005600,80.25
"2011-05-06",84.36,84.82,83.48,84.02,1407000,80.72
"2011-05-09",83.97,84.49,83.49,84.09,580200,80.79
"2011-05-10",84.32,85.91,84.15,85.58,980400,82.22
"2011-05-11",85.44,85.59,84.08,84.77,666000,81.44
"2011-05-12",84.71,86.32,84.14,86.12,1081700,82.74
"2011-05-13",86.1,86.42,85.5,86.2,1002900,82.82
"2011-05-16",85.63,86.46,85.15,85.89,783100,82.52
"2011-05-17",85.69,86.32,85.28,85.6,1045000,82.24
"2011-05-18",85.23,86.16,84.91,86.04,647300,83.02
"2011-05-19",86.2,86.84,85.76,86.51,574600,83.47
"2011-05-20",86.72,86.72,85.65,85.79,704000,82.78
"2011-05-23",84.81,85.61,84.54,85.32,659300,82.32
"2011-05-24",85.4,85.55,83.42,83.68,1240600,80.74
"2011-05-25",83.96,84.02,83.17,83.96,1014300,81.01
"2011-05-26",83.54,84.31,83.3,83.98,887400,81.03
"2011-05-27",84.2,86.29,84.1,85.75,1001100,82.74
"2011-05-31",86.22,87.87,86.15,87.84,2690700,84.76
"2011-06-01",87.73,87.8,86.06,86.06,1053000,83.04
"2011-06-02",86.11,86.31,84.8,85.36,934000,82.36
"2011-06-03",84.61,84.68,83.69,83.97,753500,81.02
"2011-06-06",83.8,84.3,82.55,82.74,1008800,79.83
"2011-06-07",83.54,83.86,82.87,83.13,764000,80.21
"2011-06-08",82.9,82.9,81.87,82.07,778500,79.19
"2011-06-09",82.07,82.79,81.68,82.27,1014500,79.38
"2011-06-10",82.04,82.4,81.23,81.57,913700,78.71
"2011-06-13",81.38,82.17,80.81,81.38,785000,78.52
"2011-06-14",81.79,82.84,81.79,82.6,661600,79.7
"2011-06-15",81.87,82.09,80.7,81.32,1197400,78.46
"2011-06-16",81.47,82.15,80.7,82.01,1237100,79.13
"2011-06-17",82.64,83.93,82.27,82.5,956100,79.6
"2011-06-20",82.39,83.24,82.33,82.9,749000,79.99
"2011-06-21",83.48,83.5,82.98,83.37,624800,80.44
"2011-06-22",83.27,83.55,82.85,83,928900,80.09
"2011-06-23",82.52,84.87,82.03,84.75,1483500,81.77
"2011-06-24",84.59,84.77,83.66,84.13,1277600,81.18
"2011-06-27",83.17,83.4,81.83,82.88,1751600,79.97
"2011-06-28",83,83.67,82.76,83.51,1187900,80.58
"2011-06-29",83.66,83.66,82.45,82.66,1485000,79.76
"2011-06-30",82.95,84,82.7,83.87,1338900,80.92
"2011-07-01",84.11,85.9,83.9,85.69,925600,82.68
"2011-07-05",85.5,85.5,84.4,84.81,849600,81.83
"2011-07-06",84.8,85.66,84.51,85.33,716400,82.33
"2011-07-07",85.98,86.5,85.84,85.96,1081100,82.94
"2011-07-08",84.8,85.11,84.44,85.09,1101600,82.1
"2011-07-11",84.32,84.57,83.78,84.21,895200,81.25
"2011-07-12",83.99,84.43,83.61,83.76,967300,80.82
"2011-07-13",83.91,84.63,83.5,83.63,663900,80.69
"2011-07-14",84,84.69,83.06,83.12,914100,80.2
"2011-07-15",83.4,83.4,82.56,83.2,930000,80.28
"2011-07-18",83.19,84.11,82.99,83.41,1661500,80.48
"2011-07-19",83.89,85.22,83.58,85.07,1100000,82.08
"2011-07-20",85.23,85.32,84.16,84.83,1220400,81.85
"2011-07-21",81.49,82.78,80.57,81,4088900,78.16
"2011-07-22",81.16,81.4,79.47,79.64,1874500,76.84
"2011-07-25",78.85,80.16,78.36,79.81,1482400,77.01
"2011-07-26",79.65,79.65,78.73,78.94,1213200,76.17
"2011-07-27",78.49,78.67,77.43,77.64,2632700,74.91
"2011-07-28",77.9,78.36,77.01,77.21,1216100,74.5
"2011-07-29",76.56,77.99,76.06,77.17,1566600,74.46
"2011-08-01",77.32,77.5,76.33,76.72,1473800,74.03
"2011-08-02",76.37,76.99,74.19,74.2,1631100,71.59
"2011-08-03",74.35,75.59,73.26,75.52,2275600,72.87
"2011-08-04",74.72,75.13,74.09,74.22,3095900,71.61
"2011-08-05",74.91,75.51,73.18,74.93,3028900,72.3
"2011-08-08",73.48,74.22,70.33,70.89,2309900,68.4
"2011-08-09",71.91,73.34,69.78,73.19,2712400,70.62
"2011-08-10",72.23,72.71,70.39,70.53,2314200,68.05
"2011-08-11",70.75,74.29,70.33,73.41,1506300,70.83
"2011-08-12",73.67,76.07,73.64,75.76,1702000,73.1
"2011-08-15",76.19,76.2,74.32,75.22,1132100,72.58
"2011-08-16",74.36,75.2,73.77,74.79,1274700,72.16
"2011-08-17",74.82,74.82,73.18,73.55,1362800,71.32
"2011-08-18",72.09,72.2,70.89,71.03,2390200,68.87
"2011-08-19",70.27,71.73,69.47,69.57,1865100,67.46
"2011-08-22",70.66,71.9,70.52,70.87,1418500,68.72
"2011-08-23",71.05,72.7,70.6,72.69,1076200,70.48
"2011-08-24",72.59,73.87,72.1,73.82,962300,71.58
"2011-08-25",74.03,74.37,72.28,72.48,690200,70.28
"2011-08-26",72.41,73.98,71.25,73.67,1112600,71.43
"2011-08-29",74.47,75.44,74.47,75.4,1057900,73.11
"2011-08-30",75.19,75.73,74.63,75.18,945600,72.9
"2011-08-31",75.44,76.24,75.13,75.74,750800,73.44
"2011-09-01",75.58,75.76,74.01,74.08,951000,71.83
"2011-09-02",73.18,73.88,72.52,72.61,683500,70.4
"2011-09-06",70.8,72.5,70.7,72.42,858800,70.22
"2011-09-07",73.31,74.37,73,74.33,700800,72.07
"2011-09-08",74.1,74.65,73.67,74,1420200,71.75
"2011-09-09",73.38,73.61,72.24,72.86,1259100,70.65
"2011-09-12",72.37,73.45,72,73.36,1255900,71.13
"2011-09-13",73.36,74.31,73.06,74,878600,71.75
"2011-09-14",74.49,77.29,74.28,76.31,1372400,73.99
"2011-09-15",76.62,76.81,75.31,75.7,1688500,73.4
"2011-09-16",75.75,76.02,74.9,75.37,1303500,73.08
"2011-09-19",74.4,74.96,73.78,74.67,952300,72.4
"2011-09-20",74.97,75.19,74.07,74.23,1021700,71.97
"2011-09-21",74.3,74.5,71.43,71.43,1100300,69.26
"2011-09-22",69.74,71.16,69.52,69.99,2249100,67.86
"2011-09-23",70,72.44,69.69,71.38,1322400,69.21
"2011-09-26",72.1,76.49,71.87,76.28,2315800,73.96
"2011-09-27",77.91,78.24,75.6,76.19,1549900,73.87
"2011-09-28",76.28,77.54,75.8,76.4,1953000,74.08
"2011-09-29",77.59,77.86,74.95,76.3,1776700,73.98
"2011-09-30",75.45,76.47,74.26,74.32,1678000,72.06
"2011-10-03",74.03,75.34,73.28,73.85,1951600,71.61
"2011-10-04",73.06,75.97,73.06,75.87,1800000,73.56
"2011-10-05",75.73,79.36,75.63,79.16,2124200,76.75
"2011-10-06",79.15,80.8,78.59,79.78,1585200,77.36
"2011-10-07",80,80.48,78.69,79.64,1157400,77.22
"2011-10-10",80.47,81.38,78.9,79.77,1597100,77.35
"2011-10-11",79.69,80.65,79.08,79.63,1433500,77.21
"2011-10-12",80.22,80.99,79.72,80.14,1025200,77.7
"2011-10-13",79.59,79.85,78.57,79.54,736500,77.12
"2011-10-14",80.15,80.34,79.01,80.04,691600,77.61
"2011-10-17",79.28,80.01,77.53,77.71,816700,75.35
"2011-10-18",77.62,79.87,76.55,79.52,1607500,77.1
"2011-10-19",79.38,79.38,77.13,77.33,1178900,74.98
"2011-10-20",77.86,79.75,77.52,79.52,1366700,77.1
"2011-10-21",81.59,82.47,80.59,81.99,1587700,79.5
"2011-10-24",81.59,81.94,80.65,81.58,1133700,79.1
"2011-10-25",81.41,86.45,81.09,83.15,3250200,80.62
"2011-10-26",83.82,83.98,81.68,81.85,1666600,79.36
"2011-10-27",83.94,84.05,82.36,83.06,2201200,80.54
"2011-10-28",82.94,85.05,82.7,84.24,1957700,81.68
"2011-10-31",82.99,83.75,82.64,82.71,1372500,80.2
"2011-11-01",80.86,82.82,80.28,81.63,1511000,79.15
"2011-11-02",82.64,83.63,82.15,83.54,1645300,81
"2011-11-03",84,86.18,83.44,85.87,1552700,83.26
"2011-11-04",84.98,86.46,84.84,86.28,1086900,83.66
"2011-11-07",86.33,86.82,85.05,86.37,800700,83.75
"2011-11-08",86.45,87.3,85.83,86.72,1271000,84.09
"2011-11-09",85.28,86.53,84.58,84.95,1115200,82.37
"2011-11-10",85.7,86.49,85.08,85.88,824300,83.27
"2011-11-11",86.5,87.25,86.23,86.58,663300,83.95
"2011-11-14",86.12,86.57,85.3,85.99,848000,83.38
"2011-11-15",85.83,86.49,85.49,86.02,703200,83.41
"2011-11-16",85,86.28,84.67,84.7,823900,82.48
"2011-11-17",84.91,85.01,83.14,83.98,1047300,81.78
"2011-11-18",84.48,84.86,83.51,84.12,740200,81.91
"2011-11-21",83.42,84.43,83.19,84.02,871000,81.81
"2011-11-22",83.93,85.76,83.66,84.71,1289500,82.49
"2011-11-23",84.22,84.29,83.1,83.14,1189200,80.96
"2011-11-25",83.14,84.16,82.67,83.64,354900,81.44
"2011-11-28",85.16,85.31,83.53,83.63,1289500,81.43
"2011-11-29",84.09,84.96,83.42,84.26,1042000,82.05
"2011-11-30",85.48,86.85,84.35,86.83,1107600,84.55
"2011-12-01",86.39,86.68,85.5,86,715300,83.74
"2011-12-02",86.36,86.38,84.91,85.87,909400,83.62
"2011-12-05",86.66,86.9,85.12,85.6,931500,83.35
"2011-12-06",86.03,87,85.43,86.3,834700,84.03
"2011-12-07",86,86.5,85.09,86.24,2119700,83.98
"2011-12-08",86.05,86.47,85.32,85.54,848600,83.29
"2011-12-09",85.34,86.9,84.47,86.36,782200,84.09
"2011-12-12",86.05,86.07,84.12,84.93,688600,82.7
"2011-12-13",85.46,85.88,83.41,83.8,682600,81.6
"2011-12-14",83.73,84.47,83.12,83.54,775700,81.35
"2011-12-15",83.96,84.14,82.35,83.85,821000,81.65
"2011-12-16",84.65,85.47,84.02,84.64,1007600,82.42
"2011-12-19",85.11,85.61,84.15,84.3,689100,82.09
"2011-12-20",85.11,87,85.11,86.85,743100,84.57
"2011-12-21",87.09,87.61,86.41,87.45,860700,85.15
"2011-12-22",87.42,88.87,86.95,88.52,814300,86.2
"2011-12-23",88.92,90.17,88.37,89.68,698700,87.33
"2011-12-27",89.43,90.41,89.21,90.08,394900,87.72
"2011-12-28",90.09,90.42,89.09,89.21,434500,86.87
"2011-12-29",89.42,89.75,89.18,89.64,394800,87.29
"2011-12-30",89.67,89.8,89.15,89.27,376300,86.93
"2012-01-03",90.4,93.31,90.21,91,1693700,88.61
"2012-01-04",90.81,92.32,90.81,91.93,1528500,89.52
"2012-01-05",91.2,92.76,90.98,92.64,1373400,90.21
"2012-01-06",92.43,92.96,91.93,92.5,779600,90.07
"2012-01-09",92.84,93.5,92.41,93.22,593300,90.77
"2012-01-10",94.83,95.31,93.58,94.5,1545300,92.02
"2012-01-11",94.45,95.96,93.97,95.82,1397700,93.3
"2012-01-12",95.57,96.38,94.88,96.33,768300,93.8
"2012-01-13",95.16,95.63,94.17,95.13,1169800,92.63
"2012-01-17",95.6,96.24,95.08,95.37,498600,92.87
"2012-01-18",95.53,96.51,94.86,96.2,959800,93.67
"2012-01-19",96.04,97.95,94.3,97.27,1199000,94.72
"2012-01-20",97.07,97.25,95.51,95.59,931700,93.08
"2012-01-23",95.67,96.04,94.15,95.07,651400,92.57
"2012-01-24",94.47,95.76,94.42,95.42,726600,92.91
"2012-01-25",95.23,96.4,94.53,96.06,1500900,93.54
"2012-01-26",96.53,99.6,95.25,98.03,2669100,95.46
"2012-01-27",97.47,98.5,95.43,97.2,1494500,94.65
"2012-01-30",96.46,97.27,95.79,96.76,1007100,94.22
"2012-01-31",97.56,98.8,95.93,97.53,1020800,94.97
"2012-02-01",97.88,98.07,96.21,97.52,1517800,94.96
"2012-02-02",97.56,97.88,96.82,96.9,988900,94.36
"2012-02-03",97.81,98.64,97.56,97.77,1233400,95.2
"2012-02-06",97.61,97.98,96.96,97.74,708400,95.17
"2012-02-07",97.72,99.22,97.5,98.48,705400,95.89
"2012-02-08",98.26,99.3,98.09,98.96,653500,96.36
"2012-02-09",99.08,99.73,98.48,99.5,704300,96.89
"2012-02-10",98.61,98.9,97.81,98.37,1244400,95.79
"2012-02-13",98.94,99.48,98.29,99.15,770700,96.55
"2012-02-14",98.83,100,98.81,99.8,965900,97.18
"2012-02-15",99.9,99.95,98.84,99.22,848100,96.62
"2012-02-16",99.1,99.99,98.9,99.74,549900,97.12
"2012-02-17",100,100.46,99.57,100.32,861800,97.69
"2012-02-21",100.28,101.39,99.99,100.58,689900,97.94
"2012-02-22",100.64,100.87,99.52,99.97,712000,97.35
"2012-02-23",99.62,100.99,99.1,100.96,891800,98.69
"2012-02-24",100.97,101.2,100.6,101.06,890200,98.79
"2012-02-27",100.26,103.57,100,103.33,1346200,101.01
"2012-02-28",103.34,103.49,101.71,102.37,769300,100.07
"2012-02-29",102.47,103.32,102.17,103.15,1085400,100.84
"2012-03-01",103.24,103.62,102.82,103.56,772800,101.24
"2012-03-02",103.4,103.63,102.27,102.44,667000,100.14
"2012-03-05",102.24,103.69,102.24,102.69,956600,100.39
"2012-03-06",101.86,103.38,101.8,103.1,1441500,100.79
"2012-03-07",103.36,106.56,102.82,106.15,2011900,103.77
"2012-03-08",106.49,106.49,104.83,105.45,1802900,103.08
"2012-03-09",105.9,106.42,105.36,106.03,1231000,103.65
"2012-03-12",106.52,108.03,105.61,107.01,1088200,104.61
"2012-03-13",107.4,107.75,107,107.24,1148000,104.83
"2012-03-14",107.02,107.43,106.6,107.19,1208000,104.78
"2012-03-15",107.39,107.91,106.57,107.86,928300,105.44
"2012-03-16",108,108.24,106.56,106.64,1187900,104.25
"2012-03-19",106.65,107.89,106.04,107.57,970900,105.16
"2012-03-20",107.21,107.4,106.48,107.17,560000,104.77
"2012-03-21",107.33,107.59,106.77,107.07,433700,104.67
"2012-03-22",106.72,107.52,106.21,107.27,743800,104.86
"2012-03-23",106.81,107.89,105.58,107.6,723700,105.19
"2012-03-26",107.94,109.66,107.43,109.6,686400,107.14
"2012-03-27",109.86,110.79,109.34,109.6,947400,107.14
"2012-03-28",109.56,109.96,107.74,108.36,825900,105.93
"2012-03-29",108,109.29,107.96,109.21,1051600,106.76
"2012-03-30",109.61,109.93,108.29,108.67,1136700,106.23
"2012-04-02",107.45,110.03,107.29,109.81,1036400,107.35
"2012-04-03",109.88,109.88,108.64,109.4,696900,106.95
"2012-04-04",108.62,110,108.27,109.93,777900,107.46
"2012-04-05",110.53,114.44,110.53,110.77,2398200,108.28
"2012-04-09",113.54,114.18,111.15,111.83,2445100,109.32
"2012-04-10",111.82,111.83,108.96,108.99,1342900,106.54
