"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2009-09-03",44.89,46.07,44.67,46,2166900,42.97
"2009-09-04",45.81,47.11,45.48,46.87,2542500,43.78
"2009-09-08",47.69,48.25,46.4,46.55,3073600,43.48
"2009-09-09",46.38,47.36,46,47.2,2650600,44.09
"2009-09-10",46.45,47,46.17,46.91,2784200,43.82
"2009-09-11",47.22,48.19,47.11,47.48,2535500,44.35
"2009-09-14",47,47.7,46.22,47.46,1851900,44.33
"2009-09-15",47.69,48.05,46.87,47.64,2789000,44.5
"2009-09-16",47.82,48.29,47.08,47.87,2323200,44.71
"2009-09-17",47.42,48.62,46.37,46.85,3346900,43.76
"2009-09-18",47.15,47.37,45.93,46.06,1970700,43.02
"2009-09-21",45.56,45.56,43.76,44.8,3622300,41.85
"2009-09-22",45.24,46.11,45.24,45.65,2792000,42.64
"2009-09-23",45.82,46.17,44.77,45,3189300,42.03
"2009-09-24",45.05,45.49,43.1,43.94,3059500,41.04
"2009-09-25",43.6,44.42,43.19,44.11,3068100,41.2
"2009-09-28",44.48,45.12,43.74,44.53,2485600,41.59
"2009-09-29",44.61,45.43,44.11,44.48,1693600,41.55
"2009-09-30",44.79,45.22,43.62,44.81,3716500,41.86
"2009-10-01",44.45,44.53,43.07,43.07,3227500,40.23
"2009-10-02",42.34,43.25,41.51,42.54,2908600,39.74
"2009-10-05",42.94,44.13,42.57,44.08,2261800,41.17
"2009-10-06",44.7,45.38,44.35,44.87,2814400,41.91
"2009-10-07",44.66,45.45,44.38,45.36,2381100,42.37
"2009-10-08",45.87,47.6,45.73,47.14,3420400,44.03
"2009-10-09",47.28,47.55,46.63,47.32,2324000,44.2
"2009-10-12",47.54,48.15,47.28,47.72,2279800,44.57
"2009-10-13",47.48,47.59,46.8,47.23,2237000,44.12
"2009-10-14",47.82,49.08,47.69,48.99,2474600,45.76
"2009-10-15",48.79,49.38,48.26,49.26,1970500,46.01
"2009-10-16",48.75,49.09,48.06,48.72,1830900,45.51
"2009-10-19",49.01,50.77,48.88,50.55,2504800,47.22
"2009-10-20",51.55,51.65,50.09,50.5,2154200,47.17
"2009-10-21",50.08,51.54,49.6,50.07,2302300,46.77
"2009-10-22",50.07,50.26,48.74,50.01,3251100,46.71
"2009-10-23",50.17,50.51,48.27,48.59,2975200,45.39
"2009-10-26",48.59,50.35,47.94,48.41,2502200,45.22
"2009-10-27",48.68,48.8,46.34,46.52,2910700,43.45
"2009-10-28",46.47,46.61,44.6,44.7,2729800,41.75
"2009-10-29",45.08,46.12,44.91,45.92,2893500,42.89
"2009-10-30",47.76,48.9,42.1,43.06,10839400,40.22
"2009-11-02",43.3,44.66,42.63,44.1,4007800,41.19
"2009-11-03",43.01,45.16,43.01,44.77,3244800,41.82
"2009-11-04",45.74,46.91,45.12,45.3,3376900,42.31
"2009-11-05",46,47.09,45.55,47.07,2513100,43.97
"2009-11-06",46.33,47.07,45.54,46.18,1856200,43.14
"2009-11-09",46.77,47.19,45.88,47.01,1792300,43.91
"2009-11-10",46.82,47.49,46.49,46.94,1348500,43.85
"2009-11-11",47.06,47.73,46.72,47.39,1698400,44.27
"2009-11-12",46.84,47.38,46.4,46.61,2143800,43.54
"2009-11-13",46.74,47.1,46.2,46.97,2082600,43.87
"2009-11-16",47.25,49.4,47.25,48.84,2358500,45.62
"2009-11-17",48.78,48.78,47.75,48.51,1468700,45.31
"2009-11-18",48.69,48.69,47.67,48.14,1334500,45.13
"2009-11-19",47.68,47.8,46.66,47.18,1387800,44.23
"2009-11-20",46.76,46.93,45.85,46.5,1644200,43.59
"2009-11-23",47.43,47.94,46.63,46.79,1487800,43.86
"2009-11-24",46.67,46.96,45.74,46.08,1985600,43.2
"2009-11-25",46.18,46.67,45.66,46.34,1636600,43.44
"2009-11-27",44.86,46.07,44.16,45.34,755800,42.5
"2009-11-30",45.4,45.79,44.4,44.9,2483900,42.09
"2009-12-01",45.54,47.57,45.42,47.16,3175000,44.21
"2009-12-02",46.75,46.87,43.05,43.42,8007600,40.7
"2009-12-03",43.6,44.36,42.99,43.05,3393000,40.36
"2009-12-04",43.69,44.29,42.61,43.7,2304500,40.97
"2009-12-07",45.07,45.75,44.6,45.08,3173500,42.26
"2009-12-08",44.61,45.19,44.23,44.96,2884000,42.15
"2009-12-09",44.7,45.9,44.57,45.74,2555500,42.88
"2009-12-10",45.81,46.63,45.68,46.35,2349300,43.45
"2009-12-11",46.59,46.74,45.3,45.59,1841200,42.74
"2009-12-14",46,46.71,45.45,46.56,1711800,43.65
"2009-12-15",46.4,46.63,45.92,46.11,2244300,43.23
"2009-12-16",46.26,47.1,46.12,46.77,1917500,43.84
"2009-12-17",46.22,46.8,46.01,46.5,1333500,43.59
"2009-12-18",46.86,47.14,46.66,47.11,1935700,44.16
"2009-12-21",47.37,47.49,46.84,47.19,2205700,44.24
"2009-12-22",47,47.1,46.44,46.76,2410800,43.84
"2009-12-23",47,47.41,46.47,47.35,1079400,44.39
"2009-12-24",47.26,47.71,47.12,47.53,357200,44.56
"2009-12-28",47.4,47.74,47.28,47.41,855200,44.44
"2009-12-29",47.5,47.5,46.79,46.84,773000,43.91
"2009-12-30",46.5,46.8,46.2,46.39,811300,43.49
"2009-12-31",46.35,46.65,45.85,45.86,683500,42.99
"2010-01-04",46.35,47.11,46.26,46.94,1148600,44
"2010-01-05",47.25,48.18,46.96,48.05,1592300,45.04
"2010-01-06",47.85,48.62,47.78,48.49,1745900,45.46
"2010-01-07",48.26,51.05,48.25,50.95,3558600,47.76
"2010-01-08",50.35,54.42,50.1,53.67,4848000,50.31
"2010-01-11",53.61,55.41,53.5,55,3159800,51.56
"2010-01-12",53.66,53.95,52.84,53.35,3841800,50.01
"2010-01-13",52.18,53.25,51.36,52.78,2413300,49.48
"2010-01-14",51.79,53.21,51.27,52.89,1802900,49.58
"2010-01-15",51.98,52.48,51.38,51.73,2039900,48.49
"2010-01-19",50.84,52.94,50.59,52.94,1689400,49.63
"2010-01-20",52.41,52.41,50.62,51.47,2002000,48.25
"2010-01-21",51.31,51.64,48.98,49.47,2264300,46.38
"2010-01-22",49.24,49.24,47.74,47.77,2049400,44.78
"2010-01-25",48.7,49.19,47.28,47.63,1626500,44.65
"2010-01-26",47.43,48.4,46.82,47.29,2935300,44.33
"2010-01-27",47.06,47.21,44.84,46.41,3368300,43.51
"2010-01-28",46.85,46.94,45.13,45.55,1538100,42.7
"2010-01-29",46.08,46.77,44.98,45.16,2110900,42.34
"2010-02-01",45.73,46.98,45.55,46.94,2299600,44
"2010-02-02",50.15,52.26,49.12,51.09,8399900,47.89
"2010-02-03",51.11,53.05,51.02,51.84,3425700,48.6
"2010-02-04",51.01,51.21,49.82,50.1,2765300,46.97
"2010-02-05",49.93,50.57,48.89,50.48,3215000,47.32
"2010-02-08",50.26,51.52,49.93,50.11,2097900,46.98
"2010-02-09",51.17,52.89,51,52.24,2641200,48.97
"2010-02-10",52.01,52.48,51.46,51.98,2198500,48.73
"2010-02-11",51.89,55.84,51.89,54.86,4053400,51.43
"2010-02-12",53.75,56.44,53.08,54.95,4198100,51.51
"2010-02-16",56.14,57.45,55.95,57.11,3499800,53.54
"2010-02-17",57.5,57.5,55.96,56.46,2400800,53.09
"2010-02-18",56.12,57.6,55.84,57.49,1744900,54.06
"2010-02-19",57.11,58.63,56.89,57.93,1946700,54.47
"2010-02-22",58.47,58.47,56.96,57.18,1993600,53.77
"2010-02-23",57.03,57.64,55.27,55.64,2451500,52.32
"2010-02-24",56.18,56.79,55.52,55.95,2428600,52.61
"2010-02-25",54.48,56.21,53.86,56.03,2192600,52.69
"2010-02-26",55.99,57.01,55.17,56.78,1675000,53.39
"2010-03-01",57.2,59.03,57.2,58.96,2341300,55.44
"2010-03-02",59.49,59.52,58.73,59.24,3112900,55.71
"2010-03-03",59.58,60.47,58.88,59.18,2724700,55.65
"2010-03-04",59.35,60.36,59.1,59.73,2610800,56.17
"2010-03-05",60.03,60.99,59.75,60.7,2550300,57.08
"2010-03-08",60.71,60.93,59.72,60.02,2069200,56.44
"2010-03-09",59.75,61.47,59.5,61.13,2504200,57.48
"2010-03-10",61.37,61.37,59.54,60.23,4113000,56.64
"2010-03-11",59.88,59.93,58.56,59.44,2389100,55.89
"2010-03-12",60.24,60.5,59.65,60.37,2220000,56.77
"2010-03-15",59.89,60.24,58.94,60.22,2589700,56.63
"2010-03-16",60.41,61.02,58.99,60.7,3562000,57.08
"2010-03-17",61.65,61.65,59.96,60.17,3462400,56.58
"2010-03-18",59.89,60.45,58.86,59.33,3887000,55.79
"2010-03-19",59.46,60.18,58.06,58.16,3043300,54.69
"2010-03-22",57.9,60.27,57.65,59.95,1820600,56.37
"2010-03-23",60.09,62.69,60.09,62.35,3014900,58.63
"2010-03-24",62.32,63.2,61.76,61.81,3131500,58.12
"2010-03-25",62.54,63.44,61.52,61.56,2615600,57.89
"2010-03-26",61.83,63.4,61.63,62.36,1880200,58.64
"2010-03-29",62.9,63.18,62.43,63.08,2177000,59.32
"2010-03-30",63.22,63.23,61.58,62.15,2284200,58.44
"2010-03-31",61.93,62.49,61.61,61.95,2397000,58.25
"2010-04-01",62.47,63.63,61.96,62.34,2262900,58.62
"2010-04-05",62.82,65.98,62.82,65.63,3273700,61.71
"2010-04-06",65.37,65.46,64.9,65.12,2415400,61.23
"2010-04-07",64.74,65.35,64.21,64.71,2630300,60.85
"2010-04-08",64.36,65.59,63.75,65.03,3117600,61.15
"2010-04-09",66.73,66.73,65.61,66.07,3111300,62.13
"2010-04-12",66.45,66.45,64.92,65.13,2838400,61.24
"2010-04-13",65.16,66.12,65.03,66.06,1656600,62.12
"2010-04-14",66.16,67.79,66.1,67.72,2047600,63.68
"2010-04-15",67.54,67.98,66.44,67.01,2128500,63.01
"2010-04-16",66.7,67.17,65,65.91,2088200,61.98
"2010-04-19",65.77,66.63,64.56,65.93,1873700,62
"2010-04-20",66.91,69.35,66.81,67.04,3173300,63.04
"2010-04-21",67.44,67.92,65.95,66.74,2356100,62.76
"2010-04-22",65.98,68.32,64.78,68.06,1881100,64
"2010-04-23",68.26,69.84,67.57,69.76,2334100,65.6
"2010-04-26",70.24,71.5,70.01,70.31,2942100,66.12
"2010-04-27",74.45,76.35,71.99,72.4,9373000,68.08
"2010-04-28",73.2,74.95,73.07,73.81,4623600,69.41
"2010-04-29",74.71,76.95,74.22,75.79,4009900,71.27
"2010-04-30",75.75,76.56,72.05,72.23,3565500,67.92
"2010-05-03",72.67,74.25,72.6,73.25,2891000,68.88
"2010-05-04",71.96,72.01,69.33,70.65,5014200,66.43
"2010-05-05",68.82,71.8,67.3,70.41,4479100,66.21
"2010-05-06",69.95,72,58.91,67.24,8957800,63.23
"2010-05-07",64.85,68.49,64.57,65.31,6749900,61.41
"2010-05-10",69.72,72.38,69.6,72.13,4854300,67.83
"2010-05-11",70.77,72.95,70.6,71.76,2946800,67.48
"2010-05-12",72.74,75.45,72.52,75.09,2981300,70.61
"2010-05-13",75.18,76.23,73.65,74.04,2855100,69.62
"2010-05-14",73.29,73.31,70.68,71.55,4568600,67.28
"2010-05-17",71.75,72.44,68.71,71.27,4033200,67.02
"2010-05-18",73.04,73.45,69.51,69.95,2625300,65.78
"2010-05-19",68.04,69.77,66.51,68.47,3783300,64.55
"2010-05-20",66.03,66.08,62,63.7,7800300,60.05
"2010-05-21",62,66.2,60.36,65.87,4074500,62.1
"2010-05-24",66,66.81,64.07,64.23,2162600,60.55
"2010-05-25",61.45,65.11,60.5,64.94,4194500,61.22
"2010-05-26",66.42,68.62,65.54,65.98,3562400,62.2
"2010-05-27",68.1,69.62,67.73,69.59,2377400,65.6
