"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"2008-10-16",34.47,37.82,32.45,37.82,1452600,34.39
"2008-10-17",36.38,39.74,34.5,37.58,1055800,34.17
"2008-10-20",37.9,41.93,37.9,41.93,880300,38.12
"2008-10-21",41.22,41.22,38.36,38.6,1191700,35.1
"2008-10-22",37.15,37.15,31.23,33.3,1465800,30.28
"2008-10-23",34.07,34.07,28.88,29.84,1869300,27.13
"2008-10-24",27.84,33.26,27.09,32.4,2002000,29.46
"2008-10-27",32.41,33.5,31.4,31.4,1549900,28.55
"2008-10-28",32.08,33.47,29.55,33.41,1856100,30.38
"2008-10-29",33.56,38.4,33,37.04,1807400,33.68
"2008-10-30",38.87,38.87,35.85,37.27,1395500,33.89
"2008-10-31",36.99,39.06,36.54,38.36,990000,34.88
"2008-11-03",38.35,39.5,38.03,38.54,761700,35.04
"2008-11-04",39.58,40.74,38.5,39.51,752800,35.92
"2008-11-05",39.06,40.47,38.5,38.51,896200,35.02
"2008-11-06",38.5,39.02,36.36,36.43,962900,33.12
"2008-11-07",36.73,39.84,36.73,38.92,819300,35.39
"2008-11-10",40.07,40.47,37.16,38.21,526500,34.74
"2008-11-11",37.64,37.69,35.04,35.9,726000,32.64
"2008-11-12",35,35.59,32.99,32.99,756400,30
"2008-11-13",33.2,36.98,31.6,36.98,893500,33.62
"2008-11-14",36.2,37.07,34.48,34.59,655500,31.45
"2008-11-17",34.22,36.36,34,34.85,728200,31.69
"2008-11-18",35,35.36,32.47,34.24,579400,31.13
"2008-11-19",34.4,35.48,31.87,31.89,1003700,29
"2008-11-20",31,32.08,27.4,27.45,1260800,24.96
"2008-11-21",28.19,30.9,27.45,30.89,1481300,28.09
"2008-11-24",32.02,32.9,30.58,31.7,1366800,28.82
"2008-11-25",32.23,34.06,31.57,33.58,1187500,30.53
"2008-11-26",33.16,35.41,32.13,35.12,786000,31.93
"2008-11-28",34.93,35.75,34.36,35.75,327800,32.51
"2008-12-01",35.01,35.01,30.24,30.3,1240700,27.55
"2008-12-02",31.17,33.37,30.68,32.38,994300,29.44
"2008-12-03",31.66,33.4,30.57,32.97,915600,29.98
"2008-12-04",32.37,34.12,31.49,32.33,1107900,29.4
"2008-12-05",31.78,34.38,30.4,34.33,695700,31.21
"2008-12-08",35.3,37.75,34.88,36.97,1177600,33.62
"2008-12-09",36.5,37.67,34.06,34.77,961000,31.61
"2008-12-10",35.1,36.5,34.79,36.07,963700,32.8
"2008-12-11",35.98,36.6,32.98,33.37,767000,30.48
"2008-12-12",32.89,35.2,31.9,34.79,757500,31.77
"2008-12-15",35.25,35.84,33.92,34.6,649200,31.6
"2008-12-16",34.91,37.89,34.91,37.83,780800,34.55
"2008-12-17",37.12,38.49,36.86,37.75,805900,34.48
"2008-12-18",38.15,38.42,36.29,36.8,786900,33.61
"2008-12-19",36.94,38.08,35.46,35.66,1272500,32.57
"2008-12-22",35.76,35.89,34.61,35.74,813700,32.64
"2008-12-23",36.04,37.58,35.52,36.03,780500,32.91
"2008-12-24",36.36,36.41,35.11,35.91,295700,32.8
"2008-12-26",36.15,36.75,35.58,36.72,315000,33.54
"2008-12-29",36.72,37.99,36.07,37.68,797200,34.41
"2008-12-30",37.88,40.14,37.4,39.68,1280800,36.24
"2008-12-31",39.66,40.34,38.5,38.99,1073600,35.61
"2009-01-02",39.2,40.82,37.93,40.65,536400,37.13
"2009-01-05",40.28,40.5,38.5,39.36,1164300,35.95
"2009-01-06",40.02,40.71,39.02,40.35,1375600,36.85
"2009-01-07",39.77,39.77,37.9,38.3,1298400,34.98
"2009-01-08",38.16,38.5,37.43,38.17,1269900,34.86
"2009-01-09",37.81,38.95,35.2,38.5,2409900,35.16
"2009-01-12",38.1,38.83,37.42,38,1647700,34.71
"2009-01-13",37.7,40.3,37.1,39.82,1875000,36.37
"2009-01-14",39.31,39.53,38.01,38.68,1532500,35.33
"2009-01-15",38.82,40.5,37.86,40.25,1198700,36.76
"2009-01-16",40.72,41.09,38.13,39.05,1912300,35.66
"2009-01-20",38.45,39.31,36.95,37.03,962000,33.82
"2009-01-21",37.97,38.36,36.04,38.36,1109100,35.03
"2009-01-22",37.46,38.56,36.85,37.99,1101100,34.7
"2009-01-23",36.66,37.93,36.66,37.57,1393100,34.31
"2009-01-26",37.74,38.77,37.04,37.35,1345800,34.11
"2009-01-27",37.71,38.16,36.52,36.89,1425500,33.69
"2009-01-28",37.62,37.99,37.04,37.3,1193100,34.07
"2009-01-29",37,39.92,36.55,38.43,2318400,35.1
"2009-01-30",38.7,38.7,35.14,35.31,2383000,32.25
"2009-02-02",34.77,37.22,34.68,36.54,1580100,33.37
"2009-02-03",36.57,37.78,36.53,37.01,2266000,33.8
"2009-02-04",37.01,37.46,36.61,37.12,1918300,33.9
"2009-02-05",37.02,37.68,36.31,37.4,1792200,34.16
"2009-02-06",37.87,39.31,37.49,39.07,1246000,35.68
"2009-02-09",39.1,40.64,38.71,39.51,932300,36.08
"2009-02-10",38.8,39.69,37.08,37.42,1216700,34.18
"2009-02-11",37.74,38,36.59,37.3,974800,34.07
"2009-02-12",36.51,38.04,36.1,38.04,911800,34.74
"2009-02-13",38.19,39.04,37.95,38.49,1080400,35.15
"2009-02-17",36.88,37.53,35.88,36.93,1058500,33.73
"2009-02-18",37.09,37.26,36.01,36.44,964000,33.28
"2009-02-19",36.93,37.15,35.2,35.25,834600,32.19
"2009-02-20",34.75,35.73,34.68,35.18,1006900,32.13
"2009-02-23",35.51,35.51,32.56,32.81,1128800,29.97
"2009-02-24",32.95,33.92,32.01,33.73,981500,30.81
"2009-02-25",33.58,33.58,31.77,31.82,915500,29.06
"2009-02-26",32.4,32.56,30.65,30.75,1329100,28.08
"2009-02-27",30.39,31.62,29.67,30.79,1572600,28.12
"2009-03-02",29.97,29.97,28.53,28.71,1197000,26.22
"2009-03-03",29.17,29.46,27.84,28.4,1287200,25.94
"2009-03-04",28.65,29.69,28.43,29.29,1047900,26.75
"2009-03-05",28.66,28.84,27.51,28,1128200,25.57
"2009-03-06",28.25,28.29,26.29,27.09,1297200,24.74
"2009-03-09",26.69,27.75,26.47,27.24,1060400,24.88
"2009-03-10",27.95,29.09,27.86,28.77,951500,26.28
"2009-03-11",28.93,30.67,28.63,30.49,1610800,28
"2009-03-12",30.33,31.81,29.98,31.62,1101600,29.04
"2009-03-13",31.84,32.28,31.26,32.17,809100,29.55
"2009-03-16",32.77,33.03,32.09,32.27,894300,29.64
"2009-03-17",32.26,33.28,31.39,33.28,783200,30.56
"2009-03-18",33.2,34.89,32.89,34.63,1078800,31.8
"2009-03-19",34.91,35.36,34.21,34.25,1150700,31.46
"2009-03-20",34.1,34.25,32.26,32.56,935700,29.9
"2009-03-23",31.3,33.67,30.07,33.66,2031700,30.91
"2009-03-24",33.41,33.45,32.71,32.83,900200,30.15
"2009-03-25",33.26,33.72,32.27,33.36,1085600,30.64
"2009-03-26",33.71,35.58,33.66,35.53,1126400,32.63
"2009-03-27",34.83,35.42,34.23,34.41,857500,31.6
"2009-03-30",33.39,33.72,32.33,32.88,678400,30.2
"2009-03-31",33.37,34.45,32.95,33.81,834500,31.05
"2009-04-01",33.63,34.75,32.52,34.46,751400,31.65
"2009-04-02",35.42,36.76,35.36,36.19,1355800,33.24
"2009-04-03",36.08,38.17,35.38,38.11,1372300,35
"2009-04-06",37.59,37.7,36.45,37.11,1104100,34.08
"2009-04-07",36.72,37.37,35.96,36.51,976600,33.53
"2009-04-08",36.67,37.62,36.57,37.24,679400,34.2
"2009-04-09",38.13,39.35,37.82,39.28,760600,36.08
"2009-04-13",38.7,39.2,37.99,38.97,778100,35.79
"2009-04-14",38.77,38.87,37.59,37.65,528000,34.58
"2009-04-15",37.52,38.02,37,37.9,598700,34.81
"2009-04-16",38.38,38.99,37.79,38.83,485500,35.66
"2009-04-17",38.9,39,38.3,38.82,596300,35.65
"2009-04-20",38,38.06,36.46,36.8,754200,33.8
"2009-04-21",36.46,37.63,36,37.61,552500,34.54
"2009-04-22",37.16,40.09,37.11,39.12,813100,35.93
"2009-04-23",39.4,39.94,38.65,39.24,972200,36.04
"2009-04-24",39.51,41.7,39.51,41.32,944200,37.95
"2009-04-27",40.18,41.85,40.18,41.15,741200,37.79
"2009-04-28",40.43,41.98,40.01,41.31,709400,37.94
"2009-04-29",41.6,42.74,41.48,42.54,646300,39.07
"2009-04-30",43,44.28,42.85,43.12,803300,39.6
"2009-05-01",42.9,42.93,41.4,42,558200,38.57
"2009-05-04",42.57,44.21,42.29,44.2,736900,40.59
"2009-05-05",44.19,44.3,43.29,43.72,1250300,40.15
"2009-05-06",43.76,44.9,42.55,42.97,1314700,39.46
"2009-05-07",43.4,44.12,41,42.72,1384300,39.23
"2009-05-08",43.31,43.66,42.15,42.92,935700,39.42
"2009-05-11",42.13,43.15,41.89,42.33,751700,38.88
"2009-05-12",42.68,43.05,41.81,42.46,1098600,39
"2009-05-13",41.77,41.81,40,40.32,1102100,37.03
"2009-05-14",40.33,41.35,40.1,40.43,1261800,37.13
"2009-05-15",40.39,41.64,40.15,41.32,815700,37.95
"2009-05-18",41.47,42.65,40.69,42.65,829700,39.17
"2009-05-19",42.64,43.8,42.64,43.06,772400,39.55
"2009-05-20",43.58,45.09,43.09,43.3,870700,39.77
"2009-05-21",42.73,43.05,41.56,42.19,737400,38.75
"2009-05-22",42.33,42.55,41.48,42.09,614700,38.66
"2009-05-26",41.4,42.69,40.85,42.55,1110100,39.08
"2009-05-27",42.47,43.21,41.83,41.97,611600,38.55
"2009-05-28",42.52,42.89,41.35,42.04,932800,38.61
"2009-05-29",42.39,42.7,41.45,42.26,2322000,38.81
"2009-06-01",43.2,44.78,43,44.55,799000,40.92
"2009-06-02",44.4,45.27,43.87,45.18,581200,41.49
"2009-06-03",44.75,44.78,43.06,43.49,684700,39.94
"2009-06-04",43.61,44.17,43.28,43.63,835800,40.07
"2009-06-05",44.2,44.27,42.17,42.49,953400,39.02
"2009-06-08",42.6,42.6,41.3,41.91,836200,38.49
"2009-06-09",41.94,42.52,41.45,42.27,869100,38.82
"2009-06-10",42.51,42.86,40.79,41.46,682700,38.08
"2009-06-11",41.65,42.23,41.3,41.4,712900,38.19
"2009-06-12",41.16,41.16,39.97,40.84,468900,37.67
"2009-06-15",40.47,41.04,39.88,40.62,1272300,37.47
"2009-06-16",40.8,41.01,39.71,39.89,1043200,36.8
"2009-06-17",39.76,40.68,39.4,39.83,880900,36.74
"2009-06-18",40.05,41.04,39.42,40.69,772300,37.53
"2009-06-19",41,41.49,40.8,41.19,962200,37.99
"2009-06-22",40.59,40.59,39.6,39.71,915200,36.63
"2009-06-23",39.79,40.22,39.49,39.93,918900,36.83
"2009-06-24",40.6,40.98,39.56,39.89,766000,36.8
"2009-06-25",39.78,40.82,39.55,40.77,469400,37.61
"2009-06-26",40.7,41.06,40.25,40.87,1648500,37.7
"2009-06-29",40.68,41.59,40.52,41.4,429600,38.19
"2009-06-30",41.71,41.71,40.23,40.53,880300,37.39
"2009-07-01",40.74,41.27,40.41,40.5,565100,37.36
"2009-07-02",39.83,40.5,39.1,39.19,483000,36.15
"2009-07-06",38.78,39.3,38.33,39.18,773100,36.14
"2009-07-07",39.13,39.34,38.36,38.43,1168000,35.45
"2009-07-08",38.53,38.69,36.68,37.54,1206300,34.63
"2009-07-09",37.9,38.39,37.47,37.95,688200,35.01
"2009-07-10",37.59,38.1,36.88,37.44,651600,34.54
"2009-07-13",37.45,38.51,36.79,38.49,548000,35.5
"2009-07-14",38.52,38.73,38.07,38.49,393100,35.5
"2009-07-15",38.82,39.14,38.7,39.03,913800,36
"2009-07-16",38.87,40.01,38.82,39.86,938600,36.77
"2009-07-17",39.75,39.75,39.04,39.24,525300,36.2
"2009-07-20",39.47,40.1,39.29,39.8,698300,36.71
"2009-07-21",40.21,40.58,39.17,39.69,872000,36.61
"2009-07-22",39.33,40.36,39.2,40.13,983200,37.02
"2009-07-23",40.05,42,39.96,41.38,1209900,38.17
"2009-07-24",41.04,41.95,40.45,41.79,922100,38.55
"2009-07-27",41.77,43.05,41.77,43.05,767800,39.71
"2009-07-28",42.74,43.03,42.34,42.86,725000,39.53
"2009-07-29",42.21,42.85,41.96,42.59,901300,39.29
"2009-07-30",43.12,44.68,43.12,44.2,776000,40.77
"2009-07-31",44.16,45.13,43.94,44.58,658300,41.12
"2009-08-03",44.87,45.48,44.66,45.25,419700,41.74
"2009-08-04",44.75,45.76,44.6,45.57,404000,42.03
"2009-08-05",45.75,45.75,44.36,45.07,409800,41.57
"2009-08-06",45.39,45.51,44.53,44.76,478900,41.29
"2009-08-07",45.43,45.57,44.54,45.25,417400,41.74
"2009-08-10",45.02,45.3,44.62,45.1,429400,41.6
"2009-08-11",44.94,45.27,44.67,44.96,417900,41.47
"2009-08-12",44.75,45.98,44.75,45.65,429400,42.11
"2009-08-13",45.67,46.15,45.52,46.03,435200,42.46
"2009-08-14",45.81,45.97,44.92,45.35,366800,41.83
"2009-08-17",44.53,44.72,43.7,43.76,472000,40.36
"2009-08-18",43.86,44.28,43.49,44.18,454700,40.75
"2009-08-19",43.53,45.17,43.15,44.81,354800,41.33
"2009-08-20",44.71,45.13,44.42,44.56,290100,41.1
"2009-08-21",44.95,46.29,44.89,46.19,445200,42.61
"2009-08-24",46.46,47,45.89,46.05,250600,42.48
"2009-08-25",46.34,46.8,45.84,46.31,345500,42.72
"2009-08-26",46.22,46.79,45.61,46.04,349100,42.47
"2009-08-27",45.99,46.32,45.02,45.98,261900,42.41
"2009-08-28",46.5,46.5,45.6,46,269600,42.43
"2009-08-31",46.96,47.38,46.27,46.5,1292300,42.89
"2009-09-01",46.34,46.67,45.05,45.07,882100,41.57
"2009-09-02",44.86,45.31,44.4,44.61,815100,41.15
"2009-09-03",44.9,44.99,44.34,44.95,929200,41.46
"2009-09-04",45.03,45.61,44.38,45.55,1111800,42.02
"2009-09-08",46.12,46.52,45.45,45.92,15534700,42.36
"2009-09-09",45.92,46.3,45.7,46.05,1374400,42.48
"2009-09-10",46.11,46.34,45.11,46.27,851500,42.68
"2009-09-11",46.53,46.53,45.53,45.71,533100,42.33
"2009-09-14",45.36,46.25,45.28,46.25,534400,42.83
"2009-09-15",46.74,47.5,46.3,47.43,778600,43.92
"2009-09-16",47.73,49.31,47.34,49.11,1004600,45.48
"2009-09-17",48.85,49.49,48.68,49.13,722100,45.5
"2009-09-18",49.63,49.89,48.82,49.84,1092300,46.15
"2009-09-21",49.31,49.75,48.87,49.69,744900,46.01
"2009-09-22",50.13,50.29,49.54,50.21,998400,46.5
"2009-09-23",50.16,50.16,48.83,48.91,857600,45.29
"2009-09-24",49.08,49.55,47.54,48.02,1385700,44.47
"2009-09-25",47.83,48.42,47.16,47.4,722800,43.89
"2009-09-28",47.69,48.93,47.43,48.61,814400,45.01
"2009-09-29",48.79,49.37,48.47,48.68,680500,45.08
"2009-09-30",48.85,48.94,47.63,48.37,992000,44.79
"2009-10-01",48.39,48.39,46.53,46.86,1203300,43.39
"2009-10-02",46.25,47.89,46.04,47.3,1072900,43.8
"2009-10-05",47.6,47.98,47.15,47.6,644400,44.08
"2009-10-06",48,48.53,47.68,48.15,631700,44.59
"2009-10-07",47.96,48.49,47.69,48.01,581800,44.46
"2009-10-08",48.51,49.08,48.16,48.26,692400,44.69
"2009-10-09",48.05,48.67,48.04,48.48,467300,44.89
"2009-10-12",48.7,48.97,48.19,48.31,408500,44.74
"2009-10-13",48.38,48.58,47.71,48.4,463800,44.82
"2009-10-14",48.93,49.66,48.67,49.65,659700,45.98
"2009-10-15",49.44,50.54,49.22,50.51,926600,46.77
"2009-10-16",49.78,50.68,49.37,50.45,692100,46.72
"2009-10-19",50.46,51,50.06,50.65,520200,46.9
"2009-10-20",50.62,50.68,49.91,50.27,702300,46.55
"2009-10-21",49.97,50.67,49.4,49.45,882000,45.79
"2009-10-22",49.4,50.7,48.79,50.42,744600,46.69
"2009-10-23",50.5,50.73,49.14,49.34,683500,45.69
"2009-10-26",49.42,50.46,48.56,48.71,858100,45.11
"2009-10-27",48.87,49.23,48.33,48.41,573500,44.83
"2009-10-28",48.27,48.31,45.42,45.95,1922100,42.55
"2009-10-29",46.57,46.74,45.25,46.02,1153900,42.62
"2009-10-30",45.91,45.99,44.12,44.36,997900,41.08
"2009-11-02",44.73,45.72,44.32,45.1,1340500,41.76
"2009-11-03",44.68,45.44,44.47,45.12,920900,41.78
"2009-11-04",45.55,45.94,44.97,45.11,855500,41.77
"2009-11-05",45.47,46.58,45.35,46.54,694000,43.1
"2009-11-06",46.17,47,45.97,46.6,879400,43.15
"2009-11-09",46.92,48.24,46.92,48.23,670400,44.66
"2009-11-10",48.18,48.65,47.95,48.31,587000,44.74
"2009-11-11",48.61,48.86,47.76,48.23,465900,44.66
"2009-11-12",48.21,48.42,47.46,47.69,396400,44.16
"2009-11-13",47.66,48.1,47.05,47.41,1170900,43.9
"2009-11-16",47.76,48.73,47.76,48.2,676200,44.63
"2009-11-17",48.31,48.49,47.74,48.1,536800,44.54
"2009-11-18",48.07,48.24,47.08,47.3,574500,43.8
"2009-11-19",47.08,47.18,46.08,46.91,579900,43.44
"2009-11-20",46.64,47.1,46.53,47.05,537800,43.57
"2009-11-23",47.62,48.18,47.02,47.29,429800,43.79
"2009-11-24",47.29,47.56,46.35,46.95,383100,43.48
"2009-11-25",47,47.32,46.74,47.02,610800,43.54
"2009-11-27",45.45,46.62,45.32,46.12,226800,42.71
"2009-11-30",46.13,46.67,45.74,46.25,572200,42.83
"2009-12-01",46.69,47.07,46.49,46.65,620600,43.2
"2009-12-02",46.5,47.12,46.5,47.01,901100,43.53
"2009-12-03",46.88,47.33,46.43,46.49,718000,43.05
"2009-12-04",47.27,47.76,46.19,46.81,629300,43.35
"2009-12-07",46.66,46.98,46.21,46.6,463400,43.15
"2009-12-08",46.32,46.83,46.16,46.62,856900,43.17
"2009-12-09",46.62,47.72,46.5,47.66,689200,44.13
"2009-12-10",48.01,48.12,47.3,47.58,515800,44.06
"2009-12-11",47.9,47.93,47,47.39,469100,44.05
"2009-12-14",47.81,48.19,47.46,48.15,478800,44.76
"2009-12-15",47.84,48.38,47.15,47.25,514300,43.92
"2009-12-16",47.32,47.92,47.32,47.72,846000,44.36
"2009-12-17",47.63,47.64,46.37,46.7,794900,43.41
"2009-12-18",47.24,47.34,46.23,46.6,593800,43.32
"2009-12-21",46.72,47.23,46.6,46.97,342100,43.66
"2009-12-22",47.17,47.51,47.07,47.37,449500,44.03
"2009-12-23",47.47,47.7,47.11,47.59,273100,44.24
"2009-12-24",47.75,47.98,47.56,47.78,101800,44.41
"2009-12-28",48.04,48.16,47.66,48.16,265000,44.77
"2009-12-29",48.18,48.49,47.97,48.28,264800,44.88
"2009-12-30",48.36,48.36,47.92,48.26,239600,44.86
"2009-12-31",48.26,48.29,47.56,47.6,268900,44.25
"2010-01-04",48.27,48.55,47.89,48.39,390400,44.98
"2010-01-05",48.11,48.39,47.68,48.22,611800,44.82
"2010-01-06",48.22,48.6,47.93,48.24,580500,44.84
"2010-01-07",47.65,48.35,47.65,48.16,525100,44.77
"2010-01-08",48.14,48.3,47.9,48.2,488100,44.8
"2010-01-11",48.76,48.76,47.67,48.6,569000,45.18
"2010-01-12",48.16,48.34,47.65,48.15,553900,44.76
"2010-01-13",48.3,48.9,48.01,48.87,378800,45.43
"2010-01-14",48.42,48.97,48,48.34,364400,44.93
"2010-01-15",48.24,48.38,47.7,48.25,401900,44.85
"2010-01-19",48.17,49.05,48,48.91,443800,45.46
"2010-01-20",48.49,49.08,48.47,48.99,595000,45.54
"2010-01-21",48.88,49.76,48.81,48.9,821500,45.45
"2010-01-22",48.76,49.13,48.01,48.11,700200,44.72
"2010-01-25",48.46,48.78,48.24,48.48,501700,45.06
"2010-01-26",48.07,48.68,48.03,48.13,410700,44.74
"2010-01-27",48,48,46.69,47.55,806000,44.2
"2010-01-28",47.74,47.92,46.67,46.83,641900,43.53
"2010-01-29",43.37,44.68,41.82,42.26,4901700,39.28
"2010-02-01",43.18,44.8,42.75,44.76,1745000,41.61
"2010-02-02",44.78,45.15,44.23,44.66,949000,41.51
"2010-02-03",44.41,44.78,43.91,44.25,785800,41.13
"2010-02-04",43.87,44.42,43.53,43.53,873500,40.46
"2010-02-05",62.65,62.82,59.98,60.96,28645300,56.66
"2010-02-08",60.42,61.02,60.24,60.55,6490900,56.28
"2010-02-09",60.85,61.36,60.51,61.35,3765400,57.03
"2010-02-10",60.87,61.64,60.85,61.31,3759600,56.99
"2010-02-11",61.4,61.74,61.01,61.71,2329600,57.36
"2010-02-12",60.96,62.04,60.66,61.81,2229200,57.45
"2010-02-16",61.44,62,61.12,61.16,2003500,56.85
"2010-02-17",62.3,63.05,62.24,62.94,3686200,58.5
"2010-02-18",62.83,63.37,62.74,63.13,2326400,58.68
"2010-02-19",62.97,65.53,62.9,63.53,2336300,59.05
"2010-02-22",63.5,63.85,62.95,63.58,1574900,59.1
"2010-02-23",63.37,63.88,63.28,63.37,1382700,58.9
"2010-02-24",63.3,63.85,63.17,63.35,2581100,58.89
"2010-02-25",62.53,63.87,61.67,63.87,3822900,59.37
"2010-02-26",64,64.71,63.4,64.14,2024600,59.62
"2010-03-01",63.75,65.38,63.7,65,2510700,60.42
"2010-03-02",65.4,66.06,64.72,65.53,2553700,60.91
"2010-03-03",65.64,66,65.14,65.71,1281300,61.08
"2010-03-04",65.57,66,65.28,65.57,995800,60.95
"2010-03-05",65.84,65.87,65.25,65.63,1923200,61.01
"2010-03-08",65.31,65.63,64.7,64.78,1650300,60.22
"2010-03-09",64.54,64.83,63.25,64.54,1990200,59.99
"2010-03-10",64.62,64.92,64.15,64.77,834600,60.21
"2010-03-11",63.56,64.7,63.56,64.37,1081600,60.04
"2010-03-12",64.37,64.71,64.07,64.5,1092900,60.16
"2010-03-15",64.08,64.66,63.81,64.07,1346000,59.76
"2010-03-16",64.69,64.69,63.88,64.28,875300,59.95
"2010-03-17",64.29,64.52,64.09,64.5,1336600,60.16
"2010-03-18",64.26,64.49,63.95,64.16,740000,59.84
"2010-03-19",64.42,64.42,63.66,63.9,1395600,59.6
"2010-03-22",63.4,64.63,63.38,64.51,882800,60.17
"2010-03-23",64.44,64.5,64.06,64.27,980200,59.94
"2010-03-24",64.01,64.21,63.75,63.75,1047000,59.46
"2010-03-25",64.1,64.37,63.75,63.83,1295500,59.53
"2010-03-26",63.91,64.38,63.76,64.09,623100,59.78
"2010-03-29",64.06,64.18,63.62,63.85,934800,59.55
"2010-03-30",63.7,64.05,63.64,63.98,692100,59.67
"2010-03-31",63.77,64.1,63.53,63.62,1183700,59.34
"2010-04-01",64,64.45,63.61,63.96,1279400,59.66
"2010-04-05",63.56,63.99,63.25,63.92,849000,59.62
"2010-04-06",63.65,63.95,63.61,63.67,470700,59.39
"2010-04-07",63.64,63.86,63.55,63.76,645500,59.47
"2010-04-08",63.6,64.18,63.6,63.84,524800,59.54
"2010-04-09",64.03,64.16,63.65,64.06,559500,59.75
"2010-04-12",64.05,64.11,63.66,64.01,408300,59.7
"2010-04-13",63.96,64.18,63.92,64.08,880000,59.77
"2010-04-14",64.17,64.22,63.88,64.2,567000,59.88
"2010-04-15",64,64.46,63.96,64.4,380800,60.07
"2010-04-16",64.14,64.45,63.82,64.32,933000,59.99
"2010-04-19",63.7,63.97,63.63,63.77,1205000,59.48
"2010-04-20",63.98,63.98,63.78,63.89,1168100,59.59
"2010-04-21",63.75,63.89,63.51,63.65,505000,59.37
"2010-04-22",62.45,63.87,62.1,63.45,912000,59.18
"2010-04-23",63.55,63.65,63.13,63.22,730200,58.97
"2010-04-26",63.29,63.78,63,63.05,749500,58.81
"2010-04-27",63.01,63.14,62.75,62.85,959500,58.62
"2010-04-28",63.23,63.85,62.96,63.56,901300,59.28
"2010-04-29",63.83,63.97,63.4,63.68,336200,59.39
"2010-04-30",63.85,64.09,63.29,63.45,489600,59.18
"2010-05-03",63.57,64.3,63.39,64.23,678100,59.91
"2010-05-04",63.66,64,63.34,63.8,780300,59.51
"2010-05-05",63.6,64.17,63.05,63.68,1075400,59.39
"2010-05-06",63.5,64.17,60.76,61.21,4143800,57.09
"2010-05-07",61.76,62.02,60.52,61.69,3051200,57.54
"2010-05-10",63.38,63.47,62.5,63.46,1474900,59.19
"2010-05-11",62.76,63.57,62.66,63.29,551400,59.03
"2010-05-12",63.05,63.75,62.8,63.73,500700,59.44
"2010-05-13",63.52,63.77,62.87,63.05,747200,58.81
"2010-05-14",62.8,63.03,61.74,62.09,1709000,57.91
"2010-05-17",62.13,62.58,61.01,62.51,1107400,58.3
"2010-05-18",62.84,63.93,62.67,62.82,1476700,58.59
"2010-05-19",62.53,62.97,61.5,61.97,2329000,57.8
"2010-05-20",60.65,61.43,59.26,59.79,4199500,55.77
"2010-05-21",59.43,61.75,59.37,61.7,4314600,57.55
"2010-05-24",61.3,62.24,61.3,62.01,1475600,57.84
"2010-05-25",60.7,62.23,60.55,62.23,2468000,58.04
"2010-05-26",62.6,62.67,61.61,62.23,1214800,58.04
"2010-05-27",63.15,63.47,62.34,63.33,1150700,59.07
"2010-05-28",63,63.18,62.33,62.47,566900,58.27
"2010-06-01",62.05,63,62,62,818100,57.83
"2010-06-02",62.72,62.99,62.16,62.8,968400,58.57
"2010-06-03",62.72,63,62.47,62.98,1484200,58.74
"2010-06-04",62.05,62.85,62.05,62.37,1350100,58.17
"2010-06-07",62.45,62.56,61.89,61.89,689800,57.72
"2010-06-08",61.88,62.48,61.68,62.34,940800,58.14
"2010-06-09",62.71,62.9,61.86,62.16,732800,57.98
"2010-06-10",63.1,63.1,62.65,63,756800,58.76
"2010-06-11",62.17,63,62.02,63,747300,58.97
"2010-06-14",63.08,63.49,62.63,62.75,634900,58.73
"2010-06-15",63,63.39,62.74,63.39,660100,59.33
"2010-06-16",63.04,63.52,62.85,63.4,497700,59.34
"2010-06-17",63.49,63.75,63.23,63.7,403600,59.62
"2010-06-18",63.7,64.47,63.21,63.76,509800,59.68
"2010-06-21",63.51,64.01,62.82,63.22,525000,59.17
"2010-06-22",63,63.65,62.75,62.75,454300,58.73
"2010-06-23",63.03,63.07,62.36,62.72,526800,58.7
"2010-06-24",62.52,63.12,62.25,62.27,816700,58.28
"2010-06-25",62.5,63.06,62.24,62.93,1837400,58.9
"2010-06-28",63.23,63.23,62.59,62.8,1202100,58.78
"2010-06-29",62.12,62.7,61.98,62.07,1254500,58.1
"2010-06-30",62.22,62.71,61.96,62.2,977500,58.22
"2010-07-01",62.53,62.53,61.47,62.04,1160100,58.07
"2010-07-02",62.14,63.01,62.09,62.57,924100,58.56
"2010-07-06",62.75,63,62.35,63,656600,58.97
"2010-07-07",62.85,63.54,62.8,63.5,1038000,59.43
"2010-07-08",63.76,63.88,63.32,63.87,777000,59.78
"2010-07-09",64.38,64.93,64.16,64.9,3715500,60.74
"2010-07-12",64.97,65.03,64.58,64.85,720500,60.7
"2010-07-13",64.99,65.05,64.76,64.98,1244700,60.82
"2010-07-14",64.9,65.14,64.78,65.04,858300,60.88
"2010-07-15",65.02,65.07,64.79,65,728000,60.84
"2010-07-16",64.89,65,64.62,64.74,1717100,60.59
"2010-07-19",64.84,64.9,64.41,64.84,484900,60.69
"2010-07-20",64.45,65.2,64.28,65.16,794800,60.99
"2010-07-21",65.38,65.51,64.55,64.73,1285300,60.59
"2010-07-22",64.56,65.16,64.55,65.16,1312700,60.99
"2010-07-23",65.36,65.52,64.95,65.48,754300,61.29
"2010-07-26",65.6,65.71,65.21,65.57,414400,61.37
"2010-07-27",65.79,65.92,65.42,65.66,801300,61.46
"2010-07-28",65.34,65.93,65.34,65.5,784000,61.31
