"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"2010-07-29",65.72,65.8,65.1,65.29,1037000,61.11
"2010-07-30",65.12,65.62,65.1,65.29,537400,61.11
"2010-08-02",65.76,66,65.52,65.7,961000,61.49
"2010-08-03",65.36,66,65.18,65.27,1743800,61.09
"2010-08-04",65.37,65.77,65.13,65.62,744600,61.42
"2010-08-05",65.72,65.97,65.37,65.85,472600,61.63
"2010-08-06",65.57,65.99,65.47,65.98,1530000,61.76
"2010-08-09",65.99,66,65.55,65.8,317700,61.59
"2010-08-10",65.36,66.1,65.36,65.98,1141900,61.76
"2010-08-11",65.53,65.91,65.38,65.38,855800,61.19
"2010-08-12",65.12,65.44,64.84,65.11,1209300,60.94
"2010-08-13",64.89,65.25,64.87,64.95,457500,60.79
"2010-08-16",65.09,65.97,65,65.93,1049400,61.71
"2010-08-17",65.88,66.41,65.67,66.28,712600,62.04
"2010-08-18",66.16,66.64,65.98,66.6,642700,62.34
"2010-08-19",66.4,66.4,65.97,66.25,684500,62.01
"2010-08-20",66.04,66.36,65.96,66.25,829900,62.01
"2010-08-23",66.41,66.72,66.17,66.53,527800,62.27
"2010-08-24",66.25,66.5,66.1,66.45,704900,62.2
"2010-08-25",66.36,66.63,65.96,66.28,764100,62.04
"2010-08-26",66.46,66.73,66.26,66.28,494000,62.04
"2010-08-27",66.73,66.99,66.35,66.72,793500,62.45
"2010-08-30",66.5,66.6,66.29,66.38,383400,62.13
"2010-08-31",66.1,66.2,65.49,65.8,1291600,61.59
"2010-09-01",66.23,66.37,65.87,66.2,1128800,61.96
"2010-09-02",66.28,66.49,65.92,66.15,703100,61.91
"2010-09-03",66.49,66.88,66.06,66.67,1374800,62.4
"2010-09-07",66.12,66.4,65.51,65.75,3048600,61.54
"2010-09-08",65.69,65.85,64.41,64.59,6709600,60.45
"2010-09-09",63.9,64.93,63.55,64.83,5560700,60.68
"2010-09-10",64.71,65.69,64.54,65.02,2275900,60.86
"2010-09-13",65.1,65.1,63.02,64.63,3047200,60.73
"2010-09-14",64.86,65.43,64.21,64.85,2718400,60.93
"2010-09-15",65.47,67.63,65.19,67.16,8938400,63.1
"2010-09-16",67.1,67.4,66.84,67.3,1260600,63.23
"2010-09-17",67.43,67.96,67.13,67.7,2589000,63.61
"2010-09-20",67.68,67.88,67.52,67.75,846600,63.66
"2010-09-21",67.48,67.99,67.46,67.65,889900,63.56
"2010-09-22",67.68,67.88,67.56,67.72,551900,63.63
"2010-09-23",67.32,67.99,67.32,67.63,383000,63.54
"2010-09-24",67.94,68,67.69,67.95,707300,63.84
"2010-09-27",67.66,67.97,67.6,67.84,364800,63.74
"2010-09-28",67.8,68.2,67.6,68.04,630200,63.93
"2010-09-29",67.66,68.09,67.65,68,384700,63.89
"2010-09-30",68.2,68.3,67.87,67.95,610700,63.84
"2010-10-01",68.23,68.33,67.95,68.3,943800,64.17
"2010-10-04",68.01,68.28,67.78,68.25,784200,64.13
"2010-10-05",68.64,68.64,68.08,68.32,553000,64.19
"2010-10-06",68.13,68.74,68.11,68.73,979900,64.58
"2010-10-07",68.77,68.79,68.36,68.57,425500,64.43
"2010-10-08",68.91,68.93,67.37,67.85,2409600,63.75
"2010-10-11",69.71,70,69.5,69.78,5902100,65.56
"2010-10-12",69.51,70.02,69.51,69.92,995300,65.7
"2010-10-13",69.91,70,69.66,69.81,2254600,65.59
"2010-10-14",69.91,70.04,69.47,69.65,1174900,65.44
"2010-10-15",69.9,70,69.55,69.71,855900,65.5
"2010-10-18",69.51,69.9,69.41,69.82,1379400,65.6
"2010-10-19",69.47,70.04,69.47,69.95,707000,65.72
"2010-10-20",69.95,70.11,69.8,70.03,469800,65.8
"2010-10-21",69.93,70.23,69.88,70.15,1029600,65.91
"2010-10-22",70,70.23,69.9,70.13,693600,65.89
"2010-10-25",70.24,70.25,69.9,69.99,582600,65.76
"2010-10-26",70.1,71.09,70.1,70.84,2389100,66.56
"2010-10-27",70.42,70.86,70.34,70.8,966800,66.52
"2010-10-28",71.1,71.15,70.56,70.79,567900,66.51
"2010-10-29",70.56,70.95,70.51,70.89,728500,66.61
"2010-11-01",71.05,71.09,70.62,71,800900,66.71
"2010-11-02",71.05,71.28,70.24,70.43,1772800,66.17
"2010-11-03",70.3,70.4,69.02,69.31,2114100,65.12
"2010-11-04",69.72,69.72,68.48,68.6,1814300,64.46
"2010-11-05",68.34,68.73,67.97,68.56,687200,64.42
"2010-11-08",68.39,68.71,68.37,68.62,633600,64.47
"2010-11-09",68.55,68.65,67.98,68.01,673900,63.9
"2010-11-10",68.01,68.12,67.05,67.16,2513500,63.1
"2010-11-11",67.45,68.06,67.3,67.87,1824100,63.77
"2010-11-12",67.62,68.01,67.3,67.49,487300,63.41
"2010-11-15",67.53,67.86,67.17,67.2,484800,63.14
"2010-11-16",67.21,67.24,66.24,66.25,2519300,62.25
"2010-11-17",66.2,66.9,66,66.75,773400,62.72
"2010-11-18",67.09,67.49,66.93,67.4,964500,63.33
"2010-11-19",67.47,67.47,66.72,66.95,1376700,62.91
"2010-11-22",66.6,66.75,65.88,65.9,2913800,61.92
"2010-11-23",65.53,66.32,60.31,62,11809000,58.25
"2010-11-24",61.91,62.22,60.64,62.07,3943300,58.32
"2010-11-26",61.89,62.59,61.46,61.61,476200,57.89
"2010-11-29",61.48,61.79,60.56,61.75,2094400,58.02
"2010-11-30",61.5,61.5,60.86,61.1,2107000,57.41
"2010-12-01",61.7,62.04,61.29,61.94,1931200,58.2
"2010-12-02",62.85,64.19,62.52,63.71,3185800,59.86
"2010-12-03",64.67,66.5,64.5,66.26,4329700,62.26
"2010-12-06",66.26,66.31,64.96,65.11,1716600,61.18
"2010-12-07",65.42,65.7,64.74,65.5,2136900,61.54
"2010-12-08",65.55,65.99,65.08,65.97,895700,61.98
"2010-12-09",66.12,66.45,60.62,61.84,12338600,58.1
"2010-12-10",62.32,64.9,62.32,63.4,9414400,59.57
"2010-12-13",64.09,64.74,63.2,63.5,4140200,59.9
"2010-12-14",63.69,64.07,63.26,63.58,1980500,59.98
"2010-12-15",63.46,63.87,63.33,63.33,629900,59.74
"2010-12-16",63.36,63.52,62.96,63.2,842700,59.62
"2010-12-17",63.21,63.39,62.94,63.04,1575300,59.47
"2010-12-20",63.46,63.53,62.79,62.91,791300,59.34
"2010-12-21",62.88,63.5,62.88,63.22,489600,59.64
"2010-12-22",61.3,61.57,60.55,61.44,5312700,57.96
"2010-12-23",61.55,62.58,61.43,62.52,3203500,58.98
"2010-12-27",62.5,62.86,62.16,62.6,6e+05,59.05
"2010-12-28",62.37,62.68,62.22,62.45,733900,58.91
"2010-12-29",62.5,62.75,62.31,62.46,615900,58.92
"2010-12-30",62.45,62.66,62.45,62.6,666800,59.05
"2010-12-31",62.51,62.82,62.45,62.46,552100,58.92
"2011-01-03",63.07,63.74,62.95,63.58,1888500,59.98
"2011-01-04",63.91,63.93,63.15,63.48,1615000,59.88
"2011-01-05",63.5,63.8,63.26,63.43,1030100,59.83
"2011-01-06",63.55,63.87,63.44,63.65,741100,60.04
"2011-01-07",63.59,63.8,63.37,63.64,831600,60.03
"2011-01-10",63.75,63.87,63.42,63.59,944800,59.98
"2011-01-11",63.62,63.71,63.42,63.5,490100,59.9
"2011-01-12",63.68,63.82,63.45,63.63,463200,60.02
"2011-01-13",63.52,63.65,63.33,63.47,639400,59.87
"2011-01-14",63.35,63.79,63.33,63.72,985300,60.11
"2011-01-18",63.54,63.65,63.23,63.49,718700,59.89
"2011-01-19",63.49,63.85,63.4,63.73,690100,60.12
"2011-01-20",63.59,63.68,63.23,63.55,876500,59.95
"2011-01-21",64.18,64.28,63.3,63.85,2219700,60.23
"2011-01-24",63.75,63.78,63.2,63.27,1284000,59.68
"2011-01-25",63.21,63.28,61.95,62.03,1654600,58.51
"2011-01-26",62.05,62.5,61.93,61.97,2093600,58.46
"2011-01-27",62.11,62.55,61.9,62.1,1584200,58.58
"2011-01-28",62.67,62.73,62.22,62.38,1020500,58.84
"2011-01-31",62.41,62.74,62.31,62.67,532300,59.12
"2011-02-01",62.79,63.7,62.69,63.58,934500,59.98
"2011-02-02",63.5,63.84,63.16,63.39,406700,59.8
"2011-02-03",63.26,63.54,62.98,63.45,622400,59.85
"2011-02-04",63.43,63.71,63.27,63.71,984700,60.1
"2011-02-07",63.6,63.75,62.98,63.18,996900,59.6
"2011-02-08",63.05,63.19,61.99,62.51,1874600,58.97
"2011-02-09",62.32,64.66,62.29,63.52,1865000,59.92
"2011-02-10",63.29,64.47,63.2,64,856000,60.37
"2011-02-11",63.8,64.43,63.71,63.82,1063500,60.2
"2011-02-14",63.92,64.23,63.02,63.32,1277300,59.73
"2011-02-15",63.36,64,63.32,63.73,706100,60.12
"2011-02-16",62.35,64.73,62.35,64.35,14428400,60.7
"2011-02-17",63.94,64.35,63.75,64.15,3596200,60.51
"2011-02-18",64.3,64.34,63.85,64.08,2738300,60.45
"2011-02-22",63.59,64,62.7,62.79,2143600,59.23
"2011-02-23",62.71,63.18,61.6,61.77,2628400,58.27
"2011-02-24",61.64,62.93,61.45,62.13,1404700,58.61
"2011-02-25",62.41,62.85,62.34,62.51,573600,58.97
"2011-02-28",62.72,63.24,62.43,62.58,832200,59.03
"2011-03-01",62.64,62.85,62.01,62.24,1040000,58.71
"2011-03-02",62.07,62.44,61.76,62.38,1034200,58.84
"2011-03-03",62.66,63.24,62.66,63,786000,59.43
"2011-03-04",62.85,63.31,62.34,63.25,838900,59.66
"2011-03-07",63.24,63.5,62.5,62.8,1143100,59.24
"2011-03-08",62.7,63.85,62.46,63.35,1468200,59.76
"2011-03-09",63.3,63.5,62.59,63.29,900500,59.7
"2011-03-10",62.61,62.87,62.07,62.33,997000,58.8
"2011-03-11",61.56,62.75,61.56,62.55,759300,59.28
"2011-03-14",62.31,63.6,61.78,63.45,1970700,60.13
"2011-03-15",62.4,62.68,61.88,62.26,2475000,59
"2011-03-16",62.19,62.94,60.76,60.87,3154400,57.69
"2011-03-17",61.4,61.71,61.12,61.61,780600,58.39
"2011-03-18",61.94,62.22,61.64,62.09,994600,58.84
"2011-03-21",62.35,62.75,62,62.73,952900,59.45
"2011-03-22",62.78,63.34,62.39,62.87,985900,59.58
"2011-03-23",62.68,63.39,62.03,63.24,1023000,59.93
"2011-03-24",63.5,65.86,63.45,65.71,3099900,62.27
"2011-03-25",65.68,66.94,65.41,66.47,1445300,62.99
"2011-03-28",66.4,67.41,66.26,66.78,1305900,63.29
"2011-03-29",66.71,66.86,66.01,66.13,1633300,62.67
"2011-03-30",66.5,66.69,66.02,66.32,1528300,62.85
"2011-03-31",66.25,67.18,66.2,66.42,948000,62.95
"2011-04-01",66.56,66.98,66.44,66.85,892200,63.35
"2011-04-04",66.99,67.02,66.5,66.7,531300,63.21
"2011-04-05",66.51,67.33,66.23,67.15,834800,63.64
"2011-04-06",67.69,67.84,66.94,67.44,993900,63.91
"2011-04-07",67.34,67.81,66.87,66.88,419000,63.38
"2011-04-08",67.26,67.54,66.84,66.98,1145800,63.48
"2011-04-11",66.97,67.5,66.35,66.68,839900,63.19
"2011-04-12",66.49,66.75,66.12,66.37,987200,62.9
"2011-04-13",66.54,66.66,65.77,66.11,668600,62.65
"2011-04-14",65.86,66.09,65.22,65.84,791000,62.4
"2011-04-15",66.06,66.98,65.74,66.69,932800,63.2
"2011-04-18",66.08,66.7,66.06,66.5,737900,63.02
"2011-04-19",66.49,67.3,66.39,67.29,568400,63.77
"2011-04-20",68.02,68.02,67.29,67.65,650300,64.11
"2011-04-21",67.82,68.08,67.42,68.03,605300,64.47
"2011-04-25",67.84,68.3,67.71,68.08,500800,64.52
"2011-04-26",68.21,68.5,68.1,68.26,536600,64.69
"2011-04-27",68.38,68.45,67.81,68.22,819600,64.65
"2011-04-28",68.12,69.13,68,69,1217900,65.39
"2011-04-29",69.01,69.48,68.95,69.45,760000,65.82
"2011-05-02",69.51,69.92,68.59,68.71,463900,65.12
"2011-05-03",68.52,68.58,67.59,67.9,1252200,64.35
"2011-05-04",68.33,68.5,67.19,67.67,1340800,64.13
"2011-05-05",67.1,68.16,67,67.35,1412800,63.83
"2011-05-06",67.94,68.19,66.97,67.32,1164200,63.8
"2011-05-09",67.84,68.2,67.67,67.98,1422800,64.43
"2011-05-10",68.03,69.05,67.92,68.79,969200,65.19
"2011-05-11",68.67,68.89,67.99,68.21,1058000,64.64
"2011-05-12",68.01,68.24,67.43,68.05,579000,64.49
"2011-05-13",68.15,68.15,67.1,67.13,591300,63.62
"2011-05-16",67,68.02,66.8,66.94,497700,63.44
"2011-05-17",66.58,66.9,65.95,66.5,934800,63.02
"2011-05-18",66.55,67.22,66.09,66.81,1746900,63.32
"2011-05-19",67.09,67.69,66.67,67.4,1065000,63.88
"2011-05-20",67.28,67.76,66.68,66.86,750400,63.36
"2011-05-23",66.21,66.88,65.91,66.61,550300,63.13
"2011-05-24",66.84,67.1,66.06,66.6,1001600,63.12
"2011-05-25",67.96,68.29,66.27,67.96,1447900,64.41
"2011-05-26",67.68,67.99,67.05,67.84,794600,64.29
"2011-05-27",68,68.78,67.59,68.32,746000,64.75
"2011-05-31",68.81,69.1,68.16,69.08,834400,65.47
"2011-06-01",68.63,68.75,66.97,67.1,723900,63.59
"2011-06-02",67.08,67.86,66.92,67.57,765300,64.04
"2011-06-03",66.92,67.07,66.02,66.25,914400,62.79
"2011-06-06",66.33,66.4,65.66,65.8,888700,62.36
"2011-06-07",66.09,67.02,66,66.37,919800,62.9
"2011-06-08",66.1,66.62,65.88,66.12,564400,62.66
"2011-06-09",66.32,67.47,65.69,67.01,473100,63.51
"2011-06-10",66.72,66.97,65.69,65.86,731300,62.42
"2011-06-13",65.98,66.65,65.74,65.98,643100,62.81
"2011-06-14",66.51,66.86,66.35,66.7,567900,63.49
"2011-06-15",66.3,67.09,65.91,66.05,1129700,62.87
"2011-06-16",65.97,66.65,65.26,66.14,977700,62.96
"2011-06-17",66.57,66.75,66.09,66.32,937200,63.13
"2011-06-20",66.12,67.01,65.77,66.84,826700,63.63
"2011-06-21",67.1,68.41,66.94,68.05,1183700,64.78
"2011-06-22",68,68.78,67.81,68.38,1025800,65.09
"2011-06-23",67.62,68.44,66.93,68.07,1318300,64.8
"2011-06-24",68.1,68.25,67.28,68.21,739100,64.93
"2011-06-27",68.19,69,67.82,68.83,902500,65.52
"2011-06-28",68.79,69.59,68.67,69.58,895200,66.23
"2011-06-29",69.92,70.38,69.51,69.97,1047900,66.6
"2011-06-30",70.22,70.52,69.9,70.04,998200,66.67
"2011-07-01",70.12,70.52,69.73,70.46,1047000,67.07
"2011-07-05",70.09,70.37,69.72,69.88,583200,66.52
"2011-07-06",69.73,70.34,69.39,70,1059900,66.63
"2011-07-07",70.47,70.92,70.07,70.72,976200,67.32
"2011-07-08",69.97,70.54,69.71,70.48,590000,67.09
"2011-07-11",69.72,70,69.05,69.28,616400,65.95
"2011-07-12",69.02,69.62,68.94,69.02,582700,65.7
"2011-07-13",69.44,70.03,69.31,69.77,597900,66.41
"2011-07-14",69.76,69.98,68.82,68.97,651300,65.65
"2011-07-15",69.24,69.84,68.91,69.82,665200,66.46
"2011-07-18",69.37,69.69,68.37,68.71,592800,65.41
"2011-07-19",69.05,69.85,68.96,69.85,322700,66.49
"2011-07-20",69.86,69.92,69.39,69.6,505200,66.25
"2011-07-21",70,70.5,69.79,70.48,563200,67.09
"2011-07-22",70.48,70.5,69.55,70.08,605400,66.71
"2011-07-25",69.74,70.47,69.33,70.22,451400,66.84
"2011-07-26",70.08,70.2,69.34,69.46,626700,66.12
"2011-07-27",69.07,69.32,68.15,68.5,987000,65.21
"2011-07-28",68.47,70.09,68.47,68.75,668000,65.44
"2011-07-29",68.31,69.22,68.31,68.7,632600,65.4
"2011-08-01",69.38,69.58,67.73,68.44,663600,65.15
"2011-08-02",68.02,68.43,66.63,66.65,860600,63.44
"2011-08-03",66.85,67.16,65.67,67.14,743100,63.91
"2011-08-04",66.58,66.58,62.82,62.88,1288000,59.86
"2011-08-05",63.68,64.07,61.57,63.34,1349700,60.29
"2011-08-08",62.19,63.25,58.5,58.5,1386700,55.69
"2011-08-09",59.27,61.82,58,61.48,1449700,58.52
"2011-08-10",60.59,61.59,59.39,59.46,1098300,56.6
"2011-08-11",59.78,63.63,59.78,62.92,1037600,59.89
"2011-08-12",63.77,64.6,62.97,63.6,779900,60.54
"2011-08-15",63.98,64.23,62.46,63.17,1084500,60.13
"2011-08-16",62.7,63.25,61.9,62.4,918100,59.4
"2011-08-17",62.82,63.4,61.62,61.85,721200,58.88
"2011-08-18",60.38,60.47,58.6,59.95,1554700,57.07
"2011-08-19",59.1,61.34,59.1,59.59,1216000,56.72
"2011-08-22",60.62,60.78,59.52,59.67,917100,56.8
"2011-08-23",59.9,61.58,59.9,61.43,857500,58.48
"2011-08-24",61.16,61.65,60.31,61.56,914200,58.6
"2011-08-25",61.7,62.3,60.65,61.64,914000,58.68
"2011-08-26",61.15,62.85,59.19,62.58,725900,59.57
"2011-08-29",63.03,64.05,62.77,64.05,686900,60.97
"2011-08-30",63.73,64.98,63.42,64.57,615700,61.46
"2011-08-31",64.85,65.44,64.47,64.88,1050700,61.76
"2011-09-01",64.6,65.65,64.36,64.51,702800,61.41
"2011-09-02",63.3,63.56,62.64,62.77,758300,59.75
"2011-09-06",60.99,62.6,60.86,62.5,662000,59.49
"2011-09-07",63.39,64.06,63.12,64.05,423100,60.97
"2011-09-08",63.85,64.19,63.04,63.2,725200,60.16
"2011-09-09",62.39,62.73,61.04,61.27,786400,58.32
"2011-09-12",60.49,61.19,59.66,60.95,1028700,58.02
"2011-09-13",60.84,62.45,60.5,62.28,804400,59.6
"2011-09-14",62.52,64.03,61.49,63.48,731000,60.75
"2011-09-15",64.21,65.16,63.57,65.04,884400,62.24
"2011-09-16",65.13,66,64.53,65.92,1459600,63.08
"2011-09-19",64.73,66.17,64.49,65.82,1023100,62.98
"2011-09-20",66.24,67.65,65.66,66.77,1080800,63.89
"2011-09-21",66.86,68.07,65.23,65.29,1594300,62.48
"2011-09-22",63.1,64.43,62.6,63.82,1411800,61.07
"2011-09-23",63.78,65.13,63.28,65.04,725000,62.24
"2011-09-26",65.22,66.21,64.29,66.13,568600,63.28
"2011-09-27",67.55,68,66.33,66.8,853500,63.92
"2011-09-28",66.68,67.42,65.28,65.33,576900,62.52
"2011-09-29",66.61,66.82,64.51,65.77,916700,62.94
"2011-09-30",64.88,65.59,63.77,63.82,576600,61.07
"2011-10-03",63.53,64.65,62.44,62.47,996700,59.78
"2011-10-04",61.78,64.04,61.3,63.97,976600,61.21
"2011-10-05",64.22,65.49,63.32,65.29,844200,62.48
"2011-10-06",65.13,66.39,64.41,66.24,918900,63.39
"2011-10-07",66.73,67.15,65.76,66.07,1072600,63.22
"2011-10-10",67.19,67.94,66.73,67.85,738000,64.93
"2011-10-11",67.41,67.5,66.45,66.71,631600,63.84
"2011-10-12",67.17,68.2,66.73,67.76,958800,64.84
"2011-10-13",67.3,67.87,66.39,67.51,460000,64.6
"2011-10-14",68,69.05,67.72,69.05,553000,66.08
"2011-10-17",68.74,68.89,67.32,67.61,753100,64.7
"2011-10-18",67.41,69.25,67.01,68.93,618600,65.96
"2011-10-19",68.75,69.03,67.47,67.64,561200,64.73
"2011-10-20",67.61,68.42,66.81,67.98,592600,65.05
"2011-10-21",68.85,69.01,67.65,69.01,642900,66.04
"2011-10-24",69.01,69.57,68.74,69.28,574400,66.3
"2011-10-25",69,69.49,67.84,67.98,849200,65.05
"2011-10-26",68.71,69.94,68.01,69.28,1041100,66.3
"2011-10-27",70.98,71.91,68.82,71.22,1167100,68.15
"2011-10-28",71.1,72.39,70.36,71.43,746700,68.35
"2011-10-31",70.52,70.9,68.93,68.95,420200,65.98
"2011-11-01",67.05,68.97,66.91,67.48,919400,64.57
"2011-11-02",68.71,69.32,68.08,69.14,560600,66.16
"2011-11-03",69.78,71.07,69.28,70.84,840700,67.79
"2011-11-04",70.58,71.31,69.46,71.19,626800,68.12
"2011-11-07",71.04,71.89,70.21,71.79,680600,68.7
"2011-11-08",71.77,72,70.16,71.98,565400,68.88
"2011-11-09",70.53,71.26,69.85,70.05,784400,67.03
"2011-11-10",71.1,71.56,69.82,71.34,625700,68.27
"2011-11-11",71.83,73.57,71.83,73.11,528000,69.96
"2011-11-14",72.62,73.07,72.11,72.68,541400,69.55
"2011-11-15",72.48,73.22,71.71,72.84,374500,69.7
"2011-11-16",72.4,74.25,72.17,72.66,866400,69.53
"2011-11-17",72.42,72.77,69.69,70.03,600200,67.01
"2011-11-18",70.47,71.62,70.46,70.94,918200,67.88
"2011-11-21",69.85,70.59,69.57,70.28,522000,67.25
"2011-11-22",70.02,71.84,69.79,70.79,767400,67.74
"2011-11-23",70.33,70.64,69.73,69.97,602600,66.96
"2011-11-25",69.71,70.4,69.51,69.71,139500,66.71
"2011-11-28",71.49,73.18,71.25,73.06,813100,69.91
"2011-11-29",73.36,73.72,72.51,72.81,521800,69.67
"2011-11-30",75.03,77.1,74.5,76.95,1186100,73.64
"2011-12-01",76.5,76.88,76.23,76.48,801600,73.19
"2011-12-02",76.81,77.42,76.04,76.7,637300,73.4
"2011-12-05",77.46,77.9,76.77,77.22,766300,73.89
"2011-12-06",77.02,77.35,76.34,76.39,499800,73.1
"2011-12-07",76.15,77.52,75.91,77.07,735800,73.75
"2011-12-08",76.83,77.08,76.21,76.37,503200,73.08
"2011-12-09",76.58,78.34,76.35,77.73,995800,74.38
"2011-12-12",76.75,77.11,75.68,76.59,562200,73.29
"2011-12-13",76.6,77.65,75.4,75.85,441000,72.89
"2011-12-14",75.85,76.2,74.87,75.05,622200,72.12
"2011-12-15",75.8,76.8,75.8,76.48,502500,73.49
"2011-12-16",77.09,77.56,75.98,76.56,625600,73.57
"2011-12-19",76.97,77.36,76.06,76.24,342400,73.26
"2011-12-20",77.51,78.87,77.39,78.72,632800,75.65
"2011-12-21",78.72,79.19,77.59,78.51,394800,75.44
"2011-12-22",78.58,79.82,78.52,79.56,455600,76.45
"2011-12-23",79.5,80,79.37,79.9,333600,76.78
"2011-12-27",79.51,80.59,79.51,80.22,237600,77.09
"2011-12-28",80.26,80.39,78.9,79.01,307800,75.92
"2011-12-29",79.37,80.15,79.03,79.53,427700,76.42
"2011-12-30",79.35,79.35,78.03,78.08,551000,75.03
"2012-01-03",79.68,79.91,78.93,79.02,526900,75.93
"2012-01-04",78.85,80.66,78.79,80.03,687200,76.9
"2012-01-05",79.67,79.9,79.14,79.44,655800,76.34
"2012-01-06",79.47,79.84,79.13,79.67,361000,76.56
"2012-01-09",79.62,79.67,78.53,79,653500,75.91
"2012-01-10",79.49,79.71,78.87,79.69,603800,76.58
"2012-01-11",79.35,80.59,79.05,80.56,483000,77.41
"2012-01-12",80.64,81.62,80.39,81.46,429700,78.28
"2012-01-13",81.06,81.13,79.64,80.61,479700,77.46
"2012-01-17",81.37,81.49,80.59,81.25,378200,78.08
"2012-01-18",80.91,81.44,80.62,81.19,433400,78.02
"2012-01-19",81.2,81.26,80.53,80.82,505200,77.66
"2012-01-20",80.65,80.85,79.13,79.4,698400,76.3
"2012-01-23",79.51,80,79.38,79.82,666800,76.7
"2012-01-24",79.74,79.74,78.9,79,856200,75.91
"2012-01-25",78.78,81,78.25,80.23,1368800,77.1
"2012-01-26",79.88,80.39,76.96,77.27,944200,74.25
"2012-01-27",77.35,78.93,77.1,78.67,642700,75.6
"2012-01-30",78.24,78.92,77.41,78.92,659600,75.84
"2012-01-31",79.1,79.5,78.34,78.93,399500,75.85
"2012-02-01",79.53,80.32,78.83,79.03,550300,75.94
"2012-02-02",79.17,79.17,76.97,77.02,578300,74.01
"2012-02-03",76.96,78.85,75.78,78.81,1148200,75.73
"2012-02-06",78.63,78.9,78.22,78.36,384900,75.3
"2012-02-07",78.39,79.03,78,78.85,519700,75.77
"2012-02-08",78.84,79.73,78.57,79.73,318300,76.62
"2012-02-09",79.76,79.88,78.87,79.81,441800,76.69
"2012-02-10",78.89,79.38,78.27,78.68,392300,75.61
"2012-02-13",79.14,79.99,78.98,79.27,309300,76.17
"2012-02-14",79.15,79.43,78.38,79.03,352300,75.94
"2012-02-15",79.43,79.71,78.99,79.46,402500,76.36
"2012-02-16",79.55,80.4,79.3,80.37,592700,77.23
"2012-02-17",80.56,80.76,79.98,80.65,417400,77.5
"2012-02-21",80.72,80.93,79.53,80.04,476800,76.91
"2012-02-22",79.89,81.25,79.05,81.12,507500,77.95
"2012-02-23",81.13,81.94,80.45,81.83,508100,78.63
"2012-02-24",81.99,82,81.72,81.85,436800,78.65
"2012-02-27",81.25,82.55,80.92,82.25,466200,79.04
"2012-02-28",82.21,82.54,81.81,82.49,661600,79.27
"2012-02-29",82.49,82.73,81.15,82.33,617700,79.11
"2012-03-01",82.5,82.67,81.79,82.31,361300,79.1
"2012-03-02",82.3,82.53,81.86,82.24,272700,79.03
"2012-03-05",81.99,82.55,81.11,81.55,461200,78.36
"2012-03-06",80.85,80.98,80.24,80.42,485500,77.28
"2012-03-07",80.57,81.81,80.4,81.56,399300,78.37
"2012-03-08",82,83.26,81.72,83.17,354100,79.92
"2012-03-09",83.35,83.77,82.97,83.04,691800,79.8
"2012-03-12",83.22,83.32,82.44,82.54,409700,79.32
"2012-03-13",82.56,83.9,82.56,83.77,581000,80.81
"2012-03-14",83.83,84.14,83.49,83.97,249500,81
"2012-03-15",83.93,84.95,83.92,84.95,526200,81.95
"2012-03-16",85.09,85.22,84.5,84.84,564900,81.84
"2012-03-19",84.63,85.2,84.25,85,232700,82
"2012-03-20",85.04,85.8,83.54,85.69,428400,82.66
"2012-03-21",85.6,86.48,85.08,86.33,376600,83.28
"2012-03-22",85.31,85.81,84.81,85.32,325000,82.31
"2012-03-23",85.58,86.5,84.77,86.43,358300,83.38
"2012-03-26",86.82,88.03,86.82,88.01,493900,84.9
"2012-03-27",88,89.9,87.76,89.43,685900,86.27
"2012-03-28",89.37,89.47,87.96,88.34,489100,85.22
"2012-03-29",87.87,88.84,87.55,88.45,632600,85.33
"2012-03-30",89,89.34,88.6,88.97,395600,85.83
"2012-04-02",88.72,90.1,88.44,89.71,457000,86.54
"2012-04-03",90.03,90.92,89.69,90.56,530000,87.36
"2012-04-04",90.07,90.49,88.83,89.4,424000,86.24
"2012-04-05",89.17,90.14,89.17,89.88,320400,86.71
"2012-04-09",88.67,89.3,88.49,89.08,323300,85.93
"2012-04-10",88.89,89.18,85.87,85.95,739900,82.91
"2012-04-11",86.81,88.1,86.74,87.84,522400,84.74
"2012-04-12",88.02,89.61,88.02,89.19,372700,86.04
"2012-04-13",89.16,89.81,88.77,89.23,295800,86.08
"2012-04-16",89.67,89.88,88.54,89.13,410000,85.98
"2012-04-17",89.72,91.16,89.2,90.34,489200,87.15
"2012-04-18",89.94,90.23,89.69,89.96,325900,86.78
"2012-04-19",90.09,90.61,89.5,90.15,301000,86.97
"2012-04-20",90.35,91.04,90.09,90.46,331000,87.27
"2012-04-23",89.62,89.93,89.03,89.66,282500,86.49
"2012-04-24",89.29,89.57,88.6,89.23,581300,86.08
"2012-04-25",89.57,90.47,89.57,90.42,618900,87.23
"2012-04-26",90.09,91.17,89.7,90.57,677400,87.37
"2012-04-27",91.05,91.85,90.4,91.59,483200,88.36
"2012-04-30",91.34,91.85,90.91,91.64,439600,88.4
"2012-05-01",91.69,92,90.93,91.28,485500,88.06
"2012-05-02",90.83,91.6,90.26,91.23,543700,88.01
"2012-05-03",90.98,92.4,89.75,92.04,828600,88.79
"2012-05-04",91.85,92.28,91.45,91.71,533200,88.47
"2012-05-07",91.3,92.12,91.29,91.53,512700,88.3
"2012-05-08",91.09,92.05,90.3,91.92,558600,88.67
