"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2008-02-07",87.12,91,87.12,90.09,3543500,86.76
"2008-02-08",91.38,95.31,91.25,94.12,4255200,90.64
"2008-02-11",93.7,98.54,93.14,98.43,5434000,94.79
"2008-02-12",98.84,100.5,96.78,97.93,4001000,94.31
"2008-02-13",98.87,100.75,98.61,100.15,3657400,96.45
"2008-02-14",98.87,100.48,97.62,97.62,3538500,94.01
"2008-02-15",97.06,98.79,93.8,96.03,3378700,92.48
"2008-02-19",98.28,100.95,96.64,98.41,3996000,94.77
"2008-02-20",97.05,100.98,97.05,100.52,2684900,96.8
"2008-02-21",100.9,100.9,97.46,97.67,2800400,94.06
"2008-02-22",97.88,99.56,96.97,99.35,2072500,95.68
"2008-02-25",100.02,104.67,100.02,104.13,4876700,100.28
"2008-02-26",103.84,108.92,102.37,108.23,6598000,104.23
"2008-02-27",106.51,108.14,105.47,105.68,3267400,101.77
"2008-02-28",112.74,129.9,112.55,124.73,16421800,120.12
"2008-02-29",123.13,123.89,117.93,118.99,5443500,114.59
"2008-03-03",119.07,123.47,118.04,122.17,5239100,117.65
"2008-03-04",120,122.47,116.6,119.9,5052800,115.47
"2008-03-05",120.99,121.63,119.18,120.61,4613800,116.15
"2008-03-06",119.78,120.74,117.33,117.61,3633000,113.26
"2008-03-07",116.45,118.43,114.96,116.46,4084100,112.16
"2008-03-10",116.46,116.46,113.54,114.56,3537300,110.33
"2008-03-11",116.77,122.22,116.08,121.9,3968800,117.39
"2008-03-12",121.75,122.19,117.32,118.93,2886900,114.53
"2008-03-13",117.48,128.15,117.48,126.96,5330100,122.27
"2008-03-14",126.23,126.98,123.04,126.1,4163700,121.44
"2008-03-17",123.35,124.17,117.2,120.41,3926200,115.96
"2008-03-18",123.43,123.5,120.82,123.47,3473000,118.91
"2008-03-19",122.86,125.15,112.94,113.12,5097100,108.94
"2008-03-20",110,113.12,105.9,112.27,6132100,108.12
"2008-03-24",112.95,115.91,111.42,114.01,2980000,109.8
"2008-03-25",114.78,117.75,113.45,116.22,2543000,111.92
"2008-03-26",115.76,121.56,115.76,120.41,3355500,115.96
"2008-03-27",120.37,122.88,117.86,117.92,2448500,113.56
"2008-03-28",119,120.83,117.52,118.88,1898400,114.49
"2008-03-31",120.54,121.94,117.5,120,2231000,115.56
"2008-04-01",121.22,121.73,117.76,120.87,2289900,116.4
"2008-04-02",121.29,123.68,118.74,121.36,2358400,116.87
"2008-04-03",120.4,123.6,120.4,121.44,2353200,116.95
"2008-04-04",122.67,125.3,122.11,123.78,1928100,119.2
"2008-04-07",124.94,128.57,124.29,126.18,3033300,121.52
"2008-04-08",125.25,129.44,125.25,128.76,2425400,124
"2008-04-09",127.77,130,126.64,127.69,2761800,122.97
"2008-04-10",127.45,130.47,127.45,129.82,2661700,125.02
"2008-04-11",128.35,129.19,125.69,126.32,2401300,121.65
"2008-04-14",126.49,129.63,126.49,127.89,2406600,123.28
"2008-04-15",130.1,134.53,128.89,131.14,2367400,126.41
"2008-04-16",132.95,133,129.52,133,2305300,128.21
"2008-04-17",133,134.92,131.16,131.96,2410400,127.2
"2008-04-18",132.98,134.51,129.07,134.17,2104400,129.33
"2008-04-21",134.99,138.55,134.31,137.41,3243900,132.46
"2008-04-22",137.98,140.49,136.46,137.25,1956000,132.3
"2008-04-23",137,138,134.79,137.25,2251700,132.3
"2008-04-24",135.58,136.24,130.9,131.75,2341600,127
"2008-04-25",132.7,136.32,130.9,135.75,2705700,130.86
"2008-04-28",136.94,137.14,133.74,134.04,1932800,129.21
"2008-04-29",132.69,132.69,127.9,128.36,2829100,123.73
"2008-04-30",128.51,130.97,127.47,130.48,2648900,125.78
"2008-05-01",129.19,129.37,122.72,126.85,3481200,122.28
"2008-05-02",125.2,130,123.92,127.75,2975500,123.15
"2008-05-05",128.77,133.6,128.48,132.54,2132500,127.76
"2008-05-06",131.93,138.15,131.93,137.88,2608900,132.91
"2008-05-07",139.09,139.35,134.85,135.02,2857000,130.15
"2008-05-08",134.58,140.18,134.2,139.79,3324400,134.75
"2008-05-09",140.89,140.89,135.98,138.5,2571400,133.51
"2008-05-12",137.9,137.9,135.1,136,2826300,131.1
"2008-05-13",137.12,139.1,134.29,138.55,2794100,133.56
"2008-05-14",139.58,139.86,134.51,134.87,2546800,130.01
"2008-05-15",137.95,138.4,132.85,135.97,3458500,131.07
"2008-05-16",137.21,141.88,137.09,140.99,3548900,135.91
"2008-05-19",142.11,142.11,139.15,139.9,3376900,134.86
"2008-05-20",140.18,144.28,139.2,143.41,3343600,138.24
"2008-05-21",144,144.99,138.78,138.8,4721800,133.8
"2008-05-22",138.97,140.51,135.45,136.7,2786800,131.77
"2008-05-23",137.99,139,132.43,134.97,2781800,130.1
"2008-05-27",134.75,134.88,132.06,133.13,2057800,128.33
"2008-05-28",131.47,134.54,130.05,134.41,3303800,129.57
"2008-05-29",133.57,133.57,127.38,127.8,4063100,123.19
"2008-05-30",128.07,130.31,125.74,128.63,5070600,123.99
"2008-06-02",127.9,130.31,125.91,127.34,4255400,122.75
"2008-06-03",126.72,128.85,123.74,124.07,4608800,119.6
"2008-06-04",123.15,126.6,122.61,124.09,3681000,119.62
"2008-06-05",124.85,131.29,124.84,131.29,4638400,126.56
"2008-06-06",132.28,137.25,128.81,128.81,4270900,124.17
"2008-06-09",129.75,133.71,128.97,131.89,3097600,127.14
"2008-06-10",132.1,132.48,126.25,128.46,3396700,123.83
"2008-06-11",129.8,130.46,126.56,128.39,2877700,123.76
"2008-06-12",130.5,130.99,127.84,128.58,3802600,123.95
"2008-06-13",127.38,130.96,126.6,130.31,2737900,125.61
"2008-06-16",131.24,132.86,128.41,129.43,2766500,124.76
"2008-06-17",130.05,132.63,128.99,132.01,3051000,127.25
"2008-06-18",131.59,133.38,129.46,133.03,2636800,128.23
"2008-06-19",134.92,135.1,130.2,130.3,3587800,125.6
"2008-06-20",131.49,133.28,129.23,130.41,3613300,125.71
"2008-06-23",130.41,135.57,129.4,135.54,3433900,130.65
"2008-06-24",134.99,134.99,130.37,130.45,2823800,125.75
"2008-06-25",130.94,130.95,124.77,127.84,2571000,123.23
"2008-06-26",127.28,129.84,125.69,126.19,3901500,121.64
"2008-06-27",127.87,130.93,126.12,130.19,4309700,125.5
"2008-06-30",131.87,133.99,130.83,131.2,3201300,126.47
"2008-07-01",131.53,133.05,130,131.54,3104700,126.8
"2008-07-02",132.25,133.89,124.51,124.57,3484400,120.08
"2008-07-03",124.51,126,119.74,120.71,3461700,116.36
"2008-07-07",118.97,120.51,114.49,115.46,4462900,111.3
"2008-07-08",113.99,117.88,110.12,117.34,6196500,113.11
"2008-07-09",118.5,119.63,111.17,111.19,3734300,107.18
"2008-07-10",111.43,116.67,111.43,116.49,3225600,112.29
"2008-07-11",117.25,119.38,115.71,118.56,4319400,114.29
"2008-07-14",119.94,120.55,116.72,119.04,2899400,114.75
"2008-07-15",117.6,119.97,111.48,111.48,4295300,107.57
"2008-07-16",110.43,111.42,105.83,108.44,5419600,104.64
"2008-07-17",109.37,111.43,101.83,104.62,6131300,100.95
"2008-07-18",105,109.3,104.07,106.39,3407300,102.66
"2008-07-21",108,110.1,105.36,109.03,3333200,105.21
"2008-07-22",107.93,109.26,103.65,106.43,5093700,102.7
"2008-07-23",106.25,107.67,102.02,103.02,4709400,99.41
"2008-07-24",104.4,106.02,98.71,101.18,5746200,97.63
"2008-07-25",102.72,105.99,100.92,104.05,3833200,100.4
"2008-07-28",104.36,106.99,101.87,101.88,3294500,98.31
"2008-07-29",100.76,102.17,98.12,100.01,5198800,96.5
"2008-07-30",98.32,105.33,98,105.15,5057200,101.46
"2008-07-31",107.64,107.64,100.16,100.53,4458800,97
"2008-08-01",101.63,104.68,99.8,100.49,3810900,96.97
"2008-08-04",99.8,100.21,92.49,93.28,4242800,90.01
"2008-08-05",94,95,91.06,94.8,5404300,91.48
"2008-08-06",95.31,98.25,94.16,97.98,4190200,94.54
"2008-08-07",98.08,99.79,95.39,95.63,5052000,92.28
"2008-08-08",93.31,95.06,92.73,93.86,3505600,90.57
"2008-08-11",95.33,96.02,92.05,95.36,3232500,92.02
"2008-08-12",96.04,99.1,95.2,95.3,4273400,91.96
"2008-08-13",95.09,100.02,95.06,99.58,2922600,96.09
"2008-08-14",100.47,100.47,95.85,97.05,3511700,93.65
"2008-08-15",95.64,96.33,93.93,95.6,2879300,92.25
"2008-08-18",96.05,97.5,94.34,94.74,3076200,91.42
"2008-08-19",94.37,100.25,94.37,99.88,4166100,96.38
"2008-08-20",102.24,105.99,101.68,105.6,5278900,101.9
"2008-08-21",108.81,108.81,104.47,106.31,3397300,102.58
"2008-08-22",106.18,106.18,101.6,103.64,2586000,100.01
"2008-08-25",103.39,104.28,100.83,102.21,2470900,98.63
"2008-08-26",104.89,108.87,104.89,107.76,4704900,103.98
"2008-08-27",109.69,111.54,108.04,109.17,2829400,105.34
"2008-08-28",111.46,111.46,103.09,105.34,3636700,101.65
"2008-08-29",106.99,107,103.76,104.42,2843800,100.76
"2008-09-02",98.92,102.22,95.1,95.91,4533200,92.55
"2008-09-03",95.53,97.19,91.6,94.11,5135400,90.81
"2008-09-04",93.99,95.85,90.05,93.45,4869400,90.17
"2008-09-05",94.94,96.37,92.09,95.78,4895700,92.42
"2008-09-08",97.97,97.99,91.45,92.29,5540300,89.05
"2008-09-09",90.68,91.56,84.35,84.39,5807000,81.43
"2008-09-10",85.02,89.9,85.02,87.82,7852000,84.74
"2008-09-11",87.62,89.36,83.39,88.57,5677700,85.46
"2008-09-12",88.01,91.41,88.01,90.82,4001200,87.63
"2008-09-15",85.07,89.22,84.18,85.35,6284400,82.36
"2008-09-16",84.03,87.26,80.12,87.08,6177200,84.03
"2008-09-17",87.13,91.72,84.03,88.81,7818200,85.7
"2008-09-18",90.99,94.85,87.51,92.51,5718200,89.27
"2008-09-19",97.58,101.5,94,97,5514200,93.6
"2008-09-22",97.24,100.42,95.22,95.68,3579200,92.32
"2008-09-23",94.01,99.86,93.85,95.15,4847000,91.81
"2008-09-24",96.75,97.73,94.27,94.76,2909200,91.44
"2008-09-25",94.01,97.77,92.89,96.88,2895700,93.48
"2008-09-26",94.07,95.8,89.82,94.52,2935700,91.2
"2008-09-29",91,91,79.8,84.82,5377000,81.85
"2008-09-30",86.68,90.75,85.98,89.46,3525800,86.32
"2008-10-01",88.09,90.8,83.14,89.74,4001000,86.59
"2008-10-02",88.64,88.64,78.46,78.61,4899900,75.85
"2008-10-03",78.88,86.25,78.03,79.94,4464800,77.14
"2008-10-06",75,76.44,67.19,75.75,8219800,73.09
"2008-10-07",76.97,78.46,71.16,71.16,6175200,68.66
"2008-10-08",67.95,74.61,65.91,71.63,7395100,69.12
"2008-10-09",73.08,73.75,64.36,64.36,5256900,62.1
"2008-10-10",61.6,64.69,54.42,59.59,8925800,57.5
"2008-10-13",62.03,71.98,61.79,71.75,5705000,69.23
"2008-10-14",73.92,78.24,68.12,70.94,7466500,68.45
"2008-10-15",68.45,68.45,60.04,61.17,6742900,59.14
"2008-10-16",62.88,70.21,59.85,69.1,7774600,66.8
"2008-10-17",67.44,77.05,65.5,68.94,7360400,66.65
"2008-10-20",71.66,76.1,70.46,75.04,6352000,72.55
"2008-10-21",72.86,75.44,69.5,72.36,5091000,69.96
"2008-10-22",69.08,69.47,63.41,66.03,3734200,63.84
"2008-10-23",67.36,68.67,60.61,66.31,4999400,64.11
"2008-10-24",61.26,67.51,57.56,65.87,4587700,63.68
"2008-10-27",64.15,68.67,62.28,62.99,3788400,60.9
"2008-10-28",64.57,68.09,59.97,67.53,4405100,65.29
"2008-10-29",69.47,76.47,68.08,72.58,5938200,70.17
"2008-10-30",73.96,77.63,71.9,76.97,4312900,74.41
"2008-10-31",75.3,82.63,73.01,80.92,4167500,78.23
"2008-11-03",77.83,79.66,74.35,75.78,4059000,73.26
"2008-11-04",78.76,85.5,77.56,84.16,4959100,81.36
"2008-11-05",82.13,84.95,80.27,81.81,3942400,79.09
"2008-11-06",78.86,80.62,75.04,77.17,4321400,74.61
"2008-11-07",78.04,82.32,76.99,79.88,3500900,77.23
"2008-11-10",82.14,84.97,78.84,81.1,3528500,78.4
"2008-11-11",78.92,81.15,76.59,78.82,3999800,76.2
"2008-11-12",77,78.68,75.29,76.17,5513500,73.64
"2008-11-13",76.58,85.88,72.73,84.97,8310500,82.15
"2008-11-14",83.27,85.83,79.96,80.63,5558100,77.95
"2008-11-17",80.18,84.44,79.14,80.45,4347400,77.78
"2008-11-18",81.14,84.08,78.17,82.53,4200500,79.79
"2008-11-19",83.53,84.16,76.43,77.28,4982100,74.71
"2008-11-20",75.22,76.18,64,64.97,6776200,62.81
"2008-11-21",66.88,75.39,65.19,74.71,7164600,72.23
"2008-11-24",77.54,86.17,75.57,83.64,5430000,80.86
"2008-11-25",84.19,85.43,81.34,84.02,4970700,81.23
"2008-11-26",81.28,88.88,80.85,88.47,5259400,85.53
"2008-11-28",86.41,87.47,82.15,85.02,1767500,82.19
"2008-12-01",81.51,82.8,75.63,76.1,5259200,73.57
"2008-12-02",78.5,80.32,75.77,80.02,4599800,77.36
"2008-12-03",78.19,81.95,77.58,79.99,3788900,77.33
"2008-12-04",77.82,78.52,67.51,68.79,6420800,66.5
"2008-12-05",67,68.31,62.81,67.94,5897600,65.68
"2008-12-08",70.58,72.97,67.32,69.07,5679300,66.77
"2008-12-09",68.1,73.37,66.29,70.4,4435400,68.06
"2008-12-10",71.88,75.92,71.55,73.67,4990800,71.22
"2008-12-11",74.98,78.41,71.42,72.06,4146600,69.67
"2008-12-12",68.73,69.75,66.76,67.97,4222200,65.71
"2008-12-15",70.04,71.65,67.43,69.14,3990200,66.84
"2008-12-16",70.68,71.34,68.76,71.01,2829600,68.65
"2008-12-17",70.8,72.68,69.32,69.6,3685800,67.29
"2008-12-18",69.15,69.86,64.26,64.84,3897500,62.69
"2008-12-19",64.89,66.74,63.98,64.96,4551500,62.8
"2008-12-22",64.73,64.9,59.89,61.16,3008100,59.13
"2008-12-23",61.36,64.59,61.08,63.33,3215900,61.23
"2008-12-24",61.65,63,61.29,62.86,1249700,60.77
"2008-12-26",63.03,64.59,63.02,64.27,1207200,62.13
"2008-12-29",65.69,66.5,64.34,66.14,2069200,63.94
"2008-12-30",65.86,65.97,63.85,65.82,2470800,63.63
"2008-12-31",64.92,67.76,64.64,66.58,2282400,64.37
"2009-01-02",67.94,70.9,66.93,70.39,2556300,68.05
"2009-01-05",70.18,72.83,69.03,70.67,3855600,68.32
"2009-01-06",71.53,72.39,70.52,71.12,5415000,68.76
"2009-01-07",70.18,70.69,66.55,68.67,3396100,66.39
"2009-01-08",69.65,70.33,67.74,69.61,3002500,67.3
"2009-01-09",69.55,70.65,66.17,66.54,3468000,64.33
"2009-01-12",65.46,66.06,62.54,63.57,3461400,61.46
"2009-01-13",63.56,67.73,62.9,67.08,4653500,64.85
"2009-01-14",65.6,66.31,62.72,63.39,4391500,61.41
"2009-01-15",63.25,64.65,61.45,64.02,4993400,62.02
"2009-01-16",65.09,65.48,62,63.73,3807400,61.74
"2009-01-20",62.66,64.88,60.29,60.73,4223400,58.83
"2009-01-21",61.12,65.59,60.92,65.32,4008800,63.28
"2009-01-22",62.88,65.38,62.01,63.72,3380100,61.73
"2009-01-23",62.44,67.63,61.41,66.57,4124200,64.49
"2009-01-26",67.7,69.94,67.03,68,3639800,65.87
"2009-01-27",67.59,67.87,66.04,66.66,3369200,64.57
"2009-01-28",68,70.17,66.84,69.96,4140900,67.77
"2009-01-29",68.37,69.85,68.01,68.57,4392500,66.42
"2009-01-30",70,70.76,67.29,67.77,4201800,65.65
"2009-02-02",66.36,67.95,66.01,66.74,4908200,64.65
"2009-02-03",67.57,68.3,66.29,67.89,4437500,65.77
"2009-02-04",68.68,70.06,67.94,68.58,4801600,66.43
"2009-02-05",68.37,70.13,67,69.09,4910200,66.93
"2009-02-06",67.62,69.31,66.44,68.41,4244500,66.27
"2009-02-09",69.26,71.16,68.25,70.74,4016900,68.53
"2009-02-10",70.95,71.72,65.79,66.4,4048600,64.32
"2009-02-11",67.6,67.71,63.35,64.36,3908100,62.35
"2009-02-12",63.16,64.65,62.35,64.1,3480000,62.09
"2009-02-13",64.6,65.31,63.31,63.72,3457000,61.73
"2009-02-17",61.99,61.99,56.06,56.24,6328000,54.48
"2009-02-18",56.84,57.07,55,56.62,5905300,54.85
"2009-02-19",57,57.92,55.18,55.82,5295700,54.07
"2009-02-20",54.61,56.22,54.17,55.11,4878100,53.39
"2009-02-23",55.99,56.36,50.85,50.98,5298100,49.39
"2009-02-24",51.47,53.41,50.95,53.33,4085000,51.66
"2009-02-25",53.23,53.54,51.14,52.03,4410400,50.4
"2009-02-26",52.87,53.56,51.15,51.41,3281600,49.8
"2009-02-27",50.06,51.63,48.86,50.04,3852800,48.47
"2009-03-02",48.27,49.69,45.03,45.59,5585300,44.16
"2009-03-03",46.51,49.7,45.53,48.04,7805000,46.54
"2009-03-04",49.46,52.79,49.24,51.1,7585400,49.5
"2009-03-05",50.33,52.84,49.57,51.84,7868000,50.22
"2009-03-06",53.25,54.36,50.22,52.07,5866700,50.44
"2009-03-09",51.23,52.52,49.98,50.42,4321100,48.84
"2009-03-10",51.57,54,51.28,52.91,4535300,51.25
"2009-03-11",53.31,54.71,52.5,54,3850100,52.31
"2009-03-12",54.27,59.1,53.66,58.81,7035400,56.97
"2009-03-13",58.75,59.44,57.75,58.99,4493300,57.14
"2009-03-16",58.6,62.97,58.6,61.52,4556000,59.6
"2009-03-17",61.46,63.1,60.37,63.1,5393200,61.13
"2009-03-18",62.45,62.79,58.51,62.01,6247200,60.07
"2009-03-19",63.63,65.46,63.1,63.24,4415100,61.26
"2009-03-20",64.21,65,61.28,61.95,4246900,60.01
"2009-03-23",63.64,66.65,63.43,66.08,3593800,64.01
"2009-03-24",64.9,65.48,63.28,64.08,2328100,62.08
"2009-03-25",63.8,65.89,61.5,63.44,3885700,61.46
"2009-03-26",64.08,65.19,61.52,61.99,3800400,60.05
"2009-03-27",60.94,61.08,58.83,59.31,2974500,57.45
"2009-03-30",57.67,58.48,55.36,56.66,3034900,54.89
"2009-03-31",57.19,58.4,54.61,54.76,4105100,53.05
"2009-04-01",53.76,57.41,53.09,57.13,3737300,55.34
"2009-04-02",58.67,61.4,58.66,60.33,3663200,58.44
"2009-04-03",60.32,64.32,59.94,63.14,3401000,61.16
"2009-04-06",62.07,62.08,59.63,60.7,2523800,58.8
"2009-04-07",59.34,59.77,57.58,57.97,1984700,56.16
"2009-04-08",57.29,59.49,55.78,59.05,2932600,57.2
"2009-04-09",61.02,62.05,59.67,61.35,2643900,59.43
"2009-04-13",60.43,62.77,58.75,61.97,3291400,60.03
"2009-04-14",61.84,62.59,60.25,60.52,3583400,58.76
"2009-04-15",60,61.55,58.45,59.24,3238500,57.52
"2009-04-16",60.2,60.3,57.4,58.58,3555000,56.88
"2009-04-17",57.8,60.67,57.33,60.08,4272500,58.34
"2009-04-20",58.52,58.7,55.85,55.97,3439400,54.35
"2009-04-21",55.6,57.04,54.86,56.91,3467700,55.26
"2009-04-22",56.74,57.8,55.74,56.36,3281000,54.72
"2009-04-23",57,60.4,56.74,60.12,4853800,58.38
"2009-04-24",62.6,64.16,61.68,63.17,5089400,61.34
"2009-04-27",61.46,63.01,60.46,62.42,2789300,60.61
"2009-04-28",61.54,64,61.13,63.39,3662300,61.55
"2009-04-29",63.36,66.93,63.22,65.74,3749300,63.83
"2009-04-30",66.07,66.64,62.48,63.48,4043100,61.64
"2009-05-01",63.51,66.65,63.28,66.08,3761000,64.16
"2009-05-04",66.31,72.16,66.28,72.04,4686100,69.95
"2009-05-05",71.7,72.23,69.01,71.01,3821800,68.95
"2009-05-06",72.86,77.65,72.28,77.53,6926400,75.28
"2009-05-07",77.83,79.12,72.46,73.52,6880900,71.39
"2009-05-08",74.89,77.57,74.34,76.87,4349400,74.64
"2009-05-11",75.33,75.49,72.87,73.73,3687100,71.59
"2009-05-12",74.96,74.97,70.96,73.25,4347900,71.12
"2009-05-13",71.3,72.58,69.18,70.32,3407000,68.28
"2009-05-14",70.32,71.93,69.18,71.36,2449400,69.29
"2009-05-15",70.92,71.81,67.5,68.25,3637100,66.27
"2009-05-18",69.15,71.97,69.15,71.05,3382800,68.99
"2009-05-19",71.19,73.11,70.75,72.02,2710400,69.93
"2009-05-20",72.76,74.82,72.18,72.44,2721700,70.34
"2009-05-21",71.28,71.28,68.83,69.75,3322100,67.73
"2009-05-22",70.29,70.73,68.96,69.19,1798600,67.18
"2009-05-26",66.24,69.48,65.48,69.27,3653000,67.26
"2009-05-27",69.47,70.35,67.89,68.27,4217800,66.29
"2009-05-28",69.12,73.57,68.78,72.61,4531600,70.5
"2009-05-29",73.47,73.89,72.15,73.19,2977300,71.07
"2009-06-01",74.74,77.46,74.73,76.72,3273100,74.49
"2009-06-02",76,76.55,74.08,76.21,4215400,74
"2009-06-03",74.83,74.83,71.28,72.57,3770500,70.46
"2009-06-04",73.5,74.24,71.74,73.21,3527700,71.09
"2009-06-05",74.49,74.84,72.27,73.51,4139700,71.38
"2009-06-08",71.77,74.1,71.77,73.7,3372000,71.56
"2009-06-09",74.13,75.54,73.48,74.65,3293000,72.48
"2009-06-10",75.56,75.7,73.56,75.25,3650000,73.07
"2009-06-11",75.49,78.51,75.15,77.09,4104100,74.85
"2009-06-12",76.53,77.76,75.59,77.62,2963400,75.37
"2009-06-15",76.23,77.43,74.47,76.25,4299700,74.04
"2009-06-16",76.82,77,73.24,73.86,3459000,71.72
"2009-06-17",74.08,74.54,71.7,73.25,2819700,71.12
"2009-06-18",73.22,74.1,71.62,72.1,2625900,70.01
"2009-06-19",72.88,72.88,69.21,69.92,6669900,67.89
"2009-06-22",68.85,68.85,66.52,67.48,5320100,65.52
"2009-06-23",67.75,67.75,65.7,67.29,4709800,65.34
"2009-06-24",67.51,68.27,66.7,67.32,4312100,65.37
"2009-06-25",67.62,69,67.36,68.63,3666400,66.64
"2009-06-26",68.31,69.19,67.5,67.56,5767500,65.6
"2009-06-29",67.91,68.77,66.73,66.96,4238800,65.02
"2009-06-30",66.77,68.5,66.46,67.92,4561000,65.95
"2009-07-01",68.74,69.75,66.95,67.04,3635900,65.1
"2009-07-02",65.65,65.78,63.83,64.23,3546400,62.37
"2009-07-06",62.1,62.91,61.48,62.63,4360100,60.81
"2009-07-07",62.79,62.79,60.45,60.58,4601200,58.82
"2009-07-08",60.64,62.32,60.29,61.77,5213900,59.98
"2009-07-09",62.29,63,61.39,62.62,4101700,60.8
"2009-07-10",61.54,62.95,60.98,62.5,3187800,60.69
"2009-07-13",62.45,63.84,61.36,63.83,3009600,61.98
"2009-07-14",64.53,65.07,63.62,64.67,2864100,62.79
"2009-07-15",65.37,66.8,65.06,66.48,3960500,64.7
"2009-07-16",65.88,69.72,65.8,69.25,3616700,67.39
"2009-07-17",68.64,70.43,68.35,69.59,2899200,67.72
"2009-07-20",70.46,72.46,70.46,72.3,3176400,70.36
"2009-07-21",73.14,73.37,71.08,72.59,2190000,70.64
"2009-07-22",72.21,72.5,71.03,71.4,2514500,69.48
"2009-07-23",71.4,73.99,71.21,73.81,2867200,71.83
"2009-07-24",73.51,74.77,73.31,74.69,2140600,72.69
"2009-07-27",74.85,74.96,74,74.3,2534700,72.31
"2009-07-28",73.33,74.15,71.52,73.44,2209400,71.47
"2009-07-29",72.31,72.31,70.11,70.9,2213400,69
"2009-07-30",72.45,73.66,70.9,72.9,3043500,70.94
"2009-07-31",72.45,74.95,71.86,74.03,2505800,72.04
"2009-08-03",75.2,77.69,75.2,76.65,2800500,74.59
"2009-08-04",76.08,77.51,75.23,77.45,2518000,75.37
"2009-08-05",77.54,78.13,76.13,78.02,3067600,75.93
"2009-08-06",78.79,79.61,76.97,78.22,2850400,76.12
"2009-08-07",78.59,79.65,74.51,74.73,4479700,72.73
"2009-08-10",74.62,76.98,74.62,76.2,3226800,74.16
"2009-08-11",75.69,75.97,73.65,73.76,2013500,71.78
"2009-08-12",73.35,75.06,73.35,74.19,2076300,72.2
"2009-08-13",74.28,75.76,74.26,75.57,1771900,73.54
"2009-08-14",75.59,75.79,73.9,74.69,2332000,72.69
"2009-08-17",73.34,73.34,71.02,71.84,2054700,69.91
"2009-08-18",71.78,72.79,71.24,72.33,1651700,70.39
"2009-08-19",71.76,74.57,71.09,73.82,1840300,71.84
"2009-08-20",73.88,74.8,73.39,73.56,2277600,71.59
"2009-08-21",74.15,76.34,74.14,75.79,2180300,73.76
"2009-08-24",76.56,76.92,75.33,75.83,1365300,73.8
"2009-08-25",76.17,76.87,74.2,74.41,1906800,72.41
"2009-08-26",73.75,74.27,72.65,73.98,1802800,72
"2009-08-27",73.25,73.65,71.97,72.96,2617800,71
"2009-08-28",73.9,74.41,72.48,73.25,1632700,71.28
"2009-08-31",71.75,72.11,71.15,72,1845900,70.07
"2009-09-01",71.74,72.86,70.31,70.62,2524900,68.73
"2009-09-02",70.65,70.99,69.84,69.92,2385600,68.04
"2009-09-03",70.79,70.79,69.43,69.76,2277000,67.89
"2009-09-04",69.45,70.63,68.63,70.47,2316300,68.58
"2009-09-08",72.48,74.46,72.25,73.64,4753700,71.66
"2009-09-09",73.82,75.01,72.89,74.44,2515000,72.44
"2009-09-10",74.46,77,73.88,76.82,2922300,74.76
"2009-09-11",77.18,78.3,75.58,75.95,3452300,73.91
"2009-09-14",75.23,77.22,74.88,77.09,2098500,75.02
"2009-09-15",77.58,80.17,77.37,79.86,3480900,77.72
"2009-09-16",80.52,83.28,79.76,83.23,3184100,81
"2009-09-17",83.04,84.28,81.94,82.57,3364700,80.35
"2009-09-18",83.11,83.24,80.84,81.86,2239400,79.66
"2009-09-21",80.31,81.48,79.51,81.28,2044500,79.1
"2009-09-22",82.41,84.43,82.03,84.03,2841200,81.78
"2009-09-23",84.03,84.41,82.07,82.21,2512300,80
"2009-09-24",82.05,82.27,78.65,80.05,2953200,77.9
"2009-09-25",79.86,81,78.46,78.94,2195200,76.82
"2009-09-28",79.35,80.21,78.87,80.13,1318400,77.98
"2009-09-29",80,81.85,78.91,81.64,3209600,79.45
"2009-09-30",82.32,84.36,81.28,83.51,4770800,81.27
"2009-10-01",83.58,83.58,80.91,81.05,4637200,78.88
"2009-10-02",79.73,81.3,79.37,80.76,3773900,78.59
"2009-10-05",80.75,83,80.22,82.51,3215100,80.3
"2009-10-06",83.65,84.68,82.86,84.58,2817800,82.31
"2009-10-07",84.43,85,82.88,84.71,2684800,82.44
"2009-10-08",85.24,89.91,84.91,89.69,4554300,87.28
"2009-10-09",89.17,90.98,88.33,89.6,3722200,87.2
"2009-10-12",91.06,91.69,90.06,90.58,2542600,88.15
"2009-10-13",90.63,90.63,87.9,89.63,3621400,87.23
"2009-10-14",91.02,91.65,89.75,91.44,2749800,89.13
"2009-10-15",90.86,93.35,90.72,93.14,3123400,90.79
"2009-10-16",92.92,93.31,91.53,92.81,2289000,90.47
"2009-10-19",92.56,94.53,92.56,94.35,2357100,91.97
"2009-10-20",94.52,95,93.1,94.41,2736800,92.03
"2009-10-21",93.64,95.86,92.85,92.94,2875300,90.59
"2009-10-22",90.6,91.63,89.23,91.45,3218700,89.14
"2009-10-23",92.14,92.34,88.37,89.16,2336700,86.91
"2009-10-26",89.34,91.56,86.54,86.86,2955400,84.67
"2009-10-27",87.7,88.59,86.45,86.77,2170800,84.58
"2009-10-28",86.08,86.81,83.87,84.27,3054100,82.14
"2009-10-29",85.15,86.17,84.27,85.84,4139700,83.67
"2009-10-30",85.81,85.81,80.88,81.66,3436300,79.6
"2009-11-02",81.74,83.31,80.37,81.97,2771000,79.9
"2009-11-03",81.15,83.43,80.67,83,2360100,80.9
