"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2009-11-04",84.73,87.15,84.45,85.3,4306800,83.15
"2009-11-05",85.84,88.04,84.32,88.03,3270300,85.81
"2009-11-06",90.43,92.28,89.4,90.35,4625500,88.07
"2009-11-09",90.01,92.58,90.01,92.4,3035500,90.07
"2009-11-10",92.11,92.66,89.92,91.18,3049600,88.88
"2009-11-11",91.96,92.48,89.91,90.25,3e+06,87.97
"2009-11-12",89.94,90.55,87.4,88.86,2944800,86.62
"2009-11-13",88.67,89.9,88.06,88.5,2987700,86.27
"2009-11-16",90.29,90.9,89.29,90.53,5069100,88.24
"2009-11-17",90.13,90.16,88.75,89.98,1781600,87.71
"2009-11-18",90.28,90.29,87.69,88.74,2188000,86.5
"2009-11-19",87.98,87.98,85.73,86.92,2503700,84.73
"2009-11-20",86.27,86.73,85.19,86.47,3218900,84.29
"2009-11-23",88.3,89.48,87.77,88.18,2682800,85.95
"2009-11-24",88.36,88.72,87.01,88.55,3146400,86.31
"2009-11-25",88.71,90.06,87.91,89.71,2136600,87.44
"2009-11-27",86.41,87.82,85.4,87.23,902500,85.03
"2009-11-30",86.2,87.59,85.48,86.49,2907000,84.31
"2009-12-01",87.61,89.43,87.43,88.29,2232500,86.06
"2009-12-02",88.14,88.65,86.56,87.09,1439500,84.89
"2009-12-03",86.97,87.9,86.18,86.86,3248900,84.67
"2009-12-04",88.23,90.23,85.69,87.07,3344100,84.87
"2009-12-07",86.78,88.83,86.04,87.27,2208300,85.07
"2009-12-08",86.83,86.91,84.95,85.25,2237500,83.1
"2009-12-09",85.74,86.46,84,85.69,2273300,83.53
"2009-12-10",85.6,87.53,85.59,86.67,2389000,84.48
"2009-12-11",87.01,87.37,85.86,86.05,2131200,83.88
"2009-12-14",90.17,91.89,89.9,90.39,6630800,88.11
"2009-12-15",90.01,92.07,90.01,91.8,4097400,89.48
"2009-12-16",92.23,94.32,92.01,93.31,2861300,90.95
"2009-12-17",93.21,94.63,91.44,92.53,2514800,90.19
"2009-12-18",93.52,94.1,92.25,92.95,2837400,90.6
"2009-12-21",93.83,95.24,93.83,94.69,2233700,92.3
"2009-12-22",95.57,97.96,95.01,97.77,2240100,95.3
"2009-12-23",97.79,99.94,97.68,99.89,2837500,97.37
"2009-12-24",99.98,101.45,99.52,100.58,1019600,98.04
"2009-12-28",101.76,101.76,99.53,99.93,1501600,97.41
"2009-12-29",100.17,100.72,98.42,99.27,1977400,96.76
"2009-12-30",99.28,99.71,98.44,98.81,1084900,96.31
"2009-12-31",98.82,99.75,97.3,97.3,999700,94.84
"2010-01-04",99.35,100.44,99.24,100.38,2055000,97.85
"2010-01-05",99.01,100,97.79,99.15,2225000,96.65
"2010-01-06",98.84,99.69,97.67,99.48,1825200,96.97
"2010-01-07",98.89,99.05,97.44,98.55,2248400,96.06
"2010-01-08",97.73,99.29,96.29,99.05,2955700,96.55
"2010-01-11",99.58,99.81,97.02,98.14,1515400,95.66
"2010-01-12",95.76,97.1,95.16,95.42,2238500,93.01
"2010-01-13",95.18,98.16,94.05,97.76,2151800,95.44
"2010-01-14",97.68,98.71,97.45,98,1587900,95.67
"2010-01-15",98,98.89,96.69,96.87,2965500,94.57
"2010-01-19",96.32,97.59,96.07,97.35,2206100,95.04
"2010-01-20",95.82,96.53,95.25,96.33,2024800,94.04
"2010-01-21",96.57,97.57,95.3,96.59,3193200,94.29
"2010-01-22",96.27,97.19,93.77,94.05,2919100,91.81
"2010-01-25",94.86,96.14,94.62,94.97,1398200,92.71
"2010-01-26",93.96,95.07,92.44,93.14,1968400,90.93
"2010-01-27",92.23,93.82,90.1,92.39,3277200,90.19
"2010-01-28",93.01,93.34,89.57,91.51,2721400,89.33
"2010-01-29",91.77,94.03,89.37,90.42,3175700,88.27
"2010-02-01",91.26,95.66,91.25,95.55,2228400,93.28
"2010-02-02",95.84,97.22,94.26,97.03,1888100,94.72
"2010-02-03",96.16,98.22,96.06,97.2,2140600,94.89
"2010-02-04",95.77,96.04,92.78,92.9,2426600,90.69
"2010-02-05",92.9,93.38,90.02,92.86,2989300,90.65
"2010-02-08",92.54,93.75,90.89,91.58,2130300,89.4
"2010-02-09",93.03,95.3,92.38,94.54,2663900,92.29
"2010-02-10",90.63,90.99,86.78,88.24,7989800,86.14
"2010-02-11",87.92,91.15,87.77,91.06,3578200,88.9
"2010-02-12",89.48,91.24,88.6,90.98,2918500,88.82
"2010-02-16",92.65,93.87,92.27,92.82,2698200,90.61
"2010-02-17",93.1,93.27,92.19,92.86,2155300,90.65
"2010-02-18",92.42,94.82,92.11,94.34,2491800,92.1
"2010-02-19",93.87,95.04,92.99,94.64,1920600,92.39
"2010-02-22",95.22,95.22,91.8,92.11,1896700,89.92
"2010-02-23",91.4,91.95,89.6,89.91,2150000,87.77
"2010-02-24",91.41,92.98,90.82,92.68,2702700,90.48
"2010-02-25",90.66,93.33,89.95,93.22,1999400,91
"2010-02-26",93.54,94.38,92.4,94.05,1755100,91.81
"2010-03-01",94.47,95.55,94.23,94.65,2039200,92.4
"2010-03-02",95.16,96.09,94.52,94.83,1907800,92.58
"2010-03-03",95.46,96.32,94.78,95.82,2369300,93.54
"2010-03-04",96.04,96.94,94.83,95.2,2444400,92.94
"2010-03-05",95.95,97.47,95.26,97.38,2760100,95.07
"2010-03-08",97.14,98.22,97,97.37,2239900,95.06
"2010-03-09",96.52,99.28,96.52,98.05,2558400,95.72
"2010-03-10",97.89,99.38,97.42,98.84,2016700,96.49
"2010-03-11",98.62,99.19,97.38,97.78,2290100,95.46
"2010-03-12",98.84,98.93,97.07,97.58,1057200,95.26
"2010-03-15",97.32,97.49,95.36,96.89,1780800,94.59
"2010-03-16",97.49,97.49,95.97,96.48,1810800,94.19
"2010-03-17",96.77,97.54,95.25,95.81,2871200,93.53
"2010-03-18",96.05,96.39,92.35,93.28,3170100,91.06
"2010-03-19",93.82,94.36,90.34,91.7,4208200,89.52
"2010-03-22",90.76,92.63,89.59,91.5,3065300,89.33
"2010-03-23",91.73,94.25,91.51,94.14,2797400,91.9
"2010-03-24",93.15,94.45,92.1,92.57,2058900,90.37
"2010-03-25",93.29,93.91,89.12,89.42,3401600,87.29
"2010-03-26",89.67,89.67,87.53,89.59,3590800,87.46
"2010-03-29",91.61,93.09,91.56,92.96,3093900,90.75
"2010-03-30",92.92,93.69,92.22,93.34,2209300,91.12
"2010-03-31",93.5,94.01,92.68,92.94,3170800,90.73
"2010-04-01",94.03,95.61,94.01,95.58,2424900,93.31
"2010-04-05",96.16,98.13,95.6,97.77,3214100,95.45
"2010-04-06",97.61,98.61,97.1,97.38,2683200,95.07
"2010-04-07",100.42,105.24,99.88,103.74,8240600,101.27
"2010-04-08",103.93,107.78,103.74,106.96,7012200,104.42
"2010-04-09",107.33,108.19,104.67,104.77,3152000,102.28
"2010-04-12",104.58,107.3,103.91,107.18,3411600,104.63
"2010-04-13",106.96,108.4,105.17,107.38,3592900,104.83
"2010-04-14",108.83,109.44,107.31,109.29,2770500,106.85
"2010-04-15",109.38,110.95,108.7,110.5,2115400,108.03
"2010-04-16",109.56,110.36,107.3,107.47,3289500,105.07
"2010-04-19",106.46,108.4,106.3,107.99,2600800,105.58
"2010-04-20",108.88,111.67,108.88,111.51,2711400,109.02
"2010-04-21",111.31,112.22,110.45,111.87,1988500,109.37
"2010-04-22",110.97,113.22,109.86,113.01,2244700,110.48
"2010-04-23",112.15,113.86,111.07,113.72,2656400,111.18
"2010-04-26",113.95,114.58,112.15,112.48,2084600,109.97
"2010-04-27",112.05,113.04,108.35,108.63,2334600,106.2
"2010-04-28",109.39,110.39,108.07,109.42,2175600,106.97
"2010-04-29",110.19,111.61,109.19,111.26,2341600,108.77
"2010-04-30",111.54,114.95,110.56,112.12,3536100,109.61
"2010-05-03",112.82,114.9,111.04,113.56,2958500,111.02
"2010-05-04",109.35,110.54,105.43,110.24,4199500,107.78
"2010-05-05",108,108.94,104.27,105.17,3375400,102.82
"2010-05-06",104.4,105.47,96.57,102.37,4758500,100.08
"2010-05-07",101.82,104.56,98.93,100.84,3721800,98.59
"2010-05-10",102.67,107.77,101.57,106.49,3191400,104.11
"2010-05-11",104.98,105.41,103.85,104.74,3854700,102.4
"2010-05-12",105,108.74,105,108.38,3453000,105.96
"2010-05-13",108.11,110.11,107.6,108.08,2607100,105.66
"2010-05-14",106.94,107.62,103.41,106.09,1998000,103.72
"2010-05-17",106.16,107.29,100.96,103.23,3129600,100.92
"2010-05-18",104.99,105.92,102.47,102.84,2956000,100.54
"2010-05-19",102.52,104.23,99.59,102.23,2694500,99.94
"2010-05-20",99.64,99.78,96.03,96.29,2838300,94.14
"2010-05-21",94.38,100.66,93.28,100.59,4135200,98.34
"2010-05-24",99.63,101.07,97.26,97.36,2862300,95.18
"2010-05-25",93.5,98.93,93.43,98.71,3253500,96.5
"2010-05-26",100.02,101.89,99.4,99.74,3294300,97.51
"2010-05-27",101.97,106.72,101.45,106.51,4022100,104.13
"2010-05-28",106.03,107.57,103.85,104.84,3213700,102.5
"2010-06-01",103.59,104.99,100.59,100.83,3341100,98.58
"2010-06-02",102.1,107.8,100.87,107.75,4052300,105.34
"2010-06-03",107.47,109.91,105.12,109.73,3634000,107.28
"2010-06-04",107.8,110.59,101.93,102.99,6319800,100.69
"2010-06-07",103.56,106.2,99.38,101.14,5121800,98.88
"2010-06-08",102.51,105.79,101.1,105.36,4139700,103
"2010-06-09",106.18,108.54,103.09,103.81,3208500,101.49
"2010-06-10",105.82,108.87,105.82,108.77,3456500,106.34
"2010-06-11",107.99,109.91,106.95,109.86,2289500,107.4
"2010-06-14",110.94,112.16,108.64,108.95,3109400,106.51
"2010-06-15",110.61,111.03,108.85,110.36,3029600,107.89
"2010-06-16",109.44,111.42,108.73,110.39,1748500,107.92
"2010-06-17",110.42,111.14,108.52,110.06,2565500,107.6
"2010-06-18",110,110.55,108.98,110.22,3026800,107.76
"2010-06-21",112,113.9,109.52,110.61,3036000,108.14
"2010-06-22",110.61,111.35,105.81,106.45,3001900,104.07
"2010-06-23",106.57,107.92,105.26,106.84,2690000,104.45
"2010-06-24",105.82,108.22,103.98,104.59,2808100,102.25
"2010-06-25",106.24,109.97,104.61,109.78,7173000,107.33
"2010-06-28",108.94,109.57,104.94,105.42,3095300,103.06
"2010-06-29",103.33,103.76,99.53,100.24,4140300,98
"2010-06-30",100.26,101.35,98.05,98.37,3685100,96.17
"2010-07-01",98.52,99.98,95.78,99.08,3264900,96.86
"2010-07-02",98.69,100.65,97.57,98.34,2601600,96.14
"2010-07-06",100.34,102.7,98.77,99.85,2595000,97.62
"2010-07-07",100.12,103.82,99.23,103.8,2728900,101.48
"2010-07-08",104.88,106.8,103.75,106.22,3524100,103.85
"2010-07-09",105.89,106.89,104.25,105.57,1864900,103.21
"2010-07-12",105.3,106.6,104.68,105.54,1612700,103.18
"2010-07-13",106.99,108.32,106.51,106.81,2623300,104.42
"2010-07-14",106.11,108.47,105.16,106.64,2103200,104.41
"2010-07-15",107,107,103.93,106.19,2122200,103.97
"2010-07-16",105.12,105.53,101.13,102.28,3106700,100.14
"2010-07-19",102.68,103.52,100.67,102.01,2301800,99.87
"2010-07-20",100.48,104.49,100.01,104.15,2881400,101.97
"2010-07-21",104.53,104.64,101.53,102.42,2412000,100.28
"2010-07-22",103.85,104.74,102.77,103.2,2110300,101.04
"2010-07-23",102.79,103.21,100.59,102.33,2336100,100.19
"2010-07-26",102.21,104.42,102.21,103.72,1710100,101.55
"2010-07-27",103.86,103.94,99.11,100.56,3037500,98.45
"2010-07-28",100.93,101.86,100.02,100.56,1665300,98.45
"2010-07-29",101.73,102.02,99.47,100.58,1824800,98.47
"2010-07-30",99.58,100.98,97.14,97.5,3823900,95.46
"2010-08-02",99.31,102.85,99.06,102.51,2619400,100.36
"2010-08-03",102.3,102.85,101.2,101.7,2103700,99.57
"2010-08-04",102.06,103.75,101.52,103,1599600,100.84
"2010-08-05",102.25,102.9,101.12,102.44,1768400,100.3
"2010-08-06",96.45,99.73,95.25,99.26,6882500,97.18
"2010-08-09",100.17,100.6,98.11,99.94,2628600,97.85
"2010-08-10",98.8,101.41,98.49,100.7,4795700,98.59
"2010-08-11",98.59,99.18,96.73,97.15,2478800,95.12
"2010-08-12",95.39,97.86,95.03,95.36,2961200,93.36
"2010-08-13",95.31,95.93,93.71,94.17,4068800,92.2
"2010-08-16",93.49,94.19,92.11,94.09,2696300,92.12
"2010-08-17",95.07,95.6,93.79,95.16,2446800,93.17
"2010-08-18",94.77,95,91.96,93.35,3028600,91.4
"2010-08-19",92.99,93.59,91.12,91.52,2953700,89.6
"2010-08-20",91.26,91.7,90.43,91.42,2826200,89.51
"2010-08-23",91.63,92.95,91.39,91.73,1991600,89.81
"2010-08-24",90.3,90.48,87.54,88.61,3543000,86.75
"2010-08-25",87.91,87.98,85.42,87.46,3756000,85.63
"2010-08-26",88.08,89.02,86.18,86.62,2292800,84.81
"2010-08-27",87.55,89.61,85.8,89.4,2156500,87.53
"2010-08-30",89.24,89.93,87.53,87.56,2274900,85.73
"2010-08-31",87.15,88.32,85.91,86.87,2879600,85.05
"2010-09-01",88.28,90.06,87.29,89.94,3099100,88.06
"2010-09-02",90.08,90.08,88.44,89.49,1631200,87.62
"2010-09-03",90.33,91.38,89.79,90.33,2088900,88.44
"2010-09-07",89.26,89.89,88.34,88.71,2167200,86.85
"2010-09-08",88.72,90.63,88.72,90.27,2098600,88.38
"2010-09-09",91.44,91.5,88.52,89.37,1741000,87.5
"2010-09-10",89.62,92.56,89.62,92.2,3013300,90.27
"2010-09-13",93.15,93.15,91.64,92.29,1568400,90.36
"2010-09-14",91.87,93.14,91.3,92.2,1544900,90.27
"2010-09-15",91.74,92.15,90.73,91.58,2782600,89.66
"2010-09-16",92.19,92.7,90.44,91,2482400,89.09
"2010-09-17",91.08,91.08,87.84,89.11,7070700,87.24
"2010-09-20",89.42,89.87,87.35,87.73,4783200,85.89
"2010-09-21",88,90.25,87.27,89.62,3891500,87.74
"2010-09-22",89.7,90.93,89.7,90.36,3678600,88.47
"2010-09-23",89.3,90.78,88.63,89.67,2191400,87.79
"2010-09-24",91.14,92.87,90.06,92.11,2731200,90.18
"2010-09-27",92.24,92.97,91.19,91.25,1564100,89.34
"2010-09-28",91.36,91.98,90.08,91.78,1781300,89.86
"2010-09-29",91.01,93.94,90.76,93.82,2818800,91.86
"2010-09-30",94.48,94.85,91.71,92.97,2987900,91.02
"2010-10-01",94.11,96.59,93.98,96.17,3013900,94.16
"2010-10-04",95.37,96.85,95.18,95.72,3140600,93.72
"2010-10-05",96.76,97.76,95.43,97.33,2108900,95.29
"2010-10-06",97.27,99.43,97.19,98.52,2368700,96.46
"2010-10-07",99.01,99.07,97.62,98.56,1933000,96.5
"2010-10-08",98.68,99.82,97.97,99.46,1677900,97.38
"2010-10-11",99,100.64,98.79,99.56,1306000,97.48
"2010-10-12",98.88,99.44,97.79,98.91,1306700,96.84
"2010-10-13",99.71,100.23,98.35,98.75,2852900,96.83
"2010-10-14",97.87,99.74,97.87,99.01,2070700,97.09
"2010-10-15",99.7,100.83,99.15,100.04,3067100,98.1
"2010-10-18",99.87,102.06,99.56,101.33,2235300,99.36
"2010-10-19",99.78,100.1,98.54,99.48,3005000,97.55
"2010-10-20",99.56,100.82,99.16,100.12,1448700,98.18
"2010-10-21",100.45,101.68,97.68,98.8,2110400,96.88
"2010-10-22",99.47,99.48,96.49,97.31,1978300,95.42
"2010-10-25",98.03,98.92,97.12,97.46,1334700,95.57
"2010-10-26",96.86,97.68,95.18,95.75,2012500,93.89
"2010-10-27",94.92,95.9,93.66,95.76,1753000,93.9
"2010-10-28",96.39,96.91,94.34,94.94,1440500,93.1
"2010-10-29",94.52,96.03,94.14,95.72,2033400,93.86
"2010-11-01",96.88,97.91,95.36,96.07,1422000,94.21
"2010-11-02",97.17,98.36,95.86,97.74,2034500,95.84
"2010-11-03",90.49,90.5,86,88.64,16100500,86.92
"2010-11-04",89.76,89.76,86.31,88.29,6261900,86.58
"2010-11-05",88.66,88.86,87,88.61,3639100,86.89
"2010-11-08",89.21,91.34,88.75,89.46,4667400,87.72
"2010-11-09",90.14,92.81,89.86,91.99,4432000,90.21
"2010-11-10",92.41,94.09,92.07,93.88,2815100,92.06
"2010-11-11",93.22,95,93.22,94.11,2208000,92.28
"2010-11-12",93.11,93.45,91.23,92.05,2354900,90.26
"2010-11-15",93.5,94.22,92.08,92.43,2132400,90.64
"2010-11-16",91.42,91.42,89.6,91.05,2616100,89.28
"2010-11-17",91.28,91.92,89.98,90.17,2018100,88.42
"2010-11-18",90.51,92.72,90.05,92.11,2425700,90.32
"2010-11-19",91.65,93.07,91.14,92.96,2210200,91.16
"2010-11-22",92.69,93.63,90.98,92.5,1272000,90.71
"2010-11-23",91.15,91.2,88.5,88.7,2949800,86.98
"2010-11-24",89.3,90.05,88.54,89.8,1756400,88.06
"2010-11-26",88.97,89.8,88.84,88.92,462000,87.19
"2010-11-29",88.64,89.63,87.61,89.22,1800100,87.49
"2010-11-30",88.42,89.87,88.01,88.95,2228200,87.22
"2010-12-01",90.49,91.72,89.56,91.63,2405600,89.85
"2010-12-02",91.53,93.99,91.53,93.86,1986600,92.04
"2010-12-03",93.46,94,92.78,93.74,1668900,91.92
"2010-12-06",93.55,94.7,93.51,94.38,1466700,92.55
"2010-12-07",95.55,96.07,92.43,92.71,2378600,90.91
"2010-12-08",93.17,93.53,91.41,92.2,1494300,90.41
"2010-12-09",92.35,93.41,91.77,92.23,2057600,90.44
"2010-12-10",91.93,92.43,90.73,90.75,1978000,88.99
"2010-12-13",91.5,92.5,90.59,90.7,2266400,88.94
"2010-12-14",90.82,92.09,90.18,91.65,1839000,89.87
"2010-12-15",91.35,92.19,89.85,90.12,1800400,88.37
"2010-12-16",90.17,90.71,89.76,90.51,1001900,88.75
"2010-12-17",90.41,91.8,90.08,91.67,2423500,89.89
"2010-12-20",91.87,92,89.88,91.46,2033500,89.69
"2010-12-21",91.73,92.45,91.09,91.65,850000,89.87
"2010-12-22",91.91,92.57,91.46,92.2,883400,90.41
"2010-12-23",90.59,92.06,90.31,91.45,2342900,89.68
"2010-12-27",91.25,91.43,89.53,90.12,1357900,88.37
"2010-12-28",90.51,90.65,89.92,89.98,1348100,88.23
"2010-12-29",90.47,91.54,89.97,91.19,1055100,89.42
"2010-12-30",91.22,92.06,90.87,91.75,1164200,89.97
"2010-12-31",91.65,92.12,91.31,91.41,1021200,89.64
"2011-01-03",92.45,93.5,92.27,92.35,1750400,90.56
"2011-01-04",93.08,93.28,91.39,92.14,2062700,90.35
"2011-01-05",91.26,92.99,90.84,92.33,1736300,90.54
"2011-01-06",93.35,94.43,92.3,92.82,2589200,91.02
"2011-01-07",93.26,94.35,92.91,94.26,2415100,92.43
"2011-01-10",94.15,95,93.82,94.95,2574800,93.11
"2011-01-11",95.44,96.87,94.78,96.73,2919200,94.85
"2011-01-12",97.49,99.32,96.93,98.49,2588400,96.73
"2011-01-13",98.23,98.58,97.04,97.86,1668200,96.12
"2011-01-14",97.8,100.71,97.25,100.58,2180600,98.79
"2011-01-18",100.83,103.21,100.33,102.88,3007300,101.05
"2011-01-19",102.85,103,100.77,101.44,2897400,99.63
"2011-01-20",99.78,101.49,99.23,101.36,2445800,99.55
"2011-01-21",101.99,102.58,100.5,101.72,2406000,99.91
"2011-01-24",101.35,102.13,100.61,101.73,1642300,99.92
"2011-01-25",101.58,101.58,98.94,99.87,1973800,98.09
"2011-01-26",100.38,102.94,100.25,102.28,2319200,100.46
"2011-01-27",101.91,104.14,101.73,103.25,2591100,101.41
"2011-01-28",103.37,105.15,102.17,102.53,2829400,100.7
"2011-01-31",102.74,106.58,102.74,106.39,2308000,104.49
"2011-02-01",106.72,108.27,105.85,107.38,2264000,105.47
"2011-02-02",107.01,108.29,106.34,107.24,1494800,105.33
"2011-02-03",106.89,107.24,105.62,107.05,974500,105.14
"2011-02-04",107.3,107.49,105.71,106.78,1654200,104.88
"2011-02-07",107.36,108.47,105.44,105.59,1741800,103.71
"2011-02-08",105.82,105.82,103.55,104.76,2116000,102.89
"2011-02-09",104.3,105.32,102.76,103.95,1704100,102.1
"2011-02-10",103.47,104.69,103.09,104.24,1822800,102.38
"2011-02-11",103.83,104.51,103.05,103.3,1520200,101.46
"2011-02-14",103.35,106.53,103.35,104.9,2121500,103.03
"2011-02-15",104.79,106.19,103.16,103.55,2116000,101.7
"2011-02-16",104.07,105.35,102.94,102.99,2324200,101.15
"2011-02-17",103.28,104.58,102.34,104.22,3063200,102.36
"2011-02-18",106.84,109.8,106.81,108.89,3826100,106.95
"2011-02-22",109.86,111.63,108.09,108.32,2898900,106.39
"2011-02-23",108.51,114.74,108.51,114.39,4150000,112.35
"2011-02-24",114.59,115.17,109.8,110.17,3623500,108.21
"2011-02-25",110.7,112.49,110.04,111.75,1648900,109.76
"2011-02-28",112.09,113.24,111.55,112.31,1750100,110.31
"2011-03-01",109.5,112.19,107.87,107.93,4536500,106.01
"2011-03-02",105.85,108.95,104.38,108.69,7781800,106.75
"2011-03-03",109.31,111.27,107.98,111.09,3034900,109.11
"2011-03-04",110.81,111.58,108.39,109.38,2174400,107.43
"2011-03-07",110.24,111.39,108.18,108.58,1858500,106.64
"2011-03-08",108.54,108.9,106.07,106.2,1746600,104.31
"2011-03-09",106.14,107.63,105.2,105.8,1736200,103.91
"2011-03-10",104.53,104.53,102.41,102.83,2630900,101
"2011-03-11",102.61,106.55,102,105.65,1883600,103.77
"2011-03-14",105.07,107.1,104.13,106.53,1975600,104.63
"2011-03-15",103.28,106.48,102.65,105.44,2425900,103.56
"2011-03-16",105.8,107.51,103.07,104.49,2536100,102.63
"2011-03-17",106.77,109.16,105.87,108.68,2100000,106.74
"2011-03-18",109.76,110.45,107.04,107.93,2968300,106.01
"2011-03-21",109.49,111.46,109,111.4,2263000,109.41
"2011-03-22",112.34,114.43,112.01,113.36,3279100,111.34
"2011-03-23",113.43,114.07,112,114.07,4043800,112.04
"2011-03-24",114.91,115.7,113.02,115.55,2877900,113.49
"2011-03-25",115.82,118.13,114.76,117.54,2580500,115.44
"2011-03-28",116.77,119.71,116.34,118.44,3103600,116.33
"2011-03-29",117.51,119.76,115.8,119.67,3032700,117.54
"2011-03-30",120.3,121.44,118.36,119.19,3604700,117.07
"2011-03-31",119.24,120.1,118.42,118.51,2844700,116.4
"2011-04-01",119.17,119.3,117.82,118.39,4158300,116.28
"2011-04-04",118.9,119.82,118.07,118.37,1913800,116.26
"2011-04-05",118.04,118.74,116.63,116.92,1930600,114.84
"2011-04-06",117.73,117.96,114.76,114.81,2033700,112.76
"2011-04-07",114.53,115.68,112.76,114.66,2205200,112.62
"2011-04-08",115.46,116.39,113.8,114.66,1719400,112.62
"2011-04-11",114.56,114.98,111.86,112.67,1436000,110.66
"2011-04-12",111.53,111.53,108.16,109.23,2775200,107.28
"2011-04-13",110.09,112.19,109.64,110.61,1941500,108.8
"2011-04-14",109.7,111.29,108.7,110.72,1815800,108.91
"2011-04-15",110.85,111.87,109.56,111.04,1745700,109.22
"2011-04-18",109.71,110.4,107.84,109.87,1727900,108.07
"2011-04-19",109.91,110.39,108.49,109.47,1533000,107.68
"2011-04-20",111.33,112.01,110.45,111.82,1803200,109.99
"2011-04-21",111.33,112.28,110.6,111.87,1024000,110.04
"2011-04-25",111.99,112.19,109.73,110.34,967900,108.53
"2011-04-26",110.74,111.77,109.98,111.72,1100000,109.89
"2011-04-27",112.01,112.2,109.19,111.76,1250200,109.93
"2011-04-28",111.61,113.05,110.33,111.98,1534000,110.15
"2011-04-29",111.85,113.55,111.08,113.05,1315600,111.2
"2011-05-02",113.48,113.8,110.47,110.94,1852500,109.12
"2011-05-03",110.69,110.7,107.23,108.15,2060200,106.38
"2011-05-04",107.76,107.76,104.84,106.28,1933300,104.54
"2011-05-05",104.26,105.43,101.84,104.35,3462700,102.64
"2011-05-06",109,111.36,106.13,107.44,3596300,105.68
"2011-05-09",110.23,111.9,109.5,111.32,2382300,109.5
"2011-05-10",111.42,111.78,109.78,110.85,1665800,109.03
"2011-05-11",110.45,110.68,106,106.69,2173500,104.94
"2011-05-12",105.46,106.91,104.13,105.52,2214300,103.79
"2011-05-13",105.82,106.8,104.41,105.44,1817400,103.71
"2011-05-16",105.17,107.71,104.23,104.7,1566800,102.98
"2011-05-17",104.13,106.18,103.77,105.61,1970400,103.88
"2011-05-18",105.89,107.47,105.5,106.62,1937100,104.87
"2011-05-19",106.97,107.22,105.07,105.99,1548500,104.25
"2011-05-20",106.07,107.94,104.88,106.85,2023200,105.1
"2011-05-23",105.1,105.6,103.97,104.25,1944500,102.54
"2011-05-24",105.17,107.09,104.85,106.06,2340700,104.32
"2011-05-25",107.2,107.92,105.5,107.2,1595200,105.44
"2011-05-26",106.7,107.5,105.39,107.23,1181900,105.47
"2011-05-27",107.88,109.08,107.39,108.15,1301700,106.38
"2011-05-31",110.01,110.19,107.1,109.14,1783700,107.35
"2011-06-01",109.51,111.67,107.96,108.19,3217400,106.42
"2011-06-02",108.41,111.71,108.41,110.91,3120500,109.09
"2011-06-03",109.35,111.79,107.8,110.56,2246200,108.75
"2011-06-06",110.54,112.04,109.03,109.06,2714400,107.27
"2011-06-07",109.51,110.04,108.02,108.05,2130500,106.28
"2011-06-08",108.12,110.86,108.12,108.94,1979900,107.15
"2011-06-09",109.56,111.17,109.03,110.78,1840200,108.96
"2011-06-10",110,110.46,107.57,107.67,1900500,105.91
"2011-06-13",104.71,108.56,103.65,104.71,2798500,102.99
"2011-06-14",106.26,106.98,104.62,105.03,2683200,103.31
"2011-06-15",104.15,105.33,102.25,102.87,2712100,101.18
"2011-06-16",102.56,103.55,101.25,101.61,2798200,99.95
"2011-06-17",102.41,102.99,100.71,102.25,2958000,100.57
"2011-06-20",101.51,101.91,100.22,100.9,2520200,99.25
"2011-06-21",101.51,103.18,101.23,102.19,2048400,100.52
"2011-06-22",101.73,103.4,101.22,101.34,2765900,99.68
"2011-06-23",99.06,100.24,96.62,100.16,2841400,98.52
"2011-06-24",100.08,100.41,98.07,98.27,1964600,96.66
"2011-06-27",97.4,100.43,97.21,100.33,2906200,98.69
"2011-06-28",100.6,102.79,99.99,102.41,1865000,100.73
"2011-06-29",102.63,104.16,101.59,103.1,1840600,101.41
"2011-06-30",103.55,104.83,103.24,104.55,1888300,102.84
"2011-07-01",104.37,104.56,102.39,103.08,3342500,101.39
"2011-07-05",103.31,104.99,102.95,103.24,1484900,101.55
"2011-07-06",103.04,103.32,101.75,102.27,1271900,100.59
"2011-07-07",103.67,104.01,102.44,103.55,1901100,101.85
"2011-07-08",101.98,102.62,101.16,101.92,1703100,100.25
"2011-07-11",100.44,100.44,98.57,99.01,1572600,97.39
"2011-07-12",98.84,100.11,98.53,98.89,1982900,97.27
"2011-07-13",99.51,101.09,98.58,98.94,1944000,97.48
"2011-07-14",99.46,99.58,96.4,96.71,2718900,95.28
"2011-07-15",100,102.12,99.74,101.19,6751200,99.69
"2011-07-18",101.39,102.59,100.48,101.52,2669200,100.02
"2011-07-19",102,104.28,102,104.03,2365100,102.49
"2011-07-20",104.81,104.81,103.53,103.81,2096300,102.27
"2011-07-21",104.64,105.9,104.09,105.56,1939300,104
"2011-07-22",105.55,106.6,105.01,106.57,1644200,104.99
"2011-07-25",105.2,107.46,104.8,106.21,1899200,104.64
"2011-07-26",106.21,107.88,104.62,106.57,2117600,104.99
"2011-07-27",106,106.02,103.97,104.07,2041000,102.53
"2011-07-28",104.04,105.33,103.07,103.43,2368400,101.9
"2011-07-29",102.18,103.36,101.5,102,3194400,100.49
"2011-08-01",103.89,104.32,100.49,101.62,1830400,100.12
