"","APOL.Open","APOL.High","APOL.Low","APOL.Close","APOL.Volume","APOL.Adjusted"
"2010-07-02",43.39,43.45,41.84,41.86,3070700,41.86
"2010-07-06",42.25,43.17,41.9,42.27,3617500,42.27
"2010-07-07",42.45,43.04,41.65,42.97,2638700,42.97
"2010-07-08",43.17,44.13,43.05,44.06,2772700,44.06
"2010-07-09",44.01,44.51,43.49,44.44,1860100,44.44
"2010-07-12",44.26,44.63,43.73,43.87,1781300,43.87
"2010-07-13",44.19,44.77,43.55,43.92,1769700,43.92
"2010-07-14",44.12,44.85,43.63,44.69,1630100,44.69
"2010-07-15",44.38,44.9,43.9,44.78,1923800,44.78
"2010-07-16",44.8,47.05,44.4,45.57,5389200,45.57
"2010-07-19",46.39,49.98,46.39,48.03,8953500,48.03
"2010-07-20",47.66,48.3,47.09,48.08,2835000,48.08
"2010-07-21",48.01,48.57,46.5,47.1,3408500,47.1
"2010-07-22",46.95,46.95,45.73,46.32,4712800,46.32
"2010-07-23",48.65,51.28,47.64,49.27,8486800,49.27
"2010-07-26",49.11,49.49,47.86,48.32,2339900,48.32
"2010-07-27",48.33,48.77,47.19,47.76,2253500,47.76
"2010-07-28",47.91,48.29,47.54,47.81,1487600,47.81
"2010-07-29",48.01,48.33,46.37,47.07,2845700,47.07
"2010-07-30",46.73,47.18,45.32,46.13,3004300,46.13
"2010-08-02",46.8,47.22,46.01,47.14,1888000,47.14
"2010-08-03",46.01,46.29,44.56,44.81,3899100,44.81
"2010-08-04",44.85,45.64,44.11,44.76,4401800,44.76
"2010-08-05",44.16,44.7,42.5,42.83,6101000,42.83
"2010-08-06",41.91,42.83,41.11,42.49,5761600,42.49
"2010-08-09",42.6,42.81,41.98,42.57,1642000,42.57
"2010-08-10",42.37,42.65,41.52,41.84,1993600,41.84
"2010-08-11",41.5,42.79,41,41.3,3698400,41.3
"2010-08-12",40.89,41.3,40.38,40.47,3011700,40.47
"2010-08-13",40.45,41.13,38.39,38.94,5986900,38.94
"2010-08-16",39.37,44.54,39.34,40.98,14702800,40.98
"2010-08-17",41.26,41.58,39.43,40.36,6459600,40.36
"2010-08-18",40.17,42.25,40.08,40.98,5657800,40.98
"2010-08-19",40.68,40.79,39.75,40.59,3251800,40.59
"2010-08-20",40.51,40.91,39.37,40.72,4861600,40.72
"2010-08-23",41,41.59,40.77,41.36,3191400,41.36
"2010-08-24",41.42,43.5,41.11,41.49,5952100,41.49
"2010-08-25",41.2,43.2,41,42.94,3864200,42.94
"2010-08-26",43.12,43.18,42.02,42.32,2787500,42.32
"2010-08-27",42.38,43.11,41.55,42.77,1987300,42.77
"2010-08-30",42.77,43.73,42.56,43.2,2404700,43.2
"2010-08-31",42.85,43.01,41.73,42.49,3833200,42.49
"2010-09-01",42.74,43.77,42.62,43.39,2035700,43.39
"2010-09-02",43.15,44.68,43.13,44.67,2302300,44.67
"2010-09-03",45.06,45.48,44.95,45.38,1687000,45.38
"2010-09-07",45.19,45.51,44.92,45.17,2562800,45.17
"2010-09-08",45.28,46.07,45.25,46.05,1975000,46.05
"2010-09-09",45.63,47.05,45.5,46.89,2408800,46.89
"2010-09-10",47.08,48.39,46.92,47.56,2330900,47.56
"2010-09-13",48.8,49.33,47.28,47.88,3671900,47.88
"2010-09-14",47.8,48.14,46.91,47.74,3029800,47.74
"2010-09-15",47.42,49.23,46.72,48.66,4399900,48.66
"2010-09-16",48.7,49.2,48.28,48.34,4733100,48.34
"2010-09-17",48.34,49.95,48.28,49.1,5375000,49.1
"2010-09-20",49.6,51.72,49.59,51.66,4687400,51.66
"2010-09-21",51.33,51.59,50.01,50.37,3700100,50.37
"2010-09-22",50.53,51.42,49.25,50.45,3338200,50.45
"2010-09-23",49.79,53.61,49.78,50.79,6187200,50.79
"2010-09-24",51.87,53.53,49.4,50.53,8713400,50.53
"2010-09-27",49.85,50.25,48.72,49.32,3460800,49.32
"2010-09-28",49.35,50.33,49.27,49.8,2124100,49.8
"2010-09-29",49.53,50.7,49.45,50.29,2239900,50.29
"2010-09-30",50.82,51.68,49.82,51.35,4253600,51.35
"2010-10-01",51.4,53.6,51.18,51.93,3332400,51.93
"2010-10-04",51.95,51.95,50.19,50.21,2502500,50.21
"2010-10-05",50.69,51.1,50.28,50.49,2502800,50.49
"2010-10-06",50.5,50.76,50.02,50.47,1826800,50.47
"2010-10-07",50.67,50.96,49.78,49.85,1632900,49.85
"2010-10-08",49.81,50.33,49.35,50.12,2291400,50.12
"2010-10-11",49.92,50.45,49.73,50.15,2206200,50.15
"2010-10-12",50.06,50.24,49.24,49.98,3459800,49.98
"2010-10-13",50.1,50.45,49.4,49.5,7261300,49.5
"2010-10-14",38.76,39,36.43,38,34479900,38
"2010-10-15",37.94,37.95,35.76,36.58,12319200,36.58
"2010-10-18",36.55,37.66,36.04,37.27,6528700,37.27
"2010-10-19",37.23,37.59,36.82,37.36,4259000,37.36
"2010-10-20",37.23,37.74,36.73,36.86,3068000,36.86
"2010-10-21",36.73,37.3,36.2,36.27,3491200,36.27
"2010-10-22",36.36,36.53,35.54,36,4898700,36
"2010-10-25",36.36,36.8,36.14,36.44,3567300,36.44
"2010-10-26",35.55,37.34,35.5,36.94,6301700,36.94
"2010-10-27",36.82,37.6,36.62,37.55,3231700,37.55
"2010-10-28",37.77,38.34,37.5,37.59,3291500,37.59
"2010-10-29",37.58,37.78,37.35,37.48,3897200,37.48
"2010-11-01",37.5,39.1,37.49,38.24,5211200,38.24
"2010-11-02",38.45,39.02,37.79,38.79,4294500,38.79
"2010-11-03",38.81,39.25,37.75,38.47,3923700,38.47
"2010-11-04",37.96,38,34.82,35.38,12381900,35.38
"2010-11-05",35.36,37,35.26,35.73,5529400,35.73
"2010-11-08",35.96,36.9,35.89,36.77,3067400,36.77
"2010-11-09",36.9,37.38,36.61,36.84,1949600,36.84
"2010-11-10",36.88,37.12,36.45,36.63,1834100,36.63
"2010-11-11",36.3,36.95,36.05,36.63,1945600,36.63
"2010-11-12",36.44,36.8,35.55,35.85,1994400,35.85
"2010-11-15",36.06,36.4,35.4,35.97,1602900,35.97
"2010-11-16",35.72,36.33,35.51,35.71,1905000,35.71
"2010-11-17",35.73,36.23,35.57,35.64,3064900,35.64
"2010-11-18",36.14,36.15,35.37,35.48,2600900,35.48
"2010-11-19",35.43,35.56,34.99,35.36,1924500,35.36
"2010-11-22",35.09,35.4,34.8,35.36,1575100,35.36
"2010-11-23",34.89,35,34.2,34.37,2364200,34.37
"2010-11-24",34.64,34.88,34.41,34.46,1828500,34.46
"2010-11-26",34.24,34.46,34.07,34.46,603400,34.46
"2010-11-29",34.28,34.5,33.8,34.3,1784400,34.3
"2010-11-30",34.09,34.18,33.75,34,4635800,34
"2010-12-01",34.24,34.83,34.1,34.45,2621600,34.45
"2010-12-02",34.45,35.54,34.35,35.35,2673400,35.35
"2010-12-03",35.34,37.48,35.18,36.38,3812100,36.38
"2010-12-06",36.34,36.78,36.08,36.5,1957100,36.5
"2010-12-07",36.83,37.05,36.49,36.97,2875200,36.97
"2010-12-08",37.04,38.43,37.04,38.05,3959100,38.05
"2010-12-09",38.09,38.26,36.55,36.93,3207900,36.93
"2010-12-10",37.07,38.98,36.82,37.95,5836000,37.95
"2010-12-13",38.2,39.58,38.14,38.65,4549700,38.65
"2010-12-14",38.65,38.84,37.81,37.86,2259500,37.86
"2010-12-15",37.99,38.56,37.7,37.95,2279500,37.95
"2010-12-16",38.01,38.6,37.87,38.4,2250100,38.4
"2010-12-17",38.44,38.68,38.24,38.48,3035700,38.48
"2010-12-20",38.75,39.2,38.62,38.8,2071600,38.8
"2010-12-21",38.95,39.12,38.31,38.52,1410000,38.52
"2010-12-22",38.6,39.18,38.45,38.96,1584100,38.96
"2010-12-23",38.83,39.18,38.67,39.11,983600,39.11
"2010-12-27",39,39,38.41,38.59,827800,38.59
"2010-12-28",38.53,38.74,38.27,38.38,893200,38.38
"2010-12-29",38.5,40.21,38.49,39.49,2640000,39.49
"2010-12-30",39.65,39.93,39.22,39.7,1108900,39.7
"2010-12-31",39.97,39.97,38.77,39.49,1609300,39.49
"2011-01-03",39.87,40.47,39.79,39.98,1533000,39.98
"2011-01-04",39.72,39.98,38.63,39.15,2296400,39.15
"2011-01-05",38.96,39.92,38.93,39.82,2414100,39.82
"2011-01-06",39.9,39.91,39.41,39.47,2443500,39.47
"2011-01-07",39.57,39.6,37.87,37.98,3764900,37.98
"2011-01-10",34.8,36.35,34.43,35.94,13264900,35.94
"2011-01-11",39.07,41.25,38.06,40.74,13333200,40.74
"2011-01-12",41.02,41.96,39.5,41.86,5410200,41.86
"2011-01-13",41.87,42.39,41.6,42.39,3450500,42.39
"2011-01-14",42.35,42.9,42.24,42.31,2850200,42.31
"2011-01-18",42.2,43.75,42.17,43.3,3832300,43.3
"2011-01-19",43.1,43.27,42.05,42.17,2978500,42.17
"2011-01-20",42.44,43.67,42.22,43.23,3259600,43.23
"2011-01-21",43.26,43.31,42.09,42.35,3391800,42.35
"2011-01-24",42.4,42.44,41.56,41.87,3095700,41.87
"2011-01-25",41.81,42.33,41.58,41.72,2084500,41.72
"2011-01-26",42.24,42.4,41.84,42.07,2821200,42.07
"2011-01-27",42.18,42.56,41.8,42.29,1637600,42.29
"2011-01-28",42.34,42.49,40.94,41.02,3068900,41.02
"2011-01-31",41.03,41.64,40.67,41.27,2350500,41.27
"2011-02-01",41.45,42.5,40.9,42.16,1874700,42.16
"2011-02-02",42.08,42.65,42.01,42.27,1294400,42.27
"2011-02-03",42.22,42.59,42.09,42.4,1004900,42.4
"2011-02-04",42.32,42.48,41.82,42.14,1187600,42.14
"2011-02-07",42.16,43.5,42.1,42.5,1426700,42.5
"2011-02-08",42.31,42.77,41.75,42.65,1597700,42.65
"2011-02-09",42.49,42.66,42.03,42.31,898300,42.31
"2011-02-10",42.15,43.19,42.04,42.74,1374800,42.74
"2011-02-11",42.9,43.04,42.04,42.99,1284300,42.99
"2011-02-14",43.49,43.49,42.83,43.07,968200,43.07
"2011-02-15",43.08,43.36,42.87,43.18,858500,43.18
"2011-02-16",43.18,43.79,43.05,43.46,1077500,43.46
"2011-02-17",43.56,44.21,43.47,43.64,817000,43.64
"2011-02-18",43.72,46.42,43.62,45.82,4538800,45.82
"2011-02-22",45.75,46.4,44.81,45.73,1847800,45.73
"2011-02-23",45.79,45.9,44.52,44.56,2261500,44.56
"2011-02-24",44.41,45.24,44.3,45.16,2006900,45.16
"2011-02-25",45.22,45.8,45.15,45.77,1057700,45.77
"2011-02-28",45.8,45.87,44.74,45.26,2192100,45.26
"2011-03-01",45.46,45.56,44.26,44.3,1914900,44.3
"2011-03-02",44.26,45.03,44.14,44.79,1098500,44.79
"2011-03-03",45.05,45.41,44.57,45.26,1774700,45.26
"2011-03-04",45.14,45.44,44.09,44.29,1069300,44.29
"2011-03-07",45.15,45.67,43.71,44.07,1753800,44.07
"2011-03-08",44.07,44.15,42.93,43.21,1875500,43.21
"2011-03-09",43.33,43.36,42.95,43.11,1254500,43.11
"2011-03-10",42.81,42.81,41.74,42.06,1704300,42.06
"2011-03-11",41.85,42.49,41.85,42.29,872700,42.29
"2011-03-14",42.01,42.79,41.6,41.76,784100,41.76
"2011-03-15",40.56,41.27,40.53,41.21,1054000,41.21
"2011-03-16",40.71,41.05,40.28,40.37,1373600,40.37
"2011-03-17",40.82,41.9,40.33,40.4,1229700,40.4
"2011-03-18",40.64,40.91,40.15,40.32,2370900,40.32
"2011-03-21",40.45,41.61,40.45,41.14,1236900,41.14
"2011-03-22",41.13,42.57,40.9,42.38,1842400,42.38
"2011-03-23",42.15,42.42,41.8,42.32,1043900,42.32
"2011-03-24",42.45,43.55,42.43,43.36,1605700,43.36
"2011-03-25",43.56,44.21,43.39,43.51,2615300,43.51
"2011-03-28",43.87,43.88,42.2,42.35,2399600,42.35
"2011-03-29",38.08,40.63,38,40.55,9552200,40.55
"2011-03-30",40.94,41.6,40.17,41.4,3016600,41.4
"2011-03-31",41.11,41.74,40.61,41.71,2974600,41.71
"2011-04-01",42.43,42.43,41.23,41.41,2237300,41.41
"2011-04-04",41.39,41.5,40.31,40.79,2441100,40.79
"2011-04-05",40.51,41.19,40.51,40.93,1734600,40.93
"2011-04-06",41.18,41.95,41.14,41.54,2548200,41.54
"2011-04-07",41.45,42.53,41.45,42.43,1788500,42.43
"2011-04-08",42.55,42.72,41.99,42.11,1551300,42.11
"2011-04-11",42.79,43.35,41.93,42.01,1890700,42.01
"2011-04-12",41.76,42.07,41.1,41.11,1833300,41.11
"2011-04-13",41.21,41.4,39.83,39.88,2900400,39.88
"2011-04-14",39.79,40.25,39.73,39.96,1243800,39.96
"2011-04-15",39.97,40.39,39.8,40.1,1320000,40.1
"2011-04-18",39.39,40.21,39.37,40.04,1650100,40.04
"2011-04-19",40.1,40.1,39.15,39.43,1765100,39.43
"2011-04-20",39.81,39.9,38.45,38.68,2455200,38.68
"2011-04-21",39.04,39.91,38.65,39.8,2211000,39.8
"2011-04-25",40.38,40.38,39.8,39.94,1351500,39.94
"2011-04-26",39.99,40.42,39.95,40.28,1100000,40.28
"2011-04-27",40.39,40.7,39.99,40.59,1317000,40.59
"2011-04-28",40.66,40.89,40,40.28,1274900,40.28
"2011-04-29",40.18,40.56,39.99,40.03,1853600,40.03
"2011-05-02",40.13,41.13,39.98,40.76,1582400,40.76
"2011-05-03",40.83,41,40.18,40.59,1455900,40.59
"2011-05-04",40.76,40.87,40.14,40.2,1312000,40.2
"2011-05-05",40.11,40.41,40,40.16,1700000,40.16
"2011-05-06",40.42,40.57,39.99,40.01,1825400,40.01
"2011-05-09",40.16,40.79,40.15,40.56,1434500,40.56
"2011-05-10",40.7,41.83,40.56,41.61,1375200,41.61
"2011-05-11",41.54,42.12,41.1,41.86,1400000,41.86
"2011-05-12",41.68,42.91,41.38,42.79,1700000,42.79
"2011-05-13",42.91,43.11,42.4,42.59,1319900,42.59
"2011-05-16",42.42,42.57,41.63,41.71,1668300,41.71
"2011-05-17",41.67,41.91,41.15,41.38,1236300,41.38
"2011-05-18",41.34,41.37,41.05,41.26,1202500,41.26
"2011-05-19",41.33,41.44,40.85,41.29,943100,41.29
"2011-05-20",41.12,41.47,40.65,40.97,1526200,40.97
"2011-05-23",40.57,40.71,40,40.03,1100000,40.03
"2011-05-24",40.15,41.45,40.08,40.97,1734500,40.97
"2011-05-25",39.92,41.2,39.91,39.92,1255400,39.92
"2011-05-26",39.79,40.05,39.53,39.84,1585400,39.84
"2011-05-27",39.77,40.34,39.77,40.22,797900,40.22
"2011-05-31",40.68,41.11,40.21,41.11,2692700,41.11
"2011-06-01",40.92,42.75,40.6,42.19,4943300,42.19
"2011-06-02",47.21,48.19,45.87,46.9,14875900,46.9
"2011-06-03",46.6,46.87,45.91,46.04,4676300,46.04
"2011-06-06",45.81,46,44.47,44.71,3212100,44.71
"2011-06-07",44.58,45.87,44.52,44.57,2574600,44.57
"2011-06-08",44.83,44.98,44.06,44.21,1903100,44.21
"2011-06-09",44.4,45.55,44.25,44.48,3232900,44.48
"2011-06-10",44.26,44.47,43.56,43.59,1819200,43.59
"2011-06-13",43.35,44.28,43.1,43.35,1448800,43.35
"2011-06-14",43.71,44.39,43.68,44.09,1349500,44.09
"2011-06-15",43.69,44.16,42.67,42.72,1706100,42.72
"2011-06-16",42.84,42.9,42.16,42.36,1300200,42.36
"2011-06-17",43.03,43.05,41.66,41.67,2310000,41.67
"2011-06-20",41.75,42.44,41.58,42.07,1234900,42.07
"2011-06-21",42.15,42.87,42.09,42.45,1117600,42.45
"2011-06-22",42.41,43.16,42.22,42.59,1589000,42.59
"2011-06-23",42.17,42.54,41.67,42.46,1061700,42.46
"2011-06-24",42.45,42.69,41.91,41.94,1146000,41.94
"2011-06-27",41.86,41.93,41.32,41.88,1392400,41.88
"2011-06-28",42.03,43.18,41.89,43.05,1273400,43.05
"2011-06-29",43.06,43.61,42.66,43.02,1681100,43.02
"2011-06-30",43.14,44.01,42.92,43.68,3043300,43.68
"2011-07-01",45.98,47.72,45.62,46.46,6404300,46.46
"2011-07-05",46.47,47.41,45.99,47.03,2673100,47.03
"2011-07-06",47.1,47.63,46.68,47.47,2455200,47.47
"2011-07-07",48.02,49.15,47.75,48.89,3592600,48.89
"2011-07-08",48.37,49.04,47.83,48.88,2023200,48.88
"2011-07-11",48.3,48.54,47.45,47.77,1494100,47.77
"2011-07-12",47.91,49.77,47.91,49.71,3374900,49.71
"2011-07-13",49.71,50.49,49.59,49.82,3318600,49.82
"2011-07-14",49.85,50.03,48.95,49.14,1383400,49.14
"2011-07-15",49.43,49.73,49.01,49.62,2187200,49.62
"2011-07-18",49.28,50,49.09,49.31,2042000,49.31
"2011-07-19",49.72,50.33,49.53,50.3,3545100,50.3
"2011-07-20",50.33,50.86,50.05,50.47,1340100,50.47
"2011-07-21",49.88,51.49,49,51.29,2713700,51.29
"2011-07-22",51.34,51.96,50.99,51.93,1188200,51.93
"2011-07-25",51.51,52.15,51.13,52.1,1366200,52.1
"2011-07-26",52,54.23,51.46,53.86,5072100,53.86
"2011-07-27",53.29,53.45,52.12,52.52,2216900,52.52
"2011-07-28",51.8,52.08,50.72,50.84,2186900,50.84
"2011-07-29",50.55,51.05,49.95,50.83,2443900,50.83
"2011-08-01",52.16,52.31,49.93,50.93,2052000,50.93
"2011-08-02",50.56,51.05,49.96,50.02,1598300,50.02
"2011-08-03",49.36,50.21,49,50.03,2009800,50.03
"2011-08-04",49.41,50.59,47.85,47.87,2838600,47.87
"2011-08-05",48.55,48.7,45.25,46.11,4364400,46.11
"2011-08-08",45.19,45.85,43.47,43.48,3856300,43.48
"2011-08-09",43.95,45.1,42.6,45.05,3793800,45.05
"2011-08-10",43.53,44.94,43.32,43.41,2976600,43.41
"2011-08-11",43.84,45.33,43.32,44.82,2314500,44.82
"2011-08-12",43.87,45.32,43.01,44.94,2895900,44.94
"2011-08-15",45.03,45.92,44.89,45.85,1812200,45.85
"2011-08-16",45.36,47.91,44.84,46.99,3365100,46.99
"2011-08-17",47,48.19,46.44,46.78,1865100,46.78
"2011-08-18",45.38,46.21,44.99,45.31,2330000,45.31
"2011-08-19",44.79,45.8,44.68,44.93,2007500,44.93
"2011-08-22",45.74,45.8,44.82,44.92,1687300,44.92
"2011-08-23",44.93,45.44,43.92,45.43,2567900,45.43
"2011-08-24",45.37,46.38,45.05,46.27,1552400,46.27
"2011-08-25",46.43,46.73,44.32,44.43,1200600,44.43
"2011-08-26",44.36,45.24,43.52,44.86,1357600,44.86
"2011-08-29",45.23,46.04,45.22,46.02,1282100,46.02
"2011-08-30",45.82,47.38,45.82,47.04,1529600,47.04
"2011-08-31",47.11,47.58,46.29,46.83,1963700,46.83
"2011-09-01",47,47.3,45.71,46.07,1540000,46.07
"2011-09-02",45.17,45.29,44.05,44.55,1856600,44.55
"2011-09-06",43.57,45.38,43.5,45.12,1601000,45.12
"2011-09-07",45.49,46.6,45.17,46.42,1630000,46.42
"2011-09-08",46.19,47.18,45.64,46.25,1278800,46.25
"2011-09-09",45.82,46.39,45.38,45.62,1099900,45.62
"2011-09-12",45.03,45.7,44.33,45.34,1390400,45.34
"2011-09-13",45.5,45.76,44.78,45.13,1266800,45.13
"2011-09-14",45.31,46.82,45.31,46.1,1303300,46.1
"2011-09-15",46.55,47.53,46.42,47.45,1237500,47.45
"2011-09-16",47.57,47.78,47,47.26,1895000,47.26
"2011-09-19",46.52,46.85,45.03,45.63,1353100,45.63
"2011-09-20",45.9,46.46,44.83,45.18,1376700,45.18
"2011-09-21",45.12,45.23,43.41,43.46,1379000,43.46
"2011-09-22",42.28,42.65,39.54,40.42,3407800,40.42
"2011-09-23",40.38,41.77,40.23,41.35,1554900,41.35
"2011-09-26",41.67,42.29,40.05,42.18,1388900,42.18
"2011-09-27",42.83,43.18,41.94,42.34,971800,42.34
"2011-09-28",42.6,42.82,41.71,41.95,1090900,41.95
"2011-09-29",42.58,43.27,39.45,40.96,2445000,40.96
"2011-09-30",40.37,41.36,39.61,39.61,1147500,39.61
"2011-10-03",39.25,39.97,37.9,38.38,1649500,38.38
"2011-10-04",37.8,39.06,37.08,38.91,1919300,38.91
"2011-10-05",40.26,42.89,40.08,42.22,2711500,42.22
"2011-10-06",42.09,43.24,41.38,43.06,1337000,43.06
"2011-10-07",43.19,43.34,42.1,42.72,1121700,42.72
"2011-10-10",43.18,44.02,42.22,42.69,1268600,42.69
"2011-10-11",42.77,43.69,42.37,43.53,1125300,43.53
"2011-10-12",44.15,44.49,43.24,44.11,1626100,44.11
"2011-10-13",44.08,44.11,42.66,43.09,1061600,43.09
"2011-10-14",43.46,44.45,43.26,43.94,983600,43.94
"2011-10-17",43.88,44.19,41.85,42.18,1524000,42.18
"2011-10-18",42.33,43.82,41.51,43.33,2243800,43.33
"2011-10-19",46.56,48.85,46.15,46.74,7325600,46.74
"2011-10-20",46.89,48.25,46.11,46.18,3293400,46.18
"2011-10-21",46.85,48.04,46.77,47.64,2160800,47.64
"2011-10-24",47.76,48.5,47.61,48.24,2462000,48.24
"2011-10-25",47.61,48.79,47.3,47.46,2333000,47.46
"2011-10-26",47.09,47.86,45.75,47.59,2198100,47.59
"2011-10-27",48.15,50.02,48.15,49.71,2481600,49.71
"2011-10-28",49.48,49.6,47.76,48.16,2154800,48.16
"2011-10-31",47.67,48.68,47.19,47.35,2259000,47.35
"2011-11-01",46.8,47.14,45.6,45.92,1660000,45.92
"2011-11-02",45.44,45.92,44.54,45.36,4299100,45.36
"2011-11-03",45.7,47.45,45.64,47.31,2167000,47.31
"2011-11-04",47.04,47.5,46.09,47.24,1705800,47.24
"2011-11-07",47.31,47.68,46.91,47.41,933900,47.41
"2011-11-08",47.47,48.13,46.66,47.67,1142300,47.67
"2011-11-09",46.83,47.17,45.68,46.14,1540600,46.14
"2011-11-10",46.7,47.74,46.17,46.53,1254200,46.53
"2011-11-11",46.96,47.55,46.87,47.29,910700,47.29
"2011-11-14",47,47.43,46.3,46.53,850800,46.53
"2011-11-15",46.47,47.14,46,46.85,797700,46.85
"2011-11-16",46.29,47.05,45.97,46.09,1085600,46.09
"2011-11-17",45.96,46.17,44.99,45.24,1139100,45.24
"2011-11-18",45.16,45.57,44.79,44.98,1844000,44.98
"2011-11-21",44.64,45.16,44.31,44.82,2112500,44.82
"2011-11-22",44.65,45.09,44.38,44.89,1857700,44.89
"2011-11-23",44.49,45.34,44.49,44.96,1603400,44.96
"2011-11-25",44.63,45.28,44.63,44.75,846800,44.75
"2011-11-28",45.55,46.32,45.43,45.82,1420900,45.82
"2011-11-29",46.23,47.62,45.9,47.12,1921400,47.12
"2011-11-30",48.16,48.67,47.81,48.48,2002700,48.48
"2011-12-01",48.12,49.25,47.54,48.87,1255400,48.87
"2011-12-02",49.2,50.22,49.12,49.89,2147500,49.89
"2011-12-05",50.45,50.58,49.15,49.51,2408100,49.51
"2011-12-06",49.6,50.35,49.6,50.14,975900,50.14
"2011-12-07",49.77,50.21,49.45,49.45,1739400,49.45
"2011-12-08",49.41,50.12,48.97,49.09,1405500,49.09
"2011-12-09",49.28,50.44,49.22,50.36,1137500,50.36
"2011-12-12",50.21,50.4,49.7,50.24,1259400,50.24
"2011-12-13",50.92,51.32,49.74,50.04,1838000,50.04
"2011-12-14",49.76,50.14,49.33,49.43,1858600,49.43
"2011-12-15",49.94,50.44,49.91,49.94,1265400,49.94
"2011-12-16",50.14,50.41,49.93,50.15,2991300,50.15
"2011-12-19",50.3,51.16,49.84,50.31,1393900,50.31
"2011-12-20",50.89,51.92,50.77,51.86,1778400,51.86
"2011-12-21",51.81,52.24,51.46,52.15,1838600,52.15
"2011-12-22",52.06,53.02,51.97,52.62,1090000,52.62
"2011-12-23",52.83,53.81,52.56,53.76,1093400,53.76
"2011-12-27",53.7,54.58,53.26,54.53,859700,54.53
"2011-12-28",54.41,54.5,53.2,53.26,1257400,53.26
"2011-12-29",53.33,54.33,53.22,54.08,1741000,54.08
"2011-12-30",54,54.27,53.83,53.87,1485300,53.87
"2012-01-03",54.48,54.48,52.91,53.13,2746200,53.13
"2012-01-04",53.07,54.19,52.43,54.11,2585100,54.11
"2012-01-05",54.06,54.73,53.01,53.72,2737400,53.72
"2012-01-06",55.43,57.09,55.02,56.64,5646700,56.64
"2012-01-09",56.58,56.93,55.69,56.8,2063800,56.8
"2012-01-10",57.42,57.51,56.27,56.92,2396900,56.92
"2012-01-11",56.69,57.32,56.69,57.23,1405200,57.23
"2012-01-12",57.22,57.32,56.87,57.21,1515200,57.21
"2012-01-13",56.91,57.5,56.79,57.19,2082100,57.19
"2012-01-17",57.6,58.29,57.5,57.7,1251600,57.7
"2012-01-18",57.44,57.46,52.8,54.03,12308200,54.03
"2012-01-19",54.49,56.1,52.72,53.5,6474300,53.5
"2012-01-20",53.47,54.69,53.34,54.61,2001800,54.61
"2012-01-23",54.37,55.17,53.41,54.77,1463500,54.77
"2012-01-24",54.34,55.72,54.34,55.59,1344100,55.59
"2012-01-25",55.45,56.02,55.29,55.97,1149400,55.97
"2012-01-26",56.29,56.29,54.1,54.34,1468900,54.34
"2012-01-27",53.69,54.68,53.31,54.46,1478600,54.46
"2012-01-30",53,53.43,52.43,53.19,1764700,53.19
"2012-01-31",53.64,53.83,52.06,52.41,1749000,52.41
"2012-02-01",52.68,53.35,52.55,53,2483900,53
"2012-02-02",52.98,53,52.11,52.16,993600,52.16
"2012-02-03",52.84,52.9,52.25,52.41,1510900,52.41
"2012-02-06",52.41,52.64,51.64,52.53,1285600,52.53
"2012-02-07",52.48,53.48,52.48,52.9,1031500,52.9
"2012-02-08",52.61,53.19,52.22,52.9,939600,52.9
"2012-02-09",52.92,54.07,52.8,54.07,1560800,54.07
"2012-02-10",53.67,54.05,53.65,54.05,1337200,54.05
"2012-02-13",54.31,54.38,53.85,54.03,727400,54.03
"2012-02-14",53.78,53.99,53.37,53.59,757600,53.59
"2012-02-15",53.77,53.84,52.97,53.01,570000,53.01
"2012-02-16",53.85,53.85,52.01,52.19,1164200,52.19
"2012-02-17",52.27,53.06,52.22,52.75,1014100,52.75
"2012-02-21",52.69,52.97,51.7,51.86,637500,51.86
"2012-02-22",52.05,52.58,51.27,52.13,1371000,52.13
"2012-02-23",51.87,52.34,51.39,52.23,651900,52.23
"2012-02-24",52.26,52.8,51.91,52.14,492200,52.14
"2012-02-27",51.78,52.05,51.4,51.4,1534600,51.4
"2012-02-28",43.99,46.18,43,43.04,15475100,43.04
"2012-02-29",43.08,44.39,42.29,42.64,6046700,42.64
"2012-03-01",42.9,43.27,42.12,42.35,4372800,42.35
"2012-03-02",42.27,42.54,41.78,41.86,2406500,41.86
"2012-03-05",42,42.61,41.89,42.43,2851600,42.43
"2012-03-06",42.04,42.4,41.75,42.03,2300100,42.03
"2012-03-07",42.03,42.73,41.93,42.51,2021900,42.51
"2012-03-08",42.49,42.86,42.2,42.52,1644300,42.52
"2012-03-09",42.67,43.04,42.46,42.52,1296700,42.52
"2012-03-12",42.57,42.57,41.78,41.97,1172600,41.97
"2012-03-13",42.2,42.48,41.87,42.41,2749100,42.41
"2012-03-14",42.39,42.8,41.77,42.03,1753900,42.03
"2012-03-15",42.02,42.59,42.02,42.59,1329200,42.59
"2012-03-16",42.51,43.08,42.28,42.59,2349100,42.59
"2012-03-19",42.06,43.33,42.01,43.26,1939100,43.26
"2012-03-20",43.05,43.56,43.01,43.2,1788600,43.2
"2012-03-21",43.39,43.54,42.65,43.23,2120700,43.23
"2012-03-22",42.96,43.17,42.62,42.99,1603600,42.99
"2012-03-23",43.25,43.25,42.19,42.41,1552000,42.41
"2012-03-26",42.72,43.8,42.41,43.2,2838300,43.2
"2012-03-27",40.22,40.45,39.24,39.54,11190700,39.54
"2012-03-28",39.54,39.79,38.38,38.54,4208900,38.54
