"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"2012-04-23",171.55,171.72,169.8,171.26,436400,171.05
"2012-04-24",171.75,173.25,170.92,172.48,643800,172.27
"2012-04-25",173.29,175.25,173.29,174.8,561200,174.59
"2012-04-26",174,176.2,173.04,175.52,677600,175.31
"2012-04-27",176.06,177.99,175.56,177.43,514200,177.22
"2012-04-30",176.82,176.99,174.6,176.37,549200,176.16
"2012-05-01",176.55,178.34,174.6,176.88,647900,176.67
"2012-05-02",175.7,178.98,175.1,178.92,512800,178.7
"2012-05-03",178.92,179,176.49,176.97,400800,176.76
"2012-05-04",175.83,176.11,172.68,173.08,536600,172.87
"2012-05-07",172.41,173.69,170.73,172.39,593800,172.18
"2012-05-08",171.67,172.7,170.25,172.32,576000,172.11
"2012-05-09",170.36,172.12,167.85,169.24,773000,169.03
"2012-05-10",170.96,171.11,168.21,168.89,600300,168.69
"2012-05-11",168.21,171.3,168.16,169.48,453500,169.27
"2012-05-14",167.68,170.09,166.06,168.9,539300,168.7
"2012-05-15",168.99,169.09,166.35,166.76,489000,166.56
"2012-05-16",167.79,168.19,165.56,165.66,700700,165.46
"2012-05-17",166.13,171.29,165.18,166.54,1402000,166.34
"2012-05-18",168.54,170.89,166.88,167.48,1389400,167.28
"2012-05-21",168.42,172.07,168.42,171.91,931100,171.7
"2012-05-22",172.31,172.93,169.5,170.08,882300,169.87
"2012-05-23",169.01,169.68,165.7,169.06,1145000,168.86
"2012-05-24",170.11,170.11,165.75,168.27,646500,168.07
"2012-05-25",167.99,168.91,165.37,165.7,728800,165.5
"2012-05-29",167.66,168.2,165.71,167.49,599000,167.29
"2012-05-30",166,167.25,165.2,166.62,535000,166.42
"2012-05-31",165.55,167.86,164.5,166.21,922600,166.01
"2012-06-01",163.11,164.25,161.56,161.61,660500,161.41
"2012-06-04",162.01,163.96,158.36,159.56,1174500,159.37
"2012-06-05",158.99,159.38,156.84,158.42,1047700,158.23
"2012-06-06",159.85,161.74,158.84,161.65,705000,161.48
"2012-06-07",163.62,165.16,161.65,164.08,657900,163.91
"2012-06-08",163.3,164.51,161.76,163.98,581300,163.81
"2012-06-11",165.39,165.75,163.43,163.65,638500,163.48
"2012-06-12",163.99,167.63,163.82,167.58,774600,167.41
"2012-06-13",166.85,167.67,164.35,165.37,591000,165.2
"2012-06-14",165.84,167.69,164.6,166.71,510000,166.54
"2012-06-15",167.75,168.38,166.36,166.96,593900,166.79
"2012-06-18",166.49,169.85,165.95,169.09,460500,168.92
"2012-06-19",170,172.35,169.43,169.67,562000,169.5
"2012-06-20",169.86,169.86,166.48,167.6,416600,167.43
"2012-06-21",168.31,168.88,164.87,165.08,383000,164.91
"2012-06-22",165.54,165.98,163.37,164.97,737400,164.8
"2012-06-25",162.42,164.58,162,163.92,1048700,163.75
"2012-06-26",164.17,165.9,162.64,162.64,728400,162.47
"2012-06-27",164.3,164.3,162.05,162.74,586200,162.57
"2012-06-28",161.85,161.94,159.92,161.58,604800,161.41
"2012-06-29",164.02,166,164.02,164.49,954100,164.32
"2012-07-02",164.84,167.48,163.49,165.84,932800,165.67
"2012-07-03",166.07,167.55,165.94,167.51,383600,167.34
"2012-07-05",164.42,167.27,164.42,165.65,335200,165.48
"2012-07-06",163.09,164.47,162,163.3,299400,163.13
"2012-07-09",162.85,163.52,161.03,162.8,586000,162.63
"2012-07-10",162.51,165.93,162.02,163.19,789200,163.02
"2012-07-11",163.2,163.24,158.7,159.44,933900,159.28
"2012-07-12",158.37,159.51,155.92,158.82,884600,158.66
"2012-07-13",159,163.09,158.95,162.92,462700,162.75
"2012-07-16",161.93,162.98,160.37,162.74,377100,162.57
"2012-07-17",162.82,164.99,161.79,164.24,637600,164.07
"2012-07-18",163.56,167.84,163.56,167.6,475500,167.43
"2012-07-19",167.55,168.94,165.97,168.34,474600,168.17
"2012-07-20",167.92,168.38,164.59,165.02,708000,164.85
"2012-07-23",162.76,163.01,160.94,162.18,604100,162.01
"2012-07-24",162,162.39,157.45,160.93,1073700,160.77
"2012-07-25",161.75,162.14,158.88,160.02,815700,159.86
"2012-07-26",160.99,161,155.26,156.95,1953800,156.79
"2012-07-27",159.05,159.05,156.08,158.19,1342300,158.03
"2012-07-30",157.62,158.64,155.58,156.08,819400,155.92
"2012-07-31",155.7,157.33,155.41,155.56,521200,155.4
"2012-08-01",156.56,156.56,152.16,152.21,958600,152.05
"2012-08-02",151.06,154.64,150.53,154.11,957500,153.95
"2012-08-03",155.72,157.04,155.05,156.25,616600,156.09
"2012-08-06",156.91,157.35,155.65,156.56,425000,156.4
"2012-08-07",157.49,159.71,156.7,159.57,769500,159.41
"2012-08-08",158.96,159.8,157.76,159.43,660300,159.27
"2012-08-09",158.48,161.64,158.48,161.47,800300,161.3
"2012-08-10",160.72,162.45,159.32,161.61,640200,161.44
"2012-08-13",160.96,162.17,158.66,160.46,534800,160.3
"2012-08-14",161.38,161.69,159.35,159.87,417400,159.71
"2012-08-15",159.68,160.77,158.92,160.19,283200,160.03
"2012-08-16",160.35,162.07,158.79,161.91,462300,161.74
"2012-08-17",162.4,164.84,161.43,164.74,762400,164.57
"2012-08-20",164.13,165.14,163.68,164.75,685200,164.58
"2012-08-21",165.08,165.96,163.82,164.65,495900,164.48
"2012-08-22",164.07,164.66,163.15,163.5,502300,163.33
"2012-08-23",162.85,163.44,160.91,161.66,564800,161.49
"2012-08-24",161.5,165,161.42,164.85,619400,164.68
"2012-08-27",165,165.64,163.27,163.42,528300,163.25
"2012-08-28",163.41,164.12,162.69,163.19,460500,163.02
"2012-08-29",163.11,163.86,162.05,163.36,527300,163.19
"2012-08-30",162.25,162.48,160.69,161.26,394900,161.1
"2012-08-31",162.17,163.9,160.22,161.08,507400,160.92
"2012-09-04",160.79,161.56,158.02,160.45,716000,160.29
"2012-09-05",160.39,160.9,158.2,158.4,587100,158.27
"2012-09-06",159.78,163.83,159.49,163.82,595600,163.68
"2012-09-07",163.84,164.16,162.09,162.72,447900,162.58
"2012-09-10",161.88,162.66,158.89,159.09,492700,158.96
"2012-09-11",159.2,159.43,158.31,159.39,483900,159.26
"2012-09-12",159.76,160.63,158.12,158.72,604600,158.59
"2012-09-13",157.83,161.48,157.6,160.75,771000,160.62
"2012-09-14",161.65,164.69,160.48,161.39,1125600,161.26
"2012-09-17",161.16,161.73,157.87,158.39,769500,158.26
"2012-09-18",158.39,159.38,157.91,159.35,706600,159.22
"2012-09-19",159.32,159.95,158.72,159.47,642700,159.34
"2012-09-20",158.78,161.52,157.51,161.2,1036900,161.07
"2012-09-21",161.89,164.65,161.23,163.41,1325700,163.27
"2012-09-24",159.97,161.99,159.84,161.3,737900,161.17
"2012-09-25",161.51,162.01,160.29,160.91,964200,160.78
"2012-09-26",160.75,162.17,159.93,161.06,811900,160.93
"2012-09-27",162.39,162.84,160.38,162.75,495900,162.61
"2012-09-28",162.01,164.34,161.1,163.34,1106400,163.2
"2012-10-01",163.48,165.34,162.86,164.96,723900,164.82
"2012-10-02",165.16,165.69,162.42,163.08,576900,162.94
"2012-10-03",163.66,164.06,162.41,163.02,450500,162.88
"2012-10-04",163.77,164.93,162.74,163.8,448600,163.66
"2012-10-05",164.81,165.64,162.88,163.56,626600,163.42
"2012-10-08",163.26,164.2,162.8,163.62,509400,163.48
"2012-10-09",163.56,165,161.8,162.2,580800,162.06
"2012-10-10",162.24,162.44,160.78,161.11,726900,160.98
"2012-10-11",163.46,164.31,162.13,162.96,604900,162.82
"2012-10-12",163.32,164.33,161.81,162.41,476400,162.27
"2012-10-15",162.58,166.88,162.46,166.49,868700,166.35
"2012-10-16",167.58,167.95,166.11,167.77,399700,167.63
"2012-10-17",168.18,168.48,166.89,167.75,505300,167.61
"2012-10-18",167.22,168.83,166.38,168.62,312800,168.48
"2012-10-19",167.66,168.34,165.06,165.68,532700,165.54
"2012-10-22",164.61,166.58,164.03,165.11,348900,164.97
"2012-10-23",163.62,163.81,161.57,161.71,492700,161.57
"2012-10-24",162.54,163.5,161.36,161.93,430200,161.79
"2012-10-25",163.45,171.5,161,167.18,1491100,167.04
"2012-10-26",167.58,171.12,166.09,170.19,1012900,170.05
"2012-10-31",170.34,173.93,168.03,173.07,921100,172.93
"2012-11-01",173,175.66,170.92,173.81,899400,173.66
"2012-11-02",175,175.28,172.85,172.94,605200,172.8
"2012-11-05",173.55,175.62,171.34,175.38,575400,175.23
"2012-11-06",175.5,178.32,175.2,177.7,872900,177.55
"2012-11-07",176.85,176.85,172.07,173.37,493300,173.23
"2012-11-08",173.39,174.41,170.2,170.21,772600,170.07
"2012-11-09",169.59,173.16,169.32,171.33,761400,171.19
"2012-11-12",178.11,182.4,178.11,179.69,2179100,179.54
"2012-11-13",178,179.97,176.73,177.55,882900,177.4
"2012-11-14",178.02,178.66,172.84,173.3,754700,173.16
"2012-11-15",173.64,175.55,171,174.28,910100,174.13
"2012-11-16",174.38,175.77,172.96,174.05,733900,173.9
"2012-11-19",176.06,176.59,174.2,176.53,649600,176.38
"2012-11-20",175.8,176.89,175.37,176.76,660300,176.61
"2012-11-21",176.58,178.81,176.58,176.92,477700,176.77
"2012-11-23",177.71,179.35,177.21,179.34,323700,179.19
"2012-11-26",178,179.19,177.59,178.45,369500,178.3
"2012-11-27",178.27,180.37,178.02,179.05,644700,178.9
"2012-11-28",178.32,181.52,177.74,181.48,595500,181.33
"2012-11-29",182.04,184.36,181.53,183.11,642000,182.96
"2012-11-30",183.33,183.89,182,183.39,654000,183.24
"2012-12-03",184.6,184.81,181.52,181.75,444900,181.6
"2012-12-04",181.55,183.88,180.84,181.75,385200,181.6
"2012-12-05",182.07,184.86,180.94,184.09,542600,183.97
"2012-12-06",183.95,184.27,181.71,182.95,355300,182.83
"2012-12-07",183.63,183.7,181.97,183.55,357400,183.43
"2012-12-10",183.97,184.77,182.81,184.66,400100,184.54
"2012-12-11",184.95,186.22,183.92,184.65,478100,184.53
"2012-12-12",184.91,187.42,184.1,184.51,714200,184.39
"2012-12-13",184.28,185.37,182.5,183.04,608900,182.92
"2012-12-14",182.65,184.92,182,184.2,533100,184.08
"2012-12-17",185,186.56,183.99,186.5,717900,186.37
"2012-12-18",186.37,188.56,185.88,188.39,574800,188.26
"2012-12-19",188.19,189.45,187.49,187.56,514200,187.43
"2012-12-20",189.38,189.38,187,188.82,507600,188.69
"2012-12-21",187.25,189.18,187.01,188.16,907900,188.03
"2012-12-24",187.58,188.1,185.92,188.06,211200,187.93
"2012-12-26",188.36,188.99,187.01,187.21,242100,187.08
"2012-12-27",187.18,188.31,185.85,187.93,277200,187.8
"2012-12-28",186.94,188.06,185.69,185.8,304200,185.68
"2012-12-31",184.78,189.58,184.75,189.42,460700,189.29
"2013-01-02",190.23,193.02,189.64,192.98,724400,192.85
"2013-01-03",192.91,193.95,191.85,191.99,623600,191.86
"2013-01-04",192.83,193.23,190.95,191.52,727200,191.39
"2013-01-07",190.61,191.52,188.4,189.45,827100,189.32
"2013-01-08",189.18,189.38,183.07,186.77,1512400,186.64
"2013-01-09",187.96,189.41,187.02,188.23,475900,188.1
"2013-01-10",187.76,190.03,187.44,190.01,848900,189.88
"2013-01-11",189.35,190,187.01,187.8,808500,187.67
"2013-01-14",187.87,188.6,186.76,187.99,482300,187.86
"2013-01-15",186.98,189.35,186.4,189.14,461700,189.01
"2013-01-16",188.34,188.95,182.82,183.79,1342300,183.67
"2013-01-17",184.13,186.67,181.12,186.27,1580400,186.15
"2013-01-18",186.35,186.35,184.44,185.36,746500,185.24
"2013-01-22",186.23,186.72,184.45,186.29,1046300,186.17
"2013-01-23",185.7,187.78,185.1,186.28,842500,186.16
"2013-01-24",188.02,194.95,188.02,191.22,1477800,191.09
"2013-01-25",192.86,192.94,191.07,191.49,721800,191.36
"2013-01-28",191.43,191.43,186.76,187.2,784900,187.07
"2013-01-29",187.25,188.68,186.81,187.64,720400,187.51
"2013-01-30",187.62,187.73,184.56,184.6,767900,184.48
"2013-01-31",184,184.5,182.38,183.4,1044300,183.28
"2013-02-01",183.64,186.89,183.64,186.62,628700,186.49
"2013-02-04",185.94,186.88,184.34,184.5,665100,184.38
"2013-02-05",185.9,186.96,185.11,186.53,395000,186.4
"2013-02-06",185.74,186.98,185.63,186.86,359300,186.73
"2013-02-07",187.16,187.84,185.74,187.61,483900,187.48
"2013-02-08",187.86,191.28,187.41,191.26,691200,191.13
"2013-02-11",190.41,191.15,188.7,189.8,601200,189.67
"2013-02-12",190.12,190.29,186.45,186.84,833500,186.71
"2013-02-13",187.28,187.71,184.7,185,667100,184.88
"2013-02-14",184.26,186.23,184.11,184.64,762800,184.52
"2013-02-15",185.11,187.01,184.53,185.47,859500,185.35
"2013-02-19",186.1,187.85,184.68,185.23,812300,185.11
"2013-02-20",184.79,185.12,182.31,182.42,1115300,182.3
"2013-02-21",182.04,183.06,181.33,182.55,591500,182.43
"2013-02-22",183.32,184.93,183.25,184.5,503200,184.38
"2013-02-25",185.28,185.92,180.6,180.61,369300,180.49
"2013-02-26",181.47,183.69,181.15,183.36,611400,183.24
"2013-02-27",182.88,186.47,182.45,185.97,370000,185.85
"2013-02-28",186.19,187.87,186.19,186.59,793200,186.46
"2013-03-01",185.61,186.93,184.03,185.81,451000,185.69
"2013-03-04",185.43,187.35,184.65,187.01,683700,186.88
"2013-03-05",187.91,189.86,186.78,189.64,447800,189.51
"2013-03-06",190.69,190.7,188.88,189.32,488900,189.22
"2013-03-07",189.28,190.09,188.93,189.4,462800,189.3
"2013-03-08",190,191.39,189.55,190.59,829600,190.49
"2013-03-11",190.51,191.21,190.05,190.64,468400,190.54
"2013-03-12",190.85,190.85,188.54,189.05,400200,188.95
"2013-03-13",189.21,191.91,188.75,190.47,497700,190.37
"2013-03-14",190.86,191.89,189.68,191.61,486400,191.51
"2013-03-15",191.22,194.75,190.91,194.36,1170800,194.26
"2013-03-18",192.18,195.29,192.18,193.95,756000,193.85
"2013-03-19",194.44,194.81,191.66,193.92,681700,193.82
"2013-03-20",194.68,196,193.92,195.21,509400,195.11
"2013-03-21",194.48,195.34,192.58,192.93,432800,192.83
"2013-03-22",193.93,194.43,192.37,192.91,297400,192.81
"2013-03-25",193.33,193.98,189.08,189.62,656800,189.52
"2013-03-26",190.62,191.3,189.97,191.23,302400,191.13
"2013-03-27",190.1,190.73,188.97,189.89,274600,189.79
"2013-03-28",189.83,190.27,188.69,189.62,699900,189.52
"2013-04-01",189.21,189.35,186.66,186.77,547100,186.67
"2013-04-02",187.43,187.98,184.51,185.12,543400,185.03
"2013-04-03",185.33,187.45,184.87,185.19,529200,185.1
"2013-04-04",185.62,185.77,182.87,183.34,592600,183.25
"2013-04-05",181.42,183.27,180.06,182.92,661900,182.83
"2013-04-08",182.56,183.48,181.84,182.95,498600,182.86
"2013-04-09",184.09,185.42,183.15,185.06,607400,184.97
"2013-04-10",185.46,187.75,185.26,187.3,619900,187.2
"2013-04-11",187.7,188.53,187.12,188.18,1119700,188.08
"2013-04-12",187.6,188.97,186.8,188.93,383900,188.83
"2013-04-15",187.31,188.47,184.55,184.55,687900,184.46
"2013-04-16",186.37,189.01,186.37,188.82,658900,188.72
"2013-04-17",186.85,187.75,184.96,185.34,502000,185.24
"2013-04-18",185.49,185.61,182.41,183.08,585300,182.99
"2013-04-19",183.54,186.26,182.9,186.05,590800,185.95
"2013-04-22",186.19,187.5,184.77,185.5,366800,185.4
"2013-04-23",186.56,186.79,183.25,186.13,356300,186.03
"2013-04-24",186.74,189.14,186.51,188.86,393800,188.76
"2013-04-25",189.27,189.62,187.65,188,854800,187.9
"2013-04-26",188.06,189.09,187.38,187.47,661100,187.37
"2013-04-29",187.61,188.6,186.97,187.41,646800,187.31
"2013-04-30",187.29,191.41,187.11,191.29,984000,191.19
"2013-05-01",189.66,192.25,189.59,189.93,643400,189.83
"2013-05-02",189.95,190.65,188.11,188.28,679800,188.18
"2013-05-03",190.5,192.17,189.45,189.9,643000,189.8
"2013-05-06",189.66,191.71,189.66,191,434000,190.9
"2013-05-07",191.37,193.65,190.62,193.52,388000,193.42
"2013-05-08",192.33,193.62,191.39,192.02,508200,191.92
"2013-05-09",201.15,211.89,201.15,206.68,2019100,206.57
"2013-05-10",206.71,211,206.26,209.97,1138600,209.86
"2013-05-13",209.98,210.41,208.05,208.46,861900,208.35
"2013-05-14",208.33,212.52,207.56,212.29,648200,212.18
"2013-05-15",211.63,212.01,209.78,211.5,484200,211.39
"2013-05-16",211.45,212.95,209.4,209.53,779400,209.42
"2013-05-17",210.34,213.06,209.36,213,912800,212.89
"2013-05-20",212.49,215.11,211.99,215.08,710400,214.97
"2013-05-21",214.72,215.46,213.33,213.34,409800,213.23
"2013-05-22",212.61,214.75,211.48,211.7,695500,211.59
"2013-05-23",207.68,211.66,207.68,209.65,951000,209.54
"2013-05-24",208.81,211.4,207.15,210.73,573000,210.62
"2013-05-28",213.26,215,211.91,212.91,505000,212.8
"2013-05-29",211.32,212.48,210.26,210.75,364400,210.64
"2013-05-30",211.13,216.78,210.83,215.86,789500,215.75
"2013-05-31",215.64,218.85,213.89,213.92,834400,213.81
"2013-06-03",214.51,216.64,212.06,216.56,745500,216.45
"2013-06-04",216.16,216.16,212.82,213.9,770200,213.79
"2013-06-05",213.4,213.91,210.05,210.11,515400,210.03
"2013-06-06",210.2,215.13,209.97,215.09,509000,215.01
"2013-06-07",214.7,219.42,214.7,218.38,869400,218.3
"2013-06-10",218.44,220.14,217.75,219.51,625800,219.43
"2013-06-11",217.62,220.38,217.21,219.32,706700,219.24
"2013-06-12",221.05,221.31,215.66,216.29,372500,216.21
"2013-06-13",216,220.55,215.96,220.22,487200,220.14
"2013-06-14",219.98,221.34,218.88,219.93,373000,219.85
"2013-06-17",221.42,221.61,218.08,218.95,607900,218.87
"2013-06-18",219.51,221.9,218.64,221.66,299000,221.58
"2013-06-19",221.48,221.62,216.59,216.66,351400,216.58
"2013-06-20",215.04,218.03,213,213.48,786500,213.4
"2013-06-21",215.18,215.6,209.89,211.74,1037800,211.66
"2013-06-24",210,211.6,207.47,209.69,589400,209.61
"2013-06-25",212.21,213.7,211.36,212.37,761400,212.29
"2013-06-26",213.69,220.78,213.69,219.69,959300,219.61
"2013-06-27",223.88,226.94,222.55,225.64,1113400,225.56
"2013-06-28",225.29,226.75,223.13,226.01,957200,225.93
"2013-07-01",226.95,231.23,226.34,230.01,719500,229.92
"2013-07-02",229.52,230.26,224.78,226.24,630300,226.16
"2013-07-03",226.9,230.52,225.68,230.19,347900,230.1
"2013-07-05",232.32,254.14,231.43,235.01,697700,234.92
"2013-07-08",236.81,238,231.38,231.5,942400,231.41
"2013-07-09",233.03,234.98,232.25,233.93,811400,233.84
"2013-07-10",233.77,235.47,233.51,234.32,351200,234.23
"2013-07-11",237.58,238.29,236.44,237.27,419200,237.18
"2013-07-12",237.17,238.4,222.27,234.69,2319200,234.6
"2013-07-15",234.99,235.78,232.39,234.41,659700,234.32
"2013-07-16",234.25,234.97,230.01,231.67,554900,231.58
"2013-07-17",232.05,233.53,231.25,232.99,502400,232.9
"2013-07-18",233.29,234.61,232.2,233.11,480600,233.02
"2013-07-19",233.26,234.6,231.6,234.47,668100,234.38
"2013-07-22",234.75,236.16,233.52,235.01,383300,234.92
"2013-07-23",235.95,238.08,235.02,235.74,713300,235.65
"2013-07-24",236.47,236.47,232.94,233.26,670700,233.17
"2013-07-25",230.82,238.99,221.1,230.7,1658200,230.61
"2013-07-26",229.54,230.99,222.9,225,1427200,224.92
"2013-07-29",224.98,225.82,223.13,224.45,834700,224.37
"2013-07-30",225.35,226.35,221.67,221.69,541400,221.61
"2013-07-31",222.75,224.05,220.78,221.72,1146300,221.64
"2013-08-01",223.54,224.9,221.76,224.56,802300,224.48
"2013-08-02",224.34,225.29,222.2,224,1023700,223.92
"2013-08-05",223.84,225.67,222.99,224.79,331400,224.71
"2013-08-06",219.69,224.49,219.69,221.93,431700,221.85
"2013-08-07",221,223.07,219.2,220.96,509700,220.88
"2013-08-08",221.4,223.03,220.68,220.82,605900,220.74
"2013-08-09",220.8,221.34,218.34,218.54,939200,218.46
"2013-08-12",218.15,218.15,215.27,216.18,946100,216.1
"2013-08-13",216.53,220.25,215.45,220.04,613700,219.96
"2013-08-14",219.88,219.96,218.29,219.51,418300,219.43
"2013-08-15",218.01,220.62,217.49,217.58,534200,217.5
"2013-08-16",217.03,218.96,216.58,216.94,480000,216.86
"2013-08-19",216.35,219.38,215.51,217.39,423300,217.31
"2013-08-20",217.38,217.8,215.7,215.93,491100,215.85
"2013-08-21",215.29,217.41,214.83,215.08,598500,215
"2013-08-22",216.99,220.1,216.15,219.38,696700,219.3
"2013-08-23",219.38,219.58,217.26,218.16,617300,218.08
"2013-08-26",217.95,219.25,216.09,216.25,390100,216.17
"2013-08-27",214.34,214.93,211.83,212.11,764700,212.03
"2013-08-28",211.9,214.18,211.61,212.39,563400,212.31
"2013-08-29",212,216.78,211.2,213.57,577200,213.49
"2013-08-30",213.62,213.67,210.79,211.24,415300,211.16
"2013-09-03",212.8,215.73,212.56,213.86,660200,213.78
"2013-09-04",213.76,218.81,213.16,217.78,622800,217.73
"2013-09-05",217.43,217.79,215.61,216.99,358600,216.94
"2013-09-06",217.43,220.52,214.87,219.8,1114400,219.75
"2013-09-09",221.08,222.98,220.54,222.59,692800,222.54
"2013-09-10",224.32,225.75,223,224.25,476500,224.2
"2013-09-11",226.1,228.63,224.12,228.63,814600,228.58
"2013-09-12",228.3,230.86,228.21,230.06,963200,230.01
"2013-09-13",230,232.35,227.88,232.23,839100,232.18
"2013-09-16",234.4,234.54,232.77,234.35,656200,234.3
"2013-09-17",234.35,237.17,233.59,237.09,547000,237.03
"2013-09-18",236.87,237.74,233.32,237.14,620200,237.08
"2013-09-19",238.33,238.33,234.79,235.41,702900,235.36
"2013-09-20",235.41,235.41,231.99,232.19,789900,232.14
"2013-09-23",232.22,233.15,228.5,228.61,842000,228.56
"2013-09-24",229.3,232.29,227.89,229.99,801300,229.94
"2013-09-25",229.5,230.15,227.64,228.01,343200,227.96
"2013-09-26",228.48,231.03,228.14,229.98,789600,229.93
"2013-09-27",227.67,228.92,226.9,228.09,605300,228.04
"2013-09-30",226.39,228.95,225,227.24,690200,227.19
"2013-10-01",227.44,233.42,227.44,232.21,632100,232.16
"2013-10-02",231.12,231.63,227.41,230.15,656400,230.1
"2013-10-03",230.3,232.69,227.67,231.32,819900,231.27
"2013-10-04",231.4,234.38,230.41,233.89,470900,233.84
"2013-10-07",232.1,236.28,231.62,234.29,627000,234.24
"2013-10-08",233.92,235.45,232.52,232.81,743000,232.76
"2013-10-09",233.13,234.07,228.48,229.91,647100,229.86
"2013-10-10",234,238.69,233.95,238.62,496900,238.56
"2013-10-11",237.77,240.05,236.37,239.99,494300,239.93
"2013-10-14",238.5,241.87,236.78,241.51,432100,241.45
"2013-10-15",240.44,241.7,237.67,238.05,1048900,237.99
"2013-10-16",239.76,241.63,238.55,239.8,591600,239.74
"2013-10-17",239.04,241.87,238.66,241.58,688900,241.52
"2013-10-18",241.87,243.49,240.58,243.34,738400,243.28
"2013-10-21",243.87,243.87,241.24,241.9,548700,241.84
"2013-10-22",242.89,243.96,240.35,242.41,382200,242.35
"2013-10-23",242.39,246.45,241.38,246.16,785300,246.1
"2013-10-24",249.99,263.52,248.56,256.43,1474000,256.37
"2013-10-25",256.45,257.8,253.65,254.81,918900,254.75
"2013-10-28",254.27,255.87,251.68,253.69,549100,253.63
"2013-10-29",254.1,255.13,251.5,254.97,557200,254.91
"2013-10-30",255.02,256.32,249.93,252.06,915200,252
"2013-10-31",251.65,254.95,250.94,253.45,751100,253.39
"2013-11-01",253.55,255,251.31,253.08,451100,253.02
"2013-11-04",254.31,254.61,251.82,252.72,577700,252.66
"2013-11-05",251.62,254.52,249.91,252.27,464000,252.21
"2013-11-06",253.89,254.66,251.59,252.66,424300,252.6
"2013-11-07",253.11,253.94,247.1,247.32,466600,247.26
"2013-11-08",247.75,251.55,247.33,251.11,425800,251.05
"2013-11-11",249.7,250.07,246.61,248.15,477300,248.09
"2013-11-12",247.98,250.8,246.34,249.71,428700,249.65
"2013-11-13",249,249.6,247.49,248.2,444300,248.14
"2013-11-14",248.27,249.5,247.7,248.87,356600,248.81
"2013-11-15",248.82,251.99,248.34,250.2,502600,250.14
"2013-11-18",251.88,259.88,251.33,255.87,925600,255.81
"2013-11-19",256.1,258.78,253.03,254.12,468600,254.06
"2013-11-20",254.07,254.92,249.92,250.49,394700,250.43
"2013-11-21",251.76,254.49,250.99,253.54,377800,253.48
"2013-11-22",252.62,259.69,252.29,258.26,481900,258.2
"2013-11-25",258.35,259.92,255.49,257.74,475600,257.68
"2013-11-26",258,259.38,255.62,258.95,499500,258.89
"2013-11-27",258.93,260.58,258.92,259.96,351900,259.9
"2013-11-29",260.09,261.5,257.81,258.45,212400,258.39
"2013-12-02",258.45,260.45,257.25,257.78,393200,257.72
"2013-12-03",256.95,258.54,255.87,256.36,454400,256.3
"2013-12-04",253.84,257.6,252.19,253.83,512100,253.8
"2013-12-05",252.82,253.84,251.89,252.42,538900,252.39
"2013-12-06",253.83,256.16,253.1,254.33,526500,254.3
"2013-12-09",255.4,255.9,252.95,253.64,468200,253.61
"2013-12-10",252.82,254.81,252.31,253.27,329800,253.24
"2013-12-11",254.19,254.19,251.65,251.84,872400,251.81
"2013-12-12",251.82,254.77,250.91,253.62,544000,253.59
"2013-12-13",254.6,255.4,252.05,253.11,334000,253.08
"2013-12-16",254.16,258.5,253.96,257.4,389800,257.37
"2013-12-17",259.08,261.76,257.62,261.57,792800,261.54
"2013-12-18",261.92,264.92,256.19,264.78,657900,264.75
"2013-12-19",264.5,265.99,263.21,263.89,533500,263.86
"2013-12-20",264.67,268.75,264.13,267.85,942700,267.82
"2013-12-23",268.23,269.8,266.74,268.71,592000,268.68
"2013-12-24",268.06,271.15,268,270.98,175300,270.95
"2013-12-26",271.16,271.99,269.38,270.77,329300,270.74
"2013-12-27",270.92,271.75,268.47,268.72,299700,268.69
"2013-12-30",269.69,269.87,267.29,268.43,243600,268.4
"2013-12-31",268.68,269.96,268.15,269.3,376700,269.27
"2014-01-02",268.65,268.72,264.51,265.38,465900,265.35
"2014-01-03",267.14,269.46,266.2,267.79,374100,267.76
"2014-01-06",267.58,269.01,264.64,265.33,405100,265.3
"2014-01-07",265.62,269.24,265.62,268.1,310600,268.07
"2014-01-08",268.5,270,266.19,269.83,425100,269.8
"2014-01-09",271.3,272.7,270,272.08,670000,272.05
"2014-01-10",273.08,273.08,267.47,271.22,459400,271.19
"2014-01-13",271.01,274.09,268.59,269,475600,268.97
"2014-01-14",269.27,270.81,266.68,270.81,435400,270.78
"2014-01-15",270.87,272.77,270.68,272.24,382600,272.21
"2014-01-16",271.88,273.17,270.99,272.07,326500,272.04
"2014-01-17",270.62,271.8,269.63,270.62,538400,270.59
"2014-01-21",272.68,274.96,270.04,270.31,765000,270.28
"2014-01-22",271.82,272.21,267.36,270.69,743600,270.66
"2014-01-23",263.2,268.35,256.87,261.1,2952800,261.07
"2014-01-24",258.66,261.1,255.25,255.46,1353600,255.43
"2014-01-27",255.88,257.97,254.38,256.31,937300,256.28
"2014-01-28",256.61,257.09,252.74,255.69,877700,255.66
"2014-01-29",253.53,254.78,251.36,252.96,973300,252.93
"2014-01-30",255.48,257.84,253.42,253.66,961100,253.63
"2014-01-31",250.08,257.2,248.03,254.75,976200,254.72
"2014-02-03",254.53,255.79,247.53,247.82,911000,247.79
"2014-02-04",248.4,248.55,244.05,246.89,1115800,246.86
"2014-02-05",245.77,250.23,245.05,249.62,641600,249.59
"2014-02-06",250.83,254.98,250.41,253.89,754800,253.86
"2014-02-07",255.7,261,255.03,260.2,948500,260.17
