"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2012-04-02",601.83,618.77,600.38,618.63,21369700,594.6
"2012-04-03",627.3,632.21,622.51,629.32,29805700,604.87
"2012-04-04",624.35,625.86,617,624.31,20463600,600.06
"2012-04-05",626.98,634.66,623.4,633.68,22903500,609.06
"2012-04-09",626.13,639.84,625.3,636.23,21340600,611.52
"2012-04-10",639.93,644,626,628.44,31775900,604.03
"2012-04-11",636.2,636.87,623.34,626.2,24879100,601.87
"2012-04-12",625,631.33,620.5,622.77,21940600,598.58
"2012-04-13",624.11,624.7,603.51,605.23,30701600,581.72
"2012-04-16",610.06,610.28,578.25,580.13,37528100,557.59
"2012-04-17",578.94,610,571.91,609.7,36626000,586.02
"2012-04-18",613.72,620.25,602.71,608.34,34090400,584.71
"2012-04-19",600.22,604.73,584.52,587.44,29811400,564.62
"2012-04-20",591.38,594.62,570.42,572.98,36820900,550.72
"2012-04-23",570.61,576.67,556.62,571.7,34518900,549.49
"2012-04-24",562.61,567.69,555,560.28,38433900,538.52
"2012-04-25",615.64,618,606,610,32349200,586.3
"2012-04-26",614.27,614.69,602.13,607.7,19145300,584.09
"2012-04-27",605.07,606.18,600.5,603,14525800,579.58
"2012-04-30",597.8,598.4,583,583.98,18076600,561.29
"2012-05-01",584.9,596.76,581.23,582.13,21821400,559.52
"2012-05-02",580.24,587.4,578.86,585.98,15263900,563.22
"2012-05-03",590.5,591.4,580.3,581.82,13948200,559.22
"2012-05-04",577.08,578.36,565.17,565.25,18928300,543.29
"2012-05-07",561.5,572.77,561.23,569.48,16432800,547.36
"2012-05-08",569.58,571.5,558.73,568.18,17759000,546.11
"2012-05-09",563.7,573.98,560.85,569.18,17168000,547.07
"2012-05-10",574.58,575.88,568.44,570.52,11900000,548.36
"2012-05-11",565,574.47,564.35,566.71,14269500,544.7
"2012-05-14",562.57,567.51,557.6,558.22,12593800,536.54
"2012-05-15",561.45,563.22,551.75,553.17,17012000,531.68
"2012-05-16",554.05,556.89,541.04,546.08,20032000,524.87
"2012-05-17",545.31,547.5,530.12,530.12,25615000,509.53
"2012-05-18",533.96,543.41,522.18,530.38,26153300,509.78
"2012-05-21",534.5,561.54,534.05,561.28,22539500,539.48
"2012-05-22",569.55,573.88,552.58,556.97,24816800,535.33
"2012-05-23",557.5,572.8,553.23,570.56,20889200,548.4
"2012-05-24",575.87,576.5,561.23,565.32,17722500,543.36
"2012-05-25",564.59,565.85,558.47,562.29,11732400,540.45
"2012-05-29",570.9,574,565.31,572.27,13589600,550.04
"2012-05-30",569.2,579.99,566.56,579.17,18908200,556.67
"2012-05-31",580.74,581.5,571.46,577.73,17559800,555.29
"2012-06-01",569.16,572.65,560.52,560.99,18606700,539.2
"2012-06-04",561.5,567.5,548.5,564.29,19892700,542.37
"2012-06-05",561.27,566.47,558.33,562.83,13864800,540.97
"2012-06-06",567.77,573.85,565.5,571.46,14337700,549.26
"2012-06-07",577.29,577.32,570.5,571.72,13563100,549.51
"2012-06-08",571.6,580.58,569,580.32,12411300,557.78
"2012-06-11",587.72,588.5,570.63,571.17,21116600,548.98
"2012-06-12",574.46,576.62,566.7,576.16,15549300,553.78
"2012-06-13",574.52,578.48,570.38,572.16,10485000,549.93
"2012-06-14",571.24,573.5,567.26,571.53,12341900,549.33
"2012-06-15",571,574.62,569.55,574.13,11973400,551.83
"2012-06-18",570.96,587.89,570.37,585.78,15729000,563.03
"2012-06-19",583.4,590,583.1,587.41,12907300,564.59
"2012-06-20",588.21,589.25,580.8,585.74,12819400,562.99
"2012-06-21",585.44,588.22,577.44,577.67,11655400,555.23
"2012-06-22",579.04,582.19,575.42,582.1,10159700,559.49
"2012-06-25",577.3,579.8,570.37,570.77,10870800,548.6
"2012-06-26",571.33,574.49,567.33,572.03,9876300,549.81
"2012-06-27",575,576.74,571.92,574.5,7249900,552.18
"2012-06-28",571.67,574,565.61,569.05,10101300,546.94
"2012-06-29",578,584,574.25,584,15053600,561.31
"2012-07-02",584.73,593.47,583.6,592.52,14289000,569.5
"2012-07-03",594.88,600,594,599.41,8632600,576.13
"2012-07-05",600.56,614.34,599.65,609.94,17299400,586.25
"2012-07-06",607.09,608.44,601.58,605.88,14961800,582.34
"2012-07-09",605.3,613.9,604.11,613.89,13550200,590.04
"2012-07-10",617.97,619.87,605.31,608.21,18284200,584.58
"2012-07-11",606.12,607.66,597.22,604.43,16761500,580.95
"2012-07-12",600.24,603.47,592.68,598.9,15287200,575.64
"2012-07-13",602.95,607.19,600,604.97,11122400,581.47
"2012-07-16",605.12,611.62,605.02,606.91,10759300,583.33
"2012-07-17",610.79,611.5,603.15,606.94,10486600,583.36
"2012-07-18",606.59,608.34,603.56,606.26,9025000,582.71
"2012-07-19",611.28,615.35,606,614.32,15602200,590.46
"2012-07-20",613.03,614.44,603.7,604.3,14195400,580.83
"2012-07-23",594.4,605.9,587.71,603.83,17427700,580.37
"2012-07-24",607.38,609.68,598.51,600.92,20183300,577.58
"2012-07-25",574.46,580.8,570,574.97,31332600,552.63
"2012-07-26",579.76,580.4,570.36,574.88,14522600,552.55
"2012-07-27",575.01,585.83,571.59,585.16,14426300,562.43
"2012-07-30",590.92,599.44,587.82,595.03,13540800,571.92
"2012-07-31",603.23,611.7,602.72,610.76,16511700,587.03
"2012-08-01",615.91,616.4,603,606.81,13732200,583.24
"2012-08-02",602.84,610.69,600.25,607.79,11862800,584.18
"2012-08-03",613.63,617.98,611.56,615.7,12318600,591.78
"2012-08-06",617.29,624.87,615.26,622.55,10789400,598.37
"2012-08-07",622.77,625,618.04,620.91,10373100,596.79
"2012-08-08",619.39,623.88,617.1,619.86,8739500,595.78
"2012-08-09",617.85,621.73,617.8,620.73,7915800,599.18
"2012-08-10",618.71,621.76,618.7,621.7,6962100,600.12
"2012-08-13",623.39,630,623.25,630,9958300,608.13
"2012-08-14",631.87,638.61,630.21,631.69,12148900,609.76
"2012-08-15",631.3,634,627.75,630.83,9190800,608.93
"2012-08-16",631.21,636.76,630.5,636.34,9090500,614.25
"2012-08-17",640,648.19,638.81,648.11,15812900,625.61
"2012-08-20",650.01,665.15,649.9,665.15,21906600,642.06
"2012-08-21",670.82,674.88,650.33,656.06,29025700,633.28
"2012-08-22",654.42,669,648.11,668.87,20190100,645.65
"2012-08-23",666.11,669.9,661.15,662.63,15004600,639.62
"2012-08-24",659.51,669.48,655.55,663.22,15619300,640.19
"2012-08-27",679.99,680.87,673.54,675.68,15250300,652.22
"2012-08-28",674.98,676.1,670.67,674.8,9550600,651.37
"2012-08-29",675.25,677.67,672.6,673.47,7243100,650.09
"2012-08-30",670.64,671.55,662.85,663.87,10810700,640.82
"2012-08-31",667.25,668.6,657.25,665.24,12082900,642.14
"2012-09-04",665.76,675.14,664.5,674.97,13139000,651.54
"2012-09-05",675.57,676.35,669.6,670.23,12013400,646.96
"2012-09-06",673.17,678.29,670.8,676.27,13971300,652.79
"2012-09-07",678.05,682.48,675.77,680.44,11773800,656.82
"2012-09-10",680.45,683.29,662.1,662.74,17428500,639.73
"2012-09-11",665.11,670.1,656.5,660.59,17999400,637.66
"2012-09-12",666.85,669.9,656,669.79,25436900,646.54
"2012-09-13",677.37,685.5,674.77,682.98,21370000,659.27
"2012-09-14",689.96,696.98,687.89,691.28,21445500,667.28
"2012-09-17",699.35,699.8,694.61,699.78,14215400,675.48
"2012-09-18",699.88,702.33,696.42,701.91,13339400,677.54
"2012-09-19",700.26,703.99,699.57,702.1,11674100,677.72
"2012-09-20",699.16,700.06,693.62,698.7,12020300,674.44
"2012-09-21",702.41,705.07,699.36,700.09,20413900,675.78
"2012-09-24",686.86,695.12,683,690.79,22848800,666.81
"2012-09-25",688.26,692.78,673,673.54,18528200,650.16
"2012-09-26",668.74,672.69,661.2,665.18,20589400,642.09
"2012-09-27",664.29,682.17,660.35,681.32,21217500,657.67
"2012-09-28",678.75,681.11,666.75,667.1,19111100,643.94
"2012-10-01",671.16,676.75,656.5,659.39,19414100,636.5
"2012-10-02",661.81,666.35,650.65,661.31,22428300,638.35
"2012-10-03",664.86,671.86,662.63,671.45,15152900,648.14
"2012-10-04",671.25,674.25,665.55,666.8,13240200,643.65
"2012-10-05",665.2,666,651.28,652.59,21214500,629.93
"2012-10-08",646.88,647.56,636.11,638.17,22785500,616.01
"2012-10-09",638.65,640.49,623.55,635.85,29949900,613.77
"2012-10-10",639.74,644.98,637,640.91,18227000,618.66
"2012-10-11",646.5,647.2,628.1,628.1,19502900,606.29
"2012-10-12",629.56,635.38,625.3,629.71,16429100,607.85
"2012-10-15",632.35,635.13,623.85,634.76,15446500,612.72
"2012-10-16",635.37,650.3,631,649.79,19634700,627.23
"2012-10-17",648.87,652.79,644,644.61,13894200,622.23
"2012-10-18",639.59,642.06,630,632.64,17022300,610.68
"2012-10-19",631.05,631.77,609.62,609.84,26574500,588.67
"2012-10-22",612.42,635.38,610.76,634.03,19526100,612.02
"2012-10-23",631,633.9,611.7,613.36,25255200,592.06
"2012-10-24",621.44,626.55,610.64,616.83,19947400,595.41
"2012-10-25",620,622,605.55,609.54,23440200,588.38
"2012-10-26",609.43,614,591,604,36372600,583.03
"2012-10-31",594.88,601.96,587.7,595.32,18214400,574.65
"2012-11-01",598.22,603,594.17,596.54,12903500,575.83
"2012-11-02",595.89,596.95,574.75,576.8,21406200,556.77
"2012-11-05",583.52,587.77,577.6,584.62,18897700,564.32
"2012-11-06",590.23,590.74,580.09,582.85,13389900,562.61
"2012-11-07",573.84,574.54,555.75,558,28344600,541.09
"2012-11-08",560.63,562.23,535.29,537.75,37719500,521.45
"2012-11-09",540.42,554.88,533.72,547.06,33211200,530.48
"2012-11-12",554.15,554.5,538.65,542.83,18421500,526.38
"2012-11-13",538.91,550.48,536.36,542.9,19033900,526.44
"2012-11-14",545.5,547.45,536.18,536.88,17041800,520.61
"2012-11-15",537.53,539.5,522.62,525.62,28211100,509.69
"2012-11-16",525.2,530,505.75,527.68,45246200,511.69
"2012-11-19",540.71,567.5,539.88,565.73,29404200,548.58
"2012-11-20",571.91,571.95,554.58,560.91,22955500,543.91
"2012-11-21",564.25,567.37,556.6,561.7,13321500,544.67
"2012-11-23",567.17,572,562.6,571.5,9743800,554.18
"2012-11-26",575.9,590,573.71,589.53,22520700,571.66
"2012-11-27",589.55,590.42,580.1,584.78,19047500,567.06
"2012-11-28",577.27,585.8,572.26,582.94,18602300,565.27
"2012-11-29",590.22,594.25,585.25,589.36,18382100,571.5
"2012-11-30",586.79,588.4,582.68,585.28,13975700,567.54
"2012-12-03",593.65,594.59,585.5,586.19,13010000,568.42
"2012-12-04",581.8,581.8,572.13,575.85,19895300,558.4
"2012-12-05",568.91,569.25,538.77,538.79,37308500,522.46
"2012-12-06",528.94,553.31,518.63,547.24,42043300,530.65
"2012-12-07",553.4,555.2,530,533.25,28108600,517.09
"2012-12-10",525,538.51,521.58,529.82,22517300,513.76
"2012-12-11",539.77,549.56,537.37,541.39,21155200,524.98
"2012-12-12",547.77,548,536.27,539,17398000,522.66
"2012-12-13",531.15,537.64,525.8,529.69,22330700,513.64
"2012-12-14",514.75,518.13,505.58,509.79,36056400,494.34
"2012-12-17",508.93,520,501.23,518.83,27057400,503.1
"2012-12-18",525,534.9,520.25,533.9,22345900,517.72
"2012-12-19",531.47,533.7,525.5,526.31,16048900,510.36
"2012-12-20",530,530.2,518.88,521.73,17203200,505.92
"2012-12-21",512.47,519.67,510.24,519.33,21295300,503.59
"2012-12-24",520.35,524.25,518.71,520.17,6276900,504.4
"2012-12-26",519,519.46,511.12,513,10801300,497.45
"2012-12-27",513.54,516.25,504.66,515.06,16254300,499.45
"2012-12-28",510.29,514.48,508.12,509.59,12652800,494.14
"2012-12-31",510.53,535.4,509,532.17,23553300,516.04
"2013-01-02",553.82,555,541.63,549.03,20018500,532.39
"2013-01-03",547.88,549.67,541,542.1,12605900,525.67
"2013-01-04",536.97,538.63,525.83,527,21226200,511.03
"2013-01-07",522,529.3,515.2,523.9,17291300,508.02
"2013-01-08",529.21,531.89,521.25,525.31,16382400,509.39
"2013-01-09",522.5,525.01,515.99,517.1,14557300,501.43
"2013-01-10",528.55,528.72,515.52,523.51,21469500,507.64
"2013-01-11",521,525.32,519.02,520.3,12518100,504.53
"2013-01-14",502.68,507.5,498.51,501.75,26221700,486.54
"2013-01-15",498.3,498.99,483.38,485.92,31313300,471.19
"2013-01-16",494.64,509.44,492.5,506.09,24671600,490.75
"2013-01-17",510.31,510.75,502.03,502.68,16202800,487.44
"2013-01-18",498.52,502.22,496.4,500,16890100,484.85
"2013-01-22",504.56,507.88,496.63,504.77,16483800,489.47
"2013-01-23",508.81,514.99,504.77,514.01,30768200,498.43
"2013-01-24",460,465.73,450.25,450.5,52173300,436.85
"2013-01-25",451.69,456.23,435,439.88,43143800,426.55
"2013-01-28",437.83,453.21,435.86,449.83,28054200,436.2
"2013-01-29",458.5,460.2,452.12,458.27,20398500,444.38
"2013-01-30",457,462.6,454.5,456.83,14898400,442.98
"2013-01-31",456.98,459.28,454.98,455.49,11404800,441.68
"2013-02-01",459.11,459.48,448.35,453.62,19267300,439.87
"2013-02-04",453.91,455.94,442,442.32,17039900,428.91
"2013-02-05",444.05,459.74,442.22,457.84,20476700,443.96
"2013-02-06",456.47,466.5,452.58,457.35,21203800,443.49
"2013-02-07",463.25,470,454.12,468.22,25163600,456.67
"2013-02-08",474,478.81,468.25,474.98,22612800,463.27
"2013-02-11",476.5,484.94,473.25,479.93,18481800,468.1
"2013-02-12",479.51,482.38,467.74,467.9,21751900,456.36
"2013-02-13",467.21,473.64,463.22,467.01,16971700,455.49
"2013-02-14",464.52,471.64,464.02,466.59,12688400,455.08
"2013-02-15",468.85,470.16,459.92,460.16,13990900,448.81
"2013-02-19",461.1,462.73,453.85,459.99,15563700,448.65
"2013-02-20",457.69,457.69,448.8,448.85,17010800,437.78
"2013-02-21",446,449.17,442.82,446.06,15970800,435.06
"2013-02-22",449.25,451.6,446.6,450.81,11809100,439.69
"2013-02-25",453.85,455.12,442.57,442.8,13306400,431.88
"2013-02-26",443.82,451.54,437.66,448.97,17910700,437.9
"2013-02-27",448.43,452.44,440.65,444.57,20976800,433.61
"2013-02-28",444.05,447.87,441.4,441.4,11518400,430.52
"2013-03-01",438,438.18,429.98,430.47,19730300,419.86
"2013-03-04",427.8,428.2,419,420.05,20812700,409.69
"2013-03-05",421.48,435.19,420.75,431.14,22801200,420.51
"2013-03-06",434.51,435.25,424.43,425.66,16437500,415.16
"2013-03-07",424.5,432.01,421.06,430.58,16731200,419.96
"2013-03-08",429.8,435.43,428.61,431.72,13981500,421.07
"2013-03-11",429.75,439.01,425.14,437.87,16937000,427.07
"2013-03-12",435.6,438.88,427.57,428.43,16639700,417.87
"2013-03-13",428.45,434.5,425.36,428.35,14483900,417.79
"2013-03-14",432.83,434.64,430.45,432.5,10852700,421.84
"2013-03-15",437.93,444.23,437.25,443.66,22998600,432.72
"2013-03-18",441.45,457.46,441.2,455.72,21649900,444.48
"2013-03-19",459.5,460.97,448.5,454.49,18813400,443.28
"2013-03-20",457.42,457.63,449.59,452.08,11023600,440.93
"2013-03-21",450.22,457.98,450.1,452.73,13687700,441.57
"2013-03-22",454.58,462.1,453.11,461.91,14110900,450.52
"2013-03-25",464.69,469.95,461.78,463.58,17897700,452.15
"2013-03-26",465.44,465.84,460.53,461.14,10510500,449.77
"2013-03-27",456.46,456.8,450.73,452.08,11829900,440.93
"2013-03-28",449.82,451.82,441.62,442.66,15815700,431.74
"2013-04-01",441.9,443.7,427.74,428.91,13919000,418.33
"2013-04-02",427.6,438.14,426.4,429.79,18911400,419.19
"2013-04-03",431.37,437.28,430.31,431.99,12972000,421.34
"2013-04-04",433.76,435,425.25,427.72,12801700,417.17
"2013-04-05",424.5,424.95,419.68,423.2,13703400,412.76
"2013-04-08",424.85,427.5,422.49,426.21,10743900,415.7
"2013-04-09",426.36,428.5,422.75,426.98,10950500,416.45
"2013-04-10",428.1,437.06,426.01,435.69,13426000,424.95
"2013-04-11",433.72,437.99,431.2,434.33,11727300,423.62
"2013-04-12",434.15,434.15,429.09,429.8,8521900,419.2
"2013-04-15",427,427.89,419.55,419.85,11340000,409.5
"2013-04-16",421.57,426.61,420.57,426.24,10920400,415.73
"2013-04-17",420.27,420.6,398.11,402.8,33752000,392.87
"2013-04-18",404.99,405.79,389.74,392.05,23796400,382.38
"2013-04-19",387.97,399.6,385.1,390.53,21759800,380.9
"2013-04-22",392.64,402.2,391.27,398.67,15354300,388.84
"2013-04-23",403.99,408.38,398.81,406.13,23722800,396.12
"2013-04-24",393.54,415.25,392.5,405.46,34630400,395.46
"2013-04-25",411.23,413.94,407,408.38,13744200,398.31
"2013-04-26",409.81,418.77,408.25,417.2,27289200,406.91
"2013-04-29",420.45,433.62,420,430.12,22868800,419.51
"2013-04-30",435.1,445.25,432.07,442.78,24697800,431.86
"2013-05-01",444.46,444.93,434.39,439.29,18103900,428.46
"2013-05-02",441.78,448.59,440.63,445.52,15065300,434.53
"2013-05-03",451.31,453.23,449.15,449.98,12903600,438.88
"2013-05-06",455.71,462.2,454.31,460.71,17737200,449.35
"2013-05-07",464.97,465.75,453.7,458.66,17276900,447.35
"2013-05-08",459.04,465.37,455.81,463.84,16878500,452.4
"2013-05-09",459.81,463,455.58,456.77,14231700,448.46
"2013-05-10",457.97,459.71,450.48,452.97,11959000,444.72
"2013-05-13",451.51,457.9,451.5,454.74,11319600,446.46
"2013-05-14",453.85,455.2,442.15,443.86,15968500,435.78
"2013-05-15",439.16,441,422.36,428.85,26486200,421.04
"2013-05-16",423.24,437.85,418.9,434.58,21543000,426.67
"2013-05-17",439.05,440.09,431.01,433.26,15282300,425.37
"2013-05-20",431.91,445.8,430.1,442.93,16127800,434.87
"2013-05-21",438.15,445.48,434.2,439.66,16286500,431.66
"2013-05-22",444.05,448.35,438.22,441.35,15822800,433.32
"2013-05-23",435.95,446.16,435.79,442.14,12607900,434.09
"2013-05-24",440.85,445.66,440.36,445.15,9863100,437.05
"2013-05-28",449.9,451.11,440.85,441.44,13790900,433.4
"2013-05-29",440,447.5,439.4,444.95,11806300,436.85
"2013-05-30",445.65,454.5,444.51,451.58,12625700,443.36
"2013-05-31",452.5,457.1,449.5,449.73,13725100,441.54
"2013-06-03",450.73,452.36,442.48,450.72,13298300,442.52
"2013-06-04",453.22,454.43,447.39,449.31,10454600,441.13
"2013-06-05",445.65,450.72,443.71,445.11,10378200,437.01
"2013-06-06",445.47,447,434.05,438.46,14890500,430.48
"2013-06-07",436.5,443.24,432.77,441.81,14447700,433.77
"2013-06-10",444.73,449.08,436.8,438.89,16076900,430.9
"2013-06-11",435.74,442.76,433.32,437.6,10218300,429.63
"2013-06-12",439.5,441.25,431.5,432.19,9472400,424.32
"2013-06-13",432.5,437.14,428.75,435.96,10208300,428.02
"2013-06-14",435.4,436.29,428.5,430.05,9709500,422.22
"2013-06-17",431.44,435.7,430.36,432,9264800,424.14
"2013-06-18",431.56,434.9,430.21,431.77,6965200,423.91
"2013-06-19",431.4,431.66,423,423,11105000,415.3
"2013-06-20",419.3,425.98,415.17,416.84,12761100,409.25
"2013-06-21",418.49,420,408.1,413.5,17182800,405.97
"2013-06-24",407.4,408.66,398.05,402.54,17169500,395.21
"2013-06-25",405.7,407.79,398.83,402.63,11220100,395.3
"2013-06-26",403.9,404.79,395.66,398.07,13133000,390.82
"2013-06-27",399.25,401.39,393.54,393.78,12044500,386.61
"2013-06-28",391.36,400.27,388.87,396.53,20661300,389.31
"2013-07-01",402.69,412.27,401.22,409.22,13966200,401.77
"2013-07-02",409.96,421.63,409.47,418.49,16780900,410.87
"2013-07-03",420.86,422.98,417.45,420.8,8604600,413.14
"2013-07-05",420.39,423.29,415.35,417.42,9786600,409.82
"2013-07-08",420.11,421,410.65,415.05,10647800,407.49
"2013-07-09",413.6,423.5,410.38,422.35,12592300,414.66
"2013-07-10",419.6,424.8,418.25,420.73,10050200,413.07
"2013-07-11",422.95,428.25,421.17,427.29,11653300,419.51
"2013-07-12",427.65,429.79,423.41,426.51,9984400,418.75
"2013-07-15",425.01,431.46,424.8,427.44,8639900,419.66
"2013-07-16",426.52,430.71,424.17,430.2,7733500,422.37
"2013-07-17",429.7,432.22,428.22,430.31,7106800,422.48
"2013-07-18",433.38,434.87,430.61,431.76,7817100,423.9
"2013-07-19",433.1,433.98,424.35,424.95,9597200,417.21
"2013-07-22",429.46,429.75,425.47,426.31,7421300,418.55
"2013-07-23",426,426.96,418.71,418.99,13192700,411.36
"2013-07-24",438.93,444.59,435.26,440.51,21140600,432.49
"2013-07-25",440.7,441.4,435.81,438.5,8196200,430.52
"2013-07-26",435.3,441.04,434.34,440.99,7148300,432.96
"2013-07-29",440.8,449.99,440.2,447.79,8859200,439.64
"2013-07-30",449.96,457.15,449.23,453.32,11050800,445.07
"2013-07-31",454.99,457.34,449.43,452.53,11534200,444.29
"2013-08-01",455.75,456.8,453.26,456.68,7366100,448.37
"2013-08-02",458.01,462.85,456.66,462.54,9813700,454.12
"2013-08-05",464.69,470.67,462.15,469.45,11387700,460.9
"2013-08-06",468.02,471.89,462.17,465.25,11959200,456.78
"2013-08-07",463.8,467,461.77,464.98,10673500,456.52
"2013-08-08",463.86,464.1,457.95,461.01,9134900,455.61
"2013-08-09",458.64,460.46,453.65,454.45,9530900,449.12
"2013-08-12",456.86,468.65,456.63,467.36,13015500,461.88
"2013-08-13",470.94,494.66,468.05,489.57,31497900,483.83
"2013-08-14",497.88,504.25,493.4,498.5,27013300,492.66
"2013-08-15",496.42,502.4,489.08,497.91,17510500,492.07
"2013-08-16",500.15,502.94,498.86,502.33,12939500,496.44
"2013-08-19",504.34,513.74,504,507.74,18232800,501.79
"2013-08-20",509.71,510.57,500.82,501.07,12810300,495.2
"2013-08-21",503.59,507.15,501.2,502.36,11995700,496.47
"2013-08-22",504.98,505.59,498.2,502.96,8721700,497.07
"2013-08-23",503.27,503.35,499.35,501.02,7954700,495.15
"2013-08-26",500.75,510.2,500.5,502.97,11820200,497.08
"2013-08-27",498,502.51,486.3,488.59,15149600,482.86
"2013-08-28",486,495.8,486,490.9,10986000,485.15
"2013-08-29",491.65,496.5,491.13,491.7,8559200,485.94
"2013-08-30",492,492.95,486.5,487.22,9724900,481.51
"2013-09-03",493.1,500.6,487.35,488.58,11854600,482.85
"2013-09-04",499.56,502.24,496.28,498.69,12322600,492.85
"2013-09-05",500.25,500.68,493.64,495.27,8441700,489.47
"2013-09-06",498.44,499.38,489.95,498.22,12840200,492.38
"2013-09-09",505,507.92,503.48,506.17,12167400,500.24
"2013-09-10",506.2,507.45,489.5,494.64,26542700,488.84
"2013-09-11",467.01,473.69,464.81,467.71,32096300,462.23
"2013-09-12",468.5,475.4,466.01,472.69,14430400,467.15
"2013-09-13",469.34,471.83,464.7,464.9,10672700,459.45
"2013-09-16",461,461.61,447.22,450.12,19418100,444.84
"2013-09-17",447.96,459.71,447.5,455.32,14263600,449.98
"2013-09-18",463.18,466.35,460.66,464.68,16316500,459.23
"2013-09-19",470.7,475.83,469.25,472.3,14447900,466.76
"2013-09-20",478,478.55,466,467.41,24975100,461.93
"2013-09-23",496.1,496.91,482.6,490.64,27218100,484.89
"2013-09-24",494.88,495.47,487.82,489.1,13012300,483.37
"2013-09-25",489.2,489.64,481.43,481.53,11319900,475.89
"2013-09-26",486,488.56,483.9,486.22,8472200,480.52
"2013-09-27",483.78,484.67,480.72,482.75,8144300,477.09
"2013-09-30",477.25,481.66,474.41,476.75,9291300,471.16
"2013-10-01",478.45,489.14,478.38,487.96,12638700,482.24
"2013-10-02",485.63,491.8,483.75,489.56,10328000,483.82
"2013-10-03",490.51,492.35,480.74,483.41,11526900,477.74
"2013-10-04",483.86,484.6,478.6,483.03,9245300,477.37
"2013-10-07",486.56,492.65,485.35,487.75,11153300,482.03
"2013-10-08",489.94,490.64,480.54,480.94,10389900,475.3
"2013-10-09",484.64,487.79,478.28,486.59,10775900,480.89
"2013-10-10",491.32,492.38,487.04,489.64,9950100,483.9
"2013-10-11",486.99,493.84,485.16,492.81,9562100,487.03
"2013-10-14",489.83,497.58,489.35,496.04,9353500,490.23
"2013-10-15",497.51,502,495.52,498.68,11431200,492.84
"2013-10-16",500.79,502.53,499.23,501.11,8967900,495.24
"2013-10-17",499.98,504.78,499.68,504.5,9056900,498.59
"2013-10-18",505.99,509.26,505.71,508.89,10376500,502.93
"2013-10-21",511.77,524.3,511.52,521.36,14218100,515.25
"2013-10-22",526.41,528.45,508.03,519.87,19073700,513.78
"2013-10-23",519,525.67,519,524.96,11204400,518.81
"2013-10-24",525,532.47,522.45,531.91,13741600,525.68
"2013-10-25",531.32,533.23,525.11,525.96,12064000,519.8
"2013-10-28",529.04,531,523.21,529.88,19658600,523.67
"2013-10-29",536.27,539.25,514.54,516.68,22707400,510.62
"2013-10-30",519.61,527.52,517.02,524.9,12648700,518.75
"2013-10-31",525,527.49,521.27,522.7,9846300,516.57
"2013-11-01",524.02,524.8,515.84,520.03,9817500,513.94
"2013-11-04",521.1,526.82,518.81,526.75,8736700,520.58
"2013-11-05",524.58,528.89,523,525.45,9471900,519.29
"2013-11-06",524.15,524.86,518.2,520.92,7977700,517.82
"2013-11-07",519.58,523.19,512.38,512.49,9379300,509.44
"2013-11-08",514.58,521.13,512.59,520.56,9975600,517.46
"2013-11-11",519.99,521.67,514.41,519.05,8123300,515.96
"2013-11-12",517.67,523.92,517,520.01,7295600,516.92
"2013-11-13",518,522.25,516.96,520.63,7043600,517.53
"2013-11-14",522.81,529.28,521.87,528.16,10086400,525.02
"2013-11-15",526.58,529.09,524.49,524.99,11354300,521.87
"2013-11-18",524.99,527.19,518.2,518.63,8748000,515.54
"2013-11-19",519.03,523.38,517.97,519.55,7462100,516.46
"2013-11-20",519.23,520.42,514.33,515,6925600,511.94
"2013-11-21",517.6,521.21,513.67,521.14,9358100,518.04
"2013-11-22",519.52,522.16,518.53,519.8,7990200,516.71
"2013-11-25",521.02,525.87,521,523.74,8189700,520.62
"2013-11-26",524.12,536.14,524,533.4,14335100,530.23
"2013-11-27",536.31,546,533.4,545.96,12980300,542.71
"2013-11-29",549.48,558.33,547.81,556.07,11361700,552.76
"2013-12-02",558,564.33,550.82,551.23,16876600,547.95
"2013-12-03",558.3,566.38,557.68,566.32,16106000,562.95
"2013-12-04",565.5,569.19,560.82,565,13478200,561.64
"2013-12-05",572.65,575.14,566.41,567.9,15985000,564.52
"2013-12-06",565.79,566.75,559.57,560.02,12298300,556.69
"2013-12-09",560.9,569.58,560.9,566.43,11446200,563.06
"2013-12-10",563.58,567.88,561.2,565.55,9938200,562.18
"2013-12-11",567,570.97,559.69,561.36,12847100,558.02
"2013-12-12",562.14,565.34,560.03,560.54,9367500,557.2
"2013-12-13",562.85,562.88,553.67,554.43,11886500,551.13
"2013-12-16",555.02,562.64,555.01,557.5,10092600,554.18
"2013-12-17",555.81,559.44,553.38,554.99,8210800,551.69
"2013-12-18",549.7,551.45,538.8,550.77,20209400,547.49
"2013-12-19",549.5,550,543.73,544.46,11462800,541.22
"2013-12-20",545.43,551.61,544.82,549.02,15586200,545.75
"2013-12-23",568,570.72,562.76,570.09,17903800,566.7
"2013-12-24",569.89,571.88,566.03,567.67,5984100,564.29
"2013-12-26",568.1,569.5,563.38,563.9,7286000,560.54
"2013-12-27",563.82,564.41,559.5,560.09,8067300,556.76
"2013-12-30",557.46,560.09,552.32,554.52,9058200,551.22
"2013-12-31",554.17,561.28,554,561.02,7967300,557.68
"2014-01-02",555.68,557.03,552.02,553.13,8381600,549.84
"2014-01-03",552.86,553.7,540.43,540.98,14016700,537.76
"2014-01-06",537.45,546.8,533.6,543.93,14736100,540.69
