"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2012-02-23",98.5,99,97.52,98.57,794200,48.52
"2012-02-24",98.84,99.11,97.86,98.56,721600,48.51
"2012-02-27",97.78,99.7,97.1,99.22,794000,48.84
"2012-02-28",99.33,100.41,99.21,99.99,1072800,49.22
"2012-02-29",100.09,100.36,98.47,98.97,1312800,48.71
"2012-03-01",99.36,100.45,99.27,100.23,1047600,49.33
"2012-03-02",99.64,100.53,99.38,100,925200,49.22
"2012-03-05",100.32,100.32,99.07,99.76,1395200,49.1
"2012-03-06",99.87,99.89,96.58,96.75,1356000,47.62
"2012-03-07",96.76,97.5,96.4,96.87,1055400,47.68
"2012-03-08",97.72,99.24,97.4,99.13,995400,48.79
"2012-03-09",99.16,100,98.6,99.12,992400,48.79
"2012-03-12",99.05,99.14,98.17,98.31,596200,48.39
"2012-03-13",99.14,100.1,98.52,100.01,731600,49.23
"2012-03-14",99.37,100.38,98.83,99.35,683200,48.9
"2012-03-15",99.53,100,99.22,100,709200,49.22
"2012-03-16",100,100.86,99.73,99.9,1337000,49.17
"2012-03-19",100.54,100.83,99.59,100.22,570200,49.33
"2012-03-20",99.48,99.7,98.95,99.2,556600,48.83
"2012-03-21",99.42,99.81,99.04,99.43,460400,48.94
"2012-03-22",98.41,99.05,96.94,97.45,1218000,47.97
"2012-03-23",97.63,99.67,96.83,99.46,832600,48.96
"2012-03-26",100.18,101.18,99.72,101.13,747200,49.78
"2012-03-27",101.24,106.27,100.55,105.69,2670200,52.02
"2012-03-28",105.13,105.72,103.49,104.06,1364400,51.31
"2012-03-29",102.75,105.64,102.75,105.41,1047800,51.97
"2012-03-30",106.08,106.22,104.86,105.86,1006200,52.19
"2012-04-02",106.09,108.39,105.97,107.73,1231200,53.12
"2012-04-03",107.43,108.13,106.51,107.7,805800,53.1
"2012-04-04",106.5,106.62,105.07,106.47,733800,52.5
"2012-04-05",106.09,107.42,105.74,106.31,469800,52.42
"2012-04-09",104.74,105.4,104.15,104.66,808200,51.6
"2012-04-10",104.72,105.44,101.75,102.36,1403400,50.47
"2012-04-11",103.63,104.11,102.29,102.45,1010200,50.51
"2012-04-12",102.91,105.66,102.91,105.07,1240800,51.81
"2012-04-13",104.45,105.3,103.79,104.78,1000400,51.66
"2012-04-16",105.64,105.82,104.42,105.3,628200,51.92
"2012-04-17",105.94,108.38,105.94,107.94,1161800,53.22
"2012-04-18",106.76,107.71,106.6,107.21,978000,52.86
"2012-04-19",107.29,107.89,105.82,106.69,779400,52.6
"2012-04-20",107.08,108,106.55,107.14,752400,52.83
"2012-04-23",105.57,105.65,104.21,105.4,1141800,51.97
"2012-04-24",106,106,104.38,104.72,1109800,51.63
"2012-04-25",105.99,108.86,105.99,108.8,1243000,53.64
"2012-04-26",108.14,110.4,107.7,110.19,1137000,54.33
"2012-04-27",110.59,112.29,110.37,112.05,1609600,55.25
"2012-04-30",110.4,112.89,108.99,110.45,1133600,54.46
"2012-05-01",108,110.3,106.25,109.51,1210600,53.99
"2012-05-02",107.6,108.87,106.3,108.68,1580200,53.58
"2012-05-03",109.08,109.57,107.61,107.74,844000,53.12
"2012-05-04",107.45,107.81,105.57,106.07,1024000,52.3
"2012-05-07",105.81,106.44,105.22,105.95,735200,52.24
"2012-05-08",105.24,105.82,103.5,105.65,1126200,52.09
"2012-05-09",104.3,106.08,103.8,105.34,816600,51.94
"2012-05-10",106.41,106.74,105.24,105.62,618600,52.08
"2012-05-11",104.76,107.05,104.72,105.99,1341600,52.26
"2012-05-14",104.5,105.59,103.92,103.99,1365000,51.27
"2012-05-15",104,104.73,103.06,103.34,1214000,50.95
"2012-05-16",103.76,104.23,100.53,100.63,1588000,49.62
"2012-05-17",100.9,101.06,97.09,97.28,1282400,47.96
"2012-05-18",97.72,98.73,95.99,96.24,1193600,47.45
"2012-05-21",96.55,100.48,96.53,100.23,915800,49.42
"2012-05-22",100.73,102.43,100.16,100.89,1302200,49.74
"2012-05-23",99.64,102.71,98.94,102.4,902000,50.49
"2012-05-24",102.74,104.01,101.63,103.96,2124400,51.26
"2012-05-25",51.94,52.19,50.96,51.39,863000,50.68
"2012-05-29",52.04,52.79,51.83,52.54,738900,51.81
"2012-05-30",51.78,52.23,51.56,51.76,630200,51.04
"2012-05-31",51.7,51.96,50.36,50.97,1244700,50.26
"2012-06-01",49.79,50.18,48.99,49.02,900700,48.34
"2012-06-04",49.17,49.35,48.37,48.96,897800,48.28
"2012-06-05",48.66,49.42,48.35,49.25,858900,48.57
"2012-06-06",49.64,50.41,49.64,50.41,783500,49.71
"2012-06-07",51.23,51.75,50.75,50.88,788800,50.17
"2012-06-08",50.55,51.97,50.32,51.93,1012400,51.21
"2012-06-11",52.6,52.62,50.69,50.75,1020300,50.04
"2012-06-12",50.97,51.62,50.39,51.57,741100,50.85
"2012-06-13",51.65,51.86,50.48,50.49,1367700,49.79
"2012-06-14",50.7,51.27,49.59,50.01,1978000,49.32
"2012-06-15",50.4,50.58,50.1,50.31,1836100,49.61
"2012-06-18",49.86,50.84,49.86,50.75,850700,50.04
"2012-06-19",51.16,52.83,51.1,52.57,922300,51.84
"2012-06-20",52.64,53.36,52.18,52.34,952300,51.61
"2012-06-21",52.49,52.73,50.17,50.21,1042300,49.51
"2012-06-22",50.58,50.69,49.64,50.38,1431600,49.68
"2012-06-25",49.61,50,49.17,49.64,750200,48.95
"2012-06-26",49.83,50.75,49.62,50.31,843800,49.61
"2012-06-27",50.75,51.42,50.54,51.31,881200,50.69
"2012-06-28",50.83,51.86,50.53,51.77,1166600,51.14
"2012-06-29",52.93,53.48,52.42,53.48,1312600,52.83
"2012-07-02",53.58,53.7,52.52,53.59,755500,52.94
"2012-07-03",53.42,54.08,53.21,54.04,381000,53.38
"2012-07-05",53.88,54.17,53.31,53.7,893700,53.05
"2012-07-06",52.97,53,52.25,52.57,1160700,51.93
"2012-07-09",52.61,53.4,52.19,53.16,1189400,52.52
"2012-07-10",53.49,53.76,52.09,52.36,1042700,51.73
"2012-07-11",52.38,52.49,50.93,51.07,1155100,50.45
"2012-07-12",50.79,52.01,50.45,51.72,759700,51.09
"2012-07-13",52.01,53.73,52,53.66,941600,53.01
"2012-07-16",53.52,53.92,53.21,53.68,829100,53.03
"2012-07-17",54.04,54.8,53.41,54.69,808800,54.03
"2012-07-18",54.33,55.27,54.03,54.9,705700,54.23
"2012-07-19",55.17,55.62,54.95,55.1,923700,54.43
"2012-07-20",54.74,54.74,53.88,54.53,1017000,53.87
"2012-07-23",53.52,53.98,53.01,53.81,616600,53.16
"2012-07-24",53.85,54.19,53.2,53.57,1041800,52.92
"2012-07-25",53.86,54.23,53.28,54.05,595500,53.39
"2012-07-26",55.01,55.45,54.64,55.21,971600,54.54
"2012-07-27",55.62,55.78,55,55.26,1501400,54.59
"2012-07-30",55.12,55.94,54.75,54.84,1076800,54.17
"2012-07-31",54.86,54.98,54.2,54.7,1124100,54.04
"2012-08-01",55.31,55.72,52.38,52.87,1506300,52.23
"2012-08-02",52.08,52.54,51.64,52.41,1060900,51.77
"2012-08-03",53.42,54.17,53.41,53.97,613100,53.32
"2012-08-06",54.2,54.55,53.92,54.14,548900,53.48
"2012-08-07",54.49,55.46,54.34,55.22,906300,54.55
"2012-08-08",54.74,55.14,54.35,54.68,710200,54.02
"2012-08-09",54.62,54.82,54.06,54.23,580500,53.57
"2012-08-10",53.91,54.72,53.69,54.61,500800,53.95
"2012-08-13",54.38,54.49,53.45,54.35,539600,53.69
"2012-08-14",54.62,54.81,53.4,53.78,657200,53.13
"2012-08-15",53.81,54.64,53.67,54.56,458900,53.9
"2012-08-16",54.71,55.65,54.36,55.58,737000,54.91
"2012-08-17",54.78,55.48,54.6,54.93,869000,54.26
"2012-08-20",54.83,54.98,54.39,54.93,436100,54.26
"2012-08-21",55.15,55.61,54.28,54.51,549800,53.85
"2012-08-22",54.29,55.62,54.17,55.61,649400,54.94
"2012-08-23",55.55,55.55,54.48,54.49,548900,53.83
"2012-08-24",54.5,54.5,53.76,54.21,454400,53.55
"2012-08-27",54.37,54.37,53.6,53.68,482600,53.03
"2012-08-28",53.51,53.71,53.26,53.61,628600,52.96
"2012-08-29",53.72,54.34,53.44,54.05,577300,53.39
"2012-08-30",53.61,54.22,53.47,53.84,1047400,53.19
"2012-08-31",54.34,54.57,53.74,54.32,663800,53.66
"2012-09-04",54.27,54.34,53.46,53.7,717500,53.05
"2012-09-05",53.6,54.38,53.49,54.27,596600,53.61
"2012-09-06",54.74,55.79,54.45,55.5,629000,54.83
"2012-09-07",55.79,56.05,55.6,55.95,733700,55.27
"2012-09-10",55.82,56.91,55.76,56.68,914400,55.99
"2012-09-11",56.67,57.43,56.67,57.24,779100,56.55
"2012-09-12",57.63,57.96,57.13,57.33,950300,56.63
"2012-09-13",57.14,58.81,56.91,58.57,729300,57.86
"2012-09-14",59.28,59.41,58.31,58.55,703100,57.84
"2012-09-17",58.05,58.55,58.05,58.25,422700,57.54
"2012-09-18",58.22,58.22,57.45,57.96,399100,57.26
"2012-09-19",57.7,58.17,57.54,58.01,389000,57.31
"2012-09-20",57.51,58,57.34,57.99,465100,57.29
"2012-09-21",58.37,58.63,57.66,57.68,613600,56.98
"2012-09-24",57.28,57.65,56.89,56.96,458800,56.27
"2012-09-25",57.25,57.4,56.21,56.27,467800,55.59
"2012-09-26",56.16,56.23,55.51,55.57,554200,54.98
"2012-09-27",56.03,56.03,55.39,55.74,559700,55.15
"2012-09-28",55.2,55.48,54.42,55.38,1227300,54.8
"2012-10-01",55.48,56.52,55.48,56.33,748800,55.74
"2012-10-02",56.43,56.81,55.08,55.3,797700,54.72
"2012-10-03",55.28,55.32,54.66,55.1,939800,54.52
"2012-10-04",55.56,55.78,55.15,55.72,579800,55.13
"2012-10-05",56,56.66,55.95,56.21,342100,55.62
"2012-10-08",55.9,56.11,55.54,55.76,275800,55.17
"2012-10-09",55.86,56.07,54.87,54.92,384800,54.34
"2012-10-10",54.78,54.78,53.69,53.78,718000,53.21
"2012-10-11",54.27,54.47,53.98,53.98,402500,53.41
"2012-10-12",54.05,54.35,53.48,53.63,347900,53.06
"2012-10-15",53.69,54.37,53.5,54.34,415500,53.77
"2012-10-16",54.67,55.54,54.61,55.5,424900,54.91
"2012-10-17",55.5,56.25,55.42,56.19,421800,55.6
"2012-10-18",55.99,56.52,55.77,55.95,332400,55.36
"2012-10-19",55.73,55.97,54.96,55.13,396000,54.55
"2012-10-22",54.9,55.2,54.37,54.96,279000,54.38
"2012-10-23",53.74,54.38,53.59,54.16,582600,53.59
"2012-10-24",54.53,54.61,53.36,53.5,527400,52.94
"2012-10-25",53.88,54.11,53.44,53.58,368300,53.02
"2012-10-26",53.68,54.47,53.45,54.28,571600,53.71
"2012-10-31",54.12,54.67,51.89,53.52,1060000,52.96
"2012-11-01",53.47,54.71,53.27,54.67,1165900,54.09
"2012-11-02",54.94,55.14,54.08,54.12,614600,53.55
"2012-11-05",53.93,54.91,53.77,54.82,442900,54.24
"2012-11-06",54.8,55.06,54.49,54.63,489900,54.05
"2012-11-07",54.01,54.12,53.21,53.5,441900,52.94
"2012-11-08",53.5,53.67,52.37,52.84,598700,52.28
"2012-11-09",52.63,53.91,52.61,53.22,748200,52.66
"2012-11-12",53.32,53.41,52.79,52.81,362500,52.25
"2012-11-13",52.55,53.15,52.26,52.26,408800,51.71
"2012-11-14",52.27,52.61,51.27,51.4,610400,50.86
"2012-11-15",51.37,51.55,50.76,51.44,707700,50.9
"2012-11-16",51.34,52.14,51.12,51.64,755400,51.1
"2012-11-19",52.34,54.08,52.26,53.74,729100,53.17
"2012-11-20",53.55,54.53,53.53,54.14,685200,53.57
"2012-11-21",54.24,54.5,53.87,53.88,718600,53.31
"2012-11-23",54.22,54.98,54.22,54.8,376000,54.22
"2012-11-26",54.7,55.5,54.52,55.5,711700,54.91
"2012-11-27",55.31,55.89,55.22,55.46,616300,54.88
"2012-11-28",55.06,55.65,54.27,55.49,525000,54.9
"2012-11-29",55.78,55.95,55.25,55.5,485100,54.91
"2012-11-30",55.52,55.91,55.12,55.46,874400,54.88
"2012-12-03",55.8,55.95,53.83,53.89,703000,53.32
"2012-12-04",53.95,54.46,53.55,53.86,560800,53.29
"2012-12-05",53.89,54.22,53.15,53.98,845900,53.41
"2012-12-06",53.72,53.78,52.81,53.06,1032500,52.5
"2012-12-07",53.29,53.31,52.75,53.08,563200,52.52
"2012-12-10",53.11,53.86,52.72,53.74,1038100,53.17
"2012-12-11",53.91,54.22,53.77,54.21,850300,53.64
"2012-12-12",54.49,57.46,54.22,56.8,2646100,56.2
"2012-12-13",56.72,57.57,56.26,56.8,1685100,56.2
"2012-12-14",56.51,57.24,56.38,56.79,992000,56.19
"2012-12-17",57,57.35,56.61,57.33,817200,56.73
"2012-12-18",57.33,58.28,57.24,58.17,1058400,57.56
"2012-12-19",58.26,58.38,57.83,58.02,733600,57.41
"2012-12-20",57.94,58.7,57.53,58.59,1021700,57.97
"2012-12-21",57.98,58.32,57.83,58.01,1070400,57.4
"2012-12-24",57.99,58.75,57.75,58.58,303000,57.96
"2012-12-26",58.79,59.08,57.54,57.7,872300,57.09
"2012-12-27",57.8,58.34,57.35,57.94,935000,57.46
"2012-12-28",57.45,57.82,57.22,57.27,703200,56.8
"2012-12-31",57.17,58.53,57.12,58.52,743400,58.04
"2013-01-02",59.66,59.99,59.02,59.42,831700,58.93
"2013-01-03",59.48,59.83,58.69,58.91,570600,58.43
"2013-01-04",58.92,59.27,58.82,59.13,494700,58.64
"2013-01-07",59.04,59.98,58.8,59.95,600500,59.46
"2013-01-08",60.08,60.47,59.13,60.41,870900,59.91
"2013-01-09",60.64,61.83,60.5,61.6,967400,61.09
"2013-01-10",61.89,61.93,60.85,61.86,693400,61.35
"2013-01-11",61.93,61.93,61.07,61.4,756300,60.9
"2013-01-14",61.32,61.76,61.16,61.31,462500,60.81
"2013-01-15",61.12,61.62,60.98,61.16,551300,60.66
"2013-01-16",60.84,60.99,60.11,60.83,730400,60.33
"2013-01-17",61.01,61.15,60.55,60.83,586900,60.33
"2013-01-18",60.55,60.96,60,60.61,1155200,60.11
"2013-01-22",60.98,61.72,60.62,61.37,633200,60.87
"2013-01-23",61.1,61.39,60.74,60.88,659500,60.38
"2013-01-24",61.08,61.5,60.79,61.28,582000,60.78
"2013-01-25",61.63,61.88,61.06,61.87,693000,61.36
"2013-01-28",62.06,62.06,60.7,61.38,565400,60.88
"2013-01-29",61.2,61.83,61.03,61.79,351600,61.28
"2013-01-30",61.65,61.97,61.45,61.54,508300,61.03
"2013-01-31",61.28,61.7,61.03,61.47,453600,60.96
"2013-02-01",61.98,62.63,61.44,62.42,706800,61.91
"2013-02-04",62.22,62.34,61.8,62.12,598300,61.61
"2013-02-05",62.39,63.15,62.17,62.6,805300,62.09
"2013-02-06",62.29,62.69,61.54,61.85,924900,61.34
"2013-02-07",61.7,61.7,59.4,59.77,1647400,59.28
"2013-02-08",59.71,60.09,59.06,59.82,1126400,59.33
"2013-02-11",59.93,60.12,59.18,59.2,957000,58.71
"2013-02-12",59.6,59.6,58.01,58.13,1594300,57.65
"2013-02-13",58.25,59,58.25,58.81,1105000,58.33
"2013-02-14",58.59,59.08,58.25,59.01,922900,58.52
"2013-02-15",59.02,59.89,59,59.47,1188500,58.98
"2013-02-19",59.73,60.22,59.32,59.32,1228500,58.83
"2013-02-20",59.3,59.53,58.16,58.23,1419000,57.75
"2013-02-21",57.92,57.92,57,57.46,1519900,56.99
"2013-02-22",57.57,58.76,57.53,58.71,723200,58.23
"2013-02-25",58.94,59.18,57.51,57.51,1199800,57.04
"2013-02-26",57.79,58.72,57.66,58.52,905800,58.04
"2013-02-27",58.57,59.98,58.47,59.65,613200,59.16
"2013-02-28",59.68,60.67,59.62,60.26,1566500,59.76
"2013-03-01",59.97,60.21,59.14,59.9,978100,59.41
"2013-03-04",59.54,60.27,59.18,60.24,790100,59.74
"2013-03-05",60.45,61.01,60.17,60.74,851700,60.24
"2013-03-06",60.88,61.34,60.6,61.07,667800,60.57
"2013-03-07",61.06,61.48,60.79,60.89,633700,60.39
"2013-03-08",61.23,61.51,60.81,61.12,918400,60.62
"2013-03-11",61.17,61.51,60.87,61.39,709800,60.89
"2013-03-12",61.33,61.67,61.01,61.27,896900,60.77
"2013-03-13",61.32,61.32,60.65,61.15,577500,60.65
"2013-03-14",61.38,61.61,60.95,61.16,727400,60.66
"2013-03-15",60.86,61.19,59.93,60,2584800,59.51
"2013-03-18",59.53,60.03,59.32,59.51,940600,59.02
"2013-03-19",59.62,59.7,58.43,59.27,850400,58.78
"2013-03-20",59.52,59.79,58.93,59.16,645400,58.67
"2013-03-21",58.76,58.84,57.09,57.19,1372900,56.72
"2013-03-22",57.5,57.79,57.22,57.45,954400,56.98
"2013-03-25",57.5,57.61,56.54,56.65,979500,56.18
"2013-03-26",56.72,57.22,56.5,56.96,671500,56.63
"2013-03-27",56.5,56.72,56.26,56.56,863800,56.23
"2013-03-28",56.6,57.11,56.43,57.03,1160700,56.7
"2013-04-01",57.23,57.23,56.04,56.14,593400,55.81
"2013-04-02",56.41,56.68,56.06,56.4,973900,56.07
"2013-04-03",56.5,57,55.67,56.04,1680900,55.71
"2013-04-04",56.26,56.72,55.79,56.26,797100,55.93
"2013-04-05",55.48,55.71,55.18,55.45,1059600,55.13
"2013-04-08",56.09,57.11,55.86,57.05,1181500,56.72
"2013-04-09",57.19,57.6,56.76,57.15,588300,56.82
"2013-04-10",57.32,57.84,57.25,57.84,773400,57.5
"2013-04-11",57.82,58.86,57.81,58.69,835700,58.35
"2013-04-12",58.44,58.57,58.14,58.43,857000,58.09
"2013-04-15",57.95,58.18,56.39,56.39,1113700,56.06
"2013-04-16",56.8,58.24,56.73,58.21,1097900,57.87
"2013-04-17",57.72,58.26,57.31,57.81,1480900,57.47
"2013-04-18",57.87,58.56,57.47,57.68,1068800,57.34
"2013-04-19",57.91,58.38,57.69,57.88,867600,57.54
"2013-04-22",57.96,58.32,57.11,58.12,476100,57.78
"2013-04-23",58.33,59.25,57.97,59.19,656300,58.84
"2013-04-24",59.51,60.2,59.32,59.56,698100,59.21
"2013-04-25",59.94,60.85,59.73,60.67,596200,60.31
"2013-04-26",60.5,60.88,59.89,59.89,862400,59.54
"2013-04-29",60.34,60.87,59.74,60.67,506700,60.31
"2013-04-30",60.44,61.01,60.09,60.7,1244200,60.34
"2013-05-01",56.56,62,55.71,58.37,2002700,58.03
"2013-05-02",58.42,59.04,57.92,58.8,1318000,58.46
"2013-05-03",59.58,60.12,59.34,59.57,1295600,59.22
"2013-05-06",59.51,60.28,59.3,60.19,494600,59.84
"2013-05-07",60.17,60.8,59.8,60.65,960900,60.29
"2013-05-08",60.69,61.85,60.65,61.82,801200,61.46
"2013-05-09",61.82,61.82,61.11,61.52,440700,61.16
"2013-05-10",61.54,61.97,61.26,61.95,691500,61.59
"2013-05-13",61.67,61.83,60.45,60.7,801900,60.34
"2013-05-14",60.7,63.29,60.6,62.9,1520500,62.53
"2013-05-15",62.71,63.28,62.28,62.99,823800,62.62
"2013-05-16",62.77,62.89,61.93,62,629100,61.64
"2013-05-17",62.06,63.36,62.06,63.35,700500,62.98
"2013-05-20",63.19,63.3,62.73,63.2,764500,62.83
"2013-05-21",63.02,63.33,62.77,62.88,586000,62.51
"2013-05-22",62.88,63.39,62.67,62.9,1529900,62.53
"2013-05-23",62.3,64.15,62.01,63.5,1240500,63.13
"2013-05-24",63.11,63.55,62.84,63.51,772100,63.14
"2013-05-28",64.35,64.95,63.96,64.48,841300,64.1
"2013-05-29",63.94,64.31,63.39,63.8,858500,63.43
"2013-05-30",63.97,64.06,63.31,63.91,587200,63.54
"2013-05-31",63.54,63.87,62.71,62.71,703600,62.34
"2013-06-03",62.83,63,61.64,62.03,1042400,61.67
"2013-06-04",62.09,62.85,61.47,62.18,1182500,61.82
"2013-06-05",61.87,62.19,61.18,61.21,748500,60.85
"2013-06-06",61.23,61.53,60.66,61.26,862200,60.9
"2013-06-07",61.64,62.92,61.29,62.87,779400,62.5
"2013-06-10",63.17,63.42,62.19,62.82,467500,62.45
"2013-06-11",62.11,63.07,61.81,62.72,753600,62.35
"2013-06-12",63.29,63.35,61.86,62.17,539800,61.81
"2013-06-13",61.93,63.32,61.4,63.07,745100,62.7
"2013-06-14",63.07,63.43,62.21,62.57,570600,62.2
"2013-06-17",63.07,64.04,62.59,63.85,1092900,63.48
"2013-06-18",63.86,64.95,63.49,64.7,791300,64.32
"2013-06-19",64.78,64.96,64.02,64.12,615300,63.74
"2013-06-20",61.96,63.6,61.96,62.62,819400,62.25
"2013-06-21",63.25,63.46,61.88,62.58,1037600,62.21
"2013-06-24",62.02,62.32,61.09,61.72,697500,61.36
"2013-06-25",62.34,62.56,61.16,61.72,953800,61.36
"2013-06-26",62.19,62.45,61.5,62.18,719200,61.95
"2013-06-27",62.68,62.92,62.3,62.39,589200,62.16
"2013-06-28",62.23,62.43,61.03,61.06,1073100,60.84
"2013-07-01",61.56,62.53,61.49,61.61,459900,61.38
"2013-07-02",61.58,62.03,60.62,61.54,891900,61.31
"2013-07-03",61.56,62.27,61.44,61.7,665600,61.47
"2013-07-05",62.36,62.44,61.76,62.32,381900,62.09
"2013-07-08",61.39,61.8,60.57,61.23,2027100,61
"2013-07-09",61.65,62.03,61.38,61.93,1126100,61.7
"2013-07-10",61.62,62.42,61.18,62.31,799000,62.08
"2013-07-11",63.13,63.25,61.69,62.27,977400,62.04
"2013-07-12",62.32,62.36,61.5,62.12,864800,61.89
"2013-07-15",62.27,62.76,62.02,62.52,886400,62.29
"2013-07-16",62.69,62.7,61.15,61.58,643800,61.35
"2013-07-17",61.94,62.58,61.48,62.3,597800,62.07
"2013-07-18",62.31,63.15,62.22,63.1,855900,62.87
"2013-07-19",63.24,63.53,62.84,63.48,792300,63.25
"2013-07-22",63.47,63.99,63.18,63.25,413800,63.02
"2013-07-23",63.67,63.68,62.9,62.97,401800,62.74
"2013-07-24",62.97,63.59,62.77,63.55,651400,63.32
"2013-07-25",63.49,63.73,62.87,63.65,673500,63.42
"2013-07-26",63.4,63.75,63.16,63.44,580400,63.21
"2013-07-29",63.15,63.85,62.82,63.58,792500,63.35
"2013-07-30",63.5,65.58,61.64,65.5,2309700,65.26
"2013-07-31",65.5,66.72,65.22,66.16,1436700,65.92
"2013-08-01",66.58,66.99,66.25,66.86,919300,66.61
"2013-08-02",66.57,67.34,66.4,67.26,670900,67.01
"2013-08-05",67.02,67.46,66.24,66.35,749700,66.11
"2013-08-06",66.33,66.49,65.63,65.85,644800,65.61
"2013-08-07",65.35,66.03,65.21,65.23,833500,64.99
"2013-08-08",65.32,66.22,65.15,65.96,694700,65.72
"2013-08-09",64.6,66.34,64.6,65.68,722500,65.44
"2013-08-12",65.34,65.52,64.95,64.99,842500,64.75
"2013-08-13",65.38,66.49,65,66.12,811600,65.88
"2013-08-14",66.07,66.21,65.03,65.5,919100,65.26
"2013-08-15",65.03,65.39,64.52,65,916700,64.76
"2013-08-16",64.44,65.75,64.44,65.44,965400,65.2
"2013-08-19",65.14,65.39,64.51,64.99,664800,64.75
"2013-08-20",64.94,65.76,64.64,65.42,561300,65.18
"2013-08-21",65.34,65.88,65.27,65.51,986800,65.27
"2013-08-22",65.62,66.79,65.51,66.75,632700,66.5
"2013-08-23",66.75,66.92,66.27,66.57,526900,66.33
"2013-08-26",66.75,67.01,66.31,66.57,481000,66.33
"2013-08-27",66.45,67.46,66.01,66.96,1437600,66.71
"2013-08-28",66.74,66.9,66.02,66.28,875400,66.04
"2013-08-29",66.19,67.21,66.19,66.75,507200,66.5
"2013-08-30",66.65,67.1,66.36,66.61,872700,66.37
"2013-09-03",67.45,67.74,66.4,66.76,721200,66.51
"2013-09-04",66.61,67.67,66.5,67.35,633000,67.1
"2013-09-05",67.19,67.99,67.19,67.34,706900,67.09
"2013-09-06",67.46,68.2,66.94,67.8,745000,67.55
"2013-09-09",67.98,68.83,67.79,68.63,335800,68.38
"2013-09-10",69.04,69.68,68.82,69.28,442900,69.03
"2013-09-11",69.42,70.37,69.23,70.34,505700,70.08
"2013-09-12",70.16,70.8,69.96,70.23,540600,69.97
"2013-09-13",70.42,70.72,70.1,70.17,624300,69.91
"2013-09-16",70.97,71,70.1,70.36,516200,70.1
"2013-09-17",70.36,70.77,70.26,70.59,507100,70.33
"2013-09-18",70.5,71.27,70.13,71.25,635600,70.99
"2013-09-19",71.4,72.13,71.37,71.83,391400,71.57
"2013-09-20",71.81,72.35,71.25,71.36,761200,71.1
"2013-09-23",71.34,71.67,70.81,71.12,598800,70.86
"2013-09-24",71.02,71.71,71.02,71.42,543300,71.16
"2013-09-25",71.5,71.88,71.1,71.48,512900,71.22
"2013-09-26",71.53,71.95,71.1,71.64,505300,71.51
"2013-09-27",71.2,71.67,71.06,71.52,560200,71.39
"2013-09-30",70.83,71.92,70.8,71.72,649300,71.59
"2013-10-01",71.63,72.11,71.07,71.35,791000,71.22
"2013-10-02",70.93,71.76,70.61,71.59,964500,71.46
"2013-10-03",71.31,71.48,70.71,70.85,855400,70.72
"2013-10-04",70.85,72.22,70.72,72.12,600500,71.99
"2013-10-07",71.49,71.78,71.08,71.22,412700,71.09
"2013-10-08",71.13,71.41,70.48,70.61,683800,70.48
"2013-10-09",70.71,70.87,70.01,70.41,468700,70.28
"2013-10-10",71.28,72.02,71.08,71.69,626900,71.56
"2013-10-11",71.57,72.28,71.3,72.24,550700,72.11
"2013-10-14",71.76,72.37,71.65,72.18,426800,72.05
"2013-10-15",72,72.3,71.54,71.75,354400,71.62
"2013-10-16",72.37,72.94,72.17,72.59,627600,72.46
"2013-10-17",72.42,73.47,72.26,73.4,497100,73.27
"2013-10-18",73.56,73.62,73.13,73.41,593200,73.28
"2013-10-21",73.33,73.75,72.93,73.19,433700,73.06
"2013-10-22",73.37,74.56,73.37,74.51,632900,74.38
"2013-10-23",74.32,74.49,73.57,74.14,364200,74.01
"2013-10-24",74.11,74.57,73.75,74.39,340100,74.26
"2013-10-25",74.39,74.39,73.39,74.34,601400,74.21
"2013-10-28",74.18,74.42,73.5,73.52,645500,73.39
"2013-10-29",73.39,73.39,71.18,73.25,1749800,73.12
"2013-10-30",72.81,73.93,72.73,73.03,952000,72.9
"2013-10-31",73.06,73.79,72.72,72.76,747900,72.63
"2013-11-01",72.79,73.17,71.91,72.82,574000,72.69
"2013-11-04",72.79,73.38,72.18,72.85,790500,72.72
"2013-11-05",72.66,72.95,72.17,72.84,577200,72.71
"2013-11-06",72.98,73.37,72.77,73.04,412100,72.91
"2013-11-07",73.07,73.38,71.99,72.16,898000,72.03
"2013-11-08",72.15,73.43,71.79,73.42,689600,73.29
"2013-11-11",73.36,73.52,72.93,73,314300,72.87
"2013-11-12",72.63,72.95,72.34,72.57,544700,72.44
"2013-11-13",72.37,73.56,72.29,73.54,532400,73.41
"2013-11-14",73.75,74.06,73.47,73.84,396000,73.71
"2013-11-15",73.91,75.12,73.91,75.1,579400,74.97
"2013-11-18",75.09,75.33,73.66,73.85,653500,73.72
"2013-11-19",73.83,74.01,73.33,73.51,510200,73.38
"2013-11-20",73.55,73.76,72.54,72.65,437400,72.52
"2013-11-21",72.92,73.08,72.65,72.78,553300,72.65
"2013-11-22",72.9,73.34,72.74,72.92,1067700,72.79
"2013-11-25",73.03,73.14,72.15,72.39,604200,72.26
"2013-11-26",72.49,72.98,72.45,72.63,551800,72.5
"2013-11-27",72.6,73.31,72.47,72.99,667800,72.86
"2013-11-29",73.01,73.41,72.77,72.86,262500,72.73
"2013-12-02",72.89,73.45,72.7,72.81,551100,72.68
"2013-12-03",72.29,72.82,71.72,72.4,798000,72.27
