"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2007-03-20",75,75.92,74.75,75.63,1044400,17.85
"2007-03-21",75.58,77.05,75.02,76.94,1189200,18.16
"2007-03-22",77.15,77.71,76.5,77.65,1338000,18.33
"2007-03-23",77.65,78,77.17,77.98,896800,18.4
"2007-03-26",77.98,77.98,76.27,77.46,883200,18.28
"2007-03-27",77.4,77.44,75.95,76.32,866800,18.01
"2007-03-28",76.01,76.05,75.14,75.41,564000,17.84
"2007-03-29",75.85,75.88,74.75,75.1,1044400,17.77
"2007-03-30",75.15,76,75,75.43,497200,17.84
"2007-04-02",75.68,75.75,74.61,75.34,532400,17.82
"2007-04-03",75.61,75.9,75.1,75.45,653200,17.85
"2007-04-04",75.46,75.7,75,75.3,512000,17.81
"2007-04-05",75.21,75.42,74.96,75.15,438800,17.78
"2007-04-09",75.5,75.56,74.86,74.86,705200,17.71
"2007-04-10",74.75,75,74.09,74.23,1177600,17.56
"2007-04-11",74.21,74.39,73.35,73.87,846400,17.48
"2007-04-12",73.8,74.49,72.95,74.49,1165600,17.62
"2007-04-13",74.49,75.27,74.48,74.82,451600,17.7
"2007-04-16",75.2,76.5,75.2,76.43,674800,18.08
"2007-04-17",76.5,76.76,76.04,76.11,962800,18.01
"2007-04-18",76.12,76.47,75.74,76.31,603600,18.05
"2007-04-19",75.9,76.07,75.52,75.96,644800,17.97
"2007-04-20",76.47,76.5,75.86,76.37,599600,18.07
"2007-04-23",76.38,76.99,76.18,76.3,622000,18.05
"2007-04-24",76.55,76.84,75.93,76.48,1138400,18.09
"2007-04-25",76.86,77.47,76.36,77.31,1394400,18.29
"2007-04-26",77.32,77.5,77.1,77.25,778000,18.27
"2007-04-27",77.13,77.5,76.98,77.17,768400,18.26
"2007-04-30",77.42,77.5,76.76,76.93,1229200,18.2
"2007-05-01",80,83.78,80,81.53,5464800,19.29
"2007-05-02",81.93,83.67,81.59,82.79,2451600,19.59
"2007-05-03",82.78,83.22,82.67,83.01,1097200,19.64
"2007-05-04",83,83.46,82.81,83.08,1010800,19.65
"2007-05-07",82.75,83.85,82.75,83.66,1601200,19.79
"2007-05-08",83.2,84.15,82.93,84.07,1316800,19.89
"2007-05-09",83.9,84.9,83.69,84.83,1002000,20.07
"2007-05-10",84.7,85.38,84.03,85.13,1964400,20.14
"2007-05-11",85.14,86.24,84.52,84.95,924400,20.1
"2007-05-14",84.7,85.36,83.59,83.89,1440400,19.85
"2007-05-15",83.74,84.59,83.25,83.39,1222400,19.73
"2007-05-16",83.59,84.33,83.52,84.33,892800,19.95
"2007-05-17",84.2,85.39,83.54,84.62,986000,20.02
"2007-05-18",84.77,85.5,84.37,85.04,767600,20.12
"2007-05-21",85,86.18,85,85.89,867200,20.32
"2007-05-22",85.89,86.04,84.92,85.01,671600,20.11
"2007-05-23",84.92,85.25,84.36,84.45,561200,19.98
"2007-05-24",84,84.66,82.71,82.86,1821200,19.6
"2007-05-25",83.1,84.12,82.83,83.81,809200,19.83
"2007-05-29",84.6,84.94,83.78,84.3,853200,19.94
"2007-05-30",83.5,84.4,82.82,84.4,1162800,19.97
"2007-05-31",84.65,84.93,83.4,83.66,1047600,19.79
"2007-06-01",83.8,85.02,83.8,84.96,1121600,20.1
"2007-06-04",84.91,86,84.76,86,818000,20.34
"2007-06-05",85.5,86.96,84.77,86.56,2730800,20.48
"2007-06-06",86.5,86.5,84.5,84.74,1287200,20.05
"2007-06-07",84.6,84.85,83.49,83.5,1185600,19.75
"2007-06-08",83.49,85,82.95,84.93,1120000,20.09
"2007-06-11",85.98,86,84.75,85.04,1106800,20.12
"2007-06-12",85.01,85.12,83.49,83.53,1100000,19.76
"2007-06-13",83.78,85.74,83.47,85.52,994800,20.23
"2007-06-14",85.77,87,85.59,85.95,1301600,20.33
"2007-06-15",86.9,87.52,86.15,86.15,981200,20.38
"2007-06-18",86.28,87.16,85.76,87.07,972800,20.6
"2007-06-19",86.9,87.25,86.17,86.85,954800,20.55
"2007-06-20",86.95,87.57,86.02,86.15,965600,20.38
"2007-06-21",86.03,86.68,85.02,86.09,957200,20.37
"2007-06-22",85.84,85.85,84.99,85.01,1372400,20.11
"2007-06-25",85.5,88.99,85.5,88.5,2134000,20.94
"2007-06-26",88.95,89.93,88.23,88.87,1995600,21.02
"2007-06-27",88.17,88.64,87.13,88.46,985600,20.98
"2007-06-28",88.55,89.06,88.17,88.26,712000,20.93
"2007-06-29",88.26,89.75,88.26,89.39,986800,21.2
"2007-07-02",89.73,90.2,89.48,90.03,1193600,21.35
"2007-07-03",90.03,90.41,89.58,89.9,509200,21.32
"2007-07-05",89.9,90.78,89.9,90.42,526400,21.44
"2007-07-06",90.1,90.86,89.53,90.8,1018800,21.53
"2007-07-09",90.81,91.17,90.55,91.09,791600,21.6
"2007-07-10",90.6,90.79,90.21,90.29,990000,21.41
"2007-07-11",90.28,90.74,89.7,90.51,564800,21.46
"2007-07-12",90.7,91.69,90.61,91.69,584800,21.74
"2007-07-13",91.78,92,91.45,91.84,873600,21.78
"2007-07-16",91.84,91.99,91.23,91.89,604800,21.79
"2007-07-17",92.27,93.66,91.8,93.42,1158000,22.15
"2007-07-18",93.14,93.5,92.07,93.46,819200,22.16
"2007-07-19",93.98,94.5,93.5,94.33,1018400,22.37
"2007-07-20",94.18,94.18,91.95,92.5,1110400,21.93
"2007-07-23",92.55,93.14,91.96,91.98,787600,21.81
"2007-07-24",91.63,93.35,91.03,91.25,952800,21.64
"2007-07-25",92,92.38,88.98,91.12,1342800,21.61
"2007-07-26",88.15,89.28,86,88.5,2608400,20.99
"2007-07-27",88.75,90,87.64,87.71,2206400,20.8
"2007-07-30",87.82,89.69,87.76,89.1,1928800,21.13
"2007-07-31",89.95,90.84,89.13,89.13,1741600,21.14
"2007-08-01",89.05,89.94,87.9,89.58,1364800,21.24
"2007-08-02",90,90.87,89.58,90.64,1346000,21.49
"2007-08-03",90.83,90.83,89.01,89.21,1060000,21.15
"2007-08-06",89.3,90.15,87.96,90.11,1275600,21.37
"2007-08-07",89.5,89.7,88,89.14,1172000,21.14
"2007-08-08",89.9,90.25,87.98,88.65,1506800,21.02
"2007-08-09",88,89.22,84,84.16,2379600,19.96
"2007-08-10",84,85.7,83.13,84.93,2172000,20.14
"2007-08-13",85.37,90.75,85.11,89.74,2212000,21.28
"2007-08-14",89.85,89.87,88.07,88.35,708000,20.95
"2007-08-15",88.35,89.5,86,86.5,1518400,20.51
"2007-08-16",86.04,86.26,83.22,86,1922800,20.39
"2007-08-17",87,88,84.64,87,1381600,20.63
"2007-08-20",88,88.25,87,87.63,1130800,20.78
"2007-08-21",87.29,87.78,86.3,86.68,966000,20.55
"2007-08-22",87.13,88.03,86.87,87.25,1434800,20.69
"2007-08-23",87.1,88.52,87.1,87.92,824800,20.85
"2007-08-24",87.48,88.01,87.39,87.85,904400,20.83
"2007-08-27",87.85,89.22,87.61,88.27,778400,20.93
"2007-08-28",87.99,88.32,86.53,86.53,613200,20.52
"2007-08-29",86.89,88.65,86.58,88.47,709600,20.98
"2007-08-30",87.9,89,87.57,88.13,591600,20.9
"2007-08-31",89,90.16,88.68,90,1165200,21.34
"2007-09-04",90.43,92,89.94,91.79,1130400,21.77
"2007-09-05",91.53,92,90.62,91.36,737200,21.66
"2007-09-06",91.5,91.85,90.71,91.71,569600,21.75
"2007-09-07",90.75,91.65,89.32,89.89,649200,21.32
"2007-09-10",90.12,90.97,89.29,89.75,641200,21.28
"2007-09-11",90.05,90.82,89.06,89.66,968000,21.26
"2007-09-12",89.59,92.88,89.46,92.08,1283200,21.83
"2007-09-13",92.8,94.09,92.41,93.57,1616800,22.19
"2007-09-14",46.67,47.19,46.22,47.04,884000,22.31
"2007-09-17",47.07,47.48,46.76,47.26,931400,22.41
"2007-09-18",47.4,49.93,47.11,49.4,3198400,23.43
"2007-09-19",50,51.39,49.83,50.58,1686000,23.99
"2007-09-20",50.61,51.17,50.25,50.84,847800,24.11
"2007-09-21",51.38,51.66,50.73,50.91,1413600,24.14
"2007-09-24",51.09,51.29,49.96,50.18,945000,23.8
"2007-09-25",49.8,50.79,49.8,50.29,792200,23.85
"2007-09-26",50.51,51.75,49.94,51.55,1392600,24.5
"2007-09-27",51.83,52.21,51.65,52.09,862600,24.76
"2007-09-28",52.05,52.45,51.91,52.02,1223000,24.72
"2007-10-01",51.9,52.58,51.7,52.39,767400,24.9
"2007-10-02",52.46,52.54,51.81,52.07,947800,24.75
"2007-10-03",51.83,52.63,51.67,52.45,838200,24.93
"2007-10-04",52.62,52.93,52.25,52.56,576200,24.98
"2007-10-05",53,54.18,52.32,52.45,1710000,24.93
"2007-10-08",52.47,52.83,52,52.17,426400,24.79
"2007-10-09",52.4,53,52.1,52.79,841800,25.09
"2007-10-10",52.59,52.72,52.13,52.4,592800,24.9
"2007-10-11",52.62,53,51.85,52.3,782000,24.86
"2007-10-12",52.72,52.91,52.27,52.91,1007800,25.15
"2007-10-15",53,53.4,52.32,52.82,1058000,25.1
"2007-10-16",52.48,53.39,52,52.72,1397800,25.05
"2007-10-17",53,53,52.05,52.83,1273800,25.11
"2007-10-18",52.81,53.5,52.65,53.26,743600,25.31
"2007-10-19",53.15,53.31,52.52,52.55,1571800,24.97
"2007-10-22",52,52.82,51.21,52.38,2095800,24.89
"2007-10-23",52.87,53.81,52.5,52.97,1324800,25.17
"2007-10-24",53.05,53.38,52.36,53.29,1622600,25.33
"2007-10-25",53.42,53.47,52.18,53.05,1500400,25.21
"2007-10-26",53.89,53.95,52.45,53.81,1464000,25.57
"2007-10-29",56.99,56.99,54.9,55.91,2911800,26.57
"2007-10-30",55.75,57.36,55.51,56.64,2066600,26.92
"2007-10-31",57.18,57.5,55.5,57.5,2371200,27.33
"2007-11-01",54.88,56.34,54,55.63,3801200,26.44
"2007-11-02",56,57,54.75,56.95,2348400,27.07
"2007-11-05",56.82,57.27,56,56.8,1596400,26.99
"2007-11-06",56.8,59,56.47,58.85,1637800,27.97
"2007-11-07",58.69,58.97,56.81,56.84,1685600,27.01
"2007-11-08",57.33,57.4,56,56.97,2075400,27.07
"2007-11-09",56.24,56.49,55.08,55.14,1712800,26.21
"2007-11-12",54.99,55.53,53.2,53.32,1983400,25.34
"2007-11-13",53.23,53.83,52.5,53.2,2634200,25.28
"2007-11-14",53.38,54,53.06,53.14,985000,25.25
"2007-11-15",52.78,52.99,51.78,52.14,1252800,24.78
"2007-11-16",52.42,52.56,51.57,52.12,1432000,24.77
"2007-11-19",51.84,52.07,51.36,51.61,1633600,24.53
"2007-11-20",51.83,52.47,51.32,51.99,1519800,24.71
"2007-11-21",51.5,51.8,51.05,51.07,1075400,24.27
"2007-11-23",51.09,52.25,51.09,52.16,316200,24.79
"2007-11-26",52.08,52.41,50.9,50.9,834600,24.19
"2007-11-27",51.24,51.96,50.77,51.43,1280000,24.44
"2007-11-28",51.72,54,51.6,53.89,939400,25.61
"2007-11-29",53.91,54.67,53.9,54.43,1067200,25.87
"2007-11-30",54.89,54.99,53.85,54.72,913400,26.01
"2007-12-03",54.87,55.5,54.3,55.36,1184000,26.31
"2007-12-04",54.99,55.81,54.71,55.36,687000,26.31
"2007-12-05",55.84,55.84,54.21,54.52,849600,25.91
"2007-12-06",54.34,55.23,54.09,55.1,1104200,26.19
"2007-12-07",55.3,55.4,54.33,54.63,1052000,25.96
"2007-12-10",54.89,55.19,54.02,54.42,1479200,25.86
"2007-12-11",54.44,54.55,52.18,52.33,1903800,24.87
"2007-12-12",53.42,53.42,52.29,52.93,1726200,25.15
"2007-12-13",52.58,53.78,52.58,53.77,1023400,25.55
"2007-12-14",53.08,53.96,53.08,53.61,1230600,25.48
"2007-12-17",53.25,53.99,53.19,53.34,1320400,25.35
"2007-12-18",53.73,54.17,53.12,53.95,1033400,25.64
"2007-12-19",53.73,54.12,53.23,53.77,1067000,25.55
"2007-12-20",54.06,54.89,53.63,54.82,1120800,26.05
"2007-12-21",55.72,55.72,54.35,54.35,1806200,25.83
"2007-12-24",54.16,55.12,54.16,54.96,713000,26.12
"2007-12-26",54.91,55.5,54.76,55.43,740800,26.34
"2007-12-27",55.59,55.67,54.5,54.61,564800,26
"2007-12-28",55,55.19,54.52,54.98,589400,26.18
"2007-12-31",54.78,55.36,54.5,54.55,697800,25.97
"2008-01-02",54.4,54.4,53.12,53.95,1505000,25.69
"2008-01-03",54.15,55.37,53.7,54.76,1893800,26.07
"2008-01-04",54.15,54.48,53,53.22,1131400,25.34
"2008-01-07",53.35,53.78,52.35,52.83,1525800,25.15
"2008-01-08",53.13,54.23,52.46,52.54,2023600,25.02
"2008-01-09",52.59,53.38,51,52.15,2007200,24.83
"2008-01-10",51.88,52.69,51.28,52.21,955800,24.86
"2008-01-11",52.04,52.8,51.71,52.06,852800,24.79
"2008-01-14",52.66,53.6,52.16,53.41,1292600,25.43
"2008-01-15",52.6,52.91,52,52.29,1711000,24.9
"2008-01-16",52.19,53.48,52.1,52.8,3123400,25.14
"2008-01-17",53.11,54.79,51.5,51.85,2905000,24.69
"2008-01-18",52.05,52.52,49.5,49.96,2276800,23.79
"2008-01-22",48,49.5,47.59,48.98,2537400,23.32
"2008-01-23",47.69,48.61,46.36,48.46,2230400,23.07
"2008-01-24",49,50.56,48.95,50.42,1925200,24.01
"2008-01-25",50.68,51.7,50.04,50.51,1072200,24.05
"2008-01-28",50.43,51.48,50.16,51.41,1233400,24.48
"2008-01-29",51.5,52,51.19,51.46,867800,24.5
"2008-01-30",51.26,52.5,51,51.04,1064800,24.3
"2008-01-31",50.71,53.35,50.71,53.16,1441600,25.31
"2008-02-01",53.45,53.83,52.68,53.41,1182400,25.43
"2008-02-04",53.41,54,52.93,53.1,789200,25.28
"2008-02-05",52.25,52.75,51.38,51.58,1070200,24.56
"2008-02-06",51.51,52.5,51.5,51.92,1080000,24.72
"2008-02-07",51.92,52.32,50.04,50.25,2569200,23.93
"2008-02-08",50.02,50.67,49.03,49.89,1913600,23.76
"2008-02-11",49.39,51.89,49.39,51.6,1547400,24.57
"2008-02-12",52,52.89,51.62,52.38,1899400,24.94
"2008-02-13",52.88,54,52.81,53.54,1697200,25.49
"2008-02-14",54.64,55.35,54.63,54.89,2546600,26.14
"2008-02-15",54.71,55.48,53.75,55.31,1730000,26.34
"2008-02-19",56.17,56.45,55.32,55.56,1921600,26.45
"2008-02-20",55.2,56.43,54.59,56.15,1389800,26.74
"2008-02-21",56.58,56.58,55.67,55.75,1227800,26.55
"2008-02-22",56.14,56.53,55.89,56.45,1861600,26.88
"2008-02-25",56.99,58.41,56.3,58.38,2240200,27.8
"2008-02-26",58.29,59.86,57.81,59.36,2649600,28.26
"2008-02-27",58.99,59.5,58.37,59.18,1649400,28.18
"2008-02-28",58.99,59.74,58.54,59.41,1338400,28.29
"2008-02-29",58.73,59.31,56.04,56.61,2362200,26.95
"2008-03-03",56.5,57.47,56.15,57.47,1392600,27.36
"2008-03-04",56.99,57.71,56.33,57.17,1589000,27.22
"2008-03-05",57.75,58.5,57.31,58.27,1636400,27.75
"2008-03-06",58.07,58.42,56.85,56.98,1198000,27.13
"2008-03-07",56.59,56.86,54.17,54.21,1854000,25.81
"2008-03-10",54.18,54.3,52.5,52.5,2166800,25
"2008-03-11",53.82,55.08,53.46,55.04,1851800,26.21
"2008-03-12",55.61,56.87,55.05,56.04,1688200,26.68
"2008-03-13",55.55,57.27,55.07,57.05,1277200,27.16
"2008-03-14",57.4,57.95,55.39,56.2,944000,26.76
"2008-03-17",55.11,55.81,54.37,55.04,1651800,26.21
"2008-03-18",55.85,56.72,55.03,56.69,1111200,26.99
"2008-03-19",56.99,56.99,54.1,54.1,1499400,25.76
"2008-03-20",54.3,55.15,52.87,54.79,1876400,26.09
"2008-03-24",55,57.17,55,56.51,1305200,26.91
"2008-03-25",56.9,58.14,56.7,57.75,1423000,27.5
"2008-03-26",57.62,58.04,56.87,57.41,1139800,27.34
"2008-03-27",57.25,57.59,55.59,55.77,959600,26.6
"2008-03-28",55.72,56.46,55.57,55.83,1376000,26.63
"2008-03-31",55.97,56.36,54.7,55.49,1843600,26.47
"2008-04-01",55.43,57.32,54.73,57.19,1314600,27.28
"2008-04-02",57.09,58,56.9,57.93,2078200,27.63
"2008-04-03",57.5,58.52,57.4,58.2,1604400,27.76
"2008-04-04",58.33,59.25,58.16,58.77,1378000,28.03
"2008-04-07",59.25,61.27,59.03,60.43,3133400,28.83
"2008-04-08",60.42,60.68,59.8,60.65,1337000,28.93
"2008-04-09",60.83,61.4,59.38,59.89,1426600,28.57
"2008-04-10",59.77,60.57,59.34,60.36,1452600,28.79
"2008-04-11",59.84,60.22,59.13,59.93,1740600,28.59
"2008-04-14",60,61.15,59.84,60.57,1881600,28.89
"2008-04-15",60.9,61.5,60.41,60.91,1741200,29.06
"2008-04-16",61.49,63.11,61.29,62.98,2464600,30.04
"2008-04-17",62.7,63.17,62.16,63.04,1157200,30.07
"2008-04-18",63.5,63.64,62.72,63.5,1869800,30.29
"2008-04-21",63.05,63.9,62.78,63.86,1159200,30.46
"2008-04-22",63.74,64,63.04,63.39,1306600,30.24
"2008-04-23",64.22,64.22,62.74,63.07,1541000,30.09
"2008-04-24",63.54,64.5,61,62.78,2321400,29.95
"2008-04-25",62.47,64.1,62.15,63.96,1318200,30.51
"2008-04-28",64,64.46,63.27,63.64,1222400,30.36
"2008-04-29",63.45,64.15,61.91,62.03,1044400,29.59
"2008-04-30",61.63,63.33,61.63,62.78,1167000,29.95
"2008-05-01",62.8,62.8,61.53,61.85,2500000,29.5
"2008-05-02",62.44,62.6,61.71,62.21,898800,29.68
"2008-05-05",61.61,62.82,61.57,62.67,1379400,29.89
"2008-05-06",62.2,63.55,62.02,63.46,1441200,30.27
"2008-05-07",63.64,64.32,63.23,63.96,1731400,30.51
"2008-05-08",64.27,65.03,63.43,65.03,1829600,31.02
"2008-05-09",64.74,67.41,64.74,67.22,3951000,32.07
"2008-05-12",67.49,67.98,66.48,67.86,1479200,32.37
"2008-05-13",67.84,68.1,67.1,67.7,1590200,32.29
"2008-05-14",68,69.46,67.55,68.55,1780000,32.7
"2008-05-15",70.16,70.49,69.2,69.79,2103400,33.29
"2008-05-16",70.17,70.19,68.93,69.66,1141800,33.23
"2008-05-19",69.83,70,68.62,68.92,1279800,32.88
"2008-05-20",68.6,69,68.1,68.92,1112200,32.88
"2008-05-21",69.17,69.82,68.99,69.24,1629400,33.03
"2008-05-22",69.24,69.71,68.86,69.35,1067200,33.08
"2008-05-23",69.27,69.38,68.15,69.06,832800,32.94
"2008-05-27",69.08,69.08,67.95,68.74,998800,32.79
"2008-05-28",69.1,71.29,68.59,71.17,1492800,33.95
"2008-05-29",71.13,72.57,70.54,72.03,1755600,34.36
"2008-05-30",72.57,74.01,72.39,73.98,4213400,35.29
"2008-06-02",73.94,74.27,72.85,73.48,1429000,35.05
"2008-06-03",73.83,76,73.51,75.41,2340600,35.97
"2008-06-04",75.29,75.62,74.14,74.32,1580400,35.45
"2008-06-05",75.22,75.81,73.67,75.81,2080800,36.16
"2008-06-06",75.49,76.5,74.83,75.03,919200,35.79
"2008-06-09",75.56,76.05,74.67,75.52,943600,36.02
"2008-06-10",75,75,73.74,74.73,1227800,35.65
"2008-06-11",74.83,76.25,74.83,75.05,1186200,35.8
"2008-06-12",73.11,74.5,69.44,74.01,2598200,35.3
"2008-06-13",74.39,76.9,74.21,76.78,1521800,36.63
"2008-06-16",76.76,79.89,76.42,78.65,2152000,37.52
"2008-06-17",79.05,80.23,79.05,79.66,1397200,38
"2008-06-18",79.5,80.22,78.57,78.93,861600,37.65
"2008-06-19",79.13,79.9,78.06,78.22,1526600,37.31
"2008-06-20",77.85,78.84,77.22,78.51,1781200,37.45
"2008-06-23",79.03,79.21,78,78.93,1008000,37.65
"2008-06-24",78.34,79.49,77.01,78.77,1869000,37.57
"2008-06-25",78.87,79.8,77.78,78.88,1570800,37.63
"2008-06-26",78.27,78.27,75.26,75.35,1717000,36
"2008-06-27",74.92,77,74.92,76.76,1979600,36.67
"2008-06-30",76.8,78.7,76.74,77.44,1397200,37
"2008-07-01",76.76,77.52,74.55,76.79,2349600,36.69
"2008-07-02",76.67,77.82,72.44,72.44,1881400,34.61
"2008-07-03",72.31,72.44,67.6,69.48,2335200,33.2
"2008-07-07",69.49,71.08,68.69,69.53,2431400,33.22
"2008-07-08",69.35,69.85,67.34,68.81,2464400,32.88
"2008-07-09",69.01,70.59,68.67,69.12,1165000,33.02
"2008-07-10",69.78,70.94,68.54,69.44,1602000,33.18
"2008-07-11",68.79,70.21,67.87,69.45,1321000,33.18
"2008-07-14",70.07,70.27,68.03,68.29,1358600,32.63
"2008-07-15",67.79,69.47,67.05,68.74,1900200,32.84
"2008-07-16",68.84,71.53,67.65,71.53,3125200,34.18
"2008-07-17",71.39,73.15,71,71.32,2298400,34.08
"2008-07-18",71.52,72.43,71.06,71.18,855400,34.01
"2008-07-21",71.55,72.45,71.02,72.39,849800,34.59
"2008-07-22",72.09,72.21,69.82,70.14,1642200,33.51
"2008-07-23",69.96,69.96,68.06,68.42,2477400,32.69
"2008-07-24",68.5,69.77,66.77,66.87,1988800,31.95
"2008-07-25",67.38,67.55,64.69,65.56,2746200,31.32
"2008-07-28",65.53,67.07,65.38,65.71,1277200,31.39
"2008-07-29",65.59,67.17,64.21,65.15,2105000,31.13
"2008-07-30",70.3,75.93,68.95,73.4,7451000,35.07
"2008-07-31",73.91,76.56,72.15,74.37,4947000,35.53
"2008-08-01",74.65,75.72,74.04,74.19,1743400,35.45
"2008-08-04",74,75.33,69.93,70.63,3287800,33.75
"2008-08-05",70.63,71.08,68.94,70.97,2423200,33.91
"2008-08-06",70.72,72.43,70.22,71.79,986200,34.3
"2008-08-07",71.54,71.71,70.3,70.56,877000,33.71
"2008-08-08",70.4,71.75,69.61,71.15,1091600,33.99
"2008-08-11",71.08,72.72,70.61,72.2,1911200,34.5
"2008-08-12",72.63,73.32,71.91,72.27,1344200,34.53
"2008-08-13",72.27,74.98,71.57,74.77,1503800,35.72
"2008-08-14",74.29,75.81,74.29,74.99,1657600,35.83
"2008-08-15",75.05,75.3,72.74,73.64,1086200,35.18
"2008-08-18",73.99,74.87,73.39,73.79,791600,35.26
"2008-08-19",73.39,74.03,73.09,73.42,932600,35.08
"2008-08-20",73.79,74.42,72.63,73.48,1494000,35.11
"2008-08-21",73.03,73.67,71.49,72.93,1453200,34.84
"2008-08-22",73.33,74.21,73.13,73.6,998000,35.16
"2008-08-25",73.37,73.37,71.41,72.14,637200,34.47
"2008-08-26",71.87,72.58,70.27,71.75,2100000,34.28
"2008-08-27",71.75,73.55,71.75,73.24,1458600,34.99
"2008-08-28",73.71,74.66,73.27,74.66,993200,35.67
"2008-08-29",74.24,75.31,73.48,73.54,1050200,35.14
"2008-09-02",73.63,74.36,72.36,72.73,1567600,34.75
"2008-09-03",72.83,73.98,70.72,72.13,1697600,34.46
"2008-09-04",71.78,72.48,67.48,67.61,3423400,32.3
"2008-09-05",67.03,67.93,65.74,67.5,2716600,32.25
"2008-09-08",68.67,71.78,66.97,68.09,2330400,32.53
"2008-09-09",67.47,67.47,62.77,62.77,3464000,29.99
"2008-09-10",63.02,65.78,62,64.83,4405600,30.97
"2008-09-11",64.21,66.25,62.39,66.25,2161800,31.65
"2008-09-12",65.33,68.75,65.21,68.42,1540000,32.69
"2008-09-15",65.59,68.5,64.73,64.93,2005000,31.02
"2008-09-16",63.24,63.94,59,63.72,5065000,30.44
"2008-09-17",62.83,63.19,59.49,59.49,3266800,28.42
"2008-09-18",60.19,61.79,56.78,60.36,4086400,28.84
"2008-09-19",62.51,69,60.4,63.63,2456600,30.4
"2008-09-22",63.39,64,61.49,61.89,1346400,29.57
"2008-09-23",63,63,60.03,60.6,1459200,28.95
"2008-09-24",61.34,61.34,59.82,60.36,1410600,28.84
"2008-09-25",60.44,61.69,59.33,61.05,2813800,29.17
"2008-09-26",59.9,60.04,56.65,57.75,2171000,27.65
"2008-09-29",56.6,56.83,49.19,49.86,3508200,23.87
"2008-09-30",50.8,52.47,49.33,51.39,4063200,24.6
"2008-10-01",50.76,51.71,50.31,50.96,2449200,24.4
"2008-10-02",48.41,48.85,39.22,40.34,7071800,19.31
"2008-10-03",40.94,48.65,40.94,45.5,5577000,21.78
"2008-10-06",43.81,44.62,39.52,43.26,5855800,20.71
"2008-10-07",43.76,44.45,35.72,36.39,6512800,17.42
"2008-10-08",35.35,38.16,34.42,36.14,5572000,17.3
"2008-10-09",36.85,38.75,32.36,32.73,4561600,15.67
"2008-10-10",31.26,36.02,30,32.87,4723400,15.74
"2008-10-13",34.32,40.28,34.29,40.28,3442200,19.28
"2008-10-14",41.93,42.65,38.22,39.99,6067200,19.15
"2008-10-15",37.96,39.9,33.3,33.3,3454400,15.94
"2008-10-16",33.57,37.22,32.49,37.22,4875600,17.82
"2008-10-17",36.15,38.89,34.18,36.3,4262200,17.38
"2008-10-20",36.69,39.2,35.44,38.97,4614000,18.66
"2008-10-21",39.65,39.65,36.29,36.51,3702000,17.48
"2008-10-22",35.29,36.13,31.36,32.46,4317200,15.54
"2008-10-23",32.93,34.62,29.31,32.25,5867200,15.44
"2008-10-24",28.63,32.23,28.53,30.75,3033800,14.72
"2008-10-27",29.91,32.09,29.56,30,3469000,14.36
"2008-10-28",30.67,35.45,30,35.45,4112000,16.97
"2008-10-29",36.56,43.26,36.03,42.1,8827400,20.16
"2008-10-30",42.79,45.68,42.11,45.52,5391600,21.79
"2008-10-31",43.63,45.7,42.68,43.54,3685800,20.85
"2008-11-03",43.55,47.68,43.55,45.7,3663200,21.88
"2008-11-04",47,49.12,45.8,45.94,3355600,21.99
"2008-11-05",44.36,44.94,42.25,42.26,2973000,20.23
"2008-11-06",41.78,43.03,40.88,41.32,3429000,19.78
"2008-11-07",41.7,44.15,40.98,44.15,2617400,21.14
"2008-11-10",45.23,47,43.14,44.02,2251000,21.07
