"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2012-03-22",86.02,86.67,85.99,86.18,1998900,84.88
"2012-03-23",86.2,86.92,85.61,86.38,1530400,85.07
"2012-03-26",87.16,87.83,87.09,87.6,2090800,86.27
"2012-03-27",87.82,88.6,87.77,88.31,1672000,86.97
"2012-03-28",88.38,88.84,87.71,88.18,1531400,86.85
"2012-03-29",87.55,88.68,87.35,88.59,1422400,87.25
"2012-03-30",88.74,88.91,87.72,87.77,2469100,86.44
"2012-04-02",87.65,88.81,87.59,88.67,1611300,87.33
"2012-04-03",88.88,88.92,88.05,88.54,2057900,87.2
"2012-04-04",87.9,88.33,87.56,87.89,1406600,86.56
"2012-04-05",87.53,88.12,87.33,87.83,1122400,86.5
"2012-04-09",87,88.03,86.64,87.34,1500400,86.02
"2012-04-10",87.04,87.94,86.76,86.76,1451100,85.45
"2012-04-11",87.73,88.09,87.13,87.9,2096400,86.57
"2012-04-12",90.81,92.69,90.5,91.34,7397100,89.96
"2012-04-13",91.22,91.45,90.02,90.48,2876800,89.11
"2012-04-16",90.21,90.6,89.43,89.77,2049700,88.41
"2012-04-17",90.16,91.51,89.97,91.36,2236900,89.98
"2012-04-18",91.2,91.33,90.75,91.22,2006500,89.84
"2012-04-19",91.34,91.48,89.99,90.57,1679800,89.2
"2012-04-20",90.77,91.39,90.68,91,1678000,89.62
"2012-04-23",90.01,91.25,89.69,90.65,1577400,89.28
"2012-04-24",90.9,91.21,90.49,90.98,1158000,89.6
"2012-04-25",91.53,91.9,91.08,91.38,1160800,90
"2012-04-26",91.41,92.12,90.77,91.27,2276700,89.89
"2012-04-27",91.77,92.18,91,91.05,2143800,89.67
"2012-04-30",91.13,92.46,91.13,91.41,2413800,90.03
"2012-05-01",88.74,91.19,88.66,90.44,3413400,89.07
"2012-05-02",90.24,90.42,89.81,90.17,1939600,88.81
"2012-05-03",90.18,91.26,89.78,90.59,1871100,89.22
"2012-05-04",90.41,90.68,89.38,89.58,1533100,88.23
"2012-05-07",89.28,89.9,89.28,89.59,1348600,88.23
"2012-05-08",89.35,89.85,88.53,89.77,1919100,88.41
"2012-05-09",89.15,90.03,88.7,89.46,2094200,88.11
"2012-05-10",89.78,90.24,89.45,89.71,1288400,88.35
"2012-05-11",89.39,90.7,89.21,90.15,971700,88.79
"2012-05-14",89.39,89.96,89.01,89.44,1410400,88.09
"2012-05-15",89.44,89.57,88.61,88.88,1621300,87.54
"2012-05-16",89.01,89.73,88.66,88.95,1513300,87.6
"2012-05-17",89.17,89.23,87.98,87.99,1566300,86.66
"2012-05-18",88.39,88.81,86.47,87.45,3733600,86.13
"2012-05-21",87.33,87.58,86.52,87.29,2276800,85.97
"2012-05-22",86.3,87.54,86.17,87.24,2297900,85.92
"2012-05-23",86.84,86.99,85.95,86.64,2141300,85.33
"2012-05-24",86.66,87.5,86.39,86.99,1472900,85.67
"2012-05-25",86.75,87.94,86.71,87.69,1288300,86.36
"2012-05-29",87.95,88,87.18,87.62,2227200,86.29
"2012-05-30",87.04,87.61,86.91,86.93,1751900,85.62
"2012-05-31",86.76,87.92,86.5,87.28,3267900,85.96
"2012-06-01",86.22,87.12,86.22,86.7,2453500,85.39
"2012-06-04",86.68,87.31,86.36,87.31,1658900,85.99
"2012-06-05",86.97,87.68,86.67,87.58,1656100,86.26
"2012-06-06",87.82,88.4,87.47,88.13,1576600,87
"2012-06-07",88.63,89.45,87.69,87.77,1657000,86.64
"2012-06-08",87.78,88.52,87.67,88.42,1316800,87.28
"2012-06-11",88.85,88.92,87.91,87.99,2060200,86.86
"2012-06-12",87.22,88.96,87.22,88.81,1525300,87.67
"2012-06-13",88.78,89.29,88.5,88.69,2163800,87.55
"2012-06-14",89.07,90.25,88.9,89.84,1386600,88.68
"2012-06-15",90.36,91.01,90.27,91,3604500,89.83
"2012-06-18",90.39,92.21,90.39,92.04,1048200,90.86
"2012-06-19",92.05,93.29,91.84,92.81,1134400,91.62
"2012-06-20",93,93.24,91.74,92.24,1508300,91.05
"2012-06-21",93.46,93.46,91.36,91.49,1050300,90.31
"2012-06-22",91.71,92.06,90.85,91.67,1471900,90.49
"2012-06-25",91.18,91.2,90.5,91.02,965900,89.85
"2012-06-26",91.46,92.47,91.04,91.83,1116300,90.65
"2012-06-27",92.7,92.82,92.15,92.31,760600,91.12
"2012-06-28",91.84,93.43,91.72,93.27,1592200,92.07
"2012-06-29",94.47,94.47,93.43,93.75,1864300,92.54
"2012-07-02",94,95.29,93.75,95.03,1345700,93.81
"2012-07-03",94.85,96.02,94.66,95.67,779500,94.44
"2012-07-05",95.6,95.79,94.36,94.53,1469700,93.31
"2012-07-06",93.88,94.32,93.34,93.52,1129000,92.32
"2012-07-09",93.73,94.14,93.5,93.92,790000,92.71
"2012-07-10",93.98,94.79,93.11,93.3,1043900,92.1
"2012-07-11",93.37,94.48,93.36,93.6,1224000,92.4
"2012-07-12",93.55,94.1,93.07,93.63,1055100,92.42
"2012-07-13",93.52,95.08,93.5,94.88,1224100,93.66
"2012-07-16",94.7,94.88,94.3,94.62,653300,93.4
"2012-07-17",95,96.47,94.49,96.25,884000,95.01
"2012-07-18",96.04,97.19,95.9,96.67,1168400,95.43
"2012-07-19",96.66,97.23,96.19,96.25,1065600,95.01
"2012-07-20",96.07,96.11,95.14,95.34,977500,94.11
"2012-07-23",94.86,94.95,93.54,93.83,716600,92.62
"2012-07-24",94.01,94.01,92.08,92.77,1058600,91.58
"2012-07-25",93.05,93.14,91.71,92.68,1082200,91.49
"2012-07-26",93.7,94.47,91.31,92.26,3221600,91.07
"2012-07-27",93.28,94.18,91.25,91.74,3045000,90.56
"2012-07-30",91.61,91.62,90.08,90.65,1736500,89.48
"2012-07-31",90.94,92.01,90.08,90.73,2340800,89.56
"2012-08-01",90.88,90.99,89.07,89.12,1868100,87.97
"2012-08-02",88.75,88.75,87.25,87.57,2532100,86.44
"2012-08-03",88.46,89.05,87.34,87.43,1827200,86.3
"2012-08-06",87.44,88.43,87.19,87.67,1491200,86.54
"2012-08-07",87.73,88.93,87.7,88.41,1596000,87.27
"2012-08-08",88.1,88.88,87.7,88.38,1107200,87.24
"2012-08-09",88.48,89.14,88.1,88.6,1117100,87.46
"2012-08-10",88.16,89.11,87.87,89.06,1323100,87.91
"2012-08-13",88.7,89.18,88.13,89.09,1150100,87.94
"2012-08-14",89.18,89.47,88.65,88.9,741500,87.76
"2012-08-15",88.8,89.14,88.5,88.78,802700,87.64
"2012-08-16",88.8,88.91,87.97,88.67,1225000,87.53
"2012-08-17",87.65,87.65,86.05,86.42,2845600,85.31
"2012-08-20",86.53,86.77,86.1,86.46,1150400,85.35
"2012-08-21",86.48,87.38,86.48,86.65,1658600,85.53
"2012-08-22",86.56,87.34,86.25,86.26,1566100,85.15
"2012-08-23",86.39,87.15,86.21,86.51,1810400,85.4
"2012-08-24",86.43,87.39,86.25,87.19,1446000,86.07
"2012-08-27",87.15,88.13,86.81,87.59,1861200,86.46
"2012-08-28",87.26,88.03,86.9,87.63,1915900,86.5
"2012-08-29",87.73,88.13,87.41,87.91,1493200,86.78
"2012-08-30",87.55,87.61,86.74,86.81,1273000,85.89
"2012-08-31",87.09,87.37,86.22,87.11,1886500,86.18
"2012-09-04",87.24,87.37,86.66,87.2,1093500,86.27
"2012-09-05",88.21,88.99,87.85,88.65,1821600,87.71
"2012-09-06",89.01,89.77,88.87,89.44,1885700,88.49
"2012-09-07",89.36,89.84,88.22,88.5,1285100,87.56
"2012-09-10",88.35,88.62,87.84,87.84,1011200,86.91
"2012-09-11",87.84,87.89,87.33,87.45,1039000,86.52
"2012-09-12",87.93,87.93,87,87.08,1021900,86.16
"2012-09-13",87,88.02,86.99,87.95,1690600,87.02
"2012-09-14",87.8,87.8,85.62,87.4,3476400,86.47
"2012-09-17",87.17,87.62,86.45,86.61,1969300,85.69
"2012-09-18",86.61,87.09,85.85,86.95,1389200,86.03
"2012-09-19",86.91,87.04,85.32,85.48,2225900,84.57
"2012-09-20",85.03,86.22,84.65,86.22,2103400,85.3
"2012-09-21",86.6,87.58,86.4,86.72,1821000,85.8
"2012-09-24",86.34,87.7,86.25,87,1497500,86.08
"2012-09-25",87.33,87.91,87.11,87.65,1473400,86.72
"2012-09-26",87.82,88.6,87.68,87.79,1468000,86.86
"2012-09-27",88,88.04,86.95,87.15,1561000,86.22
"2012-09-28",87.04,87.04,85.84,86.03,2239600,85.12
"2012-10-01",86.22,86.7,85.81,85.91,2372200,85
"2012-10-02",85.9,86.39,85.57,86.39,1690000,85.47
"2012-10-03",86.36,87.66,86.02,87.2,1484900,86.27
"2012-10-04",87.79,90.63,87.52,89.87,3164700,88.92
"2012-10-05",90,90.57,89.18,89.47,1233100,88.52
"2012-10-08",89.47,89.72,88.97,89.13,825900,88.18
"2012-10-09",89.28,89.96,89.22,89.85,1584400,88.9
"2012-10-10",89.69,89.69,88.45,89.04,1002500,88.09
"2012-10-11",89.53,89.76,89,89,681100,88.05
"2012-10-12",89.03,89.95,89,89.28,1270700,88.33
"2012-10-15",89.42,91.05,89.26,90.88,1531500,89.91
"2012-10-16",90.88,92.47,90.88,92.45,1502100,91.47
"2012-10-17",92.2,92.62,91.12,91.26,1372000,90.29
"2012-10-18",91.25,91.53,90.96,91.34,654400,90.37
"2012-10-19",91.16,91.16,89.6,90.2,1567800,89.24
"2012-10-22",89.81,90.78,89.81,90.71,804500,89.75
"2012-10-23",89.97,90.24,89.43,89.6,1195900,88.65
"2012-10-24",89.69,90.37,89.36,89.51,1186600,88.56
"2012-10-25",92,94.51,92,93.16,3268200,92.17
"2012-10-26",92.95,93.55,92.2,92.58,2009400,91.6
"2012-10-31",93,93.64,92,93.31,1487800,92.32
"2012-11-01",93.47,94.62,93.18,94.6,1400800,93.6
"2012-11-02",94.77,96.08,93.12,93.3,1724200,92.31
"2012-11-05",92.98,93.61,92.75,93.31,875400,92.32
"2012-11-06",93.27,94.1,92.53,93.48,935000,92.49
"2012-11-07",93,95,92.61,94.69,1770700,93.68
"2012-11-08",94.22,94.5,92.55,92.56,1451900,91.58
"2012-11-09",92.51,93.84,92.48,92.94,1282000,91.95
"2012-11-12",93.16,93.37,92.44,92.7,661900,91.72
"2012-11-13",92.41,93.99,92.38,93.24,1193800,92.25
"2012-11-14",93.35,93.54,91.75,92.27,1167100,91.29
"2012-11-15",92.26,92.81,91.02,91.31,1365200,90.34
"2012-11-16",91.41,92.34,90.6,92.06,1990900,91.08
"2012-11-19",92.53,92.96,92.4,92.71,1197000,91.73
"2012-11-20",92.57,93.89,92.51,93.49,1276900,92.5
"2012-11-21",93.39,93.76,93,93.27,839900,92.28
"2012-11-23",93.65,94.11,93.07,94.11,256100,93.11
"2012-11-26",93.76,93.81,93.05,93.56,1403200,92.57
"2012-11-27",93.43,93.73,92.33,92.75,1701100,91.76
"2012-11-28",92.69,93.34,91.84,92.96,1550300,91.97
"2012-11-29",93.2,94.07,93.08,93.72,990000,92.92
"2012-11-30",93.64,94.9,93.52,94.47,1461600,93.67
"2012-12-03",94.5,95.37,94.45,94.58,1080200,93.78
"2012-12-04",94.5,95.21,93.97,94.48,1195000,93.68
"2012-12-05",94.17,94.58,92.86,94.32,1503300,93.52
"2012-12-06",94.38,94.79,94.1,94.74,791800,93.94
"2012-12-07",94.99,95.56,94.55,95.3,946800,94.49
"2012-12-10",95,96.04,95,95.66,840800,94.85
"2012-12-11",95.74,97.58,95.74,97.43,1186800,96.6
"2012-12-12",97.49,98,97.07,97.3,1540700,96.47
"2012-12-13",97.38,98.01,97.01,97.83,1189800,97
"2012-12-14",97.3,98.28,97.3,98.25,1472000,97.42
"2012-12-17",98.3,98.7,97.79,98.63,1127500,97.79
"2012-12-18",98.94,100,98.65,99.62,2216700,98.77
"2012-12-19",99.56,99.58,97.97,97.97,1549000,97.14
"2012-12-20",98.06,99.11,97.93,99.08,1110200,98.24
"2012-12-21",98.23,99,96.77,98,1763600,97.17
"2012-12-24",97.76,98.14,97.18,97.59,467900,96.76
"2012-12-26",97.75,97.93,96.38,96.6,829200,95.78
"2012-12-27",96.6,97.02,95.47,96.42,697100,95.6
"2012-12-28",96.14,96.95,95.84,95.89,787600,95.08
"2012-12-31",95.88,96.98,95.48,96.96,807000,96.14
"2013-01-02",97.95,98,96.67,97.6,1153600,96.77
"2013-01-03",97.76,98.8,97.61,98.74,1039500,97.9
"2013-01-04",98.98,100.05,98.74,99.94,1480500,99.09
"2013-01-07",99.44,100.11,98.97,100,1532800,99.15
"2013-01-08",100.19,101.12,100.1,100.79,1432700,99.93
"2013-01-09",100.77,101.63,100.48,101.1,1441300,100.24
"2013-01-10",101.56,102,100.98,101.66,1140400,100.8
"2013-01-11",102.06,102.06,101,101.08,866900,100.22
"2013-01-14",101.1,101.65,100.7,101.44,1004000,100.58
"2013-01-15",100.92,102.48,100.87,102.37,758200,101.5
"2013-01-16",102.02,102.57,101.32,102.13,817300,101.26
"2013-01-17",102.2,103.27,102.13,102.94,708700,102.07
"2013-01-18",103.22,103.98,102.59,103.98,1540500,103.1
"2013-01-22",103.87,103.98,102.87,103.69,1189200,102.81
"2013-01-23",103.54,105,103.5,104.91,1147200,104.02
"2013-01-24",105.16,106.35,105.02,106.19,1385900,105.29
"2013-01-25",106.33,106.73,105.47,106.62,1085600,105.72
"2013-01-28",106.9,106.9,105.39,105.47,1118000,104.57
"2013-01-29",105.72,106.71,105.38,106.54,1277200,105.64
"2013-01-30",106.46,106.55,105.57,105.65,864400,104.75
"2013-01-31",105.49,105.89,105.17,105.23,1339000,104.34
"2013-02-01",103.48,105.86,102.47,103.19,3564300,102.31
"2013-02-04",102.52,103.06,101.86,102.01,1594000,101.14
"2013-02-05",102.11,102.97,101.73,102.21,1369300,101.34
"2013-02-06",101.88,102.76,101.46,102.42,1411900,101.55
"2013-02-07",102.4,103.38,102.32,103.17,1641600,102.29
"2013-02-08",103.22,103.88,102.95,103.8,865800,102.92
"2013-02-11",103.46,103.95,103.13,103.53,1131300,102.65
"2013-02-12",103.82,105,103.82,104.83,1043800,103.94
"2013-02-13",104.77,105.43,104.69,104.91,1451700,104.02
"2013-02-14",104.61,104.97,104.14,104.21,1676100,103.33
"2013-02-15",104.42,104.72,103.12,103.42,2869200,102.54
"2013-02-19",103.24,104.59,103.24,103.87,2234900,102.99
"2013-02-20",103.88,104.24,102.97,103.41,1715000,102.53
"2013-02-21",103,103.39,101.78,102.8,2008900,101.93
"2013-02-22",102.79,104,102.13,103.66,1321600,102.78
"2013-02-25",103.82,104.64,102.12,102.12,1741900,101.25
"2013-02-26",102.56,104.41,102.56,104.08,1829600,103.2
"2013-02-27",103.53,106.31,103.53,105.6,2600800,104.91
"2013-02-28",105.66,107.03,105.6,106.13,1990500,105.43
"2013-03-01",106.02,107.94,105.55,107.46,1867000,106.75
"2013-03-04",107.26,107.81,106.13,107.39,1642600,106.68
"2013-03-05",107.47,108.78,107.37,108.39,1571100,107.68
"2013-03-06",108.51,109.47,108.24,108.32,1692500,107.61
"2013-03-07",108.25,109.13,107.83,108.05,1694300,107.34
"2013-03-08",108.54,109.54,108.2,109.32,1458300,108.6
"2013-03-11",109.22,110,109.02,109.76,1691500,109.04
"2013-03-12",109.64,110.86,109.36,109.85,1665000,109.13
"2013-03-13",109.76,111.18,109.71,110.61,1172800,109.88
"2013-03-14",110.73,111.55,110.73,111.23,1298700,110.5
"2013-03-15",111.35,111.39,110.11,110.48,2126100,109.75
"2013-03-18",109.87,110.17,109.42,109.79,798700,109.07
"2013-03-19",108.99,108.99,104.52,106.87,4634900,106.17
"2013-03-20",107.35,107.88,106.65,107.05,1877500,106.35
"2013-03-21",106.77,107.49,106.02,106.7,1051600,106
"2013-03-22",107.05,107.96,106.92,107.89,947000,107.18
"2013-03-25",108.29,108.69,107.43,107.62,1198000,106.91
"2013-03-26",108.25,108.72,107.76,107.93,758100,107.22
"2013-03-27",107.46,107.98,107.12,107.76,689500,107.05
"2013-03-28",107.7,108.03,107.31,107.96,1137100,107.25
"2013-04-01",107.77,108.35,107.62,107.93,894800,107.22
"2013-04-02",108.4,109.32,108.2,108.49,723900,107.78
"2013-04-03",108.56,109,107.25,107.68,1581200,106.97
"2013-04-04",107.59,108.79,107.09,107.95,1095200,107.24
"2013-04-05",106.94,107.5,106.48,106.83,1217400,106.13
"2013-04-08",106.67,107.55,106.27,106.94,1086500,106.24
"2013-04-09",107.18,107.33,106.77,106.83,937800,106.13
"2013-04-10",107.33,107.99,107.29,107.42,909600,106.71
"2013-04-11",107.65,109.67,107.64,108.78,1163700,108.06
"2013-04-12",108.54,109.37,107.88,108.36,967500,107.65
"2013-04-15",107.99,108.58,106.93,106.93,743800,106.23
"2013-04-16",107,107.82,106.43,107.77,873200,107.06
"2013-04-17",107.16,107.31,106.35,106.73,1081800,106.03
"2013-04-18",106.9,106.9,104.94,105.46,1216200,104.77
"2013-04-19",105.9,106.55,104.82,106.25,1232600,105.55
"2013-04-22",106.04,106.78,105.75,106.02,772100,105.32
"2013-04-23",106.51,107.7,105.63,106.23,747800,105.53
"2013-04-24",106.44,107.15,106.28,107.01,960900,106.31
"2013-04-25",107.04,108.16,104.58,104.95,1941900,104.26
"2013-04-26",104.94,105.37,103.95,104.18,1202800,103.49
"2013-04-29",104.17,105.17,102.68,104.49,1282200,103.8
"2013-04-30",104.45,105.83,103.53,105.82,1486500,105.12
"2013-05-01",105.81,106.1,105.19,105.75,1153300,105.05
"2013-05-02",106.25,107.44,105.77,107.44,1286600,106.73
"2013-05-03",108.05,108.6,107.15,108.14,773700,107.43
"2013-05-06",108.04,109.02,108,108.23,859400,107.52
"2013-05-07",108.4,108.72,107.78,108.63,1210000,107.92
"2013-05-08",112.21,116.15,112.02,116.11,3149900,115.35
"2013-05-09",116.07,116.94,115.17,115.77,1336500,115.01
"2013-05-10",115.59,115.78,114.85,115.29,1879300,114.53
"2013-05-13",114.97,115.05,114.19,114.61,1119100,113.86
"2013-05-14",114.51,115.63,114.51,115.12,1084900,114.36
"2013-05-15",115.32,117.2,115.32,116.24,1101100,115.48
"2013-05-16",115.74,116.32,115.3,115.41,725600,114.65
"2013-05-17",115.66,117,115.48,116.89,915000,116.12
"2013-05-20",116.63,118.82,116.63,118.02,1263100,117.24
"2013-05-21",118,118.57,117.11,118.41,1401700,117.63
"2013-05-22",118.2,119.32,117.2,117.55,1193200,116.78
"2013-05-23",116.72,117.75,116.18,117.28,855500,116.51
"2013-05-24",116.79,117.64,116.09,117.31,665600,116.54
"2013-05-28",117.8,118.3,115.22,116.31,1505800,115.54
"2013-05-29",113.4,114.79,113.01,114.37,1665100,113.62
"2013-05-30",114.21,115.42,113.58,114.94,1047700,114.18
"2013-05-31",114.59,115.67,113.81,113.86,1237200,113.11
"2013-06-03",114.28,114.28,111.83,112.74,1679500,112
"2013-06-04",112.54,113.33,111.37,112.31,1454500,111.57
"2013-06-05",111.62,112.86,111.39,111.67,949200,111.13
"2013-06-06",111.79,112.31,111.13,111.81,1047200,111.27
"2013-06-07",112.68,114.85,112.65,113.96,1037500,113.41
"2013-06-10",114.1,115.32,114.07,114.66,993300,114.11
"2013-06-11",113.63,114.31,112.72,112.87,1025200,112.33
"2013-06-12",113.8,114,111.99,112.02,737200,111.48
"2013-06-13",112.18,113.95,111.31,113.85,769900,113.3
"2013-06-14",113.63,115.23,113.48,114.29,1163100,113.74
"2013-06-17",115.01,115.19,113.72,114.38,1111700,113.83
"2013-06-18",114.83,115.77,114.39,114.62,1112800,114.07
"2013-06-19",114.79,115.95,113.92,113.93,1159300,113.38
"2013-06-20",113.28,113.43,110.42,110.79,1718100,110.26
"2013-06-21",111.84,112.88,110.53,110.97,2465100,110.44
"2013-06-24",110.57,111.97,109.82,111.55,1140900,111.01
"2013-06-25",112.04,112.04,110.56,110.7,1367000,110.17
"2013-06-26",111.51,115.66,110.8,115.54,2384800,114.98
"2013-06-27",115.83,117.21,115.37,115.57,1215000,115.01
"2013-06-28",115.64,115.99,114.5,114.5,1513500,113.95
"2013-07-01",115.77,116.78,115.3,116.18,1387400,115.62
"2013-07-02",115.98,116.08,113.82,114.28,1159500,113.73
"2013-07-03",113.82,114.87,113.26,114.62,761100,114.07
"2013-07-05",115.7,115.78,114.64,115.73,507700,115.17
"2013-07-08",116,117.05,115.79,115.94,867400,115.38
"2013-07-09",116.5,117.25,115.92,116.01,954200,115.45
"2013-07-10",116.07,117.66,114.72,116.89,956800,116.33
"2013-07-11",118,118.5,117.77,118.23,733800,117.66
"2013-07-12",118.46,118.74,117.55,118.64,727700,118.07
"2013-07-15",118.96,119.53,118.34,119.51,607600,118.94
"2013-07-16",119.4,119.56,117.97,118.3,809400,117.73
"2013-07-17",118.42,118.62,117.63,118.06,850300,117.49
"2013-07-18",118.39,119.06,118.01,118.48,714100,117.91
"2013-07-19",118.13,118.94,117.53,118.65,686600,118.08
"2013-07-22",118.7,119.4,118.32,118.56,1275400,117.99
"2013-07-23",118.78,118.78,117.61,118.12,751400,117.55
"2013-07-24",118.59,118.74,117.74,118.46,895500,117.89
"2013-07-25",118.25,118.69,117.27,118.58,1005600,118.01
"2013-07-26",121,126.36,121,124.85,1974200,124.25
"2013-07-29",124.36,124.49,122.84,124.08,1378000,123.48
"2013-07-30",123.94,124.44,123.12,123.43,958300,122.84
"2013-07-31",123.33,124,121.79,122.66,1341000,122.07
"2013-08-01",123.26,123.88,122.62,123.51,979200,122.92
"2013-08-02",123.06,123.89,122.62,123.42,896200,122.83
"2013-08-05",122.9,124.07,122.24,123.46,834200,122.87
"2013-08-06",123.54,123.81,122.45,123.57,798100,122.98
"2013-08-07",123.43,123.7,122.58,123.09,775600,122.5
"2013-08-08",123.91,124.65,123.28,124.43,812200,123.83
"2013-08-09",124.28,124.59,123.27,124.21,779900,123.61
"2013-08-12",123.98,124.04,122.56,122.87,1041600,122.28
"2013-08-13",123,123.86,122.59,123.54,682900,122.95
"2013-08-14",123.61,123.98,123.2,123.39,683300,122.8
"2013-08-15",122.82,123.1,121.6,122.21,925500,121.62
"2013-08-16",121.92,122.79,121.6,121.82,2384100,121.23
"2013-08-19",121.55,122.4,121.52,121.63,887000,121.05
"2013-08-20",121.64,122.98,121.55,122.52,814300,121.93
"2013-08-21",122.41,123.08,121.98,122.08,753000,121.49
"2013-08-22",122.13,123.12,122,122.92,385200,122.33
"2013-08-23",122.94,123.16,122,122.95,507200,122.36
"2013-08-26",123.28,123.28,122.28,122.38,626200,121.79
"2013-08-27",122.04,122.04,120.51,120.85,729300,120.27
"2013-08-28",120.61,121.84,120.26,121.2,699700,120.62
"2013-08-29",120.65,122.35,120.17,121.56,566600,121.22
"2013-08-30",121.74,122.21,120.78,121.41,898800,121.07
"2013-09-03",122.77,124.11,121.79,122.52,831500,122.17
"2013-09-04",122.69,123.41,122.08,123,1137300,122.65
"2013-09-05",122.79,123.45,122.53,122.94,621100,122.59
"2013-09-06",122.98,124.46,121.38,123.57,753300,123.22
"2013-09-09",123.74,124.55,123.32,124.25,701700,123.9
"2013-09-10",125,125.94,124.54,125.92,738100,125.56
"2013-09-11",125.97,127.7,125.59,127.7,1284700,127.34
"2013-09-12",127.8,129.62,127.8,128.6,900300,128.24
"2013-09-13",128.54,128.92,128,128.7,720800,128.34
"2013-09-16",130.03,130.45,129.43,129.78,595000,129.41
"2013-09-17",129.83,131.41,129.78,131.08,923800,130.71
"2013-09-18",131.21,131.89,129.58,131.61,838500,131.24
"2013-09-19",132.2,133.33,131.61,132.01,1637200,131.64
"2013-09-20",131.9,132.62,130.78,131.27,2225000,130.9
"2013-09-23",131.07,131.34,129.2,129.5,1494200,129.13
"2013-09-24",129.11,129.72,127.45,127.91,1758100,127.55
"2013-09-25",128.83,129.98,128.4,128.48,1454500,128.12
"2013-09-26",128.58,129.05,127.9,128.44,920000,128.08
"2013-09-27",128.19,129.77,128.04,129.29,969600,128.92
"2013-09-30",128.4,128.69,127.95,128.3,782300,127.94
"2013-10-01",128.97,131.82,128.97,131.52,1264800,131.15
"2013-10-02",131.12,131.18,129.54,130.55,1028200,130.18
"2013-10-03",129.87,130.04,128.84,129.57,1071700,129.2
"2013-10-04",130,132.02,129.46,131.87,1236400,131.5
"2013-10-07",131.24,131.3,129.57,129.63,1307900,129.26
"2013-10-08",137.5,138.43,133.38,133.72,6324400,133.34
"2013-10-09",134.05,134.67,132.83,133.48,2841400,133.1
"2013-10-10",134.56,138.03,134.56,137.88,2285600,137.49
"2013-10-11",137.88,139,137.23,138.31,1421500,137.92
"2013-10-14",137.92,138.78,136.69,138.69,904000,138.3
"2013-10-15",138.25,139.36,137.39,137.95,1284900,137.56
"2013-10-16",139.07,141.19,139,140.79,1157400,140.39
"2013-10-17",140.33,142.91,140.14,142.82,1501000,142.42
"2013-10-18",143.47,143.86,140.76,141.45,1521600,141.05
"2013-10-21",141.5,142.09,140.43,141.02,1146300,140.62
"2013-10-22",136.35,143.23,135.68,142.13,1984000,141.73
"2013-10-23",142.51,145.04,141.21,143.05,2640500,142.64
"2013-10-24",154.6,155,147.61,150,6964700,149.58
"2013-10-25",151.81,156.27,151.05,154.99,4271000,154.55
"2013-10-28",152.88,153.9,152.06,153.28,3006300,152.85
"2013-10-29",153.45,155.95,153.29,155.87,1941900,155.43
"2013-10-30",156.26,157.35,155.33,156.04,2142900,155.6
"2013-10-31",156.16,158.38,155.31,156.34,2297700,155.9
"2013-11-01",156.29,159.57,156,159.44,2274100,158.99
"2013-11-04",159.42,159.79,158.5,159.72,1239400,159.27
"2013-11-05",159.61,159.71,158.42,158.92,1223900,158.47
"2013-11-06",158.97,158.99,154.02,156.46,2556300,156.02
"2013-11-07",157.48,158,155.8,156.29,1374200,155.85
"2013-11-08",156.05,158.63,155.91,158.56,1331900,158.11
"2013-11-11",158.8,159.5,157.78,158.9,983300,158.45
"2013-11-12",158.45,159.67,156.85,157.89,1469100,157.44
"2013-11-13",157.31,157.9,156.46,157.89,1331700,157.44
"2013-11-14",157.87,159.77,155.92,159.46,2013400,159.01
"2013-11-15",159.65,160.61,159.03,160.15,1105500,159.7
"2013-11-18",161.34,161.6,158.58,158.78,1192900,158.33
"2013-11-19",159,159.68,157.38,159.21,916900,158.76
"2013-11-20",159.67,159.93,157.83,158.39,978400,157.94
"2013-11-21",159.21,161.17,158.39,160.9,1007700,160.44
"2013-11-22",160.9,164,160.43,163.61,1703300,163.15
"2013-11-25",163.95,166.05,163.61,165.14,1916700,164.67
"2013-11-26",164.97,165.39,163.58,164.35,1581500,163.88
"2013-11-27",165.1,165.59,163.77,165.5,908900,165.27
"2013-11-29",165.73,166.57,165.25,165.89,703200,165.66
"2013-12-02",165.89,166.25,164.18,164.67,978100,164.44
"2013-12-03",163.1,164.78,162.57,163.87,1361100,163.64
"2013-12-04",163.52,165.18,161.97,162.74,1200300,162.52
"2013-12-05",162.56,163.2,159.78,159.98,1866200,159.76
"2013-12-06",161.64,163.08,160.72,162.81,1599400,162.59
"2013-12-09",163.43,164.63,162.85,163.03,1175000,162.81
"2013-12-10",159.86,161.67,157,159.94,4266900,159.72
"2013-12-11",157.32,160.69,157.32,158.34,2154200,158.12
"2013-12-12",157.64,158.46,156,156.75,1539200,156.53
"2013-12-13",157.56,157.96,156.03,157.39,1210600,157.17
"2013-12-16",157.93,158.46,157.11,157.46,725300,157.24
"2013-12-17",157.63,158.76,156.82,158.42,1507200,158.2
"2013-12-18",159.58,161.06,156.81,161.03,1107600,160.81
"2013-12-19",160.08,160.68,158.5,160.59,1302700,160.37
"2013-12-20",160.82,162.65,160.64,161.5,1489200,161.28
"2013-12-23",161.52,161.94,158.31,160.4,937800,160.18
"2013-12-24",160.84,160.84,159.26,160.27,355100,160.05
"2013-12-26",160.51,161.62,160.13,161.37,549900,161.15
