"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"2012-04-03",138.32,138.79,137.6,138.36,709100,129.63
"2012-04-04",137.37,137.84,136.26,136.62,557300,128
"2012-04-05",136.21,136.8,135.88,136.36,410600,127.76
"2012-04-09",134.73,136.34,134.12,135.59,509500,127.04
"2012-04-10",135.66,136,134.24,134.33,1012900,125.86
"2012-04-11",135.59,136.94,135.06,136.82,739300,128.19
"2012-04-12",136.83,138,136.06,137.97,651900,129.27
"2012-04-13",137.91,138.2,136.78,136.78,527500,128.15
"2012-04-16",137.42,138.91,137.37,137.92,562400,129.22
"2012-04-17",138.39,139.22,137.38,138.62,493500,129.88
"2012-04-18",138.01,139.05,137.42,137.61,513900,128.93
"2012-04-19",137.9,138.84,137.21,137.78,646500,129.09
"2012-04-20",138,140.3,137.89,139.72,681300,130.91
"2012-04-23",138.76,139.2,137.56,138.62,741500,129.88
"2012-04-24",138.9,141.66,138.61,141.66,916700,132.72
"2012-04-25",142.66,142.66,141.55,142.49,638100,133.5
"2012-04-26",142.04,143.02,141.54,142.67,480700,133.67
"2012-04-27",143.41,144.51,142.88,143.91,450300,134.83
"2012-04-30",143.44,143.44,142.07,143.26,524700,134.22
"2012-05-01",143.24,145.75,142.53,145.04,523300,135.89
"2012-05-02",144.43,145.88,143.5,145.5,641800,136.32
"2012-05-03",145.68,146.49,144.5,144.97,586600,135.82
"2012-05-04",143,143.76,139.79,140.49,721400,131.63
"2012-05-07",140.25,141.35,140.09,140.71,604600,131.83
"2012-05-08",140,141.12,139.43,140.65,764000,131.78
"2012-05-09",139.57,140.44,139.18,139.28,776200,130.49
"2012-05-10",140.31,140.31,138.54,139.09,488800,130.32
"2012-05-11",138.53,140.28,138.1,139.42,718700,130.62
"2012-05-14",138.07,139.63,136.87,136.96,676800,128.32
"2012-05-15",137.15,137.45,135.27,135.77,852900,127.2
"2012-05-16",136.31,136.31,133.74,133.95,802700,125.5
"2012-05-17",134.22,134.52,130.56,130.61,890400,122.37
"2012-05-18",131.37,132.64,130.12,130.51,1185700,122.28
"2012-05-21",130.58,133.32,130.53,133.18,1022300,124.78
"2012-05-22",133.22,133.44,131.61,132.18,771300,123.84
"2012-05-23",131.61,132.28,129.77,132.11,632000,123.78
"2012-05-24",131.99,133.37,129.9,132.91,568500,124.53
"2012-05-25",132.54,133.53,132.45,133.29,631400,124.88
"2012-05-29",133.68,134.93,133.12,134.8,726600,126.3
"2012-05-30",133.67,134,132.1,132.48,948200,124.12
"2012-05-31",132.75,134.66,131.32,133.47,985100,125.05
"2012-06-01",131.31,132.96,131.26,132,923100,123.67
"2012-06-04",132.32,133.21,131.65,132.66,807100,124.29
"2012-06-05",132.07,134.45,131.62,133.67,608300,125.24
"2012-06-06",134.93,136.53,133.98,136.53,687500,127.92
"2012-06-07",137.66,137.82,136.2,136.56,468000,127.95
"2012-06-08",135.94,138.84,135.94,138.71,535300,129.96
"2012-06-11",139.34,139.34,135.66,135.72,944600,128.17
"2012-06-12",135.72,137.81,135.1,136.56,464700,128.97
"2012-06-13",135.49,137.48,135.09,135.69,652400,128.15
"2012-06-14",136.03,137.82,135.5,137.27,520100,129.64
"2012-06-15",137.99,138.1,136.24,137.78,842600,130.12
"2012-06-18",137.24,139.78,137.05,139.23,669500,131.49
"2012-06-19",139.72,140.99,138.8,139.65,445700,131.89
"2012-06-20",139.97,140.09,138.52,139.3,520600,131.56
"2012-06-21",139.74,140,137.9,138.16,602600,130.48
"2012-06-22",138.61,139,137.07,137.99,763800,130.32
"2012-06-25",136.77,138.08,136.32,137.75,569400,130.09
"2012-06-26",137.84,140.43,137.74,140.05,878100,132.26
"2012-06-27",140.42,140.42,139.32,140.21,592500,132.41
"2012-06-28",139.07,141,138.21,140.97,442900,133.13
"2012-06-29",143.12,144.42,141.56,144.41,851000,136.38
"2012-07-02",144.27,145.2,143.75,145.14,623200,137.07
"2012-07-03",145.58,146,144.68,145.11,466500,137.04
"2012-07-05",145.02,145.45,143.52,144.17,776500,136.15
"2012-07-06",143.02,144.9,142.74,144.61,714900,136.57
"2012-07-09",143.6,144.97,143.05,144.85,529300,136.8
"2012-07-10",145.28,145.94,143.63,144.15,670100,136.14
"2012-07-11",144.4,144.57,142.51,144.06,1101300,136.05
"2012-07-12",143.58,145.72,142.79,144.81,787400,136.76
"2012-07-13",145.16,147.07,145.16,146.67,591700,138.52
"2012-07-16",146.63,147.53,146.01,147.39,656300,139.2
"2012-07-17",147.77,149.23,146.85,148.98,770800,140.7
"2012-07-18",148.51,148.51,147.36,147.88,548000,139.66
"2012-07-19",147.89,147.9,144.67,146.15,805000,138.02
"2012-07-20",145.28,145.98,144.64,145.76,7e+05,137.66
"2012-07-23",144.27,145.88,144.27,145.47,5e+05,137.38
"2012-07-24",145.38,145.84,144.04,145.13,658200,137.06
"2012-07-25",145.71,145.71,144.3,144.98,670500,136.92
"2012-07-26",146.95,147.68,146.29,147.05,544600,138.87
"2012-07-27",147.64,149.97,147.28,149.37,809100,141.07
"2012-07-30",149.36,150.35,149.17,149.91,586600,141.58
"2012-07-31",149.52,149.9,147.82,148.95,894800,140.67
"2012-08-01",149.35,151.04,148.54,148.62,693100,140.36
"2012-08-02",148,148.92,147.31,148.81,537900,140.54
"2012-08-03",152.29,152.68,147.23,147.9,731100,139.68
"2012-08-06",148.76,149.36,146.19,146.31,860300,138.18
"2012-08-07",146.7,146.97,145.24,145.53,595500,137.44
"2012-08-08",145.53,145.79,144.07,145.09,536100,137.02
"2012-08-09",144.89,145.5,143.48,143.74,435900,135.75
"2012-08-10",143.6,144.85,143.06,144.56,533900,136.52
"2012-08-13",144.18,144.41,143.44,143.78,485300,135.79
"2012-08-14",143.9,144.54,142.91,143.11,389700,135.15
"2012-08-15",143.29,144.7,143.22,143.83,418500,135.83
"2012-08-16",143.83,145.12,143,144.96,416300,136.9
"2012-08-17",145.1,145.94,144.8,145.39,528200,137.31
"2012-08-20",144.49,144.49,141.76,142.58,919500,134.65
"2012-08-21",142.69,143.48,142.44,142.47,488400,134.55
"2012-08-22",142.35,142.76,141.22,142.47,348500,134.55
"2012-08-23",142.41,142.8,141.03,141.3,406600,133.44
"2012-08-24",141.3,143.06,141.17,142.68,588900,134.75
"2012-08-27",142.81,143.4,142.25,142.48,388700,134.56
"2012-08-28",142,143.64,141.89,143.61,501700,135.63
"2012-08-29",143.43,144.19,142.98,143.66,403000,135.67
"2012-08-30",143.24,144.84,142.88,144.61,600900,136.57
"2012-08-31",144.87,145.73,144.45,145.56,1097400,137.47
"2012-09-04",145.16,146.69,144.61,146.64,636800,138.49
"2012-09-05",146.77,147.13,145.95,146.45,762000,138.31
"2012-09-06",146.94,147.57,146.57,147.48,722000,139.28
"2012-09-07",147.72,147.98,146.31,146.82,572600,138.66
"2012-09-10",145.67,146.05,144,144.21,852200,137.22
"2012-09-11",144.43,145.93,143.7,144.03,532400,137.05
"2012-09-12",144.06,145.64,143.4,145.63,578900,138.57
"2012-09-13",145.23,147.8,144.88,147.58,732400,140.43
"2012-09-14",148.15,149.47,147.3,148.77,639900,141.56
"2012-09-17",148.76,149.84,147.43,147.69,677200,140.53
"2012-09-18",147.69,147.69,145.5,145.66,552900,138.6
"2012-09-19",145.91,146.5,144,144.02,718000,137.04
"2012-09-20",143.08,143.9,141.46,142.05,1096900,135.17
"2012-09-21",142.25,142.48,141.42,141.51,1376800,134.65
"2012-09-24",141.16,141.86,140.7,140.93,647500,134.1
"2012-09-25",140.95,141.77,139.66,139.76,854800,132.99
"2012-09-26",138.86,140.39,138.44,139.35,721300,132.6
"2012-09-27",139.81,140.77,138.78,139,695700,132.26
"2012-09-28",138.47,139.93,137.86,139.17,729100,132.42
"2012-10-01",139.75,139.96,137.55,138.96,601900,132.23
"2012-10-02",139,139.53,138.14,139.23,441800,132.48
"2012-10-03",139.49,141.04,139.26,139.69,433500,132.92
"2012-10-04",140.3,140.46,138.59,139.02,463000,132.28
"2012-10-05",139.35,140.03,138.83,139.19,372800,132.44
"2012-10-08",139.08,139.67,138.27,139.19,337700,132.44
"2012-10-09",139.4,140,138.28,138.69,514100,131.97
"2012-10-10",139.03,139.18,137.74,138.6,378400,131.88
"2012-10-11",139.62,139.75,137.51,137.53,443700,130.86
"2012-10-12",137.61,138.51,136.36,136.54,455100,129.92
"2012-10-15",136.79,137.64,136.21,137.26,536900,130.61
"2012-10-16",137.22,138.65,137.22,137.81,269900,131.13
"2012-10-17",137.5,137.74,136.12,137.2,601500,130.55
"2012-10-18",137.14,138.27,136.88,137.72,605200,131.05
"2012-10-19",136.81,138.98,136.81,138.02,746600,131.33
"2012-10-22",137.39,137.81,135.99,136.88,482800,130.25
"2012-10-23",135.07,137.49,135.07,137.11,538800,130.46
"2012-10-24",137.51,138.32,136.97,137.94,609000,131.25
"2012-10-25",138.46,138.86,136.32,137.17,585000,130.52
"2012-10-26",137.2,137.63,135.62,136.56,453400,129.94
"2012-10-31",137,139.15,136.46,138.63,899900,131.91
"2012-11-01",139.21,140.53,139.21,139.88,841600,133.1
"2012-11-02",139.54,142.04,139.54,140.3,522500,133.5
"2012-11-05",140.13,140.8,138.65,140.04,413900,133.25
"2012-11-06",140.16,141.57,140.06,141.03,1117400,134.19
"2012-11-07",140.64,144.83,140.31,143.34,1410800,136.39
"2012-11-08",142.51,143.51,141.62,141.92,1013300,135.04
"2012-11-09",141.63,147.3,141.1,145.7,1155400,138.64
"2012-11-12",145.75,146.2,144.62,145.28,523800,138.24
"2012-11-13",144.64,148.17,144.55,146.85,958800,139.73
"2012-11-14",146.95,147.4,144.48,145,816600,137.97
"2012-11-15",145.19,146.14,143.47,144.25,840700,137.26
"2012-11-16",144.4,144.75,142.52,143.86,1383400,136.89
"2012-11-19",145.04,146.73,144.44,144.94,678300,137.92
"2012-11-20",144.42,144.62,143.05,144.53,934500,137.53
"2012-11-21",144.87,144.97,143.66,144.29,432200,137.3
"2012-11-23",144.89,145.63,144.1,145.27,183500,138.23
"2012-11-26",144.69,145.98,143.69,145.3,477000,138.26
"2012-11-27",143.85,143.85,141.59,142.72,985800,135.8
"2012-11-28",142.58,142.97,141.22,142.33,650700,135.43
"2012-11-29",143.6,143.74,140.35,141.28,1116500,134.43
"2012-11-30",141.48,142.71,140.63,140.64,1583200,133.82
"2012-12-03",141.09,143.05,141.02,142.52,800100,135.61
"2012-12-04",143.08,144.11,142.35,142.5,766200,135.59
"2012-12-05",142.59,142.59,141.27,141.55,609700,134.69
"2012-12-06",141.61,142.38,141.25,141.66,614500,134.79
"2012-12-07",141.62,142.7,141.29,142.32,674300,135.42
"2012-12-10",140.75,142.15,140.49,141.01,515400,135.22
"2012-12-11",141.33,141.98,140.81,141.36,630600,135.56
"2012-12-12",141.66,141.71,139.9,140.88,532800,135.1
"2012-12-13",140.84,140.88,138.65,139.53,806800,133.8
"2012-12-14",140.61,140.61,139.31,140.1,585300,134.35
"2012-12-17",140.63,142.42,140.22,142.4,801000,136.55
"2012-12-18",142.02,143.79,141.71,143.78,1145000,137.88
"2012-12-19",143.46,144.72,143.3,143.91,840800,138
"2012-12-20",143.97,146.23,143.64,146.14,761500,140.14
"2012-12-21",146.22,146.61,145.07,145.23,1067900,139.27
"2012-12-24",145.17,146.75,144.51,145.87,258500,139.88
"2012-12-26",146.02,146.1,143.96,144.38,543800,138.45
"2012-12-27",144.16,144.91,142.79,144.37,460400,138.44
"2012-12-28",143.76,144.8,143.15,143.46,346900,137.57
"2012-12-31",143.16,145.04,142.9,144.96,407600,139.01
"2013-01-02",146.58,146.58,144.8,146.09,636300,140.09
"2013-01-03",145.99,146.96,145.3,145.55,568600,139.57
"2013-01-04",145.41,146.41,145.17,146.22,444100,140.22
"2013-01-07",145.85,146.63,145.68,145.95,442300,139.96
"2013-01-08",145.88,146.02,144.35,144.96,446000,139.01
"2013-01-09",145.35,145.52,144.69,145.49,411400,139.52
"2013-01-10",145.82,146.29,145.04,146.28,561200,140.27
"2013-01-11",146.75,147.06,145.77,147.05,515100,141.01
"2013-01-14",147.06,147.47,146.05,146.31,731900,140.3
"2013-01-15",146.7,147.87,145.79,147.67,572300,141.61
"2013-01-16",147.23,148.1,146.68,147.96,585800,141.89
"2013-01-17",148.42,148.73,147.78,148.09,596400,142.01
"2013-01-18",149.09,150.41,148.39,150.26,899700,144.09
"2013-01-22",149.88,150.96,149.8,150.92,725100,144.72
"2013-01-23",150.46,151.17,150.23,150.82,579300,144.63
"2013-01-24",151,151.87,150.64,151.73,631200,145.5
"2013-01-25",152,152.91,151.4,152.7,703500,146.43
"2013-01-28",153,153.92,152.18,153.44,651200,147.14
"2013-01-29",153.05,154.38,152.69,154.22,608400,147.89
"2013-01-30",153.71,154.42,152.92,153.82,703200,147.5
"2013-01-31",153.8,154.2,152.87,153.93,925000,147.61
"2013-02-01",154.2,155.87,153.93,155.5,864200,149.12
"2013-02-04",154.85,156.99,154.82,156.39,1088800,149.97
"2013-02-05",157.17,157.41,156.23,156.94,764500,150.5
"2013-02-06",156.35,157.69,155.98,157.02,1115200,150.57
"2013-02-07",157.26,157.65,155.58,156.04,638200,149.63
"2013-02-08",155.5,157.59,155.5,157.4,379700,150.94
"2013-02-11",157.46,157.95,156.7,156.85,421400,150.41
"2013-02-12",157.04,157.68,156.38,157.13,794500,150.68
"2013-02-13",157.22,157.33,155.54,156.08,737000,149.67
"2013-02-14",155.66,155.89,154.1,154.2,889800,147.87
"2013-02-15",152.83,152.83,150,151.26,1676000,145.05
"2013-02-19",150.86,152.75,150.86,152.72,694200,146.45
"2013-02-20",152.39,154.36,152.39,152.46,634800,146.2
"2013-02-21",152.56,152.74,151.21,152.01,642600,145.77
"2013-02-22",152.57,153.85,152.02,152.41,531000,146.15
"2013-02-25",152.89,153.12,149.98,149.98,461600,143.82
"2013-02-26",150.76,151.4,149.79,151.14,562800,144.93
"2013-02-27",150.91,153.04,150.61,151.84,514000,145.61
"2013-02-28",152.18,152.74,150.99,151.21,1259100,145
"2013-03-01",150.94,152.31,150.43,151.95,428700,145.71
"2013-03-04",151.7,153.39,151.7,152.75,579400,146.48
"2013-03-05",153.15,154.18,152.65,153.98,494900,147.66
"2013-03-06",154.32,154.62,152.17,152.59,434300,146.33
"2013-03-07",152.5,152.77,150.25,150.46,899900,144.28
"2013-03-08",150.56,150.72,148.77,150.47,749800,144.29
"2013-03-11",149.13,149.68,148.75,148.91,602900,143.99
"2013-03-12",148.89,149.2,146.93,147,975100,142.15
"2013-03-13",147.03,147.21,146.12,146.68,767100,141.84
"2013-03-14",146.83,147.59,146.79,147.25,776900,142.39
"2013-03-15",147.11,148.32,146.45,148.25,1713000,143.35
"2013-03-18",147.73,148.75,147.5,148.39,860400,143.49
"2013-03-19",148.66,150.5,148.28,149.85,960400,144.9
"2013-03-20",150.08,151.18,149.55,151.09,529200,146.1
"2013-03-21",150.64,152.52,150.33,150.77,653800,145.79
"2013-03-22",151,151.5,150.07,150.71,593200,145.73
"2013-03-25",151.14,151.73,149.94,150.25,490000,145.29
"2013-03-26",150.84,151.99,150.64,151.45,375400,146.45
"2013-03-27",150.52,151.38,150.31,151.2,366400,146.21
"2013-03-28",151.47,152.44,150.9,152.32,484400,147.29
"2013-04-01",152.18,152.46,151.11,152.39,400500,147.36
"2013-04-02",152.88,153.43,152.36,152.92,579700,147.87
"2013-04-03",153.38,153.72,151.83,152.22,595000,147.19
"2013-04-04",152.49,154.54,151.94,154.38,611200,149.28
"2013-04-05",153.06,155.43,152.91,155.1,500500,149.98
"2013-04-08",154.96,156.86,154.42,156.73,646500,151.55
"2013-04-09",156.19,157.36,155.71,157.15,541100,151.96
"2013-04-10",157.62,158.55,156.77,157.09,394100,151.9
"2013-04-11",157.44,159.61,156.99,158.56,708700,153.32
"2013-04-12",158.42,158.64,157.48,158.51,354300,153.28
"2013-04-15",157.82,158.33,155.01,155.05,726300,149.93
"2013-04-16",155.54,157.9,154.85,156.29,772800,151.13
"2013-04-17",155.35,157.01,154.37,156.29,598400,151.13
"2013-04-18",156.52,156.87,155.65,156.51,397700,151.34
"2013-04-19",157.01,159.04,156.76,158.8,551300,153.56
"2013-04-22",158.84,159.22,157.4,157.69,367300,152.48
"2013-04-23",158.1,159.32,157.61,158.65,324100,153.41
"2013-04-24",158.95,159.7,158.49,159.42,327100,154.16
"2013-04-25",159.17,159.6,157.47,159.1,380200,153.85
"2013-04-26",159.33,160.61,159.05,159.97,375800,154.69
"2013-04-29",160.44,162.04,159.82,161.99,387800,156.64
"2013-04-30",161.66,165.33,161.6,165,872700,159.55
"2013-05-01",163.81,165.59,163.81,164.9,555200,159.45
"2013-05-02",165.35,166.7,164.68,165.88,399300,160.4
"2013-05-03",166.7,167.32,166,166.48,509700,160.98
"2013-05-06",166.43,167.68,166,166.76,471100,161.25
"2013-05-07",167.02,167.22,166.51,166.89,504200,161.38
"2013-05-08",166.91,167,165.13,165.53,673900,160.06
"2013-05-09",165.23,166.1,164.34,164.62,494200,159.18
"2013-05-10",167,167.11,163.8,164.27,502000,158.85
"2013-05-13",164.07,165.49,163.51,165.35,445100,159.89
"2013-05-14",165.25,166.08,164.42,164.64,460400,159.2
"2013-05-15",164.42,167.27,164.07,167.17,773900,161.65
"2013-05-16",166.59,167.91,164.47,165.2,804700,159.74
"2013-05-17",165.25,167.65,165.25,167.45,779300,161.92
"2013-05-20",167.2,167.65,165.96,166.93,486900,161.42
"2013-05-21",167.38,167.91,166.46,167.72,677500,162.18
"2013-05-22",167.2,168.66,162.09,162.99,688600,157.61
"2013-05-23",161.28,162.01,158.99,160.06,1033500,154.77
"2013-05-24",159.82,162.75,159.08,162.59,875800,157.22
"2013-05-28",163.97,164.45,159.07,160.82,678300,155.51
"2013-05-29",159.81,160.17,156.46,157.27,889400,152.08
"2013-05-30",157.27,157.51,153.72,153.99,1075000,148.9
"2013-05-31",153.66,155.33,151.58,151.8,1503700,146.79
"2013-06-03",152.23,155.77,151.25,155.49,1114400,150.36
"2013-06-04",155.51,155.9,151.48,151.54,715200,146.54
"2013-06-05",151.07,152,150.22,150.89,699300,145.91
"2013-06-06",150.96,153.98,149.96,153.91,570700,148.83
"2013-06-07",154.32,154.77,151.67,153.78,743400,148.7
"2013-06-10",152.52,152.52,149.88,150.46,460800,146.68
"2013-06-11",149.73,150.76,148.33,148.99,573700,145.25
"2013-06-12",149.96,149.96,147.21,147.71,713700,144
"2013-06-13",147.38,152.69,147.05,152.35,632500,148.53
"2013-06-14",152.24,154.25,150.58,151.8,499600,147.99
"2013-06-17",153.25,154.99,151.96,153.34,654300,149.49
"2013-06-18",153.42,153.75,152.26,152.4,483400,148.58
"2013-06-19",152.53,153.29,149.06,149.2,1137500,145.46
"2013-06-20",148.52,148.65,145.04,145.9,1012100,142.24
"2013-06-21",147.06,151.02,146.65,149.73,1777200,145.97
"2013-06-24",148.46,152.85,146.66,149.2,1137200,145.46
"2013-06-25",150.19,151.94,148.13,150.8,836300,147.02
"2013-06-26",151.86,152.5,150.91,151.55,789700,147.75
"2013-06-27",152.49,154.35,151.47,154.1,702100,150.23
"2013-06-28",153.15,154.8,151.61,153.33,955200,149.48
"2013-07-01",153.63,154.09,151.27,151.77,685100,147.96
"2013-07-02",151.57,155.21,151.52,154.68,770400,150.8
"2013-07-03",153.8,154.2,150.53,153.26,675600,149.41
"2013-07-05",153.27,153.82,149.46,152.87,802000,149.03
"2013-07-08",152.99,154.56,152.63,152.86,573300,149.02
"2013-07-09",153.72,155.92,153.06,155.24,474000,151.34
"2013-07-10",154.99,156.25,153.77,155.26,460700,151.36
"2013-07-11",156.86,159.7,156.76,159.37,490900,155.37
"2013-07-12",159.46,160.24,157.58,159.08,485300,155.09
"2013-07-15",159,160.21,158.44,159.71,255000,155.7
"2013-07-16",159.86,161.3,159.67,160.34,477700,156.32
"2013-07-17",160.82,162.81,160.44,161.7,516700,157.64
"2013-07-18",161.7,163.13,161.4,162.95,515900,158.86
"2013-07-19",162.83,163.23,161.43,162.54,487800,158.46
"2013-07-22",162.64,163.74,161.84,163.37,344700,159.27
"2013-07-23",163.68,163.68,162.11,162.94,307600,158.85
"2013-07-24",162.85,163.73,158.04,159.12,803000,155.13
"2013-07-25",158.67,160.5,157.45,159.95,696100,155.94
"2013-07-26",159.62,161.03,158.36,161,252600,156.96
"2013-07-29",160.45,160.57,159,159.59,232800,155.58
"2013-07-30",160.66,161.22,158.81,159.54,363300,155.54
"2013-07-31",159.47,161.15,158.1,159.22,916000,155.22
"2013-08-01",159.83,162.06,158.81,161.28,868000,157.23
"2013-08-02",161.07,162.39,160,160.73,691000,156.7
"2013-08-05",160.26,162.52,160.25,162.18,461800,158.11
"2013-08-06",161.96,162.73,161.36,162.17,338200,158.1
"2013-08-07",161.9,162.99,160.91,162.67,611600,158.59
"2013-08-08",162.97,163.44,160.52,161.47,491400,157.42
"2013-08-09",161.28,164.26,161.21,163.15,545200,159.06
"2013-08-12",162.66,163.03,160.64,161.88,293100,157.82
"2013-08-13",162.53,162.53,159.36,160.17,422000,156.15
"2013-08-14",160.37,160.7,159.17,159.57,279500,155.57
"2013-08-15",158,158.95,156.14,157.43,450000,153.48
"2013-08-16",156.78,157.36,153.84,153.95,681500,150.09
"2013-08-19",154.79,155.31,153.19,153.34,777500,149.49
"2013-08-20",153.35,156.98,153.35,156.41,682700,152.48
"2013-08-21",156.05,159.67,154.86,157.1,759600,153.16
"2013-08-22",157.49,157.79,155.3,157.32,520500,153.37
"2013-08-23",157.4,158.4,156.74,157.68,504200,153.72
"2013-08-26",157.78,158.37,155.1,155.43,516100,151.53
"2013-08-27",154.13,154.5,151.8,153.81,720700,149.95
"2013-08-28",153.76,153.89,151.85,152.65,589700,148.82
"2013-08-29",152.4,153.12,151.18,152.81,452300,148.97
"2013-08-30",153.24,153.75,152.11,152.67,633100,148.84
"2013-09-03",153.92,154.81,150.46,152.4,712500,148.58
"2013-09-04",152.42,153.76,151.66,152.55,854700,148.72
"2013-09-05",152.29,152.8,151.05,151.26,343200,147.46
"2013-09-06",153.06,154.82,152.12,153.02,538100,149.18
"2013-09-09",153.05,156.92,152.69,156.9,668700,152.96
"2013-09-10",157.45,158,156.22,157.87,494500,153.91
"2013-09-11",157.33,157.33,155.78,157.13,404800,154.41
"2013-09-12",157.15,158.04,155.34,155.94,529900,153.24
"2013-09-13",155.69,156.26,155.3,156.03,264700,153.33
"2013-09-16",158.72,158.91,156.79,157.6,492700,154.87
"2013-09-17",157.82,159.1,157.7,158.54,353200,155.79
"2013-09-18",158.8,165.73,157.3,165.63,957400,162.76
"2013-09-19",165.4,168.3,164.91,166,767500,163.13
"2013-09-20",166.7,167.42,163.83,163.83,962500,160.99
"2013-09-23",163.86,163.86,161.84,162.24,753600,159.43
"2013-09-24",162.24,162.41,160.28,160.47,762200,157.69
"2013-09-25",160.74,163.04,160.53,162.27,559300,159.46
"2013-09-26",162.76,163.35,161.93,163.01,335700,160.19
"2013-09-27",162.58,163.88,161.81,162.59,418500,159.77
"2013-09-30",161.95,162.95,160.06,160.55,658200,157.77
"2013-10-01",160.99,164.69,160.38,162.75,609100,159.93
"2013-10-02",162.2,163.77,161.59,163.71,489500,160.88
"2013-10-03",163.11,163.87,160.29,161.99,558900,159.18
"2013-10-04",162.05,163.82,161.29,162.76,527000,159.94
"2013-10-07",161.8,164.63,160.25,163.41,512500,160.58
"2013-10-08",163.32,164.02,161.65,161.84,380900,159.04
"2013-10-09",161.98,163.66,161.36,162.04,348400,159.23
"2013-10-10",163.83,166.39,162.83,166.32,375800,163.44
"2013-10-11",165.69,168.47,165.38,168.41,300800,165.49
"2013-10-14",167.95,168.24,166.58,167.57,451700,164.67
"2013-10-15",166.73,168.55,166.53,167.32,400600,164.42
"2013-10-16",168.41,170.98,167.95,170.77,664400,167.81
"2013-10-17",169.69,172.97,169.24,172.56,525100,169.57
"2013-10-18",173.63,173.63,171.38,172.16,578100,169.18
"2013-10-21",171.96,172.14,169.46,170.74,587400,167.78
"2013-10-22",170.64,171.5,169.24,171.43,685800,168.46
"2013-10-23",170.76,171.51,169.44,171.47,381800,168.5
"2013-10-24",171.46,172.34,171.06,171.88,421800,168.9
"2013-10-25",172.22,174.26,171.27,174.26,651200,171.24
"2013-10-28",173.87,173.87,170.23,172.37,650300,169.39
"2013-10-29",172.49,172.49,168.9,169.62,547400,166.68
"2013-10-30",169.62,170.16,167.16,167.63,735100,164.73
"2013-10-31",167.63,168.13,165.62,166.97,935000,164.08
"2013-11-01",168.01,176.68,166.64,168.99,634400,166.06
"2013-11-04",168.78,169.85,166.14,168.65,546700,165.73
"2013-11-05",167.13,167.74,164.75,165.23,625400,162.37
"2013-11-06",165.9,166.81,164.43,164.67,743200,161.82
"2013-11-07",164.7,165.12,160.13,161.19,1160700,158.4
"2013-11-08",160.42,160.53,157.23,159.91,995600,157.14
"2013-11-11",159.65,161.16,159.51,159.89,609100,157.12
"2013-11-12",159.42,159.77,157.54,159.12,671500,156.36
"2013-11-13",158.27,160.34,157.98,160.26,685200,157.48
"2013-11-14",160.74,163.23,160.39,162.67,961400,159.85
"2013-11-15",162.68,163.02,160.91,162.41,633500,159.6
"2013-11-18",162.18,162.29,159.13,159.5,623700,156.74
"2013-11-19",158.7,159.72,156.65,156.95,878300,154.23
"2013-11-20",156.92,157.64,153.95,154.55,743200,151.87
"2013-11-21",155.45,156.05,154.05,154.73,755100,152.05
"2013-11-22",154.82,155.12,153.54,154.86,496100,152.18
"2013-11-25",155.24,155.66,153.52,153.71,517500,151.05
"2013-11-26",153.86,154.35,152.6,152.65,620300,150.01
"2013-11-27",153.22,154.42,152.4,154.19,399900,151.52
"2013-11-29",154.58,155.03,152.63,152.7,289800,150.06
"2013-12-02",152.96,153.54,151.3,152.8,649500,150.15
"2013-12-03",151.64,153.04,150.23,150.42,807300,147.82
"2013-12-04",149.02,153.11,148.51,151.93,1058000,149.3
"2013-12-05",151.94,152.53,150.57,151.15,600700,148.53
"2013-12-06",152.41,154.22,151.95,154,859500,151.33
"2013-12-09",154,155.35,153.37,155.2,910500,152.51
"2013-12-10",155.18,155.9,154.13,154.7,1107600,152.02
"2013-12-11",153.61,153.64,150.47,150.55,1186500,149.29
"2013-12-12",150.33,151.13,149.67,149.71,835200,148.46
"2013-12-13",150.09,152.07,149.38,149.54,749700,148.29
"2013-12-16",150.64,151.59,149.48,151.01,917200,149.75
"2013-12-17",149.84,150.29,148.25,149.52,867600,148.27
"2013-12-18",149.31,152.4,147.14,152.15,1036300,150.88
"2013-12-19",151.47,151.63,150.37,151.16,652600,149.9
"2013-12-20",151.16,151.92,151,151.82,806000,150.55
"2013-12-23",152.33,153.31,151.4,151.55,619400,150.29
"2013-12-24",151.47,151.74,151,151.6,291500,150.34
"2013-12-26",151.7,152.44,150.74,151.15,311100,149.89
"2013-12-27",151.64,152.26,150.54,151.12,361800,149.86
"2013-12-30",151.37,152.67,150.91,151.57,403500,150.31
"2013-12-31",151.74,151.94,150.08,150.52,794400,149.26
"2014-01-02",150.49,150.49,148.04,148.95,665500,147.71
"2014-01-03",149.12,150.71,148.34,150.11,517900,148.86
"2014-01-06",150.7,151,149.11,150.03,398100,148.78
"2014-01-07",150.03,151.49,149.55,149.86,633100,148.61
"2014-01-08",150.02,150.66,148.75,150.13,655900,148.88
"2014-01-09",151.49,153.11,150.31,153.05,978800,151.77
"2014-01-10",153.04,154.6,153.04,154.26,644400,152.97
"2014-01-13",153.52,155.1,153.52,153.96,594700,152.68
"2014-01-14",155.22,156.71,154.22,155.73,713500,154.43
"2014-01-15",155.67,156.1,154.67,155.04,854900,153.75
"2014-01-16",155.19,156.26,155.05,156.01,487600,154.71
"2014-01-17",156.23,156.34,154.78,154.97,541400,153.68
"2014-01-21",155.89,157.41,154.51,155.03,843900,153.74
