"","FLS.Open","FLS.High","FLS.Low","FLS.Close","FLS.Volume","FLS.Adjusted"
"2012-04-02",115.1,118.39,115.03,117.63,1992000,38.52
"2012-04-03",117.16,117.41,116.2,117.19,1694700,38.37
"2012-04-04",115.99,116.06,114.85,115.45,1210200,37.8
"2012-04-05",115,116.41,115,115.75,1072500,37.9
"2012-04-09",112.96,113.31,111.76,112.79,735300,36.93
"2012-04-10",112.12,112.43,108.81,109.24,1383600,35.77
"2012-04-11",110.69,111.66,109.72,110.07,1042500,36.04
"2012-04-12",110.08,113,109.93,112.56,781200,36.86
"2012-04-13",112.23,112.62,110.9,111.26,578700,36.43
"2012-04-16",112.25,112.91,110.94,111.98,823200,36.67
"2012-04-17",113,115.28,112.8,114.2,1320000,37.39
"2012-04-18",113.59,114.67,112.9,113.46,1098000,37.15
"2012-04-19",113.66,114.27,110.7,111.13,1552500,36.39
"2012-04-20",111.91,112.68,111.29,111.52,2040000,36.52
"2012-04-23",109.63,110.09,108.52,109.44,1167000,35.84
"2012-04-24",109.73,112.51,109.52,111.98,1620000,36.67
"2012-04-25",113.21,114.07,112.25,112.69,1200600,36.9
"2012-04-26",112.13,114.37,112.13,114.14,1029300,37.37
"2012-04-27",114.57,116.83,114.55,115.88,1378200,37.94
"2012-04-30",116.14,116.27,113.7,114.93,1687500,37.63
"2012-05-01",115.11,117,113.31,113.49,2166600,37.16
"2012-05-02",113.03,119.59,112.67,117.57,3940200,38.5
"2012-05-03",117.16,118.38,115.7,116.99,2224800,38.31
"2012-05-04",113.04,116.03,111.8,112.32,1974300,36.78
"2012-05-07",111.69,112.15,109.68,111.3,1688100,36.44
"2012-05-08",110.5,111.39,108.49,111.07,2004000,36.37
"2012-05-09",109.4,113.3,107.31,111.01,2631300,36.35
"2012-05-10",112.17,113.27,110.49,111.52,1561500,36.52
"2012-05-11",110.68,114.43,110.68,112.95,2112300,36.98
"2012-05-14",111.43,112.47,109.91,111.06,1335600,36.37
"2012-05-15",110.83,111.41,108.49,108.83,1615200,35.64
"2012-05-16",109.44,111.33,107.11,107.33,1815900,35.14
"2012-05-17",107.34,107.5,102.61,102.75,2408700,33.64
"2012-05-18",103.27,104.84,101.17,101.59,2402400,33.26
"2012-05-21",102.1,106.43,102,105.93,1681200,34.69
"2012-05-22",106.04,108.19,105.67,107.17,1740300,35.09
"2012-05-23",105.84,108.38,103.6,107.99,1443000,35.36
"2012-05-24",108.52,108.52,106.72,108,996900,35.36
"2012-05-25",107.75,108.31,105.74,105.93,1544400,34.69
"2012-05-29",106.33,109.55,106.33,108.33,1969800,35.47
"2012-05-30",107.6,107.6,105.68,106.03,1705200,34.72
"2012-05-31",106.16,106.16,101.5,102.78,2460900,33.65
"2012-06-01",101.12,101.49,100,100.44,3750300,32.89
"2012-06-04",101.12,101.88,98.41,100.16,2324700,32.8
"2012-06-05",99.8,102.9,99.65,102.47,1928700,33.55
"2012-06-06",103.27,105.66,103.17,105.59,1751700,34.57
"2012-06-07",107.19,107.92,104.63,104.78,2115300,34.31
"2012-06-08",104.37,105.71,103.3,105.11,1458900,34.42
"2012-06-11",106.58,106.65,103.69,103.8,1501500,33.99
"2012-06-12",104.16,105.23,103,105.11,1901100,34.42
"2012-06-13",104.46,106.31,103.13,104.57,2654400,34.24
"2012-06-14",104.58,107.18,104.07,106.16,2324100,34.76
"2012-06-15",107.21,108.5,106.47,108.45,2197800,35.51
"2012-06-18",108.22,109.18,106.94,108.58,1170600,35.55
"2012-06-19",108.78,111.67,108.78,110.04,2922000,36.03
"2012-06-20",109.85,111.53,109.34,110.64,1210200,36.23
"2012-06-21",110.81,111.55,107.71,107.98,1856100,35.36
"2012-06-22",106.92,108.63,106.72,107.53,1452600,35.21
"2012-06-25",108.48,108.48,105.66,106.63,1482000,34.92
"2012-06-26",106.74,109.64,106.57,108.61,2414700,35.56
"2012-06-27",108.82,111.95,108.82,111.18,1974900,36.53
"2012-06-28",110.26,112.78,110.1,112.2,2090400,36.86
"2012-06-29",114.9,115.62,114.39,114.75,1952400,37.7
"2012-07-02",114.96,115.71,113.52,115.29,1333500,37.88
"2012-07-03",115.23,117.39,115.19,117.3,1048500,38.54
"2012-07-05",116.87,117.92,116.57,117.15,1574700,38.49
"2012-07-06",115.66,116.98,115.32,116.26,1602000,38.2
"2012-07-09",115.99,117.18,115.54,116.46,993600,38.26
"2012-07-10",116.67,117.1,111.53,112.55,2294400,36.98
"2012-07-11",112.65,113.11,108.62,109.05,2928000,35.83
"2012-07-12",105.91,109.08,105.91,108.55,2382000,35.66
"2012-07-13",109.01,110.86,108.56,110.71,1245000,36.37
"2012-07-16",110.54,110.84,108.56,109.95,1224900,36.12
"2012-07-17",110.5,111.52,108.65,110.99,1264200,36.46
"2012-07-18",110.26,115,109.95,113.56,1318800,37.31
"2012-07-19",113.5,115.41,113.41,113.74,1516500,37.37
"2012-07-20",112.56,114.42,111.72,112.47,2024400,36.95
"2012-07-23",109.49,112.39,109.22,111.37,1422900,36.59
"2012-07-24",111.38,112.22,109.12,109.95,1210800,36.12
"2012-07-25",110.53,111.76,108.98,110.7,1702200,36.37
"2012-07-26",112.69,113.76,111.24,112.19,1912800,36.86
"2012-07-27",113,116.97,112.25,116.11,2732400,38.15
"2012-07-30",115.63,117.17,114.93,115.8,1458600,38.04
"2012-07-31",117.53,122.45,116.74,119.98,3606900,39.42
"2012-08-01",120.9,123.09,118.42,118.78,2045100,39.02
"2012-08-02",117.88,119,116.99,118.66,1597800,38.98
"2012-08-03",121.3,124.25,120.87,123.95,1991700,40.72
"2012-08-06",124.33,125.94,124.33,125.22,1645800,41.14
"2012-08-07",126.03,128.86,125.85,126.95,1643700,41.71
"2012-08-08",125.23,127.97,125.23,127.71,3155700,41.96
"2012-08-09",127.3,129.38,127.1,127.76,1115400,41.97
"2012-08-10",127.37,128.1,126.84,128.03,899400,42.06
"2012-08-13",128,128.37,127.3,127.99,784500,42.05
"2012-08-14",128.63,128.9,126.89,127.27,904200,41.81
"2012-08-15",126.98,127.88,126.45,127.22,826200,41.8
"2012-08-16",127.68,130.15,127.13,129.54,1045200,42.56
"2012-08-17",128.45,129.11,128.25,128.58,1853700,42.24
"2012-08-20",128.09,129.1,127.54,128.21,1426200,42.12
"2012-08-21",128.8,128.98,126.66,127.07,2052000,41.75
"2012-08-22",126.94,128.59,126.52,127.97,1610100,42.04
"2012-08-23",128.05,129.51,126.89,127.9,1287600,42.02
"2012-08-24",127.73,129.15,127.03,127.77,1137600,41.98
"2012-08-27",127.96,129.02,127.55,128.33,2044500,42.16
"2012-08-28",128.19,128.41,126.83,127.58,1369500,41.91
"2012-08-29",127.65,128.35,126.64,127.74,1265100,41.97
"2012-08-30",126.63,127.53,125.98,125.99,1065600,41.39
"2012-08-31",127.06,128.33,126.87,127.66,1554900,41.94
"2012-09-04",127.36,128.62,126.23,127.42,1367100,41.86
"2012-09-05",127.19,128.17,126.2,126.82,980400,41.66
"2012-09-06",128.49,129.96,127.52,129.41,2198400,42.52
"2012-09-07",130.01,132.51,129.9,131.29,1545900,43.13
"2012-09-10",130.32,132.33,129.34,130.6,1446600,42.91
"2012-09-11",130.6,132.84,130.6,132.15,1428000,43.42
"2012-09-12",132.8,132.93,131.12,132.53,1316100,43.54
"2012-09-13",132.73,132.91,130.61,132.03,2446800,43.38
"2012-09-14",132.51,135.57,132.51,134.81,2150400,44.29
"2012-09-17",134.36,134.36,132.66,133.31,1337700,43.8
"2012-09-18",133.12,133.9,131.64,131.88,1495800,43.33
"2012-09-19",131.88,133.24,131.37,132.75,1223400,43.61
"2012-09-20",131.72,132.7,131,132.53,1094700,43.54
"2012-09-21",133.29,134.67,131.9,132.02,1523700,43.37
"2012-09-24",130.11,131.29,128.89,130.91,2110500,43.01
"2012-09-25",131.2,131.7,128.44,128.64,1526400,42.26
"2012-09-26",128.32,129.06,126.67,126.89,1436700,41.8
"2012-09-27",127.61,128.33,126.44,127.57,1284300,42.03
"2012-09-28",126.82,128.2,126.43,127.74,1385700,42.08
"2012-10-01",128.36,129.43,127.33,127.84,1668900,42.12
"2012-10-02",128.34,129.67,126.85,128.05,1562700,42.19
"2012-10-03",128.51,129.09,127.09,128.42,1139100,42.31
"2012-10-04",129.02,130.09,128.38,129.85,843600,42.78
"2012-10-05",130.58,131.5,129.57,130.39,858600,42.96
"2012-10-08",129.22,130.94,129.22,129.82,786900,42.77
"2012-10-09",129.95,130.84,128.47,128.78,729600,42.43
"2012-10-10",128.5,129.28,127.3,128.76,1306800,42.42
"2012-10-11",129.94,130.34,128.4,128.74,1167000,42.41
"2012-10-12",129,130.43,127.75,128.31,1692300,42.27
"2012-10-15",128.44,129,127.88,128.56,1593300,42.35
"2012-10-16",128.82,130.34,128.82,129.97,1583100,42.82
"2012-10-17",130.35,133.38,130.1,132.79,1495200,43.75
"2012-10-18",132.72,135.44,132.47,134.66,1977900,44.36
"2012-10-19",133.88,134.91,132.26,132.84,1738500,43.76
"2012-10-22",132.04,132.83,130.74,132.03,1304400,43.5
"2012-10-23",130.06,130.67,128.55,130.13,1166400,42.87
"2012-10-24",130.56,131.48,129.72,130.27,1234800,42.92
"2012-10-25",131.21,131.85,129.74,131.14,905400,43.2
"2012-10-26",131.07,131.99,130.16,130.93,894300,43.14
"2012-10-31",131.97,137.9,131.75,135.49,2278800,44.64
"2012-11-01",135.75,137.56,135.5,136.83,2363100,45.08
"2012-11-02",138.01,138.39,135.83,136.9,2148600,45.1
"2012-11-05",136.19,140.15,136.02,139.84,1767000,46.07
"2012-11-06",140.08,141.98,139.51,140.89,1393200,46.42
"2012-11-07",136.91,147.1,136.91,137.6,1705500,45.33
"2012-11-08",137.76,138.44,135.41,135.94,1202700,44.79
"2012-11-09",135.25,137.15,135.1,135.27,1158600,44.57
"2012-11-12",135.5,136.82,134.59,135.57,905700,44.66
"2012-11-13",134.72,137.85,134.7,136.55,1323000,44.99
"2012-11-14",136.91,137,132.81,133.35,1174200,43.93
"2012-11-15",132.97,133.73,131.6,132.46,1421100,43.64
"2012-11-16",132.11,135.11,131.84,134.76,2270400,44.4
"2012-11-19",136.2,138.23,136.02,138.23,2167800,45.54
"2012-11-20",138.23,140.2,137.59,139.34,3135600,45.91
"2012-11-21",139.26,139.43,137.82,138.16,1118100,45.52
"2012-11-23",139.08,139.78,138.39,139.45,777300,45.94
"2012-11-26",138.95,140.77,138.4,139.2,2107500,45.86
"2012-11-27",139.28,140.82,138.37,138.76,1278600,45.71
"2012-11-28",138.13,139.84,136.47,139.32,1360200,45.9
"2012-11-29",139.78,140.7,137.24,139.63,1915200,46
"2012-11-30",139.61,139.89,138.16,138.55,1839900,45.65
"2012-12-03",139.62,140.44,138.33,138.6,1300500,45.66
"2012-12-04",139.73,141.29,139.08,140.9,1746000,46.42
"2012-12-05",140.87,141.98,139.33,141.21,1747500,46.52
"2012-12-06",141.09,141.68,140.55,141.39,1019400,46.58
"2012-12-07",142.3,142.82,141.33,141.9,1016100,46.75
"2012-12-10",141.72,143.67,141.63,142.9,1431900,47.08
"2012-12-11",143.33,144.62,142.76,142.92,1122600,47.09
"2012-12-12",143.3,143.64,141.53,141.87,1236900,46.74
"2012-12-13",142.37,142.89,140.98,142.3,732900,46.88
"2012-12-14",142.13,142.57,141.32,142.16,1200600,46.84
"2012-12-17",142.6,142.6,140.92,141.91,1818300,46.75
"2012-12-18",140.44,145.54,140.44,144.69,1242600,47.67
"2012-12-19",145.11,146.2,144.18,144.95,1301400,47.75
"2012-12-20",145.05,146.33,144.68,146.29,1091400,48.2
"2012-12-21",144,145.05,143.17,144.25,1792800,47.52
"2012-12-24",144.18,145.16,143.69,144.46,415800,47.59
"2012-12-26",144.52,145,143.62,143.96,669300,47.43
"2012-12-27",143.53,145.3,142.87,145.1,760800,47.92
"2012-12-28",143.95,144.71,142.75,142.86,711000,47.18
"2012-12-31",142.8,146.92,142.71,146.8,1427400,48.49
"2013-01-02",150.1,152.01,149.96,152.01,1792200,50.21
"2013-01-03",151.7,153.44,151.65,152.32,1306200,50.31
"2013-01-04",152.92,153.9,152.46,153.54,1099500,50.71
"2013-01-07",152.89,154.69,152.11,153.75,1176300,50.78
"2013-01-08",153.29,155.16,152.34,155.03,1802700,51.2
"2013-01-09",155.05,155.43,153.58,154.65,1215600,51.08
"2013-01-10",154.9,155.62,153.75,155.25,861300,51.28
"2013-01-11",155.62,155.63,154.56,155.63,681300,51.4
"2013-01-14",155.83,156.02,153.84,154.33,828900,50.97
"2013-01-15",152.79,154.56,152.79,153.55,1284000,50.71
"2013-01-16",153.05,153.09,151.9,152.45,1113300,50.35
"2013-01-17",153.65,155.8,153.6,155.5,1332600,51.36
"2013-01-18",155.91,157.35,154.15,157.31,1083300,51.96
"2013-01-22",157.3,157.46,155.37,157.08,1058700,51.88
"2013-01-23",156.77,157.44,154.58,155.23,1239600,51.27
"2013-01-24",154.23,155.74,152.62,154.5,2145900,51.03
"2013-01-25",155.55,155.55,152.15,154.47,1844100,51.02
"2013-01-28",155.13,155.13,152.51,152.77,1464000,50.46
"2013-01-29",152.71,157.05,152.39,156.95,1788900,51.84
"2013-01-30",156.87,158.63,156.14,156.94,1549200,51.83
"2013-01-31",156.49,157.54,156.07,156.77,942600,51.78
"2013-02-01",157.07,157.98,154.81,156.02,1301100,51.53
"2013-02-04",155.09,156.14,153.79,154.57,1283700,51.05
"2013-02-05",155.64,157.62,154.64,156.59,1442400,51.72
"2013-02-06",155.96,157.24,155.56,156.41,864900,51.66
"2013-02-07",156.59,157.09,153.84,155.2,697200,51.26
"2013-02-08",155.42,157.88,155.42,157.74,1611300,52.1
"2013-02-11",157.61,158.25,155.25,157.66,1060500,52.07
"2013-02-12",157.9,159.45,157.7,159.09,932400,52.54
"2013-02-13",159.45,160.92,159.26,160.02,1107300,52.85
"2013-02-14",160.21,160.6,159.17,159.97,848100,52.83
"2013-02-15",160.17,160.41,159.13,159.95,896100,52.83
"2013-02-19",160.27,160.45,158.79,159.72,937800,52.75
"2013-02-20",159.3,160.25,157.26,157.76,1494600,52.1
"2013-02-21",157.51,157.51,155.17,155.85,1416900,51.47
"2013-02-22",157.11,162.61,156.52,161.3,2801700,53.27
"2013-02-25",162.31,162.5,154.21,154.42,1974900,51
"2013-02-26",155,155.76,152.93,155.16,1721400,51.25
"2013-02-27",155.06,159.49,154.46,158.93,1402200,52.49
"2013-02-28",159.8,161.66,158.94,160.5,1470600,53.01
"2013-03-01",159.25,161.81,156.92,161.55,1169100,53.36
"2013-03-04",161.56,161.93,159.51,161.61,1135500,53.38
"2013-03-05",161.83,165.87,161.83,165.18,1302900,54.56
"2013-03-06",166.32,167,164.6,164.74,1192500,54.41
"2013-03-07",164.95,165.73,163.65,164.13,1205100,54.21
"2013-03-08",165.41,166.08,163.56,164.74,1160400,54.41
"2013-03-11",164.49,166.21,164.11,165.51,987900,54.66
"2013-03-12",165.32,165.53,163.31,164.22,969600,54.24
"2013-03-13",164.21,165.23,163.46,164.73,610800,54.41
"2013-03-14",165.15,167.21,165.15,166.89,1204500,55.12
"2013-03-15",166,168.39,165.82,167.75,2586000,55.4
"2013-03-18",165.62,168.46,165.37,167.57,899400,55.34
"2013-03-19",168.03,168.68,165.33,167.26,753300,55.24
"2013-03-20",167.13,169.54,167.01,169.06,1019400,55.84
"2013-03-21",168.56,168.56,163.87,165.69,1761600,54.72
"2013-03-22",166.18,166.38,164.98,165.72,994800,54.73
"2013-03-25",166.63,166.63,162.45,164.3,889800,54.26
"2013-03-26",164.87,165.57,163.86,165.42,876000,54.77
"2013-03-27",164.21,165.54,163.46,165.22,840900,54.71
"2013-03-28",165.37,168.05,165.04,167.71,1834200,55.53
"2013-04-01",167.23,167.6,163.8,164.69,1037100,54.53
"2013-04-02",164.7,166.03,162.55,163.05,765300,53.99
"2013-04-03",163.24,163.24,160.65,161.85,1122300,53.59
"2013-04-04",161.86,163.1,161.22,162.35,1333800,53.76
"2013-04-05",160,161.64,158.34,160.12,1372200,53.02
"2013-04-08",160.12,161.9,159.43,161.49,781500,53.47
"2013-04-09",161.99,163.75,161.57,163.38,991500,54.1
"2013-04-10",163.66,165.23,163.66,164.87,1000800,54.59
"2013-04-11",164.86,165.35,164.3,164.44,682200,54.45
"2013-04-12",163.64,164.12,161.29,161.55,791400,53.49
"2013-04-15",160.24,160.69,155.1,155.35,1325700,51.44
"2013-04-16",157.2,159.37,157.02,159.09,846000,52.68
"2013-04-17",157.66,157.77,153.76,154.65,1207800,51.21
"2013-04-18",154.78,155.53,152.11,152.25,1002300,50.41
"2013-04-19",152.45,154.23,152,152.83,1066500,50.61
"2013-04-22",152.97,153.8,151.96,153.08,1077900,50.69
"2013-04-23",153.4,154.22,152.5,153.89,1087500,50.96
"2013-04-24",153.42,157,153.42,156.24,1264500,51.74
"2013-04-25",156.99,159.26,154.68,157.55,1964400,52.17
"2013-04-26",157.53,157.87,156.18,157.73,986400,52.23
"2013-04-29",157.72,158.59,156.92,157.8,1305300,52.25
"2013-04-30",157.08,158.15,155.1,158.12,2532000,52.36
"2013-05-01",156.92,156.92,151.25,151.32,1851900,50.11
"2013-05-02",151.5,154.48,150.01,154.24,1863900,51.07
"2013-05-03",154.3,161.19,154.3,158.67,1594500,52.54
"2013-05-06",158.34,159.34,158.02,158.8,820200,52.58
"2013-05-07",159.3,161.57,158.61,161.45,891900,53.46
"2013-05-08",161.15,163,160.8,162.73,676500,53.88
"2013-05-09",162.73,163.66,160.83,161.19,975900,53.37
"2013-05-10",161.53,162.72,160.06,162.24,827400,53.72
"2013-05-13",161.88,162.31,160.73,162.12,559800,53.68
"2013-05-14",162.07,165.52,162.07,164.86,991500,54.59
"2013-05-15",165,166.28,163.25,166.27,864900,55.06
"2013-05-16",165.99,169.51,165.24,166.55,1161000,55.15
"2013-05-17",166.48,170.08,166.33,169.9,786000,56.26
"2013-05-20",169.54,172.66,169.22,171.11,814200,56.66
"2013-05-21",171.13,173.29,170.96,171.89,1124400,56.92
"2013-05-22",171.85,172.53,167.4,168.57,1393200,55.82
"2013-05-23",166.69,168.97,166.23,167.93,596100,55.61
"2013-05-24",167.01,167.37,164.76,166.84,621600,55.25
"2013-05-28",168.8,171.51,167.79,169.22,744900,56.03
"2013-05-29",167.24,169.04,167.16,167.67,745500,55.52
"2013-05-30",168.17,170.01,167.11,169.19,561600,56.02
"2013-05-31",168.27,171.09,167.98,168.13,1220400,55.67
"2013-06-03",168.6,169,163.96,166.98,1215300,55.29
"2013-06-04",166.92,169.69,165.83,166.84,811200,55.25
"2013-06-05",166.71,166.89,162.26,162.5,1150500,53.81
"2013-06-06",161.85,165,161.85,165,640200,54.64
"2013-06-07",166.17,168.92,165.96,168.07,959700,55.65
"2013-06-10",168.62,169.37,167.37,168.43,548700,55.77
"2013-06-11",165,167.06,163.4,165.04,912300,54.65
"2013-06-12",166.92,167.22,163.64,163.95,513000,54.29
"2013-06-13",164.05,166.53,162.84,165.96,714600,54.95
"2013-06-14",165.78,166.87,164.14,165.65,755100,54.85
"2013-06-17",166.4,167.52,163.35,164.73,1174500,54.55
"2013-06-18",165.08,166.49,164.41,165.97,552600,54.96
"2013-06-19",166.1,166.69,164.01,164.02,584700,54.31
"2013-06-20",162,162.8,159.77,160.19,970500,53.04
"2013-06-21",161.63,161.98,157.19,159.31,2274600,52.75
"2013-06-24",52.7,52.9,50.9,52.05,1532000,51.71
"2013-06-25",53.3,53.3,52.45,52.8,1611000,52.45
"2013-06-26",53.59,54.17,53.49,53.95,1412900,53.59
"2013-06-27",54.24,54.75,54.18,54.52,815800,54.16
"2013-06-28",54.25,54.52,53.8,54.01,1071500,53.79
"2013-07-01",54.35,55.12,54.15,54.6,671800,54.38
"2013-07-02",54.57,54.73,54.1,54.33,1009200,54.11
"2013-07-03",54.14,54.55,53.96,54.2,650700,53.98
"2013-07-05",54.86,55.41,54.36,55.36,875100,55.13
"2013-07-08",55.59,55.79,54.94,55.03,1069200,54.81
"2013-07-09",55.58,56.07,55.47,55.75,992700,55.52
"2013-07-10",55.68,55.85,55.21,55.57,783200,55.34
"2013-07-11",56.48,56.48,55.31,55.94,1050900,55.71
"2013-07-12",55.94,56.08,55.22,55.51,1454300,55.28
"2013-07-15",55.54,55.74,55.04,55.29,961400,55.07
"2013-07-16",55.4,55.45,54.59,55.18,1235200,54.96
"2013-07-17",55.46,55.83,55.13,55.81,1588000,55.58
"2013-07-18",56,56.96,55.81,56.74,1573100,56.51
"2013-07-19",56.81,57.37,56.54,57.35,1912500,57.12
"2013-07-22",57.35,57.94,57.16,57.35,1852400,57.12
"2013-07-23",57.46,57.47,56.73,56.95,2263600,56.72
"2013-07-24",56.95,57.15,55.77,56.05,1650700,55.82
"2013-07-25",56.16,57.53,55.95,57.38,2729600,57.15
"2013-07-26",56.93,57.11,56.48,56.82,1247500,56.59
"2013-07-29",56.53,56.83,56.17,56.36,903200,56.13
"2013-07-30",56.6,56.94,56.28,56.74,667900,56.51
"2013-07-31",56.84,57.2,56.6,56.68,1052400,56.45
"2013-08-01",57.33,58.25,57.04,58.09,1002300,57.85
"2013-08-02",57.95,58.01,56.98,57.26,1355400,57.03
"2013-08-05",57.12,57.29,56.64,56.9,683900,56.67
"2013-08-06",57.01,57.01,56.08,56.47,1218000,56.24
"2013-08-07",56.31,56.44,55.79,55.98,1268400,55.75
"2013-08-08",56.18,56.37,55.69,56.29,1108700,56.06
"2013-08-09",56.22,56.81,55.99,56.75,989700,56.52
"2013-08-12",56.54,57.02,56.47,57,922400,56.77
"2013-08-13",57,57.55,56.58,57.44,1021900,57.21
"2013-08-14",57.37,57.47,56.95,57.16,1080200,56.93
"2013-08-15",56.52,56.72,56.21,56.31,1531600,56.08
"2013-08-16",56.19,56.78,56.11,56.6,947000,56.37
"2013-08-19",56.34,56.7,55.93,56.03,722500,55.8
"2013-08-20",56.02,56.71,55.85,56.65,785300,56.42
"2013-08-21",56.46,56.7,56.04,56.24,595400,56.01
"2013-08-22",56.37,57.56,56.33,57.45,610200,57.22
"2013-08-23",57.54,57.59,57.12,57.33,610000,57.1
"2013-08-26",57.39,57.6,57,57.18,490000,56.95
"2013-08-27",56.56,56.86,55.8,56.03,885900,55.8
"2013-08-28",55.93,56.56,55.66,56.4,716100,56.17
"2013-08-29",56.19,56.9,56.19,56.52,421900,56.29
"2013-08-30",56.59,56.65,55.64,55.79,846800,55.56
"2013-09-03",56.62,56.97,55.98,56.48,1145200,56.25
"2013-09-04",56.46,57.97,56.4,57.9,1258200,57.66
"2013-09-05",57.86,58.82,57.78,58.23,1457300,57.99
"2013-09-06",58.41,59.86,57.91,59.07,1787900,58.83
"2013-09-09",59.28,59.82,59.28,59.67,892100,59.43
"2013-09-10",60.05,61.3,59.88,61.23,1419900,60.98
"2013-09-11",61.2,61.54,60.78,60.97,1060600,60.72
"2013-09-12",61.12,61.71,60.85,61.45,1102800,61.2
"2013-09-13",61.61,61.61,60.94,61,906100,60.75
"2013-09-16",61.84,62.2,61.28,61.45,1087100,61.2
"2013-09-17",61.45,61.75,61.32,61.55,688000,61.3
"2013-09-18",61.52,62.75,60.98,62.59,959600,62.34
"2013-09-19",62.94,63.5,62.84,63.28,1203800,63.02
"2013-09-20",63.64,63.7,62.73,63.07,1768200,62.81
"2013-09-23",62.8,63.03,61.85,62.54,920100,62.29
"2013-09-24",62.59,63.17,62.36,62.79,1029300,62.53
"2013-09-25",62.73,62.93,62.07,62.11,1051800,62
"2013-09-26",62.16,62.64,62.15,62.56,575100,62.44
"2013-09-27",62.17,62.45,61.84,62.16,620500,62.05
"2013-09-30",61.39,62.44,61.27,62.39,1227400,62.28
"2013-10-01",62.25,63.01,62.25,62.45,904100,62.34
"2013-10-02",62.13,62.2,61.32,61.84,1153700,61.73
"2013-10-03",61.62,62.01,60.79,61.45,980600,61.34
"2013-10-04",61.42,61.92,61.18,61.71,756500,61.6
"2013-10-07",61.09,61.32,60.84,60.97,834600,60.86
"2013-10-08",61.01,61.42,60.12,60.29,981300,60.18
"2013-10-09",60.4,60.71,59.86,60.36,1145700,60.25
"2013-10-10",61.04,62.06,61.01,62.04,932100,61.93
"2013-10-11",61.83,62.88,61.77,62.87,1153000,62.75
"2013-10-14",62.47,63.44,62.34,63.41,913100,63.29
"2013-10-15",63.28,63.28,62.09,62.41,841100,62.3
"2013-10-16",63.28,63.28,62.16,62.74,1205500,62.62
"2013-10-17",62.61,63.52,62.42,63.5,925600,63.38
"2013-10-18",64.06,64.33,63.59,64.28,766600,64.16
"2013-10-21",64.4,64.63,63.68,64.11,984300,63.99
"2013-10-22",64.47,64.88,63.98,64.26,865100,64.14
"2013-10-23",63.9,64.09,63.21,63.72,1217700,63.6
"2013-10-24",63.7,64.1,63.24,63.49,1966300,63.37
"2013-10-25",66.59,71.49,65.82,71.22,4119600,71.09
"2013-10-28",71.34,71.45,69.26,69.78,2268600,69.65
"2013-10-29",69.92,70.87,69.75,70.73,1291600,70.6
"2013-10-30",70.77,70.92,69.46,69.65,877100,69.52
"2013-10-31",69.68,69.95,69.02,69.47,993200,69.34
"2013-11-01",69.73,69.89,68.58,69.65,958800,69.52
"2013-11-04",70.02,70.49,69.79,70.46,878100,70.33
"2013-11-05",70.25,70.78,69.43,70.3,1246300,70.17
"2013-11-06",70.55,70.91,69.62,69.97,693800,69.84
"2013-11-07",70.14,70.73,68.25,68.45,884300,68.32
"2013-11-08",68.69,69.59,68.4,69.58,1282500,69.45
"2013-11-11",69.67,70.45,69.4,70.41,826500,70.28
"2013-11-12",70.4,70.71,70.01,70.19,866700,70.06
"2013-11-13",69.8,71.07,69.67,71.06,1334800,70.93
"2013-11-14",71.13,71.56,70.63,71.3,729200,71.17
"2013-11-15",71.27,71.5,70.69,71.26,683000,71.13
"2013-11-18",71.75,71.94,70.24,70.6,683800,70.47
"2013-11-19",70.69,70.85,69.5,69.68,916100,69.55
"2013-11-20",70.12,70.88,69.37,69.66,945000,69.53
"2013-11-21",69.96,70.9,69.67,70.73,899300,70.6
"2013-11-22",70.63,71.06,70.19,71,809100,70.87
"2013-11-25",72.15,73.04,71.27,71.84,1034400,71.71
"2013-11-26",71.81,71.93,71.1,71.73,1063800,71.6
"2013-11-27",71.71,71.91,70.87,71.27,664100,71.14
"2013-11-29",71.34,72.11,71.28,71.38,568500,71.25
"2013-12-02",71.53,72.17,70.54,70.67,997300,70.54
"2013-12-03",70.57,70.94,70.08,70.62,975100,70.49
"2013-12-04",69.95,70.47,68.79,69.43,1746000,69.3
"2013-12-05",69.45,69.96,69.12,69.61,971600,69.48
"2013-12-06",70.54,70.95,70.04,70.94,867800,70.81
"2013-12-09",71.21,72.03,71.06,71.82,1301800,71.69
"2013-12-10",71.72,72.21,71.58,72.08,1212500,71.95
"2013-12-11",72.07,72.91,71.81,72.2,2983600,72.07
"2013-12-12",72.1,72.57,71.97,72.09,1485900,71.96
"2013-12-13",72.21,72.56,71.67,72.36,1067200,72.23
"2013-12-16",72.8,73.89,72.73,73.66,1110800,73.52
"2013-12-17",73.88,73.95,72.85,73.16,808700,73.03
"2013-12-18",73.12,74.82,72.73,74.8,1081400,74.66
"2013-12-19",74.78,75.31,74.16,75.22,1260000,75.08
"2013-12-20",75.39,76.41,75.13,75.73,1728700,75.59
"2013-12-23",76.03,76.79,75.78,76.1,1064400,75.96
"2013-12-24",76,76.58,76,76.53,411500,76.53
"2013-12-26",76.57,77.08,76.1,76.95,706400,76.95
"2013-12-27",76.92,77.06,76.44,76.9,643800,76.9
"2013-12-30",76.98,77.81,76.94,77.7,1071200,77.7
"2013-12-31",78,78.89,78,78.83,1367200,78.83
"2014-01-02",78.17,78.46,76.99,77.3,1400900,77.3
"2014-01-03",77.5,78.26,77.32,77.86,896200,77.86
"2014-01-06",78.21,78.49,76.98,77.24,971500,77.24
