"","MOS.Open","MOS.High","MOS.Low","MOS.Close","MOS.Volume","MOS.Adjusted"
"2007-07-20",39.97,39.97,38.02,38.79,1293300,36.01
"2007-07-23",39.08,40.22,38.8,40,1652600,37.13
"2007-07-24",39.99,40.17,38,38.49,2679100,35.73
"2007-07-25",38.7,38.99,35.17,37.17,3576200,34.5
"2007-07-26",36,36.65,34.18,35.64,4560800,33.08
"2007-07-27",35.8,36.44,34.15,34.61,2852100,32.13
"2007-07-30",35,36.35,34.76,35.96,4400200,33.38
"2007-07-31",37.72,41.56,37.05,37.56,5804700,34.87
"2007-08-01",38,38.17,36.51,38.01,3931500,35.28
"2007-08-02",38.42,40.07,38.35,40.03,3295400,37.16
"2007-08-03",39.68,40.63,39,39.48,2759700,36.65
"2007-08-06",39.57,39.69,37.76,38.75,2797300,35.97
"2007-08-07",38.5,41,38.16,40.6,2855500,37.69
"2007-08-08",41.4,42.69,37.27,40.39,4298100,37.49
"2007-08-09",39.8,40.39,35.8,37.51,2807000,34.82
"2007-08-10",37,40.02,34,39.44,3074800,36.61
"2007-08-13",40.15,40.82,39.03,40.04,1934100,37.17
"2007-08-14",40.68,41.93,39.81,40.13,2446900,37.25
"2007-08-15",40,40.37,37.8,38.14,2224400,35.4
"2007-08-16",37.25,37.53,32.5,35.22,6172500,32.69
"2007-08-17",37.11,38.7,34.66,35.97,3173800,33.39
"2007-08-20",35.96,38.84,35.89,38.73,2599300,35.95
"2007-08-21",38.55,39.88,38.03,39,1545800,36.2
"2007-08-22",39.6,40.73,39.5,40.31,2746200,37.42
"2007-08-23",39.91,40.92,39.33,39.61,1768000,36.77
"2007-08-24",39.25,41.19,38.57,41.03,2204900,38.09
"2007-08-27",40.98,41.54,39.93,40.62,1513000,37.71
"2007-08-28",40.36,40.51,38.54,38.79,1545700,36.01
"2007-08-29",38.8,40.25,38.8,40,1617800,37.13
"2007-08-30",39.36,40.46,38.42,39.92,1240600,37.06
"2007-08-31",40.71,42.35,40.6,42.02,2014800,39.01
"2007-09-04",42.8,44.23,42.03,42.93,2280600,39.85
"2007-09-05",42.69,43.42,41.75,43.27,1861300,40.17
"2007-09-06",43.36,44.75,43.34,44.31,2074200,41.13
"2007-09-07",42.81,43.85,42.2,42.92,1573400,39.84
"2007-09-10",43.33,44.05,41.92,42.84,1646600,39.77
"2007-09-11",43.44,44.5,42.3,44.06,1890500,40.9
"2007-09-12",44.1,45.48,43.6,45.41,2529400,42.15
"2007-09-13",46.28,49.09,45.3,45.5,2017900,42.24
"2007-09-14",44.61,45.96,44.38,44.77,1649100,41.56
"2007-09-17",45.4,45.82,44.56,44.89,1965900,41.67
"2007-09-18",45.69,46.56,44.75,46.36,2405000,43.03
"2007-09-19",47.25,48.15,46.56,46.94,2002200,43.57
"2007-09-20",47.25,47.96,46.94,47.42,1844100,44.02
"2007-09-21",49.5,50.98,48.56,50.25,3770500,46.64
"2007-09-24",50.66,51.19,48.9,49.46,2605900,45.91
"2007-09-25",51.46,51.46,49.01,50.07,1764000,46.48
"2007-09-26",50.61,51.85,50.21,51.65,1705900,47.94
"2007-09-27",52.14,53.75,51.74,53.23,1997600,49.41
"2007-09-28",53.53,54.83,52.66,53.52,2362000,49.68
"2007-10-01",53.82,54.99,53.3,54.1,2434000,50.22
"2007-10-02",54.3,54.3,51.05,52.45,2608500,48.69
"2007-10-03",52.45,52.45,48.72,48.92,3828600,45.41
"2007-10-04",49.66,51.05,49.03,50.88,2807500,47.23
"2007-10-05",52.25,52.87,51.51,52.4,3136300,48.64
"2007-10-08",53.03,53.03,51.25,51.38,2606100,47.69
"2007-10-09",53.12,55.95,53.12,55.61,7673200,51.62
"2007-10-10",54.86,58.8,54.86,58.31,5623700,54.13
"2007-10-11",59.69,62.39,58.32,59.23,6741500,54.98
"2007-10-12",59.66,62.43,59.61,61.68,3497500,57.25
"2007-10-15",62.44,63.11,59.71,60.5,3610100,56.16
"2007-10-16",60.08,63.65,59.28,62.86,3888100,58.35
"2007-10-17",63.66,64.41,60.39,61.94,3693800,57.5
"2007-10-18",61.84,63.5,61.49,63.32,2545900,58.78
"2007-10-19",63.02,64.44,61.97,62.5,3737300,58.02
"2007-10-22",61.1,62.32,58.09,60.09,4252600,55.78
"2007-10-23",61.4,62.15,60.29,62.13,2557900,57.67
"2007-10-24",61.03,63.38,59.57,63.06,3987900,58.54
"2007-10-25",63.05,66.35,59.5,65.5,8667500,60.8
"2007-10-26",65.76,69.82,65.76,68.83,5184600,63.89
"2007-10-29",70.75,71.79,67.77,69.66,4564800,64.66
"2007-10-30",70.13,70.5,67.11,68,3667000,63.12
"2007-10-31",68,69.95,66.95,69.8,3609200,64.79
"2007-11-01",67.48,70.15,67.45,68.95,2301200,64
"2007-11-02",69.8,70.7,67.5,69.47,2781000,64.49
"2007-11-05",67.5,68.93,66.85,67.57,1791400,62.72
"2007-11-06",68,70.1,66.11,70,2627500,64.98
"2007-11-07",70.08,72.8,68.78,70.89,3785400,65.8
"2007-11-08",70.7,72.5,66.34,71.09,4792000,65.99
"2007-11-09",69.5,72.72,69.49,71.04,3520700,65.94
"2007-11-12",71,71,60.6,61.33,8978900,56.93
"2007-11-13",61.98,67.99,59.71,66.42,6056900,61.65
"2007-11-14",69.08,69.08,65.84,66.27,2831300,61.52
"2007-11-15",66.69,66.69,60.07,61.98,4236300,57.53
"2007-11-16",61.95,63.64,60.25,63.64,3601800,59.07
"2007-11-19",63.6,63.6,57.25,59.34,3991800,55.08
"2007-11-20",60.84,62.05,59,61.1,3942600,56.72
"2007-11-21",60,60.17,58.4,58.93,2292600,54.7
"2007-11-23",60.12,62.12,59.28,61,969100,56.62
"2007-11-26",62.03,64.73,61.23,61.98,3336800,57.53
"2007-11-27",62.25,64.8,61.39,63.3,2705300,58.76
"2007-11-28",65,68.71,64.75,68.53,3944700,63.61
"2007-11-29",69.09,69.8,67.63,68.45,2044600,63.54
"2007-11-30",70.86,70.86,66.6,69.15,5018500,64.19
"2007-12-03",70.14,74.71,69.57,72.2,5214700,67.02
"2007-12-04",72.46,73.57,70.6,71.06,3927500,65.96
"2007-12-05",72.57,76.16,72,75.46,4396700,70.05
"2007-12-06",75.6,77.5,75.38,77.45,3525100,71.89
"2007-12-07",78,80,76.32,79.63,3474400,73.92
"2007-12-10",80.55,84.52,80.41,84.4,4596400,78.34
"2007-12-11",84.08,86.29,80.33,82,5344400,76.12
"2007-12-12",84.7,85.99,80.67,82.6,4016200,76.67
"2007-12-13",82.4,85.03,81.74,84.98,2318000,78.88
"2007-12-14",83.54,86.96,82.07,82.81,3859100,76.87
"2007-12-17",82.5,85.34,82.04,84.49,4369600,78.43
"2007-12-18",85.51,85.8,77.8,83.15,4467300,77.18
"2007-12-19",84.22,84.94,81.14,82.31,2066100,76.4
"2007-12-20",82.53,90.71,82.15,90.71,4311900,84.2
"2007-12-21",92.16,92.16,88.65,88.96,3431000,82.58
"2007-12-24",89.87,93.65,89.01,92.5,1679700,85.86
"2007-12-26",92.51,93.95,91.57,93.74,2104800,87.01
"2007-12-27",94.11,97.23,93.31,95.36,3258200,88.52
"2007-12-28",96.67,97.6,94.75,95.84,3577500,88.96
"2007-12-31",95.26,96.55,93.31,94.34,1971700,87.57
"2008-01-02",95.73,96.18,92.29,94.74,3681700,87.94
"2008-01-03",96.6,99.85,95.73,97.71,4629700,90.7
"2008-01-04",96,97,94.2,95.41,3820300,88.56
"2008-01-07",96.25,98.05,91.28,94,5978700,87.26
"2008-01-08",94.62,95,86.86,88.37,6300200,82.03
"2008-01-09",92.15,93.54,80,89.01,12635700,82.62
"2008-01-10",87.97,94.35,85.72,93.53,7007800,86.82
"2008-01-11",92.42,99.96,92.42,99.21,7026200,92.09
"2008-01-14",102.45,110.2,101.81,109.54,8157000,101.68
"2008-01-15",107.59,108.39,99.15,101.25,8006700,93.99
"2008-01-16",97.04,101.15,87.08,91.71,12584800,85.13
"2008-01-17",88.93,90.46,78,81,15913400,75.19
"2008-01-18",82.79,84.27,78.03,80.02,10351800,74.28
"2008-01-22",71.91,82.25,71,80.29,10472200,74.53
"2008-01-23",77.36,83.43,71.02,81,11690300,75.19
"2008-01-24",87.22,92.19,85.57,91.26,10516900,84.71
"2008-01-25",96.23,98,89.7,91.4,9159000,84.84
"2008-01-28",90.08,94,89,92.7,5136400,86.05
"2008-01-29",94.74,95.48,91.22,92.5,5119000,85.86
"2008-01-30",92.22,94.73,87.61,88.95,5550900,82.57
"2008-01-31",86.01,92.36,85,90.93,5326200,84.41
"2008-02-01",91.77,94.47,90.84,93.47,5173300,86.76
"2008-02-04",94.39,98.63,93.5,98.45,4875900,91.39
"2008-02-05",98.45,100.9,92.11,92.69,7981200,86.04
"2008-02-06",93.52,97.62,92.7,93.44,6213900,86.74
"2008-02-07",91.01,96,88.1,93.75,6690000,87.02
"2008-02-08",95.23,96.75,93.59,96.22,4515100,89.32
"2008-02-11",97.7,99.76,96,99.53,4245100,92.39
"2008-02-12",101.83,106.16,99.09,100.41,7882400,93.21
"2008-02-13",102.98,102.98,98.32,100.04,5011600,92.86
"2008-02-14",101.34,105.24,101.34,103.43,5056400,96.01
"2008-02-15",102.38,103.99,100.11,103.37,3752100,95.95
"2008-02-19",105.99,111.73,105.55,109.55,7741300,101.69
"2008-02-20",108.89,114.8,107.74,114.04,6380700,105.86
"2008-02-21",115.52,116,110.6,111.75,6861200,103.73
"2008-02-22",111.09,111.75,106.5,108.96,6096500,101.14
"2008-02-25",109.47,117.41,107.77,117.06,7875500,108.66
"2008-02-26",116.61,119.78,114.3,115.63,6931700,107.33
"2008-02-27",112.56,118.18,111.11,113.17,8158300,105.05
"2008-02-28",112.51,114.29,111.71,113.08,5943100,104.97
"2008-02-29",112.76,115.5,109.46,111.3,6793100,103.31
"2008-03-03",110.01,113.1,108.25,111.93,5875800,103.9
"2008-03-04",111.04,114.64,104.8,108.92,7538600,101.11
"2008-03-05",109.44,112.48,107.56,110.64,7047600,102.7
"2008-03-06",111.02,113.45,110.02,111.45,4649300,103.45
"2008-03-07",109.12,111.5,103.99,104.06,6426200,96.59
"2008-03-10",103.21,103.21,94.8,95.36,8251000,88.52
"2008-03-11",99.53,107.06,97.73,107.06,7890200,99.38
"2008-03-12",107.5,109.7,103.29,106.11,5523800,98.5
"2008-03-13",101.92,110,101.5,108.93,5964600,101.11
"2008-03-14",111.25,112.4,104.25,107.23,4950200,99.54
"2008-03-17",102.33,105.96,99.75,102.91,4271500,95.53
"2008-03-18",105.97,109.8,103.52,109.79,4849100,101.91
"2008-03-19",108.27,108.27,96.45,97.25,8503500,90.27
"2008-03-20",95.97,96.65,89.28,92.01,12086300,85.41
"2008-03-24",95.42,98.68,92.25,93.32,7359000,86.62
"2008-03-25",96.88,99.92,96,98.41,6944700,91.35
"2008-03-26",97.8,103,97.67,102.95,4993500,95.56
"2008-03-27",100.82,105.6,100.53,104.67,5549400,97.16
"2008-03-28",107.25,108.98,104.3,105.4,4290800,97.84
"2008-03-31",104.27,107.81,98.34,102.6,5665100,95.24
"2008-04-01",103.26,104.39,95,101.45,11785800,94.17
"2008-04-02",98.68,103.33,95.6,100.17,8888400,92.98
"2008-04-03",100.28,109.6,99.61,104.52,11035300,97.02
"2008-04-04",113.19,116.65,112,115.07,14328600,106.81
"2008-04-07",119.5,123,115.75,117.83,9363800,109.38
"2008-04-08",116.8,120.8,116.51,119.92,5407800,111.32
"2008-04-09",121.75,123.24,119.26,120,6590200,111.39
"2008-04-10",120.43,123.5,117.5,122.65,6498100,113.85
"2008-04-11",120.99,124.12,120.16,121.61,5766100,112.89
"2008-04-14",123.24,127.78,122.8,126.4,6982300,117.33
"2008-04-15",127.95,129.93,124.7,127.6,5984400,118.45
"2008-04-16",132.4,136.89,131.69,136.82,8925300,127
"2008-04-17",136.98,139,131.18,133.88,7525700,124.27
"2008-04-18",132.63,137.24,131.31,135.25,6873300,125.55
"2008-04-21",136.96,139.69,134.65,139.33,6115800,129.33
"2008-04-22",141.51,143.32,137.03,140.21,6953900,130.15
"2008-04-23",140.88,140.99,132.19,133.27,7096400,123.71
"2008-04-24",133.34,134.24,121.12,122.38,12051400,113.6
"2008-04-25",124.14,132.92,123,131.3,7917200,121.88
"2008-04-28",129.13,129.5,121.2,123.68,8770600,114.81
"2008-04-29",120.26,121.55,116.58,118.06,9023500,109.59
"2008-04-30",119.05,123.95,117.14,122.51,9217300,113.72
"2008-05-01",120.56,123.68,115.55,122.55,7748200,113.76
"2008-05-02",123.9,125.4,120.15,124.63,6246000,115.69
"2008-05-05",126.75,128.29,122.02,124.79,5599700,115.84
"2008-05-06",125.59,129.4,123.96,127.48,6388600,118.33
"2008-05-07",127.75,129.88,123.82,124.65,4995100,115.71
"2008-05-08",125.68,127.08,121.16,127.08,5271900,117.96
"2008-05-09",126.07,128.52,123.33,126.42,4260300,117.35
"2008-05-12",127,128.12,123.88,126.99,3612200,117.88
"2008-05-13",126.98,127.45,123.16,125.25,4270200,116.26
"2008-05-14",124.95,130.12,124.11,125.16,5639000,116.18
"2008-05-15",126.65,129.69,125.51,128.93,5298100,119.68
"2008-05-16",129.7,132.16,127.69,129.66,5000200,120.36
"2008-05-19",130.83,130.83,122.19,123.88,5560900,114.99
"2008-05-20",123.88,127.1,122.17,126.91,4008100,117.81
"2008-05-21",127.36,127.89,119.41,120.67,5097200,112.01
"2008-05-22",120.93,126.18,120.7,122.51,5739900,113.72
"2008-05-23",121,121.88,116.57,119.86,4952100,111.26
"2008-05-27",118.96,119.79,113.56,115.42,6054900,107.14
"2008-05-28",116,123.72,114.34,123.72,6040600,114.84
"2008-05-29",122.94,125,120.82,121.79,4904300,113.05
"2008-05-30",123.33,125.33,122.17,125.32,3081000,116.33
"2008-06-02",125.15,129.49,124,125.81,4635600,116.78
"2008-06-03",127.35,133.4,127.02,130.7,8471700,121.32
"2008-06-04",131.49,132.25,127.83,128.74,5677100,119.5
"2008-06-05",130.15,134.57,129.19,134.42,7075900,124.78
"2008-06-06",133.46,137.97,132.81,133.36,5350400,123.79
"2008-06-09",138.33,143.22,137.08,141.01,10687100,130.89
"2008-06-10",139,145.4,136.64,143.91,8717000,133.59
"2008-06-11",146.35,151.45,146.32,149.63,12159900,138.89
"2008-06-12",150.49,150.49,145.52,147.49,6385400,136.91
"2008-06-13",148.18,153.86,146,153.31,6076800,142.31
"2008-06-16",155.95,157.05,152.25,153.44,5328800,142.43
"2008-06-17",154.26,161.25,153.13,161.08,6826900,149.52
"2008-06-18",161.5,163.25,156.06,161,6055500,149.45
"2008-06-19",162.67,162.77,151.03,151.25,8602900,140.4
"2008-06-20",151.67,155.6,147.46,152.72,9245700,141.76
"2008-06-23",154.11,154.5,146.11,150.67,6941500,139.86
"2008-06-24",149.83,151.36,142.02,142.98,7232400,132.72
"2008-06-25",141.14,147.86,138.6,145.56,8831000,135.12
"2008-06-26",145,147.97,140.76,142.73,6057200,132.49
"2008-06-27",140.92,148.95,138.71,148.18,6953600,137.55
"2008-06-30",148.08,149.91,143,144.7,5401300,134.32
"2008-07-01",143.14,143.27,136.02,141.31,6895300,131.17
"2008-07-02",142.9,143.97,130.42,130.42,7024800,121.06
"2008-07-03",128.45,132.92,124.04,132.29,6312800,122.8
"2008-07-07",134.72,135.96,126.86,129.43,6851900,120.14
"2008-07-08",126,131.55,119.03,131.12,10004800,121.71
"2008-07-09",133.57,139.59,133.57,137.04,7416700,127.21
"2008-07-10",139.03,141.4,135.47,140.09,5191300,130.04
"2008-07-11",139.05,142.92,136.77,141.81,5132300,131.64
"2008-07-14",144.55,146.92,142.53,145.69,4386100,135.24
"2008-07-15",144.1,145.9,133.7,137.18,8177300,127.34
"2008-07-16",138.45,138.87,131.66,138.78,6165100,128.82
"2008-07-17",138.32,142.96,127.31,129.77,7904900,120.46
"2008-07-18",126.26,130.96,124.02,127.13,6064600,118.01
"2008-07-21",128.93,139.36,128.75,139.05,6487700,129.07
"2008-07-22",137.49,138.83,131.29,135.38,4414900,125.67
"2008-07-23",133.9,133.91,121.2,121.75,7895400,113.02
"2008-07-24",125.04,129.62,114.27,118.25,11816600,109.77
"2008-07-25",120.06,125.76,115.3,122.05,5485100,113.29
"2008-07-28",124.38,125.38,119.76,122.66,5012900,113.86
"2008-07-29",118.41,124.71,117.52,122.36,7250500,113.58
"2008-07-30",124.5,132.62,123.02,132.49,7277900,122.98
"2008-07-31",131.6,132.96,125.75,127.21,5649800,118.08
"2008-08-01",128.3,131.5,121,122.69,4335000,113.89
"2008-08-04",121.31,121.48,107.4,109.29,8448300,101.45
"2008-08-05",107.53,113.39,103.95,110.47,12284100,102.59
"2008-08-06",111.49,115.35,109.44,112.94,6503800,104.89
"2008-08-07",115.09,115.99,110.14,110.74,4534300,102.84
"2008-08-08",107.33,107.77,103.33,104.42,7009700,96.97
"2008-08-11",103.25,104.32,92.46,96.35,11303400,89.48
"2008-08-12",95.12,100.75,94.85,97.04,9463000,90.12
"2008-08-13",99.25,107.09,98.5,107.08,8932300,99.44
"2008-08-14",104.67,107.89,102.25,104.35,7131200,96.91
"2008-08-15",102.01,103,94.57,97.52,8351800,90.56
"2008-08-18",100.29,105.2,99.76,101.57,7936500,94.33
"2008-08-19",97.9,105.46,97.8,103.5,6280900,96.12
"2008-08-20",105.44,107.52,103.5,106.91,5414800,99.29
"2008-08-21",109.74,110.5,104.37,108.12,7698100,100.41
"2008-08-22",106.67,108.29,104.5,107.35,5282600,99.69
"2008-08-25",108.99,110.38,105.24,107.05,3769800,99.42
"2008-08-26",108.21,108.75,105.48,106.54,4734000,98.94
"2008-08-27",107.86,110,107.4,109.12,4712200,101.34
"2008-08-28",110.25,110.9,105,106.25,4773300,98.67
"2008-08-29",107.58,109.04,106.58,106.74,4555100,99.13
"2008-09-02",103.13,104,96.8,97.21,7763600,90.28
"2008-09-03",97.29,100.77,90.5,93.09,10819700,86.45
"2008-09-04",92.24,93.77,86.03,87.78,9470600,81.52
"2008-09-05",88.77,94.85,85.87,94.52,11069100,87.78
"2008-09-08",98.22,98.96,85.85,87.39,10795200,81.16
"2008-09-09",84.36,84.9,76.77,77.01,14711700,71.52
"2008-09-10",78.01,85.41,77,82.84,11754800,76.93
"2008-09-11",79.44,86.03,78.19,85.6,10530900,79.5
"2008-09-12",87.19,92.75,86.38,91.95,9483200,85.39
"2008-09-15",86.7,90.92,83.12,84.2,9387900,78.19
"2008-09-16",79.1,88.39,78,87.24,10491900,81.02
"2008-09-17",87.42,90.96,81,83.65,11591500,77.68
"2008-09-18",85.2,88.85,79.08,84.73,10320100,78.69
"2008-09-19",89.99,95.5,86.79,95.33,9306900,88.53
"2008-09-22",96,98.08,93.59,95.28,10013900,88.48
"2008-09-23",94.01,94.3,85,86.02,9610400,79.89
"2008-09-24",88.04,89.38,84.25,84.32,6287000,78.31
"2008-09-25",84.94,86,80.75,84.59,8461500,78.56
"2008-09-26",80.16,80.29,73.73,76.05,8855700,70.63
"2008-09-29",71.57,71.9,62.21,63.75,13023800,59.2
"2008-09-30",66.27,70.3,64.5,68.02,8933700,63.17
"2008-10-01",69.96,71.5,65.8,67.51,11250000,62.7
"2008-10-02",52.59,52.59,39.41,39.65,45801700,36.82
"2008-10-03",41.95,45.07,39.66,40.88,23066100,37.96
"2008-10-06",38,38.89,31.43,37.16,32855500,34.51
"2008-10-07",39.78,39.85,33.91,33.91,20813200,31.49
"2008-10-08",32.02,39.48,31.55,35.75,28786400,33.2
"2008-10-09",38.56,42.2,35.6,36.52,24683000,33.92
"2008-10-10",33.86,40.92,32.66,36.4,23777200,33.8
"2008-10-13",40.25,44.98,38.16,44.21,16778100,41.06
"2008-10-14",46.71,47.08,38,39.25,22382800,36.45
"2008-10-15",37.48,37.77,33.76,33.88,18083600,31.46
"2008-10-16",35.87,35.92,30.1,33.16,23078400,30.8
"2008-10-17",31.3,35.77,30.8,33.66,19007700,31.26
"2008-10-20",36.33,39.29,35.78,38.93,18897300,36.15
"2008-10-21",37.89,38.7,36.3,36.73,15020200,34.11
"2008-10-22",34.9,35.44,31.01,32.21,14549200,29.91
"2008-10-23",33.63,33.84,27,28.83,31052100,26.77
"2008-10-24",24.46,29.67,23.96,27.78,19065500,25.8
"2008-10-27",27.74,29.63,26.5,26.5,11617200,24.61
"2008-10-28",28.87,29.98,25.18,29.98,15300800,27.84
"2008-10-29",30.48,35,29.86,33.65,17105000,31.25
"2008-10-30",35.62,38.06,35.23,37.81,15033200,35.11
"2008-10-31",36.51,40,35.6,39.41,12563100,36.6
"2008-11-03",39.75,40.24,36.82,37.3,10536000,34.64
"2008-11-04",39.41,42.29,39.3,41.74,12652000,38.82
"2008-11-05",41.29,43.16,38.32,38.36,10826500,35.67
"2008-11-06",37.02,37.5,33.6,33.88,12372600,31.51
"2008-11-07",35.12,37.44,34.53,36.49,10407300,33.93
"2008-11-10",39.24,40.33,36.25,36.56,10789800,34
"2008-11-11",35,35.78,33.35,34.22,8356900,31.82
"2008-11-12",33.4,33.4,29.95,29.98,10189800,27.88
"2008-11-13",30.66,34,29.06,33.91,14530500,31.53
"2008-11-14",32.5,34.8,32.09,32.47,8945200,30.19
"2008-11-17",31.9,32.69,30.5,31.57,8550600,29.36
"2008-11-18",32.1,32.83,30,31.37,9280100,29.17
"2008-11-19",30.89,31.66,28.55,28.75,10505400,26.74
"2008-11-20",27.43,27.5,21.94,22.31,17385000,20.75
"2008-11-21",24.2,25.02,23.06,24.94,13372800,23.19
"2008-11-24",27.25,28.23,26.36,27.16,9882600,25.26
"2008-11-25",28.18,28.71,26.18,27.85,6098900,25.9
"2008-11-26",26.4,29.77,26.13,29.51,6890100,27.44
"2008-11-28",29.78,30.47,28.72,30.35,2444400,28.22
"2008-12-01",28.89,28.89,25.25,25.4,6599000,23.62
"2008-12-02",23.76,27.24,23.65,27.16,16167500,25.26
"2008-12-03",26,27.85,25.41,26.9,10298500,25.02
"2008-12-04",26.48,27.97,25.65,26.29,7158500,24.45
"2008-12-05",25.56,27.6,24.55,27.57,6430200,25.64
"2008-12-08",29.12,30.86,29,30.05,6932000,27.94
"2008-12-09",29.41,33.65,29.4,31.91,8836300,29.67
"2008-12-10",32.81,34.94,32.81,34.29,9190500,31.89
"2008-12-11",32.85,35.28,29.81,30.81,8960600,28.65
