"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"2010-06-25",40.83,41.18,40.25,41.02,3177700,38.47
"2010-06-28",41.14,41.27,40.46,40.89,2139200,38.35
"2010-06-29",40.11,40.15,38.21,38.58,3344400,36.18
"2010-06-30",38.57,39.28,37.73,37.91,3490500,35.55
"2010-07-01",37.71,38.35,36.45,38.11,4381600,35.74
"2010-07-02",38.41,39.11,36.94,37.2,2370700,34.89
"2010-07-06",37.98,37.98,35.81,36.29,4546100,34.03
"2010-07-07",36.37,38.8,36.27,38.7,4360500,36.29
"2010-07-08",39.2,39.59,38.32,38.88,3231700,36.46
"2010-07-09",38.88,39.06,38.37,39.02,1571000,36.59
"2010-07-12",38.79,39.07,38.31,38.77,1281400,36.36
"2010-07-13",39.24,40.5,39.21,40.17,2617800,37.67
"2010-07-14",40.08,41.1,39.6,41.04,3652600,38.49
"2010-07-15",40.91,41.04,39.93,40.79,2701000,38.25
"2010-07-16",40.49,40.57,39.14,39.18,4360600,36.74
"2010-07-19",39.36,39.52,38.47,38.8,3520500,36.39
"2010-07-20",38.25,39.7,37.98,39.56,2743600,37.1
"2010-07-21",40.08,40.33,39.11,39.21,2635900,36.77
"2010-07-22",39.79,40.97,39.78,40.71,2163300,38.18
"2010-07-23",40.81,41.58,40.46,41.5,1835100,38.92
"2010-07-26",41.7,42.14,41.23,42.09,1444600,39.47
"2010-07-27",42.19,42.71,41.67,42.01,3038600,39.4
"2010-07-28",41.83,42.22,41.41,41.73,2346200,39.13
"2010-07-29",42.14,42.4,40.68,41.51,2512200,38.93
"2010-07-30",40.81,42.28,40.13,42.07,2753600,39.45
"2010-08-02",42.75,43.95,42.53,43.55,3009500,40.84
"2010-08-03",43.49,43.55,41.69,42.25,3447400,39.62
"2010-08-04",42.38,42.86,42.19,42.45,1997600,39.81
"2010-08-05",42.02,43.4,41.63,43.26,3122200,40.57
"2010-08-06",42.62,43.34,42.19,43.34,5317300,40.64
"2010-08-09",43.36,44.57,43.36,44.4,3682500,41.64
"2010-08-10",43.94,44.2,43.24,44.01,2939800,41.27
"2010-08-11",43.13,43.33,42.19,42.48,3114000,39.84
"2010-08-12",41.7,42.62,41.25,42.44,3126300,39.8
"2010-08-13",42.3,42.6,41.78,41.79,3404000,39.19
"2010-08-16",41.51,42.09,41.35,41.68,2024300,39.09
"2010-08-17",42.23,43.17,42.14,42.76,2146000,40.1
"2010-08-18",42.75,43.82,42.23,43.51,2363100,40.8
"2010-08-19",43.48,43.94,42.51,43.21,3127200,40.52
"2010-08-20",42.73,43.34,42.19,43.3,2159300,40.61
"2010-08-23",43.65,44.12,42.93,43.05,2193600,40.37
"2010-08-24",42.37,42.77,41.5,41.98,3021200,39.37
"2010-08-25",41.64,42.48,41.19,42.21,3581000,39.58
"2010-08-26",42.38,43.06,42.03,42.04,3494800,39.42
"2010-08-27",42.15,42.49,39.51,40.71,7814200,38.18
"2010-08-30",40.69,40.87,39.78,39.84,3436100,37.36
"2010-08-31",39.67,40.66,39.43,39.63,3262000,37.16
"2010-09-01",40.07,41.35,40.06,41.13,2660100,38.57
"2010-09-02",41.36,42.11,41.3,42.05,1879600,39.43
"2010-09-03",42.54,43.15,42.1,42.8,2396400,40.14
"2010-09-07",42.67,42.78,41.99,42.08,1738600,39.46
"2010-09-08",42.11,42.71,42.03,42.5,1919600,39.86
"2010-09-09",43.1,43.1,41.91,42.15,1698600,39.53
"2010-09-10",42.19,42.66,42.14,42.5,1544500,39.86
"2010-09-13",43,43.64,42.97,43.55,2362200,40.84
"2010-09-14",43.51,44.54,43.3,43.8,1783300,41.07
"2010-09-15",43.54,43.91,43.31,43.87,1324800,41.14
"2010-09-16",43.34,44.43,43.33,44.42,2073000,41.89
"2010-09-17",44.58,45.06,44.24,44.98,2171800,42.42
"2010-09-20",45.12,46.33,44.97,46.18,2440300,43.55
"2010-09-21",46.24,46.27,45,45.57,2944100,42.98
"2010-09-22",45.35,45.9,45.14,45.56,2054100,42.97
"2010-09-23",43.47,45.07,43.2,44.69,4078800,42.15
"2010-09-24",45.39,45.65,45.21,45.51,2492900,42.92
"2010-09-27",45.62,46.12,45.33,45.86,1635200,43.25
"2010-09-28",46.04,47.17,45.32,47.11,2813800,44.43
"2010-09-29",47.01,47.01,46.5,46.71,1639300,44.05
"2010-09-30",46.88,47.2,46.27,46.99,1637400,44.32
"2010-10-01",47.72,47.72,46.48,46.97,1495100,44.3
"2010-10-04",46.77,46.89,45.92,46.45,2072300,43.81
"2010-10-05",46.98,48,46.73,47.74,2004500,45.03
"2010-10-06",47.67,47.85,47.11,47.46,1254400,44.76
"2010-10-07",47.8,48.23,47.15,47.79,1799600,45.07
"2010-10-08",47.94,49.05,47.88,48.51,1875700,45.75
"2010-10-11",48.63,49.61,48.63,49.26,1362400,46.46
"2010-10-12",49.01,50.19,48.67,49.83,2280000,47
"2010-10-13",50.27,50.56,49.51,49.9,1867000,47.06
"2010-10-14",49.83,49.87,48.97,49.44,1983000,46.63
"2010-10-15",50.01,50.59,49.53,50.54,2090600,47.67
"2010-10-18",50.33,50.83,50.18,50.61,1537100,47.73
"2010-10-19",49.99,50.24,49.19,49.4,2613400,46.59
"2010-10-20",49.42,50.14,49.38,49.85,1341400,47.02
"2010-10-21",50.16,51.45,49.94,50.54,1811000,47.67
"2010-10-22",50.58,50.88,50.2,50.48,1001100,47.61
"2010-10-25",51,51.79,50.99,51.5,1400200,48.57
"2010-10-26",51.1,52.88,51.1,52.41,2337100,49.43
"2010-10-27",51.94,52.28,50.99,51.59,1968900,48.66
"2010-10-28",51.85,52.17,50.85,51.5,1478600,48.57
"2010-10-29",51.54,53,51.46,53,1982300,49.99
"2010-11-01",53.12,53.97,52.96,53.48,2297600,50.44
"2010-11-02",53.74,54.48,53.71,54.1,2536000,51.02
"2010-11-03",54.17,54.29,53.18,53.9,1725600,50.84
"2010-11-04",54.44,55.94,54.26,55.87,2475700,52.69
"2010-11-05",55.97,57.38,55.8,56.95,1624200,53.71
"2010-11-08",56.64,57.04,56.2,56.97,1247900,53.73
"2010-11-09",57.25,57.79,56.52,56.84,1921800,53.61
"2010-11-10",56.8,57.69,56.36,57.67,1578200,54.39
"2010-11-11",56.9,57.78,56.8,57.04,1965100,53.8
"2010-11-12",57.02,57.73,55.4,55.66,2511000,52.5
"2010-11-15",56.13,57.24,56.09,56.21,1503900,53.01
"2010-11-16",55.83,56.9,54.2,54.54,3846200,51.44
"2010-11-17",54.65,56.2,54.65,55.66,2089000,52.5
"2010-11-18",56.59,57.35,55.54,56.87,1643000,53.64
"2010-11-19",56.89,58.07,56.3,58.03,1718900,54.73
"2010-11-22",57.88,59.59,57.65,59.22,3492500,55.85
"2010-11-23",58.5,59.03,57.25,58.27,4595800,54.96
"2010-11-24",60.41,61.58,59.75,61.33,6792200,57.84
"2010-11-26",61.16,61.19,60.31,60.6,1581200,57.16
"2010-11-29",60.48,60.98,59.89,60.64,2117500,57.19
"2010-11-30",60.11,62.67,59.9,62.1,3075700,58.57
"2010-12-01",62.95,63.65,62.39,62.75,2418700,59.18
"2010-12-02",62.9,63.42,62.5,63.2,2865500,59.61
"2010-12-03",62.8,63.39,62.14,63.3,2521200,59.7
"2010-12-06",63.12,63.29,62.55,63.07,1243400,59.48
"2010-12-07",64.07,64.4,63.04,63.1,2284400,59.51
"2010-12-08",63.32,63.46,62.12,62.69,1311200,59.13
"2010-12-09",63.22,63.23,62.3,62.57,1496400,59.01
"2010-12-10",62.63,63.83,62.6,63.68,965500,60.06
"2010-12-13",64.2,64.28,63.48,63.52,1067000,59.91
"2010-12-14",63.54,63.95,62.89,63.17,986800,59.58
"2010-12-15",63.33,64.17,62.95,63.36,1119400,59.76
"2010-12-16",63.15,64.81,63.05,64.61,1293200,61.18
"2010-12-17",64.14,65.2,64.11,65.16,1456600,61.7
"2010-12-20",65.3,65.5,64.5,65.27,1198700,61.8
"2010-12-21",65.63,65.76,65.17,65.44,1119800,61.96
"2010-12-22",65.34,65.36,63.91,64.2,1649700,60.79
"2010-12-23",64.03,64.28,63.58,64.24,1301900,60.83
"2010-12-27",63.88,64.11,63.29,63.84,905400,60.45
"2010-12-28",63.91,64.23,63.26,63.3,1002800,59.94
"2010-12-29",63.32,64.37,63.32,64,928000,60.6
"2010-12-30",63.87,64.16,62.76,63.11,1104200,59.76
"2010-12-31",63.08,63.08,62.11,62.27,996500,58.96
"2011-01-03",62.28,62.56,59.68,61.78,2137700,58.5
"2011-01-04",61.71,61.71,60.15,60.61,1909600,57.39
"2011-01-05",60.26,60.94,60.16,60.52,1571500,57.31
"2011-01-06",60.53,60.58,59.49,60.19,1747000,56.99
"2011-01-07",60.16,60.83,58.37,59.35,1502600,56.2
"2011-01-10",58.98,61.15,58.7,60.94,2481800,57.7
"2011-01-11",62.81,62.81,60,60.56,4360300,57.34
"2011-01-12",61.25,61.45,60.67,60.99,1719800,57.75
"2011-01-13",60.83,60.98,59.74,59.88,1348200,56.7
"2011-01-14",59.74,60.54,59.47,60.05,1400700,56.86
"2011-01-18",60.03,60.17,58.9,59.02,1774800,55.89
"2011-01-19",59.09,59.12,58.06,58.22,1336200,55.13
"2011-01-20",57.75,58.8,57.2,57.76,2439300,54.69
"2011-01-21",58.36,58.52,57.61,57.83,1304600,54.76
"2011-01-24",57.29,58.32,57.29,58.13,965600,55.04
"2011-01-25",57.76,58.65,57.21,58.6,1503900,55.49
"2011-01-26",58.67,59.74,58.1,59.11,1463100,55.97
"2011-01-27",59.18,59.52,58.91,59.12,1180200,55.98
"2011-01-28",59.1,59.25,57.35,57.54,1030800,54.48
"2011-01-31",57.8,58.5,57.25,58.13,966300,55.04
"2011-02-01",58.79,59.6,58.45,59.01,1284900,55.88
"2011-02-02",58.79,59.03,57.96,58.55,1519500,55.44
"2011-02-03",59.05,60.91,59.05,60.82,2002000,57.59
"2011-02-04",62.47,62.69,61.14,61.96,2398800,58.67
"2011-02-07",61.73,62.98,61.73,62.38,1197500,59.07
"2011-02-08",62.46,62.7,62.04,62.25,987200,58.94
"2011-02-09",61.88,63.21,61.83,62.79,1289100,59.46
"2011-02-10",62.62,63.45,62.34,63.4,946500,60.03
"2011-02-11",62.96,64.49,62.52,64.45,1460100,61.03
"2011-02-14",64.59,65.59,64.33,64.72,2315000,61.28
"2011-02-15",64.34,64.93,63.68,64.06,1084000,60.66
"2011-02-16",64.36,64.93,63.48,63.99,1884400,60.59
"2011-02-17",63.75,64.71,63.7,63.86,1358900,60.47
"2011-02-18",64,64.7,63.84,64.7,1372700,61.26
"2011-02-22",63.33,64.6,62.6,62.7,1253000,59.37
"2011-02-23",62.73,62.73,58.98,59.96,2685600,56.78
"2011-02-24",59.98,61.11,59.62,60.55,1767000,57.33
"2011-02-25",61,61.84,60.36,61.15,919800,57.9
"2011-02-28",61.39,62.31,61.25,61.55,1242600,58.28
"2011-03-01",61.77,62.09,60.23,60.29,1058600,57.09
"2011-03-02",60.19,61.35,59.98,60.72,1104800,57.5
"2011-03-03",61.29,62.23,60.65,62.12,1315800,58.82
"2011-03-04",62.05,62.68,61.77,62.59,1334400,59.27
"2011-03-07",64.02,65.19,62.65,62.97,2301500,59.63
"2011-03-08",63.1,64.62,62.89,63.7,2156900,60.32
"2011-03-09",63.64,63.84,62.95,63.74,1563100,60.35
"2011-03-10",62.96,63.11,61.76,61.9,1782600,58.61
"2011-03-11",61.1,63.41,60.85,63.19,1986000,59.83
"2011-03-14",61.45,61.68,58.88,59.86,5629100,56.68
"2011-03-15",56.12,58.09,54.58,57.68,5404800,54.62
"2011-03-16",57.56,58.18,55.6,56.27,3389500,53.28
"2011-03-17",57.08,57.42,55.77,56.67,2533200,53.9
"2011-03-18",57.5,57.69,56.5,57.29,3353500,54.49
"2011-03-21",61.62,62.28,59.73,60.22,6564900,57.28
"2011-03-22",60,60.22,59.24,59.49,2719300,56.58
"2011-03-23",59.3,59.95,57.9,59.37,2173700,56.47
"2011-03-24",59.93,60.14,58.67,59.6,1853000,56.69
"2011-03-25",59.93,60.58,59.49,60,1877000,57.07
"2011-03-28",60.09,60.27,58.6,58.6,1895700,55.74
"2011-03-29",58.54,60.74,58.54,60.74,1679200,57.77
"2011-03-30",60.84,61.67,60.5,61.6,1780300,58.59
"2011-03-31",61.45,61.83,60.69,61.44,1585400,58.44
"2011-04-01",61.75,62.82,61.69,62.52,1461400,59.46
"2011-04-04",62.39,62.62,61.7,62.43,956300,59.38
"2011-04-05",62.16,63.77,62.15,63.24,1850400,60.15
"2011-04-06",63.62,63.85,62.41,62.62,1117600,59.56
"2011-04-07",61.99,63.09,61.17,62.21,1964800,59.17
"2011-04-08",62.6,62.71,61.12,61.43,1071100,58.43
"2011-04-11",61.75,62.19,61.34,62.05,1234000,59.02
"2011-04-12",61.57,62.33,61.29,61.48,1033800,58.47
"2011-04-13",61.71,62.37,61.31,62.31,2095500,59.26
"2011-04-14",61.76,63.29,61.52,63.16,2555700,60.07
"2011-04-15",63.34,65.18,62.99,65,2422300,61.82
"2011-04-18",64.13,64.47,63.22,63.8,2033300,60.68
"2011-04-19",63.9,64.75,63.89,64.1,1902800,60.97
"2011-04-20",64.95,65.96,64.78,65.76,1874300,62.55
"2011-04-21",65.8,67.26,65.65,66.92,1786700,63.65
"2011-04-25",66.61,67,66.47,66.85,1317300,63.58
"2011-04-26",67.05,67.33,66.38,66.68,1705800,63.42
"2011-04-27",66.91,68.85,66.58,68.75,1754500,65.39
"2011-04-28",68.71,68.94,68.14,68.46,1153000,65.11
"2011-04-29",68.56,69.72,68.23,69.44,1200000,66.05
"2011-05-02",69.71,70.26,68.72,68.86,1282600,65.49
"2011-05-03",68.62,68.99,67.59,67.97,1486400,64.65
"2011-05-04",67.89,68.89,66.94,67.39,1431200,64.1
"2011-05-05",66.8,68.85,66.48,68.11,1727100,64.78
"2011-05-06",68.95,69.16,67.22,67.66,1407500,64.35
"2011-05-09",67.76,68.32,67.14,68.03,939000,64.7
"2011-05-10",68.45,69.76,68.08,69.35,1575000,65.96
"2011-05-11",68.94,69.34,67.42,68.25,1522600,64.91
"2011-05-12",67.97,69.25,67.38,69.18,1155700,65.8
"2011-05-13",69.35,69.54,68.29,68.95,1304900,65.58
"2011-05-16",68.65,69.43,68.47,68.91,1654200,65.54
"2011-05-17",68.47,69.08,67.77,68.45,2074900,65.1
"2011-05-18",68.45,70.17,68.18,70.13,1004500,66.7
"2011-05-19",70.45,70.45,69.35,70.26,1367300,66.83
"2011-05-20",70,70.26,68.78,69.24,1107900,65.86
"2011-05-23",68.29,68.9,68.1,68.27,1503900,64.93
"2011-05-24",68.62,69.54,68.62,68.86,1546600,65.49
"2011-05-25",70.04,70.39,67.57,70.04,2400300,66.62
"2011-05-26",73.17,76.88,73.17,76.04,7944300,72.32
"2011-05-27",76.07,76.61,75.03,76.5,1951300,72.76
"2011-05-31",76.8,77.02,75.17,75.66,2802300,71.96
"2011-06-01",73.81,74.79,73.24,73.38,2109100,69.79
"2011-06-02",73.45,74.02,72.2,73.58,1698400,69.98
"2011-06-03",72.51,74.34,72.06,73.24,1911100,69.66
"2011-06-06",73.25,74,72.68,72.73,1435200,69.17
"2011-06-07",73.88,74.86,73.36,73.4,1994700,69.81
"2011-06-08",73.42,73.88,72.3,72.58,1392500,69.03
"2011-06-09",72.93,73.28,72.23,72.65,1645300,69.1
"2011-06-10",72.4,72.53,70.96,71.41,1593000,67.92
"2011-06-13",72.51,72.86,71.5,72.51,1354800,68.97
"2011-06-14",73.28,74.59,73.01,74.43,1770800,70.79
"2011-06-15",73.55,74.19,72.57,73.04,1577200,69.47
"2011-06-16",72.79,72.97,71.72,72.71,1626400,69.43
"2011-06-17",73.35,74.09,73.04,73.8,1764300,70.47
"2011-06-20",73.42,75.34,73.19,74.99,1404800,71.61
"2011-06-21",75.27,76.99,74.88,76.85,2732300,73.38
"2011-06-22",76.57,77.92,76.31,76.43,1921200,72.98
"2011-06-23",74.69,76.35,74.23,76.27,2567600,72.83
"2011-06-24",75.58,76.84,75.37,75.7,2004700,72.29
"2011-06-27",75.78,77,75.1,76.38,1609600,72.94
"2011-06-28",76.8,78.35,76.68,77.93,1572200,74.42
"2011-06-29",78.18,78.55,77.14,77.74,1934100,74.23
"2011-06-30",78.17,79,78.03,78.52,1355900,74.98
"2011-07-01",78.8,79.58,77.92,79.4,1617800,75.82
"2011-07-05",79.36,81.57,79.07,81.14,1849000,77.48
"2011-07-06",81,81.97,80.64,81.43,1536700,77.76
"2011-07-07",82.08,84.49,81.79,83.05,3127700,79.31
"2011-07-08",81.86,82.86,81.65,82.3,1979800,78.59
"2011-07-11",81.41,81.99,80.16,80.58,1590800,76.95
"2011-07-12",80,81.25,80,80.5,1251000,76.87
"2011-07-13",81.17,83,81.03,82.08,1784300,78.38
"2011-07-14",82.33,82.93,80.56,81.47,1614300,77.8
"2011-07-15",82.71,82.9,80.95,81.88,1429100,78.19
"2011-07-18",81.38,81.76,80.64,81.19,1072600,77.53
"2011-07-19",81.75,84.06,81.71,83.82,1783200,80.04
"2011-07-20",84.45,84.45,82.89,83.44,1818100,79.68
"2011-07-21",83.91,84.12,82.78,83.09,1637900,79.34
"2011-07-22",82.91,83.6,82.74,82.91,1125900,79.17
"2011-07-25",82,82.57,81.5,81.72,1421100,78.04
"2011-07-26",81.83,82.39,81.27,81.56,1055700,77.88
"2011-07-27",81.27,81.4,78.95,79.05,1590400,75.49
"2011-07-28",79.33,80.87,79.23,79.42,1221200,75.84
"2011-07-29",79.11,79.97,77.92,79.59,1803900,76
"2011-08-01",80.72,80.81,78.3,79.97,1784600,76.36
"2011-08-02",79.02,79.74,73.3,73.38,3506400,70.07
"2011-08-03",73.72,73.76,70.96,73.07,3644600,69.78
"2011-08-04",72.95,73.75,67.78,68,5871100,64.93
"2011-08-05",68.79,70.05,66.81,69.14,5050100,66.02
"2011-08-08",66.54,67.4,60.63,62.27,5319300,59.46
"2011-08-09",63.63,66.51,61.15,66.5,4201800,63.5
"2011-08-10",64.86,67.92,63.25,65.41,4644200,62.46
"2011-08-11",65.7,68.7,64.75,67.68,3723600,64.63
"2011-08-12",68.83,69.78,67.3,68.31,2383300,65.23
"2011-08-15",68.64,68.67,66.96,68.2,1864600,65.12
"2011-08-16",67.01,67.73,64.93,65.66,2932000,62.7
"2011-08-17",66.19,66.24,63.35,64.27,4829800,61.37
"2011-08-18",62,62.11,58.56,59.21,5995400,56.54
"2011-08-19",58.05,60.7,57.21,57.36,2998600,54.77
"2011-08-22",58.95,59.83,58.06,59.04,3674400,56.38
"2011-08-23",59.23,62.74,58.81,62.72,3358900,59.89
"2011-08-24",62.56,63.84,61.54,63.67,2042200,60.8
"2011-08-25",65.09,67.34,62.7,63.11,3335000,60.26
"2011-08-26",66.89,69.5,65.63,69.01,7571900,65.9
"2011-08-29",70.05,71.63,69.5,71.52,3262700,68.29
"2011-08-30",70.96,71.92,70.23,71.25,1679100,68.04
"2011-08-31",71.77,72.84,70.75,71.96,2391300,68.72
"2011-09-01",71.95,73.05,70.8,71.02,1942700,67.82
"2011-09-02",69.45,69.49,67.52,68,2073900,64.93
"2011-09-06",65.79,68.76,65.38,68.65,2087000,65.55
"2011-09-07",69.92,70.86,69.61,70.84,1322600,67.65
"2011-09-08",70.17,72,69.85,70.36,1710800,67.19
"2011-09-09",69.39,70.89,67.76,68.49,1885100,65.4
"2011-09-12",67.65,69.87,67.14,69.85,1872000,66.7
"2011-09-13",70.21,72.74,69.44,72.45,2211800,69.18
"2011-09-14",72.77,74.99,71.88,73.99,2720500,70.65
"2011-09-15",74.5,75.85,73.37,75.11,2934100,71.72
"2011-09-16",75.31,76.29,74.57,75,3158400,71.9
"2011-09-19",73.48,76.78,73.07,76.07,2647000,72.92
"2011-09-20",76.54,77.84,75.02,75.04,1699800,71.93
"2011-09-21",75.25,76.26,72.13,72.19,1580300,69.2
"2011-09-22",68.47,69.89,66.11,67.47,3213800,64.68
"2011-09-23",67.14,71.4,67.14,70.53,2388800,67.61
"2011-09-26",70.8,71.78,68.02,69.89,2858000,67
"2011-09-27",71.68,73.24,70.3,70.85,2391900,67.92
"2011-09-28",70.61,71.58,69.34,69.49,1669800,66.61
"2011-09-29",70.85,70.89,61.77,64.7,5758400,62.02
"2011-09-30",63.07,63.73,60.2,60.82,4846700,58.3
"2011-10-03",59.8,62.18,58.66,58.79,3524600,56.36
"2011-10-04",57.9,62.25,56.21,61.96,3701600,59.4
"2011-10-05",62.34,62.86,60.9,62.58,3395200,59.99
"2011-10-06",62.03,67.13,62.03,66.58,3319100,63.82
"2011-10-07",67,68.25,65.52,66.37,2806700,63.62
"2011-10-10",67.76,70.5,67.76,69.92,1858500,67.03
"2011-10-11",69.26,69.97,68.55,69.76,1356900,66.87
"2011-10-12",70.66,73.51,70.09,71.34,2880500,68.39
"2011-10-13",70.46,72.19,69.79,70.35,2341000,67.44
"2011-10-14",71.63,72.72,70.45,72.03,1569100,69.05
"2011-10-17",72.61,73.36,69.91,70.12,1724000,67.22
"2011-10-18",70.43,72.34,68.77,71.29,2875200,68.34
"2011-10-19",71.32,72.67,70.7,71.16,1669600,68.21
"2011-10-20",70.91,72.66,70.91,72.39,1871900,69.39
"2011-10-21",73.19,74.99,72.86,74.6,3167300,71.51
"2011-10-24",74.57,76.4,74.14,76.28,2416500,73.12
"2011-10-25",74.92,76.12,73.5,74.42,1908700,71.34
"2011-10-26",75.78,76.02,73.14,75.49,2006800,72.37
"2011-10-27",78,80.99,76.73,79.49,3850500,76.2
"2011-10-28",78.5,79.64,77.78,78.9,1680100,75.63
"2011-10-31",77.59,80.94,77.45,79.73,2872600,76.43
"2011-11-01",76.27,77.89,74.86,77.08,2883700,73.89
"2011-11-02",78.58,79,77.39,78.75,2072600,75.49
"2011-11-03",79,79,75.55,78.54,2552500,75.29
"2011-11-04",77.54,78.27,76.08,77.94,2285500,74.71
"2011-11-07",78.16,78.52,76.17,77.84,1322800,74.62
"2011-11-08",78.51,78.89,76.22,77.79,1746900,74.57
"2011-11-09",75.7,76.79,74.5,75.41,2529400,72.29
"2011-11-10",76.12,76.33,74.22,75.13,2052800,72.02
"2011-11-11",76.33,78,75.37,76.85,1861800,73.67
"2011-11-14",76.66,78.43,76.34,78.23,2047000,74.99
"2011-11-15",77.94,78.32,76.44,77.79,1691800,74.57
"2011-11-16",77.04,77.47,75.63,75.79,1602100,72.65
"2011-11-17",75.83,76.76,74.31,74.94,1720900,71.84
"2011-11-18",75.39,75.69,74.34,75.44,1467500,72.32
"2011-11-21",73.76,74.41,70.76,71.87,2586700,68.9
"2011-11-22",72.11,73.4,71.71,71.96,1866100,68.98
"2011-11-23",71.36,71.56,69.1,69.12,2638800,66.26
"2011-11-25",68.66,70.24,68.66,69.5,1325200,66.62
"2011-11-28",73.8,74.88,72.49,73.62,3703100,70.57
"2011-11-29",66.43,68.41,63.98,67.22,9847300,64.44
"2011-11-30",69.56,69.9,65.98,67.04,6779600,64.27
"2011-12-01",66.26,68.24,66.1,66.35,4129500,63.6
"2011-12-02",67.37,67.98,67.12,67.6,2581900,64.8
"2011-12-05",68.48,69.48,67.52,67.89,2478400,65.08
"2011-12-06",68.07,69.34,67.78,68.97,2304000,66.12
"2011-12-07",68.91,69.89,67.79,69.46,2168600,66.58
"2011-12-08",68.8,69.11,66.79,66.93,2021000,64.16
"2011-12-09",67.05,68.29,66.57,67.88,1523400,65.07
"2011-12-12",67.04,67.72,65.9,67.67,2172300,64.87
"2011-12-13",67.85,68.25,64.73,65.19,2356600,62.49
"2011-12-14",64.96,64.96,63.25,63.65,2562500,61.02
"2011-12-15",64.5,64.66,63.49,63.94,2354600,61.29
"2011-12-16",63.9,64.12,62.38,62.61,2671100,60.29
"2011-12-19",62.55,63.14,62.22,62.43,1752800,60.12
"2011-12-20",63.24,64.14,62.69,63.14,2193300,60.8
"2011-12-21",63.27,64.65,62.6,64.65,2302600,62.26
"2011-12-22",64.91,65.37,64.18,64.57,1748000,62.18
"2011-12-23",64.59,65.19,63.8,65.18,1244300,62.77
"2011-12-27",65.17,67.79,64.64,67.45,2029600,64.95
"2011-12-28",67.56,67.56,66.4,66.5,1794700,64.04
"2011-12-29",66.76,67.6,66.41,67.36,1377200,64.87
"2011-12-30",67.38,67.44,66.22,66.26,1260000,63.81
"2012-01-03",67.57,67.95,66.18,66.48,1815100,64.02
"2012-01-04",66.26,67.22,65.93,66.79,1616400,64.32
"2012-01-05",66.14,66.77,65.25,66.68,2424000,64.21
"2012-01-06",66.7,66.85,65.59,65.75,1653600,63.32
"2012-01-09",65.99,67.31,65.39,66.94,2240400,64.46
"2012-01-10",60.64,60.86,58.81,59.94,16277800,57.72
"2012-01-11",59.4,60.2,59.12,59.98,4070900,57.76
"2012-01-12",60.08,60.2,58.78,59.79,3247800,57.58
"2012-01-13",58.8,60,58.61,59.1,3312600,56.91
"2012-01-17",59.64,60.14,59.31,59.65,2418600,57.44
"2012-01-18",59.62,60.55,59.26,60.54,3247700,58.3
"2012-01-19",60.87,63.24,60.82,63.08,3094700,60.74
"2012-01-20",63.03,63.19,61.49,61.88,2670500,59.59
"2012-01-23",61.4,63.27,61.17,63.01,2752400,60.68
"2012-01-24",62.8,63.7,62.29,63.28,3087500,60.94
"2012-01-25",63.02,64.3,62.49,63.73,1899600,61.37
"2012-01-26",63.99,64.25,63.07,63.56,1726000,61.21
"2012-01-27",63.25,63.78,62.92,63.49,1864900,61.14
"2012-01-30",62.71,63.41,62.46,63.3,1541000,60.96
"2012-01-31",63.42,64.15,63.26,63.8,2259300,61.44
"2012-02-01",64.2,64.61,63.65,63.94,1368100,61.57
"2012-02-02",64.27,64.75,63.52,63.7,1196300,61.34
"2012-02-03",64.27,65.69,64.05,65.21,1724300,62.8
"2012-02-06",65.01,65.6,64.58,65.16,1330700,62.75
"2012-02-07",64.58,65,63.68,64.64,1554700,62.25
"2012-02-08",64.42,65.39,63.49,64.01,1898200,61.64
"2012-02-09",64.14,64.59,63.53,64.18,1544500,61.8
"2012-02-10",63.65,64.19,63.29,63.88,1192800,61.51
"2012-02-13",64.28,64.89,63.85,64.36,1073400,61.98
"2012-02-14",63.91,65.8,63.91,65.57,1810900,63.14
"2012-02-15",65.89,66.56,65.29,65.41,1701800,62.99
"2012-02-16",65.31,66.24,65.15,65.79,1435700,63.35
"2012-02-17",66.1,66.82,65.95,66.28,1127700,63.83
"2012-02-21",66.44,66.96,65.36,65.59,1443000,63.16
"2012-02-22",65.71,65.79,64.46,64.49,1675400,62.1
"2012-02-23",64.87,65.04,64.22,64.48,2444600,62.09
"2012-02-24",64.69,65.08,64.32,64.68,1455800,62.29
"2012-02-27",64.42,65.36,64.18,64.89,1310300,62.49
"2012-02-28",65.06,65.47,64.76,65.24,1411600,62.82
"2012-02-29",65.42,65.42,64.73,65.01,2049600,62.6
"2012-03-01",65.03,66.88,64.75,66.53,2194200,64.07
"2012-03-02",66.38,67.65,66.21,67.47,2552000,64.97
"2012-03-05",68.17,68.5,67.29,68.03,2208100,65.51
"2012-03-06",67.18,67.32,66.1,67.1,2239200,64.62
"2012-03-07",67.64,68.22,67.14,67.84,1664500,65.33
"2012-03-08",68.11,69.26,68,68.9,2183200,66.35
"2012-03-09",69.15,69.5,68.61,68.77,2201700,66.22
"2012-03-12",69.08,69.48,68.68,69.14,2341100,66.58
"2012-03-13",69.41,70.58,69.32,70.44,2186900,67.83
"2012-03-14",70.55,70.89,69.86,70.19,1506500,67.59
"2012-03-15",70.15,70.15,68.71,68.95,3195900,66.4
"2012-03-16",68.88,68.92,67.55,68.03,2665000,65.79
"2012-03-19",68.05,68.89,67.29,68.68,3303800,66.42
"2012-03-20",72.22,74.2,71.87,73.27,8657900,70.86
