"","APC.Open","APC.High","APC.Low","APC.Close","APC.Volume","APC.Adjusted"
"2012-03-22",80.01,80.09,77.94,78.23,5031600,77.29
"2012-03-23",78.58,79.78,77.97,79.41,4439300,78.46
"2012-03-26",80.39,80.59,78.91,79.46,4322100,78.51
"2012-03-27",79.67,79.88,78.08,78.33,4190700,77.39
"2012-03-28",77.97,77.97,76.31,77.38,4813900,76.45
"2012-03-29",76.5,77.6,75.9,77.33,4486500,76.4
"2012-03-30",77.9,78.64,77.12,78.34,3974400,77.4
"2012-04-02",78.25,79.85,77.51,79.11,3420800,78.16
"2012-04-03",78.56,79.27,77.88,79.21,3114200,78.26
"2012-04-04",78.17,78.75,77.45,78.12,3186100,77.18
"2012-04-05",77.76,78.86,77.56,78.26,3513900,77.32
"2012-04-09",76.94,77.08,75.58,75.83,3171800,74.92
"2012-04-10",75.71,76.33,74.25,74.63,4218400,73.73
"2012-04-11",75.53,75.91,74.27,74.37,3657000,73.48
"2012-04-12",74.78,77,74.68,76.59,2850500,75.67
"2012-04-13",76.16,76.39,74.89,74.96,2402500,74.06
"2012-04-16",75.28,75.59,73.14,73.37,4118100,72.49
"2012-04-17",74.13,74.55,73.63,73.75,4223600,72.86
"2012-04-18",73.42,73.49,72.16,72.54,4100700,71.67
"2012-04-19",72.56,72.92,71.5,72.29,4941600,71.42
"2012-04-20",72.66,73.63,71.7,71.73,3538900,70.87
"2012-04-23",70.55,71.49,69.78,71,4358200,70.15
"2012-04-24",71.52,72.18,71.07,72.09,3999400,71.22
"2012-04-25",72.66,73.16,71.93,72.77,3439400,71.9
"2012-04-26",72.66,74.19,72.31,74.14,3076600,73.25
"2012-04-27",73.97,74.68,73.58,73.79,2996800,72.9
"2012-04-30",73.82,73.82,72.41,73.21,4188400,72.33
"2012-05-01",74.05,76.02,73.95,75.06,6253000,74.16
"2012-05-02",74.33,74.42,72.84,72.9,3777200,72.03
"2012-05-03",72.71,73.32,71.22,71.44,4033900,70.58
"2012-05-04",70.48,70.8,68.25,69.01,5602600,68.18
"2012-05-07",69.21,69.41,67.7,68.97,4448800,68.14
"2012-05-08",68.4,69.33,66.98,69.1,7787200,68.27
"2012-05-09",67.9,69.59,67.33,68.62,4631600,67.8
"2012-05-10",69.43,70.07,68.82,69.27,3149900,68.44
"2012-05-11",68.55,69.73,68.15,68.31,2408100,67.49
"2012-05-14",66.84,67.64,66.17,66.75,4126300,65.95
"2012-05-15",66.86,68.28,66.18,66.38,5543100,65.58
"2012-05-16",66.63,67.53,65.04,65.08,4589200,64.3
"2012-05-17",65.1,65.26,63.57,63.63,6339800,62.87
"2012-05-18",64.41,64.63,62.54,62.88,5518500,62.13
"2012-05-21",63.31,64.89,63.15,64.74,5308100,63.96
"2012-05-22",64.72,65.2,63.58,64.11,5335000,63.34
"2012-05-23",63.32,64.13,62.25,63.96,6942000,63.19
"2012-05-24",64.39,64.41,62.84,63.65,3263600,62.89
"2012-05-25",63.52,64.11,62.73,63.08,3005200,62.32
"2012-05-29",63.62,64.76,63.61,64.45,2685900,63.68
"2012-05-30",63.47,63.5,61.47,62.24,3869300,61.49
"2012-05-31",62.44,62.44,59.56,61,6418600,60.27
"2012-06-01",58.93,59.47,57.93,58.13,7319500,57.43
"2012-06-04",58.62,58.65,56.42,57.12,6967100,56.43
"2012-06-05",56.93,59.04,56.69,58.86,4120000,58.15
"2012-06-06",59.21,62.2,58.84,62.16,7365700,61.41
"2012-06-07",63.03,65,62.71,63.2,7051500,62.44
"2012-06-08",62.59,63.96,61.53,63.84,5288200,63.07
"2012-06-11",64.68,65.4,61.73,61.81,5927300,61.15
"2012-06-12",62.22,63.64,62.03,63.59,3681300,62.92
"2012-06-13",62.76,64.01,62.57,63,5396000,62.33
"2012-06-14",63.17,64.16,62.6,63.96,4408400,63.28
"2012-06-15",64.27,65.41,63.62,65.37,5906000,64.68
"2012-06-18",64.81,65,63.88,64.63,4251800,63.94
"2012-06-19",65.49,66.17,65.14,65.8,3774100,65.1
"2012-06-20",65.78,66.19,63.65,64.21,6177900,63.53
"2012-06-21",64.52,64.63,60.47,60.56,5992700,59.92
"2012-06-22",60.9,62.5,60.79,61.93,8751000,61.27
"2012-06-25",60.55,60.69,59.63,60.07,4615500,59.43
"2012-06-26",60.33,60.83,59.24,60.45,4524500,59.81
"2012-06-27",60.44,63.13,60.44,62.2,6499600,61.54
"2012-06-28",62.82,63.71,61.85,63.25,6428600,62.58
"2012-06-29",65.42,66.22,64.67,66.2,6744300,65.5
"2012-07-02",66.18,66.29,64.8,65.66,3906700,64.96
"2012-07-03",66.33,69.2,66.32,69.05,3613300,68.32
"2012-07-05",68.84,68.84,66.37,67.13,5209500,66.42
"2012-07-06",66.16,66.24,64.86,65.51,3544500,64.82
"2012-07-09",65.75,66.58,65.05,66.33,3402400,65.63
"2012-07-10",66.79,67.82,64.19,64.77,4399300,64.08
"2012-07-11",64.94,66.96,64.94,66.58,6472200,65.87
"2012-07-12",65.59,69.42,64.61,68.12,9943700,67.4
"2012-07-13",68.23,68.95,68.07,68.81,4073300,68.08
"2012-07-16",69.3,71.1,69.23,70.68,7330600,69.93
"2012-07-17",70.94,71.88,69.54,71.82,6257500,71.06
"2012-07-18",71.23,74.13,71.23,72.63,6894900,71.86
"2012-07-19",72.87,73.47,68.86,72.59,13080600,71.82
"2012-07-20",72.11,72.14,71.2,72.06,4572100,71.3
"2012-07-23",70.61,70.8,69.01,70.29,4521300,69.54
"2012-07-24",70.74,71,66.69,68.91,5938600,68.18
"2012-07-25",69.2,70.15,68.48,69.52,3657800,68.78
"2012-07-26",71.09,71.63,69.84,71.16,2867400,70.41
"2012-07-27",71.52,71.9,70.83,71.41,4830900,70.65
"2012-07-30",71.38,72.36,70.57,71.75,3874900,70.99
"2012-07-31",71.65,71.83,69.29,69.44,8887000,68.7
"2012-08-01",69.91,70.05,68.33,68.63,5251900,67.9
"2012-08-02",67.32,67.76,65.38,66.22,7190600,65.52
"2012-08-03",68.04,68.91,67.44,68.41,6320800,67.68
"2012-08-06",68.91,69.51,68.19,68.22,5455000,67.5
"2012-08-07",68.88,71.03,68.65,70.53,3758900,69.78
"2012-08-08",70.14,71.09,69.61,69.78,3627100,69.04
"2012-08-09",69.4,70.88,68.47,69.66,4982800,68.92
"2012-08-10",69.11,69.72,68.6,69.68,2494200,68.94
"2012-08-13",69.41,69.86,68.42,68.5,3041900,67.77
"2012-08-14",68.71,69.37,68.6,69.04,2747900,68.31
"2012-08-15",69.29,69.54,68.63,69.06,3158800,68.33
"2012-08-16",69.21,71.07,69.15,70.97,3430200,70.22
"2012-08-17",70.65,71.08,70.06,70.34,4081600,69.59
"2012-08-20",69.94,70.27,69.1,69.6,3469700,68.86
"2012-08-21",69.96,70.47,69.25,69.55,2465200,68.81
"2012-08-22",69.46,70.13,69.11,69.93,2334500,69.19
"2012-08-23",69.69,70.33,68.91,68.92,2537300,68.19
"2012-08-24",68.78,69.7,68.32,69.57,2255800,68.83
"2012-08-27",69.53,69.78,68.69,68.77,2410800,68.04
"2012-08-28",68.57,69.54,68.38,69.27,3419100,68.54
"2012-08-29",69.25,70,68.83,69.72,2224500,68.98
"2012-08-30",69.23,69.23,68.11,68.26,2185800,67.54
"2012-08-31",69,70.13,68.8,69.27,2807600,68.54
"2012-09-04",69.32,69.5,68.3,69.13,2043200,68.4
"2012-09-05",68.97,69.32,68.32,68.68,1911800,67.95
"2012-09-06",68.97,71.1,68.92,71.07,5103400,70.32
"2012-09-07",71.37,72.4,71.19,72.29,3164200,71.52
"2012-09-10",71.91,72.4,70.31,70.4,3582400,69.74
"2012-09-11",71.04,71.86,70.86,71.62,2900200,70.95
"2012-09-12",72.24,72.89,71.7,72.43,3501500,71.75
"2012-09-13",72.7,74.76,71.82,74.09,3619000,73.4
"2012-09-14",74.91,76.63,74.58,75.59,5971300,74.88
"2012-09-17",75.41,75.55,74.06,74.17,4943600,73.47
"2012-09-18",74.09,74.39,72.78,73.42,3296000,72.73
"2012-09-19",73.33,73.75,72.43,72.55,3351200,71.87
"2012-09-20",71.85,72.11,70.62,72.01,3741900,71.34
"2012-09-21",72.81,72.99,71.73,71.93,4730600,71.26
"2012-09-24",70.91,71.1,70.08,70.17,4937700,69.51
"2012-09-25",70.9,71.18,69.06,69.16,4348100,68.51
"2012-09-26",68.7,69.32,68.17,68.76,3593100,68.12
"2012-09-27",69.25,70.67,69.08,70.23,3679900,69.57
"2012-09-28",69.71,70.3,68.84,69.92,3911200,69.26
"2012-10-01",70.55,71.36,70.35,70.62,3538400,69.96
"2012-10-02",70.71,70.85,69.87,70.47,2383200,69.81
"2012-10-03",70.56,70.74,68.69,69.04,2992000,68.39
"2012-10-04",69.41,69.92,69.06,69.81,2573100,69.16
"2012-10-05",70.28,70.41,68.75,69.05,2187000,68.4
"2012-10-08",68.47,68.9,67.98,68.85,2179100,68.2
"2012-10-09",68.9,69.71,68.56,69.37,2576300,68.72
"2012-10-10",69,69.57,68.12,68.29,3062500,67.65
"2012-10-11",69.08,69.4,68.41,68.97,3236500,68.32
"2012-10-12",69.1,69.65,68.41,69.18,2560600,68.53
"2012-10-15",69.1,69.66,68.43,69.14,2760300,68.49
"2012-10-16",69.59,70.89,69.44,70.82,2981100,70.16
"2012-10-17",71.07,72.52,71,72.19,3193100,71.51
"2012-10-18",71.79,72.25,71.52,71.88,2189800,71.21
"2012-10-19",71.8,72.07,70,70.34,2273000,69.68
"2012-10-22",70.41,70.61,68.77,69.23,3977100,68.58
"2012-10-23",67.97,68.07,66.61,66.94,5299800,66.31
"2012-10-24",67.28,67.61,66.05,66.18,3115200,65.56
"2012-10-25",66.88,67.14,65.82,66.55,2295200,65.93
"2012-10-26",66.53,67,65.93,66.49,3190200,65.87
"2012-10-31",67.3,68.92,67.07,68.81,4883400,68.17
"2012-11-01",68.72,70.56,68.56,70.34,4393400,69.68
"2012-11-02",71.01,71.25,69.7,70.26,4083700,69.6
"2012-11-05",70,70.81,69.8,70.7,2335900,70.04
"2012-11-06",71.56,74.03,71.16,73.07,5285500,72.39
"2012-11-07",71.97,72.27,70.02,70.41,3881700,69.75
"2012-11-08",70.26,71.34,69.63,69.64,2752000,68.99
"2012-11-09",69.36,71.45,69.31,70.65,3673500,69.99
"2012-11-12",71.31,71.46,70.66,70.75,2523100,70.09
"2012-11-13",69.83,72.35,69.64,70.24,4788900,69.58
"2012-11-14",70.77,71.2,69.14,69.33,4371000,68.68
"2012-11-15",69.52,71.01,69.41,70.38,4047900,69.72
"2012-11-16",70.8,70.83,69.45,70.09,4135800,69.43
"2012-11-19",71.66,72.15,71.04,72.12,3159500,71.44
"2012-11-20",71.82,72.22,71.05,71.89,2472400,71.22
"2012-11-21",72.31,72.82,71.8,72.51,1948300,71.83
"2012-11-23",72.76,74.67,72.54,74.55,2279100,73.85
"2012-11-26",73.96,74.57,73.24,74.26,3629700,73.56
"2012-11-27",73.97,74.33,73.33,73.35,3762600,72.66
"2012-11-28",72.56,73.77,71.85,73.7,2576500,73.01
"2012-11-29",74.11,74.46,72.99,73.37,2470000,72.68
"2012-11-30",73.24,73.63,72.94,73.19,4974500,72.5
"2012-12-03",73.95,74.59,73.67,73.79,3105100,73.1
"2012-12-04",73.36,74.29,73.27,73.51,2375800,72.82
"2012-12-05",73.86,75.3,73.55,74.74,4244700,74.04
"2012-12-06",74.45,74.7,73.62,74.35,2874200,73.65
"2012-12-07",74.56,76.9,74.4,76.32,4291500,75.6
"2012-12-10",76.7,76.8,75.43,75.8,3053000,75.18
"2012-12-11",76.18,76.46,74.97,75.29,2853300,74.67
"2012-12-12",75.68,76.95,75.02,75.54,3870200,74.92
"2012-12-13",75.28,75.44,74.07,74.75,4157100,74.14
"2012-12-14",74.4,74.98,74.27,74.59,1899200,73.98
"2012-12-17",74.82,75.35,74.46,74.88,2168800,74.27
"2012-12-18",74.97,76.25,74.95,76.15,2981100,75.53
"2012-12-19",76.05,76.22,74.42,74.45,3558800,73.84
"2012-12-20",74.88,76.35,74.79,76.32,2754800,75.69
"2012-12-21",74.97,76.08,74.97,75.8,3452200,75.18
"2012-12-24",75.43,75.5,74.52,74.68,1303800,74.07
"2012-12-26",74.97,75.05,73.55,73.67,2242800,73.07
"2012-12-27",73.62,73.94,72.66,73.77,2281700,73.16
"2012-12-28",73.15,73.22,72.16,72.31,2409000,71.72
"2012-12-31",72.05,74.43,71.77,74.31,3310400,73.7
"2013-01-02",75.75,76.08,74.73,76.06,4314700,75.44
"2013-01-03",75.9,77.35,75.16,76.33,3098500,75.7
"2013-01-04",76.59,78.48,76.46,78.27,3842200,77.63
"2013-01-07",77.73,78.93,77.35,78.25,2743700,77.61
"2013-01-08",77.83,78.86,77.25,78.35,3231000,77.71
"2013-01-09",78.29,78.62,77.08,78,2480400,77.36
"2013-01-10",78.51,78.51,77.46,77.66,3349400,77.02
"2013-01-11",77.71,77.9,77.12,77.84,2595100,77.2
"2013-01-14",77.89,78.1,77.16,77.87,1996000,77.23
"2013-01-15",77.45,78.19,76.85,78.1,2586300,77.46
"2013-01-16",78,78.09,76.65,77.01,3095200,76.38
"2013-01-17",77.36,77.96,76.91,77.08,3310900,76.45
"2013-01-18",77.15,77.72,76.7,77.55,3198200,76.91
"2013-01-22",77.53,79.68,77.51,79.49,4790200,78.84
"2013-01-23",79.26,79.39,78.5,78.79,2449300,78.14
"2013-01-24",79.11,80.7,79.11,80.02,4036800,79.36
"2013-01-25",80.12,81.55,80.1,81,3102900,80.34
"2013-01-28",81.74,81.88,79.18,79.41,3933500,78.76
"2013-01-29",79.38,80.84,79.38,80.56,3537000,79.9
"2013-01-30",80.99,81.35,79.93,80.24,4367200,79.58
"2013-01-31",79.76,80.66,79.22,80.02,2960400,79.36
"2013-02-01",80.8,81.83,80,81.18,3185800,80.51
"2013-02-04",80.69,81.2,80.1,80.5,3196200,79.84
"2013-02-05",81.37,83.15,81.37,82.6,4432800,81.92
"2013-02-06",82.26,83.78,82.26,83.7,3732700,83.01
"2013-02-07",83.54,84.5,83.02,84.1,3397800,83.41
"2013-02-08",84.13,84.83,84.13,84.45,1937100,83.76
"2013-02-11",83.98,83.98,83.01,83.47,1962700,82.79
"2013-02-12",83.91,83.97,82.78,83.45,1880600,82.77
"2013-02-13",83.46,84.13,83.3,84.13,2596700,83.44
"2013-02-14",83.63,84.43,83.11,84,2166800,83.31
"2013-02-15",83.69,83.83,81.69,82.08,4173300,81.41
"2013-02-19",82.42,84.13,82.4,84.13,3276900,83.44
"2013-02-20",83.75,83.75,80.29,80.37,4708700,79.71
"2013-02-21",80.02,80.54,79.29,80.21,4691500,79.55
"2013-02-22",80.77,81.75,80.54,81.75,2394000,81.08
"2013-02-25",82.28,82.5,78.57,78.57,3864600,77.93
"2013-02-26",79.05,79.27,77.01,78.58,4556800,77.94
"2013-02-27",78.21,80.99,78.09,80.04,3698300,79.38
"2013-02-28",80.18,80.32,79.35,79.58,3606700,78.93
"2013-03-01",78.87,80.23,78.29,79.82,3071100,79.17
"2013-03-04",80.09,81.26,79.24,80.34,3423100,79.68
"2013-03-05",81.38,83.74,81.36,82.73,6382500,82.05
"2013-03-06",83.26,83.41,81.28,81.74,3456700,81.07
"2013-03-07",81.87,83.25,80.9,82.81,2366800,82.13
"2013-03-08",83.3,83.43,82.39,83.09,2120100,82.41
"2013-03-11",83.21,83.8,82.37,83.58,2354500,82.98
"2013-03-12",83.56,84.46,83.29,84.26,3284700,83.66
"2013-03-13",83.64,84.42,83.53,83.94,2270900,83.34
"2013-03-14",84.16,85.58,83.95,85.19,3913700,84.58
"2013-03-15",84.85,85.64,84.57,85.35,4187500,84.74
"2013-03-18",84.44,85.7,84.1,84.62,2846700,84.02
"2013-03-19",84.94,85.13,82.55,83.28,2615700,82.69
"2013-03-20",87.26,87.5,85.59,86.4,5662700,85.78
"2013-03-21",85.59,86.82,85.42,85.49,3079100,84.88
"2013-03-22",85.88,87.17,85.88,86.58,3133700,85.96
"2013-03-25",86.85,88.8,86.85,87.29,3127500,86.67
"2013-03-26",88.28,88.98,87.89,88.88,3321100,88.25
"2013-03-27",88.41,89.16,88,88.76,2733900,88.13
"2013-03-28",89,89.2,87.15,87.45,4238700,86.83
"2013-04-01",87.16,87.95,86.01,86.36,2936600,85.74
"2013-04-02",86.27,86.63,85.22,85.64,3002400,85.03
"2013-04-03",85.51,85.58,83.22,84.02,3119100,83.42
"2013-04-04",83.9,84.33,82.97,84.27,2568300,83.67
"2013-04-05",82.96,85.27,82.5,85.03,3243800,84.42
"2013-04-08",84.73,86.57,84.72,86.55,2612100,85.93
"2013-04-09",86.49,86.97,85.77,86.81,2650400,86.19
"2013-04-10",87.15,87.2,85.96,86.38,3100500,85.76
"2013-04-11",86.78,87.39,86.02,87.35,2696700,86.73
"2013-04-12",86.92,87.03,85.05,85.29,3639100,84.68
"2013-04-15",83.79,83.88,79.46,79.47,7224900,78.9
"2013-04-16",80.6,82.64,80.56,82.16,4262300,81.57
"2013-04-17",81.27,81.27,78.85,79.45,4393300,78.88
"2013-04-18",79.79,81.08,78.3,80.64,4307300,80.07
"2013-04-19",81.11,81.34,79.17,79.99,3128000,79.42
"2013-04-22",80.27,81.52,79.25,81.05,2553200,80.47
"2013-04-23",81.33,81.68,80.3,81.57,3200600,80.99
"2013-04-24",81.87,83.69,81.71,83.32,3217800,82.73
"2013-04-25",83.74,85.5,83.21,84.12,5018800,83.52
"2013-04-26",84.1,84.28,82.53,83.84,3003800,83.24
"2013-04-29",84.43,85.12,84.12,84.51,1804100,83.91
"2013-04-30",84.62,84.95,83.75,84.76,3277600,84.16
"2013-05-01",84.17,84.17,82.52,83.23,2630800,82.64
"2013-05-02",83.68,85.08,82.92,84.79,2330600,84.19
"2013-05-03",85.75,86.79,85.67,86.6,2336200,85.98
"2013-05-06",87,88.36,86.51,87.62,3347400,87
"2013-05-07",89.5,89.72,86.58,86.74,5968600,86.12
"2013-05-08",86.57,87.92,86.5,87.67,3887500,87.05
"2013-05-09",87.55,87.96,86.5,86.99,2685300,86.37
"2013-05-10",86.82,86.82,85.53,86.45,2413300,85.83
"2013-05-13",86,87.12,85.95,86.81,1768300,86.19
"2013-05-14",86.96,88.9,86.89,88.77,3446500,88.14
"2013-05-15",88.22,88.54,86.38,88.17,3577400,87.54
"2013-05-16",88.03,89.04,87.53,87.81,2899100,87.18
"2013-05-17",88.67,90.46,87.58,90.03,4562700,89.39
"2013-05-20",89.89,92.18,89.89,91.23,3481300,90.58
"2013-05-21",91.1,91.95,90.23,91.37,2747600,90.72
"2013-05-22",91.26,91.92,88.57,89.21,3914800,88.57
"2013-05-23",87.7,89.71,86.96,89.64,3495500,89
"2013-05-24",88.77,89.45,87.96,89.34,2885200,88.7
"2013-05-28",90.74,91.96,90.52,91.46,4330200,90.81
"2013-05-29",90.68,91.54,90.32,90.5,3299700,89.85
"2013-05-30",90.24,90.76,89.45,90.11,2408800,89.47
"2013-05-31",89.4,89.8,87.41,87.47,3744700,86.85
"2013-06-03",87.85,89.09,87.39,88.55,3049600,87.92
"2013-06-04",88.08,88.62,86.78,87.52,2557900,86.9
"2013-06-05",87.1,87.57,86.19,86.26,2162800,85.65
"2013-06-06",86.36,87.29,85.34,86.9,2965200,86.28
"2013-06-07",87.66,88.78,87.42,87.98,2307700,87.35
"2013-06-10",88.12,88.53,87.43,88.08,1886100,87.54
"2013-06-11",86.45,87.27,85.82,86.2,2615700,85.67
"2013-06-12",87.46,87.46,85.44,85.88,2315400,85.36
"2013-06-13",85.99,87.65,85.81,87.45,2409900,86.92
"2013-06-14",87.74,87.77,85.69,86.11,2014600,85.58
"2013-06-17",87,87.7,86.35,87.05,2e+06,86.52
"2013-06-18",87.38,87.85,86.66,87,2848900,86.47
"2013-06-19",86.92,87.78,86.25,86.26,2658800,85.73
"2013-06-20",84.86,85.24,82.68,83.11,3742300,82.6
"2013-06-21",83.63,83.9,82.1,83.44,4077200,82.93
"2013-06-24",82.27,84.16,80.44,82.97,4247500,82.46
"2013-06-25",83.99,85.41,83.78,85.08,4294800,84.56
"2013-06-26",85.85,86.8,84.79,86.34,4001900,85.81
"2013-06-27",87.05,87.49,85.98,86.03,2146000,85.5
"2013-06-28",85.45,86.75,85.17,85.93,2454300,85.4
"2013-07-01",86.33,87.85,86.21,86.79,2780300,86.26
"2013-07-02",86.86,87.91,86.44,86.77,2410000,86.24
"2013-07-03",86.69,87.06,86.08,86.93,1460900,86.4
"2013-07-05",87.48,88.53,87,88.38,1583700,87.84
"2013-07-08",88.72,89.2,88.09,88.3,2410900,87.76
"2013-07-09",88.77,89.36,88.28,88.36,2475400,87.82
"2013-07-10",88.54,89.62,88.13,88.62,2581900,88.08
"2013-07-11",89.94,90.8,89.29,90.61,2763100,90.06
"2013-07-12",90.3,90.85,89.43,90.7,3129700,90.15
"2013-07-15",90.67,90.68,89.08,89.11,3317000,88.57
"2013-07-16",89.22,89.37,87.85,88.24,3576800,87.7
"2013-07-17",88.43,89.49,88.36,88.88,1841300,88.34
"2013-07-18",89.31,90.32,89.31,90.26,3716700,89.71
"2013-07-19",90.57,92.86,90.27,92.85,3409600,92.28
"2013-07-22",92.45,92.9,91.05,91.05,3233100,90.49
"2013-07-23",91.11,91.51,90.7,91.15,2615900,90.59
"2013-07-24",91.37,91.37,89.3,89.53,3314300,88.98
"2013-07-25",89.6,90.22,88.75,89.49,2599200,88.94
"2013-07-26",88.7,89.19,88.11,88.51,2686900,87.97
"2013-07-29",88.56,88.94,87.75,88.65,3247100,88.11
"2013-07-30",88.6,89.25,86.57,88.8,6026900,88.26
"2013-07-31",89.14,89.61,88.35,88.52,3544500,87.98
"2013-08-01",89.47,90.59,89.47,90.4,4009600,89.85
"2013-08-02",90.15,90.71,89.64,90.46,2854300,89.91
"2013-08-05",90.17,91.15,90.12,90.85,2207500,90.29
"2013-08-06",90.42,90.67,88.6,89.12,2855800,88.58
"2013-08-07",88.95,89.41,88.23,89.23,2745600,88.68
"2013-08-08",89.63,90.63,88.64,90.48,3026100,89.93
"2013-08-09",90.42,90.65,89.14,89.8,2035000,89.25
"2013-08-12",88.93,89.77,88.51,89.14,2204400,88.6
"2013-08-13",89.16,89.32,88.1,89.11,2342500,88.57
"2013-08-14",88.93,89.31,88.3,88.98,2256500,88.44
"2013-08-15",88.2,89.88,87.57,89.2,2493700,88.65
"2013-08-16",89.88,91.94,89.45,91.52,5116300,90.96
"2013-08-19",91.19,91.23,88.78,88.95,3451300,88.41
"2013-08-20",89.13,90.47,88.82,89.79,2104400,89.24
"2013-08-21",89.43,89.79,88.33,88.54,2139800,88
"2013-08-22",88.92,89.83,88.52,89.26,1606800,88.71
"2013-08-23",89.55,89.89,88.86,89.8,1636900,89.25
"2013-08-26",91.95,92.1,90.74,91.02,3152400,90.46
"2013-08-27",90.2,91.92,90.19,90.88,2826800,90.32
"2013-08-28",91.25,93.14,91.25,92.58,4067700,92.01
"2013-08-29",92.05,92.7,91.58,91.65,2662200,91.09
"2013-08-30",91.61,92.18,90.78,91.42,2034100,90.86
"2013-09-03",92.43,92.87,91.7,92.71,1939700,92.14
"2013-09-04",92.58,92.83,91.95,92.16,2312100,91.6
"2013-09-05",92.29,93,92.22,92.75,1532700,92.18
"2013-09-06",92.78,94,92.21,93.01,2524600,92.44
"2013-09-09",93.14,94.13,93.14,94.02,2317500,93.63
"2013-09-10",93.92,94.15,92.38,93.4,2746500,93.01
"2013-09-11",93.62,94.67,93,94.67,1948000,94.27
"2013-09-12",94.55,95.73,94.11,95.53,3342800,95.13
"2013-09-13",96.69,96.75,94.45,94.7,3265700,94.3
"2013-09-16",95.78,95.81,93.13,93.36,3356900,92.97
"2013-09-17",93.18,94.27,92.7,93.67,2293800,93.28
"2013-09-18",93.73,95.1,93.69,94.96,2549200,94.56
"2013-09-19",95.25,95.59,94.22,94.8,2656500,94.4
"2013-09-20",94.78,94.98,93.4,93.69,2626400,93.3
"2013-09-23",93.45,94.38,92.65,94.11,1770700,93.72
"2013-09-24",94.12,96.01,93.7,94.71,3324100,94.31
"2013-09-25",94.42,95.76,94.36,94.83,2223300,94.43
"2013-09-26",94.98,95.25,93.42,94.48,2097900,94.08
"2013-09-27",94.18,94.65,93.54,94.53,1611300,94.13
"2013-09-30",93.27,93.69,92.5,92.99,2599700,92.6
"2013-10-01",92.89,94.45,92.5,93.44,2580000,93.05
"2013-10-02",93.14,94.7,92.38,94.68,2612100,94.28
"2013-10-03",94.33,94.79,92.82,92.98,2209800,92.59
"2013-10-04",93.14,94.1,92.73,93.9,1668100,93.51
"2013-10-07",93.27,94.89,93.05,93.6,1875900,93.21
"2013-10-08",93.66,94.32,91.88,92.12,2217000,91.73
"2013-10-09",92.77,93.57,91.6,92.11,1799900,91.72
"2013-10-10",93.39,94.57,92.38,94.41,2054900,94.01
"2013-10-11",93.81,95.98,93.69,95.46,2141800,95.06
"2013-10-14",94.53,96.13,94.27,95.75,2134900,95.35
"2013-10-15",95.5,96.68,95.08,95.83,2472500,95.43
"2013-10-16",96.59,98.13,96.39,97.53,3675500,97.12
"2013-10-17",97.43,97.58,96.05,96.75,2223300,96.35
"2013-10-18",97.19,97.82,96.16,97.42,2553900,97.01
"2013-10-21",97.71,98.23,95.87,96.03,2472000,95.63
"2013-10-22",96,97.26,94.59,95.36,3286400,94.96
"2013-10-23",94.57,94.62,91.92,92.28,4780900,91.89
"2013-10-24",92.28,94.55,91.27,94.29,5242700,93.9
"2013-10-25",94.31,96.18,94.26,96.15,3464500,95.75
"2013-10-28",96.27,96.98,95.6,96.58,3621200,96.18
"2013-10-29",97.1,97.9,96.67,97.76,2454300,97.35
"2013-10-30",97.97,98.47,94.53,96.01,2377900,95.61
"2013-10-31",96.04,96.31,93.74,95.29,2848400,94.89
"2013-11-01",95.44,95.99,93.29,94.39,3096000,94
"2013-11-04",95.34,96.54,94.25,95.93,3348500,95.53
"2013-11-05",94.71,94.94,92.41,92.86,4808100,92.47
"2013-11-06",93.72,94.21,91.51,92.02,3228400,91.63
"2013-11-07",92.54,92.62,89.47,89.95,4524700,89.57
"2013-11-08",89.53,91.34,89.52,90.97,3516300,90.59
"2013-11-11",91.15,91.76,90.56,91.15,1883900,90.77
"2013-11-12",90.93,90.93,89.67,89.93,4447800,89.55
"2013-11-13",89.55,91.37,89.3,91.22,3663100,90.84
"2013-11-14",91.14,91.27,90.34,91.08,2029100,90.7
"2013-11-15",90.99,91.63,89.9,90.93,3390800,90.55
"2013-11-18",91.23,91.3,90.03,90.38,3324800,90
"2013-11-19",90.53,91.51,89.5,90.7,2618800,90.32
"2013-11-20",91.35,91.68,90.14,90.54,2498300,90.16
"2013-11-21",91.4,92.48,90.98,92.27,2081700,91.88
"2013-11-22",92.74,92.75,91.52,92.04,2093900,91.65
"2013-11-25",91.96,91.96,89.9,90.52,2498300,90.14
"2013-11-26",90.33,91.02,89.24,90.57,2633700,90.19
"2013-11-27",90.22,90.53,88.16,88.6,3667900,88.23
"2013-11-29",88.53,89.84,87.66,88.82,2505700,88.45
"2013-12-02",88.92,89.12,88.09,88.51,2452200,88.14
"2013-12-03",88.57,89.7,88,89.5,4232500,89.13
"2013-12-04",89.5,89.51,88.01,88.61,3568000,88.24
"2013-12-05",88.21,89.05,87.75,87.99,2696900,87.62
"2013-12-06",88.67,89.02,86.37,86.65,3948400,86.29
"2013-12-09",86.66,86.84,85.43,86.19,4132700,86.01
"2013-12-10",86.19,87.28,85.19,85.26,5517700,85.08
"2013-12-11",84.87,85.37,83.41,83.59,5111700,83.41
"2013-12-12",83.74,84.86,83.5,83.67,4731100,83.49
"2013-12-13",73.65,78.32,73.6,78.3,38535900,78.13
"2013-12-16",78.45,79.9,78.29,79.07,10356900,78.9
"2013-12-17",78.9,79.76,78.68,79.11,8708000,78.94
