"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2012-03-16",153.6,153.86,150.22,151.39,7921200,37.85
"2012-03-19",151.48,151.53,148.68,149.94,6862800,37.49
"2012-03-20",149.25,151.3,147.29,150.99,6388800,37.75
"2012-03-21",152.43,156.05,151.62,154.37,9936800,38.59
"2012-03-22",152.83,153.9,151.8,152.84,5102800,38.21
"2012-03-23",152.89,154.64,152.3,153.9,4654000,38.47
"2012-03-26",154.8,157.56,154.15,157.34,6768400,39.33
"2012-03-27",156.68,157.18,153.39,153.5,7746000,38.38
"2012-03-28",153.95,155.71,151.67,154.06,6222800,38.51
"2012-03-29",153.01,157.43,152.17,156.41,7193200,39.1
"2012-03-30",156.73,156.98,152.9,154.51,6420800,38.63
"2012-04-02",152.89,158.45,152.56,157.18,8230800,39.29
"2012-04-03",156.6,159.01,156.43,158.32,5534800,39.58
"2012-04-04",157.02,157.02,152.96,155.68,6243600,38.92
"2012-04-05",156.01,157.62,154.43,157.04,4948400,39.26
"2012-04-09",153.53,157.9,153.01,157.52,7308000,39.38
"2012-04-10",157.74,159,152.96,153.73,10788800,38.43
"2012-04-11",152.34,158.57,152.34,158.08,11344800,39.52
"2012-04-12",157.79,158.69,156.39,158.3,6048000,39.58
"2012-04-13",157.99,161.89,157.18,159.37,9975200,39.84
"2012-04-16",160.77,161.5,154.25,154.93,9880400,38.73
"2012-04-17",155.45,156.81,153.91,156.17,6028800,39.04
"2012-04-18",155.19,159.58,154.78,158.64,5556000,39.66
"2012-04-19",159.13,164.75,157.8,159.57,12405200,39.89
"2012-04-20",160.07,161.1,156.83,156.9,7006400,39.22
"2012-04-23",154.2,155.84,150.66,155,9539600,38.75
"2012-04-24",154.57,154.77,147.5,149.98,9383600,37.49
"2012-04-25",150.5,152,147.77,150.7,11908400,37.67
"2012-04-26",151,156.35,151,156.2,7077600,39.05
"2012-04-27",156.47,158.88,154.63,156.66,7682000,39.17
"2012-04-30",156.09,157.13,154.79,155.73,3965200,38.93
"2012-05-01",156.15,159.38,154.97,156.88,5548800,39.22
"2012-05-02",155.96,159.5,155.52,158.94,5876400,39.74
"2012-05-03",160.27,163.5,157.31,157.52,12618800,39.38
"2012-05-04",157.2,157.2,152.28,152.59,10230400,38.15
"2012-05-07",151.79,153.7,150.74,151.83,6163200,37.96
"2012-05-08",150.6,150.88,142.06,146.02,15954400,36.51
"2012-05-09",144.31,150.22,144.04,148.98,9210400,37.24
"2012-05-10",149.37,149.8,134.37,135.44,38547600,33.86
"2012-05-11",135.1,140.27,134.71,137.78,13857600,34.44
"2012-05-14",136.18,138.63,135.2,136.55,7354000,34.14
"2012-05-15",138.31,139.99,137.55,138.1,11282800,34.53
"2012-05-16",139.48,139.74,134.07,136.58,13078400,34.15
"2012-05-17",136.96,138.98,132.11,133.8,21522000,33.45
"2012-05-18",143.43,148.95,143,145.58,36138000,36.4
"2012-05-21",144.12,149.53,140.32,149.05,15436400,37.26
"2012-05-22",148.18,151.91,147,149.45,12460000,37.36
"2012-05-23",147.03,150.95,145.56,150.61,10400000,37.65
"2012-05-24",149.2,150.24,145,146.21,10060400,36.55
"2012-05-25",147.14,150,146.2,147,9678400,36.75
"2012-05-29",146.96,148.72,143.2,145.69,10981600,36.42
"2012-05-30",142.35,142.97,139.5,140.95,13785200,35.24
"2012-05-31",138.24,140.54,135.15,138.62,12621600,34.65
"2012-06-01",134.24,134.35,130.6,130.99,15065600,32.75
"2012-06-04",130.13,132.19,126.32,131.22,14039200,32.81
"2012-06-05",130.74,135.25,129.8,133.74,10949200,33.44
"2012-06-06",134.33,137.73,133.2,136.98,10435600,34.24
"2012-06-07",138.32,138.6,135.26,135.56,7091200,33.89
"2012-06-08",135.32,136.63,131.4,136.49,8953200,34.12
"2012-06-11",137.33,137.5,130.38,130.46,8252000,32.62
"2012-06-12",131.69,131.69,126.95,130.58,9843600,32.65
"2012-06-13",130.27,130.38,126.56,127.33,10714400,31.83
"2012-06-14",127.29,129.63,125.25,129.36,12167600,32.34
"2012-06-15",129.82,135.07,128.56,134.56,12874000,33.64
"2012-06-18",131.32,137.74,130.14,136.8,11644400,34.2
"2012-06-19",138.32,142.47,136.54,138.01,10668400,34.5
"2012-06-20",138.72,139.23,136.19,137.75,7940400,34.44
"2012-06-21",135.34,137.75,132.67,132.77,8782000,33.19
"2012-06-22",133.14,137.25,133.1,137.11,8194000,34.28
"2012-06-25",135.21,135.45,132.69,134.16,5635200,33.54
"2012-06-26",134.73,136.67,134,135.33,4588400,33.83
"2012-06-27",134.98,137.3,134.37,135.72,4570800,33.93
"2012-06-28",135,135.42,129.65,131.78,7087600,32.94
"2012-06-29",135.34,138.31,135.15,138.26,10560800,34.56
"2012-07-02",136.91,139.24,135.93,139.07,8538800,34.77
"2012-07-03",138.86,142.56,138.52,141.35,3344400,35.34
"2012-07-05",140.95,143.84,140,142.42,4278800,35.6
"2012-07-06",139.61,139.61,133.48,135.75,11248400,33.94
"2012-07-09",135.84,136.7,130.6,131.3,8984000,32.83
"2012-07-10",132.62,133.67,128,128.87,8694400,32.22
"2012-07-11",129.99,130.42,125.29,126.91,6042800,31.73
"2012-07-12",127.98,128.99,124.81,127.54,6979200,31.89
"2012-07-13",128.24,131,127.99,130.55,6668400,32.64
"2012-07-16",129.95,130.79,127.44,127.99,4522800,32
"2012-07-17",128.92,129.9,125.1,126.78,7252400,31.69
"2012-07-18",130.34,136.46,129.4,134.9,12746400,33.72
"2012-07-19",135.74,140.83,135.4,139.11,10063200,34.78
"2012-07-20",138.02,138.02,134.51,135.16,6290000,33.79
"2012-07-23",132.18,132.72,128.89,131,10374400,32.75
"2012-07-24",130.8,131.12,125.55,126.72,15500000,31.68
"2012-07-25",128.01,129.13,125.11,125.32,9948400,31.33
"2012-07-26",128.36,130.75,122.89,124.61,18435600,31.15
"2012-07-27",125.36,133.39,125.36,131.49,16979200,32.87
"2012-07-30",131.57,131.57,125.03,125.87,14448400,31.47
"2012-07-31",126.16,128.22,123.64,124.36,9177600,31.09
"2012-08-01",127.37,127.63,122.97,124.57,8856800,31.14
"2012-08-02",122.88,125.25,120.18,121.37,10301200,30.34
"2012-08-03",124.11,128.63,121.51,128.27,10586400,32.07
"2012-08-06",129.05,134.35,127.73,132.72,11321200,33.18
"2012-08-07",133.66,138.99,133.09,136.68,11107600,34.17
"2012-08-08",135.6,137.19,134.78,135.55,8405200,33.89
"2012-08-09",135.46,138.95,135.37,137.76,6166400,34.44
"2012-08-10",137.78,141.25,137.52,139.84,10627600,34.96
"2012-08-13",143.5,146.4,142.53,145.15,17647600,36.29
"2012-08-14",145.29,145.29,141.5,142.56,10455600,35.64
"2012-08-15",142.82,144.4,142.12,144.13,4846400,36.03
"2012-08-16",142.74,147.75,142.7,146.96,9492400,36.74
"2012-08-17",148.41,148.41,146.62,147.23,6748000,36.81
"2012-08-20",147.24,147.9,143.3,147.57,10104400,36.89
"2012-08-21",149.09,150.87,146.76,147.64,8800800,36.91
"2012-08-22",147.92,149.28,145.12,148.62,8528800,37.15
"2012-08-23",148.62,149.27,145.57,146.77,16410800,36.69
"2012-08-24",141.08,149.49,140.77,148.54,28062400,37.13
"2012-08-27",147.19,151.97,147.01,149.06,12876400,37.26
"2012-08-28",146.93,147.74,143.66,145.12,14783200,36.28
"2012-08-29",144.95,146.26,144.05,145.6,8646000,36.4
"2012-08-30",144.35,144.82,142.13,142.69,7556000,35.67
"2012-08-31",144.27,146.48,142.8,145.18,8144400,36.29
"2012-09-04",144.72,145.73,142.91,144.84,7312800,36.21
"2012-09-05",144.63,145.58,143.01,144.73,6233600,36.18
"2012-09-06",145.5,149.89,144.91,148.89,9194000,37.22
"2012-09-07",148.79,150.57,148.06,149.57,6190400,37.39
"2012-09-10",149.85,150.78,148.51,149.34,4713200,37.33
"2012-09-11",149.08,151.22,148.19,150.79,6767600,37.7
"2012-09-12",151.09,154.83,151.01,152.71,10642000,38.18
"2012-09-13",153.52,158,152.76,156.99,10942800,39.25
"2012-09-14",156.73,161.9,156.56,159.43,13426800,39.86
"2012-09-17",159.01,159.88,157.65,158.16,5740800,39.54
"2012-09-18",157.5,158,155.83,156.29,6022800,39.07
"2012-09-19",155.9,158.93,154.54,157.98,8056000,39.49
"2012-09-20",158.02,158.6,154.01,156.02,7120800,39.01
"2012-09-21",156.58,157.75,155.01,155.2,9854000,38.8
"2012-09-24",153.78,155.1,152.05,153.57,4796000,38.39
"2012-09-25",153.91,155.82,152.12,152.13,6296800,38.03
"2012-09-26",151.06,151.38,146.22,148.94,8626400,37.24
"2012-09-27",150.4,154.17,149.28,153.18,6900000,38.29
"2012-09-28",151.69,154.28,151.1,152.69,6212800,38.17
"2012-10-01",153.17,153.49,149.58,151.14,8091600,37.78
"2012-10-02",151.5,153.88,150.27,152.94,5214800,38.24
"2012-10-03",153.5,157.8,153.33,157.04,8752000,39.26
"2012-10-04",155.54,158.11,154.87,157.83,6671200,39.46
"2012-10-05",159.49,159.85,153.75,154.73,6718400,38.68
"2012-10-08",153.97,156.45,152.72,153.6,4539200,38.4
"2012-10-09",153.05,154.4,150.19,152.14,5986400,38.03
"2012-10-10",152.18,152.6,148.68,150.16,4948000,37.54
"2012-10-11",152.96,154.98,151.65,152.61,5578800,38.15
"2012-10-12",153.26,154.75,152.2,153.29,4350000,38.32
"2012-10-15",153.08,154.95,151.52,154.15,3823600,38.54
"2012-10-16",154.75,155.67,153.59,155.46,4082400,38.87
"2012-10-17",154.95,155.24,150.66,151.63,6300000,37.91
"2012-10-18",151.17,152.09,148.86,150.1,6157600,37.53
"2012-10-19",149.67,151.19,148.42,149.01,8387200,37.25
"2012-10-22",149.28,150,146.26,147.63,6422400,36.91
"2012-10-23",145.88,149.5,145.51,148.8,4791600,37.2
"2012-10-24",149.8,151.15,147.47,148.22,5813600,37.06
"2012-10-25",148.99,149.23,142.54,145.31,17436800,36.33
"2012-10-26",145.61,147.33,145.27,146.65,8319200,36.66
"2012-10-31",144.85,147.26,144.01,145.98,6795600,36.49
"2012-11-01",143.25,146.96,139.04,146.22,10004000,36.56
"2012-11-02",147.16,148.42,145.88,146.6,7022400,36.65
"2012-11-05",146.87,146.87,143.38,145.09,6740400,36.27
"2012-11-06",145.5,149.07,145.5,147.72,3989600,36.93
"2012-11-07",145.91,147.74,145.85,146.52,5667600,36.63
"2012-11-08",146.27,146.75,142.5,143.28,8838400,35.82
"2012-11-09",142.42,144.3,141.02,141.14,6524000,35.28
"2012-11-12",141.66,142.83,139.75,141.68,4833200,35.42
"2012-11-13",140.2,142.68,139.08,141.11,4170000,35.28
"2012-11-14",142.71,143.82,139.36,139.68,5552000,34.92
"2012-11-15",140.19,141.02,139.46,140.73,4548400,35.18
"2012-11-16",141.37,144.9,140.15,144.3,6346000,36.08
"2012-11-19",145.31,149.57,145.31,147.32,8460800,36.83
"2012-11-20",147.35,149.53,144.37,145.9,12270000,36.47
"2012-11-21",150.1,159.09,149.8,158.78,27916800,39.69
"2012-11-23",156.37,159.69,155.01,159.45,8430800,39.86
"2012-11-26",156.87,160.5,156.6,160.22,10954400,40.06
"2012-11-27",157.38,159.25,156.14,156.37,11893200,39.09
"2012-11-28",155.12,158.09,155,157.86,6702000,39.47
"2012-11-29",157.98,159.8,157.86,158.75,5776800,39.69
"2012-11-30",158.18,158.78,156.94,157.67,3504000,39.42
"2012-12-03",158.7,159.5,156.87,157.05,4642000,39.26
"2012-12-04",157.04,157.67,155.11,156.94,3894000,39.24
"2012-12-05",156.22,157.14,153.23,156.87,5315200,39.22
"2012-12-06",156.49,158.71,156,157.41,5110000,39.35
"2012-12-07",157.09,158.47,156.1,156.7,5182000,39.17
"2012-12-10",156.7,158.48,156.39,158.42,3867600,39.6
"2012-12-11",158.35,165.89,158.35,165,17480400,41.25
"2012-12-12",165.18,168.11,164.4,167.03,9206000,41.76
"2012-12-13",166.17,167.41,165.55,166.64,6459200,41.66
"2012-12-14",165.3,168.16,165.3,166.81,5086800,41.7
"2012-12-17",164.77,170.55,164.66,168.91,10098400,42.23
"2012-12-18",169.01,171.65,168.72,170.9,4890000,42.72
"2012-12-19",171.28,172.75,169.81,169.86,4176000,42.47
"2012-12-20",170,170.24,168.52,170.08,4705200,42.52
"2012-12-21",167.93,169.74,167.48,168.95,10731600,42.24
"2012-12-24",168.37,169.44,168,169.35,1648000,42.34
"2012-12-26",169.2,169.68,165.26,166.34,3720400,41.58
"2012-12-27",166.28,167.45,162.66,166.24,5888800,41.56
"2012-12-28",164.44,165.75,163.53,164.18,4128400,41.04
"2012-12-31",163.81,168.33,162.91,168.1,6147200,42.03
"2013-01-02",171.77,173.96,166.88,171.17,8162800,42.79
"2013-01-03",170.07,172.54,168.12,168.71,5707600,42.18
"2013-01-04",168.66,170.39,168.07,169.61,3296400,42.4
"2013-01-07",169.28,169.28,166.76,168.98,4185600,42.24
"2013-01-08",169.35,170.7,167.55,169.97,3953600,42.49
"2013-01-09",170.11,172.37,169.33,171.83,3856000,42.96
"2013-01-10",172.6,173.83,169.83,173.12,4749200,43.28
"2013-01-11",172.49,173.65,171.23,173.35,5296800,43.34
"2013-01-14",172.94,174.78,172.45,174.01,3814000,43.5
"2013-01-15",172.45,174.96,171.17,174.65,4128000,43.66
"2013-01-16",174,174.72,167.27,169.64,16573600,42.41
"2013-01-17",170.78,173.34,170.42,171.13,6331600,42.78
"2013-01-18",171.52,172.1,167.64,170.02,6346000,42.51
"2013-01-22",170.02,170.27,166.12,166.89,7501600,41.72
"2013-01-23",167.22,171.72,167.16,170.42,5760000,42.6
"2013-01-24",170.75,173.49,170.49,172.29,5149600,43.07
"2013-01-25",173.19,175.74,172.61,173.86,6508000,43.47
"2013-01-28",177.33,178.91,176.65,178.07,8180000,44.52
"2013-01-29",174.7,175.99,172.31,174.69,6209600,43.67
"2013-01-30",175.04,176.44,171.74,172.3,7241600,43.08
"2013-01-31",173.41,174.78,170.6,172.13,4999600,43.03
"2013-02-01",173.98,175.84,173.23,175.06,5174000,43.76
"2013-02-04",173.79,174.82,171.85,172.76,5354400,43.19
"2013-02-05",173.07,173.76,171.1,172.4,3767200,43.1
"2013-02-06",171.47,173.32,170.67,171.3,4883200,42.83
"2013-02-07",171.76,172.5,169.16,170.05,4346000,42.51
"2013-02-08",170.48,171.44,169.48,169.95,4284000,42.49
"2013-02-11",170.82,171.25,169.09,170.63,5684000,42.66
"2013-02-12",170.73,173,170.47,172.36,5906400,43.09
"2013-02-13",172.36,173.36,170,172.3,4106800,43.08
"2013-02-14",172.29,175.46,171.56,174.46,6841200,43.62
"2013-02-15",174.75,175.84,172.61,175.03,5413600,43.76
"2013-02-19",174.7,175.74,173.79,174.83,3497200,43.71
"2013-02-20",174.88,175.62,171.06,171.08,5296800,42.77
"2013-02-21",170.89,171.16,167.77,168.55,5466800,42.14
"2013-02-22",170.15,170.56,168.75,170.56,4078400,42.64
"2013-02-25",169.79,170.96,163.28,163.51,10159600,40.88
"2013-02-26",163.81,166.68,162.26,163.36,6919200,40.84
"2013-02-27",163.37,168.21,162,166.94,6224400,41.74
"2013-02-28",167.07,169.9,167.07,169.22,14840000,42.31
"2013-03-01",177.5,183.24,170.79,182,26723200,45.5
"2013-03-04",182.02,186.63,181.48,185.89,9554000,46.47
"2013-03-05",183.74,185.89,183.04,185.77,9381200,46.44
"2013-03-06",185.66,187.47,184.57,186.37,4816400,46.59
"2013-03-07",186.47,186.55,184.08,184.47,3820000,46.12
"2013-03-08",185.81,186.05,183.07,185.85,4218400,46.46
"2013-03-11",185.52,187.94,185.51,185.94,4032000,46.49
"2013-03-12",182.7,183.32,180.5,180.79,8922000,45.2
"2013-03-13",181.5,181.65,178.95,180.91,6623200,45.23
"2013-03-14",181.64,182.9,178.36,178.49,7147600,44.62
"2013-03-15",178.43,179.84,176.19,176.5,9867600,44.12
"2013-03-18",175.3,177,173.82,174.13,6496800,43.53
"2013-03-19",174.52,174.73,170.37,171.23,7280800,42.81
"2013-03-20",173.15,173.69,171.78,172.51,4590400,43.13
"2013-03-21",170.77,173.68,170.14,172.73,6500000,43.18
"2013-03-22",175.4,177.12,173.05,176.06,7256400,44.01
"2013-03-25",175.94,176.27,172.22,172.76,5163200,43.19
"2013-03-26",173.5,174.81,171.19,173.59,4500800,43.4
"2013-03-27",172.92,176.17,172.48,175.88,5028400,43.97
"2013-03-28",175.83,179.22,175.08,178.83,6541200,44.71
"2013-04-01",178.7,179.65,174.73,175.39,4823200,43.85
"2013-04-02",176.99,177.29,174.81,175.33,3875600,43.83
"2013-04-03",174.82,175.85,166.69,168.51,8306000,42.13
"2013-04-04",168.52,168.66,164.52,166.41,5673200,41.6
"2013-04-05",161.66,165.72,161.32,165.42,5285200,41.35
"2013-04-08",164.96,167.19,163.97,166.86,3674400,41.72
"2013-04-09",167.51,167.51,163.55,165.33,5304000,41.33
"2013-04-10",165.94,169.21,165.51,168.78,4476400,42.19
"2013-04-11",167.52,168.34,165.63,166.51,6846000,41.63
"2013-04-12",166.36,169.86,164.5,169.52,7168400,42.38
"2013-04-15",167.98,169.94,165.18,165.18,7120000,41.29
"2013-04-16",166.74,170.4,166.07,170.39,6039200,42.6
"2013-04-17",168.85,170.66,165.66,167.35,22142000,41.84
"2013-04-18",41.17,41.91,40.76,41.03,4476800,41.03
"2013-04-19",41.02,41.25,39.75,40.88,8713600,40.88
"2013-04-22",41.06,41.17,40.13,40.32,4897800,40.32
"2013-04-23",40.71,41.55,40.61,41.08,4115200,41.08
"2013-04-24",41.02,41.53,40.87,40.91,2671100,40.91
"2013-04-25",41.1,41.17,40.62,40.76,5148900,40.76
"2013-04-26",40.84,41.1,40.63,40.71,2646100,40.71
"2013-04-29",40.75,41.28,40.55,41.01,2651800,41.01
"2013-04-30",41.05,41.24,40.71,41.11,3806600,41.11
"2013-05-01",41.21,42.19,41.12,41.56,6423600,41.56
"2013-05-02",41.77,42.1,41.5,41.87,3598400,41.87
"2013-05-03",42.27,42.5,42.06,42.24,2897000,42.24
"2013-05-06",42.33,42.84,42.3,42.44,4305700,42.44
"2013-05-07",42.64,42.85,42.11,42.42,2803000,42.42
"2013-05-08",42.43,42.59,42.2,42.37,3029900,42.37
"2013-05-09",42.35,43.78,42.28,43.15,6062100,43.15
"2013-05-10",43.21,44.25,43.21,44.17,4287000,44.17
"2013-05-13",44.33,44.56,43.83,43.96,2945200,43.96
"2013-05-14",44.05,45.04,44.01,44.98,4117200,44.98
"2013-05-15",45.03,45.07,44.41,44.79,3099500,44.79
"2013-05-16",45.39,47.31,45.29,46.15,7165000,46.15
"2013-05-17",46.18,46.83,45.75,46.79,4787600,46.79
"2013-05-20",47.14,47.58,46.82,47.01,6331700,47.01
"2013-05-21",47.05,47.11,46.3,46.33,6112600,46.33
"2013-05-22",46.43,47.22,45.53,45.78,6717200,45.78
"2013-05-23",43.44,46.05,43.02,45.69,12218700,45.69
"2013-05-24",42.75,43.82,41.8,43.25,21576800,43.25
"2013-05-28",43.53,43.53,41.62,41.8,10067300,41.8
"2013-05-29",41.18,42.36,40.85,41.93,8799500,41.93
"2013-05-30",42.09,42.97,42,42.76,5557500,42.76
"2013-05-31",42.52,43.06,42.08,42.33,5758500,42.33
"2013-06-03",42.37,42.44,40.09,41.04,8969800,41.04
"2013-06-04",39.25,40.19,37.57,37.8,29720600,37.8
"2013-06-05",38.68,38.81,37.69,37.95,18556600,37.95
"2013-06-06",37.87,38.4,37.1,38.06,10970900,38.06
"2013-06-07",38.38,39.64,38.27,39.61,10146600,39.61
"2013-06-10",39.95,39.97,38.52,38.68,10800800,38.68
"2013-06-11",38.24,38.32,37.34,37.59,8942900,37.59
"2013-06-12",38.12,38.51,37.29,37.58,7769100,37.58
"2013-06-13",37.46,37.98,36.87,37.8,5839000,37.8
"2013-06-14",37.79,38.72,37.5,37.56,4942800,37.56
"2013-06-17",37.22,38.82,37.08,38.22,6521400,38.22
"2013-06-18",38.25,38.52,38.04,38.25,3207200,38.25
"2013-06-19",38.25,38.5,37.58,37.65,4960400,37.65
"2013-06-20",37.36,37.79,36.58,36.75,5537300,36.75
"2013-06-21",37,38.83,36.09,38.3,15540200,38.3
"2013-06-24",37.63,37.63,36.13,36.95,8583200,36.95
"2013-06-25",37.61,38.24,37.34,37.44,5831200,37.44
"2013-06-26",37.75,38.2,37.72,38,5046600,38
"2013-06-27",38.34,38.95,38.3,38.84,5187200,38.84
"2013-06-28",38.44,38.57,37.81,38.18,5064800,38.18
"2013-07-01",38.56,38.72,37.76,37.8,3799100,37.8
"2013-07-02",37.74,38.4,37.73,38.17,4111000,38.17
"2013-07-03",37.89,38.74,37.78,38.55,2292300,38.55
"2013-07-05",38.96,39.07,38.33,38.94,2824600,38.94
"2013-07-08",39.03,39.36,38.33,38.43,3846100,38.43
"2013-07-09",38.49,38.81,37.94,38.72,3796000,38.72
"2013-07-10",38.77,39.97,38.58,39.74,4668200,39.74
"2013-07-11",40.21,41.7,40.16,41.52,6911700,41.52
"2013-07-12",41.56,42.6,41.33,42.43,5274600,42.43
"2013-07-15",42.27,42.43,41.29,41.98,4151300,41.98
"2013-07-16",41.94,42.05,41.4,41.84,3897400,41.84
"2013-07-17",42,42.74,41.73,42.71,4606300,42.71
"2013-07-18",42.55,43,41.54,41.9,5920400,41.9
"2013-07-19",41.85,42.75,41.7,42.5,6078500,42.5
"2013-07-22",42.5,42.52,41.84,42.04,3133800,42.04
"2013-07-23",42.13,43.16,42.01,42.54,4638200,42.54
"2013-07-24",43.01,43.53,41.95,42.01,6022200,42.01
"2013-07-25",42.12,43.47,42.06,43.22,5236900,43.22
"2013-07-26",42.97,43.33,42.28,43.22,2733000,43.22
"2013-07-29",43.16,43.43,42.51,43.31,3087200,43.31
"2013-07-30",43.59,44.42,43.52,43.99,4357900,43.99
"2013-07-31",43.96,44.29,43.65,43.75,3263200,43.75
"2013-08-01",44.17,45.6,44.15,45.14,5479000,45.14
"2013-08-02",44.97,45.6,44.93,45.52,3494500,45.52
"2013-08-05",45.31,46.1,45.25,45.69,2620900,45.69
"2013-08-06",45.38,45.65,44.9,45.42,2750300,45.42
"2013-08-07",45.2,45.2,44.19,44.92,3000300,44.92
"2013-08-08",45.2,45.69,44.97,45.24,3400700,45.24
"2013-08-09",45.23,45.58,44.86,45.21,2543800,45.21
"2013-08-12",45.14,45.68,45.06,45.39,2862900,45.39
"2013-08-13",45.36,45.5,44.5,45.07,3644600,45.07
"2013-08-14",45.1,45.25,44.19,44.66,3741400,44.66
"2013-08-15",44.11,44.18,42.86,43.6,5910700,43.6
"2013-08-16",43.53,44.11,43.47,43.83,4073400,43.83
"2013-08-19",43.8,44.17,43.35,43.44,3482000,43.44
"2013-08-20",43.43,43.86,43.02,43.39,3571400,43.39
"2013-08-21",43.43,44.15,43.24,43.5,5379900,43.5
"2013-08-22",43.75,43.96,43.5,43.75,2964900,43.75
"2013-08-23",43.15,43.73,43,43.59,4312800,43.59
"2013-08-26",43.16,43.84,43.15,43.4,5731000,43.4
"2013-08-27",42.92,42.98,42.33,42.46,5589800,42.46
"2013-08-28",42.45,43.25,42.38,42.78,5877500,42.78
"2013-08-29",42.36,43.98,42.11,43.65,13186500,43.65
"2013-08-30",47.67,49.94,47.38,49.13,31862700,49.13
"2013-09-03",49.46,50.15,49.13,49.58,10222700,49.58
"2013-09-04",48.81,49.25,48.3,48.77,8027400,48.77
"2013-09-05",48.46,49.12,48.37,48.6,5991900,48.6
"2013-09-06",48.69,49.25,48.02,48.47,5185300,48.47
"2013-09-09",48.6,49.2,48.54,49.2,5220300,49.2
"2013-09-10",49.45,50.08,49.35,50.02,5138200,50.02
"2013-09-11",49.79,50.42,49.49,49.88,4309400,49.88
"2013-09-12",49.83,50.6,49.4,49.96,3839600,49.96
"2013-09-13",49.92,50.09,49.18,49.64,3350800,49.64
"2013-09-16",50.2,50.46,49.49,49.65,3347600,49.65
"2013-09-17",49.85,50.47,49.7,49.9,3167000,49.9
"2013-09-18",49.93,52.57,49.87,52.49,10464300,52.49
"2013-09-19",52.66,54.25,52.66,53.38,6897600,53.38
"2013-09-20",53.5,54.02,52.75,52.76,6106400,52.76
"2013-09-23",52.83,53.65,51.89,52.35,4339300,52.35
"2013-09-24",52.17,52.73,51.71,52.14,2979400,52.14
"2013-09-25",52.05,53.16,52,52.47,4045800,52.47
"2013-09-26",52.86,53.94,52.85,53.32,4141300,53.32
"2013-09-27",53.03,53.09,52.31,52.43,3948100,52.43
"2013-09-30",51.14,52.25,50.76,51.91,5051500,51.91
"2013-10-01",52.14,52.82,51.93,52.63,3753300,52.63
"2013-10-02",52.25,53.15,52.04,53.15,3207700,53.15
"2013-10-03",53.02,53.34,51.71,52,3089100,52
"2013-10-04",52.24,53.37,52.08,52.83,3600800,52.83
"2013-10-07",52.42,53.2,52.02,52.16,2974800,52.16
"2013-10-08",52.55,52.82,49.5,50.14,5746200,50.14
"2013-10-09",50.26,50.5,48.7,49.91,4749700,49.91
"2013-10-10",50.2,51.77,50.11,51.54,4789800,51.54
"2013-10-11",51.54,51.88,50.9,51.07,2614300,51.07
"2013-10-14",50.51,51.21,49.97,51.17,3866500,51.17
"2013-10-15",51.12,51.53,50.6,50.72,3661500,50.72
"2013-10-16",50.98,52.93,50.98,52.58,5546400,52.58
"2013-10-17",52.5,53.1,52.25,53.01,3001700,53.01
"2013-10-18",53.51,54.15,53.31,54.1,4548400,54.1
"2013-10-21",56.15,56.24,54.73,55.1,4200400,55.1
"2013-10-22",55.37,55.5,53.01,54.28,5078500,54.28
"2013-10-23",53.95,54.04,52.98,53.34,2532500,53.34
"2013-10-24",53.75,54.54,53.64,54.38,3193100,54.38
"2013-10-25",54.55,54.89,53.65,54.56,2715100,54.56
"2013-10-28",54.56,54.81,52.2,53.49,4450100,53.49
"2013-10-29",53.75,54.09,52.8,53.7,3553400,53.7
"2013-10-30",53.83,54.11,52.62,52.79,4280300,52.79
"2013-10-31",52.79,53.71,52.51,53.36,3504400,53.36
"2013-11-01",53.54,54.63,53.54,53.96,4330500,53.96
"2013-11-04",54.5,55.67,54.15,55.58,4889200,55.58
"2013-11-05",55.4,55.71,54.85,55.69,4262000,55.69
"2013-11-06",55.91,55.95,54.66,55.23,4634200,55.23
"2013-11-07",55.91,57.24,54.2,54.35,6338600,54.35
"2013-11-08",54.35,55.55,54.35,55.49,4167400,55.49
"2013-11-11",55.68,56.14,55.04,56.12,3391900,56.12
"2013-11-12",56.13,57.5,55.96,56.71,6072000,56.71
"2013-11-13",56.76,57.76,56.65,57.21,4583700,57.21
"2013-11-14",57.09,57.69,56.74,56.99,4850200,56.99
"2013-11-15",57.39,57.89,56.77,57.31,5295000,57.31
"2013-11-18",58.2,58.37,55.21,55.51,15146000,55.51
"2013-11-19",55.37,55.37,52.55,52.74,16325400,52.74
"2013-11-20",53.46,54.8,53.33,53.61,7664600,53.61
"2013-11-21",53.87,54.51,53.75,54.44,5691100,54.44
"2013-11-22",54.65,55.09,54.5,54.69,3344800,54.69
"2013-11-25",53.77,54.14,51.85,52.75,8399600,52.75
"2013-11-26",52.56,53.14,52,52.3,5694000,52.3
"2013-11-27",52.63,52.9,51.88,52.71,3770700,52.71
"2013-11-29",51.12,52.6,50.99,52.09,5635300,52.09
"2013-12-02",52.01,52.29,51.3,51.56,4235400,51.56
"2013-12-03",51.19,51.8,51.04,51.63,3832700,51.63
"2013-12-04",51.4,52.62,51.35,52.27,4090700,52.27
"2013-12-05",52.19,53.15,52.01,53.05,4855500,53.05
"2013-12-06",53.68,54.15,53.23,53.88,4570100,53.88
"2013-12-09",53.62,54.01,52.93,53.68,3173600,53.68
"2013-12-10",53.98,54.54,53.66,53.72,3986400,53.72
"2013-12-11",53.3,53.48,51.2,51.43,6996000,51.43
