"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2008-09-18",53.51,56.11,51.67,55.31,14480400,13.83
"2008-09-19",57.25,60.24,55.01,55.81,13615600,13.95
"2008-09-22",55.75,55.75,51.8,52.37,9393600,13.09
"2008-09-23",51.68,53.61,51.05,52.23,9320000,13.06
"2008-09-24",52.83,52.83,50.6,50.99,8067200,12.75
"2008-09-25",51.26,53.65,50.59,52.04,8104000,13.01
"2008-09-26",50.43,51.36,49.86,50.65,9162400,12.66
"2008-09-29",49.07,49.5,44.17,44.76,14679200,11.19
"2008-09-30",46.07,48.4,44.1,48.4,12756400,12.1
"2008-10-01",47.76,48.5,45.99,46.41,7302400,11.6
"2008-10-02",45.98,45.98,44.12,44.19,7515200,11.05
"2008-10-03",40.95,45.93,40.76,41.57,17098000,10.39
"2008-10-06",39.66,40.81,37.84,40.4,17098800,10.1
"2008-10-07",38.79,39.64,35.37,35.94,15734800,8.98
"2008-10-08",33.87,37.76,33.71,36.5,12952000,9.12
"2008-10-09",37.33,37.74,33.97,33.97,9391600,8.49
"2008-10-10",30.91,34.09,30.02,32.56,21575200,8.14
"2008-10-13",34.99,37.73,33.79,37.73,13758000,9.43
"2008-10-14",40.17,41.25,34.86,35.9,15102000,8.98
"2008-10-15",36.13,36.13,30.89,30.92,11249600,7.73
"2008-10-16",31.65,32.73,28.38,32.49,23329600,8.12
"2008-10-17",31.83,33.72,30.46,31.59,16047200,7.9
"2008-10-20",32.21,32.21,30.08,31.82,8548000,7.95
"2008-10-21",31.11,31.88,29.8,29.99,13588000,7.5
"2008-10-22",29.63,29.63,26.98,27.53,15887600,6.88
"2008-10-23",28.03,28.65,25.69,27.21,14671600,6.8
"2008-10-24",24.99,27.54,24.4,26.68,12704800,6.67
"2008-10-27",26.28,26.86,25.2,25.31,7949600,6.33
"2008-10-28",26.31,28.57,24.64,28.57,11873200,7.14
"2008-10-29",28.21,30.89,27.61,30.06,12514400,7.51
"2008-10-30",31.23,31.83,29.72,30.52,11435600,7.63
"2008-10-31",30.52,31.95,29.12,30.96,9841200,7.74
"2008-11-03",29.63,31.7,29.63,30.59,4764000,7.65
"2008-11-04",31.43,32.15,30.9,31.53,7015600,7.88
"2008-11-05",31.55,31.55,29.37,29.8,9453600,7.45
"2008-11-06",29.01,30.2,28.07,28.35,6859200,7.09
"2008-11-07",28.63,28.87,27.79,28.56,5676400,7.14
"2008-11-10",29.49,29.65,27.74,28.32,7584400,7.08
"2008-11-11",27.63,27.69,25.72,26.77,11071600,6.69
"2008-11-12",26.41,26.41,24.26,24.33,9790400,6.08
"2008-11-13",24.4,27.38,23.78,27.38,13722800,6.84
"2008-11-14",26.37,27.92,26.16,26.4,10644400,6.6
"2008-11-17",26.03,26.61,25.28,25.59,8112000,6.4
"2008-11-18",25.3,26.28,22.93,23.8,16338000,5.95
"2008-11-19",23.64,24.16,21.92,21.96,17593200,5.49
"2008-11-20",21.7,25.03,21.65,22.83,19470400,5.71
"2008-11-21",25.53,25.98,20.82,22.32,34756800,5.58
"2008-11-24",23.27,27.3,22.72,26.59,21225200,6.65
"2008-11-25",27.42,27.59,24.77,25.97,12973600,6.49
"2008-11-26",25.72,29.22,25.56,28.89,12836000,7.22
"2008-11-28",29.23,29.24,27.57,28.62,3034000,7.16
"2008-12-01",27.28,27.46,26.13,26.95,15209200,6.74
"2008-12-02",26.2,29.12,25.53,29.07,21122400,7.27
"2008-12-03",27.82,32.05,27.62,31.73,21466800,7.93
"2008-12-04",31.13,32.25,28.03,28.67,12506400,7.17
"2008-12-05",28.48,31.41,28.19,31.16,11990800,7.79
"2008-12-08",32.43,34.87,32.42,34.84,15876000,8.71
"2008-12-09",34.13,36.45,33,33.34,15295600,8.34
"2008-12-10",33.52,34.81,32.67,34.58,8227600,8.65
"2008-12-11",34.62,34.62,31.21,31.51,7135600,7.88
"2008-12-12",31,32.04,30.04,31.95,6966800,7.99
"2008-12-15",32.1,32.1,29.8,30.51,5571200,7.63
"2008-12-16",31.18,32.72,30.72,32.72,6813200,8.18
"2008-12-17",32.4,33.78,32.1,33.18,5984400,8.3
"2008-12-18",33.26,33.76,31.48,32.15,8776800,8.04
"2008-12-19",32.7,33.68,31.79,32.3,8856000,8.07
"2008-12-22",32.33,32.34,30.2,31.09,4957200,7.77
"2008-12-23",32.08,32.46,31.37,31.58,5270000,7.89
"2008-12-24",31.54,31.77,31.22,31.55,968400,7.89
"2008-12-26",31.63,31.63,30.58,31.42,1626400,7.86
"2008-12-29",31.13,31.41,30.29,30.93,2692400,7.73
"2008-12-30",31.2,31.33,30.6,30.96,4298800,7.74
"2008-12-31",30.85,32.52,30.83,32.01,5367600,8
"2009-01-02",32.1,34.2,31.65,34.02,4069200,8.51
"2009-01-05",33.53,34.34,33.01,33.35,7444800,8.34
"2009-01-06",34.13,35.23,33.14,34.6,5938800,8.65
"2009-01-07",33.75,33.95,31.74,32,5647600,8
"2009-01-08",32.29,33,31.45,32.91,4781200,8.23
"2009-01-09",32.64,32.79,30.72,31.53,6386000,7.88
"2009-01-12",31.4,31.49,30.47,30.85,3714000,7.71
"2009-01-13",30.24,31.22,28.98,29.63,11997600,7.41
"2009-01-14",29.37,29.37,27.29,27.86,11250400,6.97
"2009-01-15",28.14,28.74,27.07,27.69,11600000,6.92
"2009-01-16",28.39,28.43,26.28,28.13,13016800,7.03
"2009-01-20",27.88,28.36,25.9,26.07,11439200,6.52
"2009-01-21",27.09,27.67,25.83,27.57,9241200,6.89
"2009-01-22",26.85,26.93,26.03,26.48,7372400,6.62
"2009-01-23",25.91,27.57,25.91,27.09,6079200,6.77
"2009-01-26",27.2,28.56,26.93,27.5,9273600,6.88
"2009-01-27",27.52,27.85,26.7,27.4,7326000,6.85
"2009-01-28",28.11,29.93,28.1,29.39,12048000,7.35
"2009-01-29",29.14,29.14,27.43,27.6,8058400,6.9
"2009-01-30",27.84,28.08,26.5,26.61,6169200,6.65
"2009-02-02",26.5,26.86,25.95,26.64,9271200,6.66
"2009-02-03",27.19,30.2,27.19,30,18879200,7.5
"2009-02-04",30.02,30.33,28.93,29.33,9054800,7.33
"2009-02-05",28.79,31.14,28.52,30.72,10538000,7.68
"2009-02-06",29.93,30,27.66,29.04,29706400,7.26
"2009-02-09",28.8,29.96,28.75,28.92,9272400,7.23
"2009-02-10",28.91,29.09,26.49,26.85,21502000,6.71
"2009-02-11",27.17,28,26.51,27.23,13372000,6.81
"2009-02-12",26.92,27.14,26.23,27.08,9430000,6.77
"2009-02-13",27.01,27.32,26.51,26.86,11282400,6.72
"2009-02-17",26.59,26.59,25.64,25.94,10872000,6.49
"2009-02-18",26.38,26.38,25.71,25.77,12310800,6.44
"2009-02-19",26.29,26.48,25.68,25.93,14269200,6.48
"2009-02-20",25.55,26.18,25.19,26.05,16829200,6.51
"2009-02-23",26.55,26.61,25.51,26,16053600,6.5
"2009-02-24",25.73,27.78,25.44,27.47,14177600,6.87
"2009-02-25",27.47,28.22,27.12,28.1,28096000,7.03
"2009-02-26",28.2,28.68,26.1,28.55,32952800,7.14
"2009-02-27",27.95,29.32,27.59,28,15602000,7
"2009-03-02",27.52,27.96,27.03,27.32,9213600,6.83
"2009-03-03",27.55,28.7,27.4,28.16,10670800,7.04
"2009-03-04",28.73,30.61,28.63,30.02,12776800,7.51
"2009-03-05",29.48,30.97,29.37,30.13,11576800,7.53
"2009-03-06",30.21,30.7,28.88,30.07,11433600,7.52
"2009-03-09",29.75,31.52,29.7,30.89,12861200,7.72
"2009-03-10",31.4,32.58,31.07,32.49,17008000,8.12
"2009-03-11",32.8,33.86,32.64,33.33,15950000,8.33
"2009-03-12",33.73,33.97,32.11,33.86,11796400,8.47
"2009-03-13",33.86,33.88,32.08,32.79,13770400,8.2
"2009-03-16",32.88,33.15,31.77,32.27,10555600,8.07
"2009-03-17",32.68,33.96,32.17,33.96,7601200,8.49
"2009-03-18",33.56,35.42,33.45,34.98,12249600,8.74
"2009-03-19",35.49,36.03,35.09,35.54,9396800,8.89
"2009-03-20",35.8,36,34.39,34.76,16111600,8.69
"2009-03-23",35.87,37.03,35,37.03,9961600,9.26
"2009-03-24",36.54,36.57,34.51,34.92,12135200,8.73
"2009-03-25",33.44,34.12,32.01,34.12,14339600,8.53
"2009-03-26",34.45,35.88,34.25,35.71,9382800,8.93
"2009-03-27",35.19,35.25,33.66,34.08,7468800,8.52
"2009-03-30",33.61,33.73,32.28,32.57,6936000,8.14
"2009-03-31",32.65,33.52,32.27,32.73,8236000,8.18
"2009-04-01",31.26,32.9,30,32.69,13760000,8.17
"2009-04-02",33.18,34.96,33.18,34.15,9072000,8.54
"2009-04-03",34.13,37.28,34.13,37.27,14236000,9.32
"2009-04-06",36.64,37.07,35.68,36.48,6131600,9.12
"2009-04-07",36.72,37.52,36.23,36.62,8107200,9.15
"2009-04-08",37.12,37.85,36.86,37.38,6921200,9.35
"2009-04-09",36.36,37.49,35.75,37.4,9401600,9.35
"2009-04-13",38.6,38.94,37.85,38.25,10804000,9.56
"2009-04-14",37.86,38.98,37.67,37.92,8170800,9.48
"2009-04-15",37.63,37.66,36.73,37.36,3706800,9.34
"2009-04-16",37.83,38.08,36.53,37.82,5596800,9.45
"2009-04-17",37.76,38.79,37.74,38.33,5581600,9.58
"2009-04-20",37.5,37.5,36.11,36.96,8122000,9.24
"2009-04-21",36.77,38.84,36.75,38.79,8006800,9.7
"2009-04-22",38.67,40.75,38.18,40,9872800,10
"2009-04-23",39.61,39.67,38.05,39.28,10166000,9.82
"2009-04-24",39.62,40.48,39.16,40.17,8279200,10.04
"2009-04-27",39.49,41.15,39.06,40.65,7833600,10.16
"2009-04-28",40.15,40.91,39.84,40.58,4861600,10.15
"2009-04-29",40.7,41.95,40.49,41.47,5509200,10.37
"2009-04-30",41.97,43.08,41.68,42.81,10798400,10.7
"2009-05-01",42.16,42.75,41.16,41.41,5610400,10.35
"2009-05-04",41.97,43.63,41.97,43.63,8832000,10.91
"2009-05-05",43.61,45,43.12,44.9,11621600,11.23
"2009-05-06",45.11,45.49,43.53,43.87,8181600,10.97
"2009-05-07",44.33,44.33,40.97,41.18,10184400,10.3
"2009-05-08",41.75,42.27,40.65,41.04,6892400,10.26
"2009-05-11",40.23,41.92,40.19,41.27,6630800,10.32
"2009-05-12",41.73,41.79,40.37,40.87,5507200,10.22
"2009-05-13",40.31,40.44,38.67,39.01,6796800,9.75
"2009-05-14",39.16,40.15,38.73,39.77,6876800,9.94
"2009-05-15",40,40.98,39.7,40.2,5811200,10.05
"2009-05-18",40.53,41.46,39.77,40.4,7121200,10.1
"2009-05-19",40.33,41.49,39.89,41.02,9710800,10.26
"2009-05-20",41.31,42.05,40.03,40.27,7206000,10.07
"2009-05-21",40.17,40.41,39.22,39.65,14368400,9.91
"2009-05-22",36.28,37.29,35.1,36.15,36521200,9.04
"2009-05-26",36.46,37.98,35.13,37.5,11081200,9.38
"2009-05-27",37.36,37.72,36.31,36.5,9228000,9.12
"2009-05-28",36.58,38.16,36.3,37.77,11794400,9.44
"2009-05-29",37.54,38,36.92,37.95,8586400,9.49
"2009-06-01",38.36,39.92,38.36,39.78,8040800,9.94
"2009-06-02",39.68,39.96,39.04,39.26,6464000,9.81
"2009-06-03",39.04,39.32,38.33,39.28,9511200,9.82
"2009-06-04",39.42,40.12,38.81,39.27,12475600,9.82
"2009-06-05",39.69,40,39.07,39.13,11769200,9.78
"2009-06-08",38.97,39.35,38.41,38.71,9966400,9.68
"2009-06-09",39.01,39.96,38.72,39.58,8357600,9.9
"2009-06-10",39.99,40.2,39.38,39.97,15254000,9.99
"2009-06-11",40,41.75,40,41.6,10732000,10.4
"2009-06-12",41.56,41.6,40.41,41.6,4568800,10.4
"2009-06-15",41,41.2,40.14,40.63,5311600,10.16
"2009-06-16",41.14,41.18,39.87,39.96,7053600,9.99
"2009-06-17",40.15,41.14,39.81,40.5,5196400,10.12
"2009-06-18",40.87,40.87,39.51,40.16,4914000,10.04
"2009-06-19",40.24,40.73,39.7,39.91,6207200,9.98
"2009-06-22",39.21,39.21,37.3,37.3,8435600,9.32
"2009-06-23",37.48,37.94,36.38,37.81,9307600,9.45
"2009-06-24",38.24,39.5,38,39.24,8736800,9.81
"2009-06-25",39,39.81,38.28,39.78,5727600,9.94
"2009-06-26",39.59,39.74,38.51,38.91,5053600,9.73
"2009-06-29",39,39.05,38.37,38.91,4187200,9.73
"2009-06-30",38.95,39.15,37.95,38.17,7286000,9.54
"2009-07-01",38.51,39.31,38,38.91,4898400,9.73
"2009-07-02",38.36,38.76,37.78,38.16,5680400,9.54
"2009-07-06",37.63,37.96,36.8,37.08,9790800,9.27
"2009-07-07",36.89,37.44,35.49,35.57,10483200,8.89
"2009-07-08",35.53,36.63,35.27,36.5,10574800,9.12
"2009-07-09",36.84,37.3,36.45,36.82,5000800,9.2
"2009-07-10",36.4,37.45,36.4,37.26,3561200,9.31
"2009-07-13",37.51,38.23,37.28,38.22,6672400,9.56
"2009-07-14",38.16,38.26,37.73,38.14,4404800,9.53
"2009-07-15",38.93,39.88,38.43,39.7,5564400,9.93
"2009-07-16",39.3,40.28,39.15,40.08,5177600,10.02
"2009-07-17",40.07,41.02,39.94,40.84,4442800,10.21
"2009-07-20",41.25,41.82,40.92,41.73,4948800,10.43
"2009-07-21",41.73,42,41.3,41.81,3793200,10.45
"2009-07-22",41.76,42.57,41.18,42.47,5087200,10.62
"2009-07-23",42.55,44.31,42.27,44.17,6143200,11.04
"2009-07-24",43.62,45.18,43.61,45.13,7548800,11.28
"2009-07-27",45.05,45.13,44.31,44.54,4354000,11.14
"2009-07-28",43.19,44.04,43.01,43.56,6452000,10.89
"2009-07-29",43.22,43.56,42.74,43.19,4247200,10.8
"2009-07-30",43.33,44.5,43.33,43.73,6530400,10.93
"2009-07-31",43.81,44.16,43.24,43.34,4262400,10.84
"2009-08-03",43.95,44.7,43.53,44.66,4036000,11.16
"2009-08-04",44.23,45.91,44.04,45.49,5372400,11.37
"2009-08-05",45.71,45.9,44.65,45.1,6175600,11.27
"2009-08-06",45.05,45.53,44.87,45.37,5321200,11.34
"2009-08-07",46,47.23,45.9,46.73,9013200,11.68
"2009-08-10",46.79,47.17,45.75,45.79,5284400,11.45
"2009-08-11",45.79,46,44.65,44.79,3484800,11.2
"2009-08-12",45.21,48.5,45.2,48.11,17748000,12.03
"2009-08-13",48.08,48.44,47.31,47.99,9337200,12
"2009-08-14",48.02,48.31,46.81,47.12,4784400,11.78
"2009-08-17",46.59,46.59,44.85,44.94,6581600,11.23
"2009-08-18",45.17,45.25,43.75,44.3,10066800,11.07
"2009-08-19",43.76,45.21,43.38,45.04,8926400,11.26
"2009-08-20",45.24,46.63,45.15,46.18,16437200,11.55
"2009-08-21",51.65,53.94,51.34,53.67,38198800,13.42
"2009-08-24",54.2,55,52.2,52.78,17554000,13.19
"2009-08-25",51.39,52.99,51.39,52.3,12275600,13.07
"2009-08-26",52.34,53,51.88,52.87,5698800,13.22
"2009-08-27",52.77,52.84,51.75,52.68,7769200,13.17
"2009-08-28",52.78,53.42,51.95,52.25,7386000,13.06
"2009-08-31",51.8,51.97,51.28,51.87,6858000,12.97
"2009-09-01",51.5,52.89,50.76,51.14,9772800,12.78
"2009-09-02",50.9,51.78,50.87,51.56,5473200,12.89
"2009-09-03",52.06,52.46,51.25,52.35,6490800,13.09
"2009-09-04",52.3,53.04,52.19,52.8,5768400,13.2
"2009-09-08",53.08,54.45,52.91,54.45,7606800,13.61
"2009-09-09",54.62,55.91,54.04,55.48,8786400,13.87
"2009-09-10",55.7,56.42,55,56.42,8985200,14.1
"2009-09-11",56.73,59.04,56.73,57.92,13307600,14.48
"2009-09-14",57.53,57.92,56.82,57.47,6185600,14.37
"2009-09-15",57.13,57.75,56.52,56.73,11738800,14.18
"2009-09-16",57.13,57.43,56.45,57.35,8409600,14.34
"2009-09-17",57.33,58.85,57.05,58.54,11329200,14.64
"2009-09-18",58.82,59.07,58.08,58.17,8385600,14.54
"2009-09-21",57.9,58.69,56.61,57.08,6847200,14.27
"2009-09-22",57.36,57.77,56.77,56.87,5684000,14.22
"2009-09-23",57.26,58.81,56.91,57.54,6104000,14.39
"2009-09-24",57.82,57.91,56.04,56.1,4341600,14.02
"2009-09-25",56.1,56.25,54.74,55.06,7042400,13.77
"2009-09-28",55.35,57.47,55.25,57.47,7802800,14.37
"2009-09-29",57.4,57.81,56.78,57.16,4662400,14.29
"2009-09-30",57.13,57.72,56,56.93,7105600,14.23
"2009-10-01",56.62,56.95,54.55,54.55,6195600,13.64
"2009-10-02",54.5,55,54.06,54.51,5442800,13.63
"2009-10-05",54.69,56.67,54.29,56.42,6024000,14.1
"2009-10-06",56.97,58.99,56.65,58.57,10616400,14.64
"2009-10-07",58.56,59.4,57.64,58.44,4888000,14.61
"2009-10-08",58.93,61.08,58.93,60.36,9443600,15.09
"2009-10-09",60.49,60.98,59.99,60.97,4623600,15.24
"2009-10-12",61.14,62.3,60.99,61.47,6277200,15.37
"2009-10-13",61.31,61.79,60.78,61.13,4379600,15.28
"2009-10-14",62.41,62.64,61.67,62.49,5788800,15.62
"2009-10-15",62,62.98,61.51,62.98,4492800,15.74
"2009-10-16",61.52,62.74,61.39,62.36,4043200,15.59
"2009-10-19",62.3,63.37,62.25,62.87,2712400,15.72
"2009-10-20",63.06,63.06,61.59,62.15,3811200,15.54
"2009-10-21",62.5,65,62.1,63.49,8800400,15.87
"2009-10-22",63.5,63.5,61.79,62.67,4088800,15.67
"2009-10-23",63.08,64.15,62.86,63.12,5745600,15.78
"2009-10-26",63.38,63.51,60.93,61.42,5556400,15.35
"2009-10-27",61.49,61.81,58.28,59.36,11323600,14.84
"2009-10-28",58.8,59.19,57.87,57.92,6473600,14.48
"2009-10-29",58.55,60.19,58.12,59.66,5348800,14.91
"2009-10-30",60,60,56.55,56.75,6575200,14.19
"2009-11-02",56.91,58.69,56.17,57.81,7226400,14.45
"2009-11-03",57.03,58.73,56.68,58.59,5316000,14.65
"2009-11-04",58.76,59.86,58.41,58.76,4858000,14.69
"2009-11-05",59.51,60.96,59.29,60.63,4958800,15.16
"2009-11-06",60.11,61.8,60.02,61.01,4342800,15.25
"2009-11-09",62.49,63.67,62.38,63.49,6860000,15.87
"2009-11-10",63.34,64.96,63.1,63.67,6348000,15.92
"2009-11-11",64.61,64.7,62.85,63.53,7156000,15.88
"2009-11-12",63.73,64.4,62.74,62.9,5544800,15.73
"2009-11-13",64.62,66.15,63.33,66.13,9561600,16.53
"2009-11-16",66.32,67.72,66.27,66.85,9481200,16.71
"2009-11-17",67.21,67.22,64.5,65.61,16605200,16.4
"2009-11-18",63.73,64.49,61.78,63.61,24278000,15.9
"2009-11-19",63.36,63.36,61.85,62.58,6750400,15.65
"2009-11-20",62.07,62.73,61.75,62.56,5699200,15.64
"2009-11-23",63.26,64.74,63.01,64.5,7001200,16.12
"2009-11-24",65.09,65.51,64.09,65.44,7437600,16.36
"2009-11-25",65.16,65.55,64.57,65.09,3604800,16.27
"2009-11-27",61.91,64.15,61.35,63.25,4867200,15.81
"2009-11-30",62.84,62.94,61.93,62.68,5756000,15.67
"2009-12-01",62.67,64.55,62.38,64.32,4322400,16.08
"2009-12-02",64.14,65.24,64.09,64.72,3537200,16.18
"2009-12-03",64.99,65.71,64.61,64.69,3770800,16.17
"2009-12-04",65.71,66.43,64.65,65.95,5850000,16.49
"2009-12-07",66.13,66.25,65.42,65.87,3655600,16.47
"2009-12-08",65.1,65.28,64,64.14,6942400,16.03
"2009-12-09",64.16,64.33,62.92,63.77,4596400,15.94
"2009-12-10",64.2,64.99,64.01,64.69,3988000,16.17
"2009-12-11",64.89,64.89,62.24,63.26,6979200,15.81
"2009-12-14",63.96,65.09,62.93,64.92,5395200,16.23
"2009-12-15",64.76,65.33,64.1,65.07,3513200,16.27
"2009-12-16",65.28,66.18,64.93,65.78,5834800,16.44
"2009-12-17",65.51,65.57,64.61,64.88,4096400,16.22
"2009-12-18",65.5,67.93,65.24,67.88,13851200,16.97
"2009-12-21",67.97,69.86,67.42,69.72,8674000,17.43
"2009-12-22",68.96,71.75,68.68,71.3,10318000,17.83
"2009-12-23",71.31,72.9,70.81,72.6,7430400,18.15
"2009-12-24",72.93,72.93,72.17,72.66,3073200,18.17
"2009-12-28",72.41,73.77,72.41,73.62,6663200,18.41
"2009-12-29",73.67,74.95,73.43,74.64,7845600,18.66
"2009-12-30",74.26,74.26,72.86,74.02,12124000,18.5
"2009-12-31",74.08,74.36,73.55,73.77,5436400,18.44
"2010-01-04",74.61,75.53,74.19,74.82,7906000,18.7
"2010-01-05",74.45,75,72.8,74.5,7942400,18.62
"2010-01-06",74.75,75,73.98,74.37,5122400,18.59
"2010-01-07",74.52,74.95,73.54,74.04,4840000,18.51
"2010-01-08",74.07,74.35,73.26,74.15,5510400,18.54
"2010-01-11",74.6,74.7,72.79,73.65,6399200,18.41
"2010-01-12",70.44,70.49,68.26,68.29,21053200,17.07
"2010-01-13",68.28,68.79,66.97,68.5,20649600,17.12
"2010-01-14",68.49,69.73,68.49,69.19,10400400,17.3
"2010-01-15",69.05,69.55,68.1,68.63,8564800,17.16
"2010-01-19",68.59,69.87,68.15,69.5,6252800,17.38
"2010-01-20",68.8,69.17,67.5,68.55,7260000,17.14
"2010-01-21",68.62,69.52,66.61,66.88,8946000,16.72
"2010-01-22",66.73,66.94,64.36,64.54,8788800,16.14
"2010-01-25",65.48,65.61,63.47,64.13,9866800,16.03
"2010-01-26",64.16,66.18,63.35,65.41,10367200,16.35
"2010-01-27",65.41,65.66,64.39,65.4,5947600,16.35
"2010-01-28",65.23,65.3,63.44,64.16,5684400,16.04
"2010-01-29",64.81,65.16,63.2,63.55,6281200,15.89
"2010-02-01",64.02,65.28,63.65,65.18,5632000,16.3
"2010-02-02",65.25,65.57,64.09,65.06,4664400,16.26
"2010-02-03",64.8,66.23,64.4,65.62,4725600,16.41
"2010-02-04",64.84,65.09,61.83,62.43,11797200,15.61
"2010-02-05",62.49,62.5,60.3,62.08,12440800,15.52
"2010-02-08",62.09,63.04,61.23,62.12,5062400,15.53
"2010-02-09",62.68,64.9,62.68,64.66,9099200,16.17
"2010-02-10",64.78,64.9,64.03,64.73,6855200,16.18
"2010-02-11",64.77,66.11,63.82,65.96,6448800,16.49
"2010-02-12",65.43,65.66,64.19,65.09,8150000,16.27
"2010-02-16",65.47,66.45,65.31,66.2,5511200,16.55
"2010-02-17",66.23,67.32,66.23,66.78,6672400,16.69
"2010-02-18",67.66,68.94,67.43,68.45,8361600,17.11
"2010-02-19",68.12,69.49,68.02,68.92,7196800,17.23
"2010-02-22",69.31,69.53,68.7,69.04,5123600,17.26
"2010-02-23",68.73,69.39,67.9,68.24,5597200,17.06
"2010-02-24",68.32,70.02,68.09,69.44,10460400,17.36
"2010-02-25",68.83,68.84,64.77,68.01,19942400,17
"2010-02-26",67.26,68.07,66.5,67.95,10079600,16.99
"2010-03-01",67.74,71.39,67.52,70.9,10422000,17.73
"2010-03-02",70.79,72.35,70.63,71.84,8080800,17.96
"2010-03-03",71.97,72.28,70.49,70.57,5988000,17.64
"2010-03-04",70.7,70.93,70,70.89,5519200,17.72
"2010-03-05",71.2,72.99,71.2,72.28,6999200,18.07
"2010-03-08",72.32,73.62,72.12,72.95,5848800,18.24
"2010-03-09",72.07,74.2,71.88,73.68,9360000,18.42
"2010-03-10",73.65,75.4,73.62,75.19,8216000,18.8
"2010-03-11",74.81,75.5,74.56,75.42,6578000,18.85
"2010-03-12",75.74,76.38,75.11,75.71,4140400,18.93
"2010-03-15",75.41,75.76,74.55,75.6,5657200,18.9
"2010-03-16",75.48,77.09,75.42,76.69,7889200,19.17
"2010-03-17",76.89,77.49,76.33,76.74,5502800,19.18
"2010-03-18",76.69,77.45,76.44,76.91,5493600,19.23
"2010-03-19",76.92,77.5,75.64,76.02,6185600,19
"2010-03-22",74.73,77.98,74.59,77.51,6491600,19.38
"2010-03-23",77.66,77.78,76.45,77.1,4934800,19.27
"2010-03-24",76.59,77.21,75.95,76.16,4733600,19.04
"2010-03-25",76.68,77.56,75.95,75.97,5840800,18.99
"2010-03-26",76.2,76.3,74.63,74.95,4206400,18.74
"2010-03-29",75.21,75.43,74.46,74.77,4227200,18.69
"2010-03-30",75.2,76.5,74.77,75.41,7784000,18.85
"2010-03-31",75.29,75.52,74.29,74.45,4547200,18.61
"2010-04-01",75.12,76.1,74.68,75.54,4212800,18.89
"2010-04-05",75.91,76.95,75.88,76.85,3449200,19.21
"2010-04-06",76.41,79.44,76.13,78.83,9928800,19.71
"2010-04-07",78.8,78.8,76.68,77.18,7023600,19.3
"2010-04-08",76.71,78.1,76.16,77.95,6352800,19.49
"2010-04-09",78.56,79.89,77.41,79.77,7682400,19.94
"2010-04-12",79.99,81.23,79.49,80.51,9838000,20.13
"2010-04-13",80.36,80.67,79.68,80.43,5231600,20.11
"2010-04-14",81.93,83.97,81.66,83.87,8835600,20.97
"2010-04-15",83.99,84.39,83.11,83.73,5531600,20.93
"2010-04-16",83.64,84.92,83.02,83.48,9941200,20.87
"2010-04-19",83.03,83.85,81,82.65,7141600,20.66
"2010-04-20",83.58,84.62,83.03,84.48,4295200,21.12
"2010-04-21",84.84,85.19,83.95,85.08,6288800,21.27
"2010-04-22",84.85,89.42,84,88.7,10038800,22.17
"2010-04-23",88.49,89.18,86.5,88.16,6087600,22.04
"2010-04-26",88.65,89.5,88.19,88.49,3881600,22.12
"2010-04-27",89.19,89.19,85.54,85.81,5118400,21.45
"2010-04-28",86.45,86.46,84.81,86.15,5870800,21.54
"2010-04-29",86.83,88.35,86.29,88.14,4074400,22.03
"2010-04-30",88.4,88.4,85.5,85.6,4456800,21.4
"2010-05-03",86.08,88.27,85.75,87.72,4634000,21.93
"2010-05-04",89,89.29,85.33,86.59,9104800,21.65
"2010-05-05",85.5,86.44,84.63,85.22,7292400,21.31
"2010-05-06",84.97,86.14,76,80.9,16295200,20.23
"2010-05-07",80.97,81.39,76.18,77.52,13885600,19.38
"2010-05-10",82.47,85.58,82.16,85.49,11520800,21.37
"2010-05-11",83.96,87.9,83.83,86.2,10001200,21.55
"2010-05-12",86.84,88.56,86.84,88.4,9828400,22.1
"2010-05-13",88.4,89.84,86.43,86.68,11328400,21.67
"2010-05-14",86.02,86.27,83.29,84.72,7905200,21.18
"2010-05-17",85.52,86.78,82.5,85.24,6710000,21.31
"2010-05-18",87,87.67,83.38,84.16,7692800,21.04
"2010-05-19",82.85,83.74,79.76,81.6,10582400,20.4
"2010-05-20",78.88,81.27,77.89,79.03,17455600,19.76
"2010-05-21",73.94,84.07,73.91,83.24,43596800,20.81
"2010-05-24",82.33,85.02,82.12,82.19,9276000,20.55
"2010-05-25",80.02,82.25,78.8,82.13,11385600,20.53
"2010-05-26",82.76,85.79,82.46,83.75,12684800,20.94
"2010-05-27",85.67,87,85.38,87,10038000,21.75
"2010-05-28",86.27,87.5,85.36,86.53,9415600,21.63
"2010-06-01",84.31,86.97,84.31,84.89,8402400,21.22
"2010-06-02",85.93,88.44,84.77,88.44,7461600,22.11
"2010-06-03",89.4,95.78,89.27,95.2,26548800,23.8
"2010-06-04",92.5,96.35,88.74,89.64,25813600,22.41
"2010-06-07",90.08,91.49,87.62,87.9,10798400,21.98
"2010-06-08",89.1,89.74,86.38,88,14485600,22
"2010-06-09",89.16,91.93,88.57,89.02,9701200,22.25
"2010-06-10",91.36,92.65,90.34,92.42,9740000,23.1
"2010-06-11",90.49,96.87,90.49,96.64,14185600,24.16
"2010-06-14",96.95,97.09,93.29,93.5,15007600,23.38
"2010-06-15",94.31,95.62,93.43,95.01,13090400,23.75
"2010-06-16",94.22,95.07,93.13,94.34,10197200,23.58
